"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	1021	5	3	0	1026	13	0				0	
242	183	0	1	0	184	2	0				0	
279	970	4	20	0	953	7	0			0	0	
354	141	0	1	0	155	10	-5				0	
457	519	20	0	0	501	2	0				0	
505	4254	208	46	0	4040	40	0				0	
1155	2716	458	29	0	2263	34	0				0	
1351	1201	280	39	0	1200	318	0				0	
1454	3418	60	27	0	3440	109	0				0	
1557	951	300	11	0	934	294	0				0	
1669	2883	41	12	0	2902	72	0				0	
1856	1043	0	64	0	979	0	0				0	
2040	3057	0	65	0	3010	18	0				0	
2161	1478	412	3	0	1150	87	0			0	0	
2376	30272	0	407	0	29877	12	0			0	0	
2554	142	12	0	0	130	0	0				0	
2732	3994	150	21	0	3878	55	0				0	
2750	650	0	4	0	646	0	0				0	
3252	3689	900	214	0	2936	361	0				0	
3458	416	30	20	0	384	18	0				0	
3720	1631	18	17	0	1726	130	0			0	0	
3971	10549	1257	828	0	9880	1416	0				0	
4156	1998	0	7	0	2013	22	0				0	
4231	672	40	22	0	663	53	0				0	
4839	4581	700	5	0	5094	1218	0				0	
5069	12665	-789	0	0	13454	0	0				0	
5135	4035	235	25	0	4144	369	0				0	
5210	14148	0	124	0	14194	170	0			0	0	
5461	5393	0	12	0	5385	4	0				0	
5751	2031	352	71	0	1645	37	0				0	
6039	2736	675	135	0	2934	1008	0			0	0	
6141	260	30	24	0	318	112	0				0	
6329	9288	3600	726	0	8924	3962	0			0	0	
7009	0	0	0	0	0	0	0				0	
7045	862	150	23	0	860	171	0			0	0	
7072	1705	70	4	0	1735	104	0				0	
7157	243	25	2	0	254	38	0			0	0	
7456	772	60	2	0	749	39	0				0	
7634	969	60	15	0	923	29	0				0	
8033	1244	125	4	0	1244	129	0				0	
8462	997	75	12	0	946	36	0				0	
8631	429	0	1	0	429	1	0				0	
9357	3345	0	70	0	3275	0	0			0	0	
9553	1005	0	2	0	1003	0	0				0	
9807	28327	0	681	0	29257	1611	0			0	0	
9955	1574	0	5	0	1572	3	0				0	
10250	3188	-250	499	0	2992	53	0				0	
10849	970	282	0	0	1512	824	0				0	
11145	2100	306	16	0	2022	244	0			0	0	
11640	3761	15	31	0	3782	67	0				0	
11837	836	-125	4	0	959	2	0				0	
12030	11041	0	4505	0	8072	1536	0				0	
12142	1736	60	56	0	1661	41	0				0	
12179	183	-31	1	0	213	0	0				0	
12311	663922	103132	51061	75	636964	127160	0	0	31334	0	970	
12647	1049	0	2	0	1049	2	0			0	0	
12656	233	0	2	0	234	3	0				0	
12937	2092	60	7	0	2025	0	0				0	
12946	17894	1795	662	0	17406	1969	0			0	0	
13103	14536	1170	61	0	13498	193	0			0	0	
13251	621	30	117	0	476	2	0				0	
13457	214	0	0	0	214	0	0				0	
14052	492	0	0	0	492	0	0				0	
14155	2323	200	43	0	2283	203	0				0	
14650	547	90	14	0	587	144	0				0	
14753	467	0	0	0	514	47	0				0	
14865	4087	200	1163	0	3465	741	0				0	
14977	509	30	12	0	473	6	0			0	0	
16551	3188	0	363	0	2906	81	0				0	
16748	719	0	0	0	719	0	0				0	
17110	279	0	0	0	279	0	0			0	0	
17147	70471	5260	1994	0	66037	2820	0			0	0	
17259	181	0	1	0	184	4	0				0	
17464	0	0	0	0	25289	0	-25289			0	0	
17950	3850	240	10	0	3717	117	0				0	
17978	2145	0	0	0	2145	0	0				0	
18050	4578	240	16	0	4456	134	0				0	
18135	1126	0	18	0	1144	36	0				0	
18827	7424	60	24	0	7417	77	0			0	0	
18836	1234	125	61	0	1177	129	0				0	
18854	7405	946	24	0	6873	438	0				0	
19356	864	0	5	0	873	14	0				0	
19936	3341	150	73	0	3249	131	0				0	
19972	400	33	0	0	550	183	0				0	
20053	1293	60	8	0	1238	13	0				0	
20633	3089	190	4	0	2936	41	0				0	
20857	727	1	0	0	769	43	0				0	
21256	86	-35	0	0	121	0	0				0	
21359	334	9	21	0	305	1	0				0	
21630	878	79	11	0	880	92	0			0	0	
21658	1688	65	12	0	1613	2	0			0	0	
22048	1905	305	10	0	1674	84	0				0	
22543	689	0	1	0	692	4	0				0	
22552	1300	50	27	0	1223	0	0				0	
22730	1085	85	55	0	1068	123	0				0	
22936	1190	0	39	0	1166	15	0				0	
23456	982	90	4	0	963	75	0				0	
23504	27544	1750	18	0	25904	128	0			0	0	
23643	1321	0	58	0	1351	88	0				0	
23755	1495	20	9	0	1479	13	0				0	
24006	5150	235	654	0	4628	367	0			0	26	
24378	193	0	4	0	189	0	0				0	
24453	2982	720	2	0	2320	60	0				0	
24659	423	0	4	0	464	45	0				0	
24668	10560	1846	14	0	9181	481	0				0	
24949	5599	-750	182	0	6259	92	0				0	
25357	2549	530	17	0	2062	60	0				0	
25647	1461	0	0	0	1520	59	0			0	0	
26176	4246	-650	293	0	4603	0	0				0	
26242	2807	150	74	0	2694	108	-3				0	
26457	199	3	1	0	195	0	0			0	0	
26765	4931	500	277	0	4905	751	0				0	
27070	1000	40	0	0	1000	40	0				0	
27548	5613	720	223	0	5093	423	0			0	0	
27614	1369	0	26	0	1393	50	0				0	
27847	4701	0	49	0	4956	304	0				0	
28013	25604	883	443	0	24595	317	0				896	
28152	1323	0	0	0	1325	2	0				0	
28255	2896	256	6	0	2644	10	0				0	
28406	19917	1175	83	0	18751	92	0			0	0	
28675	668	0	0	0	669	1	0				0	
28732	872	0	0	0	874	2	0				0	
29476	644	65	37	0	571	29	0				0	
29636	3506	-181	51	0	3903	267	0			0	0	
29878	15351	-376	10	0	15754	37	0				0	
30052	309	16	0	0	293	0	0				0	
30502	7546	0	79	0	7878	411	0			0	0	
30650	1365	0	1	0	1364	0	0				0	
30810	2376728	1232602	248165	0	2151027	1253281	-1785	0	171288	0	32839	
31134	1082	146	37	0	950	51	0				0	
31255	4597	255	12	0	4361	31	0			0	0	
31657	838	0	8	0	867	37	0				0	
31826	3245	50	341	0	2964	110	0				0	
31835	1285	180	70	0	1199	164	0				0	
32234	17	43	0	0	279	26	-279				0	
32766	232	18	0	0	230	16	0				0	
32971	2060	0	37	0	2174	151	0				0	
33147	5483	300	13	0	5906	736	0			0	0	
33259	7327	0	737	0	6592	2	0				0	
33268	1228	40	1	0	1192	5	0			0	0	
33370	97	4	0	0	268	175	0				0	
33839	102	0	1	0	101	0	0				0	
33857	6694	2272	7	0	5881	1466	0				0	
34425	4240	758	199	0	3862	579	0			0	0	
34434	1714	125	35	0	1853	299	0				0	
34452	625	72	0	0	597	44	0				0	
34537	26000	2705	1114	0	23400	1219	0			0	0	
34555	2625	240	58	0	2848	521	0			0	0	
34742	3166	148	2	0	3055	39	0				0	
35057	1483	0	10	0	1481	8	0			0	0	
35301	53587	742	0	0	53146	301	0			0	0	
35570	230028	10000	3152	0	228373	11497	0				0	
35646	228	0	0	0	228	0	0				0	
35879	947	0	2	0	1008	63	0				0	
36456	1216	90	6	0	1282	162	0				0	
36933	856	140	15	0	799	98	0				0	
37051	699	0	1	0	701	3	0				0	
37341	526	45	31	0	475	25	0				0	
37435	11699	480	527	0	10973	281	0			0	0	
37640	15320	850	212	0	14808	550	0			0	60	
37659	428	85	2	0	431	90	0			0	0	
37949	1865	120	30	0	1737	22	0				0	
38740	1688	90	163	0	1517	82	0				0	
39327	799	20	100	0	717	38	0				0	
39756	5708	300	20	0	5393	5	0				0	
40033	446	0	0	0	446	0	0				0	
40499	17181	735	316	0	16968	838	0				0	
40855	870	48	0	0	830	8	0				0	
41245	550	0	16	0	547	13	0				0	
41553	607	0	3	0	631	27	0				0	
41629	2168	235	106	0	2022	195	0				0	
41825	2643	217	1	0	2527	102	0			0	0	
41937	255	0	0	0	255	0	0				0	
41955	277	0	0	0	277	0	0				0	
42037	367	0	0	0	367	0	0				0	
42354	1122	36	2	0	1094	10	0				0	
42372	2243	-1	2	0	2262	20	0				0	
42420	48067	1620	4396	1870	50185	6264	0			0	0	
42448	14772	1601	402	0	14449	1680	0			0	0	
42457	499	22	4	0	473	0	0				0	
43052	1346	127	1	0	1227	9	0				0	
43351	818	0	0	0	820	2	0				0	
43856	225	0	0	0	225	0	0				0	
43959	628	60	0	0	670	102	0				0	
44040	4206	50	30	0	4181	55	0				0	
44433	4986	326	83	0	4816	239	0			0	0	
