"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH STCK HLDRS INCL PRNT 	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	20504	20156	192	0	0	0	0	0	20156	0	0	156	
242	5310	5343	131	0	0	195	0	0	5343	0	0	31	
279	27951	27657	287	0	0	0	0	0	27657	1	0	6	
354	1014	959	1	0	0	0	0	0	959	0	0	54	
457	4752	4530	224	0	0	0	0	0	4530	0	0	-2	
505	35735	35138	618	0	0	257	0	0	35138	0	0	236	
1155	18788	18998	568	0	0	865	0	0	18998	0	0	87	
1351	22982	23155	697	0	0	885	0	0	23155	0	0	15	
1454	79267	75833	2406	0	0	1000	0	0	75833	0	0	2028	
1557	11256	10733	393	0	0	0	0	0	10733	0	0	130	
1669	45395	44353	651	0	0	0	0	0	44353	0	0	391	
1829	48560	47723	721	0	0	410	0	0	47723	0	0	526	
1856	16597	15019	358	0	0	248	0	0	15019	0	0	1468	
2040	22879	22457	386	0	0	0	0	0	22457	0	0	36	
2161	16337	15942	409	0	0	139	0	0	15942	0	0	125	
2376	447264	438261	9905	0	0	0	0	0	438261	0	2172	-3074	
2554	1393	1360	38	0	0	0	0	0	1360	0	0	-5	
2732	84911	83703	801	0	0	265	0	0	83703	0	0	672	
2750	6976	6857	177	0	0	89	0	0	6857	0	0	31	
3177	103876	102486	1759	0	0	1000	0	0	102486	170	0	461	
3252	24410	23782	543	0	0	250	0	0	23782	0	0	335	
3458	4162	4031	75	0	0	0	0	0	4031	0	0	56	
3720	34031	33280	646	0	0	120	0	0	33280	0	0	225	
3971	110340	110241	-241	0	0	0	0	0	110241	0	0	340	
4156	22988	22766	338	0	0	234	0	0	22766	0	0	118	
4231	15830	15514	150	0	0	0	0	0	15514	0	0	166	
4839	38785	38279	722	0	0	527	0	0	38279	0	0	311	
5069	181386	175840	5400	0	0	0	0	0	175840	0	0	146	
5135	58221	56688	1469	0	0	0	0	0	56688	0	0	64	
5210	97973	95948	2438	0	0	1208	0	0	95948	0	0	795	
5461	53079	50928	757	0	0	0	0	0	50928	0	0	1394	
5751	33333	33956	1099	0	0	1950	0	0	33956	0	0	228	
6039	8456	8225	196	0	0	0	0	0	8225	0	0	35	
6141	5889	5834	55	0	0	0	0	0	5834	0	0	0	
6329	50387	49741	932	0	0	300	0	0	49741	0	0	14	
7009	60142	57180	3817	0	0	1000	0	0	57180	0	0	145	
7045	19686	19051	339	0	0	0	0	0	19051	0	0	296	
7072	32272	32036	178	0	0	0	0	0	32036	0	0	58	
7157	5061	4974	69	0	0	24	0	0	4974	0	0	42	
7456	6777	6468	270	0	0	27	0	0	6468	0	0	66	
7634	7919	7832	243	0	0	336	0	0	7832	0	0	180	
8033	27145	26166	951	0	0	0	0	0	26166	0	0	28	
8462	20686	19896	550	0	0	86	0	0	19896	0	0	326	
8631	6873	6794	98	0	0	40	0	0	6794	0	0	21	
9357	80738	78706	2312	0	0	722	0	0	78706	0	0	442	
9553	12461	12351	608	0	0	624	0	0	12351	0	0	126	
9807	301490	293659	8803	0	0	1777	0	0	293659	0	0	805	
9955	17455	17106	473	0	0	267	0	0	17106	0	0	143	
10250	36595	35511	1063	0	0	500	0	0	35511	0	0	521	
10849	26791	26065	195	0	0	0	0	0	26065	0	0	531	
11145	20131	19573	518	0	0	0	0	0	19573	0	0	40	
11275	148890	147771	2713	0	0	1600	0	0	147771	0	0	6	
11640	42039	40222	1472	0	0	0	0	0	40222	0	0	345	
11837	13895	13059	674	0	0	150	0	0	13059	0	0	312	
12030	52174	49514	2655	0	0	0	0	0	49514	0	0	5	
12142	21611	20798	361	0	0	0	0	0	20798	0	0	452	
12179	7735	7685	45	0	0	0	0	0	7685	0	0	5	
12311	6040541	5966783	178590	0	0	173500	0	0	5966783	9685	0	58983	
12647	9757	9700	126	0	0	69	0	0	9700	0	0	0	
12656	1691	1687	4	0	0	0	0	0	1687	0	0	0	
12937	32515	32355	310	0	0	150	0	0	32355	0	0	0	
12946	133361	132309	5303	0	0	5244	0	0	132309	0	0	993	
12955	12996	13917	409	0	0	1330	0	0	13917	0	0	0	
13103	232641	225910	3370	0	0	25	0	0	225910	0	0	3386	
13251	4499	4519	79	0	0	100	0	0	4519	0	0	1	
13457	6099	6016	75	0	0	0	0	0	6016	0	0	8	
14052	7223	7196	142	0	0	124	0	0	7196	0	0	9	
14155	18623	17877	654	0	0	0	0	0	17877	0	0	92	
14650	3755	3679	110	0	0	34	0	0	3679	0	0	0	
14753	4693	4713	8	0	0	0	22	0	4713	0	0	-6	
14865	37000	36473	869	0	0	350	0	0	36473	0	0	8	
14977	8406	8375	36	0	0	0	0	0	8375	0	0	-5	
16551	32883	32315	994	0	0	1000	0	0	32315	0	0	574	
16748	8099	7955	130	0	0	0	0	0	7955	0	0	14	
17110	19794	18781	2013	0	0	1000	0	0	18781	0	0	0	
17147	945283	927774	19457	1213	0	7500	0	0	927774	352	0	3987	
17259	5907	5679	107	0	0	0	0	0	5679	0	0	121	
17464	331545	328770	2465	0	0	0	0	0	328770	0	0	310	
17950	39391	37707	952	0	0	213	0	0	37707	0	0	945	
17978	109117	108364	753	0	0	0	0	0	108364	0	0	0	
18050	53716	51282	2122	0	0	232	0	0	51282	0	0	544	
18135	22287	21424	175	0	0	0	0	0	21424	0	0	688	
18377	4663	4548	105	0	0	0	0	0	4548	0	0	10	
18827	124227	88759	2655	33042	0	0	0	0	88759	0	0	-229	
18836	16184	15989	252	0	0	107	0	0	15989	0	0	50	
