"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH311	RCFAH313	RCFAH314	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFD3368	RCFD3632	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH311	RCOAH313	RCOAH314	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCON3368	RCON3632	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWH312	RCOWP793	RCOWP870	
	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TIER 1 LEVERAGE CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TIER 1 CPTL ALLWBL UNDR RISK-BASED	RISK-WEIGHTED ASSETS	AVG TOT ASSET NET DEDUCTIONS	ACCUMULATED OTH COMPREHENSIVE INCOME	OTHR DEDUCT FR ASSETS FOR LEVRGE CAP	CAPTIAL CONSERVATION BUFFER	ELIGIBLE RETAINED INCOME	DIST AND DISCRE BONUS PAYMENTS QTR	COMMON EQUITY TIER 1 CAPITAL	CAP RATIO COM EQTY TIER1 CAP RATIO	COM EQTY TIER 1 MINORTY INTERST	COM EQTY TIER 1 CAP BEFORE REG ADJ	COM EQTY TIER 1 CAP ADJS AND DEDUDS	LESS INTANG ASSTS NET OF ASSCTD DTLS	DFRD TX ASSTS OPRTING LOSS TX CRDT	NT UNRLZD GNS (LSSES) AFS SECURITIES	NT UNRLZD LOSS ON AFS PRFRRD STK	ACC NT GN LS CSHFLW HDGS	AOCI ATTRBTD DEFND BENFT POSTETRMNT	NT UNRLZD GNS (LSSES) HTM SEC AOCI	NET GNS (LSSES) HTM SEC AOCI	OTH THRSHLD DEDS COMEQTY TIER1 CAP	NNSG INVCP UNCNS COMSTK 10 PCT THRSH	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	COMSTK 10PCT EQTY TIER1 CAP THRSHLD	MSA DTL 10PCT EQTY TIER1 CAP THRS	DTAS CAP CMSTK 15PCT TIER1 CAP THRSH	MSA DTA 15PCT COMEQTY TIER1 CAPTHRES	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	ADDITIONAL TIER 1 CAPITAL	NNQFY CAP INSTR PHSOUT ADD TIER1 CAP	TIER1 MNRTY INTR NOT EQTY TIER1 CAP	ADD TIER 1 CAPITAL BEFORE DEDUCTIONS	TOT ADDTNL TIER 1 CAP DEDUCTIONS	ADDTNL TIER 1 CAPITAL	TIER 2 CAP INSTRMNTS PLUS RLTD SRPLS	NNQLIFY CAP INSTR PHSOUT TIER2 CAP	CAP MNRTY INTRST NOT INCL TIER 1 CAP	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL TIER 2 CAPITAL DEDUCTIONS	DEDS COMEQTY TIER1 CAP ADD TIER1 CAP	UNREALIZED GAINS ON A-F-S EQUITY SEC	CUMULATIVE CHANGE IN FAIR VALUE	QTLY AVG OF TOTAL ASSETS	UNDIVIDED PROFITS & CAPITAL RESERVES	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	RISK-WEIGHTED ASSETS	TOTAL APPLICABLE CAPITAL BUFFER	CAP RATIO COM EQTY TIER1 CAP RATIO	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TIER 1 LEVERAGE CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TIER 1 CPTL ALLWBL UNDR RISK-BASED	RISK-WEIGHTED ASSETS	AVG TOT ASSET NET DEDUCTIONS	ACCUMULATED OTH COMPREHENSIVE INCOME	OTHR DEDUCT FR ASSETS FOR LEVRGE CAP	CAPTIAL CONSERVATION BUFFER	ELIGIBLE RETAINED INCOME	DIST AND DISCRE BONUS PAYMENTS QTR	COMMON EQUITY TIER 1 CAPITAL	CAP RATIO COM EQTY TIER1 CAP RATIO	AOCI OPT-OUT ELECTION	COM EQTY TIER 1 MINORTY INTERST	COM EQTY TIER 1 CAP BEFORE REG ADJ	COM EQTY TIER 1 CAP ADJS AND DEDUDS	LESS INTANG ASSTS NET OF ASSCTD DTLS	DFRD TX ASSTS OPRTING LOSS TX CRDT	NT UNRLZD GNS (LSSES) AFS SECURITIES	NT UNRLZD LOSS ON AFS PRFRRD STK	ACC NT GN LS CSHFLW HDGS	AOCI ATTRBTD DEFND BENFT POSTETRMNT	NT UNRLZD GNS (LSSES) HTM SEC AOCI	NET GNS (LSSES) HTM SEC AOCI	OTH THRSHLD DEDS COMEQTY TIER1 CAP	NNSG INVCP UNCNS COMSTK 10 PCT THRSH	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	COMSTK 10PCT EQTY TIER1 CAP THRSHLD	MSA DTL 10PCT EQTY TIER1 CAP THRS	DTAS CAP CMSTK 15PCT TIER1 CAP THRSH	MSA DTA 15PCT COMEQTY TIER1 CAPTHRES	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	ADDITIONAL TIER 1 CAPITAL	NNQFY CAP INSTR PHSOUT ADD TIER1 CAP	TIER1 MNRTY INTR NOT EQTY TIER1 CAP	ADD TIER 1 CAPITAL BEFORE DEDUCTIONS	TOT ADDTNL TIER 1 CAP DEDUCTIONS	ADDTNL TIER 1 CAPITAL	TIER 2 CAP INSTRMNTS PLUS RLTD SRPLS	NNQLIFY CAP INSTR PHSOUT TIER2 CAP	CAP MNRTY INTRST NOT INCL TIER 1 CAP	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL TIER 2 CAPITAL DEDUCTIONS	DEDS COMEQTY TIER1 CAP ADD TIER1 CAP	UNREALIZED GAINS ON A-F-S EQUITY SEC	CUMULATIVE CHANGE IN FAIR VALUE	QTLY AVG OF TOTAL ASSETS	UNDIVIDED PROFITS & CAPITAL RESERVES	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	RISK-WEIGHTED ASSETS	TOTAL APPLICABLE CAPITAL BUFFER	CAP RATIO COM EQTY TIER1 CAP RATIO	TIER 2 CAPITAL BEFORE DEDUCTIONS	
37																																																															20369	548	548	22.7691%	46.9126%	45.6505%	19821	43419	87052	1262	0	38.9126%			4700	45.6505%	1	0	21083	0	0	0	1262	0	0	0	0		0	0	19821	0	0	0	0	0	0	19821	0	0	0	0	0	0	0	0	0	548	0	0	0	0	87052	15121										
242																																																															5288	185	185	12.5000%	21.2942%	20.5493%	5103	24833	40824	267	0	13.2942%			240	20.5493%	1	0	5370	0	0	0	267	0	0	0	0		0	0	5103	0	0	0	0	0	0	5103	0	0	0	0	0	0	0	0	0	185	0	0	0	0	40824	4863										
279																																																															28976	935	935	14.3580%	24.7631%	23.9640%	28041	117013	195299	129	0	16.7631%			1	23.9640%	1	0	28170	0	0	0	129	0	0	0	0		0	0	28041	0	0	0	0	0	0	28041	0	0	0	0	0	0	0	0	0	935	0	0	0	0	195299	28040										
354																																																															1032	51	51	10.3799%	26.2262%	24.9301%	981	3935	9451	29	0	18.2262%			525	24.9301%	1	0	1020	0	0	3	34	0	0	0	0		0	0	983	0	0	0	0	2	2	981	0	0	0	0	2	0	0	0	0	51	0	5	0	0	9456	466										
457																																																															5329	483	483	10.9961%	13.7939%	12.5437%	4846	38633	44070	1	0	5.7939%			4000	12.5437%	1	0	4847	0	0	0	1	0	0	0	0		0	0	4846	0	0	0	0	0	0	4846	0	0	0	0	0	0	0	0	0	483	0	0	0	0	44070	846										
505																																																															40715	3547	3547	8.6722%	14.3738%	13.1216%	37168	283259	428588	-1752	0	6.3738%			17133	13.1138%	1	0	36388	994	0	0	1124	0	0	-2876	0		0	0	37146	0	0	0	0	0	0	37146	0	0	22	22	0	22	0	0	0	3547	0	994	0	0	429582	21007										
1155																																																															20679	2162	2162	8.5715%	11.9818%	10.7291%	18517	172587	216031	476	0	3.9818%			6500	10.7291%	1	0	18993	0	0	0	476	0	0	0	0		0	0	18517	0	0	0	0	0	0	18517	0	0	0	0	0	0	0	0	0	2162	0	0	0	0	216031	12017										
1351																																																															24570	1192	1192	15.0561%	22.5850%	21.4893%	23378	108789	155273	33	0	14.5850%			770	21.4893%	1	0	23411	0	0	0	33	0	0	0	0		0	0	23378	0	0	0	0	0	0	23378	0	0	0	0	0	0	0	0	0	1192	0	0	0	0	155273	22608										
1454																																																															81572	3333	3343	8.4711%	27.9043%	26.7607%	78229	292328	923486	4302	0	19.9043%			2214	26.7607%	1	0	82531	0	0	0	4302	0	0	0	0		0	0	78229	0	0	0	0	0	0	78229	0	0	0	0	0	0	0	0	0	3343	0	0	10	0	923486	76015										
1557																																																															11886	678	678	14.7765%	21.9036%	20.6542%	11208	54265	75850	128	0	13.9036%			9824	20.6542%	1	0	11571	70	165	0	128	0	0	0	0		0	0	11208	0	0	0	0	0	0	11208	0	0	0	0	0	0	0	0	0	678	0	235	0	0	76085	1619										
1669																																																															47148	1418	1418	17.0910%	42.1167%	40.8501%	45730	111946	267567	663	0	34.1167%			1600	40.8501%	1	0	46393	0	0	0	663	0	0	0	0		0	0	45730	0	0	0	0	0	0	45730	0	0	0	0	0	0	0	0	0	1418	0	0	0	0	267567	44130										
1829																																																															43105	3715	3839	9.3215%	13.8784%	12.6424%	39266	310590	421242	2363	0	5.8784%			3490	12.6424%	1	0	49773	8144	0	0	2363	0	0	0	0		0	0	39266	0	0	0	0	0	0	39266	0	0	0	0	0	0	0	0	0	3839	0	8144	124	0	429386	43920										
1856																																																															17172	748	748	12.1585%	28.7768%	27.5233%	16424	59673	135082	196	0	20.7768%			14782	27.5233%	1	0	16718	98	0	0	196	0	0	0	0		0	0	16424	0	0	0	0	0	0	16424	0	0	0	0	0	0	0	0	0	748	0	98	0	0	135180	1740										
2040																																																															23908	1908	1908	11.0149%	15.8139%	14.5519%	22000	151183	199730	434	0	7.8139%			4750	14.5519%	1	0	22884	0	0	270	434	0	0	0	0		0	0	22180	0	0	0	0	180	180	22000	0	0	0	0	180	0	0	0	0	1908	0	450	0	0	200180	17700										
2161																																																															16681	762	762	11.4525%	20.3234%	19.3950%	15919	82078	139000	598	0	12.3234%			2356	19.3950%	1	0	16517	0	0	0	598	0	0	0	0		0	0	15919	0	0	0	0	0	0	15919	0	0	0	0	0	0	0	0	0	762	0	0	0	0	139000	13563										
2376																																																															496939	29951	29951	12.8628%	15.2865%	14.3652%	466988	3250836	3630540	-10380	0	7.2865%			36375	14.3652%	1	0	456607	0	0	0	1220	0	-9942	-1659	0		0	0	466988	0	0	0	0	0	0	466988	0	0	0	0	0	0	0	0	0	29951	0	0	0	0	3630540	430612										
2554																																																															1309	118	118	9.1891%	13.8051%	12.5606%	1191	9482	12961	-53	0	5.8051%			1150	12.5606%	1	0	1427	289	0	0	-53	0	0	0	0		0	0	1191	0	0	0	0	0	0	1191	0	0	0	0	0	0	0	0	0	118	0	289	0	0	13250	330										
2732																																																															88349	3802	3802	15.0859%	21.7877%	20.8501%	84547	405500	560436	256	0	13.7877%			5789	20.8501%	1	0	85470	0	667	0	256	0	0	0	0		0	0	84547	0	0	0	0	0	0	84547	0	0	0	0	0	0	0	0	0	3802	0	667	0	0	561103	79425										
2750																																																															7500	537	537	12.0534%	17.4997%	16.2467%	6963	42858	57768	37	0	9.4997%			5920	16.2467%	1	0	7069	0	0	0	37	69	0	0	0		0	0	6963	0	0	0	0	0	0	6963	0	0	0	0	0	0	0	0	0	537	0	0	0	0	57768	1112										
3177																																																															103794	3245	3245	9.5495%	18.9917%	18.3979%	100549	546524	1052928	-302	0	10.9917%			60516	18.3979%	1	0	105111	4630	234	0	-177	2	0	-127	0		0	0	100549	0	0	0	0	0	0	100549	0	0	0	0	0	0	0	0	0	3245	0	4864	0	0	1057792	44897										
3252																																																															25723	1576	1576	12.7997%	20.6718%	19.4053%	24147	124435	188653	1103	0	12.6718%			500	19.4053%	1	0	25250	0	0	0	1103	0	0	0	0		0	0	24147	0	0	0	0	0	0	24147	0	0	0	0	0	0	0	0	0	1576	0	0	0	0	188653	23647										
3458																																																															4539	360	360	9.4417%	14.9462%	13.7607%	4179	30369	44261	105	0	6.9462%			1201	13.7607%	1	0	4284	0	0	0	105	0	0	0	0		0	0	4179	0	0	0	0	0	0	4179	0	0	0	0	0	0	0	0	0	360	0	0	0	0	44261	2978										
3720																																																															35952	1721	1721	13.6751%	23.4646%	22.3414%	34231	153218	250316	447	0	15.4646%			21000	22.3414%	1	0	34678	0	0	0	447	0	0	0	0		0	0	34231	0	0	0	0	0	0	34231	0	0	0	0	0	0	0	0	0	1721	0	0	0	0	250316	13231										
3971																																																															108980	8182	8196	13.5117%	16.7130%	15.4560%	100784	652069	745900	635	0	8.7130%			176278	15.4560%	1	0	110939	9303	104	63	635	0	0	0	0		8	0	100826	0	0	0	0	42	42	100784	0	0	0	0	42	0	0	0	0	8196	0	9519	14	0	755419	-65974										
4156																																																															22521	1856	1856	10.1062%	15.1782%	13.9274%	20665	148377	204479	194	0	7.1782%			7857	13.9274%	1	0	22642	1783	0	0	194	0	0	0	0		0	0	20665	0	0	0	0	0	0	20665	0	0	0	0	0	0	0	0	0	1856	0	1783	0	0	206262	14591										
4231																																																															16370	743	743	13.5591%	27.6777%	26.4215%	15627	59145	115251	325	0	19.6777%			12600	26.4215%	1	0	16176	0	0	134	325	0	0	0	0		0	0	15717	0	0	0	0	90	90	15627	0	0	0	0	90	0	0	0	0	743	0	224	0	0	115475	3251										
4839																																																															42678	3273	3273	11.9143%	16.3953%	15.1380%	39405	260306	330736	-55	0	8.3953%			16715	15.1380%	1	0	39350	0	0	0	-55	0	0	0	0		0	0	39405	0	0	0	0	0	0	39405	0	0	0	0	0	0	0	0	0	3273	0	0	0	0	330736	22690										
5069																																																															181187	4971	4984	40.1581%	46.5454%	45.2651%	176203	389269	438773	3613	0	38.5454%			8628	45.2651%	1	0	179816	0	0	0	3613	0	0	0	0		0	0	176203	0	0	0	0	0	0	176203	0	0	0	0	0	0	0	0	0	4984	0	0	13	0	438773	167575										
5135																																																															62544	4168	4168	12.6377%	17.0569%	15.9202%	58376	366678	461919	155	0	9.0569%	0	0	25042	15.9202%	1	0	59668	1042	0	0	250	0	0	0	0		0	0	58376	0	0	0	0	0	0	58376	0	0	0	0	0	0	0	0	0	4168	0	1042	0	0	462961	34471										
5210																																																															113366	9832	9845	8.9794%	14.5023%	13.2429%	103521	781711	1152876	-3685	-5664	6.5023%			10253	13.2429%	1	0	99836	0	0	0	1979	0	0	-5664	0		0	0	103521	0	0	0	0	0	0	103521	0	0	0	0	0	0	0	0	0	9845	0	0	13	0	1147212	93268										
5461																																																															56797	4846	4846	9.4958%	14.6831%	13.4303%	51951	386818	547092	3268	0	6.6831%			6300	13.4303%	1	0	55219	0	0	0	3268	0	0	0	0		0	0	51951	0	0	0	0	0	0	51951	0	0	0	0	0	0	0	0	0	4846	0	0	0	0	547092	45651										
5751																																																															32246	1584	1584	15.9558%	22.0016%	20.9208%	30662	146562	192168	2493	0	14.0016%			9352	20.9208%	1	0	34412	1089	168	0	2493	0	0	0	0		0	0	30662	0	0	0	0	0	0	30662	0	0	0	0	0	0	0	0	0	1584	0	1257	0	0	193425	22567										
6039																																																															9275	783	783	9.7337%	14.8184%	13.5674%	8492	62591	87243	44	0	6.8184%			6069	13.5674%	1	0	8536	0	0	0	44	0	0	0	0		0	0	8492	0	0	0	0	0	0	8492	0	0	0	0	0	0	0	0	0	783	0	0	0	0	87243	2423										
6141																																																															6270	337	337	9.8501%	21.3265%	20.1803%	5933	29400	60233	0	0	13.3265%			4700	20.1803%	1	0	5933	0	0	0	0	0	0	0	0		0	0	5933	0	0	0	0	0	0	5933	0	0	0	0	0	0	0	0	0	337	0	0	0	0	60233	1233										
6329																																																															57393	5702	5702	9.5109%	12.6319%	11.3770%	51691	454348	543495	140	0	4.6319%			22600	11.3770%	1	0	52541	0	0	426	140	0	0	0	0		0	0	51975	0	0	0	0	284	284	51691	0	0	0	0	284	0	0	0	0	5702	0	710	0	0	544205	29801										
7009																																																															59859	0	527	7.2459%	17.5575%	17.4029%	59332	340931	818837	1245	0	9.5575%			1052	17.4029%	1	0	60577	0	0	0	1245	0	0	0	0		0	0	59332	0	0	0	0	0	0	59332	0	0	0	0	0	0	0	0	0	527	0	0	527	0	818837	58280										
7045																																																															19824	817	817	9.0732%	20.0560%	19.2295%	19007	98843	209485	1001	0	12.0560%			2425	19.2295%	1	0	20008	0	0	0	1001	0	0	0	0		0	0	19007	0	0	0	0	0	0	19007	0	0	0	0	0	0	0	0	0	817	0	0	0	0	209485	16582										
7072																																																															30344	1789	1789	15.5625%	19.5804%	18.4260%	28555	154971	183486	73	0	11.5804%			0	18.4260%	1	0	32375	751	366	1578	16	0	0	57	0		0	0	29607	0	0	0	0	1052	1052	28555	0	0	0	0	1052	0	0	0	0	1789	0	3747	0	0	187233	32302										
7157																																																															5296	254	254	11.0534%	21.8464%	20.7986%	5042	24242	45615	87	0	13.8464%			400	20.7986%	1	0	5129	0	0	0	87	0	0	0	0		0	0	5042	0	0	0	0	0	0	5042	0	0	0	0	0	0	0	0	0	254	0	0	0	0	45615	4642										
7456																																																															7351	702	702	7.9491%	11.8400%	10.7093%	6649	62086	83645	309	0	3.8400%			5000	10.7093%	1	0	6958	0	0	0	309	0	0	0	0		0	0	6649	0	0	0	0	0	0	6649	0	0	0	0	0	0	0	0	0	702	0	0	0	0	83645	1649										
7634																																																															8610	555	555	12.5622%	19.5749%	18.3131%	8055	43985	64121	255	0	11.5749%			8260	18.3131%	1	0	8310	0	0	0	255	0	0	0	0		0	0	8055	0	0	0	0	0	0	8055	0	0	0	0	0	0	0	0	0	555	0	0	0	0	64121	-205										
8033																																																															28657	1147	1147	12.8819%	19.1312%	18.3655%	27510	149792	213555	77	0	11.1312%			5250	18.3655%	1	0	27587	0	0	0	77	0	0	0	0		0	0	27510	0	0	0	0	0	0	27510	0	0	0	0	0	0	0	0	0	1147	0	0	0	0	213555	22260										
8462																																																															20967	773	773	11.3106%	27.8861%	26.8580%	20194	75188	178541	1168	0	19.8861%			700	26.8580%	1	0	21362	0	0	0	1168	0	0	0	0		0	0	20194	0	0	0	0	0	0	20194	0	0	0	0	0	0	0	0	0	773	0	0	0	0	178541	19494										
8631																																																															7363	422	422	10.6619%	21.7191%	20.4743%	6941	33901	65101	46	0	13.7191%			1300	20.4743%	1	0	6969	0	0	0	28	0	0	0	0		0	0	6941	0	0	0	0	0	0	6941	0	0	0	0	0	0	0	0	0	422	0	0	0	0	65101	5623										
9357																																																															58277	3274	3274	11.9632%	14.9907%	14.1485%	55003	388754	459769	484	0	6.9907%			55160	14.1485%	1	0	82234	26747	0	0	484	0	0	0	0		0	0	55003	0	0	0	0	0	0	55003	0	0	0	0	0	0	0	0	0	3274	0	26747	0	0	486516	26590										
9553																																																															14382	1000	1000	8.0348%	12.1642%	11.3184%	13382	118232	166551	-648	0	4.1642%			2100	11.3184%	1	0	12870	0	0	0	-97	136	0	0	-551		0	0	13382	0	0	0	0	0	0	13382	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	166551	11418										
9807																																																															347506	30257	30257	13.8850%	13.3307%	12.1700%	317249	2606807	2284832	-50515	0	5.3307%			132272	12.1700%	1	0	304933	0	0	0	1906	0	0	0	-52421		0	0	355448	0	0	0	0	38199	38199	317249	0	0	0	0	38199	0	0	0	0	30257	0	38199	0	0	2323031	223176										
9955																																																															18591	1153	1153	12.4106%	20.2505%	18.9946%	17438	91805	140509	455	0	12.2505%			3133	18.9946%	1	0	17893	0	0	0	455	0	0	0	0		0	0	17438	0	0	0	0	0	0	17438	0	0	0	0	0	0	0	0	0	1153	0	0	0	0	140509	14305										
10250																																																															37583	3240	3240	9.2967%	14.5412%	13.2876%	34343	258459	369409	1349	0	6.5412%			32300	13.2876%	1	0	37509	0	0	1090	1349	0	0	0	0		0	0	35070	0	0	0	0	727	727	34343	0	0	0	0	727	0	0	0	0	3240	0	1817	0	0	371226	3860										
10849																																																															26727	1507	1507	9.5368%	18.1157%	17.0942%	25220	147535	264450	99	0	10.1157%			15391	17.0942%	1	0	27239	694	0	491	99	0	0	0	0		0	0	25955	0	0	0	0	735	735	25220	0	0	0	0	735	0	0	0	0	1507	0	1185	0	0	265635	11749										
11145																																																															21537	1853	1853	8.9757%	12.9109%	11.8000%	19684	166813	219303	228	0	4.9109%			10000	11.8000%	1	0	20362	450	0	0	228	0	0	0	0		0	0	19684	0	0	0	0	0	0	19684	0	0	0	0	0	0	0	0	0	1853	0	450	0	0	219753	10134										
11275																																																															133140	959	959	8.2754%	10.9763%	10.8972%	132181	1212976	1597276	70	0	2.9763%			210522	10.8972%	1	0	214377	76671	5455	0	70	0	0	0	0		0	0	132181	0	0	0	0	0	0	132181	0	0	0	0	0	0	0	0	0	959	0	82126	0	0	1679402	3785										
11640																																																															45744	3487	3487	11.8476%	16.4138%	15.1626%	42257	278692	356670	1041	0	8.4138%			35750	15.1626%	1	0	43298	0	0	0	1041	0	0	0	0		0	0	42257	0	0	0	0	0	0	42257	0	0	0	0	0	0	0	0	0	3487	0	0	0	0	356670	6507										
11837																																																															14325	701	701	13.2953%	25.7380%	24.4785%	13624	55657	102472	111	0	17.7380%			12000	24.4785%	1	0	14301	0	0	340	111	0	0	0	0		0	0	13850	0	0	0	0	226	226	13624	0	0	0	0	226	0	0	0	0	701	0	566	0	0	103038	2190										
12030																																																															56053	3023	3023	15.5029%	23.6437%	22.3685%	53030	237074	342066	87	0	15.6437%			600	22.3685%	1	0	53117	0	0	0	87	0	0	0	0		0	0	53030	0	0	0	0	0	0	53030	0	0	0	0	0	0	0	0	0	3023	0	0	0	0	342066	52430										
12142																																																															24494	1650	1650	10.1514%	17.6814%	16.4903%	22844	138530	225032	-433	0	9.6814%			14500	16.4903%	1	0	22411	0	0	0	1119	0	0	-1552	0		0	0	22844	0	0	0	0	0	0	22844	0	0	0	0	0	0	0	0	0	1650	0	0	0	0	225032	8344										
12179																																																															7960	216	216	19.7899%	30.9872%	30.1464%	7744	25688	39131	7	0	22.9872%			0	30.1464%	1	0	7762	0	0	0	9	0	0	0	9		0	0	7744	0	0	0	0	0	0	7744	0	0	0	0	0	0	0	0	0	216	0	0	0	0	39131	7755										
12311	7552074	692942	1331446	8.6144%	12.4470%	10.2526%	6220628	60673708	72212045	-116531	0	4.2526%			5744621	9.1942%	0	6130435	616894	30155	21468	88634	0	6371	-211536	0		0	0	5578449	0	0	0	0	0	0	5578449	490000	0	166491	656491	14312	642179	638306	0	0	1331446	0	682829	198	0	72894874	502345																										1																																															
12647																																																															10572	807	807	11.0094%	16.4200%	15.1666%	9765	64385	88697	0	0	8.4200%			9412	15.1666%	1	0	9765	0	0	0	0	0	0	0	0		0	0	9765	0	0	0	0	0	0	9765	0	0	0	0	0	0	0	0	0	807	0	0	0	0	88697	353										
12656																																																															1827	120	120	10.2788%	19.1892%	17.9288%	1707	9521	16607	0	0	11.1892%			460	17.9288%	1	0	1707	0	0	0	0	0	0	0	0		0	0	1707	0	0	0	0	0	0	1707	0	0	0	0	0	0	0	0	0	120	0	0	0	0	16607	1247										
12937																																																															34800	1954	1954	16.3492%	20.5117%	19.3600%	32846	169659	200903	0	0	12.5117%			6000	19.3600%	1	0	32846	0	0	0	0	0	0	0	0		0	0	32846	0	0	0	0	0	0	32846	0	0	0	0	0	0	0	0	0	1954	0	0	0	0	200903	26846										
12946																																																															126283	13193	13274	9.0256%	11.9899%	10.7296%	113009	1053241	1252094	4578	0	3.9899%			55743	10.7296%	1	0	135086	16399	1100	0	4578	0	0	0	0		0	0	113009	0	0	0	0	0	0	113009	0	0	0	0	0	0	0	0	0	13274	0	17499	81	0	1269593	74765										
12955																																																															15119	1406	1406	9.4657%	11.8587%	10.7559%	13713	127493	144870	0	0	3.8587%			10800	10.7559%	1	0	13713	0	0	0	0	0	0	0	0		0	0	13713	0	0	0	0	0	0	13713	0	0	0	0	0	0	0	0	0	1406	0	0	0	0	144870	2913										
13103																																																															240278	13414	23599	12.1649%	13.9551%	12.5845%	216679	1721799	1781177	11099	6008	5.9551%			34519	12.5761%	1	0	237960	6773	3553	0	17107	0	0	-6008	0		0	0	216535	0	0	0	0	0	0	216535	0	0	144	144	0	144	0	0	34	23599	0	10326	10151	0	1797511	192342										
13251																																																															4879	323	323	11.3378%	18.9741%	17.7180%	4556	25714	40184	13	0	10.9741%			2000	17.7180%	1	0	4569	0	0	0	13	0	0	0	0		0	0	4556	0	0	0	0	0	0	4556	0	0	0	0	0	0	0	0	0	323	0	0	0	0	40184	2556										
13457																																																															6243	116	116	24.4483%	67.7997%	66.5400%	6127	9208	25061	35	0	59.7997%			5902	66.5400%	1	0	6162	0	0	0	35	0	0	0	0		0	0	6127	0	0	0	0	0	0	6127	0	0	0	0	0	0	0	0	0	116	0	0	0	0	25061	225										
14052																																																															7725	485	485	12.4557%	17.9039%	16.7798%	7240	43147	58126	41	0	9.9039%			2688	16.7798%	1	0	7281	0	0	0	41	0	0	0	0		0	0	7240	0	0	0	0	0	0	7240	0	0	0	0	0	0	0	0	0	485	0	0	0	0	58126	4552										
14155																																																															19697	1873	1873	9.9700%	13.1664%	11.9144%	17824	149601	178777	352	0	5.1664%			336	11.9144%	1	0	18167	0	0	0	343	0	0	0	0		0	0	17824	0	0	0	0	0	0	17824	0	0	0	0	0	0	0	0	0	1873	0	0	0	0	178777	17479										
14650																																																															4033	297	297	11.4823%	17.1274%	15.8661%	3736	23547	32537	1	0	9.1274%			500	15.8661%	1	0	3827	90	0	0	1	0	0	0	0		0	0	3736	0	0	0	0	0	0	3736	0	0	0	0	0	0	0	0	0	297	0	90	0	0	32627	3326										
