"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH STCK HLDRS INCL PRNT 	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	14788	19972	811	0	0	6240	0	0	19972	0	0	245	
242	5496	5301	620	0	0	396	0	0	5301	0	0	-29	
279	28995	28153	800	0	0	0	0	0	28153	1	0	41	
354	836	1000	-212	0	0	0	0	0	1000	0	0	48	
457	4926	4611	854	0	0	540	0	0	4611	0	0	1	
505	37901	35923	2849	0	0	1140	0	0	35923	0	0	269	
1155	20917	19599	2923	0	0	1481	0	0	19599	0	0	-124	
1351	24783	23918	1758	0	0	921	0	0	23918	0	0	28	
1454	79379	72841	9433	0	0	4600	0	0	72841	0	0	1705	
1557	10017	9872	124	0	0	0	0	0	9872	0	0	21	
1669	45050	44584	2582	0	0	2000	0	0	44584	0	0	-116	
1856	13676	16090	-95	0	0	2793	0	0	16090	0	0	474	
2040	22371	21771	1007	0	0	643	0	0	21771	0	0	236	
2161	16420	15753	1632	0	0	1023	0	0	15753	0	0	58	
2376	491430	489783	43316	0	0	52840	0	0	489783	0	3839	7332	
2554	1628	1457	199	0	0	77	0	0	1457	0	0	49	
2732	89962	86838	5256	0	0	2067	0	0	86838	0	0	-65	
2750	7155	7058	814	0	0	540	0	0	7058	-183	0	6	
3252	24754	23499	2482	0	0	1000	0	0	23499	0	0	-227	
3458	4555	4265	286	0	0	0	0	0	4265	0	0	4	
3720	35445	34204	2099	0	0	720	0	0	34204	0	0	-138	
3971	114847	111967	7839	0	0	5000	0	0	111967	0	0	41	
