"IDRSSD"	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG422	RCONG423	RCONG427	RCONG428	RCONG432	RCONG433	RCONG437	RCONG453	RCONG457	RCONG458	RCONG462	RCONHT72	RCONJ455	RCONJ456	RCONJ457	RCONJ458	RCONJ459	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
7045	0	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1739	0	2398								
7072		886	2203																																	3923	0	8460								
7456		522	599																																	6184	0	16242								
7634		93	1154																																	2	0	710								
8033		17875	4793																																	1662	0	15766								
8462		417	0																																	1727	0	3770								
8631		493	327																																	645	0	69								
9357	0	9093	3832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																148587	449559	2760								
9553		323	145																																	1548	0	16710								
9807	0	146707	247977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																8583	0	3602	MUNICIPAL LETTER OF CREDIT FHLBNY							
9955		0	214																																	2906	0	11900								
10250		2711	14193																																	28098	0	8982								
10849		2962	3506																																	2268	0	3807								
11145	0	3093	7511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3297	0	1633								
11640		2111	2025																																	4609	0	17763								
11837		529	167																																	24	0	11125								
12030		572	11831																																	10050	0	5754								
12142		701	7185																																	7585	0	2172								
12179		5	643																																	820	0	271								
12311																																							0							
12647	0	645	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2868	0	6008								
12656		109	0																																	458	0	264								
12937		2950	5573																																	4680	0	4241								
12946	342653	7703	70101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																72773	0	11036								
13103	0	24129	30088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																52137	0	33003								
13251		630	0																																	255	0	532								
13457		0	0																																	295	0	2534								
14052		128	938																																	1512	0	1611								
14155		5887	1078																																	1046	0	3831								
14650		0	0																																	0	0	1017								
14753		0	47																																	360	0	5623								
14865		3879	5985																																	17895	0	35282								
14977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																112	0	4906								
16551		3702	4340																																	7750	0	743								
16748		854	0																																	1713	0	904								
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																18245	0	82170								
17147	0	35572	495570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1633010	80	222039								
17259		44	1400																																	0	0	668								
17950		3099	6247																																	5843	0	8062								
17978		5908	0																																	0	0	441				Commit's. to Originate Single-Family Mortgages	Commit's. to Originate Multi-Family Mortgages	Commit's. to Originate Other Mortgages	Commt's. to Originate Consumer Loans	
18050		4535	22802																																	1846	0	5686								
18135		0	0																																	1946	0	3676								
18827	0	5367	125660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																77004	0	12569								
18836		42	1779																																	524	0	3338								
18854	24622	18961	38275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																56500	0	17269								
19356		583	781																																	3020	0	185								
19936		583	2532																																	10639	0	5912								
19972		0	0																																	76	0	0								
20053		1175	872																																	2258	0	3236								
20633		743	2712																																	5720	0	1647								
20857		5	450																																	4545	0	15362								
21256		0	0																																	46	0	29								
21359		130	0																																	808	0	2018								
21658	0	1165	5006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2687	0	547								
22048		739	8315																																	5051	0	4728								
22543	0	3598	975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																6191	0	1753								
22552		109	645																																	6585	0	4820								
22730		30	1752																																	2160	0	3454								
22936		1645	3439																																	5298	0	7656								
23456		3598	1397																																	3666	0	1808								
23504	199000	2815	185064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																486511	0	48500								
23643		96	3067																																	3323	0	4505								
23755		6569	580																																	5383	0	734								
24006	0	10923	47735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																65244	0	0								
24378		552	660																																	100	0	804								
24453		8958	5687																																	6774	0	5231								
24659		0	106																																	1436	0	1556								
24668	0	23500	50736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																207658	0	35375								
24949		2622	29506																																	19512	0	7011								
25357		6251	15765																																	6249	0	15268								
25647	0	63	5590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																348	0	258								
26176		0	6599																																	364	0	0								
26242		7158	29465																																	8978	0	13049								
26457		18	210																																	22	0	2839								
26765		8810	25147																																	28164	0	4153								
27070		2978	2036																																	0	0	5679								
27548	25	4068	28286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																85012	0	11545								
27614		1441	201																																	3209	0	17119								
27847		4781	16833																																	5532	0	243								
28013	0	20963	56235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																36285	0	7643								
28152	0	679	991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5787	0	4209								
28255		8979	12532																																	9481	0	4702								
28406	0	16089	169790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																236935	0	44083								
28675	0	908	996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2247	0	2881								
28732		5564	6591																																	3066	0	2393								
29476		1270	2721																																	4920	0	288								
29636	0	3838	26906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																10546	0	5796								
29878	0	1071	53267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	16511								
30052		1259	171																																	11	0	0								
30502	0	1329	25063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																27729	0	42945								
30650		1911	7497																																	4334	0	1089								
30810																																														
31134	0	372	2313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																114	0	7028								
31255	0	25213	31725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																25485	8834	1790								
31657		1725	0																																	2695	0	3105								
31826	0	370	7585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																268	0	8171								
31835		450	0																																	2532	0	8477								
32234		0	208																																	8500	0	674								
32766		5	492																																	0	0	0								
32971		8452	1795																																	4282	0	2280								
33147	24500	404	1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5584	0	10301								
33259		12664	52989																																	18986	0	10844								
33268	0	846	657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3149	0	5768								
33370		200	198																																	0	0	0								
33839		0	0																																	80	0	1654								
33857	0	23219	5879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																25943	0	63673								
34425	15000	31772	48429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																37790	0	5467								
34434		5286	4359																																	6001	0	11401								
34452		98	0																																	5073	0	1925								
34537	0	169095	103480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																229932	0	186797								
34555	0	1710	5841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2057	0	4386								
34742		27235	8013																																	5793	0	5959								
35057	0	2899	1516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2243	0	7315								
35301																																														
35570	3322000	185282	616789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				618956	0	405382								
35646		79	0																																	1375	0	40								
35879		1173	396																																	0	0	1614								
36456		0	0																																	2086	0	13222								
36933		7682	1913																																	594	0	1031								
37051		0	527																																	815	0	3672								
37341		0	0																																	402	0	794								
37435	0	28857	66720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																13218	0	15758								
37640	0	13832	62270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																201453	0	140417								
37659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1524	0	860								
37949		0	0																																	0	0	25506								
38740		0	9785																																	3229	0	2568								
39327		8097	20715																																	17852	0	12258								
39756	18050	15860	17435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																54704	0	26037								
40033		0	760																																	261	0	477								
40499	0	11614	190022	0	0	73210	10777	0	0	16894	56316	0	0	0	0	4889	5888	0	0	0																61261	0	14513								
40855		540	274																																	0	0	3722								
41245		0	0																																	137	0	777								
41553		350	47																																	312	0	792								
41629		964	3627																																	3691	0	2503								
41825	0	0	8333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																52077	0	2380								
41937		0	0																																	2260	0	2774								
41955		0	0																																	8	0	7086								
42037		364	0																																	1692	0	0								
42354		461	913																																	553	0	1746								
42372		20326	1068																																	983	0	7421								
42420	0	62304	317527	0	0	201989	0	64182	0	0	0	0	88221	113768	0	0	0	0	33752	30430																614766	0	123965								
42448	96775	24715	46171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																64725	0	12025								
42457		7	0																																	214	0	6898								
43052		452	0																																	9449	0	737								
43351		1235	0																																	6357	0	6417								
43856		1570	0																																	2072	0	60								
43959		4605	4266																																	4703	0	1935								
44040		788	143																																	3479	0	12661								
44433	0	0	2443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																7938	0	155								
44741		703	5062																																	7186	0	4557								
44750		368	2452																																	2736	0	9								
44929	0	0	2835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1204	0	1820								
45038	0	291	2568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																6345	0	3115								
45047		1571	0																																	967	0	6752		0						
45056		375	0																																	2226	0	8471								
45430		1010	58																																	8	0	187								
45458		178	446																																	3165	0	13966								
45551	0	0	13984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	152613								
45560	0	56078	79152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																58215	0	34752								
45775		1086	5480																																	944	0	699								
46053		108	441																																	3864	0	13689								
46941		629	1253																																	392	0	3307								
47247	0	9451	1919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																11616	0	3269								
47256		418	50																																	487	0	777								
47452		1481	99																																	43	0	6								
47500		0	6535																																	7023	0	18281								
48057		154	4657																																	1528	0	6220								
48150		0	0																																	0	0	764								
48374	0	2297	105981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																6328	0	3109								
48440		0	0																																	4214	0	0				FHLB Pool				
49054		1206	7204																																	2473	0	3136								
49148		0	261																																	1067	0	1060								
49241		10397	26040																																	42533	0	20257								
49652		985	0																																	4623	0	14559								
49858		18251	660																																	1675	0	45								
49951		83	307																																	4157	0	7546								
50144		202	0																																	1677	0	437								
50461	0	964	8184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																17135	0	22								
50872		1882	1026																																	26	0	117								
51253	0	232	1809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																9704	0	5753								
51356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	895								
51459		364	533																																	4686	0	23706								
51842	0	800	25012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																19943	0	14875								
52719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0								
52951		1353	690																																	1868	0	3459								
53051		13	607																																	927	0	841								
53752		287	0																																	15	0	325								
54049		1579	2028																																	2850	0	6074								
54058	0	2179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	21576								
54441		438	5180																																	14210	0	392								
54656	0	3061	8776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																16419	0	8636								
54973	0	6761	178509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																283025	0	104030								
55336		6014	7802																																	5437	0	6088								
55635		0	1294																																	1002	0	176								
55653		628	5191																																	4844	0	25								
55970		13055	25308																																	3743	0	5611								
56258		599	2850																																	16040	0	5816								
56351	0	12163	39820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																76582	0	56108								
56548		3284	6047																																	2148	0	7420								
56557	0	82170	317918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																535782	6541	57124								
56717		2370	8187																																	27385	0	17136								
57040	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	6591								
57451		1639	7413																																	35814	0	2688								
58225		1796	4664																																	5784	0	881								
58243	0	123007	84282	0	0	1917	0	0	1917	0	0	0	0	0	0	0	0	0	0	0																514439	15880	233798								
58355		875	0																																	1363	0	1646								
58551		0	547																																	2388	0	7398								
58636		6303	6133																																	3587	0	829	16 million LOC with FHLB for MS Public Deposits							
58757		1041	4895																																	4842	0	6266								
58971	0	93853	315244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														67113	54157	931955	0	313471								
59316	0	6465	44760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																49227	0	2785								
59352	0	3788	20719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																11263	0	5974								
59370		3021	3489																																	8163	0	4017								
59754		0	0																																	35	0	233								
60143																																														
60330	0	5461	10794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																36245	0	16174								
60545	0	725	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																6328	0	13834								
60554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2454	0	5354								
60648		530	2017																																	3876	0	8740								
61122	0	10102	35761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																29134	0	3852								
61355		8486	41675																																	61164	0	15203								
61476		7475	988																																	453	0	4460								
61757	0	1607	4344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																15373	0	5750								
61832		2720	3183																																	4743	0	1096								
61953		1058	515																																	1475	0	0								
62044		135	315																																	399	0	41								
62110		0	0																																	0	0	0								
62147		149	4524																																	0	0	989								
62772		18886	55232																																	27712	0	729								
63050		4564	215																																	1648	0	6367								
63069																																														
63201		120	0																																	2518	0	787								
63573		3209	6059																																	0	0	0								
63733	0	9732	8113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																12230	0	33455								
63742		4221	8289																																	31551	0	318								
63751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	27								
64150		3031	2039																																	5253	0	13161								
64552	10600	6718	7417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1694	0	1664								
64730		2245	8517																																	5949	0	993								
65205		1729	760																																	881	0	4101								
65513																																														
65559	0	7335	2257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																28010	0	35736								
65746	11510	22054	54648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																27891	0	11789								
65858	0	21843	31033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														17526	15994	114604	13000	101537								
66154		3251	4182																																	6987	0	0								
66275		1966	3723																																	16812	37	5141								
66677	0	841	2111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	4686								
67142		2338	10484																																	885	0	1745								
67151		50185	63264																																	56485	0	15589								
67209		15822	77888																																	19351	0	9562								
67254		0	0																																	0	0	0								
67656	0	1715	24415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4660	0	10265								
67870		7901	6310																																	1602	0	0								
68448		3982	5672																																	2595	0	1177								
68671		0	0																																	0	0	0								
68756	0	15858	9823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																19425	0	23583								
68831	0	1745	1489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																890	0	2645								
68840		3238	6794																																	8230	0	12187								
69333	0	7593	23022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																146072	5293	4978								
69678		668	6261																																	47193	0	26666								
70058		0	30																																	3370	0	2122								
70218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																293	0	1678								
70414		1865	9645																																	21004	0	26674								
70638		2074	748																																	1249	0	16376								
70955		0	0																																	0	0	636								
71073		1271	290																																	441	0	150								
71318	40000	27998	48096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																48413	0	4187								
71457		0	15174																																	9763	0	53332								
71859		0	2																																	281	0	0								
72258		1137	2644																																	6237	0	8413								
72351		29	0																																	559	0	708								
72454		104	0																																	4479	0	2532								
72678		0	0																																	658	0	324								
73116		16486	15071																																	14139	0	152								
73152		497	782																																	510	0	3385								
73554		30	7120																																	8210	0	19467								
73956		0	125																																	892	0	800								
74056	0	0	21872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																7457	0	18601								
74140	0	3842	27940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																97782	0	39235								
74403	39550	5537	30252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																69313	0	22802								
74449		0	0																																	1	0	6								
75053		9523	2734																																	6584	0	8573								
75259		10526	12106																																	19850	11180	22725								
75446		1074	110																																	13108	0	11558								
75455		0	0																																	28	0	219								
75558		5441	14496																																	18037	0	11547								
75633																																														
75651		0	0																																	0	0	3279								
76153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																839	0	4419								
76443		3939	1306																																	479	0	986								
76854		1448	7418																																	16555	0	2377								
77150	0	218	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																581	0	629								
77253		1538	3320																																	9191	0	8287								
77422		587	14605																																	11976	5500	660								
77851	32000	6244	56805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														671808	33588	132002	10697	97289								
78157		0	0																																	0	0	280								
78241		139	516																																	1112	0	1532								
78559		1583	0																																	442	0	3117								
79042	0	10372	17040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																40	0	369								
79127	0	583	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1021	0	24								
79145		2014	8532																																	664	0	5062								
79257		0	150																																	573	0	73								
79855		2816	6037																																	1937	0	3940								
80150		0	0																																	0	0	393								
80374		0	0																																	216	0	619								
80431		1169	0																																	687	0	417								
80552		0	170																																	262	0	279								
80936	0	10493	1611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2194	0	20								
81175		4335	6641																																	6292	0	21274								
81429		2390	2483																																	3211	0	158								
82033		2375	1461																																	1601	0	2562								
82257		0	0																																	3470	0	3117								
82350		33	14																																	390	0	579								
82659	0	1378	1529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1615	0	3331								
83151		3676	10010																																	10788	0	5546								
83236		348	3191																																	0	0	278								
83375		2554	23751																																	99118	0	5323								
83638	0	406	255028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																299781	0	103434								
83834	0	785	6537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4124	0	3428								
83852		0	0																																	326	0	11620								
83955		624	271																																	2873	0	3005								
84046		20	615																																	1430	0	1267								
84541		3327	8617																																	27245	0	28023								
84804		0	0																																	212	0	1213								
85052		0	2423																																	2682	0	268								
85258		190	827																																	5516	0	30176								
85454		0	40																																	136	0	5223								
85472	875000	76703	215330	0	0	16877	0	0	0	0	0	0	0	16877	0	0	0	0	0	0		477														345864	0	56466								
85931		2413	2681																																	3947	0	1276								
86349		880	147																																	2434	0	1478								
86358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																144	0	3531								
86554		1164	0																																	588	0	1495								
86675		8743	4335																																	0	0	294								
87047		1507	2618																																	148	0	557								
87159		14	353																																	1618	0	1563								
87234		21324	20944																																	10603	0	0								
87476		55	326																																	0	0	0								
87579	0	25190	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																320	0	8810								
88231	3000	55938	36009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																7118	0	3417								
88240		1648	0																																	225	0	1801								
88259		836	187																																	127	0	3708								
88352	0	375	4229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																6882	0	2709								
88455		1678	2006																																	15073	0	69214								
88950		103	513																																	3509	0	2717								
89032	14000	4702	3862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4407	0	1810								
89135		456	0																																	2729	0	2113								
89854		2512	2271																																	4292	0	10343								
89957		979	334																																	1777	0	8776								
90047		753	0																																	84	0	438								
90177		0	0																																	0	0	3603								
90328		6628	12651																																	8860	0	15807								
90337	4083	14378	26366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																21700	0	10803								
90579		5002	4246																																	0	0	1397								
91615	7500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	9121								
91754	0	2244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																16595	0	17790								
91950		0	0																																	0	0	3970								
92144		0	0																																	0	0	4081								
92676	0	320	29966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																34090	0	16398								
92706		2974	3757																																	3360	0	4859								
92902		0	0																																	0	0	0								
93244		1290	8401																																	5982	0	5095								
93543		2733	15514																																	10119	0	10250								
93619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0								
93758	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2614	0	1734								
94139		1785	11103																																	12923	0	17559								
94522		10790	2792																																	16061	0	6125								
94755		0	0																																	0	0	7422								
94858	0	1461	445																																	2364	0	4391								
95051	0	0	2077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4303	0	2996								
95677		0	0																																	1225	0	261								
96553		318	153																																	721	0	2552								
97055		117	0																																	6814	0	23500								
97279		909	505																																	619	0	938								
97457		1398	1161																																	3153	0	3306								
97804		3601	78227																																	79580	0	12971								
97943		2062	2417																																	9634	0	12967								
98351		2918	2344																																	133	0	865								
98463	0	6503	31673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																46549	0	37564								
98717	0	0	938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0								
99143		633	2846																																	8965	0	8513								
99255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1400	0	6733								
99376	7990	0	593182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																100708	107459	39				Commitments to purchase loans	Recourse on loans			
99442		2111	2092																																	4172	0	14940								
99536		6718	52709																																	7056	0	1220								
99853		251	48																																	83	0	85								
100236		12555	4768																																	7082	0	3372								
100357		14382	6132																																	21432	0	59140								
100562	0	19005	368134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																237690	0	223438								
100777		9193	179																																	9431	0	1902								
100843		1758	5877																																	5910	0	18782								
101019																																														
101037	0	29176	12079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																20692	0	57013								
101439	0	437	3550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1712	0	3330								
101671	0	2610	8000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																29924	0	11040								
101738		1120	890																																	9393	0	3685								
