"IDRSSD"	RCONG350	RCONG351	RCONG352	RCONG353	RCONG354	RCONG355	RCONG356	RCONG357	RCONG358	RCONG359	RCONG360	RCONG361	RCONG362	RCONG363	RCONG364	RCONG365	RCONG366	RCONG367	RCONG368	RCONG369	RCONG370	RCONG371	RCONG372	RCONG373	RCONG374	RCONG375	RCONHT50	RCONHT51	RCONHT52	RCONHT53	RCONHT54	RCONHT55	RCONHT56	RCONHT57	RCONHT58	RCONHT59	RCONHT60	RCONHT61	RCONK142	RCONK143	RCONK144	RCONK145	RCONK146	RCONK147	RCONK148	RCONK149	RCONK150	RCONK151	RCONK152	RCONK153	RCONK154	RCONK155	RCONK156	RCONK157	
1669																											3002	2985	44040	44056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856																											0	0	4355	4366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7775	8015	
2161																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376																											5000	4991	0	0					0	0	0	0	26788	27658	3882	3875	0	0	0	0	0	0	0	0	0	0	0	0	
2732																											0	0	29373	29784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																											0	0	668	659	0	0	673	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252																											0	0	3346	3317	0	0	14423	14541	0	0	138	138	0	0	21386	21437	0	0	0	0	0	0	1584	1576	0	0	0	0	
3458																											0	0	0	0	0	0	3436	3472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																											0	0	35752	35679					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3971																											0	0	11978	12484	0	0	16175	16523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156																											0	0	10323	10326	0	0	4954	5015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231																											0	0	1998	1999	0	0	22097	22018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5069																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135																											0	0	55069	54953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5210																											6000	6003	115656	116269	16443	16515	58110	59028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	992	1024	0	0	0	0	
5461																											0	0	23460	23485	0	0	38157	38635	0	0	0	0	0	0	11510	11414	0	0	0	0	0	0	0	0	0	0	0	0	
5751																											0	0	2212	2193	0	0	1653	1664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1022	1026	0	0	0	0	
6039																											0	0	12732	12724					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329																											0	0	9135	9141					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																											0	0	31879	31879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																											0	0	878	909					0	0	0	0	0	0	676	669	0	0	0	0	0	0	0	0	0	0	0	0	
7072																											0	0	1000	997	0	0	12207	12248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456																											0	0	0	0	0	0	772	794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634																											0	0	0	0	1	1	5829	5807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8033																											0	0	2094	2095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																											0	0	44381	44627	0	0	36336	36441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8631																											0	0	10647	10636	0	0	1014	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9357																											0	0	34432	34683	0	0	9731	9699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1877	1879	0	0	0	0	
9553																											0	0	311	310	0	0	15784	15703	0	0	0	0	0	0	165	163	0	0	0	0	0	0	0	0	0	0	0	0	
9807																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																											0	0	8834	8887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10250																											0	0	9435	9528	0	0	68469	69051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10849																											0	0	8924	9120	0	0	51613	51491	0	0	43	39	0	0	13689	13989	0	0	0	0	0	0	0	0	0	0	0	0	
11145																											0	0	2643	2641					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																											0	0	19088	19096	0	0	3000	2998	0	0	0	0	0	0	28636	29198	0	0	0	0	0	0	0	0	0	0	0	0	
11837																											0	0	6866	7061	0	0	19915	19911	0	0	0	0	0	0	2281	2193	0	0	0	0	0	0	0	0	0	0	0	0	
12030																											0	0	10125	10117	407	405	5493	5495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12142																											0	0	11257	11232	4	4	30846	31059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12311																																																							
12647																											729	735	0	0					0	0	0	0	0	0	0	0	0	0	0	0	545	548	0	0	0	0	0	0	
12656																											200	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12946																											0	0	37299	37311	0	0	56957	57570	0	0	87	83	0	0	1890	1995	0	0	0	0	0	0	0	0	0	0	0	0	
13103																											0	0	38688	38715					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																											0	0	303	303	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457																											0	0	1188	1190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14155																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14650																											1000	997	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14753																											0	0	0	0	335	346	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14865																											0	0	13298	13591	0	0	2632	2626	0	0	0	0	0	0	3186	3178	0	0	0	0	0	0	958	953	0	0	0	0	
14977																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16551																											0	0	3832	3943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16748																											0	0	799	810	0	0	1262	1292	0	0	0	0	0	0	239	244	0	0	0	0	0	0	2861	2899	0	0	0	0	
17110																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42434	42343	47058	47454					0	0	0	0	0	0	78777	80888	0	0	0	0	0	0	0	0	0	0	0	0	
17259																											0	0	747	750	0	0	381	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17950																											0	0	10465	10715	0	0	3067	3124	0	0	0	0	0	0	30194	30882	0	0	0	0	0	0	1629	1665	0	0	0	0	
17978																											62581	61760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18050																											0	0	996	999	1965	1999	103645	103952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18135																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18827																											0	0	5000	4997					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18836																											0	0	3003	3017	0	0	493	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18854																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356																											0	0	0	0	0	0	9153	8991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19936																											3999	3993	5440	5454	2018	2019	23318	22494	0	0	0	0	0	0	0	0	0	0	0	0	565	565	0	0	0	0	0	0	
19972																											0	0	0	0	112	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20053																											0	0	1050	1056	0	0	2451	2452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20633																											0	0	2567	2627	0	0	15332	15480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20857																											0	0	0	0	0	0	2221	2287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21256																											0	0	2807	2815	0	0	28	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21359																											0	0	222	227	0	0	4084	4124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21658																											0	0	3200	3221					0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	363	0	0	0	0	
22048																											0	0	7380	7306	0	0	8304	8264	0	0	0	0	0	0	877	884	0	0	0	0	0	0	0	0	0	0	0	0	
22543																											0	0	5228	5252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22552																											0	0	0	0	0	0	108	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22730																											0	0	7185	7286	0	0	11796	12014	0	0	0	0	0	0	21476	21471	0	0	0	0	0	0	2685	2706	0	0	0	0	
23456																											0	0	0	0	0	0	17333	17721	0	0	0	0	0	0	396	399	0	0	0	0	0	0	0	0	0	0	0	0	
23504																											0	0	5000	4987					0	0	0	0	17407	17601	11867	11885	0	0	0	0	27415	27647	96201	98353	0	0	0	0	
23643																											0	0	29912	29780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23755																											0	0	0	0	0	0	15776	15713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24006																											82445	82518	28426	28368	100036	100746	20700	20596	0	0	0	0	47270	47979	4471	4491	0	0	0	0	7514	7872	0	0	0	0	0	0	
24378																											0	0	0	0	0	0	7050	7067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24453																											0	0	5875	5911	0	0	902	932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2235	2310	0	0	0	0	
24659																											500	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24668																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24949																											0	0	0	0	0	0	6769	6901	0	0	0	0	0	0	6927	7130	0	0	0	0	0	0	24117	24279	0	0	0	0	
25357																											0	0	0	0	2106	2182	13473	13745	0	0	0	0	0	0	0	0	0	0	0	0	2182	2157	3149	3114	0	0	0	0	
25647																											0	0	2499	2490					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26176																											0	0	5178	5261	0	0	8245	8410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26457																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26765																											0	0	41778	41218	0	0	73356	73216	0	0	0	0	0	0	2489	2478	0	0	0	0	0	0	0	0	0	0	0	0	
27070																											0	0	6814	6848	0	0	33453	33315	0	0	0	0	0	0	5243	5257	0	0	0	0	0	0	2032	2046	0	0	1696	1728	
27548																											0	0	20551	20727					0	0	2009	2012	0	0	2580	2644	0	0	0	0	0	0	3967	4111	0	0	17997	18284	
27614																											0	0	5500	5627	0	0	71313	71024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27847																											0	0	1993	2008	177	186	38047	38450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28013																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28152																											0	0	4131	4279					0	0	0	0	0	0	3133	3158	0	0	0	0	0	0	0	0	0	0	0	0	
28675																											0	0	1783	1834					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28732																											0	0	1488	1497	0	0	4064	4043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29476																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29636																											0	0	98401	97981	0	0	190696	190228	0	0	0	0	0	0	55621	55644	0	0	0	0	0	0	0	0	0	0	0	0	
29878																											0	0	30335	32282					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30052																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30502																											0	0	16440	16457					0	0	0	0	0	0	8709	8883	0	0	0	0	0	0	1953	1942	0	0	0	0	
30650																											0	0	0	0	0	0	4358	4310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30810																																																							
31134																											0	0	2000	1999					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31255																											0	0	819	819					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31657																											0	0	0	0	61483	61163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31826																											0	0	749	748					0	0	0	0	0	0	231	230	0	0	0	0	0	0	0	0	0	0	0	0	
31835																											0	0	11303	11292	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32234																											0	0	0	0	0	0	10470	10502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	294	0	0	0	0	
32766																											0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32971																											0	0	750	750	2	2	1916	1939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616	640	0	0	0	0	
33147																											0	0	2004	2007	0	0	3257	3291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33259																											0	0	15436	15349	0	0	0	0	0	0	0	0	0	0	1030	1065	0	0	0	0	0	0	0	0	0	0	0	0	
33268																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33370																											2950	2947	0	0	504	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33839																											0	0	800	803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33857																											0	0	6592	6734					0	0	0	0	0	0	0	0	0	0	0	0	0	0	2923	2918	0	0	0	0	
34425																											0	0	15244	15218	0	0	21265	21254	0	0	0	0	0	0	289	290	0	0	0	0	0	0	12486	12617	0	0	0	0	
34434																											0	0	1689	1722	0	0	10085	10010	0	0	0	0	0	0	1023	1054	0	0	0	0	0	0	246	253	0	0	0	0	
34537																											0	0	10106	10424					0	0	241387	239986	81741	84572	200936	208689	0	0	0	0	6784	6790	0	0	0	0	22315	23234	
34555																											0	0	2514	2530					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34742																											0	0	1108	1103	0	0	13712	13904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35057																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35301																																																							
35570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16269	16401	0	0					45628	68258	0	0	39219	40045	5137	5163	0	0	0	0	100889	104055	194380	194929	0	0	0	0	
35646																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35879																											0	0	9284	9441	0	0	4843	4912	0	0	0	0	0	0	1644	1684	0	0	0	0	0	0	616	610	0	0	0	0	
36456																											0	0	5168	5221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36933																											0	0	3215	3283	0	0	6888	6802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37051																											0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37341																											0	0	2602	2527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37435																											0	0	42939	42887	6326	6417	55163	55355	0	0	0	0	0	0	64897	65095	0	0	0	0	0	0	60388	60637	0	0	0	0	
37640																											0	0	0	0					0	0	0	0	0	0	14334	14906	0	0	0	0	0	0	0	0	0	0	0	0	
37659																											0	0	500	500					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37949																											0	0	17973	17985	0	0	19791	20005	0	0	11967	11972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
38740																											0	0	0	0	0	0	10927	11212	0	0	0	0	0	0	8851	9158	0	0	0	0	0	0	568	574	0	0	0	0	
39327																											8746	8743	19978	20066	0	0	17345	17499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39756																											0	0	1987	1990					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40033																											0	0	3302	3365	5	5	1984	2009	0	0	263	267	0	0	3404	3452	0	0	0	0	0	0	0	0	0	0	0	0	
40499																											5309	5483	55986	56859					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40855																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	801	805	0	0	0	0	0	0	0	0	0	0	0	0	
41245																											0	0	436	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41553																											0	0	36616	36297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41629																											0	0	3500	3526	0	0	3833	3936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41825																											0	0	4470	4461					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41937																											0	0	352	352	0	0	5561	5520	0	0	0	0	0	0	137	132	0	0	0	0	0	0	0	0	0	0	0	0	
41955																											0	0	2838	2837	0	0	2006	1997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42037																											0	0	1030	1023	0	0	2230	2220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42354																											0	0	10075	10152	0	0	34906	35087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42372																											0	0	12050	11980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7342	7493	0	0	0	0	
42420																											0	0	1000	998					0	0	0	0	0	0	0	0	0	0	0	0	66605	66795	168006	171591	0	0	0	0	
42448																											0	0	32503	32571					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42457																											0	0	0	0	0	0	519	515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43052																											0	0	3216	3245	0	0	4668	4767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43351																											0	0	0	0	0	0	30	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43856																											0	0	1001	1009	0	0	3346	3352	0	0	0	0	0	0	471	473	0	0	0	0	0	0	0	0	0	0	0	0	
43959																											0	0	17385	17420	0	0	29997	30168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44040																											0	0	5528	5507	0	0	31239	30983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44433																											0	0	4861	4800					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44741																											0	0	38525	40187	0	0	1071	1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44750																											0	0	5794	5791	0	0	1656	1647	0	0	0	0	0	0	251	255	0	0	0	0	0	0	0	0	0	0	0	0	
44929																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45038																											0	0	15594	15677					0	0	0	0	0	0	1925	1947	0	0	0	0	0	0	947	968	0	0	0	0	
45047																											0	0	8106	8116	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45056																											0	0	4218	4249	0	0	190	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45430																											0	0	2000	1989	0	0	18000	18168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45458																											0	0	1895	1913	0	0	5009	5078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	451	0	0	0	0	
45551																											0	0	40996	41625	0	0	22010	22198	0	0	0	0	0	0	3428	3429	0	0	0	0	0	0	1629	1667	0	0	0	0	
45560																											42564	42405	6463	6441					0	0	0	0	0	0	2276	2285	0	0	0	0	0	0	0	0	0	0	0	0	
45775																											2996	3000	3399	3392	45	47	2554	2516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46053																											0	0	8544	8693	0	0	16700	16827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46941																											0	0	4420	4417	0	0	7995	8008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47247																											0	0	1489	1536					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47256																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47452																											0	0	0	0	0	0	420	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47500																											0	0	3724	3915	0	0	7751	7799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48057																											0	0	10392	10386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48150																											0	0	1590	1604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48374																											0	0	19984	20013					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48440																											0	0	494	494	0	0	12962	13092	0	0	0	0	0	0	4665	4898	0	0	0	0	0	0	0	0	0	0	0	0	
49054																											0	0	1977	2000	0	0	2321	2319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49148																											0	0	0	0	0	0	25888	25824	0	0	0	0	0	0	1368	1363	0	0	0	0	0	0	0	0	0	0	0	0	
49241																											13495	13579	21217	21448	1813	1790	1229	1199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
