"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37								11080										
242								3764										
279								7697										
354								640										
457								2409										
505								60454	0		0	0	1130		0	266	59058	
1155								45098										
1351								3558										
1454								94134	13363		0	0	7595		0	4583	68593	
1557								6722										
1669								36608										
1829								60185	2711		0	0	2071		0	8552	46851	
1856								40663										
2040								9102										
2161								15402										
2376								10001	0		0	0	2900		0	1406	5695	
2554								4444										
2732								133095	774		0	0	2976		0	13892	115453	
2750								2392										
3177								163422	1200		0	0	7304		0	261	154657	
3252								7484										
3458								8451										
3720								26674										
3971								74696	209		0	0	4342		0	70087	58	
4156								10569										
4231								22211										
4437								24242										
4839								9332	1287		0	0	1967		0	4906	1172	
5005								15582	1172		0	0	1520		0	740	12150	
5069								29644	106		0	0	196		0	2044	27298	
5135								74382	0		0	0	3513		194	0	70675	
5210								51385	13274		0	0	5697		0	5333	27081	
5461								68108	7481		0	0	6117		0	5173	49337	
5751								9948										
6039								19697										
6141								6778										
6329								40949	252		0	0	6861		0	7440	26396	
7009								6121	207		2000	0	1		0	3888	25	
7045								20123										
7072								5676										
7157								677										
7456								9997										
7634								12844										
8033								14441										
8462								50496										
8631								11839										
9357								18896	12684		0	0	261		0	705	5246	
9553								19982										
9807								109183	10147		0	0	5188		0	12866	80982	
9955								19455										
10250								39929	5409		0	0	1423		11397	0	21700	
10849								26833	97		0	0	993		0	3392	22351	
10858								44563	12462		0	0	2225		0	19967	9909	
11145								9797										
11275								73208	10836		0	0	4869		0	6432	51071	
11640								12068	108		0	0	3000		0	5002	3958	
11837								22700										
12030								36359	0		0	0	3197		0	3552	29610	
12142								20807										
12179								5408										
12245								3745										
12311	1203252	695740	0	3168	0	118262	386082	1203252	361959	3168			333781	118262			386082	
12647								31355										
12656								688	0		0	0	274		0	406	8	
12937								44639										
12946								13451	6097		0	0	4721		0	2515	118	
12955								17612										
13103								17822	0		0	0	2760		0	13898	1164	
13251								17727										
13457								1225										
14052								11885										
14155								4929										
14650								5103										
14753								3533										
14865								23101										
14977								13938										
16458								25470										
16551								6450										
16748								7606										
16944								4934										
16953								7500										
17110								19213										
17147								135295	0		0	0	25989		0	109306	0	
17259								5863	0		0	0	0		0	5863	0	
17464								113008	19061		0	0	9249		0	4139	80559	
17950								20816										
17978								6655	1027		0	0	2368		0	3260	0	
18050								27897	7067		0	0	4412		0	3284	13134	
18135								5491										
18377								20018										
18827								43889	3704		0	0	2316		0	9760	28109	
18836								5274										
18854								37884										
19356								1246										
19730								263430	4928		0	0	19680		0	16004	222818	
19936								62295										
19972								33344										
20053								4175										
20512								2328										
20633								7748	1434		0	0	2851		0	3446	17	
20857								8221										
21256								3133										
21359								3790										
21630								2424										
21658								8994										
22048								26029										
22543								17169										
22552								5634										
22730								11370										
22936								34729	0		0	0	2083		0	504	32142	
23045								3269										
23456								2018										
23504								51249	36142		0	0	6761		0	5753	2593	
23540								20259										
23643								11537										
23755								6593										
24006								152502	7650		0	0	3754		0	3060	138038	
24378								10192										
24453								41030	926		0	0	633		0	3401	36070	
24659								8457										
24668								10061										
24855								8984										
24949								125139	0		0	0	6627		0	10943	107569	
25357								7862										
25647								19138										
26176								13420	1109		0	0	591		0	5003	6717	
26242								15497	0		0	0	2056		0	7216	6225	
26457								4959										
26765								51141										
26859								96876	0		0	0	2709		0	91588	2579	
27070								19722	0		0	0	668		0	19054	0	
27548								13118	0		0	0	6575		0	5335	1208	
27614								13460	2655		0	0	2731		0	1478	6596	
27847								28220	0		0	0	3464		0	4741	20015	
28013								128790	0		0	0	10357		0	37785	80648	
28152								18141										
28255								168237										
28349								21279										
28406								37097	106		0	0	2554		0	21349	13088	
28572								6825										
28675								5854										
28732								5106										
29104								106138	0		0	0	3602		0	4802	97734	
29476								4812	0		0	0	305		0	4507	0	
29636								37790	5832		0	0	8487		0	23471	0	
29878								82384	0		0	0	3497		0	21540	57347	
29953								4843										
30052								13724										
30418								2376	0		0	0	1		0	2252	123	
30502								54688	6492		0	362	4585		0	6356	36893	
30650								8615										
30810								2443360	324453		77434	0	334		0	366510	1674629	
30874								27811	5482		0	0	2721		0	212	19396	
31134								34559										
31255								31551	3874		0	0	1579		0	4603	21495	
31657								3211										
31826								46335										
31835								2192										
32234								16241										
32766								14160										
32971								16237										
33147								56796	824		0	0	2315		0	531	53126	
33259								56028	0		0	0	1656		0	5374	48998	
33268								4208	1967		0	0	704		0	364	1173	
33370								6545										
33754								4154										
33839								13973	0		0	0	204		0	13769	0	
33857								3654										
34153								53976	5276		0	0	4466		0	1826	42408	
34359								3811										
34425								41797	0		0	0	1954		0	4776	35067	
34434								18136										
34452								9628										
34537								174987	1		0	0	9688		0	11359	153939	
34555								18485										
34742								11184	7		0	0	1573		0	6333	3271	
34836								3110										
35057								14945	0		0	0	1090		13855	0	0	
35301	52644220	498060	45838	22097458	0	78912	29923952	30176848	173983	0			1	78912			29923952	
35570								116703	53007		0	0	24168		0	14274	25254	
35646								8078										
35842								4680										
35879								10587										
36054								405535	18349		0	0	2837		0	34171	350178	
36456								7230										
36933								23200										
37051								6819										
37341								3161										
37378								28872										
37435								125738	20		0	0	9999		0	18456	97263	
37640								50911	0		0	0	7803		0	42580	528	
37659								2060										
37743								12939										
37949								10416										
38740								25152										
39327								36223	5977		0	0	4280		0	16486	9480	
39420								30659	9109		0	0	8689		0	9935	2926	
39475								134867	34339		0	0	20137		0	12481	67910	
39756								72344	13492		0	0	4403		0	976	53473	
40033								6624										
