"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	55	58															17	594	7	827	1	313	3	86	0	0	1	241	false	true	
242	100	89													66	88	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
279			40	1619	29	3262	21	9094	51	1018	10	1218	3	691			9	445	2	215	1	379	38	449	0	0	0	0	false	false	
354			2	50	0	0	1	116	19	222	0	0	0	0			7	319	3	263	0	0	39	553	0	0	0	0	false	false	
457			13	496	13	1722	4	1285	46	1271	10	932	12	5291			16	618	13	1959	5	1486	45	1014	11	1066	10	2332	false	false	
505			12	551	37	4486	41	18631	198	4610	47	4275	25	9501															false	false	
1155			37	1402	41	5008	43	14302	225	5040	46	4517	42	11764			16	598	14	1603	7	2513	51	1119	14	1624	7	1790	false	false	
1351			137	3181	25	3024	22	7784	189	3277	35	3791	13	4904			60	2016	22	2883	10	2893	132	2579	11	1192	3	822	false	false	
1454			36	1561	61	6085	51	17128	449	7912	55	5191	31	7353			5	181	7	1026	8	2737	58	1463	9	938	4	1144	false	false	
1557	8	115															12	540	14	1868	10	1638	231	5569	55	6333	23	2673	false	true	
1669			71	2272	27	3230	12	3443	166	3080	14	1492	11	3039			1	9	1	18	0	0	133	2304	2	270	1	500	false	false	
1829			75	3131	63	7844	75	28601	81	2834	24	2777	17	4800															false	false	
1856			8	255	2	142	2	423	17	449	52	4108	7	1544			4	185	1	200	4	1246	18	314	1	2	0	0	false	false	
