"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC010	RCFDC436	RCFDJ448	RCFDJ449	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC010	RCONC436	RCONJ448	RCONJ449	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	FDIC LOSS-SHARING INDEMINIFICATION A	PREPAID DEPOSIT INSURANCE ASSESSMENT	LIFE INS ASSET GNRL ACCNT	LIFE INS ASSET SEPARATE ACCNT	LIFE INS ASSET HYBRID ACCNT	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	FDIC LOSS-SHARING INDEMINIFICATION A	PREPAID DEPOSIT INSURANCE ASSESSMENT	LIFE INS ASSET GNRL ACCNT	LIFE INS ASSET SEPARATE ACCNT	LIFE INS ASSET HYBRID ACCNT	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	
37																CONF				0	137	0	906	35	185	0	0	0	0	0	584	0	0	0	CONF	0	0	0				
242																CONF				0	212	0	522	8	86	0	0	0	0	0	224	0	0	0	CONF	0	0	0				
279																CONF				0	1462	266	2744	34	255	0	0	0	0	0	688	0	0	0	CONF	73	0	0				
354																CONF				0	4	46	152	0	22	0	0	0	0	0	80	0	0	0	CONF	0	0	0				
457																CONF				0	245	0	1337	0	92	0	0	0	0	0	455	0	0	0	CONF	545	0	0				
505																CONF				0	3935	0	11976	1433	4694	1807	0	0	0	0	1347	0	0	0	CONF	2000	0	0	Prepaid pension			
1155																CONF				0	1151	0	6987	99	744	0	0	0	0	0	1135	0	0	0	CONF	3957	0	0				
1351																CONF				62	0	0	1754	89	360	2	0	0	0	0	1394	0	0	0	CONF	0	0	0	computer software			
1454																CONF				0	1092	0	10358	896	1949	0	0	0	0	0	2675	0	0	0	CONF	4642	0	0				
1557																CONF				0	147	0	1345	68	237	75	0	0	0	0	961	0	0	0	CONF	0	0	0	FDIC ASSESSMENT			
1669																CONF				14	1180	189	9971	98	596	0	0	0	0	0	1368	0	0	0	CONF	4645	728	1265				
1829																CONF				0	2354	1285	6607	0	1802	0	0	0	0	0	1166	0	0	0	CONF	0	0	0				
1856																CONF				0	2725	0	3462	395	395	0	0	0	0	0	342	0	0	0	CONF	0	0	0				
2040																CONF				0	1546	333	6706	794	1487	52	192	27	0	0	819	0	0	0	CONF	2521	0	0	Computer Software	Accrued Tax Asset	Generations Title Company	
2161																CONF				0	796	0	4510	110	341	0	0	0	0	119	616	0	0	0	CONF	2638	0	0				
2376																CONF				0	33468	21597	117123	680	7455	0	0	0	0	0	9511	0	0	0	CONF	34199	0	10893				
2554																CONF				0	0	0	187	20	68	28	0	0	0	0	119	0	0	0	CONF	0	0	0	software			
2732																CONF				0	174	695	5169	8	1716	303	0	0	0	0	2225	0	0	0	CONF	0	359	0	Federal Income tax receivable			
2750																CONF				0	541	0	2618	105	248	0	0	0	0	0	954	0	0	0	CONF	875	0	0				
3252																CONF				0	322	0	3649	0	658	214	0	0	0	0	2669	0	0	0	CONF	0	0	0	NP DDA Debits			
3458																CONF				0	216	55	685	31	112	0	0	0	0	0	302	0	0	0	CONF	0	0	0				
3720																CONF				0	552	69	5813	252	615	0	0	0	0	0	894	0	0	0	CONF	1441	0	2242				
3953																CONF				0	497	0	1978	161	541	0	0	0	0	0	331	0	0	0	CONF	609	0	0				
4156																CONF				0	2555	0	7794	0	667	0	0	0	0	0	1120	0	0	0	CONF	2595	0	857				
4231																CONF				0	0	74	1381	0	360	0	0	0	0	0	947	0	0	0	CONF	0	0	0				
4437																CONF				0	985	336	7553	308	1059	0	0	0	0	0	1133	0	0	0	CONF	4040	0	0				
4839																CONF				0	2075	0	5104	263	1516	671	0	0	0	0	1513	0	0	0	CONF	0	0	0	Accounts receivable			
5005																CONF				0	4637	1053	15846	332	1028	423	229	0	0	0	1052	0	0	0	CONF	8076	0	0	SERP	ACCOUNTS RECEIVABLE		
5069																CONF				0	0	832	7241	931	3231	1564	0	0	0	0	3178	0	0	0	CONF	0	0	0	Accounts Receivable			
5135																CONF				33	1596	954	12050	234	1141	0	0	0	0	0	4806	0	0	0	CONF	3553	0	0				
5210																CONF				0	7221	529	49796	0	10276	6064	0	0	0	0	3595	0	0	0	CONF	24458	0	3717	Prepaid Pension			
5331																CONF				0	3976	1542	8653	271	2370	1280	0	0	0	0	456	0	0	0	CONF	309	0	0	accrued int on securities purchased			
5461																CONF				0	2030	0	12392	0	7701	3692	2000	0	0	0	1909	0	0	0	CONF	752	0	0	QZAB	PFRD STOCK-SR HOUSING CIRME PREV FOUNDATION		
5751																CONF				1	304	0	3941	48	236	0	0	0	0	0	794	0	0	0	CONF	1353	0	1254				
6039																CONF				0	141	101	2726	0	1551	842	421	0	0	0	670	0	0	0	CONF	0	263	0	DUE FROM HOLDING COMPANY	DUE FROM USDA		
6141																CONF				0	0	13	609	56	176	0	0	0	0	0	420	0	0	0	CONF	0	0	0				
6329																CONF				518	739	3841	14340	627	2653	0	0	0	0	0	2487	0	0	0	CONF	2113	0	2507				
6972																CONF				0	4933	0	20665	0	5004	0	0	0	0	0	4227	0	0	0	CONF	0	0	6501				
7009																CONF				0	0	244	13303	5	9364	7060	0	0	0	0	3695	0	0	0	CONF	0	0	0	Receivables			
7045																CONF				12	261	0	1836	155	704	0	0	0	0	0	871	0	0	0	CONF	0	0	0				
7157																CONF				0	23	0	755	0	216	82	0	0	0	0	516	0	0	0	CONF	0	0	0	LEASE CONTRACTS RECEIVABLE			
7456																CONF				0	310	0	1167	0	167	0	0	0	0	0	690	0	0	0	CONF	0	0	0				
7634																CONF				0	285	0	788	132	198	61	0	0	0	0	305	0	0	0	CONF	0	0	0	Late Fees Receivable			
8033																CONF				0	1167	0	3762	71	347	57	0	0	0	0	1280	0	0	0	CONF	968	0	0	OTHER ASSETS			
8462																CONF				0	21	0	1135	0	349	45	0	0	0	0	765	0	0	0	CONF	0	0	0	Accrued Interest Purchsed			
8631																CONF				14	138	153	2654	64	244	0	0	0	0	0	166	0	0	0	CONF	1953	0	0				
9357																CONF				0	2474	0	4309	0	896	0	0	0	0	0	939	0	0	0	CONF	0	0	0				
9553																CONF				0	931	0	4582	98	723	464	0	0	0	0	2023	0	0	0	CONF	905	0	0	Nebraska Fund XV Investment			
9807																CONF				0	18071	0	119218	429	13320	10904	1500	0	0	0	8883	66	0	0	CONF	0	78944	0	Settlement Claim	Madison Crossing-Performance Bond		
9955																CONF				0	1253	0	2548	38	293	0	0	0	0	0	1002	0	0	0	CONF	0	0	0				
10250																CONF				37	991	9191	12481	529	988	247	0	0	0	0	1051	0	0	0	CONF	260	0	0	Computer Software			
10849																CONF				0	1665	921	6698	191	2173	0	0	0	0	0	940	761	0	0	CONF	999	0	0				
10858																CONF				0	1449	0	5682	0	1875	0	0	0	0	0	2358	0	0	0	CONF	0	0	0				
11145																CONF				382	1514	180	6405	78	1035	0	0	0	0	0	447	0	0	0	CONF	1095	0	2134				
11640																CONF				0	3368	0	14893	1182	1385	0	0	0	0	0	3194	0	0	0	CONF	6946	0	0				
11837																CONF				0	515	382	1806	0	360	99	0	0	0	0	549	0	0	0	CONF	0	0	0	State Income Tax Payable			
12030																CONF				0	3717	1942	10478	338	2125	672	0	0	0	0	2252	0	0	0	CONF	442	0	0	Reclassed NSFs			
12142																CONF				133	741	0	3894	308	2004	0	0	0	0	0	1149	0	0	0	CONF	0	0	0				
12245																CONF				0	416	0	1328	179	469	0	0	0	0	0	443	0	0	0	CONF	0	0	0				
12311	0	310280	395560	3231700	0	875580	0	0	0	0	0	157641	0	0	0	CONF	275958	466945	749736		310280														CONF							
12647																CONF				0	310	0	1472	0	486	0	0	0	0	0	676	0	0	0	CONF	0	0	0				
12656																CONF				0	29	31	272	72	110	0	0	0	0	0	102	0	0	0	CONF	0	0	0				
12937																CONF				0	864	0	2168	193	589	0	0	0	0	0	715	0	0	0	CONF	0	0	0				
12946																CONF				0	1865	0	18904	0	2273	0	0	0	0	0	3533	0	0	0	CONF	1068	10165	0				
12955																CONF				0	452	0	1283	508	508	0	0	0	0	0	323	0	0	0	CONF	0	0	0				
13103																CONF				0	12036	9513	35853	0	5819	0	0	0	0	0	3457	0	0	0	CONF	5028	0	0				
13251																CONF				0	194	0	892	0	90	0	0	0	0	0	287	0	0	0	CONF	321	0	0				
