"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA243	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONJ472	RCONJ473	RCONJ474	RCONK219	RCONK220	RCONK221	RCONK222	RCONK223	
2750	10317	0	1509	6210	0	14625	0	0	0	0	0	31992	0	7117	5890	11806	795	1962	8490	0	3447	5616	2512	231	4177	2517	2280	100	13116	24536	0	339	261	0	5644	3430	0	0	3771	2768	0	
3177	508218	0	21379	36783	0	75404	0	0	0	0	0	734414	0	136249	157628	137865	8722	52640	90714	0	27890	62825	40881	6269	16203	29164	28993	5250	54025	597908	0	257	20172	0	58480	21130	0	0	32449	12918	0	
3252	15048	0	269	24357	0	65077	0	0	77	8275	0	71275	0	6306	4661	16690	12412	6223	11131	77	3729	7402	3184	2375	9421	10711	4645	2348	64808	63867	0	1102	0	8198	13143	13982	6459	0	7771	12360	0	
3458	1810	0	3036	3374	0	10352	0	0	0	0	0	16305	0	1697	3557	7441	1977	663	5373	0	1766	3607	1590	478	1635	2079	1135	228	7316	14608	0	0	110	0	5077	0	0	0	3713	0	0	
3720	26868	0	16703	28727	0	86057	0	0	0	0	0	85892	0	1523	15939	26045	4637	6929	24515	0	9899	14688	1382	76	8866	18450	1025	0	69354	84369	0	0	2896	0	15828	12513	0	0	14803	12513	0	
3971	86414	0	1014	18600	0	37734	0	0	0	0	0	501568	0	14043	7337	142178	208114	33193	85022	0	21066	63957	47100	10055	8215	31585	19126	5936	36720	486380	0	1145	11885	0	54083	10779	0	0	32212	7588	896	
4156	16395	0	20174	31113	0	79364	0	0	2411	15283	0	96180	0	8373	18436	30368	23288	6457	19242	1145	5506	13736	7622	3504	8969	11813	3321	2026	59190	87462	0	345	2801	12872	23356	2773	11846	0	18655	2127	0	
4231	13508	0	10027	17190	0	30759	0	0	0	0	0	75136	0	5229	15210	23601	9695	18964	16243	0	4776	11467	4987	2371	3686	11684	6128	6835	20732	69907	0	0	12888	0	20199	8134	0	0	13205	2165	1769	
4437	68109	0	4626	25605	0	69854	0	0	515	4063	0	156270	0	15003	16927	32189	18817	11402	12675	346	5004	7672	14872	4641	7825	10587	13562	5182	65228	141267	0	0	0	3548	28647	8509	1760	0	13551	4861	0	
4839	24103	0	10	44096	0	57888	0	0	17510	17510	0	219114	0	11135	2900	58932	64739	11087	46655	13481	14493	32162	11099	1178	14168	32715	20708	3750	57878	181510	0	26469	3462	0	56481	14860	0	0	33027	13855	34296	
5005	63968	0	2	38788	0	50637	0	0	0	0	0	192763	2	5	0	69022	17684	18444	45264	0	13359	31905	21347	2411	8307	19924	11298	2560	50635	192403	0	353	5869	0	34131	7958	0	0	22926	5305	0	
5069	59665	0	0	11833	0	14315	0	0	43730	72924	0	258071	2000	726	0	55833	14944	1226	34681	26196	14179	20502	6169	14983	26802	70808	21703	8316	14315	217546	0	37799	526	29194	91782	35847	16113	0	66124	29848	3025	
5135	13072	0	16458	56052	0	93298	0	0	246	14971	0	214184	0	5150	13783	64733	45555	18058	61481	246	20715	40766	3252	0	26997	59720	4109	0	76840	192523	0	16511	7213	7432	69473	21353	6788	7293	65727	20883	1540	
5210	350004	7	42954	54720	0	90907	0	0	170	1546	0	745913	0	47697	78247	191019	124201	59279	144462	170	48834	98141	39894	4150	21823	42630	15402	834	47946	698142	0	74	10735	1376	61996	18693	1376	0	48690	15762	0	
5461	208849	0	3386	39918	0	48582	0	0	322	8068	0	388521	0	14270	13591	12580	127226	4742	11446	322	4112	7334	912	222	18564	19007	1415	880	45196	374251	0	0	2353	7247	16746	23120	7746	0	9698	16511	0	
5751	5221	18	5251	21188	0	45584	0	0	495	1885	0	128160	0	29751	31174	24931	75704	7482	16050	99	8550	10349	5811	221	4531	11689	6084	0	40315	98409	0	0	2455	1390	22304	0	498	0	15160	0	6232	
6039	8553	0	5978	19471	0	27758	0	0	0	0	0	45674	0	871	314	21478	2937	7729	20550	0	7097	13453	928	0	2956	9267	483	0	21780	44797	0	6	2844	0	10889	1817	0	0	10406	1817	0	
6141	2759	3	5009	19965	0	32761	0	0	0	0	0	18670	1	1714	6723	6524	1414	1221	5546	0	2170	3376	967	10	1789	5535	649	0	27749	16955	0	0	219	0	3250	4723	0	0	2601	4723	0	
6329	19121	0	6952	84989	0	116757	0	0	5035	5035	0	280684	0	6045	6969	86115	42192	13873	77795	5035	31754	46041	5864	2456	39044	74424	11430	8358	109805	274639	0	0	3944	0	96307	36949	0	0	78930	34538	0	
7009	0	54	10	245312	0	245312	0	0	0	0	0	426931	0	0	0	0	426931	36	0	0	0	0	0	0	0	0	0	0	245248	426931	0	0	0	0	0	0	0	0	0	0	0	
7045	14667	0	21192	22043	0	94346	0	0	0	0	0	66887	0	6732	0	26168	12083	6059	17025	0	3491	13628	5479	3570	1854	7074	3228	1813	73154	60155	0	0	1947	0	9733	4236	0	0	6488	2315	0	
7072	20319	0	0	4538	0	11747	0	0	0	0	0	114528	0	0	0	49143	25058	19352	38741	0	11722	27103	8038	2280	4186	9494	4285	2042	11747	113833	0	695	6354	0	17719	2288	0	0	12264	1416	0	
7157	1784	0	1006	6097	0	10735	0	0	0	0	0	30884	12	986	685	12301	11019	3290	10054	0	3052	7002	2247	0	472	4590	718	0	9729	29886	0	0	1165	0	5248	532	0	0	4530	532	0	
7456	11430	0	7149	22311	0	34655	0	0	0	0	0	29489	0	1520	5919	13795	0	2568	10404	0	3192	7212	3391	0	636	3206	422	0	27506	27969	0	0	119	0	3717	547	0	0	3295	547	0	
7634	3822	0	2771	5983	0	12364	0	0	99	99	0	40179	0	294	1997	16956	641	5073	15050	99	4813	10241	1361	541	3938	11847	2082	893	9593	38548	0	1337	2662	0	16882	1878	0	0	14080	1355	1238	
8033	10185	0	1918	31658	0	50503	0	0	0	0	0	96050	0	9716	9788	41382	132	6294	34532	0	9746	24796	5865	975	16954	19675	5088	2634	48585	85986	0	348	2958	0	28292	16059	0	0	22529	13875	99	
8462	607	0	2469	46868	0	101481	0	0	0	0	0	63548	0	16574	17413	12272	9930	4492	10898	0	5504	6028	740	0	19209	19038	2492	0	98762	46974	250	0	1590	0	17216	23523	0	0	16324	21923	0	
8631	12252	0	625	14945	0	21720	0	0	0	0	0	34024	0	1423	456	10335	3826	3049	6109	0	1895	4215	2723	1502	569	4744	1506	792	21095	32601	0	0	1057	0	6168	1443	0	0	4170	1143	0	
9357	86155	161	0	39729	0	44197	0	0	0	60021	0	308022	6556	0	0	1280	164437	1165	1015	0	847	407	26	0	54772	1378	0	0	44036	301466	0	0	442	0	55248	902	0	0	55248	902	0	
9553	14792	0	2445	28213	0	40826	0	0	0	3973	0	60737	0	2856	5016	19780	8916	6944	16189	0	5760	10429	3590	1	4510	10169	2570	0	38381	57387	0	494	0	3973	14324	2925	3973	0	12031	2648	0	
9807	369488	0	89359	48576	0	97157	0	0	142436	142436	0	1600201	0	251910	161982	300991	777670	65604	255558	142436	145470	110088	36297	9136	96409	43744	9761	2138	7798	1348291	0	0	4974	0	33716	118336	0	0	25549	114603	103202	
9955	9996	13	2799	28507	0	51576	0	0	0	0	0	53335	0	13333	13910	11516	24899	1844	8948	0	3029	5919	2022	546	790	5530	604	0	48764	40002	0	0	102	0	2368	4556	0	0	1764	4556	0	
10250	85227	0	1053	17809	0	34385	0	0	864	18575	0	298176	0	9039	7338	74125	70405	46560	39950	567	9766	30185	26102	8072	7994	23030	26365	11030	33332	288516	0	621	18777	792	38706	29713	591	10933	15649	15375	324	
10849	81780	0	1330	7244	0	14786	0	0	0	306	0	213076	0	32142	3039	61902	30410	8563	49761	0	16184	33577	12026	115	10754	20339	7891	0	13453	180934	3	0	1374	0	29586	9398	0	0	30835	258	0	
10858	60557	1	446	6770	0	9237	0	0	4	1222	0	320950	0	35749	33934	40375	184779	6360	30203	4	10282	19921	9204	968	9040	17601	8598	0	8774	285201	16	0	655	1218	25293	9946	1218	0	20259	6382	0	
11145	17893	0	19969	24726	0	65309	0	0	0	0	0	83906	0	12023	2134	21890	21235	8728	10472	0	2661	7811	7284	4134	1785	8345	8632	4126	45223	71883	117	0	4037	0	11767	11121	0	0	5047	5083	0	
11275	41169	0	9643	76229	0	89862	0	0	5783	131822	0	1056980	0	86806	57108	203873	577779	40595	127745	5168	32640	95105	73740	2388	54282	117794	58771	3312	80219	964347	0	5827	15100	126039	183588	50571	122329	0	136399	35677	0	
11640	130474	4	4048	14127	0	26606	0	0	0	0	0	243232	0	27889	21730	45426	13821	17961	27077	0	7228	19861	10606	7731	11682	18675	11415	11740	22510	215343	44	0	9151	0	33422	20090	0	0	16970	13387	0	
11837	4652	0	31825	5587	0	44378	0	0	0	0	0	40167	0	1423	30877	18840	4233	3860	13464	0	3389	10075	3983	1393	2446	7099	1779	1119	12553	38744	0	0	1200	0	10791	1652	0	0	7893	1652	248	
12030	23769	0	14943	54524	0	75367	0	0	0	0	0	187550	0	1923	571	84935	19534	20426	66618	0	24111	42507	15154	3163	14283	27776	14302	2951	60424	185228	0	399	7050	0	50745	8567	0	0	36808	5251	0	
12142	20100	61	6117	50090	0	97685	0	0	0	0	0	88996	0	4959	8548	24415	11030	7902	21663	0	12291	11298	826	0	11688	21306	457	0	91507	84037	0	0	1830	0	18925	14526	0	0	17705	14173	0	
12179	4439	0	0	2954	0	6100	0	0	0	0	0	24312	0	1500	0	10996	3827	2808	7058	0	2091	4967	3343	595	414	2808	1293	535	6100	22812	0	0	522	0	3014	2036	0	0	1721	1500	0	
12245	14681	0	2596	16283	0	25425	0	0	339	7349	0	77500	0	10510	1576	23568	18364	7555	16330	299	5006	11357	4991	2214	3922	9100	4394	3471	22829	66250	0	740	615	4135	17046	3841	3173	625	11726	1296	0	
12311	3959504	73	994981	4165112	0	4791636	0	0	861095	1593519	0	42220107	0	2666987	941732	6306488	30048999	972868	4445420	626907	992781	3452640	1649873	211194	328993	1204135	325486	46502	3793155	39553120	3427	0	304973	732424	1426394	478722	716033	0	1121534	393920	0	
12647	6285	0	845	24743	0	30566	0	0	0	18458	0	66146	0	3391	0	15257	14412	5415	8779	0	2367	6414	6476	0	4701	6236	16412	2843	29721	62755	0	0	1643	250	9024	21168	0	4238	4751	6186	0	
12656	1871	0	347	3199	0	5251	0	0	0	0	0	11168	0	875	0	4288	1055	727	3433	0	956	2477	762	93	586	1895	1473	0	4904	10293	0	0	140	0	3954	0	0	0	2481	0	0	
12937	9504	0	0	34273	0	54213	0	0	0	5317	0	119047	0	673	0	11722	51854	6701	10102	0	4217	5885	1398	222	22150	16597	6497	723	54213	118374	0	0	4203	4132	20710	25257	4312	0	22608	16139	1500	
12946	37639	84	28892	29283	0	68340	0	0	279	1530	0	598659	0	146004	161080	122618	180262	32195	90631	279	32379	59835	26485	3919	92029	128730	32708	4673	39364	452655	0	0	12059	1251	87762	170378	1251	0	62681	145758	0	
12955	7041	0	1515	32094	0	45578	0	0	0	0	0	67364	0	6776	7894	19213	27171	5470	12725	0	4570	8155	4570	1917	2185	5801	1988	3966	44063	60588	0	0	1297	0	8853	5087	0	0	4692	3294	1161	
13103	270110	0	44824	50763	0	123562	0	0	9980	9980	0	905105	0	118470	0	151007	329814	60726	106992	0	40295	66697	26431	17584	34898	93629	20346	5301	78605	785284	133	1351	18058	0	59695	94479	0	0	42984	85543	0	
13251	330	0	324	5895	0	10573	0	0	0	0	0	29041	0	822	1146	10252	17368	2055	9190	0	2921	6269	1062	0	218	873	0	0	10249	28219	0	0	372	0	1091	0	0	0	1091	0	0	
13457	3496	0	516	2916	0	5812	0	0	0	0	0	11325	0	1458	860	3438	1635	1282	3066	0	1351	1715	372	0	1043	1384	329	0	5296	9867	0	0	0	0	1823	933	0	0	1494	933	0	
14052	7904	0	1209	11025	0	19100	0	0	0	0	0	33310	0	1255	0	8599	9970	3019	7108	0	3077	4031	1491	0	2037	2644	2157	0	17891	32055	0	0	1230	0	4463	2375	0	0	3102	1579	0	
14155	8218	0	721	13021	0	33386	0	0	739	10652	0	76345	0	14804	9437	20908	22411	5152	13956	739	4401	9772	5344	1391	15589	5226	3631	362	32665	61541	0	0	1184	9912	18425	6383	9912	0	15457	5357	0	
14650	4840	0	2602	8535	0	13082	0	0	0	0	0	11714	0	357	2266	3996	1006	1341	3245	0	2371	1184	441	0	885	887	100	0	10480	11357	0	0	339	0	1510	362	0	0	1282	362	0	
14753	11664	0	334	11452	0	11452	0	0	0	0	0	25376	0	2263	921	9372	0	4013	8497	0	2859	5638	653	222	2282	1758	200	100	11118	23113	0	0	1086	0	3840	500	0	0	3540	500	0	
14865	114718	3	12372	22002	0	41539	0	0	1456	11115	0	211721	0	26422	18377	32551	40722	10732	22162	1249	14260	10267	5928	2096	9945	9483	2991	1311	29164	185050	0	249	2642	9659	22914	816	8693	0	18381	816	0	
14977	3392	0	0	5659	0	9680	0	0	0	0	0	28571	0	0	0	10794	1485	2666	9138	0	3035	6103	1460	196	5785	5847	968	300	9680	28571	0	0	105	0	8249	4651	0	0	7246	4386	0	
16458	79681	0	787	16999	0	26565	0	0	0	0	0	232106	0	14705	7591	28064	92527	11179	17333	0	5069	12265	8889	1841	2744	19798	5506	3786	25451	217401	327	0	5025	0	16373	15461	0	0	10043	12499	0	
16551	22421	0	5420	29712	0	59750	0	0	10701	10701	0	136164	0	11435	9042	59622	30142	25993	27877	1000	16020	18112	12700	12790	10669	6395	3414	3501	53629	124729	701	0	10475	0	17629	6350	0	0	8265	5698	0	
16748	11720	0	1753	14788	0	19711	0	0	0	0	0	32620	0	1998	0	12163	3894	4694	5966	0	2587	3753	4491	1330	583	1705	1957	598	17958	30622	0	0	1899	0	4422	421	0	0	1867	421	0	
16944	9225	0	2245	6604	0	13746	0	0	0	0	0	21720	0	2285	0	7016	1026	1590	4741	0	1464	3292	1673	587	865	2575	663	350	11501	19435	0	0	582	0	3946	507	0	0	2765	507	0	
16953	4490	0	2106	9183	0	15463	0	0	0	0	0	18015	0	807	1373	8140	2884	616	5943	0	1907	4036	2197	0	440	1071	990	0	13357	17208	0	0	0	0	2501	0	0	0	1511	0	0	
17110	0	0	0	0	0	0	0	0	0	0	0	70752	0	6366	0	13786	0	3004	13786	0	13786	0	0	0	55965	1000	0	0	0	64386	0	0	1878	0	24072	32893	0	0	24072	32893	0	
17147	1613423	0	101458	288120	0	381581	0	0	127078	128278	0	2997658	0	478643	1058	631212	516559	138808	347205	30198	106534	243111	161687	119880	52031	103712	57168	23552	276520	2519015	3603	0	34904	1200	181598	54865	1000	0	114951	40792	32864	
17259	14500	0	0	5785	0	15273	0	0	0	0	0	37626	0	2507	1777	12688	1331	5091	9001	0	3050	5951	3433	254	1785	3886	2991	446	15273	35119	0	0	1773	0	9108	0	0	0	5671	0	0	
17464	40029	0	38680	182232	0	225981	0	0	0	0	0	850373	0	42431	57805	48033	681072	21289	33687	0	9640	24047	12039	2306	18581	37659	19643	5356	187301	807942	0	0	6733	0	48926	32313	0	0	35352	20888	0	
17950	39760	0	32689	63981	0	121838	0	0	0	26116	0	179670	0	20684	37606	25023	61790	9589	19545	0	6294	13251	4773	705	26932	22887	2897	381	89149	132870	0	26116	4454	26116	17178	35919	0	26116	14559	35260	0	
17978	47997	0	0	2225	0	26507	0	0	0	0	0	192580	0	751	325	85735	3611	43650	61340	0	17979	43361	12592	11803	8101	32456	4187	10493	26507	191729	0	100	15066	0	40001	15236	0	0	26654	13903	0	
18050	45556	0	26612	111496	0	163357	0	0	0	0	0	193355	0	4976	27108	51098	38246	11196	43408	0	16653	28180	6262	3	13287	34501	9809	858	136745	188379	0	0	3314	0	32665	25790	0	0	24827	22310	0	
18135	22288	0	0	55883	0	78332	0	0	308	5882	0	97624	0	1320	0	24899	15352	4893	15247	308	5643	9971	6375	2910	16276	11420	5219	2170	78332	96032	0	272	1314	5574	20072	15013	5574	0	13818	13878	0	
18377	18311	0	0	0	0	0	0	0	96	96	0	46340	0	708	0	19839	0	5541	7921	0	2422	5499	10094	1824	1398	1404	4186	1202	0	44017	0	1615	1544	0	6434	1756	0	0	2037	764	0	
18827	160311	0	9942	55377	0	111401	0	0	0	0	0	240655	0	28363	34962	50665	8120	14373	17182	0	7104	10405	21975	11181	2675	4343	8910	5631	101459	212292	0	0	0	0	16559	5000	0	0	4872	0	0	
18836	10366	0	2206	20301	0	29965	0	0	81	2923	0	101034	0	3458	3551	48092	11974	15256	26028	81	13915	15554	12508	6115	5963	12408	7534	4697	27759	97134	0	442	5367	2842	25220	5382	2207	0	14077	3997	0	
18854	22847	0	6013	55081	0	72719	0	0	805	17198	0	180596	0	12218	15586	31061	9258	1833	20882	805	6149	14733	8899	1280	13193	56736	45841	1659	66706	116997	0	51381	667	16393	85898	31531	16393	0	49472	20457	51142	
19356	10246	0	2741	10494	0	23239	0	0	0	6332	0	42038	0	3845	1596	17376	3310	2673	13107	0	4683	8525	3474	694	1897	4410	4450	349	20424	36468	74	1725	122	5832	10606	500	2228	0	6307	0	0	
19730	328900	0	4769	299933	0	336120	0	0	102706	103140	0	1584369	0	149348	102744	342262	672378	59062	257588	85421	83642	176602	67955	14063	83563	107117	42015	8134	331351	1434916	0	105	13749	434	142782	98047	434	0	102874	87525	0	
19936	10020	0	23358	44965	0	98958	0	0	0	0	0	118753	0	7729	13245	27236	42148	11142	23066	0	6482	16606	3136	1012	10413	25416	2031	1489	75600	111024	0	0	5183	0	30072	9277	0	0	27554	8274	0	
19972	77689	0	0	0	0	0	0	0	0	0	0	77689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77689	0	0	0	0	0	0	0	0	0	0	0	
20053	9146	0	1207	14950	0	20830	0	0	3176	3176	0	42029	0	3277	0	22905	4125	7608	13179	1576	7901	9102	5718	184	877	3289	884	803	19623	38752	0	0	928	0	4593	1260	0	0	3709	457	0	
20512	16710	0	0	17232	0	28558	0	0	295	5262	0	56796	0	0	0	16659	8635	5912	8627	196	3248	5380	5494	2538	1749	6326	4079	2638	28558	56796	0	0	1974	4967	10913	3879	2332	0	2092	2883	0	
20633	68022	0	15865	31987	0	66686	0	0	0	6673	0	206423	0	888	15865	50396	43366	16652	22840	0	7993	14847	12757	14799	11399	10618	10667	11955	50781	205535	40	0	4821	0	36733	7906	0	0	16365	5651	0	
20857	5269	0	6363	33679	0	59063	0	0	0	0	0	42427	0	5556	9047	7530	21141	1355	5749	0	1852	3897	1660	121	2106	3526	2455	400	52700	36871	0	0	0	0	6148	2339	0	0	3546	2086	0	
21256	918	0	1338	2040	0	3639	0	0	0	0	0	4460	0	451	823	2371	760	1922	867	0	248	619	1321	183	0	100	311	0	2301	4009	0	0	0	0	411	0	0	0	100	0	0	
21359	3984	0	466	3659	0	5099	0	0	0	0	0	18491	0	1165	107	3160	7702	2660	2621	0	1150	1471	494	45	1207	1785	413	240	4633	17326	0	0	0	0	3345	300	0	0	2692	300	0	
21630	10627	0	991	17550	0	25478	0	0	0	0	0	54854	0	6183	5880	13427	9417	2282	11042	0	3174	7868	2286	99	7362	13803	218	0	24487	48671	0	0	779	0	9846	11537	0	0	9628	11537	0	
21658	17318	2	3029	18414	0	52892	0	0	0	0	0	84156	0	1013	378	41472	9540	14497	24641	0	6300	18341	13229	3602	2693	4608	6354	2171	49861	83143	0	0	4176	0	13936	1890	0	0	5959	1342	0	
22048	19630	30	24092	26915	0	74384	0	0	0	0	0	85460	0	9148	18032	33664	0	8191	26220	0	10060	16160	7066	378	5110	18190	8866	0	50262	76312	0	0	3364	0	20301	11865	0	0	13494	9806	0	
22543	8913	1	6532	21951	0	43034	0	0	0	0	0	30335	0	2432	0	10745	4650	3764	7237	0	2300	4937	2596	912	1594	2035	1079	1319	36501	27903	0	0	1052	0	5051	976	0	0	2654	975	0	
22552	13351	0	2664	13757	0	32331	0	0	2220	2220	0	51099	0	3715	4417	21920	2949	4068	14739	970	4394	10345	7173	8	2638	5062	5179	0	29583	46937	84	447	1430	0	9757	3122	0	0	5828	1872	2195	
22730	81	0	5134	34785	0	49610	0	0	0	0	0	69002	0	1564	5208	18706	42228	4025	8879	0	4755	5643	6375	1933	1196	3591	2130	1070	44476	67438	0	0	475	0	6522	1465	0	0	2706	1205	0	
22936	7941	0	2039	38042	0	54283	0	0	0	0	0	112061	0	1225	1351	38971	35655	12153	30516	0	11083	19433	8455	0	10053	15530	3911	0	52244	110836	0	0	3867	0	27676	1818	0	0	24055	1528	0	
23045	2588	0	499	2401	0	11337	0	0	0	0	0	21765	0	1188	0	1721	12449	1023	1562	0	1050	512	37	122	1108	3408	337	154	10838	20577	0	0	575	0	2109	2898	0	0	1618	2898	0	
23456	8372	0	2061	13126	0	38056	0	0	0	0	0	50628	0	5579	5317	25170	6521	7843	13693	0	3436	10257	8063	3414	1726	4141	2912	1786	35995	45049	0	0	2873	0	8001	2564	0	0	4117	1750	0	
23504	447742	0	78519	256246	0	289029	0	0	612	12036	0	1125496	0	191250	152833	38524	520504	12198	25667	509	9178	16490	9340	3518	23861	70687	15630	8546	210510	934246	0	0	5500	11424	47725	70999	11194	0	33737	60811	200	
