"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37								3609										
242								1922										
279								6401										
354								463										
457																		
505								56979	0		0	0	1413		0	142	55424	
1155								32419										
1351								4747										
1454								98984	11626		0	0	6186		0	1434	79738	
1557								4040										
1669								35158										
1829								31661	5492		0	0	1713		0	8534	15922	
1856								28512										
2040								7877										
2161								15653										
2376								9607	0		0	0	2636		0	1760	5211	
2554								4473										
2732								120102	3647		0	0	2486		0	7841	106128	
2750								2602										
3177								125524	1010		0	0	7569		0	1981	114964	
3252								7826										
3458								7495										
3720								15802										
3971								64627	148		0	0	4117		0	60320	42	
4156								8438										
4231								7015										
4437								21265										
4839								7873	2452		0	0	1746		0	1982	1693	
5005								15757	1069		0	0	1075		0	553	13060	
5069								29675	253		0	0	198		0	635	28589	
5135								50697	0		0	0	3144		0	806	46747	
5210								19227	10777		0	0	5504		0	2607	339	
5461								37376	9081		0	0	6217		0	4789	17289	
5751								3581										
6039								22084										
6141								9777										
6329								42397	302		0	0	6731		0	4685	30679	
7009								5883	256		2000	0	15		0	3587	25	
7045								9700										
7072								2616										
7157								695										
7456								7306										
7634								12362										
8033								7934										
8462								23398										
8631								10293										
9357								111957	15447		0	0	296		0	918	95296	
9553								10485										
9807								117381	13147		0	0	5232		0	16279	82723	
9955								23049										
10250								43063	7656		0	0	1346		10261	0	23800	
10849								30509	149		0	0	1133		0	3062	26165	
10858								17283	3695		0	0	2577		0	10831	180	
11145								13907										
11275								84288	12091		0	0	4824		0	3849	63524	
11640								20577	186		0	0	3000		0	8355	9036	
11837								2112										
12030								37524	2		0	0	3416		0	4443	29663	
12142								10425										
12179								5882										
12245								4674										
12311	1022468	602009	0	10752	0	87801	321906	1022468	343735	10752			258274	87801			321906	
12647								16407										
12656								740	0		0	0	272		0	460	8	
12937								40739										
12946								12263	5899		0	0	4340		0	1921	103	
12955								32926										
13103								27390	0		0	0	3287		0	19620	4483	
13251																		
13457								3471										
14052								8068										
14155								4399										
14650								8070										
14753								6167										
14865								15768										
14977								9010										
16458								17265										
16551								7875										
16748								10153										
16944								5615										
16953								6437										
17110								19769										
17147								109029	0		0	0	26143		0	82886	0	
17259								5197	0		0	0	621		0	4576	0	
17464								129794	22950		0	0	8674		0	15752	82418	
17950								11618	0		0	0	2165		0	6542	2911	
17978								13196	1289		0	0	2346		0	9561	0	
18050								21577	0		0	0	4724		0	5705	11148	
18135								4262										
18377								18944										
18827								41742	5026		0	0	2165		0	8325	26226	
18836								7063										
18854								54449	3858		0	0	1399		0	13879	35313	
19356								2118										
19730								257159	10125		0	0	17383		0	17374	212277	
19936								55766										
19972								35243										
20053								3031										
20512								3081										
20633								7325	1451		0	0	2539		0	3321	14	
20857								47722										
21256								4566										
21359								1856										
21630								2835										
21658								4425										
22048								10648										
22543								22842										
22552								2102										
22730								6821										
22936								34233	0		0	0	1868		0	511	31854	
23045								4787										
23456								2656										
23504								36974	18846		0	0	10685		0	5524	1919	
23643								6751										
23755								4482										
24006								136295	7514		0	0	3308		0	2242	123231	
24378								6607										
24453								60011	1496		0	0	736		0	3762	54017	
24659								7515										
24668								46448	4767		0	0	3215		0	8947	29519	
24855																		
24949								133431	0		0	0	7076		0	11811	114544	
25357								9193										
25647								20513										
26176								8964	724		0	0	660		0	1487	6093	
26242								27762	0		0	0	2560		0	4382	20820	
26457								2836										
26765								35745										
26859								113917	0		0	0	2935		0	109330	1652	
27070								18091	0		0	0	616		0	17475	0	
27548								18931	111		0	0	6270		0	11227	1323	
27614								9772	2937		0	0	2532		0	1692	2611	
27847								24506	192		0	0	3570		0	5253	15491	
28013								93429	0		0	0	10828		0	35083	47517	
28152								15881										
28255								160207	3991		0	0	2074		0	16588	137554	
28349								20484										
28406								30401	97		0	0	2073		0	23685	4546	
28572								5144										
28675								3726										
28732								9585										
29104								33557	0		0	0	2530		0	16918	14109	
29476								1813	0		0	0	473		0	1339	0	
29636								19811	393		0	0	6263		0	13155	0	
29878								67416	0		0	0	3229		0	14488	49699	
29953								4509										
30052								7603										
30418								454	0		0	0	0		0	442	12	
30502								17550	6882		0	465	4422		0	5522	259	
30650								8429										
30810								5429018	273138		48583	0	275		50779	381872	4674371	
