"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	
	US TREAS SECS-HLD-TO-MAT-AMRTZ COST	US TREAS SECS-AVL-FOR-SLE-FAIR VALUE	OTHR PASS-THRU SECS-HLD-AMORTZD COST	OTHR PASS-THRU SECS-AVL-FAIR VALUE	MBS-CMOS&REMICS-ALL OTHER-HLD-AMRTZ	MBS-CMOS&REMICS-ALL OTHER-AVL-FAIR	HISTCL COST OF ALL OTH AVL-FOR-SALE	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	US GOVT AGCY&CORP OBLIGS-AMRTZ COST	US GOVT AGCY&CORP OBLIGS-FAIR VALUE	SECS ISSD BY US ST&POL SUBDYS-AMRTZ	SECS ISSD BY US ST&POL SUBDYS-FAIR	FAIR VAL OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	MBS PT SCTY ISS FFG AMRTZ HTM SCTY	MBS PT SCTY ISS FFGNMA FV AFS SCTY	OTHR MBS ISS FFG AMRTZ HTM SCTY	OTHR MBS ISS FFG FV AFS SCTY	OTHR DMSTC DEBT SCTY AMRTZ HTM SCTY	OTHR DMSTC DEBT SCTY FV AFS SCTY	FOREIGN DEBT SCTY AMRTZ HTM SCTY	FOREIGN DEBT SCTY FV AFS SCTY	
37	0	0					103	0	44572					0			0	22365	0	0	0									
242	0	0					267	0	11883					5197			0	7114	5	0	300									
279	0	0					1060	37575	8811					10278			14926	2939	1	0	0									
354	0	0					4	0	6188					0			0	744	0	0	0									
457	0	0					168	164	397					2000			163	397	0	0	0									
505	0	0					4189	0	78679					35500			0	34387	0	0	0									
1155	0	1028					1157	83	28162					0			0	9099	0	0	9309									
1351	0	0					0	79914	2859					0			47023	0	0	0	0									
1454	0	8007					1054	0	310227					0			0	100481	30	0	0									
1557	0	0					418	0	37481					6510			0	9197	0	0	0									
1669	0	6619					915	50732	71503					0			22635	0	0	0	0									
1829	0	0					1596	0	95956					5972			0	25211	2031	0	4392									
1856	0	0					1525	0	22804					30000			0	0	0	0	0									
2040	0	0					1546	0	59132					0			0	26818	0	0	8441									
2161	0	0					823	1	27177					0			0	15133	0	0	0									
2376	0	0					41927	31517	306109					843352			0	0	0	0	0									
2554	0	0					48	0	2976					0			0	2091	0	0	0									
2732	0	0					174	0	92175					0			0	69892	0	0	0									
2750	0	0					559	0	14274					8100			0	2927	3931	0	0									
3177	0	35					6320	6586	119765					113622			6078	0	21	0	0									
3252	0	0					324	712	70079					3500			712	17317	0	0	0									
3458	0	0					188	3024	12713					0			3024	0	0	0	7150									
3720	0	0					270	435	42990					0			435	9854	0	0	1516									
3971	0	0					1994	0	87807					4991			0	0	500	0	0									
4156	0	501					2052	0	46586					26500			0	22633	0	0	2718									
4231	0	0					0	0	44827					0			0	13020	0	0	0									
4437	0	0					744	0	91181					2529			0	19646	0	0	2859									
4839	0	0					1082	0	71745					19000			0	21896	0	0	7810									
5005	0	0					4167	38122	65534					36140			0	0	0	0	0									
5069	0	1259					0	0	35351					0			0	15712	6008	0	0									
5135	0	4200					1289	0	25293					18760			0	3705	0	0	0									
5210	0	0					3903	96255	134308					47800			0	42449	1048	0	55618									
5461	0	1000					1988	0	135966					15000			0	61149	0	0	0									
5751	0	4404					626	0	57995					1550			0	20490	0	0	0									
6039	0	0					101	0	10535					0			0	272	7	0	0									
6141	0	0					0	20334	0					0			11327	0	0	0	0									
6329	0	0					519	0	37990					0			0	6751	0	0	0									
7009	0	100445					0	0	490777					0			0	66768	10106	0	0									
7045	0	0					725	0	86828					0			0	33227	0	0	0									
7072	0	0					1276	5148	8714					6000			3129	1876	6575	0	0									
7157	0	1504					23	0	19663					0			0	13621	0	0	0									
7456	0	0					359	7297	6850					1725			7297	0	0	0	0									
7634	0	0					71	6	7712					0			0	3907	0	0	0									
8033	0	0					1393	0	7750					13800			0	1774	0	0	0									
8462	0	0					21	0	86631					0			0	15383	0	0	0									
8631	0	0					125	0	13696					0			0	0	0	0	0									
9357	0	0					628	0	47831					0			0	0	990	0	0									
9553	0	0					2159	23033	27242					36432			23033	3359	7739	0	0									
9807	59981	5006					18005	320956	193748					240000			88964	162578	0	0	60860									
9955	0	0					841	0	31077					7200			0	26482	0	0	0									
10250	0	0					876	0	64264					0			0	17581	0	0	0									
10849	0	0					549	0	63789					0			0	1597	0	0	0									
10858	0	0					1453	0	97261					5000			0	1792	54	0	49499									
11145	0	0					1456	0	21486					10898			0	11762	0	0	0									
11275	0	9042					4812	28770	38917					81510			24476	0	0	0	35483									
11640	0	0					2705	0	105942					20000			0	57302	0	0	0									
11837	0	0					834	0	61468					15750			0	7812	0	0	0									
12030	0	0					6919	3964	15853					0			3007	0	0	0	0									
12142	0	0					484	950	79059					0			941	25821	0	0	0									
12179	0	326					710	130	1200					1419			0	0	92	0	0									
12245	0	0					461	0	34776					4900			0	17230	0	0	0									
12311	0	51032	0	0	0	106291	317462	2236121	6083465	0	56434306	387839	50268495	1054706	105568	305813	9330	566274	13536	0	654904	222145	740027	1899078	2481684	0	1528110	0	290698	
12647	0	0					310	9323	0					0			8472	0	0	0	0									
12656	0	0					29	903	0					0			652	0	0	0	0									
12937	0	0					690	0	0					1728			0	0	0	0	0									
12946	0	0					2247	0	146410					8952			0	93016	1352	0	0									
12955	0	0					458	225	4					2292			225	0	0	0	0									
13103	0	0					11182	117	302887					135967			0	5446	129540	0	0									
13251	0	0					298	0	3334					0			0	3095	0	0	0									
13457	0	0					0	0	6243					0			0	5543	9	0	0									
14052	0	0					152	0	8887					1000			0	3167	0	0	0									
14155	0	0					732	0	6224					4150			0	3420	0	0	0									
14650	0	0					68	3005	23					0			2004	0	0	0	0									
14753	0	0					9	14185	5026					0			10163	4378	0	0	0									
14865	0	0					536	5098	14530					0			5098	3031	0	0	0									
14977	0	0					82	20	6419					1530			0	0	0	0	0									
16458	1027	967					775	64503	56546					0			48654	18757	0	0	0									
16551	0	0					1623	13041	31319					10000			13041	20380	0	0	0									
16748	0	0					289	7612	6276					0			7612	0	0	0	0									
16944	0	1761					0	0	20088					0			0	11811	0	0	0									
16953	0	0					0	4455	10376					0			4455	0	0	0	0									
17110	100	0					219	100	29136					0			0	0	29136	0	0									
17147	0	0					32790	307794	603963					172439			115796	202182	0	0	123935									
17259	0	0					525	650	18856					3000			650	12400	0	0	0									
17464	0	0					10006	706	200103					0			706	0	508	0	0									
17950	0	0					1015	17	155644					0			0	54673	0	0	0									
17978	82855	0					3955	159763	0					14047			3467	0	0	0	0									
18050	0	0					474	16593	131559					176			16593	17036	0	0	0									
18135	0	0					1126	31432	59581					18600			2175	32611	0	0	19188									
18377	0	0					79	249	9729					450			249	0	0	0	0									
18827	0	0					819	0	66475					0			0	12413	10694	0	0									
18836	0	0					616	0	19637					1990			0	3500	0	0	0									
18854	0	0					740	0	2751					0			0	995	0	0	0									
19356	0	0					163	0	37917					1944			0	17619	0	0	0									
19730	0	0					3143	1777	140290					0			0	0	2656	0	0									
19936	0	0					290	19508	7644					0			3877	1071	0	0	0									
19972	0	0					91	21524	0					0			20712	0	0	0	0									
20053	0	0					200	0	12830					117			0	5958	0	0	0									
20512	0	0					211	2016	37806					0			1960	17713	0	0	0									
20633	0	0					1170	2508	76440					6000			0	23175	815	0	0									
20857	0	0					492	0	85371					6472			0	62037	0	0	0									
21256	0	0					87	0	936					0			0	4	0	0	0									
21359	0	0					177	227	5694					222			0	3741	0	0	0									
21630	0	0					341	0	42580					2608			0	7905	0	0	0									
21658	0	0					442	0	57756					0			0	9019	0	0	0									
22048	0	0					674	0	48141					6756			0	12074	0	0	1241									
22543	0	6066					195	0	15469					0			0	6128	807	0	0									
22552	0	0					666	563	7996					0			563	2458	0	0	0									
22730	0	0					381	0	47360					0			0	17466	0	0	3776									
22936	0	0					320	0	17163					1306			0	0	0	0	0									
23045	0	0					251	400	26772					0			400	3375	0	0	0									
23456	0	0					401	0	30335					63			0	13992	0	0	0									
23504	0	0					4424	197622	488664					40000			64451	56342	0	0	11315									
23643	0	0					648	100	68561					13000			100	19839	0	0	0									
23755	0	0					804	0	38496					0			0	19033	0	0	0									
24006	0	14017					1083	267155	82226					0			6522	500	0	0	0									
24378	0	0					433	0	12241					0			0	385	1046	0	0									
24453	0	0					3319	0	5700					22024			0	0	1959	0	0									
24659	200	0					0	1315	0					0			867	0	0	0	0									
24668	0	0					460	0	49746					0			0	47950	0	0	2731									
24855	0	0					38	0	0					0			0	0	0	0	0									
24949	0	9496					2727	0	37496					200			0	8332	0	0	3368									
25357	0	0					2205	53316	6594					0			0	1229	0	0	0									
25647	0	0					0	790	212					500			790	212	0	0	0									
26176	0	0					4113	0	10148					87500			0	0	0	0	0									
26242	0	0					1995	0	87711					0			0	46239	0	0	11330									
26457	0	0					0	0	5064					0			0	408	0	0	0									
26765	0	0					1101	103	27157					0			0	1413	0	0	0									
26859	1000	0					860	1000	0					265			0	0	0	0	0									
27070	0	0					3976	213468	0					0			23053	0	0	0	0									
27548	0	0					2294	0	126183					7168			0	42810	0	26536	0									
27614	0	0					1606	0	164062					20000			0	72308	1610	0	0									
27847	0	0					1396	3299	128466					18019			950	53794	0	0	0									
28013	0	0					17148	0	1023054					304929			0	0	2189	0	216000									
28152	0	0					564	7147	15405					882			4965	7316	0	0	0									
28255	1232	8503					315	2210	11497					0			0	0	4	0	0									
28349	0	0					1320	3405	8025					12000			3405	0	0	0	0									
