"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON3545	RCON3548	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	RCONHT71	RCONJA22	RCONJF75	
1669	0	10024					185	36457	57488					0	0	0			29455	0	0	0	0												
1856	0	0					1430	0	32805					30000	0	0			0	0	0	0	0												
2040	0	0					798	0	37346					18030	0	0			0	24894		0	0										1595		
2161	0	0					398	0	16123					0	0	0			0	12440	39	0	0												
2376	0	0					25925	332215	32751					539832	0	0			0	0		0	0										0		
2732	0	0					174	0	58085					0	0	0			0	26968	0	0	0												
2750	0	0					199	0	9936					130	0	0			0	4832	3832	0	0												
3252	0	0					769	0	77467					7300	0	0			0	17194	0	0	0												
3458	0	0					250	4775	3680					963	0	0			4775	0		0	500										0		
3720	0	1500					270	36	77121					0	0	0			36	6909	0	0	3153												
3971	0	0					5858	0	57433					100565	0	0			0	0	998	0	0												
4156	0	0					391	0	34141					3750	0	0			0	15872	0	0	836												
4231	0	0					0	0	40541					0	0	0			0	15259	0	0	0												
5069	0	0					0	0	28461					0	0	0			0	11964	1073	0	0												
5135	0	19063					1780	0	57495					31437	0	0			0	4206	0	0	0												
5210	0	0					4202	24722	175712					73927	0	0			0	8662		0	24137										1042		
5461	0	1010					3006	0	145096					750	0	0			0	63149		0	0										0		
5751	0	0					394	0	36115					0	0	0			0	24879	0	0	0												
6039	0	0					296	0	21683					0	0	0			0	2447	0	0	0												
6329	0	0					686	0	24268					0	0	0			0	5735	0	0	0												
7009	0	81836					0	0	256526					0	0	0			0	86455		0	0										19646		
7045	0	0					759	0	109744					4000	0	0			0	48261	0	0	0												
7072	0	0					2969	885	22622					18056	0	0			0	2360		0	0										0		
7456	0	0					455	0	10089					0	0	0			0	9256	0	0	0												
7634	0	0					103	1	11626					0	0	0			0	5223	0	0	0												
8033	0	0					1741	0	5641					18136	0	0			0	2853		0	0										0		
8462	0	0					21	0	99328					0	0	0			0	17738	0	0	0												
8631	0	0					336	0	11931					0	0	0			0	318	0	0	0												
9357	0	0					3579	0	63759					74500	0	0			0	0	982	0	0												
9553	0	0					2088	30001	22106					48408	0	0			30001	1346	0	0	0												
9807	0	95228					5584	0	307223					7504	0	0			0	196913		0	24619										1258		
9955	0	0					1147	0	46409					20500	0	0			0	34002	0	0	0												
10250	0	498					1036	0	122874					0	0	0			0	44233	0	0	0												
10849	0	0					548	0	90597					0	0	0			0	8688		0	0										0		
11145	0	0					1350	0	19235					30001	0	0			0	13169	0	0	0												
11640	0	0					4815	0	100650					0	0	0			0	48846	0	0	0												
11837	0	0					100	0	39537					0	0	0			0	3965	0	0	0												
12030	0	8901					6904	2128	24436					0	0	0			1717	0	0	0	0												
12142	0	0					702	172	70435					500	0	0			163	28870		0	0										0		
12179	0	318					729	7	421					0	0	0			0	0	103	0	0												
12311								0	0						0	0																0	0	0	
12647	0	0					154	22081	0					0	0	0			19726	0	0	0	0												
12656	152	0					29	696	0					0	0	0			344	0	0	0	0												
12946	0	0					6986	0	225446					50984	0	0			0	120693		0	0										3510		
13103	0	0					4795	0	360503					92886	0	0			0	25455	172775	0	0												
13251	0	549					483	0	1836					0	0	0			0	1035	0	0	0												
13457	0	0					0	0	5721					0	0	0			0	4521	12	0	0												
14155	0	0					1030	0	13156					5000	0	0			0	11574	35	0	0												
14650	0	0					47	3728	0					0	0	0			2716	0	0	0	0												
14753	0	0					169	5446	6286					0	0	0			4997	5086	0	0	0												
14865	0	0					688	2347	27182					0	0	0			2347	925	0	0	0												
14977	0	0					210	0	0					1400	0	0			0	0	0	0	0												
16551	0	0					1394	18960	29580					3000	0	0			18960	25497		0	0										0		
16748	0	0					209	10130	9188					0	0	0			10130	0	0	0	0												
17110	100	0					219	100	35102					0	0	0			0	0	35102	0	0												
17147	0	0					24592	692965	1397856					460041	0	0			310076	715758		0	119674										0		
17259	0	0					262	740	9214					0	0	0			740	8257	0	0	0												
17950	0	0					1320	0	235921					0	0	0			0	52427	0	0	0												
17978	73273	0					3355	130833	0					1502	0	0			5765	0	0	0	0												
18050	0	0					527	18818	186306					0	0	0			16751	72011	0	0	0												
18135	0	65773					341	0	67781					3000	0	0			0	2008	0	0	23968												
18827	0	0					6387	0	112966					38300	0	0			0	38135	10532	0	0												
18836	0	0					434	0	7380					4140	0	0			0	2733	0	0	0												
18854	0	0					1069	0	0					0	0	0			0	0		0	0										0		
19356	0	0					391	0	13689					0	0	0			0	4327	0	0	0												
19936	0	1995					629	15519	46198					7711	0	0			2053	1985	0	0	0												
19972	0	0					33	25710	0					0	0	0			25580	0	0	0	0												
20053	0	0					123	0	9936					0	0	0			0	5029	0	0	0												
20633	0	0					982	0	46097					9256	0	0			0	12959		0	0										776		
20857	0	4482					1135	0	60786					23949	0	0			0	52725	0	0	0												
21256	0	0					56	0	2894					0	0	0			0	0	0	0	0												
21359	0	251					320	238	7431					1035	0	0			0	2697	0	0	0												
21658	0	2512					516	0	27799					10015	0	0			0	11051	0	0	0												
22048	0	0					1095	0	35151					11753	0	0			0	17115		0	0										0		
22543	0	0					491	0	9107					0	0	0			0	1596		0	0										908		
22552	0	0					876	330	1144					4000	0	0			330	1010	0	0	0												
22730	0	0					339	0	81512					387	0	0			0	26347		0	4231										0		
23456	0	499					678	281	58548					370	0	0			281	31582	0	0	0												
23504	0	0					24104	144716	642897					280263	0	0			42582	28748		0	945										0		
23643	0	0					1229	0	73962					11030	0	0			0	39565	0	0	0												
23755	0	0					491	0	45254					1000	0	0			0	17880	0	0	0												
24006	0	2992					6287	351383	72229					123811	1339	1339			9838	0		0	0										0		
24378	0	0					433	698	8199					0	0	0			698	803	0	0	0												
24453	0	0					1307	0	14771					0	0	0			0	0		0	0										0		
24659	3171	0					5	5246	0					0	0	0			1575	0	0	0	0												
24668	0	0					9124	0	268780					0	0	0			0	235385	0	0	4650												
24949	0	0					1258	0	58144					0	0	0			0	881	0	0	0												
25357	0	0					3400	20677	25808					0	0	0			0	0	0	0	0												
25647	0	997					175	0	11294					5000	0	0			0	0	0	0	0												
26176	0	0					2916	0	14110					75000	0	0			0	0	0	0	0												
26457	0	8480					0	0	8480					0	0	0			0	0	0	0	0												
26765	0	0					9144	1279	127238					0	0	0			1177	3993	0	0	0												
27070	0	0					1646	0	119026					3000	0	0			0	31443		0	0										0		
27548	0	0					688	0	201852					6189	0	0			0	55287		0	0										2332		
27614	0	0					1730	0	173076					15000	0	0			0	51756	0	0	0												
27847	0	0					2154	277	136741					19741	0	0			0	60256	0	0	0												
28013	0	0					34426	8872	1049660					689388	10162	0			0	0		0	75000										269		
28152	0	1608					577	0	18731					760	0	0			0	7206		0	0										0		
28675	0	0					1244	0	75113					23500	0	0			0	3156	27	0	0												
28732	0	0					262	363	13081					2500	0	0			363	6263	0	0	0												
29476	0	0					604	4087	1956					6622	0	0			4087	1956	0	0	0												
29636	0	0					2782	0	483906					10	0	0			0	63178		0	119327										0		
29878	0	0					3517	0	31526					30000	0	0			0	0	0	0	0												
30052	0	0					117	0	0					139	0	0			0	0	0	0	0												
30502	0	0					922	0	195173					0	0	0			0	44334		0	67430										17611		
30650	0	0					379	0	16262					0	0	0			0	8466		0	0										0		
30810								0	0						0	0																0	0	0	
31134	0	0					139	0	16043					0	0	0			0	13126	0	0	0												
31255	0	0					2790	0	111404					2000	0	0			0	55679	0	0	0												
31657	0	0					320	57159	0					0	0	0			0	0	0	0	0												
31826	0	0					1136	0	47393					0	0	0			0	32726		0	0										0		
31835	0	991					1877	2210	28127					13100	0	0			2210	12801	752	0	0												
32234	0	0					1622	0	148077					0	0	0			0	85556	0	0	0												
32766	0	0					24	6479	4					0	0	0			6479	0	0	0	0												
32971	0	0					1362	2	32851					10000	0	0			0	28768	0	0	0												
33147	0	0					2771	0	14465					15570	0	0			0	1897	0	0	0												
33259	0	58710					1356	0	82770					0	0	0			0	5140	0	0	0												
33268	0	0					0	0	76957					0	0	0			0	36653	0	0	0												
33370	0	0					463	4161	0					1000	0	0			0	0	0	0	0												
33839	0	0					47	0	4790					0	0	0			0	3585	0	0	0												
33857	0	0					2697	0	58011					54276	0	0			0	29125	0	0	0												
34425	0	0					6996	0	80866					73928	0	0			0	16752	0	0	6983												
34434	0	0					1016	9210	20287					0	7	7			8085	5572	0	0	0												
34537	0	100					37655	287302	914615					171142	0	0			0	35761		0	126529										6374		
34555	0	1004					4026	0	89508					2341	0	0			0	58477	4	0	0												
34742	0	1990					2703	0	20732					25000	0	0			0	2534	0	0	0												
35057	0	1500					1037	0	7807					0	0	0			0	3490		0	0										3		
35301	10158000	821000	631000	112000	259000	11000	582000	35304000	29525000	12216000	141652000	0	127266000	6698000	1091000	2132000	42000	0	0	1902000		700000	1829000	15965000	15279000	4694000	5953000	3555000	2514000	0	2933000	0	4000	0	
35570	0	0					294155	1127018	2679709					5914248	3239	3239			83756	0		0	447606										4941		
35646	0	0					1032	19666	3877					0	0	0			18414	3877	0	0	0												
35879	0	0					1347	0	37748					29929	0	0			0	9008	0	0	0												
36456	0	0					287	0	22111					0	0	0			0	10672		0	0										0		
36933	0	0					144	0	18035					0	0	0			0	7566	0	0	0												
37051	0	498					102	0	1506					2000	0	0			0	0	0	0	0												
37341	0	0					141	0	8919					5548	0	0			0	6168	7	0	0												
37435	0	0					1251	18573	405909					0	0	0			11886	38434		0	0										0		
37640	0	0					13048	0	836822					226505	2381	2607			0	303284		0	36318										0		
37659	0	0					44	2952	273					0	0	0			2952	0	0	0	0												
37949	0	3976					121	0	109583					2600	0	0			0	52087	0	0	6883												
38740	0	0					853	0	26791					18000	0	0			0	5148	0	0	0												
39327	6912	1999					0	26861	36443					0	0	0			5702	4310	0	0	0												
39756	0	11834					694	0	69335					14160	0	0			0	23172	0	0	37153												
40033	0	746					309	5	17385					0	0	0			0	7461	0	0	0												
40499	0	9998					16231	34752	202457					309149	13569	13569			13662	0	0	0	0												
40855	0	0					736	0	15471					9161	0	0			0	13549	0	0	0												
41245	0	1395					46	395	10168					0	0	0			395	7930	0	0	512												
41553	0	0					342	15567	44264					0	0	0			15567	0	0	0	0												
41629	0	2578					563	0	12663					5125	0	0			0	1938		0	0										0		
41825	0	2002					392	0	45809					2567	0	0			0	13177	0	0	0												
41937	0	0					60	0	19150					0	0	0			0	8803	0	0	183												
41955	0	0					197	0	6077					3609	0	0			0	975	0	0	0												
42037	0	0					0	0	12460					0	0	0			0	6692	0	0	0												
42354	0	0					99	0	58674					0	0	0			0	11665		0	0										0		
42372	0	0					641	0	21257					7000	0	0			0	6589	0	0	0												
42420	0	0					29568	373453	864933					587218	0	0			42276	25919		0	83780										0		
42448	0	998					8683	0	137943					119941	0	0			0	103520	562	0	0												
42457	0	0					687	6474	9098					0	0	0			6398	0	958	0	0												
43052	0	0					332	0	20569					3900	0	0			0	9777	0	0	0												
43351	0	0					0	0	12419					9175	0	0			0	6517	0	0	0												
43856	0	0					919	4210	16630					0	0	0			4210	8474	0	0	0												
43959	0	0					231	0	115474					0	0	0			0	31227	0	0	0												
44040	0	0					1603	0	95544					0	0	0			0	39100	0	0	0												
44433	0	0					3143	0	62734					40000	0	0			0	4109		0	0										0		
44741	0	0					1643	0	99423					0	0	0			0	55553	430	0	0												
44750	0	0					995	0	20417					0	0	0			0	7992	0	0	0												
44929	0	16191					1237	0	30180					0	0	0			0	7742		0	0										0		
45038	0	0					99	532	52283					0	0	0			532	19396	0	0	14189												
45047	0	0					552	0	10120					0	0	0			0	0		0	0										0		
45056	0	0					207	7359	6864					0	0	0			7359	0	0	0	0												
45430	0	0					664	9419	21277					20	0	0			9419	0	0	0	0												
45458	0	0					740	0	28630					12254	0	0			0	9459	1631	0	0												
45551	0	12189					2985	0	109071					10000	0	0			0	16917		0	0										0		
45560	0	0					18296	133955	197627					0	0	0			12490	32694		0	0										3904		
45775	0	0					519	3446	8392					10000	0	0			405	2252	0	0	0												
46053	0	0					2679	0	45436					3000	0	0			0	16189	0	0	0												
46941	0	0					527	2096	14573					1132	0	0			2096	4207	0	0	0												
47247	0	0					3195	0	41361					55100	244	136			0	18037	0	0	0												
47256	0	0					58	0	0					0	0	0			0	0	0	0	0												
47452	0	8640					36	0	9089					3252	0	0			0	0	0	0	0												
47500	0	0					2025	0	70364					32500	0	0			0	33295	22394	0	0												
48057	0	12231					235	0	33993					3200	0	0			0	10884	0	0	0												
48150	0	302					250	0	2752					0	0	0			0	840	6	0	0												
48374	0	0					10197	0	22935					108000	0	0			0	450		0	613										145		
48440	0	0					223	868	33117					4900	0	0			868	11689	0	0	0												
49054	0	0					1256	0	15282					14941	0	0			0	1591	0	0	0												
49148	0	0					199	0	43995					0	0	0			0	10979		0	0										0		
49241	0	0					8548	45823	54030					40235	0	0			21306	12944	0	0	0												
49652	0	0					584	0	43557					10335	0	0			0	28857	0	0	0												
49858	0	0					1031	0	9451					0	0	0			0	4557	0	0	0												
49951	0	0					305	0	2501					0	0	0			0	0	0	0	0												
50144	0	0					346	49660	0					0	0	0			14341	0	0	0	0												
50461	0	0					0	0	0					0	0	0			0	0		0	0										0		
50872	0	0					2898	0	5494					23408	0	0			0	2484	0	0	0												
51253	0	0					1593	0	1606					20525	0	0			0	1585	0	0	0												
51356	0	0					0	0	8985					0	0	0			0	0		0	0										0		
51459	0	8024					2102	0	125351					5510	0	0			0	33515	0	0	0												
51842	0	0					204	0	21057					4000	0	0			0	19044		0	0										12		
52719	0	0					6402	0	0					0	0	0			0	0	0	0	0												
52951	0	0					617	0	35491					783	0	0			0	16522		0	0										0		
53051	0	0					5	23147	0					0	0	0			1517	0	0	0	0												
53752	0	0					47	963	29659					0	0	0			0	6022	0	0	0												
54058	0	0					603	0	84005					11900	0	0			0	25856	0	0	0												
54656	0	4632					3505	0	743914					9000	0	0			0	522028	0	0	0												
54973	0	5015					79918	137029	1298010					0	0	0			0	28166		0	111485										0		
55336	0	8001					2071	0	46738					2787	0	0			0	14506		0	0										0		
55635	0	5412					258	0	10426					3470	0	0			0	0	0	0	0												
55653	0	0					189	0	33526					0	0	0			0	10198	0	0	5541												
55970	0	16220					547	0	44270					1400	0	0			0	0	0	0	0												
56258	0	0					8	0	53950					0	0	0			0	20615	0	0	0												
56351	0	0					9086	0	488856					1173	0	0			0	157882		0	0										0		
56548	0	8887					1482	0	53296					14000	0	0			0	0	34	0	0												
56717	0	0					2864	0	122965					49629	0	0			0	30892	0	0	653												
57040	0	500					223	0	15362					0	0	0			0	10720	0	0	0												
57451	0	40270					386	0	214689					7600	0	0			0	38535	0	0	4677												
58225	0	17999					644	0	57467					2000	0	0			0	17716	0	0	51												
58243	0	0					19704	359063	192623					32424	0	0			6435	0		0	6304										0		
58355	0	0					117	0	0					1300	0	0			0	0	0	0	0												
58551	0	0					0	0	47508					0	0	0			0	29139	0	0	0												
58636	0	0					1462	41	67625					12000	0	0			0	28033	0	0	0												
58757	0	0					1772	0	20548					16135	0	0			0	2754	2	0	0												
58971	0	74853					7912	540441	1210818					17618	0	0			3742	5376		0	312854										0		
59316	0	0					3155	0	238083					49202	0	0			0	93935		0	48094										0		
59352	0	0					118	0	134356					0	0	0			0	57185		0	0										0		
59370	0	1998					625	2229	17240					6000	0	0			0	3718	20	0	0												
59754	0	504					270	200	3241					500	0	0			200	2737	0	0	0												
60143	0	2793000	0	0	0	0	738000	0	12338000	157000	71767000	0	64353000	5671000	239000	200000			0	0		0	2000	0	1225000	0	8320000			0	0	0	47000	0	
60330	0	0					1830	0	73409					18198	0	0			0	8064	0	0	0												
60545	0	0					1254	0	58505					21000	0	0			0	30378		0	0										0		
60554	0	0					217	0	4914					1382	0	0			0	4334		0	0										0		
60648	0	2984					764	3211	62447					0	0	0			3211	2063	0	0	0												
61122	0	0					4415	97499	122175					70000	0	0			14840	14631	0	0	31155												
61355	0	36131					2179	1294	97493					0	0	0			1294	18595	0	0	7335												
61476	0	0					5172	0	51412					42657	0	0			0	15325	0	0	0												
61757	0	5019					1302	2173	34381					0	0	0			1887	6255	0	0	0												
61832	0	4960					1209	0	105607					0	0	0			0	63278	0	0	0												
61953	0	0					246	3891	28409					0	0	0			3030	14711	0	0	0												
62044	0	0					401	0	3868					99	0	0			0	320	0	0	0												
62110	100	0					126	100	12293					0	0	0			0	0	12293	0	0												
62147	0	0					104	0	24024					0	0	0			0	12433	0	0	0												
62772	0	0					2988	0	42224					44613	0	0			0	20154		0	0										0		
63050	0	0					25	0	61591					0	0	0			0	25135		0	0										0		
63069	99	100234	0	0	0	0	88382	3931526	8273538	0	55090534	0	50118080	3513145	278479	20192	797561	1565	779539	4931		0	0	538959	110189	1815368	8056619	0	0	0	0	0	42403	0	
63201	0	0					121	5163	54382					0	0	0			3663	15395	0	0	0												
63573	0	0					4422	0	57810					33370	0	0			0	0	0	0	0												
63733	0	0					3713	0	239798					72718	0	0			0	111957	101	0	0												
63742	0	995					688	0	21901					14971	0	0			0	12943	0	0	0												
63751	0	0					56	0	1542					151	0	0			0	0	0	0	0												
64150	0	0					997	9617	57194					1474	0	0			9617	22528		0	0										3724		
64552	0	0					545	0	23351					0	0	0			0	4007	0	0	0												
64730	0	1998					167	0	51275					0	0	0			0	1783	0	0	0												
65205	0	0					1774	37877	133598					0	0	0			0	2685		0	0										23423		
65513	0	0	0	0	0	0	375	87695	1114	0	408537	0	354179	74800					0	1114	0	0	0	0	0	0	0	40451		47244	0				
65559	0	47518					1	0	223487					0	0	0			0	35397	0	0	0												
65746	0	0					8724	0	51228					60287	0	0			0	797		0	3006										0		
65858	0	5995					735	0	319199					24	0	0			0	57319	0	0	0												
66154	0	0					1085	0	18012					3143	0	0			0	7453	0	0	0												
66275	0	0					540	0	25698					7500	0	0			0	8553		0	0										0		
66677	0	0					2657	0	427					41317	0	0			0	0		0	0										0		
67142	0	0					1800	0	53278					15000	0	0			0	49308	0	0	0												
67151	0	0					3021	6590	128070					44135	0	0			0	53678	0	0	0												
67209	0	0					3333	0	102155					62669	0	0			0	10122		0	1228										44733		
67254	0	0					0	0	111					0	0	0			0	0	0	0	0												
67656	0	0					977	21051	81274					0	0	0			8259	38457	966	0	0												
67870	0	0					400	0	24305					2908	0	0			0	0	0	0	0												
68448	0	0					141	0	17798					3000	0	0			0	16064	0	0	0												
68671	0	0					324	0	0					7000	0	0			0	0	0	0	0												
68756	0	0					1607	10000	69937					0	0	0			0	22153	0	0	0												
68831	0	0					380	159	33994					0	0	0			0	13427	0	0	0												
69333	0	0					4164	122819	164268					0	0	0			56475	31989		0	17698										0		
69678	0	20975					1314	1310	113574					0	0	0			1310	90102		0	10161										32		
70058	0	0					916	0	49633					3267	0	0			0	17958	0	0	0												
70218	0	0					323	0	1998					5000	0	0			0	0	0	0	0												
70414	0	0					3331	901	134573					416	0	0			901	51182	0	0	0												
70638	0	0					1301	0	34109					2185	0	0			0	31124	0	0	0												
70955	0	0					0	0	0					0	0	0			0	0	0	0	0												
71073	0	0					1327	2002	33047					23593	0	0			0	10159	0	0	0												
71318	0	0					5734	59949	69931					35648	0	0			35950	1681	0	0	0												
71457	0	19995					1693	343	70447					3646	0	0			343	22431	0	0	14516												
71859	0	0					82	0	4193					0	0	0			0	1354	0	0	0												
72258	0	0					0	0	374919					0	0	0			0	62107	0	0	0												
72351	0	0					38	0	31161					0	0	0			0	12980	0	0	0												
72454	0	0					293	16348	0					3500	0	0			16348	0	0	0	0												
72678	0	0					4669	495	254711					17569	0	0			0	0	22	0	0												
73116	0	0					740	0	104888					10000	0	0			0	11668	0	0	0												
73152	0	0					257	0	64418					1000	0	0			0	25960	0	0	0												
73554	0	0					999	3518	11195					19482	0	0			3518	0	0	0	0												
73956	0	0					122	412	28513					1300	0	0			412	6288	0	0	0												
74056	0	7077					220	0	26725					3416	0	0			0	1001	0	0	0												
74140	0	0					17259	0	470449					295000	0	0			0	176391		0	25462										0		
74403	0	1996					3939	0	83087					64763	0	0			0	0		0	55729										0		
74449	5937	0					25	5937	0					0	0	0			0	0	0	0	0												
75053	0	0					829	32827	100044					10000	0	0			0	31334	0	0	0												
75259	0	0					554	502	0					10000	0	0			502	0		0	0										0		
75446	0	0					2674	1000	150248					35302	0	0			0	74779	0	0	0												
75455	0	21825					0	0	23355					3	0	0			0	0		0	0										0		
75558	0	0					1325	0	4576					0	0	0			0	156	0	0	0												
75633								0	0						0	0	0	0										0	0			0	0	0	
75651	0	0					301	0	9703					0	0	0			0	3868	3775	0	0												
76153	0	0					366	1425	0					1000	0	0			677	0	0	0	0												
76443	0	0					1373	0	25011					3582	0	0			0	5749	0	0	0												
76854	0	0					483	0	21521					5500	0	0			0	21355	0	0	0												
77150	0	0					299	195	5263					5630	0	0			195	0	0	0	0												
77253	0	0					1263	2623	51953					0	0	0			1009	40605	0	0	0												
77422	0	0					868	0	18417					11000	0	0			0	0	0	0	0												
77851	0	0					11521	62472	212501					30205	0	0			62472	20796	0	0	10323												
78157	250	0					100	6769	0					0	0	0			0	0	0	0	0												
78241	0	0					202	0	13786					0	0	0			0	4425	0	0	0												
78559	0	0					269	0	9229					750	0	0			0	1747	0	0	0												
79042	0	3997					268	0	85605					2442	0	0			0	7066	0	0	75545												
79127	0	1499					270	0	12312					1331	0	0			0	3529	0	0	0												
79145	0	0					1516	0	15296					26839	0	0			0	2766	0	0	0												
79257	0	0					0	0	248					0	0	0			0	0	0	0	0												
79855	0	12041					196	1169	21982					0	0	0			1169	596	0	0	1												
80150	0	0					442	0	111004					99	0	0			0	45790	0	0	0												
80374	0	9995					1768	0	31331					0	0	0			0	7405	3	0	0												
80431	0	0					519	0	13663					0	0	0			0	1364		0	0										0		
80552	0	0					6	0	6530					0	0	0			0	133	0	0	0												
81175	0	0					709	270	9364					5981	0	0			200	0	0	0	0												
82033	0	0					842	0	38959					7000	0	0			0	3845	0	0	0												
82257	0	1004					102	0	3253					0	0	0			0	862	0	0	0												
82350	0	0					195	10	12611					51	0	0			0	1930	0	0	0												
82659	0	0					316	0	12609					1184	0	0			0	562		0	0										21		
83151	0	3001					716	0	10355					8000	0	0			0	717	0	0	0												
83236	25992	12026					0	25992	12026					0	0	0			0	0	0	0	0												
83375	0	0					770	0	258104					5223	905	0			0	178911		0	0										1532		
83638	0	0					68170	81240	1501222					1125000	0	0			0	69955	23779	0	0												
83834	0	0					890	0	33041					2001	0	0			0	14218	0	0	0												
83852	0	501					44	0	15224					0	0	0			0	7084	0	0	0												
83955	0	0					172	346	3763					1504	0	0			346	1445	0	0	0												
84046	0	5185					267	0	36791					4991	0	0			0	15034	0	0	0												
84541	0	0					1261	66477	77444					12562	0	0			65977	0	0	0	712												
84804	0	0					111	0	28045					0	0	0			0	11514	0	0	0												
85052	0	0					914	0	121458					0	0	0			0	14419		0	0										0		
85454	0	0					0	0	16485					0	0	0			0	16103	0	0	0												
85472	0	995					59957	862838	123610					498245	0	0			146493	1953		0	62086										11315		
85931	0	0					1575	17585	39237					5000	0	0			17585	9292	0	0	0												
86349	0	0					693	0	64955					23	0	0			0	9137	0	0	0												
86554	0	0					217	0	24430					0	0	0			0	7979	0	0	0												
86675	0	0					859	0	136159					0	0	0			0	0	0	0	0												
87047	0	0					487	0	45971					0	0	0			0	32965		0	0										0		
87159	0	3000					279	7753	70557					0	0	0			3753	23262	0	0	0												
87234	0	0					1584	0	117987					15000	0	0			0	28662	0	0	24899												
87476	0	0					3145	0	8909					13000	0	0			0	0	0	0	0												
87579	0	0					3393	30814	0					62354	0	0			0	0		0	0										8100		
88231	300	0					1937	20961	7615					32138	0	0			18101	7615	0	0	0												
88240	0	0					80	0	28877					0	0	0			0	27429		0	6253										0		
88259	0	2012					343	0	8020					3751	0	0			0	1605	0	0	0												
88352	0	0					0	0	36690					0	0	0			0	9397	0	0	0												
88455	0	0					2279	10666	105029					43540	0	0			9934	50074	0	0	0												
88950	0	0					572	0	5291					10000	0	0			0	1024	0	0	0												
89032	0	10000					1005	7775	43322					0	0	0			6000	0	0	0	0												
89135	0	0					79	0	9188					0	0	0			0	3123	0	0	0												
89854	0	0					773	0	3247					6027	0	0			0	0	0	0	0												
89957	0	0					306	0	3466					0	0	0			0	0	0	0	0												
90047	0	0					0	0	11949					0	0	0			0	10967	0	0	0												
90177	0	970					4297	16305	16280					89986	0	0			8019	0		0	0										124		
90328	0	0					2054	0	41096					0	0	0			0	13996	0	0	0												
90337	0	0					2524	0	19591					17100	0	0			0	7095	0	0	0												
90579	0	0					509	1069	117363					0	0	0			1069	0		0	0										0		
91615	0	0					388	0	12891					2750	0	0			0	6921	0	0	0												
91754	0	4632					3741	0	468964					0	0	0			0	323537	0	0	0												
91950	0	0					57	0	6363					4	0	0			0	1684	0	0	0												
92144	0	0					57	0	23725					0	0	0			0	7817	0	0	0												
92676	0	0					1370	193	92118					8820	0	0			0	6322	38	0	7668												
92706	0	0					1436	0	57207					23000	0	0			0	19845	2218	0	0												
92902	0	0					41	7957	20					0	0	0			7957	20		0	0										0		
93244	0	0					1340	32788	20743					25694	0	0			28627	0		0	3210										0		
