"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON3545	RCON3548	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	RCONHT71	RCONJA22	RCONJF75	
2732	0	0					174	0	66302					0	0	0			0	27517	0	0	0												
2750	0	0					216	0	8195					2390	0	0			0	2950	3781	0	0												
3252	0	0					772	0	80474					7300	0	0			0	11967	0	0	0												
3458	0	0					204	4773	4274					0	0	0			4773	0		0	500										0		
3720	0	1469					268	36	76000					0	0	0			36	3609	0	0	2246												
3971	0	0					5498	0	60525					90172	0	0			0	0	972	0	0												
4156	0	0					650	0	38443					1250	0	0			0	18504	0	0	836												
4231	0	0					0	0	42473					0	0	0			0	14678	0	0	0												
5069	0	0					0	0	26903					0	0	0			0	11911	972	0	0												
5135	0	0					1550	0	54800					26459	0	0			0	4053		0	0										0		
5210	0	0					4336	27266	161730					75248	0	0			0	9506		0	34616										1012		
5461	0	998					3006	0	161518					6250	0	0			0	68272	0	0	0												
5751	0	0					355	0	36334					0	0	0			0	24162	0	0	0												
6039	0	0					290	0	21671					0	0	0			0	1136	0	0	0												
6329	0	0					719	0	22070					3000	0	0			0	5229		0	0												
7009	0	221837					0	0	384662					0	4863	0			0	66218	15159	0	0												
7045	0	0					759	0	114494					0	0	0			0	50448	0	0	0												
7072	0	0					3078	972	20483					22661	0	0			0	3242		0	0										0		
7456	0	0					507	0	10878					2843	0	0			0	10745	0	0	0												
7634	0	0					98	1	11434					750	0	0			0	4544	0	0	0												
8033	0	0					1727	0	5802					18136	0	0			0	2808		0	0										0		
8462	0	0					21	0	90009					0	0	0			0	15692	0	0	0												
8631	0	0					337	0	11782					0	0	0			0	311	0	0	0												
9357	0	0					584	0	69243					0	0	0			0	0	956	0	0												
9553	0	0					2201	31232	20260					46236	0	0			31232	1513	0	0	0												
9807	0	128979					5688	0	370585					0	0	0			0	225601		0	33313										1225		
9955	0	0					1004	0	48007					16678	0	0			0	35242	0	0	0												
10250	0	840					1020	0	109272					0	0	0			0	34575	0	0	0												
10849	0	2441					548	0	111422					0	0	0			0	8930		0	0										0		
11145	0	0					1033	0	21169					24055	0	0			0	15177		0	0												
11640	0	0					4715	0	102865					0	0	0			0	52010	0	0	0												
11837	0	0					90	0	46186					0	0	0			0	4260	0	0	0												
12030	0	16853					6071	2344	23595					0	0	0			1925	0	0	0	0												
12142	0	0					697	308	69342					3500	0	0			303	27548		0	0										0		
12179	0	316					729	9	411					0	0	0			0	0	95	0	0												
12311								0	0						0	0																0	0	0	
12647	0	0					142	30425	0					0	0	0			27769	0	0	0	0												
12656	153	0					29	845	0					0	0	0			242	0	0	0	0												
12937	0	0					231	0	0					0	0	0			0	0		0	0										0		
12946	0	0					6898	0	220975					46092	0	0			0	123513		0	0										2915		
13103	0	0					7958	0	328553					160205	0	0			0	14240	147114	0	0												
13251	0	443					466	0	2476					0	0	0			0	1778	0	0	0												
13457	0	0					0	0	5974					0	0	0			0	4800	12	0	0												
14155	0	0					1042	0	12326					5000	0	0			0	10635	28	0	0												
14650	0	0					46	3683	13					0	0	0			2184	0	0	0	0												
14753	0	0					169	5542	5414					0	0	0			5013	4673	0	0	0												
14865	0	0					688	2347	31404					0	0	0			2347	902	0	0	0												
14977	0	0					207	0	1498					2677	0	0			0	630	0	0	0												
16551	0	0					1424	22237	32103					3000	0	0			22237	28082		0	0										0		
16748	0	0					209	12081	8268					0	0	0			12081	0		0	0										0		
17110	100	0					219	100	26565					0	0	0			0	0	26565	0	0												
17147	0	0					24592	490387	1140089					314986	0	0			197909	606135		0	113512										0		
17259	0	0					374	575	10740					0	0	0			575	9764	0	0	0												
17950	0	499					1281	0	223951					0	0	0			0	53211	0	0	0												
17978	108940	0					3355	149234	0					1900	0	0			5765	0	0	0	0												
18050	0	0					1141	19154	163794					0	0	0			16937	61801		0	0												
18135	0	0					344	29036	112758					3000	0	0			1748	22187	0	0	18559												
18827	0	0					5201	0	120350					20000	0	0			0	43598	9435	0	0												
18836	0	0					411	0	8844					3581	0	0			0	3704	0	0	0												
18854	0	0					1055	0	0					0	0	0			0	0	0	0	0												
19356	0	0					389	0	17566					0	0	0			0	7541	0	0	0												
19936	0	1242					611	20412	39487					7759	0	0			3491	1928	0	0	0												
19972	0	0					32	24819	0					0	0	0			24668	0	0	0	0												
20053	0	0					125	0	10010					0	0	0			0	4937	0	0	0												
20633	0	0					1005	0	53207					9355	0	0			0	15762	752	0	0												
20857	0	3921					921	0	61569					18042	0	0			0	53585	0	0	0												
21256	0	0					56	0	2743					0	0	0			0	0	0	0	0												
21359	0	246					320	236	8110					46	0	0			0	3105	0	0	0												
21658	0	3986					320	0	27448					5658	0	0			0	10401	0	0	0												
22048	0	0					1081	0	36340					7392	0	0			0	17099	0	0	0												
22543	0	997					492	0	12238					5000	0	0			0	1734	780	0	0												
22552	0	0					684	378	1405					4000	0	0			378	1223	0	0	0												
22730	0	0					370	0	85299					404	0	0			0	25500		0	7021										0		
22936	0	0					256	0	35203					0	0	0			0	0	0	0	0												
23456	0	492					660	324	56917					369	0	0			324	31126	0	0	0												
23504	0	0					24028	160163	680886					240433	0	0			53540	40731		0	539										0		
23643	0	0					1212	0	71703					18410	0	0			0	38604	0	0	0												
23755	0	0					488	0	48996					0	0	0			0	18646	0	0	0												
24006	0	5920					2417	365686	92686					38873	343	343			9909	0		0	0												
24378	0	0					433	791	9018					0	0	0			791	1185	0	0	0												
24453	0	0					1277	0	15754					0	0	0			0	0		0	0										0		
24659	4160	0					5	6430	0					0	0	0			1770	0	0	0	0												
24668	0	0					20563	0	511000					240000	0	0			0	466480	0	0	3705												
24949	0	0					1282	0	61509					0	0	0			0	870		0	0										0		
25357	0	0					4043	24509	14107					25000	0	0			0	115		0	0										0		
25647	0	987					248	0	9987					5500	0	0			0	0	0	0	0												
26176	0	0					2916	0	14722					70000	0	0			0	0	0	0	0												
26242	0	0					2871	0	67682					7000	0	0			0	31385	0	0	2878												
26457	0	6211					0	0	6211					0	0	0			0	0	0	0	0												
26765	0	0					9134	1328	135697					0	0	0			1226	3187	0	0	0												
27070	0	0					1739	0	172138					0	0	0			0	69354		0	0										0		
27548	0	0					1671	0	198669					36500	0	0			0	59682		0	0										2250		
27614	0	0					1730	0	158666					26215	0	0			0	50349	0	0	0												
27847	0	0					2133	345	136568					19864	0	0			0	61205	0	0	0												
28013	0	0					23596	9505	808031					431853	8925	0			0	0		0	0										237		
28152	0	2875					588	0	22715					163	0	0			0	9095		0	0										0		
28255	0	11968					1254	0	62953					0	0	0			0	20603	0	0	0												
28406	4991	0					13594	307763	0					233000	12689	12673			0	0		0	0										9599		
28675	0	0					659	0	67662					12000	0	0			0	4637	11	0	0												
28732	0	0					227	362	13815					0	0	0			362	6103	0	0	0												
29476	1700	0					597	3622	1890					7434	0	0			1922	1890	0	0	0												
29636	0	0					2753	0	444746					15	0	0			0	101394		0	107966										0		
29878	0	0					3391	0	24860					30000	0	0			0	0	0	0	0												
30052	0	0					115	0	0					145	0	0			0	0	0	0	0												
30502	0	0					1884	0	225410					13848	0	0			0	48473		0	79340										17977		
30650	0	0					383	0	16581					0	0	0			0	7391		0	0										0		
30810								0	0						0	0					0											0	0	0	
31134	0	0					140	0	16926					0	0	0			0	13965	0	0	0												
31255	0	0					2790	0	95535					0	0	0			0	41297	0	0	0												
31657	0	0					305	62451	0					0	0	0			0	0	0	0	0												
31826	0	0					1155	0	50109					0	0	0			0	35130		0	0										0		
31835	0	970					1868	2210	26526					15100	0	0			2210	12542	641	0	0												
32234	0	0					1648	0	138025					0	0	0			0	94968	0	0	0												
32766	0	0					24	7709	5					0	0	0			7709	0	0	0	0												
32971	0	0					1362	2	32838					10000	0	0			0	28446		0	0												
33147	0	0					2737	0	14794					25576	0	0			0	1712		0	0										0		
33259	0	59859					2754	0	87564					37000	0	0			0	5763	0	0	0												
33268	0	0					0	0	76037					0	0	0			0	40244	0	0	0												
33370	0	0					463	4177	0					2500	0	0			0	0	0	0	0												
33839	0	0					48	0	5668					0	0	0			0	3503	0	0	417												
33857	0	0					4752	0	59963					79126	0	0			0	27555	0	0	0												
34425	0	0					7851	0	81948					100000	0	0			0	19933	0	0	6089												
34434	0	0					1007	9400	20526					0	3	3			8275	5966	0	0	0												
34452	0	0					242	0	45930					3000	0	0			0	31389	0	0	0												
34537	0	100					44548	357949	865831					380000	0	0			0	39431		0	254453										6205		
34555	0	979					4144	0	94021					2425	0	0			0	57930	4	0	0												
34742	0	0					2562	0	28678					25100	0	0			0	2810	0	0	0												
35057	0	1461					1049	0	7763					0	0	0			0	3125		0	0										0		
35301	12502679	814545	655770	183012	288192	14395	528010	38476392	23123472	11642496	141649864	0	127273795	2841584	1557893	1216031	54955	0	0	1918828		3598449	1081931	16628283	11243209	5018636	4723915	3327877	2174115	0	2051453	0	3883	0	
35570	0	0					260234	1550137	2122162					5014565	0	0			25513	0		0	250000										4760		
35646	0	0					34	19915	3914					0	0	0			18575	3914	0	0	0												
35879	0	0					2036	0	42477					45242	0	0			0	13257	0	0	0												
36456	0	0					416	0	23601					5300	0	0			0	10605		0	0										0		
36933	0	0					131	0	15977					0	0	0			0	6615	0	0	0												
37051	0	992					63	0	2479					0	0	0			0	461	0	0	0												
37341	0	0					141	0	8710					5048	0	0			0	5109	6	0	0												
37435	0	0					1197	10135	425239					0	0	0			2775	41789		0	0										0		
37640	0	0					13048	0	809074					285149	1713	1734			0	294533		0	45274										0		
37659	0	0					0	3255	274					0	0	0			3255	0	0	0	0												
37949	0	0					121	0	100664					2600	0	0			0	50837	0	0	6176												
38740	0	0					853	0	23149					15000	0	0			0	4573	0	0	0												
39327	8890	4975					0	37353	42144					0	0	0			10421	6717	0	0	0												
39756	0	6796					714	0	72495					14548	0	0			0	28217	0	0	31502												
40033	0	738					309	8	17514					0	0	0			0	7895	0	0	0												
40499	0	0					26366	44688	209293					519936	0	0			22121	0	0	0	0												
40855	0	0					725	0	16546					10177	0	0			0	14434	0	0	0												
41245	0	1370					46	395	11703					0	0	0			395	8454	0	0	440												
41553	0	0					342	16438	41568					0	0	0			16438	0	0	0	0												
41629	0	3525					553	0	13974					5875	0	0			0	2161	0	0	0												
41825	0	1986					325	0	47967					0	0	0			0	13222	0	0	0												
41937	0	0					57	0	20505					0	0	0			0	9608	0	0	176												
41955	0	0					197	0	6536					2665	0	0			0	971	0	0	0												
42037	0	0					0	0	11833					0	0	0			0	6165	0	0	0												
42354	0	0					98	0	62089					0	0	0			0	13217		0	0										0		
42372	0	0					1308	0	20559					23000	0	0			0	10903	0	0	0												
42420	0	0					32126	393855	908741					579768	0	0			42332	27206		0	145823										0		
42448	0	0					11353	0	119319					151500	0	0			0	96317	539	0	0												
42457	0	0					881	6679	7985					5500	0	0			6598	0	1889	0	0												
43052	0	0					278	0	20887					1500	0	0			0	10775	0	0	0												
43351	0	0					0	0	12105					9900	0	0			0	5861	0	0	0												
43856	0	0					810	3501	19139					0	0	0			3501	9739	0	0	0												
43959	0	0					153	0	118942					0	0	0			0	38065	0	0	0												
44040	0	0					1603	0	101597					0	0	0			0	40832	0	0	0												
44433	0	0					3186	0	64802					42000	0	0			0	4001		0	5										0		
44741	0	0					1643	0	95121					18000	0	0			0	47962	99	0	17883												
44750	0	0					1111	0	21446					0	0	0			0	8179	0	0	0												
44929	0	18451					1237	0	32710					0	0	0			0	7523		0	0										0		
45038	0	0					106	520	48705					0	0	0			520	19436	0	0	7870												
45047	0	0					546	0	6059					0	0	0			0	0		0	0										0		
45056	0	0					204	6984	6225					0	0	0			6984	0	0	0	0												
45430	0	0					664	10711	22217					136	0	0			10711	0	0	0	0												
45458	0	0					853	0	25722					12505	0	0			0	6064	1581	0	0												
45551	0	11868					2683	0	104323					10000	0	0			0	15597		0	0										0		
45560	0	0					12176	161058	293492					50013	0	0			15537	51629	3801	0	0												
45775	0	0					519	4442	8606					10000	0	0			400	2216		0	0										0		
46053	0	0					2551	0	43920					0	0	0			0	15369	0	0	0												
46941	0	0					527	2102	18813					5211	0	0			2102	4022	0	0	0												
47247	0	0					3195	0	37866					70100	133	0			0	18776		0	0												
47256	0	0					49	0	0					0	0	0			0	0	0	0	0												
47452	0	8493					36	0	9395					3192	0	0			0	390	0	0	0												
47500	0	0					2672	0	65651					35500	0	0			0	36916	19851	0	0												
48057	0	12718					361	0	36248					6500	0	0			0	11645	0	0	0												
48150	0	295					247	0	3212					0	0	0			0	1034	6	0	0												
48374	0	2983					10102	0	22414					113000	0	0			0	893	121	0	621												
48440	0	0					159	920	32230					0	0	0			920	10964	0	0	0												
49054	0	0					1341	0	15316					9564	0	0			0	1553	0	0	0												
49148	0	0					207	0	41645					0	0	0			0	11061		0	0										0		
49241	0	0					6820	52708	42194					15270	0	0			21817	9995	0	0	0												
49652	0	0					669	0	35199					11188	0	0			0	24528	0	0	0												
49858	0	0					995	0	10569					0	0	0			0	4481	0	0	0												
49951	0	0					302	0	996					0	0	0			0	0	0	0	0												
50144	0	0					346	46351	0					0	0	0			14312	0	0	0	0												
50461	0	0					0	0	0					0	0	0			0	0		0	0										0		
50872	0	11998					2898	0	17550					33237	0	0			0	2458	0	0	0												
51253	0	0					1326	0	1938					20535	0	0			0	1895	0	0	0												
51356	0	0					0	0	6935					0	0	0			0	0		0	0										0		
51459	0	11812					1958	0	118881					0	0	0			0	28969	0	0	0												
51842	0	0					283	0	18518					6000	0	0			0	18256	12	0	0												
52719	0	0					6402	0	0					0	0	0			0	0	0	0	0												
52951	0	0					593	0	35639					783	0	0			0	15224		0	0										0		
53051	0	0					5	25196	0					0	0	0			1617	0	0	0	0												
53752	0	1493					47	1489	32347					0	0	0			451	6220	0	0	0												
54049	0	0					217	0	8822					2000	0	0			0	3746	0	0	0												
54058	0	0					468	0	75794					8633	0	0			0	22001	0	0	0												
54441	0	0					468	0	10529					10400	0	0			0	4904		0	1368										0		
54656	0	4783					3090	0	684378					0	0	0			0	431126	0	0	0												
54973	0	4948					77584	141875	1388533					45000	0	0			0	23636	0	0	65040												
55336	0	9944					1998	0	47819					0	0	0			0	13962		0	0										0		
55635	0	5956					222	0	10921					3470	0	0			0	0	0	0	0												
55653	0	0					182	0	34785					0	0	0			0	9716	0	0	4405												
55970	0	11844					536	0	40344					1600	0	0			0	0	0	0	0												
56258	0	0					262	0	55468					0	0	0			0	16938		0	0										0		
56351	0	0					9118	0	508919					1290	0	0			0	206265	0	0	7528												
56548	0	0					1377	0	51230					14000	0	0			0	13669	34	0	0												
56557	0	0					5218	14328	90222					0	3216	3379			0	0		0	31951										0		
56717	0	0					3288	0	116947					53721	0	0			0	34970	0	0	20355												
57040	0	496					222	0	17479					0	0	0			0	12905	0	0	0												
57451	0	42694					367	0	221482					5000	0	0			0	67005	0	0	6485												
58225	0	18735					625	0	54115					2000	0	0			0	15967	0	0	52												
58243	0	0					24290	355309	202732					32424	0	0			9063	21234	5035	0	7674												
58355	0	0					65	0	0					0	0	0			0	0	0	0	0												
58551	0	0					0	0	49146					0	0	0			0	29292	0	0	0												
58636	0	0					1441	55	65477					18625	0	0			0	27388	0	0	0												
58757	0	0					1795	0	23091					17156	0	0			0	3470	2	0	0												
58971	0	106921					7541	558192	1030060					0	0	0			2350	5339		0	259857										0		
59316	0	0					3926	0	243277					67873	0	0			0	97613		0	37457										0		
59352	0	499					118	0	149021					0	0	0			0	69208		0	0										0		
59370	0	1978					618	2356	17865					6000	0	0			0	4181	17	0	0												
59754	0	0					270	200	2733					500	0	0			200	2733	0	0	0												
60143	0	2727001	129	0	0	0	675777	129	12044833	84395	70152788	0	62866181	4463204	55998	322162			0	0		0	1566	0	1274854	0	8042978			0	0	0	42448	0	
60330	0	0					1775	0	51016					18209	0	0			0	7655	0	0	0												
60545	0	0					1449	0	69152					26200	0	0			0	29159	0	0	0												
60554	0	0					217	0	6425					1432	0	0			0	5655	0	0	0												
60648	0	2976					764	3278	60670					0	0	0			3278	2245		0	0										0		
61122	0	0					5394	94010	123649					95000	0	0			11920	19882		0	37706												
61355	0	35636					2196	334	104682					0	0	0			334	20820	0	0	9009												
61476	0	0					2680	70	15805					42129	0	0			0	2713	0	0	0												
61757	0	0					1302	2259	36846					0	0	0			1942	6553	0	0	0												
61832	0	0					1202	0	109012					430	0	0			0	62569	0	0	0												
61953	0	0					246	3951	28491					0	0	0			3043	14428	0	0	0												
62044	0	0					401	0	3668					352	0	0			0	317	0	0	0												
62110	100	0					126	100	11877					0	0	0			0	0	11877	0	0												
62147	0	0					102	0	19600					1000	0	0			0	11166	0	0	0												
62772	0	0					2988	0	42945					58904	0	0			0	22745	0	0	0												
63050	0	4995					25	0	67841					0	0	0			0	36370		0	0										0		
63069	0	99336	0	0	0	0	134220	4158635	5747154	0	50703918	0	46149986	3396137	85092	53522	831054	1565	816836	8884		200000	0	561446	27806	1949299	5609563	0	0	0	0	0	28487	0	
63201	0	0					127	6472	50846					0	0	0			3972	15125		0	0										0		
63573	0	0					4875	0	63201					35370	0	0			0	0	0	0	0												
63733	0	0					3332	0	235839					89692	0	0			0	113926	94	0	0												
63742	0	985					283	0	16465					5982	0	0			0	10359	0	0	0												
63751	0	0					55	0	1307					852	0	0			0	0	0	0	0												
64150	0	0					979	8835	63488					1543	0	0			8835	26945	3681	0	0												
64552	0	0					577	0	23470					0	0	0			0	3883	0	0	0												
64730	0	1984					170	0	68643					0	0	0			0	1721	0	0	0												
65205	0	0					2631	39829	154114					0	0	0			0	2638	21080	0	0												
65513	0	0	0	0	0	0	375	104826	1069	0	311892	0	257985	25700					0	1069	0	0	0	0	0	0	0	52934		51892	0				
65559	0	60322					1	0	253903					0	0	0			0	37509		0	0												
65746	0	0					8354	0	55549					46414	0	0			0	795		0	3500										0		
65858	0	5962					735	0	314497					10025	0	0			0	51819	0	0	0												
66154	0	0					1085	0	20123					6332	0	0			0	8884	0	0	0												
66275	0	0					200	0	27430					0	0	0			0	8575		0	0										0		
66677	0	0					2583	0	630					28580	0	0			0	0		0	0										0		
67142	0	0					810	0	52112					16000	0	0			0	47890	0	0	0												
67151	0	0					1799	6929	157146					34261	0	0			0	70989	0	0	0												
67209	0	0					4237	0	141349					70064	0	0			0	9694	13273	0	1504												
67254	0	0					0	0	109					0	0	0			0	0	0	0	0												
67656	0	0					865	22664	107465					0	0	0			8274	51168	0	0	0												
67870	0	0					379	0	27114					2992	0	0			0	0	0	0	0												
68448	0	0					804	0	18229					0	0	0			0	16899	0	0	0												
68671	0	0					322	0	0					0	0	0			0	0	0	0	0												
68756	0	0					1603	10000	62033					0	0	0			0	21758	0	0	0												
68831	0	0					378	178	29074					0	0	0			0	13260	0	0	0												
68840	0	0					1444	0	35392					13500	0	0			0	25704	0	0	10												
69333	0	0					4171	138021	142493					0	0	0			65125	30771		0	22960										0		
69678	0	26787					1320	1306	140479					0	0	0			1306	107720		0	14257										28		
70058	0	0					916	0	51575					3274	0	0			0	17960	0	0	0												
70218	0	0					332	0	1974					5000	0	0			0	0	0	0	0												
70414	0	0					3622	1848	142921					3175	0	0			899	54446	0	0	0												
70638	0	0					1289	0	32998					13504	0	0			0	29906	0	0	0												
70955	0	0					0	0	0					0	0	0			0	0	0	0	0												
71073	0	0					1327	1003	42653					29142	0	0			0	17210	0	0	0												
71318	0	0					5616	62026	96643					36240	0	0			37878	1850	0	0	0												
71457	0	26584					2119	359	77336					11693	0	0			359	23907	0	0	26305												
71859	0	0					64	0	3368					0	0	0			0	1000	0	0	0												
72258	0	0					0	0	332614					0	0	0			0	35449	0	0	0												
72351	0	0					38	0	29149					0	0	0			0	12112	0	0	0												
72454	0	0					269	16862	0					3000	0	0			16862	0	0	0	0												
72678	0	0					5230	495	270482					19832	0	0			0	0	58	0	0												
73116	0	0					894	0	107506					14000	0	0			0	11464	0	0	0												
73152	0	0					252	0	61772					1000	0	0			0	24497	0	0	0												
73554	0	249					1028	3508	10841					21215	0	0			3508	0	0	0	0												
73956	0	0					298	414	31412					4144	0	0			414	7156	0	0	0												
74056	0	6905					247	0	24996					3496	0	0			0	1082	0	0	0												
74140	0	0					17259	0	494833					300000	0	0			0	190178		0	40299										0		
74403	0	1972					4332	0	87826					74820	0	0			0	0		0	68348										0		
74449	5561	0					25	5561	0					0	0	0			0	0	0	0	0												
75053	0	0					861	32837	138942					10000	0	0			0	36666	0	0	0												
75259	0	0					906	0	0					10000	0	0			0	0		0	0										0		
75446	0	0					2607	1000	164050					35316	0	0			0	84589	0	0	0												
75455	0	11945					0	0	14082					3	0	0			0	501		0	0										0		
75558	0	0					1308	0	6099					13000	0	0			0	182	0	0	0												
75633								0	0	0		0			0	0	0	0										0	0			0	0	0	
75651	0	0					300	0	10165					0	0	0			0	4085	3775	0	0												
76153	0	0					363	1425	0					2000	0	0			677	0	0	0	0												
76443	0	0					1373	0	26495					1673	0	0			0	8660	0	0	0												
76854	0	0					878	0	26191					19500	0	0			0	25995	0	0	0												
77150	0	0					352	641	5211					7169	0	0			641	0	0	0	0												
77253	0	0					1252	2959	55634					0	0	0			1048	43382	0	0	0												
77422	0	0					858	0	14650					10000	0	0			0	0	0	0	0												
77851	0	0					11322	68934	184678					30205	0	0			68934	22507	0	0	9682												
78157	1251	0					100	6762	0					0	0	0			0	0	0	0	0												
78241	0	0					48	0	13922					0	0	0			0	4630	0	0	0												
78559	0	0					270	0	9872					750	0	0			0	1595	0	0	0												
79042	0	0					183	0	88808					2572	0	0			0	12518		0	47823										0		
79127	0	1975					270	0	12136					598	0	0			0	3959	0	0	0												
79145	0	0					1018	0	15907					26839	0	0			0	8365	0	0	0												
79257	0	0					0	105	894					0	0	0			105	0	0	0	0												
79855	0	10385					199	1119	22996					0	0	0			1119	1096	0	0	195												
80150	0	0					448	0	112444					113	0	0			0	44594	0	0	0												
80374	0	8867					1768	0	27876					0	0	0			0	6600	3	0	0												
80431	0	0					519	0	15467					0	0	0			0	2848		0	0										0		
80552	0	0					6	0	6889					0	0	0			0	131	0	0	0												
81175	0	0					237	279	1249					981	0	0			200	0	0	0	0												
81429	0	0					182	1000	38205					0	0	0			0	17924	0	0	0												
82033	0	0					707	0	49649					6000	0	0			0	7443	0	0	0												
82257	0	1241					103	0	4139					0	0	0			0	1164	0	0	0												
82350	0	0					195	12	13247					62	0	0			0	2164	0	0	0												
82659	0	0					314	0	9890					1198	0	0			0	700	0	0	0												
83151	0	6947					370	0	16694					0	0	0			0	1216	0	0	0												
83236	25986	12696					0	25986	12696					0	0	0			0	0	0	0	0												
83375	0	0					3985	0	282191					40951	688	0			0	195631		0	0										1474		
83638	0	0					70189	85188	1586051					1166000	0	0			0	156985	23110	0	0												
83834	0	0					888	0	35638					789	0	0			0	17141	0	0	0												
83852	0	802					48	0	16657					0	0	0			0	5486	0	0	0												
83955	0	0					172	621	3394					1571	0	0			621	1425	0	0	0												
84046	0	0					301	0	36086					5841	0	0			0	19004	0	0	0												
84541	0	0					4450	60531	65595					52731	0	0			60031	0	0	0	856												
84804	0	0					108	0	26042					0	0	0			0	11552	0	0	0												
85052	0	0					884	0	116789					0	0	0			0	17339		0	0										0		
85258	0	24422					1038	10027	45485					20000	0	0			10027	0		0	0										0		
85454	0	0					0	0	16545					0	0	0			0	15446	0	0	0												
85472	0	985					57278	845810	100717					479167	0	0			123978	0		0	61760										18669		
85931	0	0					1565	19167	35376					5000	0	0			19167	10348	0	0	0												
86349	0	0					691	0	59055					45	0	0			0	4442	0	0	0												
86554	0	0					218	0	25034					250	0	0			0	8422	0	0	0												
86675	0	0					875	0	155330					0	0	0			0	0		0	0												
87047	0	0					487	0	49446					0	0	0			0	35442		0	0										0		
87159	0	6953					280	7765	71271					0	0	0			3765	23031	0	0	0												
87234	0	0					1584	0	117098					12000	0	0			0	31719	0	0	27790												
87476	0	0					3145	0	11014					20900	0	0			0	0	0	0	0												
87579	0	0					4488	35378	9419					85516	0	0			0	0	9419	0	0												
88231	1797	4591					1383	22875	10792					21244	0	0			18483	6201	0	0	0												
88240	0	0					87	0	30624					0	0	0			0	29112		0	5655										0		
88259	0	997					286	0	7413					2393	0	0			0	1915	0	0	0												
88352	0	0					0	0	39814					0	0	0			0	10008	0	0	0												
88455	0	0					2146	8632	53874					31053	0	0			7791	33760	0	0	0												
88950	0	0					671	0	5303					11800	0	0			0	1124	0	0	0												
89032	0	7996					1010	6993	42973					0	0	0			6129	0		0	0										0		
89135	0	0					80	0	12091					0	0	0			0	3108	0	0	0												
89854	0	0					773	0	3386					6039	0	0			0	0	0	0	0												
89957	0	0					185	0	3934					0	0	0			0	0	0	0	0												
