"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	TOTAL DEPOSITS	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	TOTAL DEPOSITS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	AUDIT INDICATOR	FISCAL YEAR END	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	FEDERAL FNDS SOLD IN DOMESTIC OFFICS	SECURS PURCHSD UDR AGRMNTS TO RESELL	FEDERAL FNDS PURCD IN DOMESTIC OFFCS	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	
37																																							0	12249	0	0	34865	0	477	270	873	84288	65579	456	66035	0	1090	0	0	0	18253	1200	84288	0	0	12587	0	0	3500	0	14245	51334			0	36644	35554	966	0	0	0	0	18253	
242																																							2093	937	0	0	9674	0	278	0	519	35284	26157	25	30479	0	168	0	4297	0	4805	120	35284	0	0	4161	0	0	120	0	6234	19923			0	21298	21130	404	653	0	0	0	4805	
279																																							4211	2941	46	46024	10549	264	6125	47	2634	151777	113204	644	126998	0	625	0	13150	0	24779	1	151777	0	0	24320	0	0	0	0	7842	105362			0	78021	77396	458	1540	0	0	0	24779	
354																																							249	959	0	0	6100	0	26	0	145	11297	9242	4	10211	0	165	0	0	0	1085	25	11296	0	0	512	0	0	500	0	2917	6325			0	3983	3818	48	0	0	965	0	1085	
457																																							1219	991	0	170	461	0	117	46	1273	38783	32491	44	35359	0	437	0	2500	0	3424	60	38783	0	0	624	0	0	2740	0	4960	27531			0	34943	34506	0	0	0	324	0	3424	
505																																							56178	916	172	0	69546	0	10741	98	13537	390811	311356	2962	359818	52	4230	1595	45500	0	30941	6480	390811	0	0	15256	0	0	10653	916	45437	265919			0	241342	237112	-1448	0	0	0	0	30993	
1155																																							42620	4679	0	105	25142	0	4126	4777	6577	216222	183371	1709	196304	0	2638	0	0	0	19918	1600	216222	0	0	12755	0	0	4900	950	22060	161311			0	129884	127246	663	0	0	0	11224	19918	
1351																																							0	8571	0	76743	4616	0	1027	198	1765	162428	142632	539	143171	0	1488	0	0	0	19257	240	162428	0	0	18368	0	0	530	0	14830	127802			0	70711	69223	119	285	0	0	0	19257	
1454																																							93721	18434	0	0	248716	0	4643	0	10426	607931	544058	1275	545333	0	3072	0	0	0	62598	1000	607931	0	0	54546	0	0	1214	1360	156854	387204			0	233703	230631	5838	0	0	0	0	62598	
