"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFD3368	RCFD3632	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCON3368	RCON3632	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWP793	RCOWP870	
418436																																																											2883	80	80	13.17%	33.33%	32.41%	2803	8649	21287	0	0	720	32.41%	1	0	2803	0	0	0	0	0	0	0	0		0	0	2803	0	0	0	0	0	0	2803	0	0	0	0	0	0	0	0	0	80	0	0	0	0	21287	2083									
418856																																																											4257	240	240	10.40%	22.17%	20.92%	4017	19203	38638	43	0	500	20.92%	1	0	4060	0	0	0	43	0	0	0	0		0	0	4017	0	0	0	0	0	0	4017	0	0	0	0	0	0	0	0	0	240	0	0	0	0	38638	3517									
419255																																																											12296	1009	1009	8.43%	14.34%	13.16%	11287	85746	133919	239	0	1252	13.16%	1	0	11526	0	0	0	239	0	0	0	0		0	0	11287	0	0	0	0	0	0	11287	0	0	0	0	0	0	0	0	0	1009	0	0	0	0	133919	10035									
419406																																																											360157	29542	29542	10.17%	15.25%	14.00%	330615	2361255	3250280	710	959	1	14.00%	1	0	354605	22906	125	0	786	249	-345	269	0		0	0	330615	0	0	0	0	0	0	330615	0	0	0	0	0	0	0	0	0	29542	0	23031	0	0	3274270	353894									
419460																																																											17209	758	758	10.02%	20.64%	19.73%	16451	83393	164192	-374	0	6615	19.73%	1	0	16476	0	0	160	-374	0	0	0	0		0	0	16690	0	0	0	0	239	239	16451	0	0	0	0	239	0	0	0	0	758	0	399	0	0	164591	10235									
419675																																																											58898	4305	4326	10.17%	16.38%	15.18%	54572	359606	536610	-1544	0	9750	15.18%	1	0	57908	0	0	1952	-1544	0	0	0	0		0	0	57500	0	0	0	0	2928	2928	54572	0	0	0	0	2928	0	0	0	0	4326	0	4880	21	0	541490	49702									
419947																																																											5985	290	290	14.81%	21.74%	20.69%	5695	27530	38461	33	0	1325	20.69%	1	0	5728	0	0	0	33	0	0	0	0		0	0	5695	0	0	0	0	0	0	5695	0	0	0	0	0	0	0	0	0	290	0	0	0	0	38461	4370									
420578																																																											46749	1623	1623	20.04%	36.18%	34.92%	45126	129229	225232	-5	0	0	34.92%	1	0	45121	0	0	0	-5	0	0	0	0		0	0	45126	0	0	0	0	0	0	45126	0	0	0	0	0	0	0	0	0	1623	0	0	0	0	225232	45126									
420644																																																											32955	2464	2464	11.94%	16.84%	15.58%	30491	195662	255333	-16	0	13868	15.58%	1	0	33428	2677	276	0	-16	0	0	0	0		0	0	30491	0	0	0	0	0	0	30491	0	0	0	0	0	0	0	0	0	2464	0	2953	0	0	258286	19576									
420653																																																											9795	934	934	8.31%	11.17%	10.10%	8861	87718	106613	165	0	1400	10.10%	1	0	9258	0	0	0	281	116	0	0	0		0	0	8861	0	0	0	0	0	0	8861	0	0	0	0	0	0	0	0	0	934	0	0	0	0	106613	7693									
420877																																																											8652	488	488	8.99%	22.24%	20.98%	8164	38910	90814	-13	0	1745	20.98%	1	0	8151	0	0	0	-13	0	0	0	0		0	0	8164	0	0	0	0	0	0	8164	0	0	0	0	0	0	0	0	0	488	0	0	0	0	90814	6419									
421445																																																											16076	757	757	11.11%	16.47%	15.69%	15319	97634	137834	-321	0	4670	15.69%	1	0	15236	238	0	0	-321	0	0	0	0		0	0	15319	0	0	0	0	0	0	15319	0	0	0	0	0	0	0	0	0	757	0	238	0	0	138072	10887									
421539																																																											13100	696	696	8.97%	12.08%	11.43%	12404	108477	138297	-209	0	11469	11.43%	1	0	12282	0	87	0	-209	0	0	0	0		0	0	12404	0	0	0	0	0	0	12404	0	0	0	0	0	0	0	0	0	696	0	87	0	0	138384	1022									
422059																																																											5238	426	426	9.29%	15.41%	14.16%	4812	33990	51806	-75	0	4275	14.16%	1	0	5435	698	0	0	-75	0	0	0	0		0	0	4812	0	0	0	0	0	0	4812	0	0	0	0	0	0	0	0	0	426	0	698	0	0	52504	1235									
422116																																																											7658	599	599	10.26%	16.02%	14.76%	7059	47815	68807	-17	0	1351	14.76%	1	0	7076	0	0	0	17	0	0	0	0		0	0	7059	0	0	0	0	0	0	7059	0	0	0	0	0	0	0	0	0	599	0	0	0	0	68807	5742									
422433																																																											148316	9415	9415	9.74%	13.86%	12.98%	138901	1070401	1426556	-901	0	94887	12.98%	1	0	140518	1999	519	0	-865	0	0	0	-36		0	0	138901	0	0	0	0	0	0	138901	0	0	0	0	0	0	0	0	0	9415	0	2518	0	0	1429074	46532									
422657																																																											8741	842	842	7.43%	11.74%	10.61%	7899	74438	106246	-9	0	3400	10.61%	1	0	7890	0	0	0	-9	0	0	0	0		0	0	7899	0	0	0	0	0	0	7899	0	0	0	0	0	0	0	0	0	842	0	0	0	0	106246	4499									
423159																																																											24696	1453	1453	10.55%	21.41%	20.15%	23243	115331	220357	5	0	2952	20.15%	1	0	23248	0	0	0	5	0	0	0	0		0	0	23243	0	0	0	0	0	0	23243	0	0	0	0	0	0	0	0	0	1453	0	0	0	0	220357	20291									
423449																																																											52089	4843	4843	9.69%	11.90%	10.79%	47246	437705	487677	-81	0	16502	10.79%	1	0	47165	0	0	0	-81	0	0	0	0		0	0	47246	0	0	0	0	0	0	47246	0	0	0	0	0	0	0	0	0	4843	0	0	0	0	487677	30744									
423458																																																											198189	14972	14972	11.04%	12.30%	11.37%	183217	1611854	1659243	-316	0	175707	11.37%	1	0	220248	37227	120	0	-316	0	0	0	0		0	0	183217	0	0	0	0	0	0	183217	0	0	0	0	0	0	0	0	0	14972	0	37347	0	0	1696590	44857									
423636																																																											9033	471	471	13.06%	24.04%	22.79%	8562	37575	65546	272	0	1130	22.79%	1	0	8834	0	0	0	272	0	0	0	0		0	0	8562	0	0	0	0	0	0	8562	0	0	0	0	0	0	0	0	0	471	0	0	0	0	65546	7432									
423739																																																											60788	5585	5585	10.36%	13.69%	12.43%	55203	444192	532727	429	0	11800	12.43%	1	0	57657	1849	176	0	429	0	0	0	0		0	0	55203	0	0	0	0	0	0	55203	0	0	0	0	0	0	0	0	0	5585	0	2025	0	0	534752	45428									
423841																																																											4699	240	240	13.71%	24.57%	23.32%	4459	19125	32534	23	0	1500	23.32%	1	0	4482	0	0	0	23	0	0	0	0		0	0	4459	0	0	0	0	0	0	4459	0	0	0	0	0	0	0	0	0	240	0	0	0	0	32534	2959									
424156																																																											17684	857	857	13.29%	20.44%	19.45%	16827	86520	126582	111	0	3200	19.45%	1	0	17278	340	0	0	110	1	0	0	0		0	0	16827	0	0	0	0	0	0	16827	0	0	0	0	0	0	0	0	0	857	0	340	0	0	126922	13967									
424240																																																											22536	1031	1031	10.01%	16.68%	15.92%	21505	135087	214800	99	0	2000	15.92%	1	0	21604	0	0	0	99	0	0	0	0		0	0	21505	0	0	0	0	0	0	21505	0	0	0	0	0	0	0	0	0	1031	0	0	0	0	214800	19505									
424352																																																											12666	840	840	10.57%	19.03%	17.76%	11826	66572	111845	317	0	5580	17.76%	1	0	12143	0	0	0	317	0	0	0	0		0	0	11826	0	0	0	0	0	0	11826	0	0	0	0	0	0	0	0	0	840	0	0	0	0	111845	6246									
424437																																																											2300	130	130	8.75%	17.58%	16.59%	2170	13082	24789	1	0	550	16.59%	1	0	2170	0	0	0	0	0	0	0	0		0	0	2170	0	0	0	0	0	0	2170	0	0	0	0	0	0	0	0	0	130	0	0	0	0	24789	1619									
424633																																																											9504	641	641	10.93%	18.64%	17.38%	8863	50996	81123	-32	0	2063	17.38%	1	0	8831	0	0	0	-32	0	0	0	0		0	0	8863	0	0	0	0	0	0	8863	0	0	0	0	0	0	0	0	0	641	0	0	0	0	81123	6800									
425050																																																											2972	167	167	10.07%	18.83%	17.78%	2805	15780	27866	103	0	1150	17.78%	1	0	2908	0	0	0	103	0	0	0	0		0	0	2805	0	0	0	0	0	0	2805	0	0	0	0	0	0	0	0	0	167	0	0	0	0	27866	1655									
425108																																																											38561	2716	2754	11.16%	17.79%	16.52%	35807	216751	320811	-1887	0	2280	16.52%	1	0	33920	0	0	0	94	0	0	-1981	0		0	0	35807	0	0	0	0	0	0	35807	0	0	0	0	0	0	0	0	0	2754	0	0	38	0	320811	33527									
425818																																																											36370	2106	2106	12.31%	21.74%	20.48%	34264	167311	278302	-83	0	8590	20.48%	1	0	34231	50	0	0	-83	0	0	0	0		0	0	34264	0	0	0	0	0	0	34264	0	0	0	0	0	0	0	0	0	2106	0	50	0	0	278352	25724									
425845																																																											11999	1281	1281	9.25%	10.45%	9.33%	10718	114866	115915	0	0	2100	9.33%	1	0	10718	0	0	0	0	0	0	0	0		0	0	10718	0	0	0	0	0	0	10718	0	0	0	0	0	0	0	0	0	1281	0	0	0	0	115915	8618									
425911																																																											101791	7533	7533	10.67%	15.78%	14.61%	94258	644945	883553	-264	0	5031	14.61%	1	0	93994	0	0	0	-264	0	0	0	0		0	0	94258	0	0	0	0	0	0	94258	0	0	0	0	0	0	0	0	0	7533	0	0	0	0	883553	89227									
426057																																																											6345	466	466	11.39%	16.79%	15.56%	5879	37794	51631	0	0	4642	15.56%	1	0	5879	0	0	0	0	0	0	0	0		0	0	5879	0	0	0	0	0	0	5879	0	0	0	0	0	0	0	0	0	466	0	0	0	0	51631	1237									
426141																																																											4620	108	108	15.20%	31.46%	30.73%	4512	14685	29691	-13	0	1000	30.73%	1	0	4499	0	0	0	-13	0	0	0	0		0	0	4512	0	0	0	0	0	0	4512	0	0	0	0	0	0	0	0	0	108	0	0	0	0	29691	3512									
426534																																																											243072	15997	15997	9.17%	12.70%	11.86%	227075	1913950	2475988	6743	0	72500	11.86%	1	0	248994	12406	2730	0	4423	20	969	0	1371		0	0	227075	0	0	0	0	0	0	227075	0	0	0	0	0	0	0	0	0	15997	0	15136	0	0	2491124	169751									
426758																																																											9432	498	498	9.42%	17.77%	16.83%	8934	53073	94841	29	0	400	16.83%	1	0	8963	0	0	0	29	0	0	0	0		0	0	8934	0	0	0	0	0	0	8934	0	0	0	0	0	0	0	0	0	498	0	0	0	0	94841	8534									
426945																																																											10630	1116	1116	8.95%	11.93%	10.68%	9514	89083	106354	-33	0	3399	10.68%	1	0	9580	0	66	0	0	0	0	0	0		0	0	9514	0	0	0	0	0	0	9514	0	0	0	0	0	0	0	0	0	1116	0	66	0	0	106420	6214									
427241																																																											35087	2318	2318	9.88%	18.94%	17.68%	32769	185298	331546	99	0	17288	17.68%	1	0	34326	1458	0	0	99	0	0	0	0		0	0	32769	0	0	0	0	0	0	32769	0	0	0	0	0	0	0	0	0	2318	0	1458	0	0	333004	16939									
427353																																																											47369	5147	5147	8.33%	10.64%	9.48%	42222	445257	507025	564	0	38048	9.48%	1	0	57622	14815	21	0	564	0	0	0	0		0	0	42222	0	0	0	0	0	0	42222	0	0	0	0	0	0	0	0	0	5147	0	14836	0	0	521861	19010									
427858																																																											9469	637	637	8.53%	18.83%	17.56%	8832	50285	103590	-117	0	8125	17.56%	1	0	9553	0	0	316	-117	49	0	0	0		0	0	9305	0	0	0	0	473	473	8832	0	0	0	0	473	0	0	0	0	637	0	788	0	0	104378	1545									
427960																																																											7404	488	488	7.40%	16.29%	15.22%	6916	45438	93479	-12	0	1777	15.22%	1	0	6904	0	0	0	-12	0	0	0	0		0	0	6916	0	0	0	0	0	0	6916	0	0	0	0	0	0	0	0	0	488	0	0	0	0	93479	5139									
428060																																																											72269	7178	7178	8.37%	12.59%	11.34%	65091	574202	777570	-139	0	9959	11.34%	1	0	64952	0	0	0	-139	0	0	0	0		0	0	65091	0	0	0	0	0	0	65091	0	0	0	0	0	0	0	0	0	7178	0	0	0	0	777570	55132									
428462																																																											22696	1543	1551	10.02%	17.62%	16.42%	21145	128784	210989	-194	0	7075	16.42%	1	0	21769	222	0	238	-194	0	0	0	0		0	0	21503	0	0	0	0	358	358	21145	0	0	0	0	358	0	0	0	0	1551	0	818	8	0	211807	14888									
428471																																																											11133	143	143	15.77%	32.91%	32.49%	10990	33824	69695	0	0	0	32.49%	1	0	11038	0	12	0	0	0	0	0	0		0	0	11026	0	0	0	0	36	36	10990	0	0	0	0	36	0	0	0	0	143	0	48	0	0	69743	11038									
428547																																																											79024	3676	3676	9.43%	10.85%	10.35%	75348	728121	798843	-14	0	71049	10.35%	1	0	85586	10073	144	0	287	35	-23	0	-278		0	0	75348	0	0	0	0	0	0	75348	0	0	0	0	0	0	2500	0	0	6176	2500	10217	0	0	809060	14551									
428631																																																											28593	2159	2159	10.56%	15.34%	14.18%	26434	186364	250373	753	0	22238	14.18%	1	0	29307	1794	326	0	753	0	0	0	0		0	0	26434	0	0	0	0	0	0	26434	0	0	0	0	0	0	0	0	0	2159	0	2120	0	0	252493	6316									
428855																																																											18336	1004	1004	12.80%	18.73%	17.70%	17332	97909	135413	93	0	300	17.70%	1	0	17425	0	0	0	93	0	0	0	0		0	0	17332	0	0	0	0	0	0	17332	0	0	0	0	0	0	0	0	0	1004	0	0	0	0	135413	17032									
429021																																																											56141	4370	4370	11.47%	16.14%	14.89%	51771	347801	451283	36	0	7113	14.89%	1	0	51807	0	0	0	36	0	0	0	0		0	0	51771	0	0	0	0	0	0	51771	0	0	0	0	0	0	0	0	0	4370	0	0	0	0	451283	44658									
429487																																																											57677	4636	4636	10.19%	12.72%	11.70%	53041	453345	520307	164	0	19563	11.70%	1	0	53483	0	194	0	248	0	0	0	0		0	0	53041	0	0	0	0	0	0	53041	0	0	0	0	0	0	0	0	0	4636	0	194	0	0	520501	33756									
430036																																																											30125	2119	2119	10.47%	15.86%	14.75%	28006	189918	267511	356	0	2813	14.75%	1	0	28362	0	0	0	356	0	0	0	0		0	0	28006	0	0	0	0	0	0	28006	0	0	0	0	0	0	0	0	0	2119	0	0	0	0	267511	25193									
430054																																																											12179	993	993	9.92%	15.34%	14.09%	11186	79407	112731	30	0	8129	14.09%	1	0	11216	0	0	0	30	0	0	0	0		0	0	11186	0	0	0	0	0	0	11186	0	0	0	0	0	0	0	0	0	993	0	0	0	0	112731	3057									
430344																																																											25304	1187	1187	12.54%	23.87%	22.75%	24117	106000	192281	1249	0	2375	22.75%	1	0	25366	0	0	0	1249	0	0	0	0		0	0	24117	0	0	0	0	0	0	24117	0	0	0	0	0	0	0	0	0	1187	0	0	0	0	192281	21742									
431172																																																											322361	17919	17919	11.41%	13.07%	12.35%	304442	2465640	2667088	331	0	262340	12.35%	1	0	359143	50832	1964	630	331	0	0	0	0		0	0	305386	0	0	0	0	944	944	304442	0	0	0	0	944	0	0	0	0	17919	0	54370	0	0	2721458	96472									
431323																																																											11174	789	789	8.84%	14.07%	13.08%	10385	79402	117485	21	0	400	13.08%	1	0	11285	879	0	0	21	0	0	0	0		0	0	10385	0	0	0	0	0	0	10385	0	0	0	0	0	0	0	0	0	789	0	879	0	0	118364	10864									
431350																																																											6275	352	352	10.23%	22.30%	21.05%	5923	28144	57915	75	0	1985	21.05%	1	0	5998	0	0	0	75	0	0	0	0		0	0	5923	0	0	0	0	0	0	5923	0	0	0	0	0	0	0	0	0	352	0	0	0	0	57915	3938									
431846																																																											6522	124	124	16.53%	22.21%	21.78%	6398	29370	38696	0	0	1300	21.78%	1	0	6398	0	0	0	0	0	0	0	0		0	0	6398	0	0	0	0	0	0	6398	0	0	0	0	0	0	0	0	0	124	0	0	0	0	38696	5098									
431958																																																											3110	162	162	9.39%	13.55%	12.84%	2948	22952	31379	0	0	2450	12.84%	1	0	2948	0	0	0	0	0	0	0	0		0	0	2948	0	0	0	0	0	0	2948	0	0	0	0	0	0	0	0	0	162	0	0	0	0	31379	498									
432012																																																											3629	90	90	16.64%	40.18%	39.19%	3539	9031	21269	313	0	1287	39.19%	1	0	3852	0	0	0	313	0	0	0	0		0	0	3539	0	0	0	0	0	0	3539	0	0	0	0	0	0	0	0	0	90	0	0	0	0	21269	2252									
432058																																																											3867	240	240	8.41%	15.84%	14.85%	3627	24418	43139	-86	0	2798	14.85%	1	0	4184	643	0	0	-86	0	0	0	0		0	0	3627	0	0	0	0	0	0	3627	0	0	0	0	0	0	0	0	0	240	0	643	0	0	43782	1472									
432432																																																											27932	1090	1090	14.94%	27.10%	26.04%	26842	103089	179654	-1148	0	2500	26.04%	1	0	26030	0	0	0	-1148	336	0	0	0		0	0	26842	0	0	0	0	0	0	26842	0	0	0	0	0	0	0	0	0	1090	0	0	0	0	179654	24678									
432478																																																											47567	2511	2511	9.76%	13.13%	12.44%	45056	362154	461643	-108	0	52369	12.44%	1	0	56193	9500	240	1505	-108	0	0	0	0		0	0	45056	0	0	0	0	0	0	45056	0	2258	0	2258	2258	0	0	0	0	2511	0	11245	0	0	472888	3932									
433158																																																											8611	138	138	13.57%	31.84%	31.33%	8473	27041	62431	552	0	1250	31.33%	1	0	9025	0	0	0	552	0	0	0	0		0	0	8473	0	0	0	0	0	0	8473	0	0	0	0	0	0	0	0	0	138	0	0	0	0	62431	7223									
433505																																																											100042	6490	10542	11.33%	19.28%	17.25%	89500	518763	789884	5111	3358	4979	17.25%	1	0	94611	0	0	0	8469	0	0	-3358	0		0	0	89500	0	0	0	0	0	0	89500	0	0	0	0	0	0	0	0	0	10542	0	0	4052	0	793242	84521									
433550																																																											29888	1139	1139	14.19%	26.61%	25.60%	28749	112311	202632	1379	0	1971	25.60%	1	0	31410	0	0	513	1379	0	0	0	0		0	0	29518	0	0	0	0	769	769	28749	0	0	0	0	769	0	0	0	0	1139	0	513	0	0	203145	28060									
433608																																																											151300	8294	8294	8.02%	13.71%	12.96%	143006	1103382	1782965	-20132	0	50522	12.96%	1	0	123166	215	78	0	475	0	0	-20608	0		0	0	143006	0	0	0	0	0	0	143006	0	0	0	0	0	0	0	0	0	8294	0	293	0	0	1783258	92776									
433859																																																											10782	479	479	14.23%	28.59%	27.32%	10303	37709	72410	3	0	400	27.32%	1	0	10306	0	0	0	3	0	0	0	0		0	0	10303	0	0	0	0	0	0	10303	0	0	0	0	0	0	0	0	0	479	0	0	0	0	72410	9903									
433943																																																											35656	2352	2352	11.56%	18.98%	17.73%	33304	187859	288009	158	0	3000	17.73%	1	0	33502	0	40	0	158	0	0	0	0		0	0	33304	0	0	0	0	0	0	33304	0	0	0	0	0	0	0	0	0	2352	0	40	0	0	288049	30344									
434203																																																											45843	4617	4617	8.72%	12.44%	11.18%	41226	368637	472552	-571	0	3127	11.18%	1	0	40825	0	0	0	-571	170	0	0	0		0	0	41226	0	0	0	0	0	0	41226	0	0	0	0	0	0	0	0	0	4617	0	0	0	0	472552	38269									
434539																																																											27726	1275	1275	13.75%	22.26%	21.23%	26451	124573	192338	213	0	401	21.23%	1	0	26664	0	0	0	213	0	0	0	0		0	0	26451	0	0	0	0	0	0	26451	0	0	0	0	0	0	0	0	0	1275	0	0	0	0	192338	26050									
435059																																																											17304	1267	1267	9.24%	14.19%	13.15%	16037	121984	173586	202	0	6500	13.15%	1	0	16239	0	0	0	202	0	0	0	0		0	0	16037	0	0	0	0	0	0	16037	0	0	0	0	0	0	0	0	0	1267	0	0	0	0	173586	9537									
435077																																																											224470	6741	6741	8.27%	19.57%	18.98%	217729	1147264	2632536	4081	0	161140	18.98%	1	0	273435	36416	12967	2242	4081	0	0	0	0		0	0	217729	0	0	0	0	0	0	217729	0	0	0	0	3364	0	0	0	0	6741	0	51626	0	0	2684162	108214									
435255																																																											14087	1373	1373	8.75%	10.95%	9.88%	12714	128686	145230	-9	0	11416	9.88%	1	0	13244	0	539	0	-9	0	0	0	0		0	0	12714	0	0	0	0	0	0	12714	0	0	0	0	0	0	0	0	0	1373	0	539	0	0	145769	1837									
435349																																																											117701	9997	10001	10.29%	14.32%	13.11%	107700	821823	1046901	1898	0	68008	13.09%	1	0	124311	14639	199	0	1898	0	0	0	0		0	0	107575	0	0	0	0	0	0	107575	0	0	125	125	0	125	0	0	0	10001	0	14838	4	0	1061739	54405									
435666																																																											4095	169	169	17.62%	30.37%	29.12%	3926	13484	22282	0	0	4987	29.12%	1	0	3926	0	0	0	0	0	0	0	0		0	0	3926	0	0	0	0	0	0	3926	0	0	0	0	0	0	0	0	0	169	0	0	0	0	22282	-1061									
435750																																																											94615	5434	5434	9.18%	17.54%	16.53%	89181	539355	971502	-7118	0	61488	16.53%	1	0	95469	12882	524	0	174	0	0	-7292	0		0	0	89181	0	0	0	0	0	0	89181	0	0	0	0	0	0	0	0	0	5434	0	13406	0	0	984908	41099									
436159																																																											242525	24461	30461	7.70%	11.76%	10.28%	212064	2062905	2754378	2457	6653	191431	10.28%	1	0	265631	46875	2678	0	2457	88	0	0	0		0	0	213533	0	1469	0	0	0	1469	212064	0	0	0	0	0	0	6000	0	0	30461	0	51022	0	0	2812053	71743									
436542																																																											38585	2169	2169	13.27%	18.05%	17.03%	36416	213800	274348	1636	0	7000	17.03%	1	0	38052	0	0	0	1636	0	0	0	0		0	0	36416	0	0	0	0	0	0	36416	0	0	0	0	0	0	0	0	0	2169	0	0	0	0	274348	29416									
436739																																																											19175	1989	1989	8.18%	12.08%	10.83%	17186	158672	210104	51	0	9969	10.83%	1	0	17237	0	0	0	51	0	0	0	0		0	0	17186	0	0	0	0	0	0	17186	0	0	0	0	0	0	0	0	0	1989	0	0	0	0	210104	7217									
436953																																																											40327	4129	4129	9.15%	12.25%	11.00%	36198	329134	395583	79	0	8484	11.00%	1	0	37419	1122	20	0	79	0	0	0	0		0	0	36198	0	0	0	0	0	0	36198	0	0	0	0	0	0	0	0	0	4129	0	1142	0	0	396725	28856									
437044																																																											10558	171	171	14.42%	30.09%	29.60%	10387	35088	72027	717	0	1260	29.60%	1	0	11104	0	0	0	717	0	0	0	0		0	0	10387	0	0	0	0	0	0	10387	0	0	0	0	0	0	0	0	0	171	0	0	0	0	72027	9127									
437138																																																											8037	312	312	9.26%	16.79%	16.14%	7725	47856	83443	-30	0	1825	16.14%	1	0	7695	0	0	0	-30	0	0	0	0		0	0	7725	0	0	0	0	0	0	7725	0	0	0	0	0	0	0	0	0	312	0	0	0	0	83443	5900									
437914																																																											618454	37719	37719	10.88%	13.11%	12.31%	580735	4716657	5337545	696	0	351320	12.31%	1	0	666094	78778	3730	862	-1887	0	0	1795	788		0	0	582028	0	0	0	0	1293	1293	580735	0	0	0	0	1293	0	0	0	0	37719	0	84663	0	0	5422208	314078									
438050																																																											7605	392	392	12.13%	14.25%	13.51%	7213	53376	59462	119	0	675	13.51%	1	0	7332	0	0	0	119	0	0	0	0		0	0	7213	0	0	0	0	0	0	7213	0	0	0	0	0	0	0	0	0	392	0	0	0	0	59462	6538									
438434																																																											37032	1136	1136	18.61%	37.30%	36.16%	35896	99279	192937	537	0	1200	36.16%	1	0	36433	0	0	0	537	0	0	0	0		0	0	35896	0	0	0	0	0	0	35896	0	0	0	0	0	0	0	0	0	1136	0	0	0	0	192937	34696									
439132																																																											25175	1780	1780	11.13%	17.86%	16.60%	23395	140968	210196	69	0	9000	16.60%	1	0	24163	695	4	0	69	0	0	0	0		0	0	23395	0	0	0	0	0	0	23395	0	0	0	0	0	0	0	0	0	1780	0	699	0	0	210895	15094									
439338																																																											108068	7921	7921	10.13%	16.08%	14.91%	100147	671858	988354	2222	0	34479	14.91%	1	0	108756	5792	595	0	2222	0	0	0	0		0	0	100147	0	0	0	0	0	0	100147	0	0	0	0	0	0	0	0	0	7921	0	6387	0	0	994741	72055									
439356																																																											78172	3978	3978	10.15%	15.23%	14.46%	74194	513134	731212	-382	0	20229	14.46%	1	0	74490	294	384	0	-382	0	0	0	0		0	0	74194	0	0	0	0	0	0	74194	0	0	0	0	0	0	0	0	0	3978	0	678	0	0	731890	54643									
439404																																																											144255	10016	10016	8.82%	15.53%	14.45%	134239	928948	1522118	827	0	34550	14.45%	1	0	137433	2246	121	0	984	0	0	-157	0		0	0	134239	0	0	0	0	0	0	134239	0	0	0	0	0	0	0	0	0	10016	0	2367	0	0	1524485	102056									
439730																																																											12124	425	425	14.11%	19.16%	18.49%	11699	63265	82937	85	0	1850	18.49%	1	0	11829	0	0	0	130	0	0	0	0		0	0	11699	0	0	0	0	0	0	11699	0	0	0	0	0	0	0	0	0	425	0	0	0	0	82937	9894									
440110																																																											9360	316	316	20.36%	37.13%	35.87%	9044	25211	44415	6	0	185	35.87%	1	0	9050	0	0	0	6	0	0	0	0		0	0	9044	0	0	0	0	0	0	9044	0	0	0	0	0	0	0	0	0	316	0	0	0	0	44415	8859									
440857																																																											3699	234	234	12.38%	20.06%	18.79%	3465	18441	27981	7	0	1480	18.79%	1	0	3472	0	0	0	7	0	0	0	0		0	0	3465	0	0	0	0	0	0	3465	0	0	0	0	0	0	0	0	0	234	0	0	0	0	27981	1985									
440978																																																											5247	177	177	15.01%	37.09%	35.84%	5070	14148	33788	85	0	100	35.84%	1	0	5195	0	0	0	105	20	0	0	0		0	0	5070	0	0	0	0	0	0	5070	0	0	0	0	0	0	0	0	0	177	0	0	0	0	33788	5010									
441050																																																											29572	1429	1429	8.28%	20.51%	19.52%	28143	144165	339872	0	0	225	19.52%	1	0	28143	0	0	0	0	0	0	0	0		0	0	28143	0	0	0	0	0	0	28143	0	0	0	0	0	0	0	0	0	1429	0	0	0	0	339872	27918									
441078																																																											17176	710	710	9.54%	15.15%	14.53%	16466	113341	172540	85	0	2040	14.53%	1	0	16569	0	1	0	85	17	0	0	0		0	0	16466	0	0	0	0	0	0	16466	0	0	0	0	0	0	0	0	0	710	0	1	0	0	172541	14444									
441135																																																											2657	361	361	6.30%	9.23%	7.98%	2296	28784	36425	-67	0	1500	7.98%	1	0	2229	0	0	0	-67	0	0	0	0		0	0	2296	0	0	0	0	0	0	2296	0	0	0	0	0	0	0	0	0	361	0	0	0	0	36425	796									
441256																																																											126222	12769	12803	8.96%	10.79%	9.70%	113419	1169357	1265426	20	0	22434	9.70%	1	0	119599	5775	385	0	20	0	0	0	0		0	0	113419	0	0	0	0	0	0	113419	0	0	0	0	0	0	0	0	0	12803	0	6160	34	0	1271586	97145									
441359																																																											64863	3780	3780	13.78%	21.52%	20.27%	61083	301356	443343	1250	0	3869	20.27%	1	0	62333	0	0	0	1250	0	0	0	0		0	0	61083	0	0	0	0	0	0	61083	0	0	0	0	0	0	0	0	0	3780	0	0	0	0	443343	57214									
441434																																																											49134	3216	3216	12.53%	18.11%	16.93%	45918	271278	366473	851	0	2015	16.93%	1	0	46769	0	0	0	851	0	0	0	0		0	0	45918	0	0	0	0	0	0	45918	0	0	0	0	0	0	0	0	0	3216	0	0	0	0	366473	43903									
