"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC010	RCFDC436	RCFDJ448	RCFDJ449	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC010	RCONC436	RCONJ448	RCONJ449	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	FDIC LOSS-SHARING INDEMINIFICATION A	PREPAID DEPOSIT INSURANCE ASSESSMENT	LIFE INS ASSET GNRL ACCNT	LIFE INS ASSET SEPARATE ACCNT	LIFE INS ASSET HYBRID ACCNT	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	FDIC LOSS-SHARING INDEMINIFICATION A	PREPAID DEPOSIT INSURANCE ASSESSMENT	LIFE INS ASSET GNRL ACCNT	LIFE INS ASSET SEPARATE ACCNT	LIFE INS ASSET HYBRID ACCNT	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	
37																CONF				0	130	0	756	22	53	0	0	0	0	0	573	0	0	0	CONF	0	0	0				
242																CONF				0	242	0	519	5	57	0	0	0	0	0	220	0	0	0	CONF	0	0	0				
279																CONF				2	1235	432	2648	82	208	0	0	0	0	0	693	0	0	0	CONF	80	0	0				
354																CONF				0	0	59	150	0	16	0	0	0	0	0	75	0	0	0	CONF	0	0	0				
457																CONF				0	196	0	1199	0	66	0	0	0	0	0	371	0	0	0	CONF	566	0	0				
505																CONF				0	4583	0	13195	1158	3204	893	0	0	0	0	1238	0	0	0	CONF	4170	0	0	Prepaid pension			
1155																CONF				0	1155	0	6367	68	161	0	0	0	0	0	912	0	0	0	CONF	4139	0	0				
1351																CONF				56	0	0	1788	102	285	0	0	0	0	0	1503	0	0	0	CONF	0	0	0				
1454																CONF				0	1077	0	10332	875	1640	0	0	0	0	0	2762	0	0	0	CONF	4853	0	0				
1557																CONF				0	147	0	1007	57	117	35	0	0	0	0	743	0	0	0	CONF	0	0	0	FDIC ASSESSMENT			
1669																CONF				15	913	18	9573	96	469	0	0	0	0	0	1222	0	0	0	CONF	4878	0	2073				
1829																CONF				0	1602	627	5928	896	2500	0	0	0	0	0	1199	0	0	0	CONF	0	0	0				
1856																CONF				2	1525	0	2048	235	237	0	0	0	0	0	286	0	0	0	CONF	0	0	0				
2040																CONF				0	1546	826	8043	423	1315	0	0	0	0	0	710	0	0	0	CONF	3365	0	281				
2161																CONF				0	811	0	4618	147	176	0	0	0	0	0	875	0	0	0	CONF	2756	0	0				
2376																CONF				0	44919	27501	159881	642	20341	8388	0	0	0	0	9377	0	0	0	CONF	40527	0	17216	Deferred Exp FHLB Penalty			
2554																CONF				0	0	0	138	19	45	13	0	0	0	0	93	0	0	0	CONF	0	0	0	software			
2732																CONF				0	174	1915	4846	152	1337	183	0	0	0	0	1420	0	0	0	CONF	0	0	0	federal income tax rec - current			
2750																CONF				0	551	0	2610	253	321	0	0	0	0	0	810	0	0	0	CONF	928	0	0				
3177																CONF				0	6390	3461	38708	1037	3807	0	0	0	0	0	2520	0	0	0	CONF	11863	0	10667				
3252																CONF				0	323	0	3648	507	1442	691	0	0	0	0	1883	0	0	0	CONF	0	0	0	NP DDA Debits			
3458																CONF				0	187	0	414	34	50	0	0	0	0	0	177	0	0	0	CONF	0	0	0				
3720																CONF				0	333	325	5899	236	482	0	0	0	0	0	920	0	0	0	CONF	1503	0	2336				
3971																CONF				0	2701	3242	29710	0	9490	2719	0	0	0	0	2672	0	0	0	CONF	11605	0	0	Due from parent and affiliates - net			
4156																CONF				0	2035	0	7287	0	587	195	0	0	0	0	1067	0	0	0	CONF	2707	0	891	NOTES RECEIVABLE			
4231																CONF				0	0	74	909	0	215	0	0	0	0	0	620	0	0	0	CONF	0	0	0				
4437																CONF				0	795	418	7432	0	1126	0	0	0	0	0	850	0	0	0	CONF	4243	0	0				
4839																CONF				0	996	0	3296	270	746	419	0	0	0	0	1554	0	0	0	CONF	0	0	0	Accounts receivable			
5005																CONF				0	4425	5446	20206	120	531	169	199	0	0	0	975	0	0	0	CONF	8829	0	0	ACCOUNTS RECEIVABLE	SOFTWARE		
5069																CONF				0	0	676	6428	1100	3437	2131	0	0	0	0	2315	0	0	0	CONF	0	0	0	Accounts Receivable			
5135																CONF				16	1226	1137	11065	178	874	91	28	0	0	0	4096	0	0	0	CONF	3732	0	0	Fifth Third Clearing	Credit Card ADvance Clearing		
5210																CONF				0	5032	1986	48976	0	7476	6514	0	0	0	0	3360	0	0	0	CONF	25881	0	5241	PREPAID PENSION			
5461																CONF				0	1959	0	9805	0	5399	1748	2000	0	0	0	1730	0	0	0	CONF	717	0	0	QZAB	PFRD STOCK-SR HOUSING CRIME PREV FOUNDATION		
5751																CONF				0	624	0	6137	156	401	11	0	0	0	0	1195	0	0	0	CONF	2615	0	1302	Principal Receivable on MBS			
6039																CONF				0	136	269	2348	0	1210	564	508	0	0	0	488	0	0	0	CONF	0	245	0	DUE FROM HOLDING COMPANY	DUE FROM USDA		
6141																CONF				0	0	4	494	53	113	41	0	0	0	0	377	0	0	0	CONF	0	0	0	Prepaid income tax			
6329																CONF				1318	643	4388	15547	569	3230	0	0	0	0	0	2368	0	0	0	CONF	2316	0	2602				
7009																CONF				0	0	404	12682	0	9804	4435	0	0	0	0	2474	0	0	0	CONF	0	0	0	Receivables			
7045																CONF				6	585	0	2159	163	578	0	0	0	0	0	996	0	0	0	CONF	0	0	0				
7072																CONF				0	1234	3630	8617	184	3173	2269	0	0	0	0	580	0	0	0	CONF	0	0	0	Deferred Compensation			
7157																CONF				0	18	0	498	32	185	134	0	0	0	0	295	0	0	0	CONF	0	0	0	lease contracts receivable			
7456																CONF				0	282	0	928	0	258	136	0	0	0	0	388	0	0	0	CONF	0	0	0	Prepaid Health Insurance			
7634																CONF				0	93	0	518	93	153	50	0	0	0	0	272	0	0	0	CONF	0	0	0	BL Late Fees Receivable			
8033																CONF				16	1325	34	3708	51	258	27	135	0	0	0	1044	0	0	0	CONF	1047	0	0	ATM/CHECK CARD SUSPENSE	OTHER ASSETS		
8462																CONF				0	21	0	827	0	198	0	0	0	0	0	608	0	0	0	CONF	0	0	0				
8631																CONF				0	130	118	2614	78	193	0	0	0	0	0	147	0	0	0	CONF	2026	0	0				
