"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4481	RIAD4482	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4653	RIAD4654	RIAD4655	RIAD4662	RIAD4663	RIAD4664	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	CHG-OFF ON LOANS TO DEPOSITORY INST	RECOV ON LOANS TO DEPOSITORY INST	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHRGE-OFFS ON LNS TO U.S. DEP INST	CHRGE-OFFS ON INS TO FOREIGN BANKS	CHARGE-OFFS ON LOANS TO FARMERS	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOV ON LOANS TO U.S. DEPOSITORY IN	RECOVERIES ON LOANS TO FOREIGN BANKS	RECOVERIES ON LOANS TO FARMERS	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	CHARGE-OFFS ALL OTHR LEASE FNC RECVB	1-4 FAM RES CNSTRTN LN CHARGE-OFFS	1-4 FAM RES CNSTRTN LN RECOVERIES	OTHR CNSTRCTN LN & LAND DEV CHARGE-O	OTHR CNSTRCTN LN & LAND DEV RECOVERI	LN SCD BY OWNER-OCCPD NONFARM CHARGE	LN SCD BY OWNER-OCCPD NONFARM RECOVE	LN SCD BY OTHR NONFARM NONRES CHARGE	LN SCD BY OTHR NONFARM NONRES RECOVE	CHG-OFF LEASE TO IND FOR HOME & FAM 	LEASE TO IND FOR HOUSE & OTHR EXP RE	RECOVERIES ALL OTHR LEASE FNC RCVBL	CHRG OFF AUTO LN	RCVRY AUTO LN	CHARGE-OFFS ALL OTHER	RECOVERIES ALL OTHER	
37	0	0	0	0	0	0	0	0	14	0			0	0	120	0	0	0											0	0	0	0			0	0	7	0	60	0			0	1	0	0	0	0	0	0				18	4	42	2	
242	0	0	0	0	0	0	0	0	1	0			0	0	5	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	1	4	0	
279	0	0	0	0	0	0	0	0	58	25			0	0	183	5	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	162	0				0	0	16	33	
354	0	0	0	0	0	0	0	0	13	0			0	2	2	0	0	0						0				2	0	0	0	0			0	5	4	0	0	0			0	0	0	0	0	0	0	0				2	2	0	0	
457	10	0	0	0	0	0	0	0	19	0			0	0	173	100	0	5						5				0	0	0	0	0			0	0	0	0	4	2			0	0	0	0	16	0	8	0				0	2	28	17	
505	0	0	0	0	0	0	0	0	278	202		0	0	0	417	144	0	6		0	0		0	0	0		0	0	0	0	0	0			0	0	33	6	190	68			0	0	0	0	0	0	0	8	0	0		9	23	0	6	
1155	0	0	0	0	0	0	0	0	20	1			0	2	169	0	0	9											0	0	0	0			19	0	0	0	39	0			0	0	0	0	85	13	0	2				5	0	12	2	
1351	36	0	0	0	0	0	0	0	112	60			0	10	861	592	0	89						0				0	0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				71	15	73	27	
1454	0	0	0	0	0	0	0	0	22	7		0	0	7	81	16	0	20		0	0		0	0	0		0	0	0	0	0	0			0	2	0	0	0	0			0	0	0	0	0	0	0	0	0	0		6	0	39	6	
1557	0	0	0	0	0	0	0	0	8	0			0	0	40	36	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				4	8	0	0	
1669	0	0	0	0	0	0	0	0	57	2			0	0	283	73	0	0											0	0	0	0			0	0	14	0	87	0			0	0	0	0	0	0	0	0				59	7	64	34	
1829	0	0	0	0	454	0	0	0	81	0		0	0	0	571	0	0	0		0	0		0	0	0		0	0	0	0	6	0			16	1	0	0	57	0			0	0	0	0	28	78	0	0	0	0		0	1	10	1	
1856	0	0	0	0	200	0	0	0	193	192			0	0	217	1	0	8											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	1	2	0	
2040	0	0	0	0	0	0	0	0	25	7			0	0	116	0	0	0											0	0	0	0			0	0	8	3	22	71			0	0	16	0	0	0	0	4				2	0	5	3	
2161	0	0	0	0	0	0	0	0	16	4			0	5	32	21	0	8						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	0	2	7	
2376	0	0	1226	0	0	0	0	0	51	0		0	0	0	2669	0	0	0		0	0		0	0	0		0	0	0	0	21	0			0	0	2	0	89	0			0	3	592	35	290	10	451	1	0	0		0	0	0	0	
2554	0	0	0	0	0	0	0	0	7	7			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2732	0	0	611	9	0	0	0	0	639	76		0	0	0	3174	591	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	24	0	0	0			0	65	191	12	537	1	1242	450	0	0		2	2	0	0	
2750	0	0	0	0	0	0	0	0	118	7			0	110	0	0	0	0						0				110	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
3177	0	0	0	0	0	0	0	0	13	0		0	0	0	521	0	0	0		0	0		0	0	0		0	0	0	0	93	0			0	0	1	12	374	31			0	0	23	0	0	0	0	0	0	0		0	0	0	0	
3252	50	3	0	0	0	0	0	0	289	90			0	6	1223	112	0	453						453				6	0	0	0	0			0	0	12	0	1	0			0	0	0	0	0	0	0	28				66	17	541	133	
3458	0	0	0	0	0	0	0	0	11	0			0	0	9	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	10				2	0	7	1	
3720	0	0	0	0	0	0	0	0	16	15			0	0	59	0	0	15						0				0	0	0	0	0			0	0	1	0	43	0			0	0	0	0	0	0	0	0				1	0	0	0	
3971	0	37	0	4	36	459	0	0	1658	60		0	0	9	4651	21	0	119		0	0		0	119	0		0	9	0	0	185	37			0	0	741	14	980	71			50	18	713	10	196	77	0	0	0	0		0	0	2280	192	
4156	0	0	0	0	0	0	0	0	121	33			0	20	64	31	0	0						0				20	0	0	0	0			0	0	4	0	0	0			0	0	0	1	0	27	0	0				1	1	32	35	
4231	0	4	0	0	0	0	0	0	32	0			0	0	673	154	0	0											0	0	0	0			0	0	0	0	9	0			0	0	4	0	415	0	0	0				36	20	55	8	
4437	0	0	0	0	0	0	0	0	134	35			0	0	1429	103	0	0											0	0	0	0			0	0	21	0	67	0			0	0	52	63	1147	12	41	0				0	0	19	3	
4839	0	0	493	6	0	0	0	0	84	1		0	0	0	2780	251	0	0		0	0		0	0	0		0	0	0	0	16	0			0	0	44	0	387	0			0	0	850	25	752	0	0	0	0	0		0	0	31	8	
5069	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
5135	50	0	0	0	0	0	0	0	48	1		0	0	0	347	45	0	0		0	0		0	0	0		0	0	0	0	0	0			1	3	0	0	98	0			0	0	0	5	10	1	100	0	0	0		1	6	42	32	
5210	0	0	0	0	0	0	0	0	243	215		0	0	21	2427	22	0	156		0	0		0	0	0		0	0	0	0	0	0			0	0	1	2	804	258			0	0	0	0	455	0	541	0	0	0		0	0	191	4	
5461	125	0	0	0	0	0	0	0	106	8		0	0	0	808	0	0	0		0	0		0	0	0		0	0	0	8	9	0			0	0	34	0	0	149			0	0	106	0	264	60	149	0	0	0		0	0	6	4	
5751	0	0	0	0	0	0	0	0	49	44			0	0	78	0	0	61						61				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				12	5	5	0	
6039	0	0	0	0	0	0	0	0	8	0			0	0	590	70	0	0						0				0	0	0	0	0			2	1	0	1	0	23			0	0	0	0	0	1	479	0				13	3	3	2	
6141	0	0	0	0	0	0	0	0	30	0			0	0	80	1	0	0						0				0	0	0	0	0			0	0	0	0	14	0			0	0	0	0	0	0	0	0				0	0	65	30	
6329	78	44	22	0	0	0	0	0	836	95		0	0	0	7239	318	0	71		0	0		0	71	0		0	0	0	0	118	0			79	11	4	182	484	73			28	1	384	78	145	20	789	20	0	0		3400	263	1250	118	
7009	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
7045	0	0	0	0	0	0	0	0	35	0			0	0	211	0	0	0						0				0	0	0	0	0			4	0	0	0	98	0			0	0	0	0	41	0	0	0				15	28	53	7	
7072	0	0	0	0	0	0	0	0	133	17			0	0	1041	25	0	0											0	0	0	0			0	0	114	0	746	0			0	0	0	0	0	0	242	0				0	0	28	2	
7157	0	0	0	0	0	0	0	0	23	1			0	0	268	205	0	0						0				0	0	0	0	0			0	0	0	0	6	0			0	0	0	0	0	0	0	0				14	21	43	1	
7456	0	0	0	0	0	0	0	0	9	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	9	0	0	0	0		0	0	0	0	0	0	0	0				0	0	0	0	
7634	0	0	0	0	0	0	0	0	81	20			0	1	382	87	0	0											0	0	0	0			0	0	2	0	225	0			0	0	50	9	0	0	0	35				18	2	2	12	
8033	0	0	0	0	0	0	0	0	42	15			0	25	697	483	0	6											0	0	0	0			0	0	0	0	18	0			0	0	0	0	152	0	30	0				0	0	8	2	
8462	0	0	0	0	0	0	0	0	15	1			0	0	25	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				9	5	16	9	
8631	0	0	0	0	0	0	0	0	10	0			0	0	17	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				14	7	3	3	
9357	0	0	0	0	0	0	0	0	44	44		0	0	0	33	33	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
9553	0	0	0	0	0	0	0	0	12	3			0	0	3	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	8	3	1	
9807	0	0	17	6	0	0	0	0	1522	193		0	0	0	3330	19	0	0		0	0		0	0	0		0	0	0	0	3	0			0	0	238	2	757	0			286	645	1734	301	0	0	514	137	0	0		0	0	0	0	
9955	0	0	0	0	0	0	0	0	7	2			0	0	124	120	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	4	0	0	0	0				0	0	4	1	
10250	0	0	0	0	0	0	0	0	638	317		0	0	41	2421	712	0	68		0	0		0	0	0		0	0	0	0	0	9			2	7	55	57	18	374			0	0	313	107	283	23	612	6	0	0		14	2	25	14	
10849	202	0	0	2	0	0	0	0	132	0		0	0	0	344	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	51	0			0	100	56	30	35	0	0	0	0	0		0	0	0	0	
10858	0	0	0	0	0	0	0	0	366	108		0	0	89	179	18	0	66		0	0		0	0	0		0	69	0	0	0	0			0	0	4	41	0	45			0	0	0	0	0	5	0	82	0	0		18	25	32	12	
11145	0	0	0	0	0	0	0	0	65	13			0	0	970	0	0	0											0	0	0	0			0	0	30	0	213	0			0	0	3	0	720	16	0	0				3	0	31	6	
11275	0	0	42	200	0	0	0	0	3303	864		0	0	35	13815	6350	0	75		0	0		0	0	0		0	0	0	0	2042	617			0	0	114	245	2846	1478			0	4	515	634	29	193	420	390	0	0		0	3	18	4	
11640	0	0	0	0	0	0	0	0	106	12		0	0	77	1383	1257	0	87		0	0		0	0	0		0	0	0	0	0	0			0	0	2	0	11	0			0	0	0	6	0	0	14	0	0	0		2	7	12	2	
11837	3	0	0	0	0	0	0	0	25	19			0	0	63	0	0	0											0	0	0	0			1	0	0	0	58	0			0	0	0	1	0	0	0	0				0	0	1	5	
12030	2423	405	0	0	0	0	0	0	3574	709		0	0	327	8623	855	0	211		0	0		0	9	0		0	109	0	0	0	0			0	0	568	8	1059	0			0	0	437	293	2701	852	624	0	0	0		107	293	206	119	
12142	0	0	0	0	0	0	0	0	81	0			0	74	394	24	0	98											0	0	0	0			2	0	0	0	151	0			0	0	0	0	54	0	0	0				34	0	31	7	
12179	0	0	0	0	0	0	0	0	34	0			0	0	107	0	0	0											0	0	0	0			0	0	32	0	102	0			0	0	0	0	0	0	0	0				0	0	5	2	
12245	0	0	0	0	0	0	0	0	1	0			0	1	157	0	0	2											0	0	0	0			0	0	0	0	59	0			0	0	0	0	85	0	0	0				0	0	11	0	
