"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH PARENT HOLDING CO	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	17875	16828	515	0	0	240	0	0	16828	0	0	772	
242	4721	4311	478	0	0	398	0	0	4311	0	0	330	
279	24308	23160	1087	0	0	0	0	0	23160	1	0	60	
354	1050	995	17	0	0	5	0	0	995	0	0	43	
457	3449	3411	956	0	0	918	0	0	3411	0	0	0	
505	30277	29035	2316	0	0	1059	0	0	29035	0	0	-15	
1155	19568	17630	2334	0	0	567	0	0	17630	0	0	171	
1351	22118	20544	2927	0	0	1389	0	0	20544	0	0	36	
1454	57373	46628	8579	0	0	2700	0	0	46628	0	0	4866	
1557	5757	5296	723	0	0	251	0	0	5296	0	0	-11	
1669	44071	42531	2531	0	0	1800	0	0	42531	0	0	809	
1829	43439	41280	2866	0	0	1865	0	0	41280	0	0	1158	
1856	21726	18809	4578	0	0	0	0	0	18809	0	0	-1661	
2040	20762	19657	694	0	0	133	0	0	19657	0	0	544	
2161	14026	13026	1827	0	103	1317	0	0	13026	0	0	387	
2376	411524	395916	27496	0	0	26869	0	0	395916	0	4250	10731	
2554	1162	1119	130	0	0	77	0	0	1119	0	0	-10	
2732	77188	73967	3736	0	0	992	0	0	73967	0	0	477	
2750	5512	5154	492	0	0	243	0	0	5154	-166	0	275	
3252	20113	18395	3336	0	0	1800	0	0	18395	0	0	182	
3458	3330	3039	225	0	0	120	0	189	3228	0	0	-3	
3720	28842	27082	1955	0	0	719	0	0	27082	0	0	524	
