"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
629353	20160630	THE FIRST LIBERTY NATIONAL BANK	3301	LIBERTY	TX	77575	
629522	20160630	Freedom Bank, Inc.	15664	Belington	WV	26250	
629746	20160630	THE FARMERS AND MERCHANTS BANK	1843	BOSWELL	IN	47921	
630041	20160630	First State Bank Of Dongola, The	12098	Dongola	IL	62926	
630340	20160630	United Security Bank	1427	Fulton	MO	65251	
630555	20160630	AMERICAN BANK	20311	BOZEMAN	MT	59715	
630658	20160630	First National Bank Of Livingston, The	3305	Livingston	TX	77351	
631039	20160630	First Southern Bank	10055	Patterson	GA	31557	
631150	20160630	First-Lockhart National Bank	13599	Lockhart	TX	78644	
631178	20160630	SECURITY FEDERAL SAVINGS BANK	31146	MCMINNVILLE	TN	37111	
631422	20160630	The Conway National Bank	2102	Conway	SC	29526	
631570	20160630	Provident Savings Bank, F.S.B.	30879	Riverside	CA	92506	
632410	20160630	Newfield National Bank	14646	Newfield	NJ	08344	
632607	20160630	Greenfield Savings Bank	90206	Greenfield	MA	01302	
632858	20160630	Frontier State Bank	21978	Oklahoma City	OK	73129	
633154	20160630	First Security Bank	1520	Bozeman	MT	597710910	
633341	20160630	First State Bank	19106	Central City	KY	42330	
633378	20160630	Kearny Bank	28765	Kearny	NJ	07032	
633501	20160630	United Bank	18203	Glastonbury	CT	06033	
633640	20160630	Hendricks County Bank and Trust Company	13111	Brownsburg	IN	46112	
633677	20160630	Edgewater  Bank	29981	St. Joseph	MI	49085	
634544	20160630	Bank 21	8560	Carrollton	MO	64633	
634731	20160630	Pelham Banking Company	15441	Pelham	GA	31779	
634955	20160630	First National Bank and Trust of Okmulgee	4170	Okmulgee	OK	74447	
634973	20160630	Quarry City Savings and Loan Association	28776	Warrensburg	MO	64093	
635457	20160630	LAKESIDE STATE BANK	22217	OOLOGAH	OK	74053	
635840	20160630	Legence Bank	10886	Eldorado	IL	62930	
635907	20160630	Pentucket Bank	90208	Haverhill	MA	01830	
636276	20160630	Mutual Savings Association, Fsa	29988	Leavenworth	KS	66048	
636753	20160630	First National Bank Of Dighton, The	4654	Dighton	KS	67839	
636771	20160630	INDEPENDENT BANK	27811	GRAND RAPIDS	MI	48846	
637170	20160630	American Federal Bank	29140	Fargo	ND	58102	
637451	20160630	PLAINSCAPITAL BANK	17491	DALLAS	TX	75219	
637554	20160630	First Bank of Owasso	18592	Owasso	OK	74055	
637750	20160630	Teton Banks	364	Fairfield	MT	59436	
638131	20160630	Bank of Dickson	17327	Dickson	TN	37056	
638355	20160630	Bank Of Desoto, National Association	26542	Desoto	TX	75115	
638850	20160630	The Fidelity State Bank and Trust Company, Dodge City, Kansas	10920	Dodge City	KS	678011120	
639343	20160630	RIVER TOWN BANK	14749	DARDANELLE	AR	72834	
639549	20160630	First Central State Bank	19716	De Witt	IA	52742	
639567	20160630	CREDIT ONE BANK, N.A.	25620	LAS VEGAS	NV	89119	
639633	20160630	Citizens Bank Of Weston, Inc., The	19674	Weston	WV	26452	
639651	20160630	First National Bank Of Pawnee, The	4177	Pawnee	OK	74058	
639857	20160630	Peoples Bank of Deer Lodge	26941	Deer Lodge	MT	597220599	
640143	20160630	Federated Bank	10464	Onarga	IL	60955	
640170	20160630	Guaranty Bank	30003	Milwaukee	WI	53217	
640246	20160630	Fairfield National Bank	3792	Fairfield	IL	628370429	
640442	20160630	FIRST TRUST AND SAVINGS BANK	8752	WHEATLAND	IA	527770220	
640554	20160630	Western Bank of Clovis	22059	Clovis	NM	88101	
640956	20160630	First Bank & Trust Company	13946	Perry	OK	73077	
641355	20160630	Security Bank	13408	Midland	TX	79701	
641449	20160630	Citizens National Bank	2753	Lebanon	KY	40033	
641579	20160630	Clackamas County Bank	9486	Sandy	OR	97055	
641775	20160630	Prudential Savings Bank	30011	Philadelphia	PA	19145	
642259	20160630	FIRST BANK & TRUST EAST TEXAS	17233	DIBOLL	TX	75941	
642437	20160630	Bank of Forest	898	Forest	MS	39074	
642549	20160630	Dubuque Bank and Trust	15219	Dubuque	IA	520040778	
642857	20160630	First Community Bank	2176	Glasgow	MT	59230	
642866	20160630	Prosper Bank	14485	Prosper	TX	75078	
643078	20160630	Eastern Savings Bank, FSB	32360	Hunt Valley	MD	21031	
643274	20160630	Pioneer Savings Bank	27847	Cleveland	OH	44102	
643340	20160630	EASTERN MICHIGAN BANK	982	CROSWELL,	MI	48422	
643452	20160630	Community National Bank	23431	Hondo	TX	78861	
643658	20160630	Pikes Peak National Bank	17782	Colorado Springs	CO	809346669	
644057	20160630	THE FIRST STATE BANK	11527	POND CREEK	OK	73766	
644141	20160630	Kalamazoo County State Bank	5892	Schoolcraft	MI	49087	
644646	20160630	Liberty Trust & Savings Bank	10121	Durant	IA	52747	
644673	20160630	Hopkins Federal Savings Bank	32372	Baltimore	MD	21224	
644776	20160630	UNITED ROOSEVELT SAVINGS BANK	29170	CARTERET	NJ	070082699	
644842	20160630	MERCHANTS AND FARMERS BANK	8735	DUMAS	AR	71639	
644954	20160630	D.A. Davidson Trust Company	35510	Great Falls	MT	59401	
644963	20160630	FIRST NATIONAL BANK	3401	QUITAQUE	TX	79255	
645157	20160630	BANK NORTHWEST	16601	HAMILTON	MO	64644	
645317	20160630	The Adirondack Trust Company	660	Saratoga Springs	NY	12866	
645465	20160630	Vista Bank	1210	Ralls	TX	79357	
645540	20160630	Earlham Savings Bank	05796	West Des Moines	IA	50266	
645577	20160630	Greeneville Federal Bank, FSB	31198	Greeneville	TN	37743	
645625	20160630	WESBANCO BANK , INC.	803	WHEELING	WV	26003	
646042	20160630	FARMERS TRUST & SAVINGS BANK	8510	EARLING	IA	51530	
646145	20160630	The Casey County Bank, Inc.	15708	Liberty	KY	425390010	
646172	20160630	First Piedmont Federal Savings and Loan Association of Gaffney	28859	Gaffney	SC	29341	
646444	20160630	First Bank and Trust Company of Illinois	18641	Palatine	IL	60067	
646453	20160630	Northstar Bank of Texas	11561	Denton	TX	76201	
646471	20160630	Huntingdon Savings Bank	30031	Huntingdon	PA	16652	
646556	20160630	Wells Bank of Platte City	14025	Platte City	MO	64079	
646743	20160630	Community Savings Bank	14633	Edgewood	IA	52042	
646873	20160630	New Carlisle Federal Savings Bank	29173	New Carlisle	OH	45344	
646958	20160630	Pony Express Community Bank	22185	Saint Joseph	MO	64506	
647218	20160630	Cumberland Valley National Bank & Trust Co	2691	London	KY	407440709	
647245	20160630	Hardin County Savings Bank	5817	Eldora	IA	50627	
647414	20160630	SAVANNAH BANK, N.A.	14619	SAVANNAH	NY	13146	
647432	20160630	OXFORD BANK & TRUST	9260	OAK BROOK	IL	60523	
647759	20160630	Farmers State Bank, The	404	Quinton	OK	74561	
647777	20160630	Citizens Federal Savings & Loan Association	28060	Bellefontaine	OH	43311	
647955	20160630	First Security Bank of Helena	20162	Helena	MT	59601	
648130	20160630	Coconut Grove Bank	8018	Miami	FL	33133	
648242	20160630	Independence Bank	8136	Owensboro	KY	42302	
648251	20160630	McClain Bank	4187	Purcell	OK	73080	
648345	20160630	Sidney State Bank	17232	Sidney	MI	48885	
648550	20160630	First National Bank	26228	Dublin	TX	76446	
649342	20160630	Iowa Trust & Savings Bank	18400	Emmetsburg	IA	50536	
649632	20160630	ROCHELLE STATE BANK	16609	ROCHELLE	GA	31079	
649874	20160630	Royal Savings Bank	28068	Chicago	IL	60617	
651121	20160630	LUMBEE GUARANTY BANK	20568	PEMBROKE	NC	28372	
651149	20160630	State Bank	16151	Spencer	IA	51301	
651158	20160630	NORTHEAST MISSOURI STATE BANK	13381	KIRKSVILLE	MO	63501	
651354	20160630	KAW VALLEY STATE BANK	13413	EUDORA	KS	66025	
651448	20160630	JPMorgan Chase Bank, Dearborn	21761	Dearborn	MI	48126	
651457	20160630	FIRST SECURITY BANK	20646	MALTA	MT	595380730	
651541	20160630	Iowa State Bank And Trust Company	14413	Fairfield	IA	52556	
651756	20160630	Bank of Denver	17244	Denver	CO	80218	
651859	20160630	Stockman Bank of Montana	16191	Miles City	MT	59301	
651952	20160630	First Nat'l Bank Eagle Lake	3179	Eagle Lake	TX	77434	
652043	20160630	FreedomBank	11767	Elkader	IA	52043	
652070	20160630	Highland Federal Savings and Loan Association	31232	Crossville	TN	38555	
652445	20160630	Farmers-Merchants National Bank of Paxton	12104	Paxton	IL	60957	
652753	20160630	Lawson Bank	11457	Lawson	MO	64062	
652874	20160630	NexBank, SSB	29209	Dallas	TX	75240	
652959	20160630	Farmers State Bank	15853	Fairview	KS	66425	
652977	20160630	Foxboro Federal Savings	27918	Foxborough	MA	02035	
653134	20160630	FARMERS-MERCHANTS BANK & TRUST CO	9327	BREAUX BRIDGE	LA	70517	
653349	20160630	Community Bank, North Mississippi	11438	Amory	MS	38821	
653433	20160630	Farmers State Bank of Western Illinois	11680	Alpha	IL	61413	
653611	20160630	Jonestown Bank and Trust	10677	Jonestown	PA	170380717	
653648	20160630	FIRST AMERICAN BANK	14808	FORT DODGE	IA	50501	
653778	20160630	Harrison Building & Loan Association	28080	Harrison	OH	45030	
653947	20160630	Home State Bank	14867	Jefferson	IA	50129	
654047	20160630	First State Bank Of Decatur	12893	Decatur	MI	49045	
654252	20160630	POINTS WEST COMMUNITY BANK	25127	SIDNEY	NE	691620157	
654300	20160630	Washington Savings Bank	90229	Lowell	MA	01851	
654542	20160630	FIRST NATIONAL BANK IN PAXTON	03723	PAXTON	IL	60957	
654579	20160630	Peoples Savings & Loan Association	30065	Monticello	IN	47960	
655530	20160630	ANCHOR STATE BANK	11681	ANCHOR	IL	61720	
655651	20160630	Montana State Bank	2201	Plentywood	MT	59254	
655660	20160630	Texas First State Bank	15300	Waco	TX	76710	
655839	20160630	CCB COMMUNITY BANK	16595	ANDALUSIA	AL	36420	
656032	20160630	THE FIRST NATIONAL BANK IN AMBOY	14674	AMBOY	IL	613100080	
656247	20160630	Farmers Savings Bank	25668	Frederika	IA	50631	
656359	20160630	IOWA-NEBRASKA STATE BANK	8354	SOUTH SIOUX CITY	NE	68776	
656377	20160630	Washington Federal	28088	Seattle	WA	98101	
656470	20160630	STATE BANK OF SOUTHERN UTAH	17964	CEDAR CITY	UT	847210340	
656658	20160630	Texas Financial Bank	26738	Eden	TX	76837	
656733	20160630	MB Financial Bank NA	3628	Chicago	IL	60607	
656779	20160630	Union Federal Savings And Loan Association	27767	Kewanee	IL	61443	
657178	20160630	Schuyler Savings Bank	30072	Kearny	NJ	07032	
657271	20160630	Gate City Bank	27774	Fargo	ND	58102	
657365	20160630	HANMI BANK	24170	LOS ANGELES	CA	90010	
657459	20160630	Midwest BankCentre	1058	St. LOUIS	MO	63125	
657758	20160630	Citizens Bank & Trust Company	1972	Big Timber	MT	59011	
657954	20160630	The Tri-County Bank	16339	Stuart	NE	68780	
658072	20160630	County Savings Bank	29231	Essington	PA	19029	
658474	20160630	Collinsville Building and Loan Association	28103	Collinsville	IL	62234	
658540	20160630	American Bank	19838	Fond du Lac	WI	54935	
658924	20160630	Farmers and Miners Bank	22888	Pennington Gap	VA	24277	
659042	20160630	Mid America Bank	15183	Janesville	WI	53545	
659341	20160630	National Bank	16276	Hillsboro	IL	62049	
659453	20160630	Citizens State Bank Of Finley, The	16187	Finley	ND	58230	
659556	20160630	United State Bank	12214	Lewistown	MO	634520008	
659640	20160630	Bank of Benoit	15817	Benoit	MS	387250299	
659734	20160630	Arcola First Bank	3598	Arcola	IL	61910	
659855	20160630	First Interstate Bank	1105	Billings	MT	591160918	
660066	20160630	Peoples State Bank	15939	Rocksprings	TX	78880	
660253	20160630	State Bank of Table Rock	09822	Table Rock	NE	68447	
660271	20160630	First Robinson Savings Bank, National Association	28105	Robinson	IL	62454	
660570	20160630	Coatesville Savings Bank	30085	Coatesville	PA	19320	
660655	20160630	American National Bank	19300	Omaha	NE	68114	
660879	20160630	Angelina Savings Bank, SSB	32018	Lufkin	TX	75901	
660927	20160630	HARFORD BANK	19101	ABERDEEN	MD	21001	
661072	20160630	Mercer Savings Bank	30084	Celina	OH	45822	
661157	20160630	Bank of Orchard	16905	Orchard	NE	68764	
661223	20160630	LEE BANK & TRUST COMPANY	11582	PENNINGTON GAP	VA	24277	
661308	20160630	Amalgamated Bank	622	New York	NY	10001	
661474	20160630	Woodruff Federal Savings And Loan Association	29238	Woodruff	SC	29388	
661858	20160630	OAK CREEK VALLEY BANK	08355	VALPARAISO	NE	68065	
662350	20160630	Wahoo State Bank	1163	Wahoo	NE	68066	
662369	20160630	Bank of the Sierra	22597	Porterville	CA	93258	
662640	20160630	South Side Trust & Savings Bank	12082	Peoria	IL	61602	
662659	20160630	Commercial State Bank	2409	El Campo	TX	77437	
662949	20160630	Iowa State Bank	15808	Des Moines	IA	503091934	
663058	20160630	Rocky Mountain Bank	20310	Billings	MT	59102	
663245	20160630	Simmons First National Bank	3890	PINE BLUFF	AR	71611	
663450	20160630	Bank Of Louisiana	8885	Louisiana	MO	63353	
663638	20160630	The Gerber State Bank	00899	Argenta	IL	62501	
663647	20160630	McFarland State Bank	2476	McFarland	WI	53558	
663656	20160630	Small Business Bank	25744	Gardner	KS	66030	
663834	20160630	Ocean Bank	24156	Miami	FL	33126	
663955	20160630	Horizon Bank	14327	Waverly	NE	68462	
664176	20160630	William Penn Bank	27799	Levittown	PA	19057	
664206	20160630	The Cape Cod Five Cents Savings Bank	23287	Orleans	MA	02653	
664653	20160630	Native American Bank	27026	Denver	CO	80202	
664756	20160630	Prosperity Bank	16835	El Campo	TX	77437	
665146	20160630	Kerndt Brothers Savings Bank	8761	Lansing	IA	521510370	
665258	20160630	THE FIRST NATIONAL BANK OF ELDORADO	3184	ELDORADO	TX	769360737	
665865	20160630	Round Top State Bank	19358	Round Top	TX	78954	
666059	20160630	BANK OF MACKS CREEK	9797	MACKS CREEK	MO	65786	
666358	20160630	First Citizens Bank of Butte	22502	Butte	MT	597023149	
666554	20160630	Heritage Bank	17145	Wood River	NE	68883	
666657	20160630	GUARANTY BANK AND TRUST COMPANY	17482	DENVER	CO	80217	
666844	20160630	Vermilion Valley Bank	11667	Piper City	IL	60959	
666974	20160630	Fairfield Federal Savings and Loan Association of Lancaster	27806	Lancaster	OH	43130	
667029	20160630	Union Bank Inc.	16620	Middlebourne	WV	26175	
667252	20160630	Stockmens Bank	00358	cascade	MT	59421	
667346	20160630	Philo Exchange Bank	05722	Philo	IL	61864	
667524	20160630	Bank Of Charlotte County, The	14491	Phenix	VA	23959	
667551	20160630	Lincoln State Bank	8390	Hankinson	ND	58041	
667757	20160630	Origin Bank	12614	Choudrant	LA	71227	
667832	20160630	STATE BANK OF ARTHUR	1800	ARTHUR	IL	61911	
667850	20160630	Merit Bank	4675	Overland Park	KS	66210	
668053	20160630	FARMERS AND MERCHANTS NATIONAL BANK OF HATTON	03934	FARGO	ND	58103	
668147	20160630	De Witt Bank & Trust Co.	14705	De Witt	IA	52742	
669555	20160630	Midwest Bank National Association	13255	Pierce	NE	68767	
670159	20160630	Greensburg State Bank	14315	Greensburg	KS	67054	
670421	20160630	NORTHERN HANCOCK BANK   TRUST COMPANY	22647	NEWELL	WV	26050	
670430	20160630	First National Bank And Trust	2779	Atmore	AL	36502	
670467	20160630	PLUMAS BANK	23275	QUINCY	CA	95971	
670560	20160630	Deutsche Bank National Trust Company	26732	Los Angeles	CA	90067-4712	
670654	20160630	FIRST SECURITY BANK OF DEER LODGE Institution	20657	DEER LODGE	MT	59722	
670748	20160630	Princeville State Bank	16900	Princeville	IL	61559	
670775	20160630	Gibraltar Bank	30126	Oak Ridge	NJ	07438	
670878	20160630	Salem Co-operative Bank	27824	Salem	NH	03079	
671053	20160630	Stock Exchange Bank	15784	Caldwell	KS	67022	
671147	20160630	Primebank	8101	Le Mars	IA	510311408	
671334	20160630	Republic Bank of Chicago	19333	Oak Brook	IL	605239848	
671370	20160630	A J Smith Federal Savings Bank	27831	Midlothian	IL	60445	
671464	20160630	BBCN	26610	Los Angeles	CA	90010	
671558	20160630	Wood & Huston Bank	1060	Marshall	MO	65340	
671857	20160630	Dutton State Bank	18292	Dutton	MT	59433	
672041	20160630	FARMERS AND TRADERS SAVINGS BANK	10896	DOUDS	IA	52551	
672238	20160630	THE ATLANTA NATIONAL BANK	03601	ATLANTA	IL	61723	
672247	20160630	Farmers & Merchants Bank & Trust	10382	Marinette	WI	541430347	
672537	20160630	The Exchange Bank of Alabama	54	Altoona	AL	359529987	
672573	20160630	Profile Bank	28155	Rochester	NH	03867	
673132	20160630	Citizens National Bank	4917	Athens	TN	373710220	
673244	20160630	Farmers and Merchants Savings Bank	10492	Iowa City	IA	522464436	
673431	20160630	SEAWAY BANK AND TRUST COMPANY	19328	CHICAGO	IL	60619	
673440	20160630	First Security Bank	5633	Searcy	AR	721431009	
673477	20160630	Citizens Federal Savings And Loan Association Of Covington	27841	Covington	KY	41011	
673851	20160630	Bank of Prairie Village	17671	Prairie Village	KS	66208	
673909	20160630	Hingham Institution for Savings	90211	Hingham	MA	020432590	
674344	20160630	The Pineries Bank	9526	Stevens Point	WI	54481	
674849	20160630	LUANA SAVINGS BANK	253	LUANA	IA	521560068	
675042	20160630	Community Bank	14649	Dunlap	IA	51529	
675051	20160630	191	24272	Houston	TX	77070	
675079	20160630	Fayette Savings Bank, ssb	31936	La Grange	TX	78945	
675248	20160630	Greenleaf Wayside Bank	12661	Greenleaf	WI	541269774	
675332	20160630	SUNTRUST BANK	867	ATLANTA	GA	30302	
675341	20160630	American Trust & Savings Bank	10120	Lowden	IA	522550129	
675659	20160630	STATE BANK & TRUST OF KENMARE	2057	KENMARE	ND	587460727	
675855	20160630	Progressive National Bank	24443	Mansfield	LA	71052	
675949	20160630	FIRST NATIONAL BANK-FOX VALLEY	5307	NEENAH	WI	549570629	
676049	20160630	Smackover State Bank	5623	Smackover	AR	717620107	
676151	20160630	UNISON BANK	19396	JAMESTOWN	ND	58401	
676160	20160630	FAR EAST NATIONAL BANK	21851	LOS ANGELES	CA	90012	
676478	20160630	Malvern Federal Savings Bank	27861	Paoli	PA	19301	
677176	20160630	Trustco Bank	31945	Glenville	NY	123023503	
677354	20160630	First National Bank in Cimarron	4638	Cimarron	KS	678350129	
677448	20160630	First State Bank	05821	Lynnville	IA	50153	
677644	20160630	FARMERS AND MERCHANTS BANK	16216	STUTTGART	AR	72160	
677756	20160630	FARMERS AND MERCHANTS STATE BANK	21728	LANGDON	ND	58249	
677970	20160630	Union Savings and Loan Association	29933	Connersville	IN	47331	
678043	20160630	FIRST NATIONAL BANK AND TRUST COMPANY OF ROCHELLE	14583	ROCHELLE	IL	610680049	
678052	20160630	Bank Of San Jacinto County, Coldspring, Texas, The	18942	Coldspring	TX	77331	
678070	20160630	Sewickley Savings Bank	30154	Sewickley	PA	15143	
678258	20160630	State Bank of Lakota	16477	Lakota	ND	58344	
678454	20160630	Marion State Bank	9320	Marion	LA	71260	
678557	20160630	Citizens State Bank & Trust Company	5830	Hiawatha	KS	66434	
678575	20160630	Kentucky Federal Savings and Loan Association	27877	Covington	KY	41011	
678717	20160630	VIST Bank	7748	Wyomissing	PA	19610	
678744	20160630	Central State Bank	01550	Elkader	IA	52043	
679246	20160630	Peoples Savings Bank	5818	Elma	IA	50628	
679451	20160630	Elk State Bank	15259	Clyde	KS	66938	
679648	20160630	Rochester State Bank	1787	Rochester	IL	62563	
679826	20160630	MIDDLEBURG BANK	6881	MIDDLEBURG	VA	20118	
680055	20160630	United Community Bank of North Dakota	10249	Leeds	ND	583460219	
680130	20160630	Citizens Trust Bank	8033	Atlanta	GA	30303	
680354	20160630	Morrill & Janes Bank and Trust Company	1143	Merriam	KS	66204	
680457	20160630	Yellowstone Bank	1978	Laurel	MT	59044	
680747	20160630	Farmers State Bank	15126	Hillsboro	WI	54634	
680813	20160630	Farmers National Bank	6540	Canfield	OH	44406	
681043	20160630	First Security State Bank	18508	Evansdale	IA	50707	
681249	20160630	Highland State Bank	6198	Highland	WI	53543	
682143	20160630	Hillsdale County National Bank	14073	Hillsdale	MI	49242	
682479	20160630	Best Hometown Bank	27909	Collinsville	IL	62234	
682545	20160630	Central State Bank	14706	Beulah	MI	49617	
682563	20160630	Frost Bank 041	5510	San Antonio	Tx	78296	
682648	20160630	Fairfax State Savings Bank	8083	Fairfax	IA	52228	
683449	20160630	Maquoketa State Bank	17903	Maquoketa	IA	52060	
683814	20160630	Kentucky Farmers Bank	267	Catlettsburg	KY	411295400	
684455	20160630	Bank of Montgomery	1373	Montgomery	LA	71454	
685023	20160630	Citizens National Bank	6638	McConnelsville	OH	43756	
685368	20160630	Bank of Rio Vista	8472	Rio Vista	CA	94571	
685649	20160630	Northwest Bank of Rockford	20666	Rockford	IL	61103	
685676	20160630	Opportunity Bank Of Montana	30182	Helena	MT	59601	
685779	20160630	Riverwood Bank	27932	Bemidji	MN	56601	
686459	20160630	Exchange Bank Of Missouri	1616	Fayette	MO	65248	
686570	20160630	Ladysmith Federal Savings & Loan Association	28983	Ladysmith	WI	54848	
686655	20160630	Central Bank and Trust Co.	11772	Hutchinson	Ks	675041366	
686758	20160630	The First State Bank of Shelby	11013	Shelby	MT	59474	
686963	20160630	DELTA BANK, NATIONAL ASSOCIATION	21147	MANTECA	CA	953361155	
687009	20160630	Lakeland Bank	19953	Oak Ridge	NJ	07438	
687054	20160630	Bank of Oak Ridge	21529	Oak Ridge	LA	71264	
687474	20160630	Jacksonville Savings Bank	28211	Jacksonville	IL	62650	
687830	20160630	Cissna Park State Bank	10446	Cissna Park	IL	60924	
687951	20160630	First Western Bank & Trust	19123	Minot	ND	587021090	
688079	20160630	Wells Fargo Trust Company	13718	Ogden	UT	84401	
688257	20160630	First Texas Bank	22551	Killeen	Tx	76540	
688453	20160630	Citizens State Bank at Mohall	8632	Mohall	ND	58761	
688556	20160630	Bank of New Madrid	14701	New Madrid	MO	63869	
689209	20160630	Country Bank for Savings	23992	Ware	MA	01082	
689357	20160630	NORTHEAST BANK	16659	MPLS	MN	55413	
689759	20160630	Union Bank & Trust Company	22242	Minneapolis	MN	55414	
691042	20160630	Merchants & Planters Bank, The	107	Clarendon	AR	72029	
691556	20160630	FIRST MINNETONKA CITY BANK	19188	Minnetonka	MN	55345	
691743	20160630	ANNA STATE BANK	11682	ANNA	IL	62906	
691958	20160630	MIDWEST REGIONAL BANK	8889	FESTUS	MO	63028	
692450	20160630	St. Clair County State Bank	11002	Osceola	MO	647760539	
692704	20160630	Wellington Trust Company, NA	23741	Boston	MA	2210	
692946	20160630	TOWN & COUNTRY BANK and TRUST COMPANY	15703	BARDSTOWN	KY	40004	
693073	20160630	First Federal Savings And Loan Association Of Centerburg	29005	Centerburg	OH	43011	
693224	20160630	Union Bank & Trust	34589	Richmond	VA	232194159	
693345	20160630	First Financial Bank, National Association	4382	Terre Haute	IN	47807	
693662	20160630	Pacific Continental Bank	20774	Eugene	OR	97401	
693952	20160630	Security First Bank Of North Dakota	11519	New Salem	ND	58563	
694146	20160630	Maxwell State Bank	15930	Maxwell	IA	50161	
694771	20160630	Farmers State Bank	6156	Winthrop	WA	98862	
694847	20160630	Century Bank and Trust	5015	Coldwater	MI	49036	
694904	20160630	NEW YORK COMMUNITY BANK	16022	WESTBURY	NY	11590	
695077	20160630	Colombo Bank	31555	Rockville	MD	20850	
695134	20160630	First City Bank Of Florida	16748	Fort Walton Beach	FL	32549	
695349	20160630	TRI-COUNTY BANK	977	BROWN CITY	MI	484160100	
695732	20160630	CITIZEN STATE BANK	19753	KINGSLAND	GA	31548	
695947	20160630	Bank of Bluffs	10883	Bluffs	IL	62621	
696047	20160630	Bedford Loan & Deposit Bank	11355	Bedford	KY	40006	
696168	20160630	Balboa Thrift & Loan Association	26704	Chula Vista	CA	91910	
696430	20160630	HOME STATE BANK, N.A.	12815	CRYSTAL LAKE	IL	60014	
696551	20160630	The First and Farmers Bank	16082	Portland	ND	58274	
696645	20160630	The Home National Bank of Thorntown	14225	Thorntown	IN	460710067	
697035	20160630	COVINGTON COUNTY BANK	21998	COLLINS	MS	39428	
697147	20160630	TERRE HAUTE SAVINGS BANK	17736	TERRE HAUTE	IN	478089629	
697156	20160630	HOMEBANK	14492	Palmyra	MO	63461	
697231	20160630	FNBT BANK	17580	FORT WALTON BEACH	FL	325491327	
697633	20160630	COMPASS BANK	19048	BIRMINGHAM	AL	35233	
697754	20160630	CITYWIDE BANKS	19858	AURORA	CO	80010	
697763	20160630	Westamerica Bank	3430	San Rafael	CA	94901	
697950	20160630	City National Bank	24367	Corsicana	TX	75110	
697978	20160630	Community Bank of the Chesapeake	30903	Waldorf	MD	20601	
698144	20160630	Community Financial Services Bank	287	Benton	KY	42025	
698546	20160630	First State Bank of Campbell Hill	10799	Campbell HIll	IL	62916	
698649	20160630	Thumb National Bank & Trust Co.	14513	Pigeon	MI	48755	
699105	20160630	Bridgewater Savings Bank	90169	Raynham	MA	027671028	
699132	20160630	METROPOLITAN BANK	22346	CRYSTAL SPRINGS	MS	39059	
699253	20160630	The Citizens Bank Of Edina	12457	Edina	MO	63537	
699534	20160630	Southwest Georgia Bank	2147	Moultrie	GA	31776	
700140	20160630	MONTEZUMA STATE BANK	1860	MONTEZUMA	IA	501710128	
700252	20160630	CITIZENS NATIONAL BANK	24085	CROCKETT	TX	758357420	
700430	20160630	The Commercial Bank	9356	Dekalb	MS	39328	
700458	20160630	Merchants Bank	8943	Rugby	ND	583680199	
701062	20160630	Central Pacific Bank	17308	Honolulu	HI	96813	
701222	20160630	Merchants National Bank	6605	Hillsboro	OH	45133	
701259	20160630	Platte Valley Bank Of Missouri	14869	Platte City	MO	64079	
701736	20160630	The Brand Banking Company	878	Lawrenceville	GA	30046	
701839	20160630	Citizens Bank and Trust	5673	Frostproof	FL	33843	
701857	20160630	CROWELL STATE BANK	10352	CROWELL	TX	79227	
701950	20160630	KCB Bank	9793	Kearney	MO	64060	
702050	20160630	First State Bank	6007	Commerce	OK	74339	
702117	20160630	NBT Bank, N.A.	7230	Norwich	NY	13815	
702359	20160630	Texas Heritage Bank	11903	Boerne	TX	78006	
702612	20160630	FIRST SOUTHERN NATIONAL BANK	2700	LANCASTER	KY	404440628	
702676	20160630	Midstate Community Bank	29930	Baltimore	MD	21212	
702836	20160630	First Farmers and Commercial Bank	4960	Pikeville	TN	37367	
702911	20160630	THE PEOPLES BANK CO.	13220	COLDWATER	OH	458280110	
702966	20160630	FARMERS STATE BANK	14404	NEWCASTLE	TX	76372	
703039	20160630	The Jefferson Bank	11445	Fayette	MS	39069	
703552	20160630	Horizon Bank, SSB	3256	Austin	TX	78701	
703767	20160630	Central Valley Community Bank	23030	Fresno	CA	93720	
704447	20160630	First National Bank	17358	Davenport	IA	52806	
704559	20160630	Central Bank of the Midwest	26247	Lee's Summit	MO	64086	
704755	20160630	Providence Bank	1643	Columbia	MO	65203	
705378	20160630	Del Norte Bank	29066	Del Norte	CO	81132	
705444	20160630	Arkansas County Bank.	3858	DeWitt	AR	72042	
705556	20160630	Neighborhood National Bank	18885	Mora	MN	55051	
706030	20160630	South Coast Bank & Trust	16283	Brunswick	Ga	31520	
706058	20160630	First National Bank of Moose Lake	05214	Moose Lake	MN	55767	
706151	20160630	The State Bank of Texas	24109	Houston	TX	77292	
706236	20160630	Bank of Mingo	22273	Williamson	WV	25661	
706254	20160630	The Community State Bank	20279	Poteau	OK	74953	
706450	20160630	Lake Country Community Bank	17122	Morristown	MN	55052	
706656	20160630	COMMUNITY BANK OF MARSHALL	22636	MARSHALL	MO	65340	
707354	20160630	First State Community Bank	17323	Farmington	MO	63640	
707877	20160630	Wolverine Bank F.S.B.	28918	Midland	MI	48640	
708164	20160630	LIBERTY BANK	26457	N RICHLAND HILLS	TX	76180	
708333	20160630	First Peoples Bank, Inc.	6173	Mullens	WV	25882	
