"IDRSSD"	RCONC223	RCONC224	RCONC968	RCONC969	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG419	RCONG420	RCONG421	RCONG422	RCONG423	RCONG424	RCONG425	RCONG426	RCONG427	RCONG428	RCONG429	RCONG430	RCONG431	RCONG432	RCONG433	RCONG434	RCONG435	RCONG436	RCONG437	RCONG438	RCONG439	RCONG440	RCONG441	RCONG442	RCONG443	RCONG444	RCONG445	RCONG446	RCONG447	RCONG448	RCONG449	RCONG450	RCONG451	RCONG452	RCONG453	RCONG454	RCONG455	RCONG456	RCONG457	RCONG458	RCONG459	RCONG460	RCONG461	RCONG462	RCONJ455	RCONJ456	RCONJ457	RCONJ458	RCONJ459	RCONJ477	RCONJ478	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
	Y-T-D MERCH CR CRD SALES VOL:ACQG BK	Y-T-D MERCH CR CRD SALES VL:BK W/RSK	CR DRIVTS:NTNL AMTS-CRD DEFLT SWAPS-	CR DRIVTS:NTNL AMTS-CRD DEFLT SWAPS-	CR DRIVTS:NTNL AMTS-TOT RETRN SWAPS-	CR DRIVTS:NTNL AMTS-TOT RETRN SWAPS-	CRD DERIVTS:NOTL AMTS-CRD OPTIONS-GU	CRD DERIVTS:NOTL AMTS-CRDIT OPTIONS-	CRD DERIVTS:NOTL AMTS-OT CR DERIVTS-	CRD DERIVTS:NOTL AMTS-OT CR DERIVTS-	STNDBY LTRS OF CRD ISSD BY FHLB BK B	1-4  FAM RES CNSTRCTN LN COMMITMNTS	CMRL RE OTHR CNSTRCTN LN & LND DEV L	NTL AMT REG CAP CVRD MRR SL PRTC	NTL AMT REG CAP CVRD MRR PURC PRTC	NTL AMT REG CAP OTHR SL PRTC	NTL AMT REG CAP OTHR PRTC REG CAP	NTL REG CAP OTHR PRTC NOT REG CAP	NTL SL CR PRTC INV MAT LE 1 YR.	NTL SL CR PRTC INV MAT 1T5 YR	NTL SL CR PRTC INV MAT GT 5 YR	NTL SL CR PRTC SUBINV MAT LE 1 YR.	NTL SL CR PRTC SUBINV MAT 1T5 YR	NTL SL CR PRTC SUBINV MAT GT 5 YR	NTL PURC CR PRTC INV MAT LE 1 YR.	NTL PURC CR PRTC INV MAT 1T5 YR	NTL PURC CR PRTC INV MAT GT 5 YR	NTL PURC CR PRTC SUBINV MAT LE 1 YR.	NTL PURC CR PRTC SUBINV MAT 1T5 YR	NTL PURC CR PRTC SUBINV MAT GT 5 YR	OTC DRVT CR EXP BK & SCTY FIRM	OTC DRVT CR EXP MONO FNC GUAR	OTC DRVT CR EXP HEDGE FUNDS	OTC DRVT CR EXP SOVEREIGN GOVT	OTC DRVT CR EXP CORP OTHR CNTRPRTY	OTC FV CSH USD BK & SCTY FIRM	OTC FV CSH USD MONO FNC GUAR	OTC FV CSH USD HEDGE FUNDS	OTC FV CSH USD SOVEREIGN GOVT	OTC FV CSH USD CORP OTHR CNTRPRTY	OTC FV CSH OTHR CUR BK & SCTY FIRM	OTC FV CSH OTHR CUR MONO FNC GUAR	OTC FV CSH OTHR CUR HEDGE FUNDS	OTC FV CSH OTHR CUR SOVEREIGN GOVT	OTC FV CSH OTHR CUR CORP OTHR CNTRPR	OTC FV US TREAS SCTY BK & SCTY FIRM	OTC FV US TREAS SCTY MONO FNC GUAR	OTC FV US TREAS SCTY HEDGE FUNDS	OTC FV US TREAS SCTY SOVEREIGN GOVT	OTC FV US TREAS SCTY CORP OTHR CNTRP	OTC FV USGOV AGCY BK & SCTY FIRM	OTC FV USGOV AGCY MONO FNC GUAR	OTC FV USGOV AGCY HEDGE FUNDS	OTC FV USGOV AGCY SOVEREIGN GOVT	OTC FV USGOV AGCY CORP OTHR CNTRPRTY	OTC FV CORP BONDS BK & SCTY FIRM	OTC FV CORP BONDS MONO FNC GUAR	OTC FV CORP BONDS HEDGE FUNDS	OTC FV CORP BONDS SOVEREIGN GOVT	OTC FV CORP BONDS CORP OTHR CNTRPRTY	OTC FV EQUITY SCTY BK & SCTY FIRM	OTC FV EQUITY SCTY MONO FNC GUAR	OTC FV EQUITY SCTY HEDGE FUNDS	OTC FV EQUITY SCTY SOVEREIGN GOVT	OTC FV EQUITY SCTY CORP OTHR CNTRPRT	OTC FV OTHR CLTRL BK & SCTY FIRM	OTC FV OTHR CLTRL MONO FNC GUAR	OTC FV OTHR CLTRL HEDGE FUNDS	OTC FV OTHR CLTRL SOVEREIGN GOVT	OTC FV OTHR CLTRL CORP OTHR CNTRPRTY	OTC FV TOTAL FV CLTRL BK & SCTY FIRM	OTC FV TOTAL FV CLTRL MONO FNC GUAR	OTC FV TOTAL FV CLTRL HEDGE FUNDS	OTC FV TOTAL FV CLTRL SOVEREIGN GOVT	OTC FV TOTAL FV CLTRL CORP OTHR CNTR	UNUSED CNSMR CR CARD LINE	OTHR UNUSED CNSMR CR CARD LINE	OTHR UNUSED CMTMT CMRL IND LN	OTHR UNUSED CMTMT LN FNCL INST	OTHR UNUSED CMTMT ALL OTHR	UNUSED CMTMT HECM REVERSE MTG	UNUSED CMTMT PROPRIETARY REVERSE MTG	1ST CP OF OT OFF BALANCE SHEET LIABI	2ND CP OF OT OFF BALANCE SHEET LIABI	3RD CP OF OT OFF BALANCE SHEET LIABI	1ST ITMZD&DESCRPTN LINE CPNT OF 5591	2ND ITMZD&DESCRPTN LINE CPNT OF 5591	3RD ITMZD&DESCRPTN LINE CPNT OF 5591	4TH ITMZD&DESCRPTN LINE CPNT OF 5591	
37	0	0										0	250																																																																	38	0	618										
242	0	0										9	671																																																																	0	0	1724										
279	0	0	0	0	0	0	0	0	0	0	0	1366	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																761	0	3126										
354	0	0										0	0																																																																	35	0	0										
457	0	0										369	0																																																																	2097	0	1594										
505	0	0										7659	20508																																																															0	0	11706	0	9076										
1155	0	0										2977	6955																																																																	17729	0	7413										
1351	0	0										286	5																																																																	2906	0	1623										
1454	0	0										65	3371																																																															0	0	9361	0	18869										
1557	0	0										74	0																																																																	171	0	5990										
1669	0	4148										1740	2390																																																																	1814	0	324										
1856	0	0										0	6597																																																																	3030	0	38										
2040	0	4710										422	3140																																																																	9572	0	7390										
2161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3470	0	3172										
2376	0	0	0	0	0	0	0	0	0	0	0	0	56466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	2867	0	2290										
2554	0	0										0	0																																																																	0	0	1011										
2732	0	0										12439	55268																																																															0	0	35764	0	1851										
2750	0	0										232	2255																																																																	1435	0	9847										
3252	0	0										0	0																																																																	2154	0	6472										
3458	0	0										268	75																																																																	654	0	781										
3720	0	0	0	0	0	0	0	0	0	0	5000	2132	738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1746	0	3734										
3971	0	0										2586	75376																																																															0	0	30783	0	26752										
4156	0	0	0	0	0	0	0	0	0	0	0	1314	3350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																4551	0	6543										
4231	0	0										0	318																																																																	370	0	779										
4839	0	0										12448	14232																																																															0	0	3411	0	4247										
5069	0	0										10887	4426																																																															0	0	1323	0	0										
5135	0	0										777	7759																																																															1032	568	5455	0	23098										
5210	0	0	0	0	0	0	0	0	0	0	0	10233	44915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	46543	0	39919										
5461	0	0	0	0	0	0	0	0	0	0	0	4062	2821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	16981	0	14756										
5751	0	0										556	2297																																																																	11046	0	7526										
6039	0	0	0	0	0	0	0	0	0	0	0	3579	10343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1836	0	13944										
6141	0	0										0	0																																																																	0	0	467										
6329	0	0	0	0	0	0	0	0	0	0	0	16925	9701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	9260	0	14498										
7009	0	0										0	0																																																															0	0	0	0	0										
7045	0	0	0	0	0	0	0	0	0	0	0	361	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1742	0	1922										
7072	0	0										219	1288																																																															0	0	1875	0	7192										
7456	0	0										675	312																																																																	5218	0	16710										
7634	0	0										563	395																																																																	0	0	1319										
8033	0	0										15889	6680																																																																	3927	0	11430										
8462	0	691										455	0																																																																	1837	0	2184										
8631	0	0										605	490																																																																	392	0	1										
9357	0	2	0	0	0	0	0	0	0	0	0	4262	4002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	142849	195036	3064										
9553	0	0										202	0																																																																	1706	0	17906										
9807	0	0	0	0	0	0	0	0	0	0	0	163876	213812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	18487	0	3061			MUNICIPAL LETTER OF CREDIT FHLBNY							
9955	0	0										0	738																																																																	5527	0	9823										
10250	0	0										3380	9087																																																															319	259	30124	0	8926										
10849	0	0										3171	4103																																																															0	0	3297	0	3348										
11145	0	0	0	0	0	0	0	0	0	0	0	1485	6467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1596	0	772										
11640	0	0										5443	9214																																																															0	0	6650	0	21770										
11837	0	0										0	0																																																																	0	0	8041										
12030	0	0										467	9138																																																															0	0	4843	0	2979										
12142	0	0										588	4877																																																																	5323	0	1471										
12179	0	0										23	408																																																																	1004	0	57										
12311																																																																																										
12647	0	0	0	0	0	0	0	0	0	0	0	1265	1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3639	0	9227										
12656	0	0										44	0																																																																	341	0	152										
12937	0	0										236	10172																																																																	2605	0	3554										
12946	0	0	0	0	0	0	0	0	0	0	319160	9364	67180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														1725	1653	54799	0	9910										
13103	0	0	0	0	0	0	0	0	0	0	0	27543	13991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	24927	0	26937										
13251	804	0										325	0																																																																	146	0	667										
13457	0	0										0	0																																																																	292	0	2133										
14052	0	0										150	747																																																																	1307	0	341										
14155	0	0										7707	793																																																																	730	0	5803										
14650	0	536										0	0																																																																	0	0	611										
14753	0	0										0	47																																																																	357	0	3785										
14865	0	0										2592	6491																																																															860	2571	17744	0	32815										
14977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																182	0	3917										
16551	0	0										1828	5212																																																															1019	494	6192	0	733										
16748	0	0										685	0																																																																	691	0	1252										
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																17513	0	90536										
17147	0	0	0	0	0	0	0	0	0	0	0	23288	641780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														2656	1072	1373945	80	231369										
17259	0	0										26	8																																																																	0	0	1310										
17950	0	0										2585	4986																																																															0	0	5677	0	9018										
17978	0	0										1741	593																																																															0	0	0	0	209						Commit's. to Originate Single-Family Mortgages	Commit's. to Originate Multi-Family Mortgages	Commit's. to Originate Other Mortgages	Commt's. to Originate Consumer Loans	
18050	0	0										6366	24670																																																															0	0	1238	0	4056										
18135	0	0										155	0																																																																	2894	0	219										
18827	0	0	0	0	0	0	0	0	0	0	0	6162	74723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	72519	0	12551										
18836	0	0										13	1364																																																																	717	0	2452										
18854	0	0	0	0	0	0	0	0	0	0	26172	17405	54033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	54710	0	20089										
19356	0	0									0	612	1015																																																															0	0	3572	0	0										
19936	0	0										600	2773																																																																	12108	0	6006										
19972	0	0										915	0																																																																	0	0	0										
20053	0	890										1163	0																																																																	2334	0	5875										
20633	0	0										834	1656																																																															0	0	6053	0	2097										
20857	0	0										215	465																																																																	4543	0	13297										
21256	0	0										0	45																																																																	39	0	2										
21359	0	0										127	0																																																																	954	0	1850										
21630	0	0	0	0	0	0	0	0	0	0	0	512	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2495	0	461										
21658	0	79	0	0	0	0	0	0	0	0	0	1441	4140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2405	0	1662										
22048	0	0										1112	7704																																																																	6943	0	5625										
22543	0	0	0	0	0	0	0	0	0	0	0	6346	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																7857	0	1873										
22552	0	0										112	391																																																																	5278	0	5102										
22730	0	0										0	981																																																																	2938	0	3523										
22936	0	0										1275	1197																																																															0	0	4241	0	7191										
23456	0	0										1816	43																																																																	2881	0	1999										
23504	308087	0	0	0	0	0	0	0	0	0	0	699	140646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														156	1791	365754	0	38443										
23643	0	0										96	7568																																																																	3682	0	7718										
23755	0	0										1859	457																																																																	3840	0	748										
24006	0	0	0	0	0	0	0	0	0	0	0	5112	47028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	34999	0	0										
24378	0	0										871	0																																																																	611	0	447										
24453	0	0										15493	7835																																																															0	0	7715	0	747										
24659	0	0										0	0																																																																	1370	0	1417										
24668	0	0	0	0	0	0	0	0	0	0	0	25139	35129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	185189	0	24582										
24949	0	0										2225	19286																																																															0	1831	16751	0	5791										
25357	0	0										2587	7879																																																															0	0	7970	0	15654										
25647	0	0	0	0	0	0	0	0	0	0	0	500	1529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																16	0	0										
26176	0	0										0	8102																																																															0	0	214	0	0										
26242	0	0										4192	35158																																																															4523	0	8955	0	14869										
26457	0	0	0	0	0	0	0	0	0	0	0	190	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																120	0	3048										
26765	0	0										8737	14065																																																															0	0	38790	0	4208										
27070	0	0										2660	12																																																															3071	0	0	0	18193										
27548	0	0	0	0	0	0	0	0	0	0	51	800	23802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	74470	0	11432										
27614	0	0										0	3025																																																															1357	0	2553	0	18741										
27847	0	0										3173	13037																																																															0	0	6215	0	299										
28013	0	0	0	0	0	0	0	0	0	0	0	16167	85158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	32601	0	5612										
28152	0	1572	0	0	0	0	0	0	0	0	0	1089	915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																9400	0	5561										
28255	0	0										7436	10888																																																															0	0	9701	0	4231										
28406	0	0	0	0	0	0	0	0	0	0	0	10614	194669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	199668	0	66893										
28675	0	0	0	0	0	0	0	0	0	0	0	1325	1081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2827	0	4029										
28732	0	0										3589	3156																																																																	2554	0	2409										
29476	0	0										133	1036																																																																	2355	0	115										
29636	0	0	0	0	0	0	0	0	0	0	0	4277	12502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														4982	0	12194	0	574										
29878	0	0	0	0	0	0	0	0	0	0	0	894	67160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0	0	14673										
30052	0	0										1180	509																																																																	110	0	78										
30502	0	0	0	0	0	0	0	0	0	0	0	1554	11662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	29927	0	41844										
30650	0	0										1498	2317																																																																	3274	0	604										
30810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2340	0	0	0	0	760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760	0	0	0	0	186893616	827182	0	15500	565071										
31134	896	0	0	0	0	0	0	0	0	0	0	612	1266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																118	0	6572										
31255	0	0	0	0	0	0	0	0	0	0	0	15862	14908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	21033	8611	1811										
31657	0	0										343	0																																																																	1940	0	3971										
31826	0	0	0	0	0	0	0	0	0	0	0	264	4462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	8454										
31835	0	1210										645	0																																																																	2928	0	7296										
32234	0	0										23	271																																																																	7501	0	2862										
32766	0	0										722	403																																																																	17	0	14										
32971	0	0										4393	1727																																																																	4198	0	1763										
33147	0	0	0	0	0	0	0	0	0	0	25500	569	13661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	22896	0	12483										
33259	0	0										8298	33875																																																															0	0	20168	0	10290										
33268	0	0	0	0	0	0	0	0	0	0	0	595	1745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																4272	0	4952										
33370	0	0										0	0																																																																	0	0	0										
33839	0	0										0	0																																																																	173	0	1290										
33857	0	591	0	0	0	0	0	0	0	0	0	21350	9143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	27553	0	54270										
34425	0	0	0	0	0	0	0	0	0	0	6000	15815	21538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	24623	0	8143										
34434	0	0										4056	6505																																																															6143	0	9007	0	9218										
34452	0	0										723	0																																																																	3030	0	6678										
34537	0	0	0	0	0	0	0	0	0	0	0	135561	69144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														3808	0	192494	0	200982										
34555	0	0	0	0	0	0	0	0	0	0	0	2139	6487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2384	0	5040										
34742	0	0										28450	3726																																																															0	0	3610	0	7964										
35057	0	0	0	0	0	0	0	0	0	0	0	875	1730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1974	0	7415										
35301																																																																																										
35570	0	0	0	0	0	0	0	0	0	0	2999425	119419	296457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468675	0	315498										
35646	0	0										0	0																																																																	1085	0	129										
35879	0	0										978	185																																																																	0	0	5996										
36456	0	0										0	0																																																																	1808	0	11763										
36933	0	0										4499	1791																																																																	391	0	725										
37051	0	0										246	526																																																																	655	0	3002										
37341	0	0										0	0																																																																	280	0	864										
37435	0	0	0	0	0	0	0	0	0	0	0	20879	43597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														6907	3402	16559	0	10582										
37640	0	0	0	0	0	0	0	0	0	0	0	13182	91415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														13078	20413	183029	0	133429										
37659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																704	0	835										
37949	1700	0										0	0																																																																	0	0	21772										
38740	0	0										0	6417																																																																	4202	0	2605										
39327	0	0										2650	14757																																																															0	0	23062	0	7233										
39756	0	0	0	0	0	0	0	0	0	0	18900	27597	19968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	59405	0	20812										
40033	0	0										0	304																																																																	50	0	1060										
40499	0	0	37037	6000	0	0	0	0	0	0	0	9197	217588	0	0	37037	6000	0	0	0	37037	0	0	0	0	0	6000	0	0	0																																														0	0	39515	0	13859										
40855	0	0										134	3																																																																	0	0	2043										
41245	0	0										0	0																																																																	43	0	612										
41553	0	0										18	448																																																																	323	0	1219										
41629	0	0	0	0	0	0	0	0	0	0	0	375	2701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3727	0	2398										
41825	0	0	0	0	0	0	0	0	0	0	0	0	14704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	29055	0	828										
41937	0	0										0	0																																																																	1403	0	2348										
41955	0	0										0	0																																																																	7	0	7541										
42037	0	0										52	0																																																																	1667	0	0										
42354	0	0										275	1736																																																																	1126	0	1538										
42372	0	0										19683	2059																																																															431	0	746	0	6427										
42420	1998	0	0	0	0	0	0	0	188854	39464	0	29513	267585	0	0	188854	0	39464	0	20000	0	894	68233	99727	0	0	0	0	4816	34648																																														33303	39199	682130	0	108397										
42448	0	0	0	0	0	0	0	0	0	0	47750	22257	44327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														4733	1165	29886	0	39863										
42457	0	0										7	322																																																																	2085	0	6097										
43052	0	0										495	0																																																																	6952	0	225										
43351	0	0										1247	0																																																																	2063	0	7113										
43856	0	0										1174	0																																																																	5242	0	52										
43959	2718	0										5188	2085																																																																	3373	0	1682										
44040	0	0										565	161																																																															0	0	2276	0	14002										
44433	0	0	0	0	0	0	0	0	0	0	0	200	8895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	591	9331	0	85										
44741	0	0										3177	15115																																																															6556	2455	7965	0	4607										
44750	0	0										1133	2708																																																																	2323	0	1										
44929	0	0	0	0	0	0	0	0	0	0	0	0	3902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1197	0	1450										
45038	0	55556	0	0	0	0	0	0	0	0	0	0	3655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																12471	0	7007										
45047	0	0										2470	0																																																																	1002	0	6881										
45056	0	0										1034	185																																																																	2775	0	8662										
45430	0	0										388	87																																																																	6	0	357										
45458	0	0										1207	428																																																																	2943	0	12073										
45551	0	0	0	0	0	0	0	0	0	0	0	0	8463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														1737	0	0	0	142468										
45560	0	0	0	0	0	0	0	0	0	0	0	53282	78776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	50871	0	27598										
45775	0	0										0	6629																																																																	1257	0	480										
46053	0	0										900	1612																																																																	3589	0	15238										
46941	0	0										771	909																																																																	369	0	3333										
47247	22350	0	0	0	0	0	0	0	0	0	0	14242	9615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														664	2309	9564	0	3256										
47256	0	0										517	247																																																																	624	0	1060										
