"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	
	US TREAS SECS-HLD-TO-MAT-AMRTZ COST	US TREAS SECS-AVL-FOR-SLE-FAIR VALUE	OTHR PASS-THRU SECS-HLD-AMORTZD COST	OTHR PASS-THRU SECS-AVL-FAIR VALUE	MBS-CMOS&REMICS-ALL OTHER-HLD-AMRTZ	MBS-CMOS&REMICS-ALL OTHER-AVL-FAIR	HISTCL COST OF ALL OTH AVL-FOR-SALE	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	US GOVT AGCY&CORP OBLIGS-AMRTZ COST	US GOVT AGCY&CORP OBLIGS-FAIR VALUE	SECS ISSD BY US ST&POL SUBDYS-AMRTZ	SECS ISSD BY US ST&POL SUBDYS-FAIR	FAIR VAL OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	MBS PT SCTY ISS FFG AMRTZ HTM SCTY	MBS PT SCTY ISS FFGNMA FV AFS SCTY	OTHR MBS ISS FFG AMRTZ HTM SCTY	OTHR MBS ISS FFG FV AFS SCTY	OTHR DMSTC DEBT SCTY AMRTZ HTM SCTY	OTHR DMSTC DEBT SCTY FV AFS SCTY	FOREIGN DEBT SCTY AMRTZ HTM SCTY	FOREIGN DEBT SCTY FV AFS SCTY	
37	0	0					77	0	50560					0			0	37370	0	0	0									
242	0	0					171	0	11095					4500			0	6762	3	0	0									
279	0	0					2016	31604	10332					14971			11834	1006	1	0	0									
354	0	0					5	0	3608					0			0	500	0	0	0									
457	0	0					415	51	143					6000			50	140	3	0	0									
505	0	6691					4129	0	71613					45590			0	25383	0	0	0									
1155	0	1004					230	27	28230					0			0	10142	0	0	1856									
1351	0	0					183	48369	5493					0			27676	0	0	0	0									
1454	0	15962					1258	0	406156					0			0	107650	57	0	0									
1557	0	0					265	0	12561					2903			0	2942	0	0	0									
1669	0	9975					176	42737	80366					0			32726	0	0	0	0									
1856	0	0					1883	5000	23932					40000			0	0	0	0	0									
2040	0	0					1106	0	50444					23500			0	32179	16	0	11907									
2161	0	0					363	0	16593					0			0	11537	0	0	0									
2376	0	0					32504	239630	96432					651008			0	0	0	0	0									
2554	0	0					41	250	3300					550			250	2387	0	0	0									
2732	0	0					174	0	90394					0			0	35959	0	0	0									
2750	0	0					225	0	9428					2380			0	3280	3864	0	0									
3252	0	0					922	0	82105					10500			0	15760	0	0	0									
3458	0	0					231	3796	7154					750			3796	0	0	0	2500									
3720	0	2254					261	106	71304					0			106	3128	0	0	5316									
3971	0	0					3270	0	64020					36828			0	0	1002	0	0									
4156	0	999					264	0	40912					1500			0	22502	0	0	172									
4231	0	0					0	0	44389					0			0	15398	0	0	0									
4839	0	0					1188	0	75033					26751			0	33512	0	0	11018									
5069	0	0					0	0	24435					0			0	12651	742	0	0									
5135	0	6792					1825	0	42836					33538			0	5162	0	0	0									
5210	0	0					4463	50088	133117					91250			0	16424	1041	0	30837									
5461	0	999					2712	0	168180					0			0	67260	0	0	0									
5751	0	0					346	0	35263					0			0	27302	0	0	0									
6039	0	0					304	0	22463					0			0	750	0	0	0									
6141	0	0					0	24139	0					0			15047	0	0	0	0									
6329	0	0					597	0	30380					0			0	6433	0	0	0									
7009	0	154344					0	0	330829					0			0	63167	13330	0	0									
7045	0	0					751	0	113434					0			0	44866	0	0	0									
7072	0	0					1921	0	12711					9000			0	3217	0	0	0									
7157	0	3744					23	200	16407					0			200	5574	0	0	0									
7456	0	0					466	0	14597					2847			0	14292	0	0	0									
7634	0	0					98	2	12576					0			0	4643	0	0	0									
8033	0	0					1449	0	5135					10000			0	2817	0	0	0									
8462	0	0					21	0	87570					0			0	14765	0	0	0									
8631	0	0					69	0	15354					0			0	320	0	0	0									
9357	0	0					597	0	89224					0			0	0	981	0	0									
9553	0	0					2169	29400	28304					48495			29400	2907	2687	0	0									
9807	65020	4993					15836	297157	41726					190000			148533	34077	1260	0	53634									
9955	0	998					934	0	50359					14153			0	43278	0	0	0									
10250	0	844					999	0	105384					0			0	28433	0	0	0									
10849	6471	0					551	39896	69489					0			0	7183	0	0	0									
11145	0	0					703	0	18561					14235			0	11321	0	0	0									
11640	0	0					4588	0	101620					46500			0	48943	0	0	0									
11837	0	0					393	0	43679					7018			0	4080	0	0	0									
12030	0	9131					6885	2669	19741					0			2150	0	0	0	0									
12142	0	0					922	464	78896					0			457	30384	0	0	0									
12179	0	717					729	30	935					2330			0	0	105	0	0									
