"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA243	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONJ472	RCONJ473	RCONJ474	RCONK219	RCONK220	RCONK221	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP755	RCONP756	RCONP757	RCONP758	RCONP759	
1557	10261	0	4575	22495	0	32163	0	0	0	0	0	29945	0	2567		9046	3640	1729	5898	0	2117	3781	2327	821	3611	2884	401	102	27588	27378	0	0	0	0	3588	3410	0	0	3079	3405	0	false								
1669	24454	0	17170	51129	0	108387	0	0	0	0	0	101781	0	351		33316	23713	9835	25166	0	10957	15075	4787	2497	5900	7329	5418	1651	91192	101390	25	40	1784	0	15622	4676	0	0	10829	0	0	true								
1829	50236	0	2	105582	0	130818	0	0	45	259	0	193600	0	2653		45674	75108	18091	21265	0	6681	14584	11174	13235	4637	3403	6070	8472	130816	190947	0	0	6884	214	15172	7410	0	0	5249	2789	0	true								
1856	1419	0	621	3214	0	4763	0	0	11495	11495	0	75169	0	314		30040	12648	0	15386	2945	1084	14302	11037	3617	648	25639	4775	0	4142	34592	0	40263	0	0	28062	3000	0	0	23287	3000	38577	false								
2040	15427	5	460	19181	0	43002	0	0	18799	31232	0	101070	0	4922		29814	49302	5064	12732	9752	928	11804	10937	6145	3556	0	2859	110	42537	95888	0	260	980	12433	5919	606	12250	0	3373	0	0	true								
2161	24607	0	125	25373	0	56013	0	0	0	0	0	56937	0	423		11661	7081	7537	10165	0	3227	6938	1022	474	1467	10851	820	450	55888	56514	0	0	0	0	8720	4868	0	0	7450	4868	0	true								
2376	535667	0	23843	26696	0	86385	0	0	24498	248382	0	1902210	26000	186051		346924	589010	85253	214469	16651	81049	135885	90383	39608	123338	132378	118326	56567	62542	1684653	0	5506	31604	223884	297348	133261	223884	0	173046	80399	0	true	8139	22106	32297	288949	271882	308579	83289	
2554	2178	0	148	105	0	5216	0	0	0	0	0	5593	38	536		2896	0	0	2392	0	1003	1389	492	12	305	214	0	0	5068	5019	0	0	0	0	519	0	0	0	519	0	0	false								
2732	57249	0	10487	117967	0	185128	0	0	0	0	0	306191	0	11244		35074	100565	13100	27595	0	10650	17150	6119	1155	55912	51200	4773	1418	174641	294947	0	0	4262	0	28314	84989	0	0	22956	84156	0	true								
2750	15958	0	3698	5433	0	15804	0	0	0	0	0	31684	0	6393		9577	762	1533	6010	0	3564	2966	2611	436	1892	2244	1148	101	12106	24947	0	344	104	0	4012	1373	0	0	2926	1106	0	true								
3177	486819	0	20287	50251	0	74310	0	0	0	0	0	712271	0	139232		113608	47310	42189	76650	0	23784	52866	31329	5629	11754	28687	18170	5923	54023	572792	0	247	9426	0	51311	13223	0	0	30246	10195	0	true	23547	19	30458	0	47310	417307	69512	
3252	14693	0	43030	24593	0	70873	0	0	498	13828	0	77566	1995	20167		15655	13547	5771	10184	403	3445	6739	4514	959	18759	8209	4719	1984	27843	53677	0	1727	0	13330	23444	10227	12414	0	18322	8646	0	false								
3458	1893	0	3387	4489	0	12509	0	0	0	0	0	17638	0	2346		6786	3422	811	4915	0	1361	3554	1602	269	308	3020	2009	200	9122	15292	0	0	101	0	4491	1046	0	0	3030	297	0	false								
3720	29579	0	23849	33754	0	97836	0	0	0	0	0	88377	0	8159		23961	6086	6874	22298	0	9080	13435	1411	35	7641	18805	1452	853	73987	80218	0	0	2720	0	16489	12262	0	0	15611	10835	0	false								
3971	101726	0	734	18983	0	37866	0	0	5663	7003	0	515982	0	13029		121712	226386	27077	64320	2964	16855	47465	46929	10463	11639	24337	21335	8846	37132	492020	0	10933	9497	1340	54818	11339	348	0	29146	6830	4030	true								
4156	19453	0	17042	27959	0	74674	0	0	946	11976	0	102028	0	9331		24239	23327	6077	16164	866	4112	12052	5423	2652	8854	14860	7478	3817	57632	83776	0	8921	2763	11030	30386	4623	10855	0	20099	3615	0	true								
4231	14933	0	9358	19853	0	32934	0	0	0	0	0	67358	0	2179		19009	7256	16885	12947	0	3975	8972	2890	3172	4958	10204	7517	3481	23576	65179	0	0	10940	0	19807	6353	0	0	11453	3709	0	false								
4437	73292	0	2442	72718	0	78670	0	0	130	1610	0	136478	0	10059		22829	15343	10811	12067	96	2411	9656	9918	844	3938	9083	11687	307	76228	126419	0	0	0	1480	19832	5183	1109	0	11514	1507	0	true								
4839	26991	0	3075	50219	0	63827	0	0	0	15408	0	208123	0	16261		32075	50129	10103	21709	0	5423	16286	9202	1164	18148	37214	42887	679	60752	144437	0	47425	3685	15408	79617	19311	13735	0	39096	16266	32017	true								
5069	43563	0	0	25478	0	26896	0	0	39997	71167	0	191176	0	643		49894	5154	1122	10650	495	2570	8080	35883	3361	14342	48919	25943	3361	26896	157986	0	32547	509	31170	73371	19194	14642	0	46472	16789	4615	false								
5135	16878	0	19464	50294	0	99748	0	0	29375	39959	0	244067	0	3491		57030	53214	18439	54991	29375	15359	39632	2039	0	26034	88503	2408	0	80284	240326	0	250	8320	10584	67051	49894	10344	0	64642	49894	0	true								
5210	436085	2	24820	39506	0	71657	0	0	83	790	0	806476	0	58072		162094	123590	53739	98304	83	26738	74188	57246	3922	13209	40965	29625	908	46835	748404	0	0	10134	707	58542	26165	707	0	34429	19609	0	true	14101	28092	4642	74208	49382	318372	59640	
5461	235262	0	4961	29083	0	37612	0	0	1275	44075	0	413602	0	13924		9444	141268	3462	8776	1275	3190	5586	470	198	12337	12573	1946	772	32651	399678	0	0	2087	42800	12991	14637	42780	0	11031	13879	0	true								
5751	7334	1	2289	19347	0	38044	0	0	198	8111	0	114362	0	21150		18508	65508	8407	12138	99	5519	6619	5003	1367	5485	5706	7040	4781	35754	88550	0	4662	3681	7913	20452	2560	1985	0	10023	1168	0	true								
6039	9726	0	9335	27010	0	37573	0	0	0	0	0	40940	0	821		19225	2252	6103	18133	0	4873	13260	1027	65	3007	6222	508	0	28238	40113	0	6	1507	0	7940	1797	0	0	7432	1797	0	false								
6141	3216	12	14834	15950	0	38696	0	0	0	0	0	17225	0	2218		5062	1736	1116	4402	0	1182	3220	607	54	1240	5638	333	0	23850	15007	0	0	415	0	3398	3813	0	0	3065	3813	0	true								
6329	30624	0	11849	132266	0	169556	0	0	0	0	0	288390	0	6211		71693	47053	12890	63421	0	25872	37549	6027	2245	32800	75220	25581	5419	157707	282179	0	0	3952	0	98809	40211	0	0	76693	31327	9419	false								
7009	0	2	1	87446	0	87449	0	0	0	0	0	460976	0	0		0	460976	42	0	0	0	0	0	0	0	0	0	0	87446	460976	0	0	0	0	0	0	0	0	0	0	0	false								
7045	20668	0	9390	28765	0	107425	0	0	0	0	0	71752	0	8096		23376	16060	6181	10770	0	4267	6830	8520	3759	1383	2746	3910	3609	98035	63656	0	0	2037	0	8069	3579	0	0	2709	1355	0	true								
7072	27586	0	0	8659	0	16520	0	0	112	1505	0	117736	0	490		43652	22036	17920	31849	0	11096	20753	10434	1369	3661	8689	10381	1730	16520	116992	0	254	5633	1393	20814	3647	0	0	11326	1024	0	false								
7157	1973	0	1650	9459	0	15252	0	0	0	0	0	27602	13	520		10979	10637	2888	9613	0	2775	6838	1366	0	720	1748	1545	0	13602	27069	0	0	750	0	3237	776	0	0	1943	525	0	false								
7456	23206	0	12487	18332	0	32232	0	0	0	0	0	39619	0	1013		10927	0	2221	7974	0	2535	5439	2704	249	978	3335	747	426	19745	38606	0	0	340	0	4024	1462	0	0	3176	1137	0	true								
7634	5846	0	3449	9341	0	15419	0	0	0	0	0	37173	0	169		14146	1087	4576	12417	0	2665	9752	1514	215	3781	10931	1192	190	11970	35768	0	1236	2297	0	14233	1861	0	0	13105	1607	249	true								
8033	19525	0	2474	49632	0	74701	0	0	0	0	0	98212	0	983		39529	99	6323	17847	0	9938	23159	5374	1058	13754	17061	7353	891	72227	97229	0	0	3040	0	26451	12608	0	0	21876	8939	0	true								
8462	752	0	2191	67092	0	104829	0	0	0	0	0	58070	0	16471		10068	9363	4285	8540	0	4299	4874	895	0	20443	16063	1381	0	102388	41599	250	0	1490	0	13484	24403	0	0	12133	24191	0	true								
8631	17140	0	261	18662	0	24652	0	0	0	0	0	35913	0	1177		9674	2791	2933	6329	0	2379	3950	2572	773	810	3365	1740	393	24391	34736	0	0	1004	0	4989	1319	0	0	2856	1319	0	true								
9357	118331	235	744	40154	0	45989	0	0	0	5161	0	338093	5752	0		1242	217513	1088	853	0	724	492	26	0	538	469	0	0	45010	332341	0	0	469	5161	1007	0	5161	0	1007	0	0	true								
9553	16852	0	10327	18126	0	39248	0	0	0	7604	0	67306	0	6468		17824	10298	6768	14113	0	3003	11110	3711	0	4137	13265	4484	446	28921	58749	0	2089	0	7604	18058	4274	5914	0	13783	3619	0	true								
9807	417873	0	60813	63077	0	107626	0	0	60000	60000	0	1588745	0	285687		154168	754543	60000	112327	60000	13119	99208	35885	5956	83628	98728	44524	35281	46813	1303058	0	0	5527	0	148716	113445	0	0	71323	111033	161215	true	9040	6896	30877	337602	416941	262603	155270	
9955	11853	16	2711	22523	0	42046	0	0	82	4584	0	62170	0	15531		9035	30745	1509	7048	82	2345	4703	1696	291	5484	4343	500	210	39319	46392	0	247	0	4502	7101	3436	4502	0	6690	3136	0	true								
10250	101571	0	1143	19476	0	39003	0	0	0	871	0	279814	0	8172		54274	86496	33766	22891	0	6423	16468	20696	10687	3248	7677	15021	11527	37860	271144	0	498	12435	201	27014	10459	0	670	9316	1609	498	true								
10849	73827	0	2087	7437	0	15853	0	0	0	0	0	207694	0	37562		49046	28261	8508	37020	0	10577	26443	11146	881	9417	33562	12865	716	13765	170132	1	0	1703	0	41058	15502	0	0	30270	12709	0	false								
11145	23113	0	22305	35257	0	82653	0	0	0	0	0	80186	0	5123		17342	21948	7840	8936	0	2525	6411	6108	2298	3139	6214	6785	1645	60186	75063	162	0	3455	0	9708	8075	0	0	4904	4333	0	true								
11275	47103	0	7428	65651	0	95008	0	0	46485	201862	0	1067920	0	101913		197196	573955	32178	141903	45985	53865	88038	53105	2188	44765	142283	59579	3039	87580	960340	0	5667	10760	155377	196049	53617	148356	0	153143	33905	0	true	10160	40143	37277	221053	305261	37741	9362	
11640	144920	2	5795	13497	0	25249	0	0	0	0	0	255511	0	38029		41605	20247	18014	19969	0	7604	12449	13217	8335	5030	20907	13246	9555	19423	217482	29	0	9161	0	27774	20964	0	0	12335	13602	0	false								
11837	5123	0	23915	7897	0	40171	0	0	0	0	0	35179	0	1162		15369	4631	3297	9243	0	2828	6415	3583	2543	1846	4674	2313	1223	16256	34017	0	0	1161	0	9111	945	0	0	5575	945	0	true								
12030	31316	0	15739	74371	0	105486	0	0	0	0	0	173293	0	3523		71881	25143	20233	53422	0	16069	37353	15049	3410	9386	26157	8342	1068	89747	169570	0	200	6610	0	38817	6136	0	0	30854	4689	0	false								
12142	23659	0	12301	52022	0	103469	0	0	0	0	0	87385	0	7296		23798	15609	8389	20551	0	11319	11834	644	1	10729	13187	403	0	91168	80089	0	0	2057	0	12634	11685	0	0	11867	10853	0	false								
12179	5307	0	0	3722	0	7495	0	0	0	0	0	22490	0	1001		9047	5167	2057	5574	0	1798	3776	2588	885	0	1668	1076	226	7495	21489	0	0	287	0	1709	1261	0	0	667	1001	0	true								
12311	4559224	43	1042311	4334272	0	5316207	0	0	1930	2704785	0	48656230	0	2865261		2666925	40439623	642278	1568761	1156	326039	1242722	958657	139507	316176	385092	241862	47328	4273195	45790969	658	0	90970	2502855	745234	245224	2501029	200000	328696	372571	0	true	397204	901884	2974107	15474651	22301286	601280	3943109	
12647	9327	0	570	16858	0	21650	0	0	0	11360	0	57320	0	3098		9626	17925	3527	5996	0	1619	4378	3629	0	1072	12687	4589	2094	21080	54222	0	0	793	0	6421	14021	0	7052	4916	8843	0	false								
12656	1863	0	644	3626	0	5914	0	0	0	0	0	8908	0	1157		3362	1167	882	2726	0	767	1959	633	3	416	1475	306	319	5270	7751	0	0	233	0	2516	0	0	0	1891	0	0	true								
12937	14138	0	0	35770	0	52308	0	0	131	2443	0	102777	0	0		9106	43132	5507	7579	131	2734	4846	1452	74	16471	17450	2217	263	52308	102777	0	0	3714	2312	14912	21489	2312	0	13347	20574	250	true								
12946	56958	5	84748	61283	0	198282	0	0	484	933	0	887652	0	225933		161263	326674	50489	109067	484	35257	75856	42125	8025	78006	182225	69474	13052	113529	661719	0	0	21009	449	132956	209801	449	0	97311	161301	0	true	85	31545	81899	166124	73857	49088	7870	
12955	12865	0	3086	28429	0	46262	0	0	0	0	0	77142	0	7536		13464	30378	4778	9003	0	2012	6992	2808	1653	717	6098	10159	3463	43176	69606	0	0	1038	0	16748	3689	0	0	3859	2955	10191	true								
13103	383003	0	117890	63611	0	173897	0	0	24980	24980	0	1097717	0	124629		158291	429806	59172	80207	0	30912	49295	33542	44542	36072	46729	17976	25840	55827	971682	180	1406	17547	0	61242	65375	0	0	32776	50025	0	true	6334	19475	30018	248406	181400	192388	65071	
13251	2341	0	246	5936	0	11026	0	0	0	0	0	25079	0	1090		7375	14644	1536	6655	0	1599	5056	720	0	0	719	0	0	10780	23989	0	0	0	0	719	0	0	0	719	0	0	true								
13457	3561	0	1068	3017	0	7264	0	0	0	0	0	11654	0	1456		2800	2873	1260	2627	0	712	1915	173	0	0	2272	148	0	6196	10198	0	0	0	0	1475	945	0	0	1327	945	0	false								
14052	8881	0	1204	13176	0	20100	0	0	0	0	0	29372	0	721		6127	10020	2108	4886	0	1659	3228	1241	0	781	2553	1010	0	18896	28651	0	0	595	0	1842	2502	0	0	1345	1989	0	true								
14155	13813	0	1198	35399	0	73608	0	0	78	27428	0	78362	0	9192		18861	32269	6292	12888	78	3837	9051	4830	1143	2195	6094	3428	1702	72410	69170	0	0	2241	27350	10118	3301	27350	0	7060	1129	0	true								
14650	6687	0	3131	10906	0	16457	0	0	0	0	0	12510	0	104		3722	737	1298	2352	0	2007	1375	340	0	368	996	0	0	13326	12406	0	0	268	0	999	365	0	0	999	365	0	false								
14753	13751	2	680	12335	0	12335	0	0	0	0	0	26709	0	1977		8873	0	3284	8155	0	2506	5649	612	106	1356	2174	555	0	11653	24732	0	0	555	0	3330	755	0	0	3030	500	0	false								
14865	53631	4	19265	154636	0	154637	0	0	534	25419	0	150911	0	18948		27496	46747	11962	16083	436	11540	6885	6485	2586	8813	7974	5054	1195	135368	131716	0	247	3545	24885	20936	2100	24545	0	15454	763	0	true								
14977	4138	0	0	4256	0	7962	0	0	0	0	0	27065	0	0		9156	1243	2468	7938	0	1836	6102	1213	5	4753	6392	1382	0	7962	27065	0	0	243	0	6929	5598	0	0	5425	1505	0	false								
16551	31141	21	6606	47614	0	109026	0	0	15995	15995	0	164193	53	10611		73393	30692	27392	34212	4763	9606	29477	28723	5587	4942	10988	12720	316	101351	153529	1048	0	8714	0	22526	6440	0	0	12720	3210	0	true								
16748	15239	0	2122	18949	0	24055	0	0	0	0	0	40639	0	2059		12045	6925	4421	6818	0	2606	4467	3474	1498	495	3100	1390	1446	21933	38580	0	0	1721	0	5602	829	0	0	3344	251	0	false								
16953	5349	0	1241	8843	0	13919	0	0	0	0	0	17454	0	1896		6332	2197	439	4301	0	1033	3268	2031	0	2049	1327	200	0	12678	15558	0	0	0	0	3576	0	0	0	3376	0	0	false								
17110	0	0	0	0	0	0	0	0	0	0	0	75088	0	6405		10361	0	2601	10361	0	10361	0	0	0	64727	0	0	0	0	68683	0	0	1737	0	23792	40935	0	0	23792	40935	0	true								
17147	2615402	0	51465	186666	0	265553	0	0	326856	326856	0	4579657	0	646833		843635	825087	153854	375863	28474	97549	278462	260594	207029	65504	138426	83453	8151	213200	3932824	888	0	38450	0	217563	77971	0	0	144873	59057	37889	true	1145	18201	193854	435780	208032	1329791	1285596	
17259	15017	0	0	8812	0	19192	0	0	0	0	0	33481	0	1972		10738	1704	4907	6564	0	1556	5008	3780	394	515	2841	2468	198	19192	31509	0	0	1687	0	6022	0	0	0	3356	0	0	false								
17464	132920	0	59826	419442	0	419442	0	0	1136	66493	0	1629442	0	116276		106049	1293553	39657	70129	1136	25798	44439	25463	10349	19976	39754	31983	5207	359616	1512461	0	705	9056	64579	65012	31908	63576	778	44623	15096	0	true	205988	145501	8127	694705	452372	122372	10548	
17950	40279	0	37381	56476	0	124354	0	0	0	54856	0	220512	0	29552		24485	90945	9011	18171	0	5004	13167	5318	996	22742	35959	5190	912	86973	159328	0	31632	3422	23224	17191	47612	23224	31632	14376	44325	0	true								
17978	53046	0	0	3566	0	28624	0	0	0	0	0	176608	0	1023		67759	3498	41743	49965	0	13019	36946	13526	4268	15811	22502	10711	3281	28623	164724	1	10861	17005	0	34729	17576	0	0	24181	14132	0	true								
18050	56421	0	33481	143130	0	198996	0	0	0	0	0	223967	0	10415		47775	55079	10721	39111	0	12884	26357	8380	154	13027	35455	16210	0	165515	213552	0	0	2789	0	34150	30542	0	0	24749	23732	0	true								
18135	26838	0	0	87862	0	112710	0	0	185	15663	0	103807	0	749		18755	30154	3697	12864	117	3954	8937	4203	1661	6102	7387	13520	1051	112710	102839	0	219	221	15478	11849	16211	15290	0	8094	5395	0	true								
18377	17848	0	0	0	0	0	0	0	99	99	0	49512	0	794		19926	0	5690	9055	0	1674	7381	7374	3497	1137	1974	5604	3025	0	44250	0	4468	1912	0	10512	1228	0	0	2595	515	0	true								
18827	278568	0	57032	239707	0	398709	0	0	0	0	0	463533	0	42070		73962	80917	21674	40408	0	10942	29466	21388	12166	2739	14900	6315	6132	340259	421439	1418	24	3821	0	18214	11872	0	0	9120	8518	0	true								
18836	13553	0	1830	24818	0	35243	0	0	351	3291	0	94247	0	1867		41735	12137	13907	21706	242	11596	12615	13678	3846	5923	11469	5540	3890	33413	92178	0	202	4457	2940	22956	3866	2129	0	13641	2497	0	true								
18854	44591	0	17461	156519	0	189256	0	0	1643	60552	0	253233	0	25904		35885	13607	3349	28354	1402	7913	20441	6777	754	38560	104527	15261	801	171795	168213	0	59116	1061	58909	116974	42175	55848	0	105433	37654	59116	true								
19356	10830	0	3758	15224	0	27741	0	0	99	5205	0	40116	0	6500		13689	6103	1819	10312	99	3025	7291	2754	619	1053	6957	1384	100	23943	32022	40	1594	0	5106	9241	253	4857	0	8010	0	0	true								
19730	450599	0	8188	367550	0	411526	0	0	76208	77699	0	1721973	0	150516		251250	802775	47325	199831	75212	82530	121531	38202	8987	89789	81884	35265	10411	402909	1571276	429	181	11366	1491	109702	107647	1491	0	80860	90683	0	true	196737	20442	185729	275715	428246	416630	32348	
19936	13393	0	20508	43998	0	109100	0	0	0	0	0	112001	0	7611		22481	41445	9622	16859	0	5766	11093	2638	2984	8291	18445	2898	5048	88592	104390	0	0	4492	0	28420	6262	0	0	22043	4692	0	true								
19972	76608	0	0	0	0	0	0	0	0	0	0	76608	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	76608	0	0	0	0	0	0	0	0	0	0	0	false								
20053	9830	0	840	18271	0	23198	0	0	3857	4357	0	55770	0	2999		24257	3264	7080	8328	0	6305	5934	9106	2912	1470	2693	13262	993	22358	52771	0	0	811	500	10883	7535	0	0	2878	0	3969	true								
20512	20523	0	1955	18395	0	29602	0	0	99	1643	0	50431	0	1908		11593	10224	4733	4871	99	1359	3512	3820	2903	2265	2008	3480	338	27647	48523	0	0	1353	1544	6370	1721	748	0	2914	1109	0	true								
20633	70147	0	21904	33211	0	74842	0	0	0	6878	0	181415	0	967		40269	37047	13639	16779	0	4403	12381	15552	7933	5546	10697	17386	323	52933	180448	5	0	3336	0	28074	5878	0	0	11578	4665	0	false								
20857	7654	0	7708	130259	0	160672	0	0	0	9978	0	89485	0	11808		5562	60975	1527	4637	0	1452	3185	916	9	688	3667	10839	100	152964	77677	0	0	0	774	5272	10022	0	0	3567	788	0	true								
21256	1056	0	2212	2881	0	5333	0	0	0	0	0	4427	0	500		1283	815	1772	648	0	116	532	149	486	0	100	0	1172	3121	3927	0	0	1172	0	1272	0	0	0	100	0	0	true								
21359	10260	0	1897	10480	0	17215	0	0	0	0	0	26284	0	1867		4844	6969	3527	4090	0	1026	3064	672	82	534	3272	405	0	15318	24417	0	0	0	0	3410	801	0	0	3005	801	0	true								
21630	21551	0	2269	21438	0	31519	0	0	0	0	0	66082	0	5550		12174	10251	2604	10546	0	2417	8129	1621	7	6290	14845	971	0	29250	60532	0	0	1109	0	9683	12423	0	0	8712	12423	0	true								
21658	20314	45	4195	19426	0	57230	0	0	0	0	0	86062	0	1077		37830	11649	16188	20767	0	5460	15307	12536	4527	1339	7348	6488	1094	52990	84985	0	0	4502	0	12082	4187	0	0	6179	2508	0	true								
22048	20281	0	23010	80561	0	80561	0	0	53	4005	0	74051	0	3458		25745	0	7358	20027	53	6519	13675	5356	195	9305	10795	7614	310	57551	70593	0	0	3092	3952	21220	6804	3952	0	16216	3884	0	true								
22543	11625	20	10709	21391	0	56106	0	0	0	0	0	27476	0	761		7954	3875	3726	5635	0	2442	3194	1636	682	1099	1303	1114	504	45377	26715	0	0	1432	0	3264	756	0	0	2150	252	0	true								
22552	14643	0	2807	12862	0	27759	0	0	1500	1500	0	47007	0	3414		16587	3363	3315	11318	500	3372	7946	5211	58	2744	2206	6364	1100	24952	43593	0	0	283	0	10281	2133	0	0	4092	858	3067	true								
22730	166	0	7612	48062	0	75455	0	0	0	0	0	69148	0	3834		15743	47009	3257	7220	0	3450	5064	5351	1878	1127	3162	1364	577	67843	65314	0	0	221	0	4738	1492	0	0	2161	1492	0	true								
22936	10580	0	3251	43493	0	61653	0	0	0	0	0	87340	0	1344		26490	33667	7825	18091	0	4707	13384	8399	0	2440	5484	8679	0	58402	85996	0	0	1877	0	15178	1425	0	0	7524	400	0	true								
23045	3519	0	559	3065	0	13895	0	0	0	0	0	27508	0	5015		1727	17756	821	1385	0	847	538	304	38	1540	1774	616	575	13336	22493	0	0	540	0	2311	2194	0	0	1381	1933	0	false								
23456	11122	0	2608	11160	0	38405	0	0	0	0	0	52775	0	9044		21919	7660	7045	11657	0	2780	8877	5902	4360	2816	4513	2839	1906	35727	43731	70	0	2722	0	6856	5218	0	0	2620	4709	0	true								
23504	997019	0	30966	377341	0	425411	0	0	36467	212600	0	2358866	0	351304		140697	1027239	37061	81738	18020	18370	63381	42572	16374	35431	96049	41690	20741	394445	2007562	0	0	14263	176133	136253	57658	175033	0	91378	40102	0	true	42447	6077	345921	251209	376931	376696	524703	
23643	12338	0	13868	31449	0	72552	0	0	0	0	0	96207	0	8611		35019	2268	7579	26471	0	7628	18843	8543	4	7935	24797	12131	1719	58684	87496	0	100	2633	0	24982	21600	0	0	17532	15200	0	false								
