"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37																															
242																															
279																															
354																															
457																															
505																															
1155																															
1351																															
1454																															
1669																															
1856																															
2040																															
2161			62	2598	18	2092	6	2140	152	3612	19	2398	14	2682			12	595	14	2302	2	377	93	1757	9	1063	8	2054	false	false	
2376			4	108	28	4160	134	54894	11	438	0	0	4	1739															false	false	
2554																															
2732																															
2750																															
3252																															
3458																															
3720			63	2464	81	10044	66	23869	245	4902	37	2993	21	4609			48	1575	29	3425	9	2235	20	481	16	1279	12	2639	false	false	
3971																															
4156																															
4231																															
4839																															
5069																															
5135																															
5210			111	4687	220	27276	329	131163	397	10671	93	10117	61	17221			46	1926	58	7830	46	14455	48	1243	15	1741	2	412	false	false	
5461																															
5751																															
6039			132	4109	68	8530	101	38647	342	5218	34	3822	18	5084			71	2593	55	6938	29	7370	88	1941	6	572	2	258	false	false	
6329			165	11384	107	14711	133	53636	889	21232	102	13880	21	4520			37	1631	17	2225	7	1526	51	1388	5	629	0	0	false	false	
7009																															
7045			59	2193	28	3272	15	5230	29	680	9	982	5	2276			19	591	12	1460	4	1306	28	606	13	1235	5	1101	false	false	
7072																															
7456																															
7634																															
8033																															
8462																															
8631																															
9357			6	406	12	1648	61	28423	246	7391	121	11769	149	37567	0	1													true	false	
9553																															
9807			7	308	39	4844	101	38745	44	1526	26	2576	12	2743															false	false	
9955																															
10250																															
10849																															
11145			100	3646	88	11143	72	27323	87	2523	11	1007	16	3557			0	0	3	523	0	0	1	27	0	0	0	0	false	false	
11640																															
11837																															
12030																															
12142																															
12179																															
12311			1992	87780	3180	375312	4305	1443932	25066	692848	4738	444431	4268	1093697			140	7573	157	17293	39	9990	409	9935	75	6757	47	10150	false	false	
12647			62	2778	36	4386	41	14051	109	2573	20	1333	13	2619			38	1165	18	2674	9	2106	36	941	6	506	6	802	false	false	
12656																															
12937																															
12946			165	6936	163	19961	152	54549	1223	25198	237	24940	119	35994			149	6011	61	7478	24	5659	173	3822	17	1941	11	2513	false	false	
13103			53	2639	158	19794	308	110864	527	11591	171	15024	187	42531															false	false	
13251																															
13457																															
14052																															
14155																															
14650																															
14753																															
14865																															
14977			4	94	1	230	0	0	65	1550	6	690	4	1272			16	615	17	1879	11	3024	110	3136	29	3270	12	2556	false	false	
16551																															
16748																															
17110			0	0	0	0	0	0	3	214	1	58	5	1377															false	false	
17147			602	22840	784	92135	1056	410843	3588	66308	897	78217	979	241895			291	11385	340	40786	216	60501	421	9697	165	14246	104	20707	false	false	
17259																															
17950																															
17978																															
18050																															
18135																															
18827			147	5111	168	18236	200	67097	583	10297	136	10007	116	25043			0	0	2	144	2	519	0	0	0	0	0	0	false	false	
18836																															
18854			9	511	23	4585	28	14344	164	6193	46	8553	53	30856			37	2098	28	4843	21	7289	186	7834	38	6234	27	9524	false	false	
19356																															
19936																															
19972																															
20053																															
20633																															
20857																															
21256																															
21359																															
21658			72	2691	47	4837	38	8779	102	1351	35	1816	2	538			68	2399	50	4719	48	8706	192	3477	40	2362	22	1710	false	false	
22048																															
22543			55	2199	61	7209	60	22204	155	3173	35	3693	12	3313			3	105	1	99	0	0	0	0	0	0	0	0	false	false	
22552																															
22730																															
22936																															
23456																															
23504			11	591	72	10400	429	192894	1182	44319	345	40830	405	154585			0	0	1	40	1	470	0	0	0	0	0	0	false	false	
23643																															
23755																															
24006			16	711	72	9008	230	94613	118	1722	73	3695	91	22114															false	false	
24378																															
24453																															
24659																															
24668			24	1013	41	5451	89	40560	224	6055	135	14112	186	65984			28	893	12	1106	7	1820	16	415	5	360	0	0	false	false	
24949																															
25357																															
25647			4	194	23	3650	52	25337	10	399	4	653	3	1866			0	0	1	130	2	370	0	0	0	0	0	0	false	false	
26176																															
26242																															
26457																															
26765																															
27070																															
27548			66	2387	104	12945	118	48477	285	6318	141	9496	142	34471			3	101	9	1336	4	1362	0	0	0	0	0	0	false	false	
27614																															
27847																															
28013			45	3767	99	12100	250	100094	250	6826	54	5732	76	24140															false	false	
28152			40	1411	25	2960	21	6464	157	3595	25	2362	21	4599			39	1611	69	8315	16	4758	96	2155	41	3428	10	2302	false	false	
28255																															
28406			0	0	8	881	42	17684	67	1104	40	2398	80	8901			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
28675			38	1550	21	2116	8	1815	39	589	6	315	5	987			36	1289	20	2826	6	1095	21	426	9	838	3	629	false	false	
28732																															
29476																															
29636			118	4566	85	10104	73	29961	638	8964	54	5620	34	11901	349	93													true	false	
29878			10	606	95	10129	476	179522	0	0	0	0	0	0															false	false	
30052																															
30502			29	1083	64	6746	114	38792	434	6723	31	2479	28	7085															false	false	
30650																															
30810	0	72979																											false	true	
31134			26	1165	24	2722	13	4269	257	4716	18	2315	5	1099			20	789	14	1534	5	1464	12	233	7	579	3	464	false	false	
31255			6	294	20	2687	40	16225	102	2355	58	4657	52	11846			1	8	0	0	1	242	0	0	0	0	0	0	false	false	
31657																															
31826			149	6451	75	9504	76	33459	210	5055	19	1994	15	4523			40	1643	10	1119	1	39	94	1276	1	129	1	100	false	false	
31835																															
32234																															
32766																															
32971																															
33147			81	2904	47	6411	32	12904	201	3566	37	4257	30	9225			36	1437	37	5165	9	2596	31	1082	34	3654	24	5014	false	false	
33259																															
33268			20	865	19	2993	8	3770	136	3254	16	1415	15	2785			15	792	15	1612	6	1553	89	2128	21	2054	7	989	false	false	
33370																															
33839																															
33857			48	1530	41	6112	52	22302	579	11531	113	11480	92	32019			137	4941	121	15239	87	25870	579	9383	113	9255	60	14494	false	false	
34425			66	4294	107	15906	149	61696	391	16060	172	22576	64	23604			2	74	0	0	0	0	0	0	0	0	0	0	false	false	
34434																															
34452																															
34537			161	9889	575	85577	1090	478628	2745	84820	597	74498	466	169336			0	0	1	198	4	999	12	504	3	384	1	453	false	false	
34555			136	3951	52	6325	28	8493	220	3635	8	752	12	3325			173	6367	111	13637	59	15954	412	6634	56	5997	15	3321	false	false	
34742																															
35057			109	3996	48	5394	30	10329	181	3436	29	2923	9	1822			108	4641	74	9728	38	9090	208	3826	23	2249	6	1359	false	false	
35301			0	0	0	0	0	0	0	0	0	0	0	0																	
35570			111	5766	176	30564	493	288671	578	18531	217	36692	218	120936			2	11	0	0	0	0	2	91	0	0	0	0	false	false	
35646																															
35879																															
36456																															
36933																															
37051																															
37341																															
37435			243	9330	222	25017	231	80038	1261	19957	137	12660	75	19139			46	1716	21	2908	13	3856	5	39	0	0	0	0	false	false	
37640			821	36174	568	73865	503	184687	1376	45107	433	49348	364	119975			277	11495	282	35570	126	37214	416	15670	123	16386	80	25004	false	false	
37659			19	498	8	882	7	3050	88	2114	27	3098	5	1754			21	646	11	1266	3	659	155	2302	8	1112	1	233	false	false	
37949																															
38740																															
39327																															
39756			48	2180	74	10325	107	43542	546	13785	139	14482	145	40383			29	1786	41	6639	17	4608	257	7631	64	7480	46	9021	false	false	
40033																															
40499			8	534	41	6084	74	32507	336	6001	72	6803	58	19278			0	0	0	0	1	248	2	70	0	0	0	0	false	false	
40855																															
41245																															
41553																															
41629																															
41825			9	524	21	3028	45	20967	117	3442	49	5776	75	21165			6	328	8	1248	3	662	1	2	0	0	1	362	false	false	
41937																															
41955																															
42037																															
42354																															
42372																															
42420			488	16666	586	60293	571	194146	4902	54106	349	28087	338	78490			9	349	13	1002	5	762	22	513	4	223	2	154	false	false	
42448			107	4532	129	16692	107	40793	683	15613	86	9159	74	23909			116	5010	108	13296	64	18072	311	7027	76	8034	103	17374	false	false	
42457																															
43052																															
43351																															
43856																															
43959																															
44040																															
44433			0	0	11	1234	50	21470	8	165	2	344	9	1971			0	0	1	198	1	354	0	0	0	0	0	0	false	false	
44741																															
44750																															
44929			21	837	24	2760	24	7468	27	561	3	233	3	202			4	131	5	791	1	14	2	40	2	219	0	0	false	false	
45038			13	645	8	905	16	7521	43	1012	8	1034	27	5374			10	492	18	2434	12	1973	28	615	7	432	3	424	false	false	
45047																															
45056																															
45430																															
45458																															
45551			78	2579	91	8571	92	22457	3461	83145	442	37156	89	21581			125	3697	239	23645	245	77852	624	14439	271	24922	251	60189	false	false	
45560			25	1124	103	13782	194	76544	401	12188	149	15259	135	35837			2	80	3	350	9	2246	2	84	1	106	0	0	false	false	
45775																															
46053																															
46941																															
47247			47	1532	92	9561	81	26638	191	3823	65	4758	33	10935			18	894	22	3240	11	3132	15	458	9	1492	5	1288	false	false	
47256																															
47452																															
47500																															
48057																															
48150																															
48374			65	2277	56	7039	54	17992	377	9769	90	10935	85	30277			1098	33320	620	65093	300	74357	113	1403	2	71	2	277	false	false	
48440																															
49054																															
49148																															
49241																															
49652																															
49858																															
49951																															
50144																															
50461			4	99	14	2056	29	12336	4	78	4	314	7	773															false	false	
50872																															
51253			109	3374	86	8589	110	31785	273	6266	33	3049	25	7711			33	1196	16	2212	8	1621	33	667	4	568	1	296	false	false	
51356	7	83													1	36													true	true	
51459																															
51842			25	903	17	2228	15	8814	100	2385	25	3059	18	7115			37	1350	65	7069	69	15109	243	6868	77	8860	44	11876	false	false	
52719																													false	false	
52951																															
53051																															
53752																															
54049																															
54058			52	1847	47	5769	25	9451	357	5987	24	2094	11	2360			76	3111	71	8940	39	11287	187	4519	61	7413	40	11241	false	false	
54441																															
54656			179	5412	48	3963	29	9980	418	7813	39	3257	20	5864			101	3088	21	2634	6	1541	512	8616	25	2906	9	2302	false	false	
54973			2	66	14	1929	75	33441	2005	53609	88	9715	109	34094			0	0	0	0	0	0	14	332	0	0	0	0	false	false	
55336																															
55635																															
55653																															
55970																															
56258																															
56351			162	6666	206	26378	205	75335	1913	40347	212	22498	128	39631			141	5270	35	4246	9	2096	421	8713	24	2214	5	1483	false	false	
56548																															
56557			24	1032	99	14016	346	140388	610	8486	342	22856	670	97702			0	0	1	190	0	0	0	0	0	0	0	0	false	false	
56717																															
57040	74	172															51	2384	94	13675	55	18653	393	8680	40	5399	13	3856	false	true	
57451																															
58207																															
58225																															
58243			194	9176	291	40160	394	166188	487	14858	258	26693	332	105710			6	209	7	971	6	1427	1	54	0	0	1	326	false	false	
58355																															
58551																															
58636																															
58757																															
58971			125	4924	298	40069	505	212374	3616	45648	525	46728	641	164150			15	732	48	4044	49	4799	63	1318	51	3039	59	8533	false	false	
59316			168	6608	188	19968	209	74017	517	13791	60	6040	48	16988			7	337	4	553	1	49	68	1547	11	1056	5	1346	false	false	
59352			47	1600	29	3864	50	22212	148	2178	18	2080	9	2835			25	919	19	2133	7	2132	232	4149	21	1697	8	721	false	false	
59370																															
59754																															
60143			431	21186	871	107391	1955	781883	4777	123664	1866	203085	2277	880858			6	225	7	977	4	805	16	630	8	1055	5	1514			
60330			89	3884	103	13547	120	46965	416	10507	93	8720	76	17539			46	1681	26	3001	16	4789	25	549	9	650	6	783	false	false	
60545			31	1230	22	2756	12	5071	158	3488	21	2319	28	7932			34	1513	34	5156	30	9271	251	6484	71	8891	32	7872	false	false	
60554	18	97															13	531	27	3217	13	3025	162	3790	40	4592	16	2485	false	true	
60648																															
61122			43	1830	82	9312	118	49044	522	9330	98	8029	58	16190			5	127	7	640	4	495	8	73	0	0	1	102	false	false	
61355																															
61476																															
61757			53	1980	52	6865	63	28771	134	3168	41	3668	30	7721			39	1668	24	3149	4	778	105	1884	6	521	0	0	false	false	
61832																															
61953																															
62044																															
62110																															
62147																															
62772																															
63050																															
63069			13	338	61	8948	582	285880	6286	94804	965	91521	883	247301			0	0	0	0	0	0	0	0	0	0	0	0			
63201																															
63573																															
63733			159	6768	145	16951	95	41887	653	12763	91	9532	43	11645			271	9493	96	11230	43	10864	382	4973	16	1712	5	568	false	false	
63742																															
63751	15	3													5	4													true	true	
64150																															
64552			8	385	21	2481	20	8442	24	760	8	869	7	2261			1	5	1	29	0	0	0	0	0	0	0	0	false	false	
64730																															
65205																															
65241																															
65513			0	0	0	0	0	0	0	0	0	0	3	1830																	
65559			38	1309	69	8942	75	29503	688	11320	131	12223	72	20262			51	2029	73	8237	41	6683	423	8530	118	8472	31	5108	false	false	
65746			78	2542	80	9219	76	27872	251	5364	61	5132	37	10333			161	5393	118	13316	58	16845	203	3333	11	1117	4	876	false	false	
65858			132	5007	157	17266	169	52984	833	16590	291	18447	292	39563			70	2520	95	10588	67	10822	211	3097	96	4564	60	6918	false	false	
66154																															
66275																															
66677			14	598	18	1692	26	10438	5	104	3	315	0	0			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
67142																															
67151																															
67209																															
67254																														false	
67656			68	2809	114	15631	163	63855	135	3612	34	4075	12	2793			39	1395	47	5654	24	8007	148	3472	30	3086	19	4390	false	false	
67870																															
68448																															
68671																															
68756			85	3994	73	9190	79	32719	368	9881	78	6117	50	10552			81	4111	65	9619	46	15401	326	6538	60	3526	41	9402	false	false	
68831			37	1157	39	4439	38	15029	257	4631	23	2245	5	2271			28	1292	16	2063	2	823	0	0	0	0	0	0	false	false	
68840																															
68859																															
69333			69	2417	112	13723	219	85849	558	13865	106	12659	85	32040			5	48	10	1103	2	546	4	38	2	205	0	0	false	false	
69678																															
70058																															
70218			0	0	10	1021	27	12046	3	146	2	322	4	1089															false	false	
70414																															
70638																															
70955																															
71073																															
71318			20	698	49	6614	135	57444	51	1872	27	3060	43	13419			6	362	24	3132	26	7966	0	0	0	0	0	0	false	false	
71457																															
71859																															
72258																															
72351																															
72454																															
72678																															
73116																															
73152																															
73554																															
73956																															
74056			4	104	1	127	4	1217	72	2202	3	348	3	1099			50	643	46	5967	27	7137	260	5886	56	4363	31	4699	false	false	
74140			196	8681	212	27535	199	80819	937	23267	198	21471	121	46296			148	6800	145	19404	65	19515	299	7348	83	9170	28	7935	false	false	
74403			68	3002	153	18963	192	73809	442	9775	85	7891	96	20328			0	0	0	0	1	423	0	0	0	0	0	0	false	false	
74449																															
75053																															
75259																															
75446																															
75455																															
75558																															
75633			1708	16317	1480	134412	2184	687667	68015	1711081	28759	2622163	8046	2175950			341	8516	370	43417	268	75290	979	25235	396	42235	203	49583			
75651																															
76153			8	304	1	119	2	682	28	536	5	506	4	1455			6	265	15	1897	11	3236	32	518	18	1101	18	3544	false	false	
76443																													false	false	
76854																															
77150			8	367	9	790	11	2157	36	650	5	535	11	2055			18	686	19	2473	10	2529	55	1158	19	1673	11	3236	false	false	
77253																															
77422																															
77851			95	3976	113	14929	158	59631	471	10924	144	14383	150	40690			91	3537	151	18745	80	24298	310	6814	121	9640	77	14522	false	false	
78157																															
78241																															
78559																															
79042			25	1254	18	2644	11	3823	22	444	0	0	0	0			12	406	5	762	3	947	4	53	2	263	0	0	false	false	
79127			63	1976	13	1584	7	1585	71	1970	8	888	5	1467			7	193	4	202	3	830	18	389	2	184	0	0	false	false	
79145																															
79257																															
79855																															
80150																															
80374																															
80431																															
80552																															
80936			17	857	20	2265	38	15565	29	719	5	595	4	1514			2	33	0	0	1	304	0	0	0	0	0	0	false	false	
81175																															
81429																															
82033			9	491	19	2739	26	9802	21	790	11	1183	9	2785					2	232									false	false	
82257																															
82350																															
82659			13	587	22	2336	3	1401	135	3084	32	3826	10	2488			37	1368	33	5500	6	1958	110	2984	32	3775	19	4344	false	false	
83151																															
83236																															
83375																															
83638			42	2664	100	16240	231	109552	493	22361	351	53293	206	87012																	
83834			33	1033	24	3411	42	15670	160	3535	42	4714	19	6991			1	90	0	0	0	0	0	0	0	0	1	26	false	false	
83852																															
83955																															
84046																															
84541																															
84804																															
85052																															
85258																															
85454	36	109															13	556	3	526	3	1252	250	4274	21	2351	7	1341	false	true	
85472			309	13701	579	72994	958	379676	294	8007	150	13697	194	59896			2	45	1	183	0	0	0	0	0	0	0	0	false	false	
85931																															
86349																															
86358	10	61													79	262													true	true	
86554																															
86675																															
87047																															
87159																															
87234																															
87476																															
87579			4	58	9	1315	48	21985	3	165	0	0	14	7064															false	false	
88231			23	1125	46	6534	58	24919	136	2463	19	2491	27	7133			0	0	0	0	0	0	11	468	0	0	0	0	false	false	
88240																															
88259																															
88352			16	453	16	1938	22	7782	298	6527	20	2282	17	3500			28	1197	14	1601	12	2370	356	9437	38	4617	15	4116	false	false	
88455																															
88772																															
88950																															
89032			29	985	23	2365	35	12184	174	3175	37	3464	29	6499			1	59	1	204	0	0	1	10	1	53	0	0	false	false	
89135																															
89854																															
89957			22	904	18	2657	11	3490	47	1147	16	2221	11	2164					1	37		0	17	191							
90047																															
90177																															
90328																															
90337			81	3297	73	8081	134	47461	334	6213	50	5018	76	22437			0	0	0	0	1	318	4	4	0	0	0	0	false	false	
90579																															
91615			132	4256	29	5058	8	3441	124	2869	14	2520	5	1386			56	2420	51	7792	22	7638	81	1836	9	1528	0	0	false	false	
91651																															
91754			42	1835	32	4024	26	7117	260	6145	19	1921	24	5268			20	609	37	4845	13	4032	143	2681	8	1011	5	1105	false	false	
91950																															
92144																															
92676			16	679	46	5710	92	35632	84	4027	43	5270	46	13646			0	0	0	0	0	0	0	0	0	0	1	124	false	false	
92706																															
92902																															
93244																															
93543																															
93619																													false	false	
93758	0	135															32	1556	30	3546	21	6806	109	1903	15	1205	17	3998	false	true	
94139																															
94522																															
94755																															
94858																															
95051			5	174	8	1012	23	10315	73	1638	16	1692	14	4249			5	37	10	746	5	1239	18	343	10	757	9	2058	false	false	
95659			19	689	12	1311	2	410	111	1812	9	1024	0	0			49	2202	40	4868	10	2856	161	2327	9	983	0	0	false	false	
95677																															
96553																															
97055																															
97279																															
97457																															
97804																															
97943																															
98351																															
98463			46	2293	125	16636	164	62848	467	10909	132	12396	80	18946			25	1196	45	5376	64	24440	108	2462	52	3110	50	11828	false	false	
98717			1	6	5	490	46	21383	1	69	3	414	3	1969															false	false	
99143																															
99255			0	0	4	435	3	925	47	1117	7	555	6	1994			4	183	3	391	6	1504	98	2923	37	4126	31	6692	false	false	
99376			9	274	13	1484	41	17285	36	513	59	4254	190	53733			11	434	6	727	2	384	0	0	0	0	0	0	false	false	
99442			116	4611	54	6274	59	21494	583	11487	63	6918	38	11365			57	1935	40	5334	41	15301	91	1833	24	2004	24	5637	false	false	
99536																															
99853	58	37													2	0													true	true	
100236																															
100357																															
100562			168	7587	503	65010	976	392857	2706	50706	476	39049	270	56363			32	1418	47	6016	68	16440	118	2812	48	2870	27	4204	false	false	
100777																															
100843																															
101019			0	0	2	398	15	9782	23	1224	38	6910	119	73686																	
101037			94	3159	117	13460	185	68759	164	3425	27	2872	26	11269			4	116	1	121	1	179	2	38	3	118	0	0	false	false	
101439			141	4046	34	4309	15	5084	337	4123	12	861	12	2402			86	2458	16	2176	7	2003	113	2504	20	1560	13	1889	false	false	
101671			64	2716	92	10926	118	44587	378	14163	198	23947	131	39419															false	false	
101738																															
101952																															
102155																															
102333																															
102342																															
102539																															
102557																															
102874			3	241	5	644	6	2378	0	0	0	0	0	0															false	false	
103134			5	199	12	1150	16	6190	41	1196	12	1318	14	4242			1	58	1	25	0	0	7	274	18	2006	10	1614	false	false	
103255			337	12048	284	31885	293	104009	1538	28843	239	22019	213	70614			453	16596	302	37146	103	28414	1009	18002	78	8009	20	4313	false	false	
103563			6	110	7	645	4	1266	35	749	7	685	3	1073			4	156	4	563	3	972	24	562	8	845	3	464	false	false	
104234																															
104542																															
104971																															
105026																															
105222																															
105473			25	1130	68	7033	100	37994	105	2493	37	3346	32	9754			0	0	4	410	2	515	2	22	0	0	0	0	false	false	
105530																															
106359			46	2126	130	14787	233	93493	276	5917	128	10471	78	19964			4	127	3	569	1	81	8	131	2	342	0	0	false	false	
106452																															
106676																															
107244			594	23274	1008	110328	1523	543030	1743	38211	505	42061	299	72673			247	8191	134	14500	64	13998	223	4073	21	2024	3	845	false	false	
107459																															
107570																															
107758																															
108072																															
108269																															
108652																															
108746																															
108951																															
109136																															
109154																															
109453																															
109574																															
109659																															
110413			98	4384	96	11762	109	41197	132	4503	56	5629	52	15745			24	314	53	947	66	2680	81	3060	34	4162	7	2706	false	false	
110936																															
110945																															
110972	0	46															4	216	9	952	0	0	1	1	1	127	0	0	false	true	
111157			0	0	1	182	0	0	19	468	10	1126	10	1619			6	305	33	4231	26	7248	124	3194	47	4632	42	9104	false	false	
111205																															
111661																															
111942																															
111979																															
112163			183	7068	204	24007	218	83936	781	19121	179	17594	130	31719			228	9164	100	12647	40	10268	370	7591	45	4678	18	4598	false	false	
112332																															
112444																															
112510																															
112556																															
112837			419	13365	1370	142558	2697	923781	262995	816992	3278	280644	1816	431937			22	755	19	1932	29	7169	190	2463	22	1752	6	725			
113003			6	291	5	499	2	153	0	0	0	0	0	0															false	false	
113030																															
113441																															
113601																															
113740			34	1400	96	12776	204	83306	101	4390	98	10366	86	23826															false	false	
113937																															
114149																															
114158																															
114251																															
114260			146	6623	454	56709	404	145939	401	11723	207	21218	195	59386			1	31	1	86	0	0	61	2487	49	6454	29	7903	false	false	
114457																															
114774																													false	false	
114840																															
114859																															
115100																															
115146																															
115575																															
116358																															
116554																															
116741																															
