"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37			34	812	9	685	3	640	48	1201	11	1386	2	1127			11	363	3	380	1	301	2	50	0	0	0	0	false	false	
242	108	87													62	92	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
279			36	1429	25	2768	19	7524	52	1156	9	1162	4	898			9	462	1	92	1	367	40	493	1	111	0	0	false	false	
354			3	83	1	117	1	83	36	505	1	136	0	0			6	217	4	453	0	0	41	735	0	0	0	0	false	false	
457			11	495	12	1742	1	145	50	1134	4	419	14	5779			16	605	13	1813	5	1424	43	1073	11	1295	7	1601	false	false	
505			12	787	38	4736	42	16638	226	5494	47	4115	36	10181															false	false	
1155			45	1886	41	4892	42	12809	229	4820	45	4220	42	10479			14	512	12	1782	5	2055	56	1204	10	1308	7	2193	false	false	
1351			141	3558	32	3962	30	11299	198	3724	29	3240	21	6836			58	1886	19	2225	12	3452	142	2851	14	1607	4	1299	false	false	
1454			32	1171	56	5736	51	18258	394	6641	48	3953	31	7201			4	122	6	686	11	3430	52	1073	13	1036	4	784	false	false	
1557	9	120															10	338	17	1930	10	1599	183	3261	44	4616	42	6352	false	true	
1669			86	2786	28	3361	17	5523	188	3143	17	2064	10	3215			1	6	0	0	0	0	153	2863	2	205	0	0	false	false	
1829			76	3282	59	6884	86	35779	80	2707	26	2799	28	7865															false	false	
1856			7	129	2	214	1	188	12	135	29	2011	3	453			4	156	2	400	2	676	16	299	1	250	0	0	false	false	
2040			21	1117	31	3292	34	10032	77	1971	21	1790	43	15820			3	137	2	408	2	341	10	440	3	476	1	272	false	false	
2161			39	1520	6	680	0	0	254	5982	45	5576	20	3730			1	13	0	0	0	0	109	2557	22	2838	19	7895	false	false	
2376			5	189	33	4925	164	67461	14	465	2	64	2	944															false	false	
2554	3	28															9	210	6	902	6	1084	32	452	3	475	2	475	false	true	
2732			6	223	25	3258	96	47500	17	557	17	2052	30	14673															false	false	
2750			16	571	4	561	1	575	22	545	9	1350	0	0			3	105	4	447	6	1816	27	667	17	1896	20	3615	false	false	
3252			13	436	10	1237	8	2607	173	4256	23	3145	7	2221			45	1499	36	4443	30	8315	667	27410	69	8208	24	6794	false	false	
3458			13	520	5	641	5	2132	96	2371	8	975	7	1454			37	1172	21	2924	10	2551	103	2470	7	938	5	961	false	false	
3720			57	2148	69	8614	66	24769	231	4452	37	4230	19	4333			48	1559	22	3035	10	2429	33	563	21	1956	10	3038	false	false	
3971			11	373	17	2069	28	12412	43	543	14	1007	18	4779			20	962	24	2579	27	6332	59	1346	27	3296	15	3426	false	false	
4156			27	1096	15	1727	15	7305	154	2923	20	1957	16	5456			99	3991	57	6743	20	5253	225	4488	32	3893	10	2432	false	false	
4231			157	5009	33	4041	14	5660	75	1166	8	825	3	1680			102	2950	22	2325	0	0	22	294	0	0	2	146	false	false	
4839			72	3518	104	15665	108	50762	94	632	10	1208	9	2958															false	false	
5069			1	33	3	327	23	11495	2	172	1	0	3	845			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
5135			114	4491	55	6716	59	23729	445	9024	48	4627	20	6395			188	6934	93	10696	48	12558	258	7163	80	8524	45	8763	false	false	
5210			86	3687	172	21703	204	77911	269	6674	72	8255	53	13805			27	1179	31	3901	27	8321	29	541	4	256	1	280	false	false	
5461			19	903	43	5439	103	40903	107	3091	98	6866	56	10750			1	76	3	317	3	963	5	362	8	707	9	2628	false	false	
5751			54	2287	46	5734	26	11233	316	8832	50	5498	28	9634			27	1171	27	3992	22	6680	92	2648	56	6820	38	10088	false	false	
6039			158	4771	67	7755	102	37277	318	4835	32	3562	15	4029			68	2053	52	5932	33	8352	95	1926	7	813	2	486	false	false	
6141			37	1179	13	1365	6	1578	34	521	3	285	1	65			29	774	6	765	2	714	51	1142	2	214	1	470	false	false	
6329			150	10055	89	12203	120	47013	822	17483	80	10615	23	4280			38	1631	16	1886	7	1721	69	1927	5	457	0	0	false	false	
7009			0	0	0	0	0	0	0	0	3	259	13	5302															false	false	
7045			64	2386	30	3638	17	6324	30	675	8	772	6	1665			22	706	12	1733	3	972	34	884	11	1200	6	1652	false	false	
7072			12	509	27	3437	46	18327	86	2304	10	1096	9	2028			0	0	0	0	2	780	0	0	1	168	0	0	false	false	
7157			29	969	5	737	1	478	71	1830	9	1138	1	235			18	758	4	720	2	577	117	2564	7	1142	2	474	false	false	
7456			10	281	5	498	11	4588	37	855	14	1091	12	3760			16	621	15	1659	23	2755	50	950	30	2731	22	5161	false	false	
7634			61	2293	27	3424	18	7570	94	1985	8	806	10	2923			16	653	9	1385	4	1027	37	953	4	527	1	300	false	false	
8033			16	685	18	2332	42	14758	102	2380	17	1460	9	1268			2	128	8	587	1	317	16	423	5	376	6	428	false	false	
8462			9	279	9	1156	3	2068	114	2753	16	2102	14	4491			9	338	9	1212	6	1628	45	1396	12	1451	9	3258	false	false	
8631			12	385	7	806	10	4107	50	1562	21	1745	8	2478			0	0	0	0	2	649	7	105	1	124	0	0	false	false	
9357			5	310	10	1393	61	26579	232	6057	105	8680	161	38988	0	1													true	false	
9553			11	415	8	652	2	1025	30	640	11	1125	11	2803			24	1065	32	3114	34	9029	76	1838	35	2749	36	6800	false	false	
9807			8	357	31	3816	107	46790	48	1875	25	3012	14	4406															false	false	
9955			13	666	10	1395	14	8184	60	723	14	1486	16	6563			38	1251	28	3397	11	3881	70	2126	15	1392	8	2346	false	false	
10250			21	1062	58	7812	95	39755	369	10640	128	12328	86	33024			0	0	1	205	1	154	0	0	0	0	0	0	false	false	
10849			20	558	19	2507	17	7726	48	851	21	2460	2	626			21	886	7	1057	8	1854	20	431	4	549	4	701	false	false	
11145			108	3828	97	12430	70	27550	87	2284	12	1241	13	3553			0	0	2	317	0	0	2	37	0	0	0	0	false	false	
11640			40	1639	30	3542	31	11028	278	5834	41	3518	29	10384			18	409	22	2420	13	4053	34	1025	19	1817	20	2680	false	false	
11837			10	443	8	990	12	4220	10	240	1	34	3	930			7	304	1	155	2	491	7	182	0	0	0	0	false	false	
12030			318	10484	123	15790	84	32535	659	10590	30	3157	23	7225			103	3643	45	7078	18	5275	91	1760	7	743	0	0	false	false	
12142			49	2168	40	4780	36	14186	177	3430	27	2785	13	4119			9	247	6	698	6	1705	7	161	4	634	3	462	false	false	
12179			13	496	13	1679	13	4386	26	667	7	470	6	2034			0	0	2	166	0	0	0	0	0	0	0	0	false	false	
12311			2356	100764	3606	427473	4788	1645783	25464	704904	5033	487178	4237	1156249			143	6855	183	21233	48	11772	503	12502	99	8261	63	15283	false	false	
12647			32	1003	15	1831	20	8372	131	2871	22	1827	17	4307			29	1041	13	1651	12	2843	39	684	8	603	9	1379	false	false	
12656	14	32													18	44													true	true	
12937			6	351	13	1545	41	17688	17	502	5	845	7	2667			0	0	1	150	0	0	0	0	0	0	0	0	false	false	
12946			172	7684	172	21539	166	58398	1172	23736	208	22154	113	33087			100	3462	43	5405	17	4141	158	3337	25	2565	13	2729	false	false	
12955			22	997	34	4301	43	16594	86	1858	25	2487	29	6766			3	202	0	0	1	142	3	47	1	133	0	0	false	false	
13103			57	2744	166	21705	289	105085	495	11700	163	14460	171	38304															false	false	
13251	44	82															10	455	1	82	1	36	29	662	5	310	3	755	false	true	
13457			3	56	3	208	1	498	19	190	5	303	1	205			5	250	3	433	3	870	70	1461	20	1948	6	1489	false	false	
14052			55	2259	22	2839	19	7727	61	1171	7	629	6	1839			6	306	4	496	2	564	7	125	3	411	0	0	false	false	
14155			45	2051	42	5828	24	8897	204	4622	18	1954	3	763			88	3981	71	9367	23	5810	559	13853	70	9055	27	8272	false	false	
14650	19	124													4	70													true	true	
14753	7	80															22	613	9	1241	5	1761	290	7785	30	3451	8	2096	false	true	
14865			58	2790	100	12408	68	25889	267	5594	58	4777	55	15262			65	3301	92	12652	64	19622	295	6933	136	12955	76	17006	false	false	
14977			6	186	2	191	0	0	67	1298	7	665	2	914			20	732	18	2119	7	1974	116	3799	32	3611	9	1639	false	false	
16551			143	6114	55	9293	54	23883	288	8644	46	7457	16	7040			38	930	12	1792	4	1288	82	2101	16	2353	4	1288	false	false	
16748			16	592	8	1129	6	1385	52	1506	12	1282	9	2105			9	378	15	1987	8	2878	36	1299	11	1483	5	1553	false	false	
17110			0	0	0	0	0	0	1	1	4	523	4	1063															false	false	
17147			504	17807	662	77044	851	339265	2829	53020	753	68177	859	224339			235	8951	206	25500	141	39897	272	7541	105	10027	76	16333	false	false	
17259			14	531	140	1420	5	3062	15	432	6	907	8	2856	96	48													true	false	
17464			61	2030	219	27455	399	152677	1035	18157	235	16084	217	44037			3	99	5	396	4	814	3	44	1	53	0	0	false	false	
17950			95	4246	116	15699	65	22026	310	6538	43	4302	20	6379			48	2434	63	8268	35	9411	377	6976	58	6004	18	4720	false	false	
17978			35	1295	35	4525	13	4992	0	0	0	0	0	0			1	21	4	532	1	327	0	0	0	0	0	0	false	false	
18050			43	1471	71	8413	73	32011	290	5385	28	2731	10	2881			90	3653	54	7258	14	4764	174	2735	14	1391	4	837	false	false	
18135			3	93	9	945	7	1317	55	1949	46	4473	36	11165															false	false	
18377			0	0	1	66	1	520	0	0	1	18	0	0			0	0	3	213	3	653	0	0	0	0	0	0	false	false	
18827			126	4128	142	15051	162	53527	620	13609	134	10251	105	25638			0	0	2	159	0	0	0	0	0	0	0	0	false	false	
18836			29	761	23	2119	21	5536	49	863	14	1937	8	3001			6	76	4	577	4	642	26	403	6	702	2	711	false	false	
18854			19	898	21	3874	18	9428	208	5692	59	9894	60	34335			67	3172	27	4811	14	4551	281	10081	51	7765	25	9226	false	false	
19356			14	520	12	1927	10	5504	28	785	10	955	5	1712	3	19													true	false	
19730			89	4152	255	34242	403	165607	239	9522	265	31617	482	177501			6	244	19	2798	10	3390	9	276	9	723	4	1267	false	false	
19936			68	3303	48	6151	35	14177	64	2195	13	1624	8	2173			42	2470	29	3080	25	8878	103	5335	26	3968	5	808	false	false	
19972			0	0	0	0	0	0	0	0	1	106	0	0			0	0	1	78	0	0	0	0	0	0	0	0	false	false	
20053			54	2420	19	2453	15	5645	65	1129	17	2080	12	4189			21	875	30	4289	17	5669	71	1695	18	1915	6	1573	false	false	
20633			21	867	24	2686	42	15759	42	1272	22	2522	7	1458			0	0	2	377	0	0	0	0	1	140	1	337	false	false	
20857			14	488	4	366	5	995	109	2334	9	655	13	3350			7	295	18	1816	14	2431	211	989	7	578	10	2122	false	false	
21256			1	37	1	100	0	0	7	128	2	254	0	0	1	6													true	false	
21359			9	367	19	2567	3	864	53	1121	6	603	2	770	64	156													true	false	
21630			39	1590	23	2898	20	7779	163	3924	21	2271	17	4679			7	239	1	141	0	0	1	22	1	2	0	0	false	false	
21658			75	2854	46	4829	35	7129	125	1914	36	1301	34	1718			73	2816	63	6279	42	8958	182	3236	70	2820	16	1550	false	false	
22048			66	2071	42	4905	43	18863	363	6673	43	4555	20	5459			2	49	2	103	0	0	11	270	2	250	2	105	false	false	
