"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
7634	0	0	0	0	0	0	8	2				1	34	0		0				0		0	0	0	0	0			0	0	2	0	34	0			0	0	0	0	0	0	0	0				0	3	0	0	
8033	0	0	0	0	0	0	6	1				0	3	0		3							0	0	0	0			0	0	1	0	0	0			0	2	0	0	0	0	0	0				0	0	0	2	
8462	0	0	0	0	0	0	1	0				0	7	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4	0	3	1	
8631	0	0	0	0	0	0	5	5				0	12	5		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				7	0	0	0	
9357	0	0	0	0	0	0	13	13				0	50	50		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9553	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9807	0	0	0	17	0	0	170	109		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	34	1	0	0			0	0	0	0	0	0	0	9	0	0		0	0	0	0	
9955	0	0	0	0	0	0	0	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
10250	0	0	0	0	0	0	39	18				6	50	0		27				0		0	0	0	0	0			1	0	0	3	0	0			15	0	0	11	0	0	0	0				0	0	7	1	
10849	0	0	0	0	0	0	0	0				0	168	168		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
11145	0	0	0	0	0	0	37	0				0	70	0		0							0	0	0	0			0	0	3	0	0	0			0	0	0	0	40	24	0	0				0	0	30	10	
11640	0	0	0	0	0	0	6	0				6	12	0		10				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
11837	0	0	0	0	0	0	8	7				0	1	0		1							0	0	0	0			0	1	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12030	178	740	0	0	0	0	2052	120				47	556	83		42				0		26	0	0	0	0			3	0	321	0	73	0			0	0	0	27	24	612	84	50				34	81	35	54	
12142	0	0	0	0	0	0	15	0				12	108	50		20							0	0	0	0			0	0	0	0	0	0			0	0	23	0	0	0	0	0				0	0	15	3	
12311	334	3	1	491			18627		2407	0	0	207	135767		0	2028	84059	0	0	21	0	9	0	27	5836	1440			12311	1688	1291	626	1761	432	0	1164	0	0	18	245	564	796	17	258	0	0	17	13873	6612	13348	2537	
12647	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
12656	0	0	0	0	0	0	0	0				0	8	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	8	0	0	0				0	0	0	0	
12946	53	1	0	0	0	0	184	6				41	573	144		0				0		41	0	0	0	0			0	0	57	1	131	0			0	2	0	1	38	0	0	0				0	0	207	75	
13103	0	0	0	0	0	0	16	0		0		0	122	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	68	0			0	0	0	0	0	0	0	0	0	0		28	12	26	4	
13251	0	0	0	0	0	0	38	37				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
13457	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14155	0	0	0	0	0	0	15	1				2	10	4		6				0		0	0	0	0	0			0	0	9	0	0	0			0	0	0	0	0	0	0	0				0	0	0	3	
14650	0	0	0	0	0	0	12	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	12	
14753	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14865	0	0	0	0	0	0	13	13				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14977	0	0	0	0	0	0	1	1				0	35	27		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	3	0				5	0	0	0	
16551	0	0	0	0	0	0	4	3				0	2	0		0				0		0	0	0	0	0			1	1	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
16748	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17110	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17147	0	0	0	0	0	0	673	440		0		3	1255	569		46		0	0	46	0	3	0	0	168	11			0	0	43	16	36	4			0	0	0	37	153	70	30	11	0	0		116	17	133	25	
17259	0	0	0	0	0	0	2	0				2	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17950	0	0	0	0	0	0	3	1				0	39	14		15				15		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	1	0	0				1	0	9	1	
17978	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
18050	0	0	0	0	0	0	16	1				0	126	69		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	5	57	10	
18827	0	0	0	0	0	0	65	0				3	62	50		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	57	0	0				0	0	12	5	
18836	0	0	0	0	0	0	25	0				0	62	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				9	1	53	24	
18854	0	0	0	0	0	0	17	6		0		10	0	0		0		0	0	0	0	10	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
19356	0	0	0	0	0	0	2	0				0	123	46		0							0	0	0	0			0	0	0	1	0	69			0	0	0	0	0	0	0	0				1	1	7	0	
19936	0	0	0	0	0	0	9	0				1	163	0		5				0		0	0	0	0	0			0	0	0	0	23	0			0	0	0	7	0	0	129	0				0	0	6	1	
19972	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
20053	40	0	0	0	0	0	1	0				0	42	1		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
20633	0	0	0	0	0	0	2	0				2	39	0		4							0	0	0	0			0	0	0	0	30	0			0	0	0	0	0	0	0	0				0	0	5	0	
20857	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21256	0	0	0	0	0	0	11	0				0	33	23		0							0	0	0	0			0	0	6	0	0	0			0	0	0	0	0	0	0	0				8	3	2	2	
21359	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21658	0	0	0	0	0	0	6	2				2	1	0		1				0		1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
22048	0	0	0	0	0	0	19	5				0	31	19		0							0	0	0	0			0	0	1	0	3	0			0	0	0	0	0	0	0	0				5	12	4	1	
22543	0	0	0	0	0	0	3	0				0	6	0		1							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	1	0	0				0	0	5	2	
22552	0	0	0	0	0	0	0	0				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4	0	0	0	
22730	0	0	0	0	0	0	49	0				0	121	0		0							0	0	0	0			0	0	0	0	3	0			0	0	0	0	0	0	0	0				0	0	118	49	
23456	0	0	0	0	0	0	1	1				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
23504	0	0	0	0	0	0	20	19		0		0	216	215		0		0	0	0	0	0	0	0	0	1			0	0	0	0	0	0			0	0	0	0	1	0	0	0	0	0		0	0	0	0	
23643	0	0	0	0	0	0	3	0				0	65	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				19	0	46	3	
23755	0	0	0	0	0	0	4	0				0	122	17		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	100	0	0	0				0	0	5	4	
24006	0	0	0	125	0	0	130	0				0	8	0		0				0		0	0	0	0	2			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	8	1	
24378	0	0	0	0	0	0	14	0				0	0	0		0							0	0	0	0			0	0	13	1	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
24453	0	0	0	0	0	0	94	1				0	591	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	591	93	
24659	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
24668	0	0	0	0	0	0	16	14				0	264	0		0				0		0	0	0	0	0			0	0	0	0	50	0			0	0	0	0	210	0	0	0				0	0	4	2	
24949	0	0	0	0	0	0	85	6				0	53	0		0				0		0	0	0	47	2			1	1	11	0	0	0			0	0	0	0	0	4	0	55				0	0	5	6	
25357	0	0	0	0	0	0	46	0				32	127	0		37				0		0	0	0	0	0			0	0	0	0	48	0			0	0	0	0	0	0	0	0				0	0	42	14	
25647	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
26176	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
26457	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
26765	0	0	0	0	0	0	133	61				22	206	149		57				0		0	0	0	0	0			0	0	25	0	0	0			0	0	0	13	0	11	0	0				0	0	0	1	
27070	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
27548	0	0	0	0	0	0	86	37		0		0	633	450		0		0	0	0	0	0	0	0	0	1			0	0	5	0	87	28			0	0	0	1	0	1	0	0	0	0		1	1	67	40	
27614	0	0	0	0	0	0	12	0				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	12	
27847	0	1	0	0	0	0	77	9				0	453	109		0				0		0	0	0	0	0			0	0	61	0	121	0			0	0	87	0	100	3	2	0				22	1	12	2	
28013	0	0	0	0	0	0	380	3		0		1	470	37		0		0	0	0	0	0	0	0	0	0			0	0	1	1	0	0			0	0	0	0	0	356	433	18	0	0		0	0	0	0	
28152	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28675	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28732	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
29476	0	0	0	0	0	0	0	0				0	1	0		1				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
29636	0	0	0	0	0	0	47	24				0	300	23		0				0		0	0	0	0	0			24	3	3	0	211	12			0	0	0	1	0	11	0	0				11	2	19	3	
29878	0	0	0	0	0	0	198	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	198	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
30052	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30502	0	0	0	0	0	0	38	8				13	49	4		30				0		0	0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	1	0	0				0	2	15	13	
30650	0	0	0	0	0	0	2	2				0	261	261		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30810	0	0	0	0			205684		93	0	0	0	974950		0	0	1404	0	0	0	0	0	0	0	0	0			867369	185468	1	28	116	260	192420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105801	20094	
31134	0	0	0	0	0	0	9	1				0	14	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4	0	10	8	
31255	0	0	0	0	0	0	176	175		0		0	9	7		2		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	1	0	0	0	0	0	0		0	0	0	0	
31657	0	0	0	0	0	0	46	45				0	16	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	16	1	
31826	0	0	0	0	0	0	107	91		0		0	38	0		1		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	1	0	0		13	1	24	14	
31835	0	0	0	0	0	0	16	3				0	33	1		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				27	3	5	10	
32234	0	0	0	0	0	0	1	0				0	3	0		0							0	0	0	0			0	0	0	0	1	0			0	0	0	0	0	0	0	0				0	0	2	1	
32766	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
32971	0	0	0	0	0	0	21	8				0	57	0		0							0	0	0	0			0	0	8	0	10	0			0	0	0	0	0	0	0	0				26	0	21	5	
33147	0	0	0	0	0	0	3	0				1	89	87		0				0		1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	2	
33259	0	0	0	0	0	0	4	1				0	2	1		0				0		0	0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
33268	0	0	0	0	0	0	0	0				0	10	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				5	0	5	0	
33370	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33839	0	0	0	0	0	0	0	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	0	0	0	
33857	0	0	0	0	0	0	10	1		0		1	197	120		48		0	0	48	0	1	0	0	0	0			0	0	5	0	29	0			0	0	0	0	0	0	0	0	0	0		0	1	0	2	
34425	0	0	0	0	0	0	80	0				0	246	0		0				0		0	0	0	0	0			0	0	2	3	62	0			0	0	0	0	0	0	0	0				6	2	178	73	
34434	0	0	0	0	0	0	13	0				0	13	0		0				0		0	0	0	0	0			5	0	0	1	0	0			0	0	0	0	0	0	0	0				0	9	8	3	
34537	0	0	0	0	0	0	672	419		0		0	1670	1100		0		0	0	0	0	0	0	0	0	3			0	3	85	28	10	18			0	0	0	29	56	0	12	28	0	0		20	12	454	65	
34555	0	20	0	0	0	0	69	0				49	6	0		0				0		49	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	0	0	0	
34742	0	0	0	0	0	0	2	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
35057	0	0	0	0	0	0	1	0				1	3	0		3				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
35301	0	0	0	0			0		0	0	0	0	5000		0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35570	0	0	126	0	0	0	2896	1934		0		0	10930	9536		0		0	0	0	0	0	0	0	10	97			0	0	858	3	657	0			0	0	0	0	599	1	0	0	0	0		0	0	2	3	
35646	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
35879	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
36456	0	0	243	765	0	0	890	0				122	254	3		0				0		122	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				8	1	0	2	
36933	0	0	0	0	0	0	13	3				0	14	10		0							0	0	4	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	5	0	3	
37051	0	0	0	0	0	0	0	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
37341	0	0	0	0	0	0	5	0				0	218	108		1				0		0	0	0	0	0			0	0	5	0	94	0			0	0	0	0	0	0	0	0				5	0	10	0	
37435	0	0	0	0	0	0	129	24				0	121	13		0				0		0	0	0	0	3			35	14	27	1	34	0			0	0	0	7	0	27	0	0				16	16	23	10	
37640	0	0	0	0	0	0	128	10		0		100	568	296		216		0	0	0	0	0	0	0	0	0			36	1	1	1	0	0			0	0	0	0	0	0	0	5	0	0		0	1	20	9	
37659	0	0	0	0	0	0	0	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
37949	0	0	0	1	0	0	4	3				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
38740	0	0	0	0	0	0	3	0				1	6	0		5							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	1	0	1	
39327	0	0	0	0	0	0	2	0				1	31	0		3				0		0	0	0	0	0			0	0	1	0	26	0			0	0	0	0	0	0	0	0				0	0	2	0	
39756	0	0	0	0	0	0	1	1		0		0	17	17		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
40033	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
40499	0	0	0	0	0	0	304	218		0		0	1724	1359		0		0	0	0	0	0	0	0	0	29			0	0	15	5	0	0			0	0	0	0	112	1	0	0	0	0		197	31	56	5	
40855	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
41553	0	0	0	0	0	0	5	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	5	
41629	0	0	0	0	0	0	51	0				3	191	0		3							0	0	0	0			7	0	5	1	0	0			0	0	0	0	0	1	0	0				155	30	26	11	
41825	0	0	0	0	0	0	1	0				0	7	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	7	1	
41955	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
42037	0	0	0	0	0	0	5	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	5	
42354	0	0	0	0	0	0	0	0				0	6	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	6	0	
