"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	TOTAL DEPOSITS	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	TOTAL DEPOSITS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	AUDIT INDICATOR	FISCAL YEAR END	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	FEDERAL FNDS SOLD IN DOMESTIC OFFICS	SECURS PURCHSD UDR AGRMNTS TO RESELL	FEDERAL FNDS PURCD IN DOMESTIC OFFCS	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	
37																																							2667	1274	0	0	42797	0	462	33	804	83695	64484	296	64780	0	959	0	0	0	18915	1200	83695	0	0	13890	0	0	3500	0	11797	52688			0	36617	35658	325	0	0	0	0	18915	
242																																							923	848	0	0	12397	0	299	0	533	40976	30797	16	36010	0	190	0	4797	0	4966	120	40976	0	0	4633	0	0	120	0	7673	23124			0	25925	25735	93	241	0	0	400	4966	
279																																							4883	2554	36	32376	10436	266	5662	0	6849	178908	126277	806	152180	0	736	0	25097	0	26728	1	178908	0	0	26518	0	0	0	0	10170	116107			0	113372	112636	209	3210	0	0	0	26728	
354																																							0	390	0	0	6030	0	28	0	174	9463	8417	3	8591	0	191	0	0	0	871	25	9462	0	0	527	0	0	500	0	2511	5905			0	3032	2841	-181	0	0	171	0	871	
457																																							1361	513	0	159	345	0	199	67	1240	42671	36929	114	38243	0	488	0	1200	0	4428	60	42671	0	0	926	0	0	3440	0	4803	32126			0	39152	38664	2	123	0	0	0	4428	
505																																							52791	1707	144	0	72080	0	10549	1289	15648	415391	353491	5196	379687	56	4180	1595	21000	0	35648	6480	415391	0	0	18788	0	0	10653	140	68413	285078			0	263628	259448	-273	0	0	0	0	35704	
1155																																							27075	4192	0	61	30989	0	4310	2043	5973	210937	176805	1852	191541	0	2444	0	0	0	19396	1600	210937	0	0	12704	0	0	4900	0	23334	153471			0	138738	136294	192	0	0	0	12884	19396	
1351																																							0	4072	0	73531	2816	0	1107	452	1282	161486	137727	532	138259	0	1347	0	0	0	23227	240	161486	0	0	22505	0	0	530	0	17418	120309			0	76378	75031	-48	3195	0	0	0	23227	
1454																																							85611	11814	0	0	332416	0	5070	0	11079	690693	623218	1383	624601	0	2935	0	0	0	66092	1000	690693	0	0	66140	0	0	1214	539	179268	443950			0	247099	244164	-2262	0	0	0	0	66092	
