"IDRSSD"	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONF264	RCONG591	RCONG592	RCONG593	RCONG594	RCONG595	RCONG596	RCONG597	RCONG598	RCONG599	RCONG600	RCONG601	RCONG602	RCONL136	RCONL137	RCONL138	
1557	0	0	0	0	0	0	0	0	0	0	0	44604	0	0	0	0	0	35512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	4360	0	0	0	13806	2380	566	61	0	4003	0	0	0	0	0	0	0	0	0	0	2519	32993	0	0	0	0	0	2182	0	0	0	0	-360	43	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	999	0	0	0	999	0	0	0	363	26854	4899	36783	0	5371	2450	36783	44604	0	4685	4685	5948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67105	0	67105	
1669	0	0	0	0	0	0	0	0	0	0	1434	108816	0	0	0	0	0	79869	0	0	0	0	0	0	0	0	0	0	0	601	0	0	0	0	0	22180	5036	0	0	0	37602	0	20752	2218	8042	53652	0	0	0	0	0	0	0	0	0	0	42519	37350	0	0	0	0	0	12938	601	48	864	0	7	0	0	0	0	0	32	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30270	97154	42519	69559	0	19431	21260	69559	110250	0	0	0	43424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243662	0	243061	
1829	0	0	0	0	0	0	0	0	0	191	1061	247633	0	0	0	0	0	262605	288	1938	1938	0	0	0	0	0	0	0	0	8418	0	0	0	0	0	26222	12940	0	0	0	0	0	0	3441	903	81630	2371	2651	0	0	0	0	0	0	0	141	92773	169691	0	0	0	0	0	18031	8418	691	2435	197	7689	126	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	898	0	0	0	898	0	0	0	27816	97146	95341	181594	0	19429	47671	181594	248694	0	0	0	33971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406543	0	398125	
1856	0	0	0	0	0	0	0	0	0	0	50	69546	0	0	0	0	0	60136	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	6595	35619	0	0	0	235	0	0	140	0	8753	0	0	0	0	0	0	0	0	0	157	1311	58668	0	0	0	0	0	2649	98	15	1521	0	-682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6610	46285	1311	59683	0	9257	656	59683	69596	0	0	0	14639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109787	0	109689	
2040	0	0	0	0	0	0	0	0	0	0	2154	134558	0	0	0	0	0	114428	0	0	0	574	574	0	0	0	574	0	0	0	0	0	0	0	0	1657	7253	0	0	0	0	0	0	766	5666	11644	30613	0	0	0	0	51	0	0	0	3774	21272	89383	0	0	0	0	0	10705	0	71	1699	10	-3100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3071	0	0	0	3071	0	0	0	7394	43928	51946	101953	0	8786	25973	101953	136712	0	19558	19558	19681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200162	0	200162	
2161	0	0	0	0	0	0	0	0	0	0	0	68524	0	0	0	0	0	63594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1093	16499	0	0	1	0	0	0	602	1972	35960	3766	0	0	0	0	0	0	0	0	0	31657	31937	0	0	0	0	0	7070	0	0	0	0	-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	113	0	0	0	0	0	0	3477	59024	35423	39007	0	11805	17712	39007	68524	0	6565	6565	13952	0	0	0	2976	298	298	0	0	0	0	0	0	0	0	0	136138	0	136138	
2376	0	0	0	0	0	0	0	0	0	0	4381	2140086	0	0	0	0	0	1993408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9644	1745	0	0	3200	32929	0	0	9593	0	488949	0	0	0	0	0	0	0	0	0	0	150215	1843193	0	0	0	0	0	157503	5655	0	38222	0	-15939	171	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12844	561845	150215	1956990	0	112369	75108	1956990	2144467	0	0	0	412031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2665784	5655	2671439	
2554	0	0	0	0	0	0	0	0	0	0	24	7152	0	0	0	0	0	4809	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	4185	0	0	0	0	0	0	25	0	0	1714	641	0	0	0	0	0	0	0	0	424	4385	0	0	0	0	0	533	289	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4185	2138	5270	0	837	1069	5270	7176	0	0	0	884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11783	0	11494	
2732	0	0	0	0	0	0	0	0	0	0	1779	345564	0	0	0	0	0	347730	0	0	0	2080	2080	0	0	0	2080	0	0	1112	0	0	0	0	0	74888	14971	0	0	0	0	0	0	1975	0	87746	0	550	0	0	0	0	0	0	0	139	67212	280379	0	0	0	0	0	12544	1112	1275	0	0	-3034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76163	102856	67212	293166	0	20571	33606	293166	347343	0	0	0	75650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540950	0	539838	
2750	0	0	0	0	0	0	0	0	0	0	252	43643	0	0	0	0	0	37577	0	0	0	10	10	0	0	0	10	0	0	0	0	0	0	0	0	918	1600	0	0	0	0	0	0	63	3234	7948	1369	2786	0	0	0	0	0	0	0	1071	2075	34431	0	0	0	0	0	2846	0	109	509	35	-726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	18	157	0	0	0	4261	12845	3497	39577	0	2569	1749	39577	43895	0	1717	1717	5331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58796	0	58796	
3177	0	0	0	0	0	0	0	0	0	2	0	499657	0	0	0	0	0	705057	0	0	0	401	401	0	0	0	401	0	0	6043	0	0	0	0	0	172745	1116	0	0	53	4587	0	0	192	1189	70664	0	10918	0	0	0	0	0	0	0	0	546363	158694	0	0	0	0	0	55064	6052	2100	6702	2089	2937	686	0	0	0	686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176087	83069	548452	208817	0	16614	274226	208817	499657	0	0	0	97413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018275	0	1012232	
3252	0	0	0	0	0	0	0	0	0	0	517	92309	0	0	0	0	0	87685	0	0	0	97	97	0	0	0	97	0	0	0	0	0	0	0	0	1861	4437	0	0	0	0	615	0	1040	21296	36786	3129	1036	0	0	0	0	0	0	0	12953	567	74165	0	0	0	0	0	4109	0	95	487	35	-637	166	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	764	0	0	0	764	0	0	0	23252	54663	4346	79720	0	10933	2173	79720	92826	0	0	0	19747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162670	0	162670	
3458	0	0	0	0	0	0	0	0	0	0	12	25822	0	0	0	0	0	14937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6781	0	0	0	0	2618	101	0	7277	0	452	0	0	0	0	0	0	0	0	3092	11845	0	0	0	0	0	1012	0	0	0	0	-234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7898	3092	22708	0	1580	1546	22708	25834	0	621	621	3312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33672	0	33672	
3720	0	0	0	0	0	0	0	0	0	0	152	121254	0	0	0	0	0	124707	0	0	0	370	370	0	0	0	370	0	0	0	0	0	0	0	0	15872	2766	0	0	0	1207	390	0	1668	6720	40016	885	0	0	0	0	1533	0	0	0	5431	26421	92855	0	0	0	0	0	11898	88	0	10897	913	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1111	0	80	0	1031	0	0	0	22592	60397	30142	94256	0	12079	15071	94256	121406	0	0	0	28600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212596	0	212508	
3971	0	0	0	0	0	0	0	0	0	0	6867	463023	0	0	0	0	0	417164	262	1312	1312	711	711	0	0	0	711	0	0	14574	10	0	0	0	0	81335	15156	0	0	0	0	0	0	1127	4186	72822	2717	12398	0	0	0	7579	0	0	0	1025	97384	318755	0	0	0	0	0	66249	14584	3557	4084	444	3006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6330	6330	0	0	6330	0	0	0	0	0	0	0	23573	0	0	13164	10409	0	0	0	89078	94578	127618	387165	0	18916	63809	387165	469890	0	1491	1491	86547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	669520	-699	654237	
4156	0	0	0	0	0	0	0	0	0	0	317	131323	0	0	0	0	0	122932	25	313	313	349	349	0	0	0	349	0	0	1783	0	0	0	0	0	5738	649	0	0	0	0	0	0	971	3459	31439	8369	2101	0	0	0	380	0	0	0	4170	39905	78857	0	0	0	0	0	16798	1783	330	2564	0	791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4029	0	0	0	4029	0	0	0	9527	47717	48654	97770	0	9543	24327	97770	131640	0	8895	8895	18255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198862	0	197079	
4231	0	0	0	0	0	0	0	0	0	0	0	78281	0	0	0	0	0	66645	0	0	0	190	190	0	0	0	190	0	0	0	0	0	0	0	0	0	6685	0	0	0	0	0	0	11	0	32597	12109	0	0	0	0	0	0	0	0	0	12334	54311	0	0	0	0	0	3702	0	0	0	0	-809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39282	24443	58203	0	7856	12222	58203	78281	0	0	0	14786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119742	0	119742	
