"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	44	68													15	2													true	true	
242	102	87													62	65													true	true	
279			47	1688	24	2885	28	9782	102	1719	13	1796	3	413			13	468	7	1037	5	1536	30	513	2	342	0	0	false	false	
354			2	62	0	0	0	0	31	761	4	613	4	1152			0	0	0	0	1	206	48	839	3	614	0	0	false	false	
457			8	249	12	1336	5	2441	58	1238	7	729	15	6209			10	426	12	1473	4	984	42	1071	9	1031	5	1086	false	false	
505			9	481	42	6023	63	25106	288	6601	80	7921	49	10149															false	false	
1155			44	1825	48	5659	43	14626	204	4623	50	4485	44	15685			6	255	11	1332	7	2477	45	1044	10	1111	10	2911	false	false	
1351			171	4374	35	4963	31	12880	257	4978	32	3809	24	8239	71	149													true	false	
1454			24	1020	53	5751	59	24995	367	6786	42	3747	28	8542			1	2	9	1087	8	2140	53	1355	12	1328	6	1291	false	false	
