"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	TOTAL DEPOSITS	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	TOTAL DEPOSITS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	AUDIT INDICATOR	FISCAL YEAR END	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	FEDERAL FNDS SOLD IN DOMESTIC OFFICS	SECURS PURCHSD UDR AGRMNTS TO RESELL	FEDERAL FNDS PURCD IN DOMESTIC OFFCS	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	
37																																							7432	1320	0	0	49153	0	357	0	1228	85637	65599	66	65665	0	1026	0	0	0	19972	1200	85637	0	0	15531	0	0	3500	0	13613	51986			0	27173	26147	-259	0	0	0	0	19972	
242																																							1251	1261	0	0	10259	0	291	0	541	41142	30259	16	35841	0	184	0	5000	0	5301	120	41142	0	0	5042	0	0	120	0	7395	22864			0	27723	27539	19	0	0	566	0	5301	
279																																							3421	2838	30	33899	8874	0	5058	209	7872	201787	155098	850	173634	0	953	0	17686	0	28153	1	201787	0	0	28282	0	0	0	0	10176	144922			0	138763	137810	-130	1776	0	0	0	28153	
354																																							200	227	0	0	3980	0	53	0	194	8198	7196	1	7197	0	155	0	0	0	1000	25	8197	0	0	527	0	0	500	0	2198	4998			0	3624	3469	-52	75	0	0	0	1000	
457																																							3962	501	0	144	213	0	257	31	1358	46333	35702	20	41722	0	501	0	6000	0	4611	60	46333	0	0	611	0	0	3940	0	6063	29639			0	40298	39797	0	70	0	0	0	4611	
505																																							11142	1307	57	0	78773	0	9919	675	12605	442206	401350	4879	406229	54	4040	1595	0	0	35923	6480	442206	0	0	21329	0	0	10653	0	70098	331252			0	330173	326133	-2539	0	0	0	0	35977	
1155																																							21859	6825	0	32	26657	0	4545	1155	5716	229129	199993	1978	209529	0	2263	0	0	0	19600	1600	229129	0	0	13078	0	0	4900	222	30354	169639			0	164381	162118	22	0	0	0	7558	19600	
1351																																							0	5232	0	51374	5587	0	2569	353	1673	152646	128411	317	128728	0	1200	0	0	0	23918	240	152646	0	0	23275	0	0	530	0	17358	111053			0	84866	83666	-127	2192	0	0	0	23918	
1454																																							179788	12214	0	0	397657	0	3780	889	11442	849481	775036	1604	776640	0	3440	0	0	0	72841	1000	849481	0	0	77960	0	0	1214	978	205381	569655			0	246173	242733	-7333	0	0	0	0	72841	
