"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
1557																																							1837	1562	216	0	11533	0	504	400	1140	64235	52390	34	54218	0	930	0	1794	0	10017	200	64235	0	0	334	0	0	9624	0	17557	34833			0	45335	44405	-141	2638	0	0	0	10017	
1669																																							16752	6769	0	41125	78712	0	1936	0	13474	285733	240479	204	240683	0	2900	0	0	0	45050	800	285733	0	0	43919	0	0	800	0	57019	183460			0	129865	126965	-469	0	0	0	0	45050	
1856																																							45819	495	0	3000	29981	0	341	0	3083	119009	65159	174	105333	0	580	98	40000	0	13676	500	119009	0	0	-600	0	0	14282	0	2681	62478			0	36081	35501	-506	691	0	0	0	13676	
2040																																							2591	3564	0	0	45569	0	2184	443	7858	200729	153387	881	178358	0	2762	0	23000	0	22371	480	200729	0	0	17550	0	0	4270	0	26716	126671			0	139126	136364	71	2156	0	0	1090	22371	
2161																																							18895	7677	0	0	15505	0	2399	25	5208	153092	135291	1381	136672	0	949	0	0	0	16420	1000	153092	0	0	13913	0	0	1356	0	31328	103963			0	99512	98563	151	4820	0	0	0	16420	
2376																																							700	38256	0	251254	51364	0	13621	0	180290	4121727	2974183	61566	3630238	59	30402	0	559219	0	491430	500	4121727	0	0	442114	0	0	60615	0	163460	2810723			-17331	3616644	3586242	5532	0	0	35270	0	491489	
2554																																							1989	343	0	250	2354	0	141	0	199	14117	12472	17	12489	0	155	289	0	0	1628	50	14117	0	0	337	0	0	1250	0	3302	9170			0	8707	8552	-9	0	0	0	0	1628	
2732																																							46331	14985	1112	0	86790	0	3502	0	3670	602062	510908	1192	512100	0	4539	0	0	0	89962	0	602062	0	0	84523	0	0	5789	0	138224	372684			0	450211	445672	-350	0	0	0	0	89962	
2750																																							753	824	0	0	8767	0	238	0	3135	58735	44116	319	51580	0	861	0	6158	0	7155	117	58735	0	0	924	0	0	6300	0	5500	38616			0	45879	45018	-186	0	0	987	0	7155	
3252																																							0	5323	0	0	81577	0	605	711	4544	194087	163643	290	169333	0	3691	0	5400	0	24754	200	194087	0	0	24614	0	0	300	0	27187	136456			0	98018	94327	-360	7000	0	0	0	24754	
3458																																							1017	2482	0	4162	4978	0	338	0	819	47244	41619	195	42689	0	443	0	575	0	4555	100	47244	0	0	3355	0	0	1101	0	7055	34564			0	33406	32963	-1	485	0	0	300	4555	
3720																																							33909	6778	0	72	73102	0	3692	876	9036	269256	226271	2635	233811	0	1640	0	0	0	35445	2400	269256	0	0	15211	0	0	18600	0	44394	181877			0	143431	141791	-766	0	0	0	4905	35445	
3971																																							54112	6604	0	0	64606	948	6741	489	26503	819888	611690	11530	705041	0	10362	12142	81821	0	114847	2	819888	0	0	-56281	0	0	171276	9118	109679	502011			0	646999	636637	-150	1988	0	0	0	114847	
4156																																							1835	5575	0	0	39889	0	6585	46	7586	216160	191612	492	193698	0	2008	1783	1500	0	22462	1200	216160	0	0	15164	0	0	6657	0	43329	148283			0	146829	144821	-559	8040	0	0	94	22462	
4231																																							29304	1392	0	0	43456	0	801	918	998	119726	103513	202	103715	0	614	0	0	0	16011	500	119726	0	0	4017	0	0	12100	0	24446	79067			0	43471	42857	-606	0	0	0	0	16011	
4839																																							15723	4571	0	0	76737	292	7000	1023	2924	343105	267818	1451	302402	0	4425	0	26587	0	40703	1875	343105	0	0	25170	0	0	14840	0	62139	205679			0	239260	234835	-1182	0	0	0	6546	40703	
5069																																							90800	1692	0	0	26703	0	26151	4241	5362	460352	272814	6531	279345	0	12665	0	0	0	181007	4500	460352	0	0	169077	0	0	4128	0	30120	242694			0	318068	305403	3302	0	0	0	0	181007	
5135																																							62978	6579	0	0	45403	0	5779	59	15461	467077	361406	2224	401644	0	4410	1042	38014	0	65433	651	467077	0	0	40889	0	0	24391	0	69515	291891			0	334186	329776	-498	0	0	0	0	65433	
5210																																							15137	19304	2198	44829	158301	1757	25753	436	70910	1583827	1308652	9979	1440539	0	13976	13272	85000	0	143288	4798	1583827	0	0	102310	0	0	43353	1736	63578	1245074			0	1244170	1230194	-7173	0	0	0	36908	143288	
5461																																							8328	17458	0	0	174151	0	12176	867	15268	623681	561748	4748	566496	0	6133	0	0	0	57185	2059	623681	0	0	51359	0	0	4241	0	211764	349984			0	401566	395433	-474	0	0	0	0	57185	
5751																																							1364	4191	186	0	37931	0	2548	43	6567	203015	167678	1421	169099	0	2084	1089	0	0	33916	600	203015	0	0	23956	0	0	8752	554	24331	143347			0	146190	144106	608	4436	0	0	0	33916	
6039																																							47398	4165	0	0	22771	0	7593	3416	2758	266791	236855	1422	238277	0	2770	0	0	0	28514	469	266791	0	0	-2391	0	0	30568	0	67218	169637			0	178960	176190	-132	2500	0	0	0	28514	
6141																																							2422	7573	0	23989	0	0	149	0	571	56319	50138	29	50167	0	276	0	0	0	6152	400	56319	0	0	1352	0	0	4400	0	13805	36333			0	20091	19815	0	1800	0	0	0	6152	
6329																																							11397	33408	0	0	30223	0	23385	794	17562	657014	590481	2903	593384	0	9650	0	0	0	63630	2600	657014	0	0	38730	0	0	22400	1373	199743	390738			0	547730	538080	-100	792	0	0	0	63630	
7009																																							249310	1868	0	0	300515	0	3263	0	9092	789969	710200	8544	718744	0	0	0	0	0	71225	500	789969	5316	0	68945	0	0	552	0	149196	561004			0	220605	220605	1228	0	0	0	0	71225	
7045																																							4855	7595	0	0	116999	0	1790	125	2828	209161	189171	596	189767	0	1034	0	0	0	19394	100	209161	0	0	17716	0	0	2325	0	22974	166197			0	76003	74969	-747	0	0	0	0	19394	
7072																																							27	5592	2188	0	23670	0	7902	724	14456	324642	250314	3712	289880	0	2001	3848	35854	0	34762	0	324642	0	0	30816	0	0	4061	185	31828	218486			0	259226	257225	-115	8825	0	0	0	34762	
7456																																							739	3048	0	0	14218	0	965	0	3714	91356	72175	108	83713	0	850	0	11130	0	7643	400	91356	0	0	2087	0	0	5100	0	18007	54168			0	69522	68672	56	0	0	300	0	7643	
7634																																							5434	825	0	1	12168	0	411	338	746	66545	57196	78	57274	0	991	0	0	0	9271	200	66545	0	0	1118	0	0	8060	0	10590	46606			0	47613	46622	-107	0	0	0	0	9271	
8033																																							3553	3948	0	0	4949	0	3846	557	5071	255827	202797	2642	222575	0	1249	0	17136	0	33252	774	255827	0	0	27283	0	0	5226	0	53491	149306			0	231802	230553	-31	3350	0	0	0	33252	
8462																																							11015	12432	0	0	84710	0	421	0	867	172483	151399	106	151505	0	1071	0	0	0	20978	350	172483	0	0	20945	0	0	350	162	64600	86799			0	58392	57321	-667	5555	0	0	0	20978	
8631																																							3817	2060	0	0	14254	0	3396	97	3115	63072	55752	645	56397	0	427	0	0	0	6675	500	63072	0	0	5546	0	0	800	0	15991	39761			0	34583	34156	-171	2177	0	0	0	6675	
9357																																							23054	7344	0	0	87291	800	369	0	1923	485816	401595	2549	404144	0	3313	26747	0	0	81672	500	485816	0	0	27185	0	0	54660	76699	146301	255294			0	264820	261507	-673	82	0	0	0	81672	
9553																																							1591	3445	0	29224	24812	0	966	0	7986	168603	105514	1111	154071	0	1006	0	47446	0	14532	400	168603	0	0	13231	0	0	1700	0	19362	86152			0	101365	100359	-799	220	0	0	0	14532	
9807																																							225781	24765	0	0	261805	64	12359	35184	135682	2474877	2043259	6744	2125719	0	30011	0	25000	0	349158	20000	2474877	0	0	217487	0	0	112272	0	89890	1953369			0	1809248	1779237	-601	0	0	0	50716	349158	
9955																																							17190	2049	0	0	49267	0	1043	0	2179	150817	115341	135	132066	0	1556	0	16590	0	18751	110	150817	0	0	15864	0	0	3023	0	26137	89204			0	80645	79089	-246	0	0	0	0	18751	
10250																																							14811	7168	0	0	100183	0	9612	180	4172	411052	372585	914	373499	0	2985	0	0	0	37553	1500	411052	0	0	5983	0	0	30800	0	86124	286461			0	277911	274926	-730	0	0	0	0	37553	
10849																																							17355	1398	0	36002	75183	0	2944	7945	4409	277626	251245	470	251715	0	1083	694	0	0	25911	16	277626	0	0	11764	0	0	15375	0	31273	219973			0	132779	131696	-1244	0	0	0	0	25911	
11145																																							1642	3934	0	0	21503	144	5573	168	8513	241452	201433	2096	219480	0	2242	450	15301	0	21972	1000	241452	0	0	10021	0	0	11000	0	45574	155859			0	201767	199525	-49	0	0	650	0	21972	
11640																																							1165	10058	0	0	94835	0	4435	0	20392	367790	291391	1928	324638	0	3704	0	28000	0	43152	650	367790	0	0	3767	0	0	39245	0	76680	214711			0	240609	236905	-510	0	0	3319	0	43152	
11837																																							2772	1022	0	0	52978	0	1495	620	1936	100412	79515	51	86566	0	828	0	7000	0	13846	314	100412	0	0	2146	0	0	11686	0	6787	72728			0	40417	39589	-300	0	0	0	0	13846	
12030																																							38050	26930	0	2619	17798	0	4053	1575	11893	369418	314304	2815	317119	0	8133	0	0	0	52299	300	369418	0	0	51654	0	0	300	0	93957	220347			0	267765	259632	45	6868	0	0	0	52299	
12142																																							6288	6164	0	460	76492	0	4991	0	9175	225592	200983	3319	204302	0	1595	0	0	0	21290	1250	225592	0	0	7696	0	0	14650	0	64297	136686			0	120367	118772	-2306	3250	0	0	0	21290	
12179																																							5000	232	0	24	846	0	1205	0	2922	42982	34631	544	35175	0	181	0	0	0	7807	0	42982	0	0	7812	0	0	0	0	7808	26823			0	32934	32753	-5	0	0	0	0	7807	
12311	349865	1117517	580228	9090950	14871197	0	861948	32777	4524799	104052030	1501299	92354593	383574	686938	1943840	9409752	1202160	11313863	39999	104052030	125765	83156	2030556	697880	780000	8973044	487815		0	70054387	69367449	-509736	0	257546	11697437	0	0	0				9090950	14871197						78840680						9409752					125765	83156						23343102	55497578							0	0	1060000	257546		
12647																																							9065	4350	1062	33805	0	0	4456	457	1215	164741	146629	162	146791	0	1050	0	0	0	17950	250	164741	0	0	644	0	0	17056	0	47362	99267			0	101945	100895	0	9436	0	0	0	17950	
12656																																							1984	615	0	848	0	0	189	53	180	17052	15226	14	15240	0	231	0	0	0	1812	72	17052	0	0	1352	0	0	388	0	3864	11362			0	11324	11093	0	2090	0	0	0	1812	
12937																																							41261	2331	0	0	0	0	10876	0	870	195080	158073	2215	160288	0	2127	0	0	0	34792	750	195080	0	0	28792	0	0	5250	0	47140	110933			0	141869	139742	0	0	0	0	0	34792	
12946																																							7055	16812	1459	0	224680	32	18540	1839	27618	1382881	1224182	12720	1239242	0	17863	16399	1415	0	143639	1	1382881	0	0	83621	12182	0	59756	363	162444	1061738			0	1073765	1055902	261	0	0	925	0	143639	
13103																																							4891	22655	4878	0	332120	0	18805	1754	29546	2069626	1637909	41573	1800630	7530	15111	6773	121148	0	261466	500	2069626	0	0	210895	0	0	34019	1292	229176	1408733			0	1662013	1646902	16052	10	0	0	0	268996	
13251																																							9803	2631	0	0	2350	0	118	109	1186	45570	40466	161	40627	0	459	0	0	0	4942	25	45569	0	0	2959	0	0	1975	0	7512	32954			0	29345	28886	-17	487	0	0	0	4942	
13457																																							5544	1328	0	0	7088	0	7	0	1602	25693	19480	158	19638	0	214	0	0	0	6055	50	25693	0	0	170	0	0	5852	0	4908	14572			0	10338	10124	-17	0	0	0	0	6055	
14052																																							9856	2308	145	0	7189	0	1330	158	2123	65161	58180	112	58292	0	508	0	0	0	6869	1000	65161	0	0	4225	0	0	1688	0	15942	42238			0	40715	40207	-44	1845	0	0	0	6869	
14155																																							1254	4050	0	0	13100	0	7044	276	7986	210383	179237	851	190088	0	2472	0	5000	0	20295	176	210383	0	0	19960	0	0	160	0	24751	154486			0	179145	176673	-1	0	0	5000	0	20295	
14650																																							2673	920	0	3669	14	0	247	100	1912	31053	26453	347	26800	0	620	90	0	0	4253	200	31053	0	0	3753	0	0	300	0	9240	17213			0	20590	19970	0	1458	0	0	0	4253	
14753																																							5635	1434	0	8425	4664	0	107	40	695	43551	38499	89	38588	0	502	0	0	0	4963	300	43551	0	0	2428	0	977	1277	0	13686	24813			0	22624	22122	-19	429	0	0	0	4963	
14865																																							37693	10007	226	2851	23085	0	9437	1872	10312	414352	370635	3252	373887	0	3318	0	0	0	40465	730	414352	0	0	27346	0	0	12381	0	94191	276444			0	322187	318869	8	0	0	0	0	40465	
14977																																							2645	1822	0	0	1712	0	1735	0	2404	54586	40819	108	45578	0	560	0	4651	0	9008	0	54586	0	0	9032	0	0	0	0	7171	33648			0	41840	41280	-24	2988	0	0	0	9008	
16551																																							791	13578	2026	24857	33233	675	6598	823	8320	321974	279507	272	284779	0	3179	2433	5000	0	37195	175	321974	0	0	23275	0	0	13075	0	58022	221485			0	231819	228640	670	0	0	0	0	37195	
16748																																							9771	1317	273	14676	8261	0	2647	116	2889	84407	75209	632	75841	0	719	0	0	0	8566	400	84407	0	0	5559	0	0	2600	128	22799	52410			0	45048	44329	7	0	0	0	0	8566	
17110																																							22942	2834	0	5068	25040	0	3118	0	2848	140074	110571	7938	118509	0	279	0	0	0	21565	300	140074	0	0	14279	0	0	6986	0	0	110571			0	78503	78224	0	0	0	0	0	21565	
17147																																							25856	154905	34323	560654	997045	0	94599	10373	343705	9352196	7202211	49536	7947893	0	75032	444907	415485	0	1404303	10871	9352196	0	0	330983	2446	125	1063087	7216	1791235	5410977			0	6751199	6676167	-763	0	0	144038	136623	1404303	
17259																																							5885	1074	0	1616	11475	0	1752	115	2966	62131	47180	1599	56539	0	176	0	0	0	5592	769	62131	0	0	4071	0	0	769	0	9895	37285			0	37424	37248	-17	0	0	7760	0	5592	
17950																																							11435	6083	1337	0	215067	0	6444	218	6246	477720	429101	1880	430981	0	3931	2531	0	0	46739	725	477720	0	0	23755	0	0	22737	540	78063	351038			0	231750	227819	-478	0	0	0	0	46739	
17978																																							4261	3631	0	155524	0	0	6263	2614	5936	304286	187689	265	190981	0	1445	0	3027	0	113305	0	304286	0	0	113305	0	0	0	0	3988	183701			0	127502	126057	0	0	0	0	0	113305	
18050																																							22416	12538	0	20080	169580	0	10703	0	9690	559128	496941	6339	503302	0	4679	0	22	0	55826	1214	559128	0	0	47401	0	0	7671	267	175149	321792			0	318533	313854	-460	0	0	0	0	55826	
18135																																							54	4136	0	24466	118048	0	12411	0	7202	286736	238041	599	262677	0	1170	0	5000	0	24059	456	286736	0	0	19212	0	0	6056	0	87154	150887			0	90589	89419	-1665	31000	0	0	19037	24059	
18827																																							76578	18231	3711	0	126939	1784	23471	1015	43470	1247922	1045968	9927	1124145	0	5825	9122	68250	0	123777	528	1247922	0	0	26679	0	0	97791	0	304312	741656			0	949426	943601	-1221	0	0	0	0	123777	
18836																																							2770	1867	0	0	10934	0	3841	1400	5867	148616	127498	2207	131635	0	1236	0	1930	0	16981	180	148616	0	0	15169	0	0	1676	0	30688	96810			0	123173	121937	-44	0	0	0	0	16981	
18854																																							123027	7260	1190	0	0	0	9602	100	5734	702648	626039	2891	628930	0	7654	0	0	0	73718	40	702648	0	0	59618	0	0	14060	388	149575	476464			0	563001	555347	0	0	0	0	0	73718	
19356																																							25	1798	0	0	19562	0	807	0	3126	80664	71773	81	72419	0	874	0	509	0	8245	2025	80664	0	0	3360	0	0	3200	0	21320	50453			0	55520	54646	-340	700	0	56	0	8245	
19936																																							66408	2106	0	22101	34080	0	4499	148	8933	304997	269355	905	278120	0	3395	0	7860	0	26877	420	304997	0	0	13111	0	0	13580	0	62211	207144			0	170117	166722	-234	0	0	0	0	26877	
19972																																							20868	2317	0	24475	0	0	377	0	3674	94338	73974	1097	75071	0	400	0	0	0	19267	0	94338	0	0	19267	0	0	0	0	106	73868			0	43027	42627	0	0	0	0	0	19267	
20053																																							437	4399	0	0	12025	0	361	8	2411	99402	86005	934	86939	0	1149	0	0	0	12463	150	99402	0	0	6361	0	0	6053	0	21611	64394			0	80398	79249	-101	512	0	0	0	12463	
20633																																							5987	5530	0	0	60861	0	6043	11373	11577	291842	248264	3382	261646	0	3095	0	10000	0	30196	1106	291842	0	0	27256	0	0	2816	0	25232	223032			0	193390	190295	-982	176	0	0	0	30196	
20857																																							2755	5502	0	0	68859	0	1156	0	3363	156263	104517	54	139998	0	741	142	27427	0	16265	200	156263	0	0	848	0	0	13800	0	42556	61961			0	75227	74486	1417	0	0	8000	0	16265	
21256																																							3486	228	0	0	2221	0	42	171	405	10290	9139	1	9140	0	78	0	0	0	1149	105	10289	0	0	582	0	0	495	0	2645	6494			0	3652	3574	-33	163	0	0	0	1149	
21359																																							7587	1587	239	236	8018	0	262	0	1217	52135	46189	87	46347	0	343	0	71	0	5788	550	52135	0	0	1895	0	0	3350	0	12476	33713			0	33332	32989	-7	0	0	0	0	5788	
21630																																							6676	3449	0	0	21212	0	3680	47	837	94589	82383	282	82800	0	767	0	135	0	11789	281	94589	0	0	6041	0	0	5019	0	21643	60741			0	59455	58688	448	0	0	0	0	11789	
21658																																							5632	4333	0	0	27207	0	1711	100	4609	166953	148162	1536	150441	0	1812	0	743	0	16512	100	166953	0	0	12356	0	0	4157	0	23391	124771			0	122500	120688	-101	2673	0	0	0	16512	
22048																																							1294	3598	0	0	40570	0	4149	597	8022	208185	175181	1335	188032	0	1721	0	11516	0	20153	1000	208185	0	0	12955	0	0	6400	0	35084	140097			0	151676	149955	-202	0	0	0	0	20153	
22543																																							3104	1802	0	0	4922	0	2577	0	907	121965	99762	348	108210	0	643	0	8100	0	13755	602	121965	0	0	7488	0	0	5698	0	29668	70094			0	108586	107943	-33	710	0	0	0	13755	
22552																																							3580	4613	0	610	1822	0	2679	115	2248	106359	81143	648	97331	0	1255	0	4000	0	9028	100	106359	0	0	3021	0	0	5900	0	18302	62841			0	91947	90692	7	0	0	11540	0	9028	
22730																																							5864	4873	0	0	80696	0	3275	8	4830	187602	166205	1030	173682	0	1219	0	437	0	13920	250	187602	0	0	14083	0	0	300	0	60558	105647			0	89187	87968	-713	88	0	0	6010	13920	
22936																																							21406	2069	0	0	35867	0	3354	1380	5756	189758	171164	450	171614	0	1203	0	0	0	18144	725	189758	0	0	-3590	0	0	21466	0	63829	107335			0	119229	118026	-457	1900	0	0	0	18144	
23456																																							814	1470	0	368	24997	0	2136	627	1535	118942	103953	163	104373	0	1069	0	257	0	14569	126	118942	0	0	13970	0	0	336	0	14728	89225			0	86423	85354	137	1641	0	0	0	14569	
23504																																							18133	76586	5214	180866	759916	0	33505	0	177757	4428972	3342373	33333	3927957	119	31707	105950	501374	0	500896	600	4428972	0	0	205141	0	0	310094	0	1346532	1995841			0	3102752	3071045	-14939	0	0	50000	877	501015	
23643																																							3599	879	0	0	74998	0	1476	514	6376	210416	174403	240	192308	0	1283	0	0	0	18108	200	210416	0	0	17389	0	0	2300	0	37545	136858			0	122457	121174	-1781	1400	0	17665	0	18108	
23755																																							9125	1361	1075	0	55529	0	6191	0	3540	206519	187298	1014	188312	0	1476	0	0	0	18207	110	206519	0	0	13714	0	0	4615	0	45001	142297			0	127990	126514	-232	3184	0	0	0	18207	
24006																																							66488	9291	495	375113	102682	0	12625	0	37351	1442147	1196718	6262	1247263	20	4471	6106	44283	0	194864	0	1442147	0	0	112352	0	0	102862	0	151479	1045239			-13563	835139	830668	-6787	1328	0	0	0	194884	
24378																																							6536	745	0	777	11325	0	1818	136	851	63996	56593	126	56719	0	196	0	0	0	7277	0	63996	0	0	7251	0	0	0	0	7590	49003			0	41520	41324	26	484	0	0	0	7277	
24453																																							41831	3010	407	0	9615	0	14951	492	3575	292476	257695	1072	258767	0	2914	2150	0	0	33709	929	292476	0	0	2868	0	0	29926	644	36386	221309			0	218440	215526	-14	275	0	0	0	33709	
24659																																							18777	1427	0	5247	0	0	765	25	413	65951	59857	154	60011	0	535	0	0	0	5940	50	65951	0	0	1940	0	0	3950	0	13600	46257			0	33362	32827	0	6470	0	0	0	5940	
24668																																							46566	19330	372	0	523783	0	18951	320	18010	1683566	1474451	2345	1478084	0	10128	328	0	0	205482	625	1683566	0	0	51498	0	0	155186	910	177017	1297434			0	1065124	1054996	-1827	0	0	0	1288	205482	
24949																																							54034	8845	1020	0	57811	0	5209	1084	18783	397039	349186	3415	352601	0	4807	0	0	0	44438	1800	397039	0	0	10133	0	0	33223	7702	92044	257142			0	246793	241986	-718	565	0	0	0	44438	
25357																																							6131	5291	1955	33214	19526	0	6005	308	8035	410319	337417	535	367192	0	2974	2621	25000	0	43127	1608	410319	0	0	4613	0	0	36907	0	46793	290624			0	330207	327233	-1	0	0	4240	0	43127	
25647																																							18420	172	0	0	3007	0	1506	19	1231	117267	105017	977	106494	0	1461	0	500	0	10773	12	117267	0	0	-11248	0	0	22079	0	11657	93360			0	94373	92912	-70	0	0	0	0	10773	
26176																																							20226	1993	24	0	17494	0	2406	878	10859	411638	293966	2078	361044	0	4069	0	65000	0	50594	1	411638	0	0	22283	537	0	29486	22370	24819	269147			-1095	338920	334851	-81	0	0	0	0	50594	
26242																																							23623	8766	0	0	70870	0	12885	71	19387	483854	411049	1623	431444	0	2917	10846	13000	0	52410	1	483854	0	0	27147	0	0	25669	0	42435	368614			0	340323	337406	-407	0	0	0	5772	52410	
