"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	
	US TREAS SECS-HLD-TO-MAT-AMRTZ COST	US TREAS SECS-AVL-FOR-SLE-FAIR VALUE	OTHR PASS-THRU SECS-HLD-AMORTZD COST	OTHR PASS-THRU SECS-AVL-FAIR VALUE	MBS-CMOS&REMICS-ALL OTHER-HLD-AMRTZ	MBS-CMOS&REMICS-ALL OTHER-AVL-FAIR	HISTCL COST OF ALL OTH AVL-FOR-SALE	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	US GOVT AGCY&CORP OBLIGS-AMRTZ COST	US GOVT AGCY&CORP OBLIGS-FAIR VALUE	SECS ISSD BY US ST&POL SUBDYS-AMRTZ	SECS ISSD BY US ST&POL SUBDYS-FAIR	FAIR VAL OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	MBS PT SCTY ISS FFG AMRTZ HTM SCTY	MBS PT SCTY ISS FFGNMA FV AFS SCTY	OTHR MBS ISS FFG AMRTZ HTM SCTY	OTHR MBS ISS FFG FV AFS SCTY	OTHR DMSTC DEBT SCTY AMRTZ HTM SCTY	OTHR DMSTC DEBT SCTY FV AFS SCTY	FOREIGN DEBT SCTY AMRTZ HTM SCTY	FOREIGN DEBT SCTY FV AFS SCTY	
37	0	0					79	0	47710					0			0	26328	0	0	0									
242	0	0					275	0	12576					4243			0	7105	3	0	0									
279	0	0					1704	30266	8413					25404			14583	2692	1	0	0									
354	0	0					4	0	6299					0			0	767	0	0	0									
457	0	0					139	156	279					1200			155	276	3	0	0									
505	0	8234					3243	0	79022					21000			0	30679	0	0	0									
1155	0	999					230	55	31581					0			0	11899	0	0	16193									
1351	0	0					0	69832	2741					0			38414	0	0	0	0									
1454	0	6039					997	0	349399					0			0	107419	28	0	0									
1557	0	0					469	0	17379					6817			0	2720	0	0	0									
1669	0	12028					916	44855	75049					0			25741	0	0	0	0									
1829	0	0					3221	0	101407					33199			0	30776	2208	0	0									
1856	0	0					1439	0	19689					30000			0	0	0	0	0									
2040	0	0					1546	0	59311					13000			0	29748	16	0	7528									
2161	0	0					823	1	25302					0			0	16320	0	0	0									
2376	0	0					39029	85261	278992					800541			0	0	0	0	0									
2554	0	0					18	0	3811					0			0	2734	0	0	0									
2732	0	0					174	0	97536					0			0	61024	0	0	0									
2750	0	0					341	0	14095					7403			0	4824	3962	0	0									
3177	0	34					6039	705	112698					112954			402	0	28	0	0									
3252	0	0					719	639	75421					5000			639	18371	0	0	0									
3458	0	0					192	2600	10770					0			2600	0	0	0	7000									
3720	0	5962					225	172	50838					0			172	7427	0	0	5115									
3971	0	0					2009	0	74867					30955			0	0	1024	0	0									
4156	0	257					690	0	36343					13500			0	18978	0	0	1547									
4231	0	0					0	0	51207					0			0	16328	0	0	0									
4437	0	0					369	0	84286					2095			0	17344	0	0	2675									
4839	0	0					1134	0	78786					22000			0	26888	0	0	6916									
5069	0	1208					0	0	36245					0			0	17051	5604	0	0									
5135	0	4500					933	0	27495					13444			0	4464	0	0	0									
5210	0	0					3765	71409	114609					77500			0	34771	1067	0	34746									
5461	0	1507					2227	0	141715					15000			0	60508	0	0	0									
5751	0	0					337	0	45892					0			0	27441	0	0	0									
6039	0	0					76	0	11236					0			0	270	7	0	0									
6141	0	0					0	22023	0					0			12392	0	0	0	0									
6329	0	0					414	0	33744					0			0	5629	0	0	0									
7009	0	0					0	0	454878					0			0	66044	11490	0	0									
7045	0	0					829	0	101550					0			0	37372	0	0	0									
7072	0	0					1475	10697	4854					7000			1229	398	0	0	0									
7157	0	1506					23	267	22923					0			267	10783	0	0	0									
7456	0	0					341	0	16033					0			0	14791	0	0	0									
7634	0	0					89	4	13410					0			0	5174	0	0	0									
8033	0	0					1221	0	9552					12600			0	2070	0	0	0									
8462	0	0					21	0	104834					0			0	16039	0	0	0									
8631	0	0					68	0	14599					0			0	0	0	0	0									
9357	0	0					2625	0	74008					52100			0	0	1008	0	0									
9553	0	0					1668	26912	29486					35039			26912	2985	5781	0	0									
9807	59966	0					17596	352297	56883					240000			170954	44132	0	0	48923									
