"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37								11347										
242								1768										
279								5941										
354								376										
457								1768										
505								59256	0	0	0	0	1302	463	0	463	57491	
1155								31399										
1351								3957										
1454								85164	4281	0	0	0	5496	1578	0	1578	73809	
1557								2665										
1669								26745										
1829								62069	2135	0	0	0	2291	8346	0	8346	49297	
1856								45737										
2040								5744										
2161								15786										
2376								133168	0	0	0	0	2641	114799	0	114799	15728	
2554								4365										
2732								58183	1890	0	0	0	3351	14805	0	14805	38137	
2750								1297										
3252								5674										
3458								5994										
3720								18651										
3953								5974										
4156								3047										
4231								9228										
4437								21153										
4839								5741	862	0	0	0	1701	1038	0	1038	2140	
5005								46723	464	0	0	0	1173	1714	0	1714	43372	
5069								95431	0	0	0	0	140	1566	0	1566	93725	
5135								28586	0	0	0	0	3254	288	0	288	25044	
5210								41892	6192	0	0	0	6860	1643	0	1643	27197	
5331								19677	937	0	0	0	1024	7429	0	7429	10287	
5461								38963	7657	0	0	0	6094	616	0	616	24596	
5751								1469										
6039								17423										
6141								6126										
6329								39663	60	0	0	0	6782	9928	0	9928	22893	
6972								33199	5797	0	0	0	4668	786	0	786	21948	
7009								4215	285	2000	2000	0	15	1890	0	1890	25	
7045								22249										
7157								654										
7456								3972										
7634								12463										
8033								17118										
8462								18297										
8631								4997										
