"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON3545	RCON3548	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	RCONHT71	RCONJA22	RCONJF75	
	US TREAS SECS-HLD-TO-MAT-AMRTZ COST	US TREAS SECS-AVL-FOR-SLE-FAIR VALUE	OTHR PASS-THRU SECS-HLD-AMORTZD COST	OTHR PASS-THRU SECS-AVL-FAIR VALUE	MBS-CMOS&REMICS-ALL OTHER-HLD-AMRTZ	MBS-CMOS&REMICS-ALL OTHER-AVL-FAIR	HISTCL COST OF ALL OTH AVL-FOR-SALE	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	TOTAL TRADING ASSETS	TRADING LIABILITES	US GOVT AGCY&CORP OBLIGS-AMRTZ COST	US GOVT AGCY&CORP OBLIGS-FAIR VALUE	SECS ISSD BY US ST&POL SUBDYS-AMRTZ	SECS ISSD BY US ST&POL SUBDYS-FAIR	FAIR VAL OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	MBS PT SCTY ISS FFG AMRTZ HTM SCTY	MBS PT SCTY ISS FFGNMA FV AFS SCTY	OTHR MBS ISS FFG AMRTZ HTM SCTY	OTHR MBS ISS FFG FV AFS SCTY	OTHR DMSTC DEBT SCTY AMRTZ HTM SCTY	OTHR DMSTC DEBT SCTY FV AFS SCTY	FOREIGN DEBT SCTY AMRTZ HTM SCTY	FOREIGN DEBT SCTY FV AFS SCTY	Total loans held for trading	Equity securities with readily deter	Total amount of fair value option lo	
37	0	0					74	0	42524					0	0	0			0	29785	0	0	0												
242	0	1081					141	0	12637					3500	0	0			0	5982	3	0	0												
279	0	0					2077	40667	14410					25325	0	0			7959	873	1	0	0												
354	0	0					0	498	1136					0	0	0			0	0	0	0	0												
457	0	0					319	45	249					5500	0	0			44	246	3	0	0												
505	0	1993					3459	0	63986					25530	0	0			0	19671		0	0										0		
1155	0	984					282	19	24568					0	0	0			0	10221		0	0												
1351	0	0					183	43247	4935					0	0	0			22332	0	0	0	0												
1454	0	31683					1121	0	380113					0	0	0			0	96828	69	0	0												
1669	0	11661					183	38630	66878					0	0	0			30625	0	0	0	0												
1856	0	0					1444	0	29891					30000	0	0			0	0	0	0	0												
2040	0	0					1086	0	41860					22500	0	0			0	26788	16	0	3												
2161	0	0					343	0	17392					0	0	0			0	13122	0	0	0												
2376	0	0					27304	327591	39662					545862	0	0			0	0		0	0										0		
2554	0	0					97	250	1726					2000	0	0			250	832	0	0	0												
2732	0	0					174	0	73227					0	0	0			0	31642	0	0	0												
2750	0	0					361	0	7992					6385	0	0			0	2668	3769	0	0												
3252	0	0					772	0	78876					7300	0	0			0	11711	0	0	0												
3458	0	0					268	4779	4340					1600	0	0			4779	0	0	0	500												
3720	0	1457					268	72	74687					0	0	0			72	2287		0	3785												
3971	0	0					5498	0	61044					91821	0	0			0	0	962	0	0												
4156	0	249					777	0	40345					14600	0	0			0	19586	0	0	589												
4231	0	0					0	0	43022					0	0	0			0	14468	0	0	0												
5069	0	0					0	0	28036					0	0	0			0	12016	963	0	0												
5135	0	0					1870	0	56753					33976	0	0			0	4051	0	0	0												
5210	0	0					4243	33517	162957					74216	0	0			0	9790		0	38525										1012		
5461	0	999					3006	0	150335					0	0	0			0	67495	0	0	0												
5751	0	0					353	0	32108					0	0	0			0	22962	0	0	0												
6039	0	0					290	0	20992					0	0	0			0	577	0	0	0												
6329	0	0					719	0	28817					3000	0	0			0	5186		0	0												
7009	0	267861					0	0	334374					0	5535	0			0	54429	12084	0	0												
7045	0	0					759	0	113812					0	0	0			0	49170	0	0	0												
7072	0	0					3379	1013	20956					29961	0	0			0	3245		0	0										0		
7456	0	0					423	0	12791					0	0	0			0	12638	0	0	0												
7634	0	0					98	1	11806					750	0	0			0	4692	0	0	0												
8033	0	0					1726	0	5954					18136	0	0			0	2966	0	0	0												
8462	0	0					21	0	88891					0	0	0			0	15098	0	0	0												
8631	0	0					337	0	12203					0	0	0			0	306	0	0	0												
9357	0	0					944	0	81225					9000	0	0			0	0	947	0	0												
9553	0	0					2175	32825	20518					47873	0	0			32825	1725	0	0	0												
9807	0	153068					5688	0	358979					0	0	0			0	189883		0	35111										1213		
9955	0	0					1157	0	50335					22219	0	0			0	37245	0	0	0												
10250	0	836					1020	0	100849					0	0	0			0	32591	0	0	0												
10849	0	2426					552	0	104992					0	0	0			0	8820		0	0										0		
11145	0	0					864	0	21574					19055	0	0			0	15501		0	0												
11640	0	0					4701	0	100194					0	0	0			0	51670	0	0	0												
11837	0	0					345	0	43105					6000	0	0			0	4423	0	0	0												
12030	0	15356					6237	2352	22281					0	0	0			1929	0	0	0	0												
12142	0	0					697	310	69944					5000	0	0			303	28045		0	0										0		
12179	0	474					729	12	668					0	0	0			0	0	194	0	0												
12311																																			
12647	0	0					142	29450	0					0	0	0			26398	0	0	0	0												
12656	153	0					29	745	0					0	0	0			242	0	0	0	0												
12937	0	0					231	0	0					0	0	0			0	0		0	0										0		
