"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
	MICR9999REPORT DATE	NM_LGL	ID_FDIC_CERT	CITY	STATE_ABBR_NM	ZIP CODE	
219343	20130630	The Bank of Edwardsville	1039	Edwardsville	IL	62025	
219576	20130630	Union Savings Bank	32329	Albuquerque	NM	87107	
219651	20130630	The CARLSBAD NATIONAL BANK	2241	Carlsbad	NM	88220	
219679	20130630	Carrollton Federal Bank	29774	Carrollton	KY	41008	
219857	20130630	WINTHROP STATE BANK	15417	WINTHROP	MN	55396	
220059	20130630	WINONA NATIONAL BANK	5280	WINONA	MN	55987	
220527	20130630	Peoples Bank	5956	Newton	NC	28658	
220844	20130630	DENVER SAVINGS BANK	12857	DENVER	IA	50622	
220974	20130630	First Federal Bank	29782	Dickson	TN	37055	
221476	20130630	First Bank & Trust, sb	29786	Paris	IL	61944	
221775	20130630	Interamerican Bank, A Fsb	31823	Miami	FL	33165	
222156	20130630	FIRST STATE BANK OF WYOMING	1609	WYOMING	MN	55092	
222446	20130630	Denmark State Bank	13240	Denmark	WI	542080130	
222558	20130630	The Bank of Baker	352	Baker	MT	593130000	
222754	20130630	First Westroads Bank Inc	19742	Omaha	NE	68118	
223005	20130630	Putnam Bank	18240	Putnam	CT	06260	
223322	20130630	The First Bank and Trust Company	22918	Lebanon	VA	24266	
223331	20130630	MIDSOUTH BANK, NATIONAL ASSOCIATION	25884	LAFAYETTE	LA	705023745	
223452	20130630	PEOPLES BANK OF WYACONDA	15415	KAHOKA	MO	63445	
223751	20130630	BELT VALLEY BANK	15362	BELT	MT	59412	
223845	20130630	Danville State Savings Bank	14772	New London	IA	52645	
224178	20130630	ESB Bank	27708	Ellwood City	PA	16117	
224552	20130630	Almena State Bank	15426	Almena	KS	67622	
224637	20130630	The Coastal Bank	20134	Savannah	GA	314129750	
224655	20130630	Bremer Bank, N.A. Willmar	12198	Willmar	MN	56201	
224954	20130630	Headwatesr State Bank	09035	Land O' Lakes	WI	54540	
225054	20130630	ANDOVER STATE BANK	16410	ANDOVER	KS	67002	
225157	20130630	Ultima Bank Minnesota	08867	Winger	MN	56592	
225241	20130630	STATE BANK OF BURNETTSVILLE	14061	BURNETTSVILLE	IN	47926	
225335	20130630	STATE BANK OF COUNTRYSIDE	21952	COUNTRYSIDE	IL	605254599	
225559	20130630	Bank of Bartlett	23123	Bartlett	TN	38134	
225942	20130630	Heritage Bank	18463	Marion	IA	52302	
226752	20130630	United Bank	18772	Absarokee	MT	59001	
226949	20130630	Grand Rivers Community Bank	10816	Grand Chain	IL	62941	
227151	20130630	Union State Bank	1869	Arkansas City	KS	67005	
227179	20130630	Skagit State Bank	17874	Burlington	WA	98233	
227357	20130630	Brenham National Bank	3113	Brenham	TX	778342568	
227656	20130630	BRIGHTON BANK	9189	BRIGHTON	TN	38011	
227777	20130630	Milford Federal Savings And Loan Association	29835	Milford	MA	01757	
228000	20130630	Franklin Savings Bank	19836	Farmington	ME	049380825	
228055	20130630	Farmers Security Bank	9122	Washburn	ND	58577	
228158	20130630	First Midwest Bank of Poplar Bluff	19212	Poplar Bluff	MO	63901	
228279	20130630	Crossroads Bank	29839	Wabash	IN	46992	
228345	20130630	State Bank Of Newburg	9529	Newburg	WI	53060	
229070	20130630	First Federal Savings And Loan Association	31406	San Rafael	CA	94901	
229173	20130630	Auburn Savings Bank, FSB	28288	Auburn	ME	04210	
229342	20130630	State Bank & Trust Co.	15651	Nevada	IA	502010327	
229454	20130630	FIRST STATE BANK OF BROWNSBORO	11181	BROWNSBORO	TX	75756	
229801	20130630	Valley National Bank	9396	Wayne	NJ	07470	
229874	20130630	Polonia Bank	29282	Huntingdon Valley	PA	19006	
229913	20130630	Mizuho Corporate Bank (USA)	21843	New York	NY	100201104	
229940	20130630	FARMERS EXCHANGE BANK	15189	Neshkoro	Wi	54960	
230254	20130630	First National Bank of Crystal Falls	14775	Crystal Falls, Michigan	MI	499200330	
230357	20130630	FIRST STATE BANKOFMIAMI	11144	MIAMI	TX	79059	
230423	20130630	THE FIRST CITIZENS NATIONAL BANK	14355	UPPER SANDUSKY	OH	43351	
230610	20130630	Hocking Valley Bank	18858	Athens	OH	457014847	
230740	20130630	Freedom Bank	11705	Sterling	IL	61081	
230759	20130630	International Bank of Commerce - Brownsville	25679	Brownsville	TX	785221831	
231149	20130630	STATE BANK & TRUST COMPANY	15503	NEW HAMPTON	IA	50659	
231242	20130630	AMERICAN CHARTERED BANK	27006	SCHAUMBURG	IL	60173	
231279	20130630	CHESTER NATIONAL BANK	30220	CHESTER	IL	62233	
231336	20130630	The First National Bank of McHenry	20081	McHenry	IL	60050	
231671	20130630	Washington Savings Bank	29281	Philadelphia	PA	19154	
232258	20130630	JAMESTOWN STATE BANK	17573	JAMESTOWN	KS	66948	
232847	20130630	First State Bank Shannon-Polo	1781	Shannon	IL	61078	
232856	20130630	Texas Bank	19559	Brownwood	TX	768011429	
233031	20130630	Regions Bank	12368	Birmingham	AL	35203	
233246	20130630	First Community Bank	14904	Newell	IA	505680295	
233358	20130630	CITIZENS NATIONAL BANK AT BROWNWOOD	14779	BROWNWOOD	TX	76804	
233442	20130630	Iuka State Bank, The	11317	Iuka	IL	62849	
233451	20130630	Byron State Bank	22350	Byron	NE	68325	
233527	20130630	Blue Ridge Bank	06872	Luray	VA	22835	
233554	20130630	Western State Bank	09123	Devils Lake	ND	58301	
234056	20130630	McKenzie County Bank	23836	Watford City	ND	58854	
234355	20130630	Central National Bank	4702	Junction City,	KS	66441	
234506	20130630	The National Bank Of Coxsackie	7018	Coxsackie	NY	12051	
234739	20130630	First Volunteer Bank	10307	Chattanooga	TN	37402	
234841	20130630	New Albin Savings Bank	8506	New Albin	IA	521600008	
235017	20130630	Miners Bank	15145	Minersville	PA	17954	
235174	20130630	Mutual Federal Bank	28302	Chicago	IL	60608	
235231	20130630	Union Bank	6088	Jamestown	TN	38556	
235316	20130630	The Rockhold, Brown & Company Bank	16193	Bainbridge	OH	45612	
235446	20130630	Shelby County State Bank	11702	Shelbyville	IL	62565	
235530	20130630	Resource Bank, N.A.	3701	DeKalb	IL	601154941	
235558	20130630	CITIZENS STATE BANK	18724	CARLETON	NE	68326	
235950	20130630	The Johnson State Bank	15237	Johnson	KS	67855	
236153	20130630	First International Bank & Trust	10248	Watford City	ND	58854	
236256	20130630	Bank Of Brookfield-Purdin National Association	9385	Brookfield	MO	64628	
236603	20130630	The Delaware National Bank of Delhi	7025	Delhi	NY	13753	
236706	20130630	Peapack-Gladstone Bank	11035	Bedminster	NJ	07921	
236957	20130630	UPPER PENINSULA STATE BANK	1090	Escanaba	MI	49829	
237066	20130630	WEST TEXAS NATIONAL BANK	22957	Midland	TX	797055525	
237619	20130630	Pioneer Savings Bank	20741	Troy	NY	12180	
237954	20130630	IDABEL NATIONAL BANK	4241	IDABEL	OK	74745	
238045	20130630	Sidell State Bank	15807	Sidell	IL	61876	
238139	20130630	First Bank of Manhattan	3702	Manhattan	IL	604420085	
238250	20130630	Peoples State Bank	13196	Westhope	ND	587930306	
238737	20130630	TERRABANK, NATIONAL ASSOCIATION	26442	MIAMI	FL	33145	
238755	20130630	First State Bank Of Mineral Wells	26929	Mineral Wells	TX	76067	
239275	20130630	Macon Bank	31445	Franklin	NC	28744	
239556	20130630	First Bank Upper Michigan	14276	Gladstone	MI	49837	
239613	20130630	First National Community Bank	7472	Dunmore	PA	18512	
239659	20130630	First Bank	3121	Burkburnett	TX	763540458	
239752	20130630	First National Bank of Chadron	16859	Chadron	NE	69337	
240002	20130630	The Bank of Maine	19686	Portland	ME	04101	
240356	20130630	FIRST NATIONAL BANK AND TRUST COMPANY	4701	JUNCTION CITY	KS	66441	
240459	20130630	STATE BANK OF EWEN	1091	EWEN	MI	49924	
240954	20130630	First National Bank of Burleson	23430	Burleson	TX	76097	
241009	20130630	The First National Bank of Dryden	7031	Dryden	NY	13053	
241157	20130630	Vision Bank, National Association	4029	Ada	OK	74820	
241559	20130630	Columbus Bank and Trust Company	15010	Columbus	NE	686014913	
241607	20130630	GORHAM SAVINGS BANK	17748	GORHAM	ME	04038	
242248	20130630	Pacesetter Bank	19340	Hartford City	IN	47348	
242257	20130630	Peoples Savings Bank of Rhineland	15264	Rhineland	MO	65069	
242444	20130630	Tri City National Bank	18922	Oak Creek	WI	53154	
242949	20130630	Firs Newton National Bank	4482	Newton	IA	50208	
242958	20130630	BAYBANK	1092	GLADSTONE	MI	49837	
242976	20130630	Bay-Vanguard Federal Savings Bank	32527	Baltimore	MD	21219	
243375	20130630	Green Dot Bank	22653	Provo	UT	84604	
243414	20130630	First National Bank Of Bellevue, The	6528	Bellevue	OH	44811	
243647	20130630	The Eudora Bank	11254	Eudora	AR	71640	
243955	20130630	PEOPLES BANK & TRUST CO.	2331	Ryan	OK	73565	
244037	20130630	Friend Bank	2828	Slocomb	AL	36375	
244149	20130630	Bank of England	13303	England	AR	72046	
244158	20130630	First Bank And Trust Company	5394	Cozad	NE	69130	
244251	20130630	American State Bank & Trust Company	15444	Williston	ND	588021446	
245016	20130630	Habib American Bank	25093	New York	NY	10016	
245276	20130630	ORIENTAL BANK	31469	San Juan	PR	918	
245351	20130630	First National Bank in Altus	4031	Altus	OK	73521	
245557	20130630	Superior National Bank and Trust Company	5058	Hancock	MI	49930	
245856	20130630	First State Bank Of Wilton	16975	Wilton	ND	58579	
246022	20130630	The Bank of South Carolina	26912	Charleston	SC	29401	
246134	20130630	First Southern State Bank	2829	Stevenson	AL	35772	
246237	20130630	STATE BANK OF CERRO GORDO	11311	CERRO GORDO	IL	618180440	
246451	20130630	Citizens Bank of Rogersville	8572	Rogersville	MO	65742	
246657	20130630	Brotherhood Bank & Trust	1874	Kansas City	KS	66101	
246947	20130630	First National Bank of Sparta	3837	Sparta	IL	622860377	
246956	20130630	Alva State Bank & Trust Company	9465	Alva	OK	73717	
247140	20130630	Oregon Community Bank & Trust	22334	Oregon	WI	53575	
247355	20130630	Security State Bank and Trust	15809	Fredericksburg	TX	78624	
247476	20130630	Roanoke Rapids Savings Bank SSB	28314	Roanoke Rapids	NC	27870	
247551	20130630	High Plains Bank	03017	Flagler	CO	80815	
247908	20130630	Kennebunk Savings Bank	13063	Kennebunk	ME	04043	
248240	20130630	Bank Of Springfield	19506	Springfield	IL	62703	
248352	20130630	Western Nebraska Bank	1983	Curtis	NE	69025	
248455	20130630	FIRST NATIONAL BANK & TRUST CO.	14801	WILLISTON	ND	58801	
248633	20130630	First Jackson Bank, Inc	23376	Stevenson	AL	357720828	
248745	20130630	Oostburg State Bank	10380	Oostburg	WI	53070	
249153	20130630	Southwest State Bank	4195	Sentinel	OK	73664	
249416	20130630	UNB BANK	7631	Mt.Carmel	PA	17851	
249546	20130630	First Community State Bank	20028	Staunton	IL	62088	
249564	20130630	Merchants National Bank of Sacramento	3502	Sacramento	CA	95812	
249612	20130630	Apple Bank For Savings	16068	Manhasset	NY	110303007	
249658	20130630	Rocky Mountain Bank & Trust Florence	3019	Florence	CO	81226	
249957	20130630	Jefferson County Bank	17452	Daykin	NE	68338	
250047	20130630	State Bank of Speer	10825	Speer	IL	61479	
250430	20130630	FIRST STATE BANK OF THE SOUTH, INC.	21050	SULLIGENT	AL	355860596	
250476	20130630	Illinois-Service Federal Savings And Loan Association	29399	Chicago	IL	60653	
250850	20130630	Community Bank	25750	Alva	OK	73717	
251352	20130630	BancCentral National Association	4033	Alva	OK	737170667	
251558	20130630	FIRST NATIONAL BANK & TRUST CO. OF IRON MOUNTAIN, THE	5062	IRON MOUNTAIN	MI	498010370	
251745	20130630	FIRST NATIONAL BANK OF EASTERN ARKANSAS	3863	FORREST CITY	AR	723362019	
251857	20130630	Security State Bank	8642	Wishek	ND	584950577	
251978	20130630	Homeland Federal Savings Bank	32459	Columbia	LA	71418	
252041	20130630	City State Bank	14410	Norwalk	IA	50211	
252256	20130630	Eagle State Bank	21809	Eagle	NE	683470039	
252452	20130630	PREFERRED BANK	10628	ROTHVILLE	MO	64676	
252658	20130630	COMMUNITY FIRST BANK	12426	KANSAS CITY	KS	66105	
253356	20130630	Moody National Bank	3210	Galveston	TX	77550	
253440	20130630	CAPAHA BANK, SB	17524	TAMMS	IL	62998	
253468	20130630	River City Bank	18983	Sacramento	CA	95833	
253646	20130630	NSB Bank	8094	Mason City	IA	50401	
253730	20130630	Sweet Water State Bank	9615	Sweet Water	AL	36782	
253776	20130630	FIRST SAVANNA SAVINGS BANK	30241	SAVANNA	IL	61074	
254317	20130630	Bank of Utica	13397	Utica	NY	135024385	
254504	20130630	CATTARAUGUS COUNTY BANK	12959	LITTLE VALLEY	NY	14755	
254652	20130630	BANK OF THE WICHITAS	4198	SNYDER	OK	73566	
254670	20130630	Columbus Savings Bank	29416	Chicago	IL	60632	
254849	20130630	FIRST INDEPENDENCE BANK	20179	DETROIT	MI	48226	
255350	20130630	The Miners State Bank	10928	Iron River	MI	49935	
255547	20130630	Community Bank Of Trenton	18889	Trenton	IL	62293	
255556	20130630	CITIZENS BANK AND TRUST COMPANY	22717	ARDMORE	OK	73402	
255574	20130630	Fidelity Homestead Savings Bank	28316	New Orleans	LA	70170	
255659	20130630	BANK OF COLORADO	16980	FORT COLLINS	CO	80525	
255873	20130630	HOME SAVINGS BANK	30248	MADISON	WI	53703	
256049	20130630	Texico State Bank	19693	Texico	IL	62889	
256058	20130630	American National Bank	24472	Ardmore	OK	73401	
256076	20130630	Rio Grande Savings and Loan Association	28315	Monte Vista	CO	81144	
256179	20130630	Utah Independent Bank	22514	Salina	UT	84654	
256553	20130630	Dacotah Bank	17437	Aberdeen	SD	57401	
257233	20130630	The First National Bank of Talladega	02832	Talladega	AL	35160	
257345	20130630	Peshtigo National Bank	5317	Peshtigo	WI	54157	
257466	20130630	COMMUNITY BANK OF SNYDER	14776	SNYDER	TX	79549	
257578	20130630	First Federal Savings Bank	31516	Rochester	IN	46975	
257653	20130630	Farmers And Merchants Bank	13415	Arnett	OK	73832	
257756	20130630	FMS Bank	23764	Fort Morgan	CO	80701	
257868	20130630	Panhandle State Bank	23415	Sandpoint	ID	83864	
258146	20130630	North Adams State Bank	23244	Ursa	IL	62376	
258306	20130630	The Milford Bank	16101	Milford	CT	06460	
258351	20130630	THE PENINSULA BANK	11401	ISHPEMING	MI	49849	
258379	20130630	Taylorsville Savings Bank, SSB	32348	Taylorsville	NC	28681	
258445	20130630	Marine Bank	20250	Springfield	IL	62704	
258539	20130630	State Bank of Cherry	11686	Cherry	IL	613179999	
258632	20130630	THE VERNON BANK	10526	LEESVILLE	LA	714961271	
258771	20130630	HomeStreet Bank	32489	Seattle	WA	98101	
258874	20130630	Worthington Federal Savings Bank	29426	Worthington	MN	56187	
259059	20130630	F&M Bank	5401	Falls City	NE	683550098	
259330	20130630	First United Security Bank	17077	Thomasville	AL	36784	
259442	20130630	Mound City Bank	9037	Platteville	WI	538180263	
259657	20130630	United Central Bank	25330	Garland	TX	75042	
259956	20130630	THE STATE SAVINGS BANK OF MANISTIQUE	13249	MANISTIQUE	MI	49854	
260055	20130630	Alpine Bank	23091	Glenwood Springs	CO	81601	
260354	20130630	Richardson County Bank & Trust Co.	8598	Falls City	NE	68355	
260831	20130630	The Bank of Soperton	889	Soperton	GA	30457	
260868	20130630	Spirit of Texas Bank, ssb	22327	College Station	TX	77840	
261146	20130630	Magnolia Bank	08120	Hodgenville	KY	42748	
261258	20130630	Industrial State Bank	18072	Kansas City`	KS	661060007	
261360	20130630	CITIZENS STATE BANK	16753	SOMERVILLE	TX	778790518	
261940	20130630	The First National Bank in Green Forest	3869	Green Forest	AR	72638	
262059	20130630	AVB Bank	2326	Broken Arrow	OK	74012	
262237	20130630	FIRST PORT CITY BANK	21784	BAINBRIDGE	GA	398181070	
262358	20130630	American State Bank	9967	Arp	TX	75750	
262741	20130630	Farmers Bank & Trust Company	12869	Marion	KY	42064	
262844	20130630	Peoples State Bank	12814	Prairie du Chien	WI	53821	
262956	20130630	PEOPLES STATE BANK OF MUNISING	15165	MUNISING	MI	49862	
263243	20130630	FIRST KENTUCKY BANK, INC.	21247	MAYFIELD	KY	42066	
263551	20130630	GLADEWATER NATIONAL BANK	23835	GLADEWATER	TX	75647	
263627	20130630	The First National Bank of Waverly	6725	Waverly	OH	456900147	
264156	20130630	The Carney State Bank	18263	Carney	OK	748320010	
264455	20130630	First State Bank	15206	Athens	TX	75751	
264558	20130630	The Fremont National Bank and Trust Company	5402	Fremont	NE	68025	
264772	20130630	First Trade Union Bancorp Inc	32551	Boston	MA	02210	
265340	20130630	THE FARMERS BANK OF MILTON	12163	MILTON	KY	40045	
265407	20130630	Bank Of New Hampshire	18012	Laconia	NH	03246	
265452	20130630	STOCKGROWERS STATE BANK	18165	MAPLE HILL	KS	66507	
265676	20130630	CENTRAL BANK	31545	SAVANNAH	TN	38372	
266066	20130630	First National Bank	26219	Spearman	TX	79081	
266244	20130630	State Bank Of Waterloo	12706	Waterloo	IL	62298	
266253	20130630	ACB Bank	4061	Cherokee	OK	73728	
266271	20130630	TCF National Bank	28330	Sioux Falls	SD	57106	
266655	20130630	First Bank & Trust of Fullerton	5405	Fullerton	NE	68638	
266851	20130630	Farmers And Merchants Bank Of St. Clair	14056	Saint Clair	MO	63077	
266879	20130630	Colonial Co-operative Bank	26556	Gardner	MA	1440	
266945	20130630	Monticello Banking Company	292	Monticello	KY	42633	
267652	20130630	Security State Bank of Aitkin	16656	Aitkin	MN	56431	
268006	20130630	Mascoma Savings Bank	18013	Lebanon	NH	03766	
268136	20130630	The Citizens Bank of Swainsboro	11295	Swainsboro	GA	30401	
268257	20130630	Community Bank	20202	Fort Worth	TX	76107	
268556	20130630	Bremer Bank, N.A. Alexandria	12915	Alexandria	MN	56308	
268677	20130630	Carver Federal Savings Bank	30394	NEW YORK	NY	10027	
268828	20130630	Grundy National Bank	19011	Grundy	VA	246142080	
268976	20130630	Winchester Cooperative Bank	27238	Winchester	MA	01890	
269049	20130630	VisionBank of Iowa	11763	Ames	IA	50010	
269058	20130630	Annandale State Bank	10989	Annandale	MN	55302	
269478	20130630	Equitable Cooperative Bank	26453	Lynn	MA	1904	
269571	20130630	Armstrong County Building and Loan Association	29471	Ford City	PA	16226	
269759	20130630	Farmers And Merchants State Bank Of Appleton	8845	Appleton	MN	56208	
270148	20130630	State Bank of Whittington	19689	Benton	IL	62812	
270353	20130630	Arlington State Bank	01391	Arlington	MN	55307	
270504	20130630	Community National Bank	6271	Derby	VT	05829	
270531	20130630	Brickyard Bank	22811	Lincolnwood	IL	60712	
270652	20130630	Security State Bank	16448	Alexandria	SD	573110430	
271136	20130630	Bank of Louisiana	17878	New Orleans	LA	701303148	
271154	20130630	State Bank Of Alcester	1116	Alcester	SD	57001	
271275	20130630	Dean Co-operative Bank	27269	Franklin	MA	02038	
271341	20130630	Peoples Bank Mt Washington	5847	Mount Washington	KY	40047	
271529	20130630	Countybank	9155	Greenwood	SC	29646	
271631	20130630	Farmers & Merchants Bank	11286	Monticello	FL	32344	
271752	20130630	Bank of Cushing	4075	Cushing	OK	74023	
272030	20130630	The Peoples Bank of Talbotton	170	Talbotton	GA	38217	
272058	20130630	State Bank of Bellingham	17062	Bellingham	MN	56212	
272151	20130630	The Granger National Bank	3232	Granger	TX	76530	
272245	20130630	FIRST STATE BANK OF WEST SALEM	15916	West Salem	IL	62476	
272272	20130630	SOUTHERN BANK	28332	POPLAR BLUFF	MO	63901	
272302	20130630	Institution for Savings	90250	Newburyport	MA	01950	
272870	20130630	Meetinghouse Cooperative Bank	26715	Dorchester	MA	02124	
273149	20130630	1st Bank, National Association	3881	Texarkana	TX	75503	
273251	20130630	FIRST STATE BANK	3983	ARMOUR	SD	573130610	
273336	20130630	The Bank Of Tampa	21031	Tampa	FL	33606	
273550	20130630	Citizens State Bank, The	17672	Moundridge	KS	67107	
273653	20130630	CONCORDE BANK	9727	BLOMKEST	MN	562160078	
273662	20130630	FIRST STATE BANK OF UVALDE	9978	UVALDE	TX	78801	
273840	20130630	Community First Bank Of The Heartland	3846	Mount Vernon	IL	62864	
273859	20130630	Farmers and Merchants Bank	12284	Duke	OK	735320190	
274025	20130630	The Mt. Victory State Bank	9438	Mt. Victory	OH	43340	
274052	20130630	FARMERS AND MERCHANTS BANK OF MOUND CITY KANSAS	14024	MOUND CITY	KS	66056	
274164	20130630	Texas Star Bank	5567	Van Alstyne	TX	754950608	
274548	20130630	Northwestern Bank	13411	Orange City	IA	51041	
274641	20130630	H.F.GEHANT BANKING CO.	9264	WEST BROOKLYN	IL	61378	
274829	20130630	TruPoint Bank	21883	Grundy	VA	24614	
274856	20130630	Citizens State Bank Of Arlington	1118	Arlington	SD	57212	
275255	20130630	BANNER COUNTY BANK, INC.	19274	HARRISBURG	NE	69345	
275358	20130630	American Bank & Trust	1117	Wessington Springs	SD	57382	
275479	20130630	Commonwealth Cooperative Bank	29842	Hyde Park	MA	02136	
275509	20130630	COMMUNITY BANK OF BERGEN COUNTY, NJ	571	MAYWOOD	NJ	76071333	
275657	20130630	FIRST STATE BANK	10503	NESS CITY	KS	67560	
275750	20130630	Bremer Bank, N.A. Brainerd	12917	Brainerd	MN	56401	
276074	20130630	Seneca Federal Savings And Loan Association	29496	Baldwinsville	NY	13027	
276159	20130630	United National Bank	04735	Natoma	KS	67651	
276355	20130630	First National Bank	23891	Groesbeck	TX	76642-0711	
276551	20130630	The First National Bank of Hugo	3029	Hugo	CO	808210158	
276579	20130630	Zions First National Bank	2270	Salt Lake City	UT	84111	
276645	20130630	American State Bank	26944	Osceola	IA	50213	
276654	20130630	First Farmers & Merchants State Bank Brownsdale	1600	Brownsdale	MN	55918	
276850	20130630	SECURITY FIRST BANK	5415	LINCOLN	NE	68516	
276953	20130630	COMMUNITY BANK	1687	AVON	SD	57315	
277053	20130630	First State Bank of Colorado	12373	Hotchkiss	CO	81419	
277240	20130630	First Nations Bank	22282	Chicago	IL	606311509	
277277	20130630	Slovak Savings Bank	30431	Pittsburgh	PA	15212	
277558	20130630	First State Bank of St. Robert	19191	St. Robert	MO	65584	
277567	20130630	VISALIA COMMUNITY BANK	22496	VISALIA	CA	93291	
277679	20130630	Interstate Federal Savings And Loan Association Of Mcgregor	29501	Mcgregor	IA	52157	
277736	20130630	Peoples Bank of the South	4945	LaFollette	TN	37766	
277820	20130630	PALMETTO STATE BANK	17563	Hampton	SC	29924	
278078	20130630	WELLESLEY BANK	26605	WELLESLEY	MA	02482	
278153	20130630	Peoples Bank	9882	Tulsa	OK	74104	
278256	20130630	The Farmers State Bank of Oakley, Kansas	1867	Oakley	KS	677480160	
278555	20130630	Central National Bank and Trust of Enid	4091	Enid	OK	73702	
278733	20130630	The Citizens Bank of Cochran	16275	Cochran	GA	31014	
278751	20130630	WESTERN NATIONAL BANK CASS LAKE	5110	CASS LAKE	MN	56633	
278818	20130630	Peoples Neighborhood Bank	7514	Hallstead	PA	18822	
278872	20130630	Eagle Savings Bank	30439	Cincinnati	OH	45248	
278957	20130630	Amfirst Bank, National Association	5417	Mccook	NE	69001	
279105	20130630	Florence Savings Bank	23293	Florence	MA	010620700	
279338	20130630	First Southern Bank	27044	Boca Raton	FL	33432	
279673	20130630	HOLBROOK CO-OPERATIVE BANK	26600	HOLBROOK	MA	02343	
279842	20130630	River Bank	14995	Stoddard	WI	54658	
279954	20130630	Citizens Alliance Bank	1402	Clara City	Mn	56222	
280044	20130630	Baylake Bank	13060	Sturgeon Bay	WI	542350009	
280110	20130630	KeyBank National Association	17534	Cleveland	OH	44114	
280138	20130630	West Central Georgia Bank	21526	Thomaston	GA	30286	
280352	20130630	FIRST AMERICAN BANK	4092	ERICK	OK	73645	
280558	20130630	The First National Bank Of Cokato	5115	Cokato	MN	55321	
281210	20130630	National Bank of Delaware County	7337	Walton	NY	13856	
282048	20130630	PEOPLES BANK & TRUST CO	8129	OWENTON	KY	40359	
282075	20130630	Washington Financial Bank	29520	Washington	PA	153014395	
282226	20130630	Farmers And Merchants Bank Of South Carolina	1660	Holly Hill	SC	29059	
282329	20130630	YADKIN BANK	19861	ELKIN	NC	286210888	
282824	20130630	Elderton State Bank	12985	Elderton	PA	15736	
283157	20130630	State Bank of Danvers	1401	Benson	MN	56215	
283438	20130630	Liberty Bank and Trust Company	20856	New Orleans	LA	70127	
283652	20130630	Triad Bank N A	24677	Tulsa	OK	74133	
283737	20130630	First National Bank of Tennessee	19502	Livingston	TN	38570	
283858	20130630	STATE BANK OF DELANO	10198	DELANO	MN	55328	
283867	20130630	Wallis State Bank	20845	Wallis	TX	774850339	
284154	20130630	FREEDOM BANK OF OKLAHOMA	18856	TULSA	OK	74126	
284190	20130630	Sunshine Savings Bank	58452	Tallahassee	FL	32301	
284239	20130630	bank of perry county	1713	lobelville	TN	37097	
284248	20130630	First Bank	10007	Tomah	WI	54660	
284556	20130630	STOCKMANS BANK	12285	ALTUS	OK	73522	
284574	20130630	Liberty Federal Savings Bank	28407	Enid	OK	73701	
284752	20130630	Northwoods Bank	1415	Park Rapids	MN	56470	
284958	20130630	FIRST STATE BANK	08604	HORDVILLE	NE	68846	
285151	20130630	The Colorado Bank & Trust Company of La Junta	1141	La Junta	CO	81050	
285348	20130630	State Bank	22971	Wonder Lake	IL	60097	
285544	20130630	Capitol National Bank	24199	Lansing	MI	48933	
285553	20130630	THE SECURITY STATE BANK	15749	EMERY	SD	57332	
285740	20130630	Paducah Bank And Trust Company, The	16664	Paducah	KY	42001	
285759	20130630	OKLAHOMA STATE BANK	15611	VINITA	OK	74301	
285777	20130630	Nokomis Savings Bank	29532	Nokomis	IL	62075	
285852	20130630	FIRST OPTION BANK	4746	OSAWATOMIE	KS	66064	
285928	20130630	THE PEOPLES BANK	16968	IVA	SC	296550297	
286251	20130630	Bank of Vici	420	Vici	OK	738590727	
286279	20130630	Diamond Bank FSB	29539	Schaumburg	IL	60173	
286457	20130630	Park State Bank	8851	Duluth	MN	55806	
286840	20130630	State Savings Bank	8513	Rake	IA	504650139	
287007	20130630	PUTNAM COUNTY NATIONAL BANK	6990	CARMEL	NY	10512	
287342	20130630	Readlyn Savings Bank	9300	Readlyn	IA	50668	
287856	20130630	THE AMERICAN BANK	2312	WAGONER	OK	74477	
287922	20130630	The Peoples Savings Bank	9439	New Matamoras	OH	45767	
287959	20130630	Kansas State Bank	10505	Ottawa	KS	66067	
288152	20130630	FIRST NATIONAL BANK OF FREDERICK	3985	FREDERICK	SD	57441	
288358	20130630	First National Bank And Trust Company Of Vinita, The	4218	Vinita	OK	74301	
288376	20130630	PINNACLE BANK	29548	JASPER	AL	35502	
288853	20130630	FIRSTBANK	18714	LAKEWOOD	CO	80215	
289056	20130630	FIRST NATIONAL BANK OF NORWAY	13784	NORWAY	MI	49870	
289225	20130630	Union Banking Company, The	15326	West Mansfield	OH	43358	
289449	20130630	Farmers Savings Bank	9297	Remsen	IA	51050	
289515	20130630	Farmers & Merchants Trust Company of Chambersburg	8405	Chambersburg	PA	17201	
289702	20130630	Norway Savings Bank	17658	Norway	ME	4268	
289739	20130630	GUARANTY BANK & TRUST COMPANY	17767	NEW ROADS	LA	70760	
289757	20130630	Merchants State Bank	01125	Freeman	SD	57029	
290052	20130630	Empire Bank	17633	Springfield	MO	65804	
290230	20130630	First National Bank of Manchester, TN	4951	Manchester	TN	37355	
290249	20130630	WAUKESHA STATE BANK	16160	WAUKESHA	WI	53188	
290838	20130630	The Citizens Bank of Valley Head	15270	Valley Head	AL	35989	
290922	20130630	THE NATIONAL BANK OF ADAMS COUNTY	6728	WEST UNION	OH	45693	
291059	20130630	Bank of Hydro	10674	Hydro	OK	73048	
291273	20130630	Geauga Savings Bank	32287	Newbury	OH	44065	
291330	20130630	FIRST BANK	1744	WADLEY	AL	36276	
