"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
	MICR9999REPORT DATE	NM_LGL	ID_FDIC_CERT	CITY	STATE_ABBR_NM	ZIP CODE	
770545	20130630	Middletown State Bank	10463	Middletown	IL	62666	
770639	20130630	Hometown National Bank	3691	La Salle	IL	61301	
770657	20130630	Nodaway Valley Bank, The	8904	Maryville	MO	64468	
770853	20130630	FIRST MIDWEST BANK OF DEXTER	19001	DEXTER	MO	63841	
771047	20130630	Citizens State Bank of Milford	931	Milford	IL	609530283	
771140	20130630	THE FIRST NATIONAL BANK OF DIETERICH	3787	DIETERICH	IL	62424	
771458	20130630	First American Bank	2240	Artesia	NM	88211	
771609	20130630	Baycoast Bank	90196	Fall River	MA	02721	
771636	20130630	The Bank of Perry	8480	Perry	GA	31069	
771748	20130630	CHELSEA SAVINGS BANK	15427	BELLE PLAINE	IA	52208	
771878	20130630	First Federal Savings Bank	28924	Ottawa	IL	61350	
772008	20130630	South Shore Bank	90303	Weymouth	MA	2190	
772240	20130630	COMMUNITY STATE BANK	10114	TIPTON	IA	527720445	
772446	20130630	Comerica Bank & Trust, National Association	1596	Ann Arbor	MI	48104	
772558	20130630	Minnwest Bank South	1410	Tracy	MN	56175	
772745	20130630	First Illinois Bank	14321	East St. Louis	IL	62202	
772754	20130630	METZ BANKING COMPANY	1945	NEVADA	MO	64772	
773032	20130630	FARMERS STATE BANK	879	LINCOLNTON	GA	30817	
773171	20130630	Mid-Central Federal Savings Bank	30943	Wadena	MN	56482	
773247	20130630	Midland States Bank	1040	Effingham	IL	62401	
773443	20130630	The Clinton National Bank	4439	Clinton	IA	52732	
773470	20130630	Malaga Bank F.S.B.	32282	Palos Verdes Peninsula	CA	90274	
773546	20130630	First State Bank	10588	Holly Springs	MS	38635	
773742	20130630	Citizens National Bank of Cheboygan	5018	Cheboygan	MI	49721	
774132	20130630	Volunteer State Bank, Inc.	22451	Portland	TN	37148	
774235	20130630	THE CITIZENS NATIONAL BANK OF QUITMAN	14731	QUITMAN	GA	316430270	
774253	20130630	Northern State Bank Of Virginia	19589	Virginia	MN	55792	
774262	20130630	CommunityBank of Texas, National Association	3363	Beaumont	TX	777067607	
774347	20130630	Farmers Savings Bank	14807	Colesburg	IA	52035	
774655	20130630	THE FIRST NATIONAL BANK IN WADENA	5268	WADENA	MN	56482	
774851	20130630	Horizon State Bank	10611	Cameron	MO	64429	
775054	20130630	The Eastern Colorado Bank	16125	Cheyenne Wells	CO	808100888	
775214	20130630	Metro Bank	26255	Harrisburg	PA	17111	
775241	20130630	Community National Bank in Monmouth	19230	Monmouth	IL	61462	
775456	20130630	NATIONAL BANK OF COMMERCE	14266	SUPERIOR	WI	54880	
775540	20130630	OKEY-VERNON FIRST NATIONAL BANK	4442	CORNING	IA	50841	
775773	20130630	North Shore Trust and Savings	27683	Waukegan	IL	60085	
776275	20130630	FLORA SAVINGS BANK	27685	FLORA	IL	62839	
776369	20130630	FIRST STATE BANK OF ODEM	16334	ODEM	TX	783700726	
776547	20130630	Meade County Bank	25173	Brandenburg	KY	40108	
776659	20130630	The Bank At Broadmoor	23058	Colorado Springs	CO	80906	
776734	20130630	FARMERS STATE BANK	5691	LUMPKIN	GA	31815	
776752	20130630	Paragon Bank	09772	Wells	MN	56097	
777254	20130630	FARMERS STATE BANK OF WEST CONCORD	08865	WEST CONCORD	MN	55985	
777366	20130630	Bank Of The Orient	20387	San Francisco	CA	94104	
777375	20130630	Fidelity Savings & Loan Association of Bucks County	30954	Bristol	PA	19007	
777441	20130630	Flora Bank & Trust	22598	Flora	IL	62839	
777553	20130630	Bank of Turtle Lake	12786	Turtle Lake	WI	54889	
777777	20130630	Third Fed Bank	29132	Newtown	PA	18940	
777870	20130630	Altoona First Savings Bank	27711	Altoona	PA	16603	
777964	20130630	Oglesby State Bank	3371	Oglesby	TX	76561	
778466	20130630	Western National Bank	22482	Odessa	TX	797602597	
778738	20130630	Citizens Bank	14851	Elizabethton	TN	376441900	
779016	20130630	Mifflinburg Bank and Trust Co.	10685	Mifflinburg	PA	178440186	
779351	20130630	Merchants Bank, National Association (WIN)	8866	Winona	MN	559870248	
779360	20130630	Community Bank	17445	Joseph	OR	97846	
779641	20130630	PORT AUSTIN STATE BANK	14999	PORT AUSTIN	MI	48467	
779650	20130630	Chippewa Valley Bank	12322	Winter	WI	54896	
779968	20130630	State Bank of India (California)	23998	Los Angeles	CA	90017	
780049	20130630	Bank of Kilmichael	9775	P O Box 187	MS	397470187	
780218	20130630	The Union Bank Company	12969	Columbus Grove	OH	45830	
780263	20130630	Ozona National Bank	3376	Ozona	TX	769430430	
780562	20130630	International City Bank	25648	Long Beach	CA	90802	
780722	20130630	HEBRON SAVINGS BANK	8811	HEBRON	MD	21830	
780955	20130630	WAUMANDEE STATE BANK	10384	WAUMANDEE	WI	546228112	
781028	20130630	Essex Bank	8675	Tappahannock	VA	22560	
782016	20130630	Bank Of Maysville	9315	Maysville	KY	41056	
782306	20130630	Brookline Bank	17798	Boston	MA	021179197	
782351	20130630	The First National Bank Of Northfield	5218	Northfield	MN	55057	
782548	20130630	Clinton Bank	304	Clinton	KY	42031	
782650	20130630	Citizens State Bank of Cortez	15642	Cortez	CO	81321	
783161	20130630	First Northern Bank of Dixon	3440	Dixon	CA	95620	
783246	20130630	Grinnell State Bank	11347	Grinnell	IA	50112	
783349	20130630	State Bank of Nauvoo	13582	Nauvoo	IL	623540218	
783648	20130630	Centier Bank	12854	Whiting	IN	46394	
783844	20130630	CITIZENS BANK OF MUKWONAGO	13055	MUKWONAGO	WI	531490223	
783910	20130630	North Valley Bank	2284	Zanesville	OH	437021115	
783956	20130630	First State Bank Of Okabena (Incorporated)	1934	Okabena	MN	56161	
784159	20130630	Peoples Community Bank	22394	Greenville	MO	63944	
784430	20130630	THE MERCHANTS AND CITIZENS BANK	183	MCRAE	GA	31055	
784944	20130630	State Bank of Niantic	932	Niantic	IL	62551	
785147	20130630	The Farmers National Bank of Danville	2740	Danville	KY	40422	
785473	20130630	First Savings Bank, FSB	29961	Clarksville	IN	47129	
785857	20130630	James Polk Stone Community Bank, The	2244	Portales	NM	88130	
785923	20130630	LCNB National Bank	6623	Lebanon	OH	45036	
785932	20130630	COMMUNITY NATIONAL BANK	19272	DAYTON	TN	37321	
785950	20130630	Legacy Bank	17676	Colwich	KS	670300068	
786210	20130630	Traditional Bank, Inc.	2711	Mt. Sterling	KY	40353	
786256	20130630	The State Bank	15751	RICHMOND	MO	64085	
786274	20130630	Mutual of Omaha Bank	32325	Omaha	NE	68131	
786340	20130630	First American National Bank	19226	Iuka	MS	38852	
786443	20130630	The Necedah Bank	15188	Necedah	WI	54646	
786555	20130630	Peoples State Bank of Plainview	1100	Plainview	MN	55694	
786612	20130630	Mid Penn Bank	9889	Millersburg	PA	17061	
786733	20130630	Jefferson Security Bank	9997	Shepherdstown	WV	25443	
786742	20130630	FIRST CITIZENS BANK	19304	ELIZABEHTOWN	KY	42701	
786948	20130630	FIRST BANK HAMPTON	4464	HAMPTON	IA	50441	
787141	20130630	Exchange State Bank	18838	Adair	IA	50002	
787253	20130630	First National Bank of Santa Fe	2239	Santa Fe	NM	87504	
787459	20130630	PRINSBANK	10191	PRINSBURG	MN	56281	
787842	20130630	First Iowa State Bank	14930	Albia	IA	52531	
788559	20130630	FARMERS AND DROVERS BANK	12602	COUNCIL GROVE	KS	66846	
788652	20130630	WOODLAND BANK	8863	DEER RIVER	MN	56636	
788773	20130630	Hometown  Bank	31028	Redwood Falls	MN	56283	
789051	20130630	The First National Bank of Cunningham	4652	Cunningham	KS	670350097	
790150	20130630	BANK OF IBERIA	8584	IBERIA	MO	65486	
790271	20130630	Washington Savings Bank	29227	Effingham	IL	62401	
790534	20130630	TotalBank	21468	Miami	FL	33145	
790543	20130630	Community State Bank, National Association	18272	Ankeny	IA	500210127	
790703	20130630	Lee Bank	33645	Lee	MA	01238	
790721	20130630	EVB	11584	Tappahannock	VA	22560	
790851	20130630	Minnwest Bank Metro	17898	Eagan	MN	55121	
790918	20130630	FIRST KEYSTONE COMMUNITY BANK	7404	BERWICK	PA	18603	
790972	20130630	Mutual Federal Savings Bank	30001	Sidney	OH	453654217	
791045	20130630	Liberty Bank	20594	City	IA	50266	
791072	20130630	Interstate Bank, ssb	31043	Perryton	TX	79070	
791205	20130630	The Lenox National Bank	2598	Lenox	MA	012401632	
791353	20130630	BANKWEST	16704	ROCKFORD	MN	55373	
791746	20130630	FIRST TRUST AND SAVINGS BANK	15431	MARCUS	IA	51035	
791821	20130630	National Capital Bank of Washington	2093	Washington	DC	20003	
791942	20130630	Nekoosa Port Edwards State Bank	02482	Nekoosa	WI	54457	
792248	20130630	FARMERS   TRADERS SAVINGS BANK	16717	BANCROFT	IA	50517	
792453	20130630	State Bank of Downs	9659	Downs	KS	67437	
792640	20130630	State Savings Bank	14773	Creston	IA	508010635	
792659	20130630	National Bank & Trust	3289	La Grange	TX	78945	
793571	20130630	Millington Savings Bank	30022	Millington	NJ	07946	
794149	20130630	Commercial National Bank of Texarkana	19024	Texarkana	TX	75503	
794336	20130630	First National Bank of South Miami	17093	South Miami	FL	33143	
794345	20130630	BLUE GRASS SAVINGS BANK	13753	BLUE GRASS	IA	52726	
794475	20130630	EUREKA HOMESTEAD	29268	METAIRIE	LA	70005	
794608	20130630	Chicopee Savings Bank	90179	Chicopee	MA	010140300	
794653	20130630	First National Bank at St. James	14853	ST JAMES	MN	56081	
795249	20130630	First State Bank	8522	Britt	IA	50423	
795548	20130630	CITIZENS STATE BANK	9047	MONTICELLO	IA	52310	
795959	20130630	Kennett National Bank	18879	Kennett	MO	63857	
795968	20130630	Bank of Hawaii	18053	Honolulu	HI	96813	
796125	20130630	The Talbot Bank of Easton, Maryland	1893	Easton	MD	21601	
796152	20130630	First State Bank	17950	Clute	TX	77531	
796451	20130630	Bank of Kirksville	1635	Kirksville	MO	63501	
796572	20130630	Home Federal Savings Bank	29042	Rochester	MN	55901	
796657	20130630	THE LYON COUNTY STATE BANK	14952	EMPORIA	KS	668010488	
797140	20130630	The Bank of New Glarus	10378	New Glarus	WI	53574	
797319	20130630	The First National Bank of Minersville	7621	Minersville	PA	17954	
797467	20130630	Heritage Oaks Bank	24229	Paso Robles	CA	93446	
797775	20130630	BOILING SPRINGS SAVINGS BANK	30052	RUTHERFORD	NJ	7070	
798277	20130630	Fairport Savings Bank	30056	Fairport	NY	14450	
798512	20130630	First National Bank Of Brooksville, The	2682	Brooksville	KY	41004	
799359	20130630	Mills Resolute Bank	1386	Sanborn	MN	560830158	
799470	20130630	Saint James Federal Savings & Loan Association	31071	Saint James	MN	56081	
799612	20130630	The Suffolk County National Bank	7278	Riverhead	NY	119019000	
799751	20130630	MINNESOTA NATIONAL BANK	5249	SAUK CENTRE	MN	56378	
799854	20130630	The City National Bank of Colorado City	3144	Colorado City	TX	795121031	
799939	20130630	Hartsburg State Bank	11716	Hartsburg	IL	62643	
799948	20130630	FIRST NATIONAL BANK OF LAWRENCE COUNTY	3896	WALNUT RIDGE	AR	72476	
800134	20130630	Harvard State Bank, The	9079	Harvard	IL	60033	
800442	20130630	BANK OF WINONA	12207	WINONA	MS	38967	
800479	20130630	TARBORO SAVINGS BANK, SSB	29061	TARBORO	NC	27886	
800657	20130630	Bremer Bank, N.A. South St. Paul	12923	South St. Paul	MN	55075	
800853	20130630	Centinel Bank of Taos	19904	Taos	NM	87571	
801047	20130630	First State Bank	15271	New London	WI	549610268	
801056	20130630	Farmers State Bank	13883	McPherson	KS	67460	
801654	20130630	The First State Bank	12315	Columbus	TX	78934	
802110	20130630	National Penn Bank	7414	Boyertown	PA	19512	
802174	20130630	Anson Bank & Trust	30079	Wadesboro	NC	28170	
802679	20130630	State-Investors Bank	27626	Metairie	LA	70005	
802866	20130630	Silicon Valley Bank	24735	Santa Clara	CA	95054	
803144	20130630	The First National Bank of Niagara	5313	NIAGARA	WI	54151	
803256	20130630	TRIUMPH STATE BANK	1906	TRIMONT	MN	561760329	
803265	20130630	Robert Lee State Bank	15442	Robert Lee	TX	76945	
803461	20130630	Finance and Thrift Company	25870	Porterville	CA	932570311	
803649	20130630	GREEN BELT BANK & TRUST	26760	Iowa Falls	IA	50126	
803658	20130630	Farmers State Bank of Trimont	01929	Trimont	MN	56176-0388	
803957	20130630	KODABANK	8386	DRAYTON	ND	582250369	
804150	20130630	Vergas State Bank	9747	Vergas	MN	56587	
804338	20130630	FIRST BANK OF HIGHLAND PARK	17470	HIGHLAND PARK	IL	60035	
804374	20130630	Home Federal Bank	27654	Shreveport	LA	71101	
804422	20130630	THE FARMERS & MERCHANTS BANK OF CRAIG COUNTY	9986	NEW CASTLE	VA	24127	
804758	20130630	BANK VI	17883	Salina	KS	674020077	
804815	20130630	Edon State Bank Company	13206	Edon	OH	43518	
804860	20130630	CITIZENS STATE BANK	22657	ROMA	TX	785840988	
804963	20130630	Bank of the West	3514	San Francisco	CA	94126	
805045	20130630	Exchange State Bank	10132	Collins	IA	500550340	
805250	20130630	FIRST NATIONAL BANK	14420	GOODLAND	KS	677350570	
805335	20130630	BANK OF MONTICELLO	2145	MONTICELLO	GA	31064	
805447	20130630	First State Bank	4440	Colfax	IA	50054	
805670	20130630	Gunnison Valley Bank	1250	Gunnison	UT	84634	
805755	20130630	The First National Bank of Walker	5269	Walker	MN	56484	
805876	20130630	C&G SAVINGS BANK	30119	ALTOONA	PA	16601	
806154	20130630	Valley Bank & Trust	25651	Brighton	CO	80601	
806220	20130630	Sandhills Bank	17953	North Myrtle Beach	SC	29582	
806378	20130630	BANK MUTUAL	30125	MILWAUKEE	WI	53223	
806846	20130630	First Bank Financial Centre	12517	Oconomowoc	WI	53066	
806958	20130630	Midwest Bank	9737	Detroit Lakes	MN	56501	
807272	20130630	Athens Federal Community Bank	29085	Athens	TN	37303	
807348	20130630	BANK OF OAKFIELD	9523	OAKFIELD	WI	53065	
807432	20130630	Mount Vernon Bank	8028	Vidalia	GA	30474	
807656	20130630	Citizens Bank of Ada	19679	Ada	OK	748211468	
807946	20130630	SOUTH PORTE BANK	17690	MARION	IL	629591709	
807955	20130630	American Bank, N.A.	20241	Corpus Christi	TX	784666469	
808167	20130630	NORTH VALLEY BANK	20959	REDDING	CA	96001	
808176	20130630	IBERIABANK	28100	LAFAYETTE	LA	70501	
808260	20130630	Farmers & Merchants Bank Of Central California	1331	Lodi	CA	95240	
808345	20130630	State Central Bank	5820	Keokuk	IA	526326006	
808354	20130630	State Bank of Wheaton	8827	Wheaton	MN	562960395	
808448	20130630	Poplar Grove State Bank, The	16483	Poplar Grove	IL	61065	
808653	20130630	Garrison State Bank and Trust	15306	Garrison	ND	585400339	
809070	20130630	Mutual Savings and Loan Association	27716	Metairie	LA	70006	
809276	20130630	United Midwest Savings Bank	32441	De Graff	OH	43318	
809379	20130630	Investors National Bank, NA	29093	Chillicothe	MO	64601	
809539	20130630	The Citizens Bank	15934	Nashville	GA	31620	
809650	20130630	Texana Bank, National Association	3302	Linden	TX	75563	
809678	20130630	North Arundel Savings Bank, Fsb	31109	Pasadena	MD	21122	
809771	20130630	Yakima Federal Savings and Loan Association	28116	Yakima	WA	98901	
809856	20130630	The Bank of Burlington	15759	Burlington	CO	80807	
809940	20130630	Kingsley State Bank	19447	Kingsley	IA	51028	
810544	20130630	Crawford County Trust & Savings Bank	8511	Denison	IA	51442	
810553	20130630	Martinsburg Bank And Trust	8270	Mexico	MO	65265	
810777	20130630	Mutualbank	27744	Muncie	IN	47305	
810900	20130630	ASIA BANK, N.A.	25745	FLUSHING	NY	11354	
810919	20130630	Beneficial Mutual Savings Bank	15697	Philadelphia	PA	19106	
811046	20130630	Bankers Trust Company	953	Des Moines	IA	503093702	
811279	20130630	Standard Bank PaSB	27757	Export	PA	15632	
811457	20130630	First National Bank of Lipan	3303	Lipan	TX	76462	
811541	20130630	Auburn Banking Company	284	Auburn	KY	42206	
811550	20130630	AMERICAN EXCHANGE BANK	428	HENRYETTA	OK	74437	
811747	20130630	Security Savings Bank	15734	Larchwood	IA	51241	
811756	20130630	Flathead Bank of Bigfork	20382	Bigfork	MT	59911	
812164	20130630	State Street Bank and Trust Company of California, N.A.	26474	Los Angeles	CA	90067	
812379	20130630	FIRST COMMUNITY BANK OF CULLMAN	30166	CULLMAN	AL	35055	
812436	20130630	ITASCA BANK & TRUST CO	16666	ITASCA	IL	60143	
812557	20130630	Bank Forward	8941	Hannaford	ND	58448	
812614	20130630	Commercial Bank Of Grayson, The	10137	Grayson	KY	41143	
813059	20130630	HARWOOD STATE BANK	9128	HARWOOD	ND	580420005	
813572	20130630	Cecil  Bank	31121	Elkton	MD	219220469	
813853	20130630	Community Resource Bank	5219	Northfield	MN	55057	
813947	20130630	ALPINE BANK & TRUST CO.	18545	ROCKFORD	IL	611071450	
814074	20130630	First Federal Bank, A Fsb	31127	Tuscaloosa	AL	35406	
814355	20130630	Security State Bank Of Oklee	10982	Oklee	MN	56742	
814430	20130630	CITY NATIONAL BANK OF FLORIDA	20234	MIAMI	FL	33130	
814458	20130630	CHARTER BANK	18660	CORPUS CHRISTI	TX	78410-0000	
814476	20130630	Millville Savings & Loan Association	30183	Millville	NJ	08332	
814551	20130630	Kearney Trust Company	9794	Kearney	MO	64060	
814711	20130630	PEOPLES BANK AND TRUST COMPANY	8117	HAZARD	KY	417020989	
814953	20130630	First National Bank	4692	Howard	KS	67349	
815053	20130630	GOPPERT FINANCIAL BANK	8569	LATHROP	MO	64465	
815147	20130630	Honor Bank	8165	Honor	MI	49640	
815156	20130630	Dakota Community Bank   Trust, National Association	15728	Hebron	ND	58638-0431	
815277	20130630	QUAINT OAK BANK	35497	SOUTHAMPTON	PA	18966	
815754	20130630	Bank of Cherokee County	2327	Hulbert	OK	74441	
815772	20130630	The Cincinnatus Savings & Loan	28157	Cincinnati	OH	45211	
816210	20130630	Banco Santander Puerto Rico	20828	San Juan	PR	00917	
816256	20130630	FIRST NATIONAL BANK OF HOOKER,THE	4123	HOOKER	OK	73945	
816304	20130630	Marblehead Bank	90234	Marblehead	MA	01945	
816603	20130630	The Washington Trust Company of Westerly	23623	Westerly	RI	028911879	
816751	20130630	Kindred State Bank	8946	Kindred	ND	58051	
817477	20130630	UNION Savings BANK	29121	Freeport	IL	61032	
817824	20130630	PNC Bank, National Association .	6384	Wilmington	DE	19899	
818401	20130630	Marlborough Savings Bank	90235	Marlborough	MA	01752	
818540	20130630	FIRST NATIONAL BANK OF MANNING	4477	MANNING	IA	51455	
818559	20130630	FIRST STATE BANK OF RED WING	8191	RED WING	MN	550661821	
818652	20130630	STOCKMENS NATIONAL BANK IN COTULLA	14864	COTULLA	TX	780141490	
819154	20130630	First Security State Bank	11932	Cranfills Gap	TX	76637	
819172	20130630	THE PEOPLES SAVINGS BANK	29975	URBANA	OH	43078	
819453	20130630	Bank of Odessa	9803	Odessa	MO	64076	
819556	20130630	CONCORDIA BANK & TRUST COMPANY	8527	VIDALIA	LA	71373	
819855	20130630	Peoples Bank	19788	Lubbock	TX	79424	
820048	20130630	First National Bank	1545	Ames	IA	50010	
820178	20130630	Audubon Savings Bank	28191	Audubon	NJ	08106	
820301	20130630	Jewett City Savings Bank	18237	Jewett City	CT	6351	
820477	20130630	Midland Federal Savings And Loan Association	29980	Bridgeview	IL	60455	
820655	20130630	First National Bank	3948	Milnor	ND	58060	
820842	20130630	BANK OF BLOOMSDALE	9788	BLOOMSDALE	MO	63627	
820879	20130630	First Federal Savings and Loan Association of Van Wert	29135	Van Wert	OH	45891	
821036	20130630	PEOPLES BANK OF KANKAKEE COUNTY	18566	BOURBONNAIS,	IL	60914	
821157	20130630	THE GOOSE RIVER BANK	10236	MAYVILLE	ND	58257	
821278	20130630	Chelten Hills Savings Bank	57125	Abington	PA	19001	
821559	20130630	Minnesota First Credit and Savings, Inc.	26755	Rochester	MN	55901	
821643	20130630	ASHTON STATE BANK	11343	ASHTON	IA	512320278	
821652	20130630	Texas Star Bank, S.S.B.	16218	Lott	TX	76656	
821906	20130630	Salisbury Bank And Trust Company	18467	Lakeville	CT	06039	
822042	20130630	Southern Michigan Bank and Trust	5019	Coldwater	MI	49036	
822051	20130630	Citizens State Bank of Roseau	10167	Roseau	MN	56751	
822257	20130630	BANK OF THE LAKES NA	22353	OWASSO	OK	74055	
822275	20130630	Winter Hill Bank, Fsb	28213	Somerville	MA	02145	
822408	20130630	LITCHFIELD BANCORP	18209	LITCHFIELD	CT	6759	
822556	20130630	Texas Exchange Bank, Ssb	20099	Crowley	TX	76036	
822631	20130630	MIDLAND COMMUNITY BANK	19796	KINCAID	IL	62540	
822846	20130630	First State Bank	8500	Ida Grove	IA	51445	
822976	20130630	Wells Federal Bank	29141	Wells	MN	56097	
823076	20130630	Guardian Savings Bank	29986	Granite City	IL	62040	
823133	20130630	PEOPLES NATIONAL BANK OF KEWANEE	926	KEWANEE	IL	61443	
823142	20130630	DU QUOIN STATE BANK	10804	DU QUOIN	IL	62832	
823450	20130630	FIRST NATIONAL BANK IN ALAMOGORDO, INC.	17643	ALAMOGORDO	NM	88310	
823478	20130630	Northeast Community Bank	29147	White Plains	NY	106011886	
823553	20130630	The Bank of Denton	17569	Denton	KS	66017	
823638	20130630	First Bank of Coastal Georgia	15580	Pembroke	GA	31321	
823656	20130630	First State Bank Southwest	9770	Pipestone	MN	56164	
824000	20130630	Commerce Bank & Trust Company	17484	Worcester	MA	1608	
824242	20130630	Benton County State Bank	13774	Blairstown	IA	52209	
824550	20130630	Bremer Bank, N.A. St. Cloud	5241	St. Cloud	MN	56301	
824653	20130630	Texas Heritage National Bank	3161	Daingerfield	TX	75638	
824671	20130630	Phoenixville Federal Savings & Loan Assn	29995	Phoenixville	PA	19460	
824738	20130630	THE FIRST NATIONAL BANK OF LACON	3688	LACON	IL	61540	
825146	20130630	Morton Community Bank	18429	Morton	IL	61550	
825454	20130630	First Missouri State Bank	8282	Poplar Bluff	MO	63901	
825548	20130630	COMMUNITY STATE BANK OF MISSOURI	1936	BOWLING GREEN	MO	63334	
825753	20130630	CITIZENS INDEPENDENT BANK	16863	ST. LOUIS PARK	MN	554162630	
825847	20130630	Farmers Trust and Savings Bank	14195	Buffalo Center	IA	50424	
825940	20130630	Bank Of Buffalo	2733	Buffalo	KY	42716	
826255	20130630	Capital Bank	17640	Saint Paul	MN	55117	
826451	20130630	American Exchange Bank	2328	Lindsay, OK 73052	OK	730520128	
826648	20130630	Mediapolis Savings Bank	15772	Mediapolis	IA	52637	
826956	20130630	CHOICE FINANCIAL GROUP	9423	GRAFTON	ND	58237	
827355	20130630	First National Bank Of Nevada, The	4598	Nevada	MO	64772	
827458	20130630	Dakota Western Bank, The	8637	Bowman	ND	58623	
827560	20130630	Finance Factors, Limited	25158	Honolulu	HI	96813	
827953	20130630	West Side Bank and Trust	18915	Fort Worth	TX	76102	
828110	20130630	Pennsville National Bank	19978	Pennsville	NJ	08070	
828174	20130630	First Federal Savings And Loan Association Of Valdosta	29164	Valdosta	GA	31601	
828473	20130630	Citizens Savings Bank	31184	Clarks Summit	PA	18411	
828651	20130630	ANB Bank	19220	Denver	CO	80206	
828745	20130630	MONROE STATE BANK	14693	MONROE	IA	50170	
829032	20130630	BCBank, Inc.	20215	Philippi	WV	26416	
829041	20130630	Citizens Bank & Trust Company	15675	Campbellsville	KY	42718	
829050	20130630	Bank, National Association, The	4146	Mcalester	OK	74501	
829256	20130630	Western Bank	10203	St Paul	MN	55104	
829452	20130630	COMMERCIAL BANK	9811	OAK GROVE	MO	64075	
830113	20130630	THE FORT JENNINGS STATE BANK	13209	FORT JENNINGS	OH	458440186	
830168	20130630	FIRST STATE BANK	9014	OVERTON	TX	75684	
830252	20130630	The Lytle State Bank of Lytle, Texas	15501	Lytle	TX	78052	
830355	20130630	First National Bank & Trust Co.	4145	McAlester	OK	74501	
830542	20130630	Central State Bank	1552	Muscatine	IA	52761	
830645	20130630	The Farmers Bank of Mt. Pulaski	11319	Mt. Pulaski	IL	625480170	
830748	20130630	Germantown Trust & Savings Bank	12113	Breese	IL	622300220	
831008	20130630	GUILFORD SAVINGS BANK	18194	GUILFORD	CT	6437	
831044	20130630	FIRST TRUST AND SAVINGS BANK	8092	MOVILLE	IA	510390506	
831352	20130630	BANK OF TURTLE LAKE	19480	TURTLE LAKE	ND	58575	
831549	20130630	Flowers National Bank	4527	Cainsville	MO	64632	
831576	20130630	BankTennessee	29177	Collierville	TN	38017	
831642	20130630	First Citizens State Bank	11228	Whitewater WI	WI	531900177	
831857	20130630	Border Capital Bank, National Association	24935	McAllen	TX	785025555	
831875	20130630	First Federal Savings And Loan Association	31197	Hazard	KY	41701	
831941	20130630	Taylor County Bank	15590	Campbellsville	KY	42719	
832528	20130630	CLAY COUNTY BANK	2444	CLAY	WV	25043	
832546	20130630	WEST SHORE BANK	14929	LUDINGTON	MI	494310627	
833271	20130630	Conestoga Bank	27013	Chester Springs	PA	19425	
833404	20130630	Fall River Five Cents Savings Bank d/b/a BankFive	23286	Fall River	MA	2722	
833646	20130630	Bank Of Cairo And Moberly	8254	Moberly	MO	65270	
833749	20130630	WOODTRUST BANK N.A.	5335	WISCONSIN RAPIDS	WI	544958000	
833758	20130630	First National Bank Of Elkhart	25851	Elkhart	KS	67950	
833851	20130630	FIRST STATE BANK OF SWANVILLE	8218	SWANVILLE	MN	563820128	
834175	20130630	Lawrenceburg Federal Bank	29186	Lawrenceburg	TN	38464	
834755	20130630	THE LAKE BANK	12195	TWO HARBORS	MN	55616	
834979	20130630	Advantage Bank	29864	Cambridge	OH	43725	
835079	20130630	The Covington Savings And Loan Association	28063	Covington	OH	45318	
835257	20130630	Community Bank Mankato	9760	Vernon Center	MN	56090	
835378	20130630	Beardstown Savings s.b.	30043	Beardstown	IL	62618	
835444	20130630	Bank of Herrin	11310	Herrin	Il	62948	
835613	20130630	SECURITY BANK & TRUST CO.	8121	MAYSVILLE	KY	41056	
835659	20130630	Tri-County Trust Company	11465	Glasgow	MO	65254	
835743	20130630	Bank of Holly Springs	8232	Holly Springs	MS	38635	
835770	20130630	Fox Valley Savings Bank	29188	Fond Du Lac	WI	54935	
835958	20130630	FIRST STATE BANK OF WABASHA	15804	WABASHA	MN	559810028	
836544	20130630	Columbus Junction State Bank	249	Columbus Junction	IA	52738	
836656	20130630	FARMERS & MERCHANTS BANK	4144	MAYSVILLE	OK	73057	
836843	20130630	MIDWESTONE BANK	14843	IOWA CITY	IA	52240	
836852	20130630	ROUNDBANK	5271	WASECA	MN	56093	
837000	20130630	The First National Bank of Long Island	7072	Glen Head	NY	11545	
837037	20130630	Continental National Bank of Miami	21578	Miami	FL	33135	
837046	20130630	Corydon State Bank	13616	Corydon	IA	50060	
837149	20130630	First Community Bank Of Western Kentucky, Inc.	14735	Clinton	KY	42031	
837158	20130630	FIRST NATIONAL BANK & TRUST COMPANY	4148	MIAMI	OK	74355	
837260	20130630	California Bank & Trust	20852	San Diego	CA	92130	
837354	20130630	The First National Bank of Waseca	5270	Waseca	MN	56093	
837448	20130630	Warren-Boynton State Bank	11674	New Berlin	IL	62670	
837541	20130630	Farmers State Bank of Hoffman	9259	Hoffman	IL	62250	
837550	20130630	SECURITY BANK	9806	RICH HILL	MO	64779	
837608	20130630	Rollstone Bank & Trust	17797	Fitchburg	MA	1420	
837653	20130630	Heartland State Bank	3919	Edgeley	ND	584330068	
837840	20130630	MERCHANTS AND FARMERS BANK	11446	HOLLY SPRINGS	MS	38635	
837952	20130630	Flint Hills Bank	26340	Eskridge	KS	66423	
837970	20130630	Fifth District Savings Bank	27697	New Orleans	LA	70114	
838155	20130630	PEOPLES STATE BANK	17174	FAIRMOUNT	ND	58030	
838632	20130630	JGB Bank	17715	Miami	FL	33122	
