"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
6039																																							30122	3796	21684	622	0	7398	1567	2972	285175	252733	1648	254381	0	3005	0	0	30794	469	285175	0	0	-183	0	0	30568	0	75037	177697	2a	1231	0	201019	198014	-60	19000	0	0	0	30794		0	
6329																																							38315	29736	24611	0	0	25599	904	23005	812272	730473	5255	735728	0	12207	0	0	76544	2600	812272	0	0	36463	0	0	37400	1656	240010	490463	2b	1231	0	672618	660411	81	8035	0	0	0	76544		0	
7009																																							263763	811	291084	0	0	2965	0	9102	823961	737176	6719	743895	0	0	0	0	80066	500	823961	0	0	79129	0	0	552	0	166768	570408	2a	1231	0	238718	238718	-115	0	0	0	0	80066	17518	0	
7045																																							8176	5977	107623	0	0	1925	165	2788	206165	185007	595	185602	0	1296	0	0	20563	100	206165	0	0	19304	0	0	2325	0	28321	156686	1a	1231	0	80807	79511	-1166	0	0	0	0	20563		0	
7072																																							762	5456	22896	0	5578	7063	100	14248	324717	260341	4387	288087	0	2164	23359	0	36630	0	324717	0	0	32823	0	0	4060	502	37552	222789	1a	1231	0	267169	265005	-253	2170	0	0	0	36630	0	937	
7456																																							1725	1763	10135	0	0	881	0	3706	94300	84718	166	85312	0	826	0	0	8988	400	94300	0	0	1928	0	0	6600	0	18843	65875	4	1231	0	76916	76090	60	0	0	428	0	8988		0	
7634																																							7730	695	11488	0	0	447	293	735	71526	61770	149	61919	0	1115	0	0	9607	200	71526	0	0	1425	0	0	8060	0	12712	49058	2b	1231	0	51252	50137	-78	0	0	0	0	9607		1	
8033																																							5166	5094	5860	0	0	5984	409	5352	280738	220079	3376	241591	0	1429	18136	0	39147	774	280738	0	0	31157	0	0	7226	0	55296	164783	1b	1231	0	246152	244723	-10	8150	0	0	0	39147	0	0	
8462																																							8842	14446	93838	0	0	357	0	792	182270	158987	245	159232	0	1095	0	0	23038	350	182270	0	0	22950	0	0	350	0	69537	89450	4	1231	0	55520	54425	-612	9570	0	0	0	23038		0	
8631																																							6860	2601	12350	0	0	3280	93	3178	67019	59255	785	60040	0	424	0	0	6979	500	67019	0	0	5739	0	0	800	0	19249	40006	1a	1231	0	36212	35788	-60	2869	0	0	0	6979		0	
9357																																							5614	3694	65529	800	34361	454	0	3969	473958	360782	14202	384984	0	4151	10000	0	88974	500	473958	0	0	34558	0	0	54661	0	120880	239902	1a	1231	0	363638	359487	-745	50	0	0	0	88974		0	
9553																																							3769	1164	21302	0	0	895	0	6746	165430	96519	1118	149724	0	1210	51372	0	15706	400	165430	0	0	14169	0	0	1700	0	20143	76376	4	1231	0	101546	100336	-563	0	0	715	0	15706		31218	
9807																																							40553	18110	369192	84	0	21658	24540	134108	2256344	1851888	4922	1890772	0	32357	7775	0	365572	20000	2256344	0	0	232693	0	0	112272	0	89688	1762200	2a	1231	0	1679216	1646859	607	0	0	0	26187	365572	1240	0	
9955																																							16466	1517	46235	0	0	996	0	1993	150943	113823	165	130902	0	1809	16914	0	20041	110	150943	0	0	16948	0	0	3023	0	28616	85207	4	1231	0	85545	83736	-40	0	0	0	0	20041		0	
10250																																							14756	6279	114560	0	0	9189	676	3318	435445	394418	1026	395444	0	3122	0	0	40001	1500	435445	0	0	7988	0	0	31000	0	97274	297144	4	1231	0	289789	286667	-487	0	0	0	0	40001		0	
10849																																							14577	1569	98713	0	694	6740	3243	3057	260101	234010	646	234656	0	1413	0	0	25445	16	260101	0	0	10982	0	0	15375	0	27059	206951	1b	1231	0	132921	131508	-928	0	0	0	0	25445	0	0	
11145																																							7079	4426	21257	143	450	5503	760	9385	260491	211755	1999	235549	0	2505	21795	0	24942	1000	260491	0	0	10898	0	0	13000	0	40580	171175	1a	1231	0	212693	210188	44	1300	0	0	0	24942		0	
11640																																							34485	8113	97338	0	0	4153	0	21208	372082	322138	2677	324815	0	3540	0	0	47267	650	372082	0	0	4867	0	0	41845	0	80995	241143	1a	1231	0	210325	206785	-95	0	0	0	0	47267		0	
11837																																							1794	1291	46687	0	0	1369	620	1513	103861	89533	208	89741	0	831	0	0	14120	314	103861	0	0	2676	0	0	11686	0	9702	79831	2b	1231	0	51418	50587	-556	0	0	0	0	14120		0	
12030																																							29545	25645	24621	0	0	3733	2603	14202	382698	319021	3041	322062	0	8633	0	0	60636	300	382698	0	0	60069	0	0	300	0	94989	224032	1a	1231	0	276642	268009	-33	12204	0	0	0	60636		2136	
12142																																							18998	464	71314	0	0	4941	0	8300	240393	211873	3758	217631	0	1707	2000	0	22762	1250	240393	0	0	8795	0	0	15650	0	71378	140495	4	1231	0	126393	124686	-2933	11525	0	0	0	22762	0	165	
12179																																							6338	283	417	0	0	1119	0	2951	42986	34588	572	35160	0	116	0	0	7826	0	42986	0	0	7829	0	0	0	0	8108	26480	1a	1231	0	31986	31870	-3	0	0	0	0	7826		8	
12311	673691	711478	13977777	0	2450527	981778	17477	4511152	108053253	1438797	96002585	383572	763681	6186337	598575	11667096	39999	108053253	273348	119429	2232496	748315	780000	9055050	693200	2a	0	75021456	74257775	-440449	0	124280	12050668	9495	8747240						0							84890167										0	0						22804428	62085739		1231					0		2645000			0		
12647																																							20145	3241	0	0	898	4271	306	1384	163834	145263	218	145481	0	1071	0	0	18353	250	163834	0	0	1047	0	0	17056	0	37933	107330	1a	1231	0	102645	101574	0	6100	0	0	0	18353		25915	
12656																																							2881	882	0	0	0	158	0	157	17909	15923	61	15984	0	220	0	0	1925	72	17909	0	0	1465	0	0	388	0	4857	11066	5	1231	0	10677	10457	0	2680	0	0	0	1925		694	
12937																																							48055	2250	0	0	0	10804	0	1062	201278	163308	2237	165545	0	2123	0	0	35734	750	201279	0	0	29734	0	0	5250	0	36210	127098	1a	1231	0	141230	139107	0	0	0	0	0	35734	0	0	
12946																																							80109	20296	221149	32	17576	22818	757	35223	1629132	1443656	15148	1469842	0	18998	11038	0	159291	1	1629133	0	0	99643	12392	0	59756	3866	172832	1270824	2a	1231	0	1230496	1211498	-109	0	0	0	0	159291	3416	0	
13103																																							7084	27383	355961	0	21567	21490	0	28986	2210799	1781472	26941	1907608	13548	15973	99195	0	289643	500	2210799	0	0	236372	0	0	34019	200	244263	1537209	2a	1031	0	1764101	1748128	18752	0	0	0	0	303191		0	
13251																																							15457	1582	1831	0	0	122	0	1253	49384	43872	133	44005	0	491	0	0	5379	25	49384	0	0	3379	0	0	1975	0	9138	34734	4	1231	0	27424	26933	0	2206	0	0	0	5379		0	
13457																																							7099	470	5709	0	0	6	0	1503	24321	17919	161	18080	0	93	0	0	6241	50	24321	0	0	346	0	0	5852	0	4981	12938	5	1231	0	9627	9534	-7	0	0	0	0	6241		0	
14155																																							1532	5501	12279	0	0	6940	173	8185	222438	189951	1136	198662	0	2934	5000	0	23776	176	222438	0	0	23365	0	0	160	0	22337	167614	6	1231	0	190762	187828	75	0	0	2575	0	23776		0	
14650																																							1608	2117	0	0	90	268	100	2102	36367	31320	330	31650	0	578	0	0	4717	200	36367	0	0	4217	0	0	300	0	9786	21534	4	1231	0	25498	24920	0	1431	0	0	0	4717		3731	
14753																																							8575	1076	6405	0	0	100	0	764	43681	38555	104	38659	0	512	0	0	5022	300	43681	0	0	2467	0	977	1277	0	12741	25814	1a	1231	0	21776	21264	1	0	0	0	0	5022		5497	
14865																																							53097	13844	31031	0	1735	9314	1844	14448	467773	421426	2473	423899	0	3936	0	0	43874	730	467773	0	0	30725	0	0	12381	0	100661	320765	2a	1231	0	344049	340113	38	0	0	0	0	43874		2347	
14977																																							2531	598	1480	0	0	1653	0	1973	47623	37857	156	38013	0	598	0	0	9610	0	47623	0	0	9634	0	0	0	0	6872	30985	1a	1231	0	38639	38041	-24	1347	0	0	0	9610		0	
16551																																							3964	6581	31257	613	4155	6604	360	8112	318045	273360	2006	278366	0	2998	3000	0	39679	175	318045	0	0	19102	0	0	19825	0	59486	213874	2b	1231	0	240407	237409	577	0	0	0	0	39679	0	18990	
16748																																							8366	1856	8099	0	274	2519	0	2878	82013	71797	794	72591	0	719	0	0	9422	400	82013	0	0	6422	0	0	2600	80	21975	49823	2b	1231	0	47940	47221	0	0	0	0	0	9422	0	10720	
17110																																							19188	3163	26318	0	0	2496	0	3016	131631	99648	7602	107250	0	279	0	0	24381	300	131631	0	0	17095	0	0	6986	0	0	99648	1a	1231	0	77629	77350	0	0	0	0	0	24381		100	
17147																																							65266	115878	1245525	0	469772	91679	1877	367295	10195816	8151167	79906	8707869	0	80902	345013	0	1487947	10871	10195816	0	0	409971	1749	125	1066072	3330	1484552	6666615	2a	1231	0	7299320	7218418	908	0	0	20000	111783	1487947	0	615027	
17259																																							5119	1545	10335	0	0	1587	71	2690	59193	49515	1701	53551	0	157	0	0	5642	769	59193	0	0	4142	0	0	769	0	10526	38989	4	1231	0	37428	37271	-38	0	0	2335	0	5642		575	
17950																																							13113	5969	239116	0	3679	6280	168	5928	521257	466153	2123	468276	0	4299	0	0	52981	725	521257	0	0	28601	0	0	22737	368	86952	379201	8	731	0	250935	246636	918	0	0	0	0	52981		0	
17978																																							18337	3610	0	0	0	6061	1918	5832	293194	173718	339	175716	0	1445	1659	0	117478	0	293194	0	0	117478	0	0	0	0	4759	168959	1a	1231	0	129668	128223	0	0	0	0	0	117478		129213	
18050																																							28146	8797	173515	0	0	10266	0	9652	598189	533432	3896	537328	0	5043	0	0	60861	1214	598189	0	0	53762	0	0	7671	396	184925	348507	2b	1231	0	351623	346580	-1786	1775	0	0	0	60861		19062	
18135																																							55	4309	105577	0	0	12528	0	7255	295913	248452	734	270699	0	1171	3000	0	25214	456	295913	0	0	19628	0	0	6056	0	96737	151715	2b	1231	0	86123	84952	-926	52200	0	0	18513	25214		29037	
18827																																							6573	14591	116075	1702	11688	28991	278	44655	1293485	1112044	9178	1156072	0	7829	34850	0	137413	528	1293485	0	0	40269	0	0	97791	0	274859	837185	2a	1231	0	1076761	1068932	-1175	0	0	0	0	137413		0	
18836																																							4555	2315	8737	0	0	4151	1269	6205	157981	134541	2419	140421	0	1301	3461	0	17560	180	157981	0	0	15722	0	0	1676	0	32596	101945	2a	1231	0	132049	130748	-18	1	0	0	0	17560		0	
18854																																							178792	11869	0	0	932	8333	110	7389	786422	687253	6544	693797	0	7835	0	0	92625	40	786422	0	0	78387	0	0	14198	208	162631	524622	2a	1231	0	586624	578789	0	0	0	0	0	92625	0	0	
19356																																							50	1955	13943	0	807	1384	16	3607	91286	81946	264	82210	0	875	0	0	9076	2025	91286	0	0	3702	0	0	3950	0	19863	62083	5	1231	0	67636	66761	-601	2763	0	0	0	9076		0	
19936																																							75830	2824	44998	0	0	4418	36	9076	324859	285659	1502	294897	0	3517	7736	0	29962	420	324859	0	0	16197	0	0	13580	0	59621	226038	2a	1231	0	172865	169348	-235	0	0	0	0	29962		18329	
19972																																							17168	3947	0	0	0	505	0	3816	95470	74056	1177	75233	0	400	0	0	20237	0	95470	0	0	20237	0	0	0	0	127	73929	1a	1231	0	44635	44235	0	0	0	0	0	20237		25799	
20053																																							242	1809	9927	0	0	297	0	2527	101345	87241	358	87599	0	1249	0	0	13746	150	101345	0	0	7618	0	0	6053	0	20069	67172	4	930	0	83239	81990	-75	4553	0	0	0	13746		0	
20633																																							8945	6422	54481	0	0	5919	10202	11476	297727	253297	2723	265326	0	3036	9306	0	32401	1106	297727	0	0	29114	0	0	2816	0	27545	225752	2b	1231	0	202310	199274	-635	240	0	0	0	32401	768	0	
20857																																							919	2791	60142	0	142	1073	0	2155	136998	102497	124	121162	0	840	18541	0	15836	200	136998	0	0	725	0	0	13800	0	15172	87325	4	1231	0	70616	69776	1111	0	0	0	0	15836		0	
21256																																							2740	194	2776	0	0	49	0	421	11025	9819	8	9827	0	76	0	0	1198	105	11025	0	0	611	0	0	495	0	2670	7149	5	1231	0	4172	4096	-13	749	0	0	0	1198		0	
21359																																							6829	2205	7642	0	186	242	95	1447	54780	48830	109	48974	0	348	35	0	5806	550	54780	0	0	1899	0	0	3350	0	13697	35133	4	1231	0	36245	35897	7	0	0	0	0	5806		237	
21658																																							12979	1394	29062	0	0	1652	100	4889	175608	151001	1560	158198	0	1837	5637	0	17410	100	175608	0	0	13075	0	0	4157	0	20777	130224	4	1231	0	125859	124022	78	1510	0	0	0	17410		0	
22048																																							1610	5315	36288	0	0	3844	0	8242	207537	179523	1418	186204	0	1526	5263	0	21333	1000	207537	0	0	14360	0	0	6400	0	37937	141586	2b	1231	0	153764	152238	-427	0	0	0	0	21333	0	0	
22543																																							7071	3874	10930	0	2285	4514	0	2401	214062	188179	2003	190182	0	1108	0	0	23880	602	214062	0	0	11588	0	0	11698	1018	52717	135462	2a	1231	0	158564	157456	-8	23631	0	0	0	23880	882	0	
22552																																							5802	1816	1171	0	0	2624	0	2050	99741	75003	1254	90767	0	1444	4000	0	8974	100	99741	0	0	2470	0	0	6400	0	15504	59499	4	1231	0	87392	85948	4	0	0	10510	0	8974		330	
22730																																							450	4819	81617	0	0	3126	0	4846	189050	162874	383	173137	0	1059	3235	0	15913	250	189050	0	0	15807	0	0	300	0	63485	99389	2b	1231	0	95251	94192	-444	0	0	20	6625	15913	0	0	
22936																																							34003	1929	30737	0	0	3440	1437	4783	191451	170765	423	171188	0	1180	0	0	20263	725	191451	0	0	-1593	0	0	21484	0	61115	109650	2b	1231	0	112202	111022	-353	4100	0	0	0	20263		0	
23456																																							1106	1813	60023	0	0	2765	46	2112	205189	178389	438	179197	0	1632	370	0	25992	126	205189	0	0	24560	0	0	1012	0	20811	157578	4	1231	0	136875	135243	294	1800	0	0	0	25992		281	
23504																																							31684	68773	707451	0	110100	72099	175	175370	4674484	3725808	33779	4130979	119	31784	370671	0	543386	600	4674484	0	0	245320	0	0	310094	0	1314290	2411518	2a	1231	0	3391104	3359320	-12628	0	0	0	721	543505	0	149512	
23643																																							5069	1189	73019	0	0	1597	992	6970	210376	177658	271	190959	0	1006	13030	0	19417	200	210376	0	0	18565	0	0	2300	0	37109	140549	5	1231	0	122021	121015	-1648	525	0	0	0	19417		0	
23755																																							9092	1457	47267	0	951	5910	280	4027	205574	181599	1210	186809	0	1730	4000	0	18765	110	205574	0	0	14531	0	0	4615	0	45674	135925	4	1231	0	137811	136081	-491	509	0	0	0	18765		0	
24006																																							77974	7901	86015	0	6454	11497	653	41200	1523131	1266774	8318	1314460	20	4945	38842	0	208651	0	1523131	526	526	122749	0	0	104017	0	139217	1127557	1a	630	-12364	934701	929756	-5751	1230	0	0	0	208671	0	359925	
24378																																							3842	765	8604	0	0	1690	40	884	61219	53778	101	53879	0	190	0	0	7340	0	61219	0	0	7360	0	0	0	0	7062	46716	1a	1231	0	43686	43496	-20	1105	0	0	0	7340		793	
24453																																							45577	3979	15210	0	2322	14345	446	3679	300801	262421	1199	263620	0	3283	0	0	37181	929	300801	0	0	6268	0	0	29926	0	30788	231633	2b	1231	0	218196	214913	58	330	0	0	0	37181	0	0	
24659																																							12727	1302	0	0	0	585	10	421	60921	54072	286	54358	0	426	0	0	6563	50	60921	0	0	2063	0	0	4450	0	13586	40486	9	1231	0	36187	35761	0	3875	0	0	0	6563		6240	
24668																																							108048	12792	377103	0	754	19984	275	24080	1849091	1452826	6232	1613524	0	13275	150500	0	235567	625	1849091	0	0	80560	0	0	156588	0	228654	1224172	2a	1231	0	1319330	1306055	-2206	0	0	0	3966	235567		0	
24949																																							31147	6277	60854	0	906	4790	260	17179	370867	325990	3515	329505	0	4706	0	0	41362	1800	370867	0	0	6704	0	0	33223	80	88417	237573	2a	1231	0	253653	248947	-365	427	0	0	0	41362		0	
25357																																							1497	4876	12715	0	3771	5653	598	8706	432360	382203	617	387820	0	3362	5000	0	44540	1608	432360	0	0	6101	485	0	36907	0	52603	329600	4	1231	0	369517	366155	-76	5293	0	0	0	44540		22611	
25647																																							13466	384	11690	0	0	2082	0	3500	150123	123243	1022	132515	0	1642	8250	0	17608	12	150123	0	0	-6605	0	0	24079	0	12676	110567	2b	1231	0	120643	119001	122	0	0	0	0	17608		0	
26176																																							18365	799	14517	0	10	3343	820	10500	418878	289174	3002	367176	0	2929	75000	0	51702	1	418878	0	0	23239	293	0	29617	5154	25744	263430	1a	1231	-1010	367944	365015	-145	62	0	0	0	51702		0	
26242																																							29271	8147	65738	0	10846	12068	127	19738	511654	444280	1473	455320	0	3124	7000	0	56334	1	511654	0	0	30897	0	0	25669	0	37704	406576	1b	1231	0	368843	365719	-233	0	0	0	2567	56334		0	
26457																																							2150	495	7957	0	0	156	0	232	32003	28629	40	28669	0	211	0	0	3334	100	32003	0	0	2989	0	0	250	0	5241	23388	8	1231	0	21224	21013	-5	0	0	0	0	3334		0	
