"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK167	RCFDK168	RCFDK195	RCFDK196	RCFDK203	RCFDK204	RCFDK207	RCFDK208	RCFDK209	RCFDK212	RCFDK267	RCFNK289	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK167	RCONK168	RCONK195	RCONK196	RCONK203	RCONK204	RCONK207	RCONK208	RCONK209	RCONK212	RCONK256	RCONK267	RIADG377	
1557																																																																																0	7099	0		30602			12770	0	0	0	60554	0	0	0	5454	0	28	26597	152	146	171	878	3820	287	7757	20309	3060	8642	12026	3306								0	0			0	0	802	498	784	406			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		12691		0	6							0	1009	0	0	0	0	0			0	0	0	0			0	0	1124			0	0	0		
1669																																																																																0	27	110		3144			7213	0	0	3594	92255	0	0	0	50760	1549	22806	7944	284	304	354	1196	28876	19565	2095	5922	6869	10059	13145	3213								0	0			0	0	537	163	11501	3483			0			0	23																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	56							0	5149	0	0	0	0	0			0	0	0				0	0	4969			0	0	0		
1829																																																																																0	0	7182	0	0	21732	0	21732	8573	0	0	277561	395	15692	0	102352	10050	16884	33151	371	1034	6656	10179	42428	41062	29342	2404	33002	25232	55430	28560		0	0	0		0	0	694	369	0		0	0	2654	4535	26302	77623	0	15692	0			0	501																							0	0	0	0	0	0	0	0	0	0	0	0	0	41507	22	0	22							0	62	0	0	0	0	0	0	0	0	0	0	0			0	0	114			0	0	0	0	
1856																																																																																4897	3687	4820		367			13204	0	0	0	45396	7	1469	0	2722	0	2622	2759	1681	115	105	187	633	0	69	900	12485	27348	1879	0								0	0			0	0	0	4754	328	8742			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		7972		0	4							0	182	0	0	0	0	0			0	0	0				0	0	227			0	0	0		
2040																																																																																0	2698	10215		1763			27941	1180	0	1255	121181	0	0	0	20804	480	89	37321	1020	1760	6611	4155	4425	1658	26525	8016	20082	25138	12274	4253								0	0			0	0	728	4798	30944	16923			0			1387	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	26378		0	11							0	79	0	357	0	2150	3471			737	0	0				0	0	1362			0	55	737	0	
2161																																																																																0	24	0		10713			17318	0	0	0	75147	0	0	0	35680	74	26559	22340	2019	7504	5924	10323	7984	1926	4891	8264	7924	11197	7055	133								310	8			0	0	648	0	2359	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	28							0	3389	0	0	0	0	0			0	0	0	0			0	0	4596			0	0	0	0	
2376																																																																																0	0	968580	0	0	15431	0	15431	4194	0	0	2713205	0	0	12744	181373	4275	1495	35071	3215	10585	22434	10481	38657	94632	18614	19226	104473	140318	2046822	190575		0	0	0		0	0	0	0	0		0	0	0	6245	40190	1492545	0	0	0			0	753																							0	0	0	0	0	0	0	0	0	0	0	0	0	2309235	265	0	265							0	0	0	0	0	0	425	0	0	0	0	0	0			0	0	107			0	0	0	0	
2554																																																																																0	1324	0		1392			1784	0	0	89	5438	0	0	0	278	0	142	2845	47	3	56	42	17	113	2882	199	538	1098	252	0								0	0			0	0	0	0	114	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	59							0	184	0	0	0	0	0			0	0	0	0			0	0	214			0	0	0		
2732																																																																																0	130	70678	0	0	40360	0	40360	7376	0	0	329114	330	0	0	18720	560	6615	38344	4371	1964	6912	4925	268	0	40992	50446	94566	120963	3169	0		0	0	0		0	0	0	0	0		0	0	12258	3215	70632	103713	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	175							0	1180	0	0	324	1612	0	0	0	0	0	0	0			0	0	447			0	0	0	0	
2750																																																																																0	7159	0		21281			2638	0	0	465	40199	0	0	0	3130	113	937	17759	193	347	1334	1256	0	0	16239	3970	9982	4111	1000	159								0	89			0	0	2033	0	1176	1199			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	14494		0	50							0	449	0	0	0	0	0			0	0	0	0			0	0	417			0	0	0	0	
3177																																																																																0	0	3465	0	0	9358	0	9358	32352	0	0	773645	0	0	0	609544	8377	73140	30613	3359	8125	9571	9227	119364	455465	26590	20932	15136	17468	24173	57830		0	0	0		0	0	0	9	0		0	0	20259	4488	54690	30644	0	0	0			2888	5417																							0	0	0	0	0	0	0	0	0	0	0	0		428227	0	0	0							0	0	0	0	0	250	0	196	0	0	0	0	0			0	0	459			0	196	0		
3252																																																																																0	22980	0		42640			10771	0	0	4359	93762	0	0	0	367	0	315	0	67	191	42	47	19	0	23390	52803	7426	6389	146	5								0	0			0	0	0	924	0	5121			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	29760		0	589							0	1840	0	0	0	0	0			0	0	0	0			0	0	4171			0	0	0	0	
3458																																																																																0	8978	93		2963			3320	0	0	33	23424	0	0	0	3634	9	0	3773	136	304	893	1898	175	163	2078	1700	6027	8416	1287	282								0	0			0	0	236	112	1134	1512			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	0							0	846	0	0	0	0	0			0	0	0	0			0	0	554			0	144	0		
3720																																																																																0	11073	197		6110			14453	2812	0	2535	134066	0	0	732	30143	1039	740	27313	1361	3613	9360	11758	3557	443	9848	13660	33464	42383	4408	47								0	264			0	0	2994	7267	24266	24652			0			345	15																							0	0	0	0	0	0	0	0	0	0	0	0		45114		0	182							0	2280	102	0	0	0	738			0	0	0	0			0	0	3799			0	71	0		
3971																																																																																0	30315	35659	0	41956	66789	0	66789	22702	0	0	553490	0	30419	1070	123034	9572	34235	86161	6494	9208	31641	13910	27568	30084	69099	43796	89290	99772	113631	11484		0	0	0		0	0	0	737	0		0	0	2457	15791	48682	100861	0	30419	0			18828	951																							0	0	0	0	0	0	0	0	0	0	0	0		86305	129	0	129							0	688	221	351	0	0	1301	1814	0	1068	0	0	0			0	0	23699			0	1814	0		
4156																																																																																0	18878	20533		10383			18662	2437	0	0	162937	0	460	0	40684	1003	10913	35894	813	1202	1709	4005	21341	11461	9638	29032	20949	21540	40180	846								0	0			0	0	2863	6812	2650	35889			0			68	91																							0	0	0	0	0	0	0	0	0	0	0	0		51027		0	0							0	865	0	0	0	0	0			0	0	0	0			0	0	818			0	0	0		
4231																																																																																0	7478	0		390			2634	0	0	1041	50057	0	0	0	9792	0	23	15061	738	1037	1108	5393	1108	0	7030	6494	20433	4327	228	0								0	0			0	0	0	1465	8795	13666			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	13							0	488	0	0	0	0	0			0	0	0				0	0	4295			0	0	0	0	
4437																																																																																0	5617	456		803			15697	7054	0	3413	132522	3	0	0	45291	3012	39109	14780	1302	6223	24504	10392	982	851	21882	8066	19868	23010	7273	3283								0	794			0	0	322	10766	25160	12671			0			895	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	126864		0	0							0	148	0	1117	0	1052	0			80	0	0				0	0	1321			0	24	0	0	
4839																																																																																0	0	52757	0	0	4719	0	4719	4684	0	0	238957	0	0	0	36122	1924	3526	66591	1236	10953	9617	9556	970	1802	18205	36387	76273	58216	4654	0		0	0	0		0	0	0	300	0		0	0	4705	5507	77489	48848	0	0	0			205	417																							0	0	0	0	0	0	0	0	0	0	0	0		0	515	0	515							0	187	0	0	9541	4526	3357	0	0	0	0	0	0			0	0	1200			0	0	0		
5069																																																																																0	0	601	0	0	2898	0	2898	110	0	0	270213	3160	0	0	48191	5314	0	184660	10106	37123	962	0	0	0	78255	60061	58213	9747	0	0		0	0	0		0	0	0	0	10000		0	0	21935	43419	72409	78496	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		85137	0	0	0							0	0	0	0	0	9853	0	0	0	0	0	0	0			0	0	0			0	0	0		
5135																																																																																0	90076	4284	0	61586	24665	0	24665	0	0	8502	292331	0	0	0	43965	784	6172	142447	5124	7345	13190	14678	3505	61	49880	104842	66117	15417	9492	2536		0	0	0		0	0	593	0	0		0	0	2421	6310	32277	6528	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	36268	63	0	63							0	3374	0	0	0	0	0	0	0	0	0	0	0			0	0	6903			0	0	0	0	
5210																																																																																0	23827	33082	0	905	45048	0	45048	54564	0	34930	816805	0	0	0	322306	30945	91583	33100	23863	28654	28653	17659	91633	131128	81098	32770	116135	96572	118411	44276		0	0	0		0	0	0	4851	0		0	0	6330	10324	92682	136636	0	0	0			291	1119																							0	0	0	0	0	0	0	0	0	0	0	0	0	470069	8411	2000	8411							0	689	0	0	0	2454	4178	0	0	0	0	0	0			0	0	9275			0	0	0	0	
5461																																																																																0	16159	18019	0	10009	34486	0	34486	10323	0	0	303580	295	0	20853	29338	802	597	74791	610	1448	8415	4976	1885	10601	39548	33196	78734	68814	52277	153		0	0	0		0	0	0	148	0		0	0	574	7511	66216	86804	0	0	0			133	0																							0	0	0	0	0	0	0	0	0	0	0	0		182754	11340	0	11340							0	77	0	0	0	4886	0	0	0	0	0	0	0			0	0	12069			0	0	0		
5751																																																																																0	16943	7358		25904			26641	1443	0	157	127871	0	1753	0	22829	21	15158	26751	976	823	451	2211	8032	10336	13139	14752	9683	13450	30178	23683								0	33			0	0	474	321	11129	7150			0			0	0	110	1867	349	4309	21	582	6710	1481	0	10	942	110	1876	351	4331	21	586	6950	1576	0	10	966	0	0	0	0	0	0	0	0	0	0	0	0		22970		0	29							0	3767	0	178	0	905	0			0	0	0	0	61	61	0	0	1919	17	17	0	556	0		
6039																																																																																0	13786	900		2682			4908	0	0	0	49599	36	0	0	6174	493	1309	12725	61	326	1068	1746	2921	0	5819	11041	7532	6084	11512	448								538	84			0	0	81	80	4957	12269			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	530							0	897	0	0	0	0	620			0	0	0	0			0	0	1256			0	0	0	0	
