"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	TOTAL DEPOSITS	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	TOTAL DEPOSITS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	AUDIT INDICATOR	FISCAL YEAR END	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	FEDERAL FNDS SOLD IN DOMESTIC OFFICS	SECURS PURCHSD UDR AGRMNTS TO RESELL	FEDERAL FNDS PURCD IN DOMESTIC OFFCS	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	
37																																							6474	2355	0	0	44262	0	426	48	1016	88493	70726	254	70980	0	951	0	0	0	17513	1200	88493	0	0	12926	0	0	3500	0	11045	59681		NA	0	34863	33912	-113	0	0	0	0	17513	
242																																							943	1117	0	0	11665	0	283	0	486	37508	28743	21	33061	0	168	0	4297	0	4448	120	37509	0	0	4321	0	0	120	0	6293	22450		NA	0	22727	22559	-113	455	0	0	0	4448	
279																																							4134	2948	53	41447	7658	265	5906	0	2311	150083	115441	667	124589	0	641	0	8481	0	25494	1	150083	0	0	25172	0	0	0	0	8547	106894		NA	0	81657	81016	321	4345	0	0	0	25494	
354																																							150	287	0	0	6138	0	32	0	218	10565	9680	3	9683	0	177	0	0	0	882	25	10565	0	0	494	0	0	500	0	2850	6830		NA	0	3605	3428	-137	312	0	0	0	882	
457																																							1122	403	0	165	393	0	134	0	1164	40598	34596	57	36653	0	412	0	2000	0	3945	60	40598	0	0	952	0	0	2940	0	4470	30126			0	35048	34636	-7	2581	0	0	0	3945	
505																																							45436	1139	193	0	71146	0	10504	457	13970	395451	325110	3182	363792	59	4360	1595	35500	0	31600	6480	395451	0	0	16924	0	0	10653	994	47860	277250			0	254377	250017	-2457	0	0	0	0	31659	
1155																																							33771	2498	0	87	27217	0	4190	3754	6522	213113	181075	1846	194976	0	2514	0	0	0	18137	1600	213113	0	0	12195	0	0	4900	89	23025	158050			0	137499	134985	-558	0	0	0	12055	18137	
1351																																							0	2520	0	81463	4928	0	1042	486	1625	164381	142522	484	143646	0	1411	0	0	0	20735	240	164381	0	0	20043	0	0	530	0	16299	126223			0	73728	72317	-78	0	0	640	0	20735	
1454																																							65191	15764	0	0	305594	0	5369	0	9894	641960	582466	1255	583721	0	2864	0	0	0	58239	1000	641960	0	0	60115	0	0	1214	2404	173101	409365			0	240608	237744	-4090	0	0	0	0	58239	
1557																																							5811	1824	392	0	24995	0	677	0	1252	74594	63701	37	65460	0	22	70	1722	0	9134	200	74594	0	0	57	0	0	9624	0	24071	39630			0	38566	38544	-747	1029	0	0	0	9134	
1669																																							26338	8936	425	48827	73430	0	2205	32	11906	253403	208149	420	208569	0	2916	0	0	0	44834	800	253403	0	0	42860	0	0	800	0	43476	164673			0	84220	81304	374	0	0	0	0	44834	
1829																																							44242	4476	135	0	83156	0	3451	109	5841	406152	352820	1299	363466	0	3626	8144	5969	0	42686	390	406152	0	0	39352	0	0	3100	0	98655	254165		NA	0	260224	256598	-156	0	0	0	3378	42686	
1856																																							28322	542	0	0	22757	0	401	0	2172	122385	78041	120	108161	0	1078	98	30000	0	14224	500	122385	0	0	459	0	0	14282	0	6727	71315		NA	0	69171	68093	-1017	0	0	0	0	14224	
2040																																							5301	4052	0	0	60749	0	2846	10	7725	193521	166382	483	173790	0	4151	0	0	0	19732	480	193522	0	0	16165	0	0	4270	302	17869	148513		NA	0	111985	107834	-1183	4702	0	0	6925	19732	
2161																																							7300	14851	0	1	27674	0	2328	43	4613	135783	119727	2275	122002	0	588	0	0	0	13781	1000	135783	0	0	12213	0	0	1356	0	22216	97511		NA	0	68056	67468	-788	11505	0	0	0	13781	
2376																																							7840	4154	0	41873	316516	0	15060	2812	161122	2798638	1443886	34382	2359504	64	31151	0	862052	0	439071	500	2798639	0	0	428853	884	0	31508	0	101703	1342183		NA	-25886	2279528	2248377	4096	0	0	19184	0	439135	
2554																																							4997	610	0	0	2704	0	120	0	159	13552	12284	21	12305	0	142	289	0	0	1248	50	13553	0	0	177	0	0	975	0	3901	8383		NA	0	4815	4673	46	0	0	0	0	1248	
2732																																							107511	16272	1112	0	91164	0	4466	1236	4622	536189	454846	2046	456892	0	5553	0	0	0	79297	0	536189	0	0	73120	0	0	5789	0	88306	366540			0	315359	309806	388	0	0	0	0	79297	
2750																																							1852	1118	0	0	16314	0	251	148	2234	58312	45571	150	52955	0	826	0	6800	0	5357	121	58312	0	0	1126	0	0	4400	0	5439	40132			0	37201	36375	-290	20	0	434	0	5357	
3177																																							108035	9619	661	8517	121974	0	13149	909	38352	1024771	796657	10142	920421	0	3719	4630	113622	0	104350	0	1024771	0	0	48106	0	0	62505	0	109170	687487			-4645	722644	718925	-1616	0	0	0	0	104350	
3252																																							0	6814	0	712	67416	0	619	100	3231	165302	142036	246	144782	0	1966	0	2500	0	20520	200	165302	0	0	20063	0	0	300	0	21251	120785		NA	0	88376	86410	-43	0	0	0	0	20520	
3458																																							4521	3142	0	3026	12896	0	295	0	541	38612	28058	130	35338	0	374	0	0	0	3274	100	38612	0	0	2250	0	0	1101	0	3724	24334			0	14536	14162	-177	29	0	0	7150	3274	
3720																																							19624	4408	0	435	40684	0	5064	1187	6220	210835	177021	1519	181036	0	1593	0	0	0	29799	2400	210835	0	0	16572	0	0	10800	440	28441	148580			0	134366	132773	27	0	0	0	2496	29799	
3971																																							82406	4556	1824	0	78176	0	14852	4649	25459	675262	543794	22941	571776	0	13870	12142	5041	0	103486	2	675262	0	0	-72544	0	0	176276	8658	66752	477042			0	454274	440404	-248	2136	0	0	0	103486	
4156																																							4513	4195	0	0	49069	0	7136	0	7528	203302	160894	663	182500	0	1727	1783	16000	0	20802	1200	203302	0	0	12798	0	0	6657	155	26242	134652			0	130650	128923	147	0	0	2740	2203	20802	
