"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37																		
242																		
279																		
354																		
457																		
505								16130	0		0	0	1367		0	1391	13372	
1155																		
1351																		
1454								327947	4797		0	0	6160		0	760	316230	
1557																		
1669																		
1829								10431	3501		0	0	1868		0	1871	3191	
1856																		
2040																		
2161																		
2376								16555	0		0	0	3050		0	13005	500	
2554																		
2732								42177	0		0	0	2939		0	13362	25876	
2750																		
3177								86206	305		0	0	9197		0	807	75897	
3252																		
3458																		
3720																		
3971								43204	2099		0	0	4565		0	8931	27609	
4156																		
4231																		
4839								15041	1638		0	0	1901		0	8354	3148	
5069								86711	470		0	0	168		0	1020	85053	
5135								73536	0		0	0	4578		0	467	68491	
5210								46218	6624		0	0	7667		0	4707	27220	
5461								32745	8591		0	0	8468		0	4838	10848	
5751																		
6039																		
6141																		
6329								31890	12		0	0	9015		0	12470	10393	
7009								150101	217		2000	0	13		0	6302	141569	
7045																		
7072																		
7157																		
7456																		
7634																		
8033																		
8462																		
8631																		
9357								12532	9276		0	0	349		0	1388	1519	
9553																		
9807								32316	7861		0	0	5269		0	10176	9010	
9955																		
10250								24197	4467		0	0	1633		10097	0	8000	
10849								15295	49		0	0	1277		0	7167	6802	
11145																		
11275								67070	8977		0	0	5131		0	2773	50189	
11640								18916	12		0	0	3572		0	9773	5559	
11837																		
12030								50138	1		0	0	4585		0	20729	24823	
12142																		
12179																		
12311	895472	612651	0	1975	0	108648	172198	895472	252335	1975			360316	108648			172198	
12647																		
12656								1477	74		0	0	276		0	1122	5	
12937																		
12946								29023	17736		0	0	8050		0	1746	1491	
12955																		
13103								25631	0		0	0	4368		0	16787	4476	
13251																		
13457																		
14052																		
14155																		
14650																		
14753																		
14865								18146	2021		0	0	3176		0	8679	4270	
14977																		
16551								6957	0		0	0	3317		0	3640	0	
16748																		
17110																		
17147								177992	0		0	0	49425		0	103548	25019	
17259								7557	0		0	0	816		0	6741	0	
17464								178542	28869		0	0	28399		0	6717	114557	
17950								12032	14		0	0	2436		0	7337	2245	
17978								10303	592		0	0	2612		0	7099	0	
18050								20387	3331		0	0	4568		0	2285	10203	
18135																		
18377																		
18827								95816	5773		0	0	10297		0	51622	28124	
18836																		
18854								106557	3990		0	0	2113		0	30238	70216	
19356																		
19730								263254	21835		0	0	17473		0	5455	218491	
19936																		
19972																		
20053																		
20633								5796	1261		0	0	1990		0	2529	16	
20857																		
21256																		
21359																		
21630																		
21658																		
22048																		
22543																		
22552																		
22730																		
22936								21437	0		0	0	2103		0	612	18722	
23045																		
23456																		
23504								79596	26556		0	0	20011		0	12054	20975	
23643																		
23755																		
24006								36258	3915		0	0	4554		0	2200	25589	
24378																		
24453								43192	614		0	0	738		0	1771	40069	
24659																		
24668								26926	2233		0	0	4841		0	5600	14252	
24949								77661	0		0	0	3883		0	13923	59855	
25357								7913	1121		0	0	2971		0	471	3350	
25647																		
26176								7285	572		0	0	772		0	2849	3092	
26242								11943	0		0	0	2420		0	4727	4796	
26457																		
26765								37254	3907		0	0	1865		0	23040	8442	
27070								24080	0		0	0	1787		0	19562	2731	
27548								46527	14		0	0	6679		0	6402	33432	
27614								13322	1021		0	0	3613		0	2506	6182	
27847								24361	215		0	0	3587		0	5119	15440	
28013								60500	0		0	0	12143		0	6892	41465	
28152																		
28255								13365	1930		0	0	2078		0	3382	5975	
28349																		
28406								33088	7538		0	0	4871		0	1326	19353	
28675																		
28732																		
29476								1136	0		0	0	609		0	527	0	
29636								41791	7295		0	0	7807		0	26689	0	
29878								60472	0		0	0	2722		0	16627	41123	
30052																		
30502								72572	12999		0	89	4562		0	1671	53251	
30650																		
30810								11432898	363817		22453	0	431		950407	576670	9519120	
30874								18882	2159		0	0	3309		0	161	13253	
31134																		
31255								17294	2494		0	0	1464		0	361	12975	
31657																		
31826																		
31835																		
32234																		
32766																		
32971																		
33147								43917	1146		0	0	3916		0	751	38104	
33259								64726	0		0	0	1809		0	5367	57550	
33268								3096	776		0	0	1094		0	396	830	
33370																		
33839								9828	0		0	0	195		0	9633	0	
33857								26530	706		0	0	1948		0	9982	13894	
34425								29106	1		0	0	2461		0	6069	20575	
34434								12670	3358		0	0	3057		0	5703	552	
34452																		
34537								126476	43304		0	0	43076		0	26322	13774	
34555																		
34742								15630	0		0	0	1929		0	12680	1021	
34836																		
35057								16638	0		0	0	986		4916	0	10736	
35301	78950591	210223	34447	48156225	0	428423	30121273	30576858	27162	0			0	428423			30121273	
35570								148804	50575		0	418	36646		0	18359	42806	
35646																		
35879																		
36456																		
36933																		
37051																		
37341																		
37435								154038	3		0	0	16978		0	34235	102822	
37640								54007	0		0	0	12329		0	41422	256	
37659																		
37949																		
38740																		
39327								73786	3617		0	0	6522		0	28191	35456	
39756								34883	8229		0	0	2453		0	4168	20033	
40033																		
40350																		
40499								31136	8318		0	0	9590		0	1727	11501	
40855																		
41245																		
41553																		
41629																		
41825																		
41937																		
41955																		
42037																		
42354																		
42372								33413	0		0	0	1260		0	2850	29303	
42420								97970	23293		0	0	43447		0	1070	30160	
42448								29389	675		0	0	7553		0	223	20938	
42457																		
43052																		
43351								3172	0		0	0	365		0	2807	0	
43856																		
43959																		
44040								7021	0		0	0	1699		0	2857	2465	
44433								7329	0		0	0	673		0	3089	3567	
44741								14951	0		0	0	2965		0	1251	10735	
44750																		
44929																		
45038																		
45047																		
45056																		
45430																		
45458																		
45551								37696	27		0	0	3700		0	6759	27210	
45560								49698	13698		0	0	4095		0	4768	27137	
45775																		
46053																		
46941																		
47247								33249	0		0	0	1175		0	32074	0	
47256																		
47452																		
47500								5759	1550		0	0	1172		0	448	2589	
48057																		
48150																		
48374								15525	2950		0	0	6693		0	752	5130	
48440																		
49054																		
49148																		
49241								33996	1078		0	0	5567		0	960	26391	
49344																		
49652																		
49821								15833	6315		0	0	6791		0	1592	1135	
49858																		
49951																		
50144																		
50461																		
50546																		
50854																		
50872																		
50957																		
51253								25463	177		0	0	1997		0	23289	0	
51356																		
51459																		
51842																		
52719								3089078	0		0	26	0		365081	0	2723971	
52951																		
53033								455173	17507		0	0	9294		82211	13848	332313	
53051																		
53752																		
54049																		
54058								6284	2497		0	0	942		0	2845	0	
54375								50098	0		0	0	10183		0	39915	0	
54441																		
54656								13865	0		0	0	3210		0	8310	2345	
54973								174588	33916		0	0	69091		0	9275	62306	
55336								14475	3601		0	0	5732		0	1372	3770	
55635																		
55653																		
55970								49561	2201		0	0	2186		0	4178	40996	
56258																		
56351								65729	12745		0	0	23826		0	2314	26844	
56548								8897	803		0	0	808		0	6738	548	
56557								72041	33886		0	6054	4951		0	6311	20839	
56717								15201	4577		0	0	1730		0	1690	7204	
57040																		
57228																		
57451								13308	1		0	0	2222		245	8795	2045	
58177																		
58207																		
58225																		
58243								185871	42618		0	1183	18459		0	7016	116595	
58355																		
58551																		
58636																		
58757																		
58971								176793	62336		0	0	18469		0	555	95433	
59316								12615	3266		0	0	4274		0	682	4393	
59352								17134	1788		0	0	2861		0	12443	42	
59370								26948	932		0	0	1500		0	6053	18463	
59754																		
60143	4218694	1215900	0	239175	0	37163	2726456	4010163	810540	30644			405360	37163			2726456	
60330								42634	15		0	0	7736		0	3564	31319	
60545																		
60554																		
60648																		
61122								22685	7816		0	0	5751		0	7734	1384	
61355								10878	5595		0	0	3532		0	1721	30	
61476																		
61757																		
61832																		
61953																		
62044																		
62110																		
62147																		
62772								13868	22		0	0	2745		0	3199	7902	
63050																		
63069	2127159	370030	1283	3326	215756	107485	1429279	2127159	264495	4609			105535	323241			1429279	
63201																		
63573								7460	1071		0	0	466		0	4252	1671	
63733								31627	517		0	0	7889		0	22743	478	
63742																		
63751																		
64150																		
64543								26177	0		0	0	4520		0	20528	1129	
64552																		
64730																		
65205								82586	1697		0	0	1755		0	5803	73331	
65241																		
65513	245643	570	0	3534	0	7152	234387	245643	0	3534			570	7152			234387	
65559								29787	2124		0	0	3468		0	267	23928	
65746								19815	0		0	0	3583		0	10966	5266	
65858								32872	12827		0	0	18067		0	724	1254	
66154																		
66275																		
66677																		
67142																		
67151								42941	10558		0	0	1863		245	27440	2835	
67209								32996	2930		0	0	2166		496	11460	15944	
67254																		
67311								519117	190100		0	804	147795		1026	75923	103469	
67656								45192	2251		0	0	2845		0	11089	29007	
67870																		
68448																		
68671																		
68756								13126	4150		0	0	3301		0	2315	3360	
68831																		
68840																		
68859								39004	3388		0	0	3723		0	5498	26395	
68943																		
69333								30967	7985		0	0	8576		0	4624	9782	
69678								62553	209		0	0	3231		0	27367	31746	
70058																		
70218																		
70414								14972	0		0	0	2499		0	7190	5283	
70638																		
70955																		
71073																		
71318								20166	5713		0	0	2301		0	8236	3916	
71457								13805	0		0	0	1345		0	3323	9137	
71859																		
72258								5981	0		0	0	1544		446	0	3991	
72351																		
72454																		
72678								6076	2		0	0	1722		0	4352	0	
73116								12188	2890		0	0	2109		0	659	6530	
73152																		
73554																		
73956																		
74056																		
74140								26985	8519		0	0	8025		0	3717	6724	
74403								23735	9279		0	0	3198		0	1830	9428	
74449																		
75053								22126	3		0	0	1862		0	2575	17686	
75259								41831	0		0	0	462		0	40651	718	
75446								11877	19		0	0	2914		0	8864	80	
75455																		
75558								42421	1314		0	0	6283		0	28872	5952	
75633	13340956	1087954	0	2189823	0	41436	10021743	13340956	787800	2189823			300154	41436			10021743	
75651																		
76153																		
76443																		
76854																		
77150																		
77253																		
77422																		
77851								43764	11439		0	0	4017		0	18236	10072	
78157																		
78241																		
78559																		
79042																		
79127																		
79145																		
79257																		
79855																		
80020																		
80150								24102	0		0	0	1740		21403	0	959	
80374																		
80431																		
80552																		
80936																		
81175																		
81429																		
82033																		
82257																		
82350																		
82659																		
83151																		
83236																		
83375								23470	13217		0	0	3756		0	174	6323	
83638	151793	15457	0	3033	0	36352	96951	151793	10805	3033			4652	36352			96951	
83834																		
83852																		
83955																		
84046																		
84251																		
84541								43010	0		0	0	9155		0	16956	16899	
84804																		
85052																		
85258																		
85454																		
85472								67039	30035		0	0	16666		0	14608	5730	
85931																		
86349																		
86358																		
86554																		
86675								99845	0		0	0	1860		0	8068	89917	
87047																		
87159																		
87177																		
87234								25910	0		0	0	2425		0	3642	19843	
87476																		
87579								21749	0		0	0	2493		0	14182	5074	
88231								41559	3584		0	0	3222		0	9233	25520	
88240								3799	0		0	0	533		0	3266	0	
88259																		
88352																		
88455								18583	1804		0	0	2794		0	2236	11749	
88530																		
88772								27400	0		0	0	1926		0	10101	15373	
88950																		
89032																		
89135																		
89751								14580	7606		0	0	3302		0	1328	2344	
89854																		
89957																		
90047																		
90177																		
90328								7582	0		0	0	3944		0	1245	2393	
90337								45963	46		0	0	6879		0	4862	34176	
90579								29784	1530		0	0	2602		0	2578	23074	
90645																		
91101								54415	12854		0	0	5667		0	13738	22156	
91156																		
91615																		
91651																		
91754								17047	0		0	0	1246		0	8645	7156	
91950																		
92144																		
92676								20048	3710		0	0	1907		0	2129	12302	
92706																		
92902																		
93244																		
93543																		
93619																		
93758																		
94139								37306	3977		0	0	10993		0	5897	16439	
94522								38841	7314		0	0	3819		0	9545	18163	
94755																		
94858																		
95051																		
95659																		
95677																		
96553																		
97055																		
97279																		
97457																		
