"IDRSSD"	RCFDF236	RCFDF237	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFDK652	RCFDK653	RCFDK654	RCFDK655	RCFDK656	RCFDK657	RCFDK658	RCFDK659	RCFDK660	RCFDK661	RCFDK663	RCFDK664	RCFDK665	RCFDK666	RCFDK667	RCFDK668	RCFDK669	RCFDK670	RCFDK671	RCFDK672	RCFDK673	RCFDK674	RCFDK675	RCFNF234	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ944	RCONJ945	RCONK652	RCONK653	RCONK654	RCONK655	RCONK656	RCONK657	RCONK658	RCONK659	RCONK660	RCONK661	RCONK663	RCONK664	RCONK665	RCONK666	RCONK667	RCONK668	RCONK669	RCONK670	RCONK671	RCONK672	RCONK673	RCONK674	RCONK675	RCONK676	RCONK677	RCONK678	RCONK679	RCONK680	RCONK681	RCONK682	TEXTA545	
398350																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		410449	0	61907	2066	900	3	1245387	48466	479925	613	1803894	15775	0	0	0	0	0	0	0	15000	12016	151668	191	2299865	1	350625	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
398631																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2744	143	1391	5	67171	4467	20006	39	91314	0	0	0	0	0	0	0	0	0	0	1922	4	101727	2	9883	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
398668																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		0	0	0	0	0	0	0	0	500	1	500	0	35691	0	0	233000	0	0	0	0	0	500	1	2085515	1	562760	0	false			true	789697	0	CONF	CONF	CONF	CONF	CONF	CONF	0				CONF	CONF	CONF	0	0	0	0					
398837																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7023	324	259	1	113801	10261	25536	45	146619	0	0	0	0	0	0	0	0	0	0	2676	6	160965	1	14063	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
399357																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	346	26	0	0	17293	864	2636	5	20275	0	0	0	0	0	0	0	0	0	0	0	0	22095	1	1914	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
399517																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		416317	0	69114	4090	3936	13	771503	76651	454233	597	1298786	0	1280	0	0	0	0	0	0	0	0	36537	77	1492353	1	108924	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
399731																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2653	183	0	0	54683	4687	15389	45	72725	0	0	0	0	0	0	0	0	0	0	6499	13	85358	1	12458	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
400057																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4803	365	0	0	88818	9129	33955	19	127576	0	0	0	0	0	0	0	0	0	0	24689	9	141624	1	11904	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
400141																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	15218	595	532	1	216224	18931	62161	108	294135	0	0	0	0	0	0	0	0	0	0	9624	21	352847	1	29268	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
400365																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2727	100	435	1	71112	5786	32737	46	107012	0	0	0	0	0	0	0	0	0	0	5698	12	114891	1	10154	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
400552																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2008	85	0	0	10687	1310	3330	6	16025	0	0	0	0	0	0	0	0	0	0	0	0	21154	1	4406	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
400758																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7921	492	0	0	73269	8068	11338	28	92528	0	0	0	0	0	0	0	0	0	0	1424	4	110815	1	9451	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
400767																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1774	79	0	0	57198	5844	21434	41	80406	0	0	0	0	0	0	0	0	0	0	4462	10	89987	1	9399	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
400945																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	15552	388	1153	4	78752	6605	27678	31	123135	0	0	0	0	0	0	0	0	0	0	965	2	148110	1	17310	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
401148																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	24829	1558	3604	7	529143	50066	224720	289	782296	0	0	0	0	0	0	0	0	0	59575	59019	70	871525	1	76794	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
401447																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1473	93	0	0	18414	3739	15984	55	35870	0	0	0	0	0	0	0	0	0	0	1784	4	40179	1	4660	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
401559																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1029	68	0	0	33837	3522	10955	15	45821	0	0	0	0	0	0	0	0	0	7231	1505	4	56786	1	6821	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
401755																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2150	119	0	0	92473	4710	24659	37	119282	0	0	0	0	0	0	0	0	0	1952	9738	9	134923	1	14159	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
401906																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	44854	1658	1734	6	220988	29588	42086	59	309827	165	0	0	0	0	0	0	0	0	0	10053	19	451972	1	57167	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
401951																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	285	37	0	0	7096	707	2847	4	10229	0	0	0	0	0	0	0	0	0	0	0	0	12006	1	1219	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
402462																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	743	61	0	0	35062	3171	6403	13	42208	0	0	0	0	0	0	0	0	0	0	5903	12	45333	1	4722	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
402846																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3968	234	256	1	52801	4117	13571	28	70995	399	0	0	0	0	0	0	0	0	0	782	2	84759	1	10030	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
403067																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1030	45	0	0	58378	1717	36022	59	95429	0	0	0	0	0	0	0	0	0	0	11780	15	118104	1	11962	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
403106																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	20602	1916	1316	5	299607	23293	94923	169	421081	4633	0	0	0	0	0	0	0	0	192	5300	14	484294	1	45360	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
403151																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	32672	2557	2576	7	492978	49501	354561	357	882786	0	0	0	0	0	0	0	0	0	0	128380	117	986529	1	79046	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
403254																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	108	17	0	0	33495	3857	11478	18	45081	0	0	0	0	0	0	0	0	0	0	2752	6	54476	1	5846	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
403357																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1701	203	0	0	25187	3271	1656	5	28544	0	0	0	0	0	0	0	0	0	0	267	1	33443	1	3385	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
403656																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	321	19	270	1	16338	2676	16442	22	33371	0	0	0	0	0	0	0	0	0	0	2625	4	38516	1	4835	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
403937																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3708	110	0	0	36013	2156	7491	17	47212	0	0	0	0	0	0	0	0	0	0	0	0	55219	1	8851	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
403946																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	18099	1212	2534	8	438360	26367	154383	260	625883	12507	0	0	0	0	0	0	0	0	10016	21550	35	782319	1	81783	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
404653																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1877	39	0	0	23487	1779	1292	5	26656	0	0	0	0	0	0	0	0	0	0	0	0	29268	1	2408	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
404943																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2893	100	888	3	35624	2438	15449	26	54854	0	0	0	0	0	0	0	0	0	0	3274	5	65765	1	6588	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
405959																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		370887	0	34761	996	2555	8	1019050	36279	645336	724	1702720	1018	0	0	0	0	0	0	0	0	294333	284499	268	1825171	1	143035	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
406022																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	11926	904	264	1	139446	11462	31751	74	183387	0	0	0	0	0	0	0	0	0	0	8207	20	217493	1	18080	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
406059																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4037	201	0	0	79146	5996	51143	76	134362	36	0	0	0	0	0	0	0	0	0	15010	25	149439	1	14838	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
406666																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4560	187	976	3	72777	5896	46222	63	124535	0	0	0	0	0	0	0	0	0	0	16949	32	139993	1	13035	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
406974																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1149	109	0	0	81547	5287	43399	79	126095	0	0	0	0	0	0	0	0	0	0	18032	31	148316	1	20477	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
407168																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3522	259	0	0	65187	3155	30335	55	99044	0	0	0	0	0	0	0	0	0	0	7766	13	111156	1	9560	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
407506																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	49055	4958	1649	6	561057	55582	127523	218	739284	0	0	0	0	0	0	0	0	0	6780	34877	55	907831	1	93068	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
407645																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	33595	1820	544	2	231567	22145	72723	122	338429	0	0	0	0	0	0	0	0	0	5576	8587	15	398610	1	37893	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
407850																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	0	0	0	0	11668	863	1085	3	12753	0	0	0	0	0	0	0	0	0	0	0	0	17204	1	2537	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
408147																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1939	108	0	0	39858	3923	9059	12	50856	0	0	0	0	0	0	0	0	0	0	327	1	57945	1	4882	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
408307																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	20823	1339	1491	3	206780	30274	50551	87	279645	0	0	0	0	0	0	0	0	0	0	2903	7	328367	1	40934	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
408642																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	0	0	0	0	55100	523	225185	199	312167	31882	0	0	0	0	0	0	0	0	0	217858	183	424571	1	49871	0	true	233979	361444	false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
409265																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	701	21	0	0	29916	1894	10743	19	41360	0	0	0	0	0	0	0	0	0	0	2581	7	43630	1	4086	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
409649																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	884	103	0	0	23089	3045	7416	14	31390	0	0	0	0	0	0	0	0	0	0	774	1	37131	1	5454	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
410159																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	554	25	0	0	9789	1253	8180	13	18523	0	0	0	0	0	0	0	0	0	0	1863	4	20796	1	2151	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
410560																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5993	285	0	0	116790	7346	42673	66	165456	0	0	0	0	0	0	0	0	0	0	17493	29	181558	1	17878	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
410748																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	15866	1153	3151	5	135795	8265	82584	57	237396	0	0	0	0	0	0	0	0	0	0	4448	9	271697	1	35217	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
410917																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	15634	801	2187	3	212762	19411	41339	92	271922	0	0	0	0	0	0	0	0	0	0	12899	26	330875	2	38903	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
410944																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3566	137	326	1	22507	2013	13758	16	40157	0	0	0	0	0	0	0	0	0	0	1160	3	42907	1	3490	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
411053																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1099	89	533	1	19700	2640	3072	6	24403	0	0	0	0	0	0	0	0	0	0	621	1	27458	1	2762	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
411062																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	592	25	0	0	48305	4353	41445	61	90342	0	0	0	0	0	0	0	0	0	0	17062	22	93388	1	8027	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
411231																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4087	139	0	0	42680	3522	9290	15	56057	0	0	0	0	0	0	0	0	0	0	1079	2	65893	1	9651	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
411240																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3043	308	0	0	40853	3414	5644	10	49540	0	0	0	0	0	0	0	0	0	0	860	2	55469	1	4932	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
411512																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6221	185	930	3	131703	4949	64782	117	203636	0	0	0	0	0	0	0	0	0	3994	4842	9	220354	1	20095	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
411549																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2966	48	0	0	34754	2868	4529	7	42249	0	0	0	0	0	0	0	0	0	0	0	0	53320	1	4559	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
411576																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5339	338	0	0	34972	3329	6327	13	46640	0	0	0	0	0	0	0	0	0	0	0	0	55119	1	5009	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
411624																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	11089	551	1352	5	116471	8534	14028	28	142941	0	0	0	0	0	0	0	0	0	0	302	1	160611	2	16250	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
411651																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2948	384	0	0	77641	7005	17216	30	97805	0	0	0	0	0	0	0	0	0	6165	1816	4	109930	1	8571	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
412135																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		1152839	0	54479	2629	1125	4	1748850	32962	1134030	1173	2938484	0	27508	0	0	0	0	0	56504	0	148524	476683	468	4401999	1	353384	7500	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
412153																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4899	297	296	1	89077	8284	40728	51	135000	0	0	0	0	0	0	0	0	0	5036	19509	25	151075	1	17113	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
412452																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	606	56	0	0	24637	1819	4037	10	29280	0	0	0	0	0	0	0	0	0	0	1956	5	33976	1	4172	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
412555																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2431	171	0	0	46185	3165	10966	23	59582	0	0	0	0	0	0	0	0	0	0	1212	3	69845	2	7849	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
412667																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1749	89	524	2	74652	5681	41172	67	118097	0	0	0	0	0	0	0	0	0	0	28329	37	117775	1	9619	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
412751																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		411115	0	81481	4904	4116	11	1993615	792362	981901	1305	3061113	0	0	0	0	0	0	0	0	0	0	376353	319	3344435	1	341130	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
412845																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	11209	823	0	0	191174	15891	80202	118	282585	0	0	0	0	0	0	0	0	0	0	16535	22	314060	2	21998	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
413141																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	11960	379	4550	9	389357	15876	81178	137	487045	0	0	0	0	0	0	0	0	0	21	24323	18	552161	2	66084	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
413208	147932570	38125278	2621704	152968	79458	321142	0	999382	0	5086820	198870506	1	15861769	0	false	0	0	true	70730874	429380	CONF	CONF	CONF	CONF	CONF	CONF	0	0	0	318842	CONF	CONF	CONF	38125278	26095125	0	785026	107297	33217	79	50948755	3503075	58040294	33098											0	22768207	8930											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF	363845	0	4119284	0	0	178543	0		
413347																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1414	111	0	0	26629	2315	4337	11	32380	0	0	0	0	0	0	0	0	0	0	648	2	36783	1	3979	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
413543																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	8716	696	0	0	68116	7112	8835	24	85667	0	0	0	0	0	0	0	0	0	0	2357	7	99793	1	9993	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
413646																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7374	537	268	1	159491	20754	50205	62	217340	0	0	0	0	0	0	0	0	0	0	6611	15	252357	1	29948	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
413730																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	689	35	0	0	17990	1308	8956	5	27635	0	0	0	0	0	0	0	0	0	0	405	1	26940	1	2022	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
413758																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1624	192	0	0	45486	4116	13518	32	60628	0	0	0	0	0	0	0	0	0	0	746	2	74225	1	7065	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
413851																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	673	55	0	0	24711	2867	4103	10	29487	0	0	0	0	0	0	0	0	0	0	920	2	32795	1	3485	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
414102																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	16378	928	0	0	160738	19485	17933	25	195049	0	0	0	0	0	0	0	0	0	0	747	2	223502	1	30121	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
414652																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5444	215	0	0	55770	4531	28833	38	90047	0	0	0	0	0	0	0	0	0	0	6429	6	97533	1	9468	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
414764																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	10155	354	1511	5	179569	12572	57967	85	249202	0	0	0	0	0	0	0	0	0	2717	10487	13	271958	1	18704	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
414858																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1247	97	0	0	74888	6648	9002	20	85137	0	0	0	0	0	0	0	0	0	946	4299	9	100007	1	9843	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
415855																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	387	59	0	0	6686	656	8788	11	15911	50	772	43	0	0	0	0	0	0	0	2318	1	17178	1	1483	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
416245																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		398098	0	150499	6835	9092	24	1923573	164875	689980	905	2773144	0	0	0	0	0	0	0	0	0	0	212438	242	3349375	1	345659	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF	0	0	0	0	CONF	CONF	CONF	0	0	0	0	0	0	0		
416272																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	11312	341	1025	4	43575	2748	2706	7	58618	0	0	0	0	0	0	0	0	0	0	0	0	79253	2	7212	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
416339																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3297	186	354	1	53198	4593	7809	13	64658	0	0	0	0	0	0	0	0	0	7364	0	0	74278	1	6738	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
416348																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	13280	444	833	3	123045	11998	45245	65	182403	0	0	0	0	0	0	0	0	0	0	3935	9	243786	1	29163	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
416357																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	139	14	0	0	18463	1407	3567	7	22169	0	4687	0	0	0	0	0	0	0	0	2593	4	36577	1	9647	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
416656																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5899	238	0	0	121213	9079	35775	57	162887	0	0	0	0	0	0	0	0	0	28303	5450	7	203134	1	21381	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
416674																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	16058	554	882	3	182256	11787	50963	74	250159	0	0	0	0	0	0	0	0	0	0	1644	5	327876	1	28973	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
417149																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	15023	604	261	1	174270	16309	55405	62	244959	0	0	0	0	0	0	0	0	0	0	1309	3	294452	1	27745	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
417251																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2043	320	0	0	31798	2733	4329	9	38170	0	0	0	0	0	0	0	0	0	0	1993	4	43397	1	4622	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
417626																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	51030	1573	3523	9	310611	19123	134934	148	500099	0	0	0	0	0	0	0	0	0	0	12654	18	566289	1	73785	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
417710																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1623	54	0	0	18527	1816	3207	6	23357	0	0	0	0	0	0	0	0	0	0	615	1	27549	1	2944	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
418100																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	13002	466	0	0	199988	16943	68663	144	281653	0	0	0	0	0	0	0	0	0	0	11192	26	312474	2	33254	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
418249																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	22922	1952	450	1	332247	28555	157659	219	513278	0	0	0	0	0	0	0	0	0	0	84217	93	714270	1	68167	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
