"IDRSSD"	RCFDF236	RCFDF237	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFDK652	RCFDK653	RCFDK654	RCFDK655	RCFDK656	RCFDK657	RCFDK658	RCFDK659	RCFDK660	RCFDK661	RCFDK663	RCFDK664	RCFDK665	RCFDK666	RCFDK667	RCFDK668	RCFDK669	RCFDK670	RCFDK671	RCFDK672	RCFDK673	RCFDK674	RCFDK675	RCFNF234	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ944	RCONJ945	RCONK652	RCONK653	RCONK654	RCONK655	RCONK656	RCONK657	RCONK658	RCONK659	RCONK660	RCONK661	RCONK663	RCONK664	RCONK665	RCONK666	RCONK667	RCONK668	RCONK669	RCONK670	RCONK671	RCONK672	RCONK673	RCONK674	RCONK675	RCONK676	RCONK677	RCONK678	RCONK679	RCONK680	RCONK681	RCONK682	TEXTA545	
	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	AVG CNSL TOTAL ASSET CALENDAR QTR	AVG METHOD USED	AVG TANGIBLE EQT CALENDAR QTR	HOLDING LT UNSCD DEBE ISS OTHR INS I	BANKER'S BANK CERTIFICATION	BNKRS BNK DEDUCTIONS	BNKR BNK DEDUCTION LIMIT	CUSTODIAL BANK CERTIFICATION	CUST BANK DED	CUST BANK DED LIMIT	CRITICIZED CLASSIFIED SPECIAL	CRITICIZED CLASSIFIED SUBSTANDARD	CRITICIZED CLASSIFIED DOUBTFUL	CRITICIZED CLASSIFIED LOSS	SUBPRIME CNSMR LN	LEVERAGED LN AND SCTY	OREO RCV US GOVT GRNT INS PRV	CMRL IND LN GRNT INS US GOVT	CREDIT CARD LN GRNT INS US GOVT	OTHR LN GRNT INS US GOVT	AMT INST LARGE CNTRPTY EXP	TOT AMT INST 20 LARGE CNTRPTY EXP	NTRAD 1-4 FAM RES ML	TOTAL FOR DEP INCLUDED IN B	ESTIMATE OF UNINSURED DEPOSITS	PB/PSA FDIC CERTIFICATE NUMBER	AMT RETIRE DEP ACCNT $250K OR LESS	NBR RETIRE DEP ACCNT $250K OR LESS	AMT RETIREMT DEP ACCTS MOR THAN $250	NBR RETIRE DEP ACCNT MOR THAN $250K	AMT OF DEP ACCNT $250K OR LESS	NBR OF DEP ACCNTS OF $250K OR LESS	AMT OF DEP ACCNT MORE THAN $250K	NBR OF DEP ACCNT GT $250K	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	RECIPROCAL BROKERED DEPOSITS	AMT NONINT ACTS GT 250K DODD FRANK A	NBR NONINT ACT GT 250K DODD FRANK AC	AVG CNSL TOTAL ASSET CALENDAR QTR	AVG METHOD USED	AVG TANGIBLE EQT CALENDAR QTR	HOLDING LT UNSCD DEBE ISS OTHR INS I	BANKER'S BANK CERTIFICATION	BNKRS BNK DEDUCTIONS	BNKR BNK DEDUCTION LIMIT	CUSTODIAL BANK CERTIFICATION	CUST BANK DED	CUST BANK DED LIMIT	CRITICIZED CLASSIFIED SPECIAL	CRITICIZED CLASSIFIED SUBSTANDARD	CRITICIZED CLASSIFIED DOUBTFUL	CRITICIZED CLASSIFIED LOSS	SUBPRIME CNSMR LN	LEVERAGED LN AND SCTY	OREO RCV US GOVT GRNT INS PRV	CMRL IND LN GRNT INS US GOVT	CREDIT CARD LN GRNT INS US GOVT	OTHR LN GRNT INS US GOVT	AMT INST LARGE CNTRPTY EXP	TOT AMT INST 20 LARGE CNTRPTY EXP	NTRAD 1-4 FAM RES ML	UNFND CMT CNST LND DEV OTHR	CNST LND DEV OTHR GRNT US GOVT	NBRKD DEP GT 250K	CNST LND DEV OTHR FUND GRNT US GOVT	MFMLY RES NFRM NRES FUND GRNT US GOV	CE LN SCD 1ST LIEN FML FUND GRNT US 	CE LN JR LIEN OEND FUND GRNT US GOVT	PB/PSA FDIC CERTIFICATE NUMBER	
37																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4831	350	0	0	56841	5039	4834	9	66506	0	0	0	0	0	0	0	0	0	0	362	1	83880	1	17244	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
242																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1910	157	0	0	23411	2740	601	2	25922	0	0	0	0	0	0	0	0	0	0	601	2	35186	1	4683	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
279																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	12080	358	405	1	88590	7203	5508	17	106583	0	0	0	0	0	0	0	0	0	0	346	1	141827	1	23500	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
354																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	0	0	0	0	7902	773	1003	2	8905	0	0	0	0	0	0	0	0	0	0	446	1	10284	1	926	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
457																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2358	116	0	0	24938	2505	4068	9	31364	0	0	0	0	0	0	0	0	0	0	358	1	36684	1	3578	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
505																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7747	458	275	1	194748	19211	123464	128	326234	0	0	0	0	0	0	0	0	0	608	17436	32	383903	1	30499	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
1155																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	13911	627	894	3	141697	12769	20879	40	177381	0	0	0	0	0	0	0	0	0	0	2913	5	210543	1	18500	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
1351																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	8710	280	914	2	73953	4884	54488	115	138065	0	0	0	0	0	0	0	0	0	0	622	2	159743	1	21724	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
1454																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	22432	1578	2220	7	304907	32283	173976	226	503535	0	0	0	0	0	0	0	0	0	0	64885	78	587490	1	50276	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
1557																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1968	293	0	0	34426	2623	13386	30	49780	0	0	0	0	0	0	0	0	0	0	4587	9	58395	1	5633	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
1669																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	11867	499	0	0	137282	12368	50181	39	199330	0	0	0	0	0	0	0	0	0	0	19279	14	244373	1	43004	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
1829																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	19731	1643	3927	6	237471	23995	74532	118	335661	0	0	0	0	0	0	0	0	0	2257	20600	37	410469	1	32399	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
1856																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	0	0	0	0	72748	834	465	1	73213	0	0	0	0	0	0	0	0	0	0	0	0	152773	1	21774	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
2040																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	8078	414	0	0	110805	8307	30806	50	149689	0	0	0	0	0	0	0	0	0	9212	6370	11	196322	2	20390	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
2161																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7126	309	362	1	73992	6810	28544	37	110024	0	0	0	0	0	0	0	0	0	0	4599	8	127811	1	14053	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
2376																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		143000	0	79824	3932	1809	6	1062973	60937	259901	469	1404507	0	0	0	0	0	0	0	0	0	0	15576	32	2518333	1	416013	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
2554																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	27	2	0	0	9280	560	1115	2	10422	0	0	0	0	0	0	0	0	0	0	365	1	11758	2	856	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
2732																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	15080	590	284	1	230112	10380	202205	210	447681	0	0	0	0	0	0	0	0	0	0	37230	48	517877	1	73192	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
2750																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2047	119	0	0	32809	2138	11926	23	46782	0	0	0	0	0	0	0	0	0	0	845	2	58660	1	5406	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3252																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6106	257	259	1	64267	6433	58401	61	129033	0	0	0	0	0	0	0	0	0	4610	30096	37	153060	1	18968	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3458																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	646	24	0	0	18314	1801	5190	8	24150	0	0	0	0	0	0	0	0	0	0	0	0	32472	1	3244	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3720																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7492	297	637	2	108054	12330	40292	59	156475	0	0	0	0	0	0	0	0	0	0	5847	12	191784	1	27750	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
3953																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	0	0	0	0	42729	2565	9264	19	51993	0	0	0	0	0	0	0	0	0	0	7783	14	66856	1	4796	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
4156																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6020	284	825	3	129788	9218	20704	46	157337	0	0	0	0	0	0	0	0	0	14316	3942	9	194606	1	17765	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
4231																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	12435	317	7586	20	77673	6692	10230	23	107924	0	0	0	0	0	0	0	0	0	0	2035	6	122532	1	14756	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
4437																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	11871	596	619	2	172948	14917	41324	69	226762	0	0	0	0	0	0	0	0	0	5076	4677	10	263866	1	25772	608	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
4839																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	9215	444	1662	2	206896	39637	48944	82	266809	92	0	0	0	0	0	0	0	0	0	8344	16	321760	1	31063	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
5005																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	20568	1155	533	2	210625	17187	27884	61	259610	0	0	0	0	0	0	0	0	0	0	2427	6	341352	1	14552	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
5069																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	981	27	545	2	230483	2090	89214	159	321223	0	0	0	0	0	0	0	0	0	0	7801	14	469898	1	131659	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
5135																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	15935	736	1073	4	187862	11490	81513	93	286382	0	0	0	0	0	0	0	0	0	0	9326	11	328373	1	38116	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
5210																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	59917	7677	1399	5	625146	13370	118509	185	804972	0	0	0	0	0	0	0	0	0	1762	22013	43	989789	2	81798	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
5331																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	8304	743	290	1	173912	10930	42771	84	234191	8914	0	0	0	0	0	0	0	0	8592	9658	16	400994	1	36293	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
5461																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4265	193	1188	1	190773	12428	201764	248	397990	0	0	0	0	0	0	0	0	0	17271	49369	81	469760	1	44255	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
5751																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5147	207	0	0	47504	3304	30954	39	83605	0	0	0	0	0	0	0	0	0	0	867	3	113048	1	26003	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
6039																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7462	541	880	3	51759	4666	16065	23	76166	0	0	0	0	0	0	0	0	0	0	6925	9	85650	1	8873	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
6141																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1271	49	0	0	27527	2294	25110	26	53908	0	0	0	0	0	0	0	0	0	0	12163	8	56351	1	4892	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
6329																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	13069	627	1653	4	324583	28364	75861	155	415166	0	0	0	0	0	0	0	0	0	0	16342	28	449619	1	31098	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
6972																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	28127	1444	537	2	436190	37268	226233	328	691087	0	0	0	0	0	0	0	0	0	15224	104856	105	801448	1	95938	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
7009																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1291	22	2970	5	150701	4507	541186	546	696148	0	0	0	0	0	0	0	0	0	0	36908	2	726946	1	49956	0	false			true	320288	45211	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
7045																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5831	414	916	2	72005	9152	51770	48	130522	0	0	0	0	0	0	0	0	0	0	8319	9	142747	1	15250	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
7157																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3511	109	281	1	29710	3043	9915	12	43417	0	0	0	0	0	0	0	0	0	0	2222	2	47906	1	4187	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
7456																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2781	383	0	0	37187	3889	14399	26	54367	0	0	0	0	0	0	0	0	0	0	3289	8	57875	1	4728	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
7634																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4508	179	264	1	47586	2690	3281	9	55639	0	0	0	0	0	0	0	0	0	0	345	1	63958	2	5429	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
8033																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5644	181	0	0	97169	4960	29732	46	132545	0	0	0	0	0	0	0	0	0	0	11088	17	162423	2	15640	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
8462																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3840	161	0	0	55555	5125	61645	68	121040	0	0	0	0	0	0	0	0	0	0	17415	21	137523	1	14615	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
8631																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2762	110	425	1	41113	3702	6450	15	50750	0	0	0	0	0	0	0	0	0	0	1371	4	57846	1	6566	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
9357																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	681	91	0	0	78450	3884	187518	213	266649	0	0	0	0	0	0	0	0	0	0	43595	77	332262	1	41096	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
9553																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6969	231	0	0	51416	4366	15531	34	73916	0	0	0	0	0	0	0	0	0	0	4771	8	111934	2	9147	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
9807																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		273537	0	66375	2990	4429	13	1142410	49753	533848	504	1747062	0	45999	0	0	0	0	0	0	0	0	114652	135	2353196	1	296358	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
9955																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1975	190	0	0	60802	6303	28603	40	91380	0	0	0	0	0	0	0	0	0	0	4618	9	107200	1	12064	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
10250																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	50483	2388	2384	8	236363	29201	72643	141	361873	0	0	0	0	0	0	0	0	0	2785	16251	27	386978	1	17359	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
10849																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	8682	366	265	1	178067	5264	36510	62	223524	0	0	0	0	0	0	0	0	0	0	12757	14	258525	1	22440	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
10858																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6804	705	283	1	174766	20205	122805	125	304658	0	0	0	0	0	0	0	0	0	12874	17720	32	395475	1	29572	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
11145																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6924	361	1685	3	98801	13955	38126	48	145536	0	0	0	0	0	0	0	0	0	0	2707	5	168639	1	15809	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
11640																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	14536	582	2899	9	143470	10054	109676	120	270581	0	0	0	0	0	0	0	0	0	0	32983	32	322184	1	31532	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
11837																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3871	239	0	0	49024	3627	22250	20	75147	0	0	0	0	0	0	0	0	0	0	253	1	101368	1	10902	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
12030																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	22393	1090	2032	7	200177	17395	43121	75	267723	0	0	0	0	0	0	0	0	0	0	20555	26	313955	2	37685	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
12142																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7867	309	0	0	110451	10198	34086	78	152404	0	0	0	0	0	0	0	0	0	0	11799	23	175567	1	20338	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
12245																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7074	123	0	0	76979	9145	13532	21	97585	0	0	0	0	0	0	0	0	0	2447	1756	3	117930	1	13072	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
12311	49073200	2276980	30959	0	0	35000	0	64947	145711	1276803	53969394	1	4074221	0	false			true	5320301	146007	CONF	CONF	CONF	CONF	CONF	CONF	125	126219	0	0	CONF	CONF	CONF	2276980	7901671	0	1328017	92949	29065	92	28874335	2786115	16564803	13145											455238	5095815	3931											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF	337045	17490	550313	28343	57440	75560	4497		
12647																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5257	201	262	1	42706	3968	40101	26	88326	0	0	0	0	0	0	0	0	0	0	1613	5	95276	1	9967	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
12656																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	725	40	0	0	13810	1444	640	2	15175	0	0	0	0	0	0	0	0	0	0	0	0	16605	1	1416	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
12937																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4592	209	2436	4	80071	4592	92771	80	179870	0	0	0	0	0	0	0	0	0	0	16081	25	218057	1	32466	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
12946																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	28900	945	2837	7	354655	25774	237105	255	623497	0	0	0	0	0	0	0	0	0	1328	38150	54	710271	2	62234	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
12955																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5275	272	0	0	65910	7507	29808	44	100993	0	0	0	0	0	0	0	0	0	0	5090	10	116504	1	11830	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
13103																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		188184	0	56743	3199	6687	17	554462	47271	368790	405	986682	0	0	0	0	0	0	0	0	0	0	44180	78	1279561	1	165746	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
13251																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2132	371	552	1	31394	2599	1540	4	36171	552	0	0	0	0	0	0	0	0	0	0	0	40272	1	3990	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
13457																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1020	62	0	0	11010	1613	2479	6	14509	0	0	0	0	0	0	0	0	0	0	0	0	20497	1	5964	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
14052																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2511	107	535	2	42509	5739	7422	17	52977	0	0	0	0	0	0	0	0	0	190	3107	5	62107	1	6605	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
14155																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4585	302	270	1	75757	9736	16189	22	96942	141	0	0	0	0	0	0	0	0	1994	4238	4	116983	1	14177	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
14650																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1334	58	0	0	18668	2459	2906	3	22908	0	0	0	0	0	0	0	0	0	0	0	0	26366	1	2837	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
14753																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3869	143	0	0	27768	3302	5141	9	36778	0	0	0	0	0	0	0	0	0	0	1724	3	40344	1	2524	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
14865																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	10086	541	0	0	166324	17331	46083	73	222493	0	0	0	0	0	0	0	0	0	12818	10276	16	252187	1	27359	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
14977																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2795	58	0	0	28705	1665	5306	10	36806	0	0	0	0	0	0	0	0	0	0	0	0	44582	1	7545	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
16458																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	10527	647	1594	4	154651	14738	88897	111	255669	0	229	0	0	0	0	0	0	0	0	14574	24	285371	1	32385	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
16551																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	22217	1380	3129	10	148284	16873	31664	47	205294	0	0	0	0	0	0	0	0	0	0	3393	6	234346	1	20972	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
16748																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4597	278	415	1	39700	4261	5758	14	50470	0	0	0	0	0	0	0	0	0	0	2630	7	58070	1	6235	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
16944																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1453	67	0	0	29858	2960	4301	10	35612	0	0	0	0	0	0	0	0	0	0	2356	4	38356	1	4123	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
16953																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	637	25	0	0	24254	2898	2807	7	27698	0	0	0	0	0	0	0	0	0	0	1292	3	33537	1	5158	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
17110																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3047	39	2080	4	41259	500	34612	40	80998	0	0	0	0	0	0	0	0	0	0	0	0	108269	2	19179	0	false			true	8819	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
