"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	89	81															10	359	4	522	0	0	4	155	1	115	1	391	false	true	
242	72	98													70	80	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
279			40	1637	21	2748	11	4155	85	1176	8	1115	5	1448	7	18													true	false	
354			1	62	0	0	0	0	5	102	0	0	2	319			7	354	5	568	0	0	21	384	2	200	0	0	false	false	
457			9	440	13	1781	6	1586	49	1101	7	1003	10	3524			23	884	8	1122	5	1051	51	1184	9	1062	10	2551	false	false	
505			15	836	30	3965	39	15921	139	3762	32	3170	15	5248															false	false	
1155			40	1543	45	5833	41	13144	163	3806	36	4160	37	11240			12	433	9	978	3	697	46	925	8	703	13	2446	false	false	
1351			125	3609	17	2160	19	6473	244	3567	30	3453	13	4600			69	2900	29	3923	6	1621	141	2467	8	924	0	0	false	false	
1454			57	1962	73	7919	35	12108	449	7764	61	6225	22	5215			10	495	8	1007	4	1014	48	1212	6	392	1	299	false	false	
1557	25	96															15	645	12	1770	13	4714	251	5231	29	3610	25	9084	false	true	
1669			74	2295	24	3233	14	7140	192	2913	17	1178	10	2844			1	16	3	221	0	0	130	1556	3	334	0	0	false	false	
1829			61	2018	51	7187	72	28963	159	3983	32	2873	29	5146															false	false	
1856			8	247	1	110	0	0	38	1237	56	7610	8	2485			4	194	1	42	2	867	13	105	1	89	0	0	false	false	
2040			40	2397	28	4181	43	18507	56	1867	14	1410	19	6212			6	480	5	983	6	1901	17	169	2	135	3	1306	false	false	
2161			62	932	13	1076	2	129	710	4345	42	4352	13	1379			5	53	0	0	0	0	193	3934	3	175	0	0	false	false	
2376			12	641	46	8151	230	105729	25	1127	4	583	4	951															false	false	
2554	3	48													20	35	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
2732			19	654	53	8417	152	70332	101	1603	46	3462	56	7733			0	0	1	149	0	0	0	0	0	0	0	0	false	false	
2750			13	537	1	231	0	0	29	782	7	692	3	1640			9	475	13	1784	7	1619	33	867	15	1700	18	3071	false	false	
3177			64	2701	87	10818	98	38945	82	1873	27	2285	19	3045															false	false	
3252			27	1116	12	1667	10	3672	229	6042	19	2239	4	1472			32	983	22	3057	26	7588	689	23944	53	6166	16	4044	false	false	
3458			6	181	4	630	3	960	32	726	10	1094	7	1370			35	1260	13	1750	7	1588	67	739	1	112	1	264	false	false	
3720			62	2456	52	6559	48	17990	177	3626	26	2243	11	2773			44	1043	25	2489	8	1458	50	753	11	771	3	344	false	false	
3953			2	19	2	220	6	1853	51	1366	16	1712	15	4409			11	351	0	0	0	0	11	351	0	0	0	0	false	false	
3971			33	930	38	4522	47	18506	58	1079	8	758	12	3576			22	1127	43	5708	27	6073	61	1537	30	3103	20	4166	false	false	
4156			47	1522	18	2059	17	6843	153	2800	14	1453	18	6032			92	3413	37	4806	16	4428	309	5797	22	2310	6	1159	false	false	
4231			151	5257	41	5985	22	8745	86	1501	9	915	1	257			159	3891	32	3335	10	2664	33	670	0	0	0	0	false	false	
4437			71	2972	44	5543	58	20930	121	2584	29	2893	17	4849			8	371	2	230	3	966	3	110	0	0	2	531	false	false	
4839			78	3600	108	13846	167	105683	120	1233	10	1411	16	8417	1	0													true	false	
5005			5	211	14	1977	47	20142	12	417	5	728	3	910															false	false	
5069			1	64	5	707	48	28637	3	132	0	0	3	1664															false	false	
5135			114	4019	54	6905	56	21756	314	5870	32	3792	18	5771			143	5488	82	10275	43	13450	243	6041	62	5329	26	4119	false	false	
5210			116	4762	138	17019	153	62344	247	5877	40	4842	34	10770			30	1496	29	3750	12	3161	41	884	2	251	1	266	false	false	
5331			4	192	1	140	24	14516	24	949	5	678	6	3949															false	false	
5461			23	1169	61	9071	115	52439	196	6230	77	7567	68	23189			0	0	2	393	6	1751	5	184	3	221	2	665	false	false	
5751	18	124															15	560	9	1304	6	1264	89	2741	33	3458	27	5734	false	true	
6039			86	2147	16	1880	26	10547	66	1268	10	1242	6	2121			52	1468	9	1019	8	2089	87	1620	9	700	5	980	false	false	
6141			39	1575	16	1934	6	2116	32	512	2	264	2	544			45	1706	3	472	3	924	53	1166	7	552	5	863	false	false	
6329			149	9972	87	11518	64	23657	793	18112	64	7258	10	2763	72	129													true	false	
7009			0	0	0	0	0	0	0	0	1	50	10	4912															false	false	
7045			45	1922	33	4848	17	5564	35	963	7	491	7	2412			24	861	13	1680	3	1003	51	975	11	1186	5	1538	false	false	
7072			17	1033	29	4272	28	11383	44	1144	4	449	1	471	0	1													true	false	
7157			16	439	4	589	0	0	54	1296	13	1461	3	957			16	542	10	1289	2	737	115	2269	5	752	1	361	false	false	
7456			14	364	7	838	7	2175	45	1148	8	998	18	5586			9	290	13	1439	6	1607	47	808	27	1593	11	1718	false	false	
7634			61	2321	26	3216	14	6089	66	1247	4	523	5	1981			15	668	5	807	2	409	24	584	2	228	1	288	false	false	
8033			16	844	23	3031	28	9729	137	2471	25	2094	15	3493			2	40	5	542	7	1606	20	539	9	732	5	310	false	false	
8462			13	347	5	639	1	414	126	2619	16	1495	21	6765			12	455	11	1324	1	325	38	1026	15	1425	12	2038	false	false	
8631			10	387	10	1563	6	2327	52	1469	9	1350	14	4741			0	0	2	184	1	266	3	6	0	0	0	0	false	false	
9357			3	145	8	1068	45	19830	203	6167	80	9072	94	28841															false	false	
