"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
877752																																		0	0	1000	0	3122		0	0	0	0	0	0	335	0	0	0			27	0	1000	2000	0	0	0	27	70	19	6	0	0					0																														www.cnbbank.mobi																www.cnbbank.com	
877958																																		0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												hopetonbank.com	
878898																																		347	7494	598145	0	617795	true	347	800	0	0	0	6694	13813	1	0	0	false	0	0	0	598145	1548	3356	1513	0	0	0	0	13233	0	13233	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.legacytexas.com	
879000																																		0	0	33000	0	33000		0	0	0	0	0	0	3416	1	0	0			0	0	33000	0	0	0	0	0	0	0	0	0	0					0																																														www.milfordnationalonline.com	
879336																																		1145	437	0	0	0	true	1145	0	0	162	0	275	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.sbherscher.com	
879439																																		0	57	0	0	2943		0	57	0	0	0	0	4163	3	0	0			0	0	0	0	0	2943	0	0	0	0	0	0	0																																																			http://www.felicianabank.com	
879457																																		1169	1596	5005	0	5005	true	1169	1214	0	0	0	382	18530	2	0	0	true	0	0	0	5005	0	0	0	5005	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.cornerstonebanks.net	
879550																																		0	0	0	0	0		0	0	0	0	0	0	271	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.banknewcambria.com	
879644																																		127	599	0	0	0		127	10	0	537	0	52	122	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.bankofadvance.com	
879747																																		164	0	0	164	0	true	0	0	0	0	0	0	555	0	164	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false																																																	http://www.fsbwaupaca.com	
880332																																		0	1666	5000	0	5197		0	1619	0	47	0	0	5556	2	0	0			0	0	5000	74	0	123	0	0	0	0	0	0	0					0																																														www.pnb-ms.net	
880855																																		0	0	0	0	0		0	0	0	0	0	0	1129	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			www.bankofoldmonroe.com	
881012																																		1057	23	11	1031	78		26	0	0	23	0	0	10898	4	1031	0			0	0	11	13	15	39	0	0	0	0	0	0	0																																																			www.firstcolumbiabank.com	
881441																																		0	97	750	0	4350		0	0	0	97	0	0	1111	1	0	0			0	0	750	2100	1500	0	0	0	0	0	0	0	0																																																			www.altonbank.com	
881478																																		16563	0	30700	0	30700	true	16563	0	0	0	0	0	8532	1	0	0	true	0	0	0	30700	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												www.heritagebankwa.com	Central Valley Bank	www.secure.andera.com	Whidbey Island Bank	www.heritagebankwaonline2.com		www.heritagebankwaonline2.btbanking.com		www.pugetsoundbank.com								www.heritagebanknw.com	
881544																																		0	234	0	0	0	true	0	234	0	0	0	0	220	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												www.natlbk.com																www.nbwbank.com	
881656																																		168	0	0	0	0		168	0	0	0	0	0	1279	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.statebankofrichmond.com	
881852																																		151	0	14	0	442		151	0	0	0	0	0	541	0	0	0			0	0	14	311	0	117	0	0	0	0	0	0	0					0																																														www.hpbank.us	
881900																																		0	0	0	0	0	true	0	0	0	0	0	0	1320	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.mnbonline.com	
882242																																		29	0	17000	0	19800	true	29	0	0	0	0	0	2175	1	0	0			0	0	17000	300	2500	0	5000	0	0	0	0	0	0	true	false																																																	http://www.rollinghillsbank.com	
882541																																		0	68	0	0	0		0	0	0	68	0	0	163	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.bridge.bank	
882701																																		561	0	40000	0	62270	true	561	0	0	0	0	0	5847	3	0	0	true	0	0	0	40000	20000	0	2270	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.fairfieldcountybank.com	
882952																																		0	0	0	0	0		0	0	0	0	0	0	65	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			http://www.ozarkbank.com	
883351																																		0	0	0	0	0		0	0	0	0	0	0	186	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			http://www.libertystateplnd.com	
883959																																		0	0	1293	0	13886		0	0	0	0	0	0	76	0	0	0			0	0	1293	2603	6779	3211	0	0	0	0	0	0	0					0																																														www.bankofkremlin.com	
884303																																		2277	1833	0	386	4464	true	1891	0	0	762	0	1071	75227	8	386	0	false	0	0	0	0	0	0	0	0	0	0	0	4464	0	0	true	true	0	0	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												www.capitalbank.com																WWW.CHEMUNGCANAL.COM	
884358																																		228	67	0	0	0		228	0	0	67	0	0	1969	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.fsblivingston.com	
884376																																		0	149	2150	0	7350		0	0	0	149	0	0	215	0	0	0			0	0	2150	3800	1400	0	0	0	0	0	0	0	0					0																			1	true																										www.pickens.bank	
884442																																		765	799	9000	765	39000		0	573	0	5	0	221	3252	1	1820	0			0	0	9000	7000	23000	0	0	0	0	0	0	0	0																																																			http://www.jcbank.com	
884648																																		0	0	0	0	1300		0	0	0	0	0	0	9354	2	0	0			1300	0	0	0	0	0	0	1300	0	0	0	0	0					0																										0	0	0	0																	www.unitedcommunitybank.com	
884657																																		0	53	0	0	0		0	0	0	53	0	0	232	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.rushfordstatebank.com	
885225																																		1442	4349	0	0	43983	true	1442	2735	0	84	0	1530	10991	5	0	0	true	15111	0	0	0	40000	2143	1840	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												https://www.bankofdelmarva.com	
885252																																		0	0	0	0	2107		0	0	0	0	0	0	3281	1	0	0			0	0	0	0	413	1694	0	0	0	0	0	0	0					0																																														www.gocitizensbank.com	
885430																																		0	0	0	0	0	true	0	0	0	0	0	0	72	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			http://www.stlandrybank.com	
885579																																		128	109	250	128	3711		0	0	0	109	0	0	170	0	128	0			0	0	250	1988	1000	473	0	0	0	0	0	0	0					0																																														www.tiogafranklin.com	
885869																																		2474	2185	369	1552	369		922	0	0	0	0	2185	5494	1	1552	0			0	0	369	0	0	0	0	0	0	0	0	0	0					0																														www.cbtx.image.com	cbtx															www.cbtx.com	
886204																																		0	51	0	0	0	true	0	0	0	51	0	0	7893	6	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.watertownsavings.com	
886624																																		95	664	0	95	0	true	0	80	0	584	0	0	9243	4	95	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.clearmountainbank.com	
887340																																		1341	466	43000	1035	43000	true	306	0	299	109	0	58	13105	3	1035	0	true	0	0	0	43000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												WWW.FIRSTSTATEBANK.BIZ	
887827																																		0	0	0	0	2443		0	0	0	0	0	0	626	0	0	0			0	0	0	0	1809	634	0	0	0	0	0	0	0					0																																														WWW.HAMLERSTATEBANK.COM	
887854																																		0	0	0	0	0		0	0	0	0	0	0	12	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			www.sherwoodbank.com	
888002																																		366	0	35000	0	35204	true	366	0	0	0	0	0	47929	10	0	0	true	0	0	0	35000	0	0	204	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								1	936	20648																		www.middlesexbank.com	
888141																																		0	760	700	0	700		0	0	0	0	0	760	3287	2	0	0			0	0	700	0	0	0	0	0	0	0	0	0	0					0																														www.fmbanktrust.biz		www.fmbanktrust.us		www.fmbanktrust.us.com		www.fmbanktrust.net		www.fmbanktrust.info		www.fmbanktrust.org						www.fmbanktrust.com	
888271																																		169	269	10000	0	20000		169	0	0	269	0	0	1253	0	0	0			0	0	10000	2500	5000	2500	0	0	0	0	0	0	0					0																			1	true																										www.hcsbank.com	
888552																																		70	0	0	0	0		70	0	0	0	0	0	162	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																														www.checkfinder.com																www.fsblouise.com	
888833																																		0	1562	0	0	720		0	1562	0	0	0	0	403	0	0	0			720	0	0	0	0	0	0	720	0	0	0	0	720					0																0																														www.northeastgabank.com	
890050																																		0	843	0	0	0	true	0	0	0	0	0	843	7554	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														https://www.fnbgillette.com	
890078																																		0	18	1000	0	2500		0	18	0	0	0	0	445	0	0	0			0	0	1000	1000	500	0	0	0	0	0	0	0	0																								1	true										www.lcfederal.info		www.lcfederal.net		www.lcfederal.org		www.lcfederal.biz										www.lcfederal.com	
890603																																		230	0	1800	2	18300		228	0	0	0	0	0	5184	2	48	0			0	0	1800	14500	2000	0	0	0	0	0	0	0	0																																																			http://www.collinsvillesavings.com	
890649																																		0	0	4000	0	4000		0	0	0	0	0	0	722	0	0	0			0	0	4000	0	0	0	0	0	0	0	0	0	0					0																																														www.mountvernonbank.com	
890742																																		1945	578	70000	0	118876	true	1945	272	78	138	0	90	25937	3	0	0	true	0	0	0	70000	26000	20000	0	0	0	0	0	2876	0	2876	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.choosethechief.com	
890957																																		0	0	0	0	0		0	0	0	0	0	0	197	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			www.strasburgstatebank.com	
891226																																		0	266	9500	0	12500		0	266	0	0	0	0	16367	4	0	0			0	0	9500	3000	0	0	0	0	0	0	0	0	0					521																																														www.fmb1919.com	
891253																																		0	0	0	0	0	true	0	0	0	0	0	0	49	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.columbusstate.com	
892205																																		4304	0	101443	335	267730	true	3969	0	0	0	0	0	6894	4	537	0	true	0	0	0	101443	152495	13083	709	0	0	0	0	0	0	0	true	false	0	0	6761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true																										http://www.westfieldbank.com	
892223																																		129	0	0	129	0		0	0	0	0	0	0	3968	3	129	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.thb.bank	
892250																																		0	0	0	0	0		0	0	0	0	0	0	215	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			www.bankoffairport.com	
893248																																		206	0	2000	206	6000		0	0	0	0	0	0	890	0	206	0			0	0	2000	3750	0	250	0	0	0	0	0	0	0																																																			http://www.fnbmusc.com	
893640																																		58	0	8500	0	20120		58	0	0	0	0	0	7679	4	0	0			0	0	8500	11620	0	0	0	0	0	0	0	0	0					0																																														www.nxtbank.net	
893855																																		0	0	0	0	2798		0	0	0	0	0	0	59	0	0	0			0	0	0	798	2000	0	0	0	0	0	0	0	0					0																																														www.lead.bank	
894245																																		122	0	1000	0	1000	true	122	0	0	0	0	0	0	0	0	0	false	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.connectionsbank.com	
894272																																		0	201	0	0	0		0	0	0	201	0	0	1216	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																			1	true																										www.newportfederalbank.com	
894348																																		320	258	0	320	0		0	84	0	109	0	65	7795	2	320	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																														www.dellsbank.com/cbop																www.dellsbank.com	
894544																																		1025	1694	7000	661	27800		364	0	1694	0	0	0	4291	3	661	0			0	0	7000	15000	5800	0	0	0	0	0	0	0	0																																																			http://www.1stsecuritybank.com	
894553																																		12231	2753	0	0	0	true	12231	736	0	1416	0	601	36203	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.inbweb.com	
894834																																		19	748	0	19	0		0	688	0	60	0	0	0	0	19	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.thetrustbank.net	
894946																																		165	1401	0	165	0	true	0	0	0	0	0	1401	1474	1	165	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.firstfarmers.com	
895055																																		0	0	0	0	0		0	0	0	0	0	0	336	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																														www.fnb-mcgregor.com	TFNB Your Bank for Life															www.tfnbtx.com	
895448																																		0	0	12200	0	21278	true	0	0	0	0	0	0	2424	1	0	0			0	0	12200	925	1602	6551	0	0	0	0	0	0	0	true	true																																																	http://www.milledgevillebank.com	
895710																																		1380	1100	35000	1369	39122	true	11	632	0	396	0	72	18505	3	1369	0	true	0	0	0	35000	3416	0	706	0	0	0	0	0	0	0	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.cnbankpa.com	
896155																																		0	0	0	0	0		0	0	0	0	0	0	712	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.shelllakestatebank.com	
896427																																		223	314	2000	223	19759		0	0	0	294	0	20	1145	1	223	0			0	0	2000	6000	0	11759	0	0	0	0	0	0	0																																																			http://www.thehenrycountybank.com	
897170																																		0	0	0	0	26712		0	0	0	0	0	0	1728	1	0	0			0	0	0	0	13000	7000	0	0	0	0	6712	0	6712					0																			1	true										www.poncebank.net																www.poncebank.com	
897237																																		0	0	5611	0	5611		0	0	0	0	0	0	87	0	0	0			0	0	5611	0	0	0	0	0	0	0	0	0	0					0																										0	0	0	0																	WWW.CITIZENSBANKWV.COM	
897330																																		0	197	500	0	500		0	0	0	107	0	90	720	0	0	0			0	0	500	0	0	0	0	0	0	0	0	0	0					0																																														www.bankofmorton.com	
897451																																		0	0	1000	0	3279		0	0	0	0	0	0	104	0	0	0			2205	0	1000	0	0	0	0	2205	0	40	34	0	2279					0																														start.integritybank.com																www.integritybank.com	
897648																																		0	0	0	0	0	false	0	0	0	0	0	0	427	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																													
897853																																		191	8	0	0	0		191	0	0	0	0	8	635	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			www.sbswmo.com	
898458																																		0	79	0	0	0		0	0	0	0	79	0	3032	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					50000																															Bank of Alpine		Bank of Sublette County													www.bojh.com	
898579																																		0	53	9500	0	25274		0	0	0	53	0	0	4848	1	0	0			0	0	9500	1955	10260	3559	0	0	0	0	0	0	0																								1	true																										www.1st-fed.com	
898627																																		14	255	6000	0	14000		14	170	0	85	0	0	1890	1	0	0			0	0	6000	0	0	8000	0	0	0	0	0	0	0					0																																														WWW.THECITIZENSBANK.CC	
898850																																		0	339	0	0	0	true	0	339	0	0	0	0	14582	5	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.myfirstliberty.com	
899008																																		0	0	7000	0	9789		0	0	0	0	0	0	6358	3	0	0			0	0	7000	789	2000	0	6000	0	0	0	0	0	0					0																										0	0	0	0																	www.winchestersavings.com	
899156																																		0	29	0	0	0		0	0	0	0	0	29	546	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.fsbwatkins.com	
899343																																		0	225	0	0	0	true	0	25	0	0	0	200	7368	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.wilsonmuirbank.com	
899428																																		808	0	0	0	0	true	808	0	0	0	0	0	8366	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.fbvirginia.com	
899642																																		593	1729	0	320	0		273	1650	0	79	0	0	6049	2	725	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.fsbcorp.com	
899651																																		0	8	0	0	0	true	0	0	0	8	0	0	3168	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			http://WWW.CSBANKTX.COM	
899736																																		1348	0	0	36	10545		1312	0	0	0	0	0	9133	2	36	0			680	0	0	4000	0	0	0	680	0	5865	0	0	6545					0																															SCB BANK															WWW.SOYBANK.COM	
900034																																		0	887	20000	0	20945		0	0	0	0	0	887	2101	1	0	0			0	0	20000	0	0	945	0	0	0	0	0	0	0																																																			http://www.bankonnet.com	
900146																																		748	1190	8075	555	8075	true	193	0	1165	25	0	0	5050	2	555	0	true	0	0	0	8075	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.cusb.com	
900306																																		162	603	117000	162	137000	true	0	0	0	0	0	603	18243	1	361	0	true	0	0	0	117000	10000	10000	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												www.northernbankdirect.com																www.nbtc.com	
900379																																		0	0	0	0	0		0	0	0	0	0	0	84	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																			1	true																										www.wakeforestfederal.com	
900502																																		0	71	13300	0	13300		0	0	0	0	0	71	0	0	0	0			0	0	13300	0	0	0	0	0	0	0	0	0	0					0																																														www.fultonsavings.com	
900678																																		0	0	700	0	16376		0	0	0	0	0	0	1434	0	0	0			0	0	700	1773	6540	7363	0	0	0	0	0	0	0					0																			1	true																										carthagesavings.com	
901134																																		0	700	13000	0	13030		0	0	0	700	0	0	425	0	0	0			0	0	13000	0	0	0	0	0	30	0	0	0	30					0																																														www.communitybankpkbg.com	
901358																																		1718	2231	10515	1718	22190		0	0	0	29	0	2202	13684	2	2128	0			0	0	10515	11175	0	500	1000	0	0	0	0	0	0					0																																														www.heritagebankna.com	
901451																																		0	0	0	0	0	true	0	0	0	0	0	0	139	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			http://www.cnbcrosbyton.com	
901741																																		0	1295	2000	0	2000		0	828	0	467	0	0	3232	2	0	0			0	0	2000	0	0	0	0	0	0	0	0	0	0					0																																														www.northwestbank.com	
901938																																		57	0	25000	0	25000		57	0	0	0	0	0	2182	2	0	0			0	0	25000	0	0	0	0	0	0	0	0	0	0					0																																														www.thefarmersbank.net	
901974																																		1012	136	6000	666	8156		346	0	0	82	0	54	209	0	936	0			0	0	6000	207	0	1949	0	0	0	0	0	0	0					0																			1	true											QUIVIRA FEDERAL BANK		FIRST FEDERAL BANK OF WAKEENEY													WWW.LYONSFED.COM	
902645																																		0	0	1012	0	1012		0	0	0	0	0	0	1276	2	0	0			0	0	1012	0	0	0	0	0	0	0	0	0	0					0																																														defiancestatebank.com	
902672																																		0	475	20200	0	40539		0	400	0	75	0	0	1426	0	0	0			0	0	20200	20339	0	0	0	0	0	0	0	0	0					0																																														www.homefederalbank.com	
903240																																		0	0	2009	0	6150		0	0	0	0	0	0	302	0	0	0			0	0	2009	7	411	3723	0	0	0	0	0	0	0																																																			http://www.bankofedmonson.com	
903455																																		357	0	3717	357	10040	true	0	0	0	0	0	0	124	0	357	0	true	0	0	0	3717	2548	1765	2010	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.bankofzumbrota.bank	
903754																																		0	0	2000	0	4500		0	0	0	0	0	0	279	0	0	0			0	0	4500	0	0	0	0	0	0	0	0	0	0					0																																														www.usbwestsalem.com	
903950																																		0	0	7400	0	7400		0	0	0	0	0	0	833	0	0	0			0	0	7400	0	0	0	0	0	0	0	0	0	0					0																														login.centralbanktrust.com																www.centralbanktrust.com	
904171																																		51	83	13000	51	33000		0	0	0	83	0	0	1688	1	96	0			0	0	13000	14000	6000	0	0	0	0	0	0	0	0					0																																														www.infirstbank.com	
904359																																		0	21	0	0	0		0	21	0	0	0	0	1880	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														WWW.CBOZARKS.COM	
904845																																		0	103	5000	0	5000	true	0	6	0	97	0	0	2383	2	0	0	false	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.bankofcadiz.com	
905356																																		229	96	0	0	0		229	0	0	96	0	0	7508	6	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.osbbank.com	
905673																																		0	805	10000	0	16000		0	0	0	734	0	71	337	0	0	0			0	0	10000	6000	0	0	0	0	0	0	0	0	0																								1	true																										www.gouverneurbank.com	
906241																																		0	1628	5330	0	40018		0	116	0	24	0	1488	6058	1	0	0			0	0	5330	10221	15267	9200	0	0	0	0	0	0	0					0																																														www.mnbbank.com	
906410																																		0	0	0	0	0		0	0	0	0	0	0	811	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.ttnb.com	
906652																																		397	55	0	0	0		397	34	0	20	1	0	2924	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																														www.bankcommunitystate.com		www.condonbank.com		www.condonnationalbank.com												www.ourlocalbank.com	
907444																																		0	0	0	0	9496		0	0	0	0	0	0	245	0	0	0			0	0	0	0	0	9496	0	0	0	0	0	0	0					0																																														www.fnbkentucky.com	
907547																																		635	14	0	0	0		635	14	0	0	0	0	6806	5	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.bankwithpremier.com	
908450																																		0	0	0	0	0	true	0	0	0	0	0	0	2186	1	0	0	true		0	0	0	0	0	0	0	0	0	0	0	0	0	true	false																																																	http://www.kirkwoodbank.com	
908553																																		440	26	0	0	0	true	440	0	0	26	0	0	40	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.hnbbanks.com	
908861																																		880	0	0	785	0	true	0	0	0	0	0	0	1437	2	932	95	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												www.getchoicechecking.com																www.transpecosbanks.com	
909055																																		399	1607	10000	399	10000		0	1185	0	212	0	210	4025	2	1111	0			0	0	10000	0	0	0	0	0	0	0	0	0	0					0																																														pbtc.net	
909541																																		0	325	5412	0	39653		0	325	0	0	0	0	7819	4	0	0			0	0	5412	15031	1169	18041	0	0	0	0	0	0	0					0																																														www.kingsouthernbank.com	
909756																																		0	836	0	0	5000		0	205	0	0	0	631	84	0	0	0			0	0	0	0	5000	0	0	0	0	0	0	0	0																																																			www.primesecurity.com	
910079																																		0	22	600	0	4250		0	0	0	22	0	0	78	0	0	0			0	0	600	1650	1000	1000	0	0	0	0	0	0	0					0																			2	true																										www.equitablesavings.com	
910118																																		0	251	15759	0	15759		0	0	0	39	0	212	751	0	0	0			0	0	15759	0	0	0	0	0	0	0	0	0	0																																																			http://www.tiogabank.com	
910239																																		0	0	0	0	2800		0	0	0	0	0	0	3149	2	0	0			0	0	0	945	1855	0	0	0	0	0	0	0	0																																																			www.bankofsunset.com	
911160																																		2079	100	29525	0	54075	true	2079	0	0	0	0	100	9445	5	0	0	true	0	0	0	29525	24550	0	0	0	0	0	0	0	0	0	true	false			15																					true	false	false	false																						www.pilgrimbank.com	
911339																																		0	80	0	0	0		0	0	0	80	0	0	7769	3	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														https://www.firstneighborhoodbank.com/	
911759																																		0	0	0	0	0		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																			www.fsaloans-nsb.bank																www.fsa-loans.com	
911973																																		75799	1685	0	75799	0	true	0	160	0	1525	0	0	4772	3	75799	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true										www.usavingsbank.com		www.bankwithusb.com		www.yourusb.com												www.unionsavings-bank.com	
912550																																		1028	0	0	1028	0	true	0	0	0	0	0	0	2601	6	1028	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			http://www.luskstatebank.com	
912578																																		0	0	0	0	0		0	0	0	0	0	0	31	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.heritagesb.com	
912756																																		0	0	0	0	0	true	0	0	0	0	0	0	672	3	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	true	false																																																	http://www.statebankoflakepark.com	
913146																																		0	1811	21200	0	24200		0	0	1054	757	0	0	4105	2	0	0			0	0	21200	3000	0	0	0	0	0	0	0	0	0					0																																														www.stonebank.com	
913436																																		0	0	0	0	0	true	0	0	0	0	0	0	192	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	true	false																																																	https://www.minersandmerchantsbank.com	
913753																																		0	64	0	0	0	true	0	0	0	0	0	64	23917	8	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.InwoodBank.Com	
