"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
255350																																		111	588	0	0	0	true	111	60	0	12	0	516	1880	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.msbir.com	
255547																																		0	0	1659	0	5490	true	0	0	0	0	0	0	3722	2	0	0	false	0	0	0	1659	1381	1550	900	0	0	0	0	0	0	0	false	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.banktrenton.com	
255556																																		0	0	2500	0	18896		0	0	0	0	0	0	1896	1	0	0			0	0	2500	0	5220	11176	0	0	0	0	0	0	0					0																																														www.CitizensBT.com	
255574																																		3904	1880	89000	3814	99106	true	90	1880	0	0	0	0	676	0	7039	0			0	0	89000	10106	0	0	0	0	0	0	0	0	0	true	false																						1	true																										http://bankwithfidelity.com	
255659																																		4991	148	0	0	30485	true	4991	0	0	0	0	148	9585	2	0	0	true	0	0	0	1019	4122	5215	20129	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												www.NMPinnbank.com	Pinnacle Bank	www.WhyCommunityMatters.com														www.bankofcolorado.com	
255873																																		0	0	4000	0	12645	true	0	0	0	0	0	0	1046	0	0	0	true		0	0	4000	6965	857	823	0	0	0	0	0	0	0	true	false																																																	http://home-savings.com	
256049																																		0	148	0	0	0		0	0	0	148	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																															
256058																																		0	256	8175	0	8175		0	0	0	0	256	0	3966	3	0	0			0	0	8175	0	0	0	0	0	0	0	0	0	0					0																														www.bankanbmrtg.com																www.bankanb.com	
256076																																		0	494	0	0	0		0	235	0	0	0	259	943	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																			1	true																										www.rgsla.com	
256179																																		0	0	0	0	0		0	0	0	0	0	0	97	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			www.uib.bank	
256553																																		2158	651	7000	1032	32000	true	1126	0	0	51	600	0	12032	2	1032	0	true	0	0	0	7000	15000	10000	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.dacotahbank.com	
257233																																		1750	281	0	0	2000		1750	0	0	88	0	193	4313	1	0	0			0	0	0	2000	0	0	0	0	0	0	0	0	0																																																			www.firstbankal.com	
257345																																		0	24	0	0	0		0	0	0	24	0	0	701	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.pnbwi.com	
257466																																		0	0	0	0	0		0	0	0	0	0	0	1933	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.cbankofsnyder.com	
257578																																		6446	277	20000	6446	25000		0	0	0	277	0	0	1401	0	16384	0			0	0	20000	5000	0	0	0	0	0	0	0	0	0					0																			1	true																										www.firstfederalbanking.com	
257653																																		0	0	0	0	0		0	0	0	0	0	0	236	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														fmbankarnett.com	
257756																																		1427	0	0	1000	1310		427	0	0	0	0	0	3688	2	1000	0			0	0	0	1310	0	0	0	0	0	0	0	0	0					0																																														www.fmsbank.com	
258146																																		0	0	0	0	1000		0	0	0	0	0	0	1710	2	0	0			0	0	0	750	250	0	0	0	0	0	0	0	0					0																																														www.northadamsbank.com	
258306																																		401	0	26559	401	41559		0	0	0	0	0	0	570	0	1305	0			0	0	26559	15000	0	0	0	0	0	0	0	0	0					0																														www.miifordbank.com		www.mllfordbank.com		www.milfordsavings.com		www.milfordsavingsbank.com		www.milfordbank.mobi		www.milfordmoves.com		www.milfordbank.bank	www.milford.bank			www.milfordbank.com	
258379																																		0	0	0	0	0		0	0	0	0	0	0	518	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																														N/A	N/A															www.taylorsvillesavings.com	
258445																																		5239	1733	0	5112	0		127	1733	0	0	0	0	9083	1	6868	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																														www.marinebancorp.com																www.ibankmarine.com	
258539																																		0	0	0	0	0		0	0	0	0	0	0	227	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.statebankofcherry.com	
258771																																		302002	1998	836067	294104	899595	true	6690	0	0	297	0	0	2104	1	294104	1208	true	0	47938	1701	836067	10000	0	5590	0	47938	0	0	0	0	47938	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3510								1	223	2887	0																	WWW.HOMESTREET.COM	
258874																																		0	0	0	0	0	true	0	0	0	0	0	0	1082	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true						0	0	0	0																	www.worthingtonfederalsavings.com	
259059																																		0	0	769	0	2967		0	0	0	0	0	0	0	0	0	0			245	0	769	0	0	0	0	245	123	1830	0	0	2198																																																			www.fmbankfc.com	
259330																																		0	3343	20000	0	20000	true	0	297	0	574	0	2472	404	0	0	0	false	0	0	0	20000	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200																												http://www.firstusbank.com	
259442																																		0	12	3000	0	28142		0	12	0	0	0	0	1243	1	0	0			0	0	16000	11400	742	0	0	0	0	0	0	0	0																																																			http://www.moundcitybank.com	
259956																																		0	565	0	0	3000		0	0	0	103	0	462	1696	1	0	0			0	0	0	3000	0	0	3000	0	0	0	0	0	0					0																																														www.statesavingsbank.com	
260055																																		0	4074	48	0	48	true	0	278	0	0	0	3796	6552	3	0	0	false	0	0	0	48	0	0	0	0	0	0	0	0	0	0	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.alpinebank.com	
260831																																		0	159	0	0	0	true	0	159	0	0	0	0	1304	2	0	0	false		0	0	0	0	0	0	0	0	0	0	0	0	0	true	false																																		Million Pines Community Bank															https://www.bankofsoperton.com	
260868																																		6823	268	15515	0	82415	true	3311	0	0	268	0	0	442	0	0	3512	true	0	0	0	16731	21809	26937	16938	0	0	0	0	0	0	0	true	false	0	0	35802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.sotb.com	
261146																																		7680	0	0	7459	2932	true	221	0	0	0	0	0	2711	1	7459	0	false	0	0	0	0	106	2031	795	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.magnoliabank.com	
261360																																		0	534	0	0	0	true	0	0	0	0	0	534	2500	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.csbtx.bank	
261940																																		686	817	5510	0	12313		686	76	0	559	0	182	200	0	0	0			0	0	5510	3887	0	2916	0	0	0	0	0	0	0					0																																														www.anstaffbank.com	
262059																																		0	179	6500	0	6500		0	0	0	0	0	179	86	0	0	0			0	0	6500	0	0	0	0	0	0	0	0	0	0					0																																														www.bankavb.com	
262237																																		0	39	0	0	8092		0	0	0	39	0	0	5938	3	0	0			0	0	0	0	1300	6792	0	0	0	0	0	0	0					0																																														www.firstportcity.com	
262358																																		20	869	3000	0	3000		20	0	0	0	0	869	1067	1	0	0			0	0	3000	0	0	0	0	0	0	0	0	0	0					0																																														www.asbtx.com	
262741																																		0	59	13900	0	13900		0	0	0	59	0	0	899	0	0	0			0	0	13900	0	0	0	0	0	0	0	0	0	0					0																														www.farmersbankmarion.com																www.farmers247.com	
262844																																		2977	0	10235	0	51235		2977	0	0	0	0	0	30803	2	0	0			0	0	10235	10000	20000	11000	15000	0	0	0	0	0	0																																																			http://www.peoplesfinancial.com	
262956																																		0	345	0	0	0		0	0	0	345	0	0	658	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			http://www.psbup.com	
263243																																		0	0	12000	0	26485	true	0	0	0	0	0	0	628	0	0	0	true	0	0	0	12000	6000	0	8485	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												www.firstkentuckyhsa.com		www.cdrateline.com														www.firstkentucky.com	
263551																																		0	402	0	0	0		0	7	0	395	0	0	2571	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														http://www.gladewaternational.com	
263627																																		0	173	0	0	0		0	0	0	173	0	0	4650	5	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.thefirstnational.com	
264455																																		0	175	0	0	0	true	0	175	0	0	0	0	5659	8	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.fsbathens.com	
264772																																		5495	0	35023	2944	57912	false	2551	0	0	0	0	0	18	0	2909	0	false	0	0	0	35023	20035	0	2854	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	false																										http://www.radiusbank.com	
265340																																		0	291	0	0	0		0	0	95	0	0	196	197	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														fbmilton.com	
265407																																		1595	280	80000	65	81894	true	1530	0	0	0	0	280	604	0	83	0	true	0	0	0	80000	0	619	1275	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												www.banknh.com		www.banknh.org		www.banknh.net		www.laconiasavings.com		www.secure.andera.com		secure10.onlineaccess1.com						www.BankNH.com	
265452																																		0	0	8000	0	12700		0	0	0	0	0	0	0	0	0	0			0	0	8000	0	0	4700	0	0	0	0	0	0	0																																																			WWW.STOCKGROWERS.BIZ	
265676																																		0	1288	1	0	311		0	129	0	458	0	701	347	0	0	0			0	0	1	36	8	266	0	0	0	0	0	0	0																																			http://www.centralbanktn.com																http://www.CENTRALBANKSAVANNAH.COM	
266066																																		0	0	7000	0	7000		0	0	0	0	0	0	100	0	0	0			0	0	7000	0	0	0	0	0	0	0	0	0	0					0																																														www.fnbhome.bank	
266244																																		0	524	5000	0	20066		0	0	0	524	0	0	355	0	0	0			0	0	7500	0	0	12500	0	0	66	0	0	0	66					0																																														www.sbw.bank	
266253																																		0	45	0	0	11763		0	0	0	0	0	45	0	0	0	0			0	0	10975	330	303	155	0	0	0	0	0	0	0																																																			www.acbbank.net	
266271	23112	17179	0	0	1207332	true	23083	100	0	0	29	true	0	8950	1100000	0	0	0	1100000	9458	49155	48719	0	107332	0	0		0	0	0	0	0	0					1206557			85	0	16486	0	608								0										0		true	false				0	0	0	0	0	0	0	0	0		0	0	0	0	0																															http://www.tcfbank.com	
266655																																		0	0	902	0	13481	true	0	0	0	0	0	0	3296	1	0	0			0	0	902	3423	5195	3961	0	0	0	0	0	0	0																																																			http://www.fbtfullerton.com	
266851																																		0	0	2000	0	2400		0	0	0	0	0	0	2007	1	0	0			0	0	2000	400	0	0	0	0	0	0	0	0	0					0																																														www.fmb4banking.com	
266879																																		0	120	0	0	0	true	0	0	0	120	0	0	295	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.colonial4banking.com	
266945																																		1233	338	18	284	1011	true	949	30	0	301	0	7	5123	4	284	0			0	0	18	0	0	993	0	0	0	0	0	0	0																																																			http://www.mbcbank.com	
267652																																		0	37	0	0	0		0	0	0	37	0	0	1194	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														http://www.ssbmn.com	
268006																																		2512	154	109312	841	157789	true	1671	0	0	154	0	0	9447	1	841	0	false	0	0	0	109312	18153	0	29078	0	0	0	0	1246	0	1246	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true						1	398	6721	0																	www.mascomabank.com	
268136																																		0	30	0	0	4000		0	0	0	30	0	0	2707	3	0	0			0	0	0	4000	0	0	0	0	0	0	0	0	0					0																															Citizens Bank of Laurens County		Bulloch First													www.cbs-lc.com	
268677																																		181	1145	25000	181	25000	true	0	0	0	438	707	0	0	0	181	0	false	0	0	0	25000	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true																										http://www.Carverbank.com	
268828																																		0	2909	0	0	0	true	0	0	0	194	2581	134	12906	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.grundynationalbank.com	
268976																																		0	0	0	0	0		0	0	0	0	0	0	716	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			www.wcbonline.com	
269049																																		139	999	14000	139	61000	true	0	985	0	0	0	14	2935	2	139	0			0	0	14000	23500	16500	7000	5000	0	0	0	0	0	0	true	false																																																	http://www.visionbank.com	
269058																																		15	0	0	0	0	true	15	0	0	0	0	0	876	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												online.lakecentralbank.com																www.lakecentralbank.com	
269571																																		0	40	1000	0	1000		0	0	0	40	0	0	620	0	0	0			0	0	1000	0	0	0	0	0	0	0	0	0	0					0																			1	true																										www.acbla.com	
269759																																		0	0	0	0	0		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.farmers-merchants.com	
270148																																		0	49	0	0	0		0	0	0	42	0	7	653	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.statebankofwhittington.com	
270353																																		0	0	0	0	0		0	0	0	0	0	0	228	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			www.arlingtonstatebank.com	
270504																																		1056	284	0	1056	3904		0	0	0	166	0	118	10182	3	1453	0			0	0	0	350	3000	200	0	0	0	354	0	0	354					0																																														www.communitynationalbank.com	
270531																																		0	3819	0	0	0	true	0	0	0	59	0	3760	4262	3	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			http://www.brickyardbank.net	
270652																																		0	0	0	0	0		0	0	0	0	0	0	920	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			http://www.bankwithsecurity.com	
271136																																		0	8531	0	0	0		0	421	0	7015	0	1095	20	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			www.bankoflouisiana.com	
271275																																		200	0	6000	200	6000	true	0	0	0	0	0	0	2945	2	2000	0	true	0	0	0	6000	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													Dean Bank															www.deanbank.com	
271341																																		93	0	1	93	42		0	0	0	0	0	0	188	0	93	0			0	0	1	0	5	36	0	0	0	0	0	0	0					0																																														www.peoplesbankmtw.com	
271529																																		337	2017	0	21	1030		316	1997	0	20	0	0	8199	2	21	0			0	0	0	0	0	1030	0	0	0	0	0	0	0					0																																														www.ecountybank.com	
271631																																		0	183	0	0	0		0	11	0	172	0	0	7452	4	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			http://www.FMBBANK.com	
271752																																		0	120	0	0	0		0	120	0	0	0	0	132	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.bankofcushing.net	
272030																																		0	90	0	0	0		0	0	0	0	0	90	40	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			http://www.peoplesbankofga.com	
272058																																		0	0	0	0	0		0	0	0	0	0	0	1136	1	0	0			0	0	0	0	0	0	0	0	0	0	0	10500	0																																																				
272151																																		0	0	0	0	0		0	0	0	0	0	0	293	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.grangernationalbank.com	
272272																																		7133	4066	48209	1331	50851	true	5802	2087	0	1577	197	205	8688	1	1331	0	false	0	0	0	48209	2160	482	0	10350	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												www.kasasa.com		www.depositaccounts.com														www.bankwithsouthern.com	
272302																																		3536	0	55000	0	272342	true	3536	0	0	0	0	0	14348	7	0	0	false	0	0	0	55000	129000	21000	67342	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.institutionforsavings.com	
273336																																		0	150	0	0	0	true	0	0	0	0	0	150	43980	10	0	0	true	16626	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.bankoftampa.com	
273550																																		368	59	33000	0	48023		368	0	0	59	0	0	146	0	0	0			0	0	33000	1000	5885	8138	3500	0	0	0	0	0	0					0																														WWW.HSBT.COM	HOME STATE BANK															www.thecsb.com	
273653																																		0	45	0	0	0		0	0	0	0	0	45	105	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														http://www.concordebanks.com	
273662																																		0	0	0	0	0	true	0	0	0	0	0	0	7172	4	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												None	None															www.fsbuvalde.com	
273840																																		0	234	0	0	0		0	0	0	234	0	0	5940	3	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					34																																														www.commfirstbank.net	
273859																																		0	0	0	0	0	true	0	0	0	0	0	0	514	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			http://www.fmbok.com	
274025																																		0	0	0	0	0		0	0	0	0	0	0	372	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.mtvictorybank.com	
274052																																		0	0	0	0	0		0	0	0	0	0	0	369	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			www.fmbankmc.com	
274164																																		0	0	34	0	5009	true	0	0	0	0	0	0	8562	2	0	0			0	0	34	0	0	444	0	0	4531	0	0	0	4531																																																			http://www.texasstarbank.com	
274548																																		0	0	1500	0	3500		0	0	0	0	0	0	3855	2	0	0			0	0	1500	2000	0	0	0	0	0	0	0	0	0					2																																														http://www.northwesternbankonline.com	
274641																																		0	0	0	0	0		0	0	0	0	0	0	412	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			http://www.gehantbank.com	
274829																																		0	918	0	0	0	true	0	233	0	59	0	626	200	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.trupointbank.com	
274856																																		0	0	2500	0	2500		0	0	0	0	0	0	1719	1	0	0			0	0	2500	0	0	0	0	0	0	0	0	0	0					0																																														www.csbarlington.com	
275255																																		266	62	2500	0	5500	true	266	0	62	0	0	0	3577	2	0	0	false	0	0	0	2500	2000	1000	0	5500	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.bcbank.net	
275358																																		769	2472	5500	716	23166		53	80	30	0	0	2362	6838	3	716	0			0	0	5500	10500	7166	0	1000	0	0	0	0	0	0					0																														www.checkingfinder.com		www.kasasa.com														www.americanbanktrust.net	
275479																																		0	0	9000	0	26250		0	0	0	0	0	0	590	0	0	0			0	0	9000	17250	0	0	0	0	0	0	0	0	0					0																			1	true																										www.commonwealthcoop.com	
275657																																		0	0	0	0	0	true	0	0	0	0	0	0	480	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	true	false																																																	http://www.fsbnesscity.com	
276074																																		0	0	1100	0	23523		0	0	0	0	0	0	426	0	0	0			0	0	1100	16000	5650	0	3000	0	0	0	773	0	0					0																			1	true																										senecasavings.com	
276159																																		0	57	0	0	0		0	0	0	0	0	57	2	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			southwindbank.net	
276551																																		1	0	303	0	875	true	1	0	0	0	0	0	2218	1	0	0	false	0	0	0	303	0	572	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.fnbhugo.com	
276579																																		30560	4759	4450000	28940	4450488	true	1620	92	1078	882	0	2707	2434	3	31233	0	true	0	0	0	4450000	0	0	0	0	0	315	173	0	0	488	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												https://www.amegybank.com	Amegy Bank of Texas	https://www.calbanktrust.com	California Bank and Trust	https://www.nbarizona.com	National Bank of Arizona	https://www.nsbank.com	Nevada State Bank	https://www.tcbwa.com	The Commerce Bank of Washington	https://www.vectrabank.com	Vectra Bank Colorado	https://www.tcboregon.com				http://www.zionsbank.com	
276645																																		59	212	3562	0	16794		59	0	0	0	0	212	1244	1	0	0			4009	0	3562	5882	2957	384	0	4009	0	0	0	0	4009					0																																														www.americanstatebank.com	
276654																																		0	0	0	0	300	true	0	0	0	0	0	0	23	0	0	0	false	0	0	0	0	100	100	100	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.ffmbank.com	
276850																																		1731	0	45983	217	58623	true	1514	0	0	0	0	0	14078	2	217	0	true		50	0	45983	4000	8590	0	0	50	0	0	0	0	0	true	false																																																	http://www.security1stbank.com	
276953																																		0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	true	false																																																	http://www.communitybankavon.com	
277053																																		1155	708	0	0	0	true	1155	0	0	0	0	708	574	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	true	false																																		Colorado Mountain Bank a Branch of First State Bank of Colorado		Crawford Country Bank a Branch of First State Bank of Colorado		First State Bank of Colorado DBA First State Bank of Hotchkiss		First State Bank of Delta an Office of First State Bank of Colorado		Paonia State Bank a Branch of First State Bank of Colorado							http://www.firststatebank-co.com	
277240																																		0	750	2000	0	15800	true	0	0	0	0	0	750	9631	4	0	0			0	0	2000	3800	10000	0	0	0	0	0	0	0	0	true	false																																																	http://www.fnbwbank.com	
277277																																		237	60	9292	237	26416	true	0	0	0	60	0	0	1224	0	237	0	false	0	0	0	9292	7124	10000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.ssbpgh.com	
277679																																		0	0	0	0	163	false	0	0	0	0	0	0	714	3	0	0	false	0	0	0	0	163	0	0	163	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true																											
277736																																		0	205	0	0	4500		0	5	0	0	0	200	0	0	0	0			4500	0	0	0	0	0	0	4500	0	0	0	0	4500																																																			www.peoplesbanksouth.com	
277820																																		1319	223	0	1296	0	true	23	88	0	72	0	63	315	0	1296	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			http://www.palmettostatebank.com	
278078																																		101	0	58000	101	105507		0	0	0	0	0	0	5134	5	101	0			0	0	58000	31000	16507	0	0	0	0	0	0	0	0					0																																														www.wellesleybank.com	
278153																																		46	462	0	0	0	true	46	0	0	462	0	0	793	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			http://www.peoplesbanktulsa.com	
278256																																		0	0	72	0	13569	true	0	0	0	0	0	0	1877	1	0	0			0	0	72	2704	600	10193	0	0	0	0	0	0	0																																																			http://www.fsboakley.com	
278555																																		0	740	2038	0	2938		0	0	0	0	0	740	15189	5	0	0			0	0	2038	0	900	0	0	0	0	0	0	0	0					0																																														www.cnb-ok.com	
278733																																		0	686	0	0	0		0	686	0	0	0	0	225	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.citizensbank.com	
278751																																		0	259	0	0	0	true	0	0	0	90	0	169	15	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			http://www.wbcasslake.com	
278818																																		3668	685	152510	720	191765	true	2948	0	0	225	0	460	23741	7	720	0	true	0	0	0	161810	20000	9955	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0	0	0																	www.psbt.com	
278872																																		0	0	4	0	4		0	0	0	0	0	0	50	0	0	0			0	0	4	0	0	0	0	0	0	0	0	0	0					0																			1	true																										www.eaglesavings.com	
279105																																		49	0	20063	49	32563	true	0	0	0	0	0	0	17226	2	129	0	true	0	0	0	20063	12500	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												www.florencesavings.com		www.alwaysflorence.com														www.florencebank.com	
279842																																		325	196	8000	0	28000		325	0	0	0	0	196	25489	4	0	0			0	0	8000	20000	0	0	0	0	0	0	0	0	0					0																														http://www.riverbankmobile.mobi																https://www.riverbank.biz	
279954																																		307	3958	1600	307	13939	true	0	3291	0	0	0	667	3965	3	307	0	false	0	16	0	1600	4300	3895	4029	401	16	40	28	31	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.citizensalliancebank.com	
280110	828630	36570	506116	466890	9661713	true	339147	2520	0	578598	22593	true	0	2198998	506116	421128	609692	62934	0	2499902	2230333	2283975	1047633	33630	0	0		0	0	0	0	0	0					9645348			4664	0	22165	0	9741								0										0		true	true				0	0	0	0	0	0	0	0	0		0	0	0	0	0											0	0	0	0																	www.key.com	
280138																																		0	180	0	0	0	true	0	0	0	180	0	0	468	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	true	false																								true	false	false	false	false																					http://www.wcgb.com	
280352																																		0	0	2000	0	2000		0	0	0	0	0	0	40	0	0	0			0	0	2000	0	0	0	0	0	0	0	0	0	0																																																			http://www.faberick.com	
280558																																		0	33	0	0	0		0	0	0	0	0	33	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.fnbcokato.com	
282048																																		0	0	0	0	0		0	0	0	0	0	0	244	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			www.peoplesowenton.com	
