"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHARGE-OFFS ON LOANS TO FARMERS	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOVERIES ON LOANS TO FARMERS	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	CHARGE-OFFS ALL OTHR LEASE FNC RECVB	1-4 FAM RES CNSTRTN LN CHARGE-OFFS	1-4 FAM RES CNSTRTN LN RECOVERIES	OTHR CNSTRCTN LN & LAND DEV CHARGE-O	OTHR CNSTRCTN LN & LAND DEV RECOVERI	LN SCD BY OWNER-OCCPD NONFARM CHARGE	LN SCD BY OWNER-OCCPD NONFARM RECOVE	LN SCD BY OTHR NONFARM NONRES CHARGE	LN SCD BY OTHR NONFARM NONRES RECOVE	CHG-OFF LEASE TO IND FOR HOME & FAM 	LEASE TO IND FOR HOUSE & OTHR EXP RE	RECOVERIES ALL OTHR LEASE FNC RCVBL	CHRG OFF AUTO LN	RCVRY AUTO LN	CHARGE-OFFS ALL OTHER	RECOVERIES ALL OTHER	
37	0	0	0	0	0	0	4	0				1	10	0		5							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	3	5	0	
242	0	0	0	0	0	0	4	0				0	5	0		0				0		0	0	0	0	0			0	0	0	0	4	0			0	0	0	0	0	0	0	0				1	3	0	1	
279	0	0	0	0	0	0	4	0				3	16	0		7							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	9	1	
354	0	0	0	0	0	0	14	0				1	22	17		5				0		1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	11	0	2	
457	0	1	0	0	0	0	4	0				0	59	0		26				0		0	0	0	0	0			0	0	0	0	0	0			31	0	0	0	0	0	0	0				0	0	2	3	
505	0	0	0	0	0	0	41	31				0	205	100		7				0		0	0	0	0	0			0	0	5	0	73	0			0	0	1	0	0	0	0	0				0	2	24	3	
1155	0	0	0	0	0	0	36	7				4	51	0		12							0	0	0	0			9	0	4	0	0	0			0	0	0	4	0	10	0	0				0	0	30	7	
1351	0	0	0	0	0	0	68	32				1	531	301		19				19		1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				49	18	162	17	
1454	0	0	0	0	0	0	41	14				16	84	15		40				0		4	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				24	7	5	4	
1669	0	0	0	0	0	0	29	0				1	243	22		23							0	0	0	0			0	0	1	0	41	0			0	0	0	0	0	0	0	0				20	9	137	18	
1856	0	0	1163	0	0	0	2	2				0	1163	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2161	0	0	0	0	0	0	279	14				254	375	88		260				257		252	0	0	0	0			6	1	0	0	0	0			0	0	0	0	0	0	0	0				2	1	19	9	
2376	0	0	0	0	0	0	34	0		0		0	65	0		0		0	0	0	0	0	0	0	0	0			0	0	34	0	65	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
2732	0	0	0	0	0	0	30	27				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	3	0	0	
2750	207	4	0	0	0	0	7	0				0	251	0		43				43		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	3	
3252	2	2	0	0	0	0	429	145				181	1592	89		1200				1200		181	0	0	0	0			0	0	1	0	1	0			0	0	0	0	0	0	0	0				30	17	270	83	
3458	0	0	0	0	0	0	10	0				0	43	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	0	40	10	
3720	0	0	0	0	0	0	7	0				3	16	0		0				0		0	0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0				16	3	0	0	
3971	0	0	0	0	42	60	446	72				9	954	0		0				0		9	0	0	0	6			0	0	26	1	11	0			0	17	0	3	82	0	0	0				0	0	819	252	
4156	51	51	0	0	0	0	62	0				0	322	82		189				189		0	0	0	0	0			0	0	7	3	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
4231	0	0	0	0	0	0	12	1				0	17	1		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				8	2	8	9	
5069	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
5135	530	0	0	0	0	0	51	22				0	1055	47		339				339		0	0	0	0	0			1	1	19	0	25	0			0	0	0	0	46	0	0	0				14	3	53	6	
5210	0	0	0	0	0	0	100	12				13	565	59		70				0		0	0	0	225	8			0	0	0	1	36	6			0	0	0	0	0	5	0	0				1	0	168	61	
5461	0	0	0	0	0	0	34	2				0	35	0		0				0		0	0	0	0	0			0	0	16	0	0	0			0	0	0	0	11	0	15	7				0	0	9	9	
5751	0	0	0	0	0	0	9	9				0	11	8		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	0	0	0	
6039	40	0	0	0	0	0	9	0				2	169	95		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	15	6				0	0	19	1	
6329	144	16	0	0	0	0	1168	66		0		45	7616	421		271		0	0	271	0	6	0	0	0	0			0	8	55	1	49	23			207	130	13	19	0	2	92	100	0	0		5299	578	1097	148	
7009	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7045	0	0	0	0	0	0	19	0				0	47	0		0				0		0	0	0	0	0			2	0	0	0	0	0			0	0	0	0	0	0	0	0				45	19	0	0	
7072	0	0	0	0	0	0	73	34				0	201	13		0				0		0	1	11	10	14			0	0	0	1	26	21			0	0	16	4	109	11	0	9				0	0	6	0	
7456	0	0	0	0	0	0	1	1				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7634	0	0	0	0	0	0	40	7				1	12	0		12							0	0	0	0			0	0	5	0	0	0			0	0	0	20	0	0	0	0				0	7	0	0	
8033	0	0	0	0	0	0	27	3				0	242	0		22							0	0	0	0			0	0	0	0	114	106			0	0	0	0	0	0	0	24				0	0	0	0	
8462	0	0	0	0	0	0	8	0				0	14	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				9	5	5	3	
8631	0	0	0	0	0	0	3	0				0	31	22		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				5	3	4	0	
9357	0	0	0	0	0	0	110	109				0	230	228		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
9553	0	0	0	0	0	0	2	2				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9807	0	0	0	51	0	0	908	603		0		0	80	0		6		0	0	0	0	0	0	0	0	2			0	0	9	0	0	0			0	0	74	0	0	0	0	243	0	0		0	0	0	0	
9955	0	0	0	0	0	0	1	1				0	155	152		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
10250	0	0	0	0	0	0	195	38				17	219	136		67				0		0	0	0	0	0			6	2	0	7	0	0			0	0	0	18	0	0	0	111				0	0	10	2	
10849	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
11145	0	0	0	0	0	0	54	0				0	412	0		0							0	0	0	0			0	0	14	0	40	0			0	0	0	0	307	0	0	0				0	1	65	39	
