"IDRSSD"	RCFDF236	RCFDF237	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFDK652	RCFDK653	RCFDK654	RCFDK655	RCFDK656	RCFDK657	RCFDK658	RCFDK659	RCFDK660	RCFDK661	RCFDK663	RCFDK664	RCFDK665	RCFDK666	RCFDK667	RCFDK668	RCFDK669	RCFDK670	RCFDK671	RCFDK672	RCFDK673	RCFDK674	RCFDK675	RCFNF234	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ944	RCONJ945	RCONK652	RCONK653	RCONK654	RCONK655	RCONK656	RCONK657	RCONK658	RCONK659	RCONK660	RCONK661	RCONK663	RCONK664	RCONK665	RCONK666	RCONK667	RCONK668	RCONK669	RCONK670	RCONK671	RCONK672	RCONK673	RCONK674	RCONK675	RCONK676	RCONK677	RCONK678	RCONK679	RCONK680	RCONK681	RCONK682	TEXTA545	
799948																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6483	258	604	2	96183	8385	63243	68	166514	0	0	0	0	0	0	0	0	0	38	19925	11	179442	1	18340	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
800134																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	10052	528	268	1	147779	11522	53241	94	211340	0	0	0	0	0	0	0	0	0	0	9276	11	242515	1	20147	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
800442																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	10417	309	771	3	70004	5622	16516	28	97708	0	0	0	0	0	0	0	0	0	0	3225	6	109134	1	10955	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
800479																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2888	151	0	0	28525	1722	3186	9	34599	0	0	0	0	0	0	0	0	0	0	0	0	40364	1	5183	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
800657																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		633076	0	64797	5651	6465	14	1201016	96351	999348	1138	2271626	0	4704	0	0	0	0	0	0	0	2510	257735	278	2730913	1	216504	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
800853																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3313	253	0	0	88313	8513	68962	78	160588	0	0	0	0	0	0	0	0	0	0	8562	13	175261	1	15470	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
801047																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	17039	735	569	2	149038	13665	71668	71	238314	0	0	0	0	0	0	0	0	0	0	29622	19	277256	1	32460	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
801056																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4260	189	882	2	53747	4963	12572	26	71461	0	0	0	0	0	0	0	0	0	0	2170	3	88196	2	7080	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
801654																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3039	115	0	0	56506	3293	42260	45	101805	0	0	0	0	0	0	0	0	0	0	21564	15	118221	1	16646	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
802110																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		1461671	0	335720	24297	8140	25	3476973	483746	2076143	1948	5896976	0	0	0	0	0	0	0	0	0	16344	193541	340	8447514	1	889709	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
802174																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1228	50	0	0	37106	2087	8900	15	47234	0	0	0	0	0	0	0	0	0	0	3337	7	57281	1	5743	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
802866	16827398	2119533	144668	0	0	0	0	0	0	55075	18301894	1	1244813	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF	0	78289	0	0	CONF	CONF	CONF	2117866	2315271	0	0	0	0	0	750950	16368	13956914	5594											0	11548768	4024											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF	58958	0	82772	0	0	0	0		
803144																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6340	427	759	2	41761	6437	8256	17	57117	0	0	0	0	0	0	0	0	0	0	2698	1	65396	1	6891	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
803256																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4049	188	0	0	39854	3574	9138	19	53041	0	0	0	0	0	0	0	0	0	0	3759	7	60972	2	5254	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
803265																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2024	94	0	0	29505	2289	6960	12	38489	0	0	0	0	0	0	0	0	0	0	1785	2	43671	1	4927	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
803461																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	0	0	0	0	78785	1672	19698	48	98483	0	0	0	0	0	0	0	0	0	0	0	0	129343	1	27895	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
803649																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	11561	711	2852	5	193584	15127	84118	131	292115	0	0	0	0	0	0	0	0	0	0	12775	22	312456	1	26461	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
803658																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3508	166	0	0	35116	3329	7847	11	46472	0	0	0	0	0	0	0	0	0	0	987	2	53251	1	7434	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
803957																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4253	397	1067	3	56494	4333	15084	33	76898	0	0	0	0	0	0	0	0	0	0	9202	17	86753	1	9030	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
804150																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4544	553	0	0	31830	3328	3594	10	39968	0	0	0	0	0	0	0	0	0	0	1115	2	46537	1	6119	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
804338																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		219269	0	54527	1325	3912	8	563199	12150	309357	368	930995	0	0	0	0	0	0	0	0	0	0	22261	24	1080574	1	124332	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
804422																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6258	509	0	0	33961	4983	2911	1	43130	0	0	0	0	0	0	0	0	0	0	0	0	51835	2	8551	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
804758																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5113	225	0	0	37676	2195	3441	9	46230	0	0	0	0	0	0	0	0	0	0	1046	2	69181	1	5667	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
804815																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5588	318	0	0	40640	3606	6048	12	52277	0	0	0	0	0	0	0	0	0	0	276	1	64275	1	10747	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
804860																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1408	52	256	1	55594	4478	6327	16	63585	0	0	0	0	0	0	0	0	0	0	0	0	77819	1	8436	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
804963	44079837	1171936	1560	42100	12400	0	0	0	0	0	62177200	1	6660652	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF	635	30962	0	0	CONF	CONF	CONF	1171032	14616523	0	554834	40714	26185	72	19437307	2261564	22889575	13443											64372	6201738	5125											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF	565238	5057	4368900	3507	72581	611345	34		
805045																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2747	229	0	0	55926	4581	16711	31	75384	0	0	0	0	0	0	0	0	0	0	266	1	95012	1	9046	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
805250																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	11769	637	0	0	167911	14881	48902	73	228582	0	0	0	0	0	1000	0	0	0	0	43134	57	239382	1	14441	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
805335																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5572	377	2058	6	67897	6422	12784	24	88311	0	0	0	0	0	0	0	0	0	0	641	2	98367	1	7000	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
805447																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4431	337	0	0	43261	3669	6864	10	54556	0	0	0	0	0	0	0	0	0	0	2527	5	69603	1	9134	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
805670																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3767	117	273	1	50173	5467	11806	16	66019	0	0	0	0	0	0	0	0	0	0	4414	8	72944	1	7219	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
805755																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	28911	1473	2203	7	182561	18859	37988	82	251663	0	0	0	0	0	0	0	0	0	0	4036	5	296104	1	34578	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
805858																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3781	95	1105	4	65861	2848	43252	65	113999	0	0	0	0	0	0	0	0	0	0	7457	6	119346	1	9823	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
805876																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	8439	416	255	1	92761	11382	2211	6	103666	0	0	0	0	0	0	0	0	0	0	267	1	134246	1	17425	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
806154																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	18871	820	561	2	154369	17785	47204	76	221005	0	0	0	0	0	0	0	0	0	0	15580	30	244130	1	22574	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
806220																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4503	137	0	0	44137	3049	5708	12	54348	0	0	0	0	0	0	0	0	0	0	969	3	63192	1	6614	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
806846																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	33064	1208	2988	8	397826	27505	131641	251	565519	0	0	0	0	0	0	0	0	0	5765	19695	32	674860	1	63112	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
806958																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	20416	1075	800	2	171114	15385	73100	97	265430	0	0	0	0	0	0	0	0	0	0	9474	15	292192	2	25931	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
807348																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4843	234	0	0	56103	7463	9525	24	70471	0	0	0	0	0	0	0	0	0	0	1266	3	78198	1	7197	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
807432																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7150	262	1884	5	76491	5568	28204	40	113729	0	0	0	0	0	0	0	0	0	0	2717	3	124367	1	11372	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
807656																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5809	215	267	1	89687	13918	68731	63	164494	0	0	0	0	0	0	0	0	0	42	62315	48	201255	1	16521	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
807946																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	323	44	0	0	8038	893	0	0	8360	0	0	0	0	0	0	0	0	0	0	0	0	9599	1	1194	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
807955																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	10679	524	983	2	434215	32908	506256	644	952133	0	0	0	0	0	0	0	0	0	0	319686	289	1074384	1	85980	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
808167																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	21503	1362	1058	2	581184	73950	163896	270	767641	0	0	0	0	0	0	0	0	0	1693	54548	87	912297	1	122105	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
808176																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		3654480	0	379287	12004	17993	52	4966025	298887	4064437	4363	9430079	2338	0	0	0	54941	0	0	0	0	156995	738425	910	11461416	1	997125	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
808260																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		250390	0	45110	1911	2052	6	848889	69401	732554	738	1628604	0	0	0	0	0	0	0	0	0	11878	18937	24	1903647	1	195892	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
808345																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5662	538	0	0	143087	11595	24045	29	172794	0	0	0	0	0	0	0	0	0	0	8771	13	202281	1	6553	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
808354																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4031	273	813	2	39750	3096	8676	19	53270	0	0	0	0	0	0	0	0	0	0	1708	6	67325	1	13369	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
808448																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6673	220	923	3	40691	3915	8717	16	57004	0	0	0	0	0	0	0	0	0	0	1878	3	75976	1	15860	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
808653																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	4758	386	255	1	54291	4360	17596	31	76900	0	0	0	0	0	0	0	0	0	0	3672	7	85400	1	7973	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
809379																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3646	190	0	0	39422	490	11133	28	54201	0	0	0	0	0	0	0	0	0	0	301	1	66816	1	7398	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
809539																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	14892	997	1454	5	189605	22557	52220	87	258171	0	0	0	0	0	0	0	0	0	0	6947	14	288031	1	26433	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
809650																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2168	103	0	0	72410	4345	40760	82	115337	0	0	0	0	0	0	0	0	0	0	7315	11	141057	1	11579	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
809856																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2839	94	0	0	24998	1782	28908	33	56745	0	0	0	0	0	0	0	0	0	0	15006	14	61643	2	4545	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
809940																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	9833	464	1844	4	88647	6334	23410	52	123734	0	0	0	0	0	0	0	0	0	0	16926	38	139138	1	18386	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
810151																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2746	383	0	0	27623	4683	4406	9	34776	0	0	0	0	0	0	0	0	0	0	1026	3	39458	1	3208	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
810544																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	5970	320	0	0	78878	6952	23555	26	108403	0	0	0	0	0	0	0	0	0	0	5433	8	122476	1	9928	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
810553																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	13114	686	257	1	93190	9505	23315	37	129877	0	0	0	0	0	0	0	0	0	0	12016	12	168654	1	20380	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
810900	371838	0	0	0	0	0	0	0	0	0	444799	1	65194	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF	0		0	4711	942	253	1	273188	29457	93686	129											0	12627	21											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
810919																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		1297475	0	181890	17789	5402	13	2081241	261403	1396029	1155	3664562	0	0	0	0	0	0	0	0	0	25347	91891	131	4725586	1	446526	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
811046																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		1004934	0	46865	2823	2964	9	712709	67575	1097295	704	1859833	0	0	0	0	0	0	0	0	0	0	645271	297	2677974	1	220000	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
811279																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	31829	2051	521	2	250314	22730	43021	93	325685	0	0	0	0	0	0	0	0	0	0	5534	10	436155	1	51917	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
811457																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	0	0	0	0	12229	1264	3652	5	15881	0	0	0	0	0	0	0	0	0	0	2249	4	17237	1	1590	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
811541																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3044	122	945	3	41355	3797	6532	17	51876	0	0	0	0	0	0	0	0	0	0	1037	3	64327	2	5625	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
811550																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2024	107	0	0	50117	4913	11355	21	63496	0	0	0	0	0	0	0	0	0	0	0	0	71975	1	6628	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
811747																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	11632	535	1154	4	83044	6710	25038	34	120867	0	0	0	0	0	0	0	0	0	0	9377	10	150508	1	13645	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
811756																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6399	566	258	1	138296	15138	16615	45	161568	0	0	0	0	0	0	0	0	0	0	4027	11	211051	1	21831	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
812164																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14732	1	14368	0	false			true	6895	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF								State Street Bank and Trust Company	
812379																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3736	168	253	1	42443	4108	13737	26	60170	0	0	0	0	0	0	0	0	0	0	341	1	67811	1	7002	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
812436																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	30035	1000	1929	5	240868	14676	118952	176	391784	0	0	0	0	652	0	0	0	0	6678	29330	47	435507	1	37156	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
812557																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	23569	896	1046	3	268951	19721	80959	144	374525	0	0	0	0	0	0	0	0	6000	69	28959	45	463617	1	37181	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
812614																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	11805	805	314	1	108655	12361	16693	33	137467	0	0	0	0	0	0	0	0	0	0	6053	10	163764	2	25665	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
813059																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	1195	141	0	0	23105	1248	3625	9	27926	0	0	0	0	0	0	0	0	0	0	2513	5	31170	1	2676	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
813572																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	24786	867	0	0	302638	18676	12632	36	340056	0	0	0	0	0	0	0	0	12600	8680	1164	3	466996	1	33089	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
813853																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	12896	695	255	1	153728	11792	28532	66	195411	0	0	0	0	0	0	0	0	0	5130	4030	10	238222	1	17248	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
813947																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		116741	0	71194	3796	2601	9	618263	70789	238601	317	930659	0	0	0	0	0	0	0	0	0	945	71904	90	1043548	1	92548	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
814216																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		325380	0	37035	2444	775	2	642473	83365	409323	385	1089606	0	0	0	0	0	0	0	0	0	0	64881	103	1424616	1	117220	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
814355																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2216	148	0	0	19002	1857	4335	11	25553	0	0	0	0	0	0	0	0	0	0	1090	3	29417	1	4814	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
814430																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		1117739	0	13926	1073	1223	4	768537	36354	2139318	1622	2923004	0	0	0	0	0	0	0	0	0	0	765829	588	3970577	1	378613	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
814458																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3388	137	820	3	88322	6707	94877	125	187407	0	0	0	0	0	0	0	0	0	0	45174	46	206797	1	13398	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
814551																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	10376	492	522	2	90416	10662	22742	31	124056	0	0	0	0	0	0	0	0	0	0	6347	10	139751	2	14600	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
814711																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	18532	569	1338	3	181845	16381	48582	90	250297	0	0	0	0	0	0	0	0	0	0	9866	21	285698	1	24651	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
814953																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	16	1	0	0	4479	348	2422	5	6917	0	0	0	0	0	0	0	0	0	0	0	0	8295	1	1643	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
815053																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2445	280	268	1	51320	4789	9703	18	63737	0	0	0	0	0	0	0	0	0	0	3316	7	74499	1	7386	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
815147																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	12598	443	0	0	133925	15756	19274	43	165796	0	0	0	0	0	0	0	0	0	0	2246	5	190033	1	16472	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
815156																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	7991	721	646	2	349642	27810	143785	173	502064	0	0	0	0	0	0	0	0	0	0	45809	68	550275	2	39868	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
815277																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	14514	673	1142	4	72142	2861	1624	4	89422	0	0	0	0	0	0	0	0	0	0	0	0	107508	1	14189	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
815754																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	3744	136	369	1	59743	4036	25251	43	89107	0	0	0	0	0	0	0	0	0	0	1503	4	99972	1	8203	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
816210																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		2947280	0	35251	5969	628	2	2118889	233530	3077829	1513	5232597	0	9840	0	0	0	0	0	0	0	0	1155625	574	6634884	1	763114	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
816256																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	2385	93	0	0	39532	3011	10880	22	52797	0	0	0	0	0	0	0	0	0	0	1653	5	60641	1	7199	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
816304																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	6290	396	274	1	106732	11768	22068	51	135364	0	0	0	0	0	0	0	0	0	0	352	1	169125	1	16399	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
816603																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF		223935	0	133767	6610	10969	28	1434818	180853	572369	653	2151923	0	0	0	0	0	0	0	0	0	220059	227788	189	2961511	1	248160	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
816751																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF			0	577	74	0	0	16261	1358	3764	9	20602	0	0	0	0	0	0	0	0	0	0	1054	3	24533	1	1811	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
