"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	1020	5	20	0	1026	31	0				0	
242	185	11	3	0	184	13	0				0	
279	971	-42	75	0	953	15	0			0	0	
354	124	75	10	0	113	74	0				0	
457	516	20	0	0	501	5	0				0	
505	4839	799	81	0	4040	81	0				0	
1155	3153	845	109	0	2263	64	0				0	
1351	1200	606	74	0	1200	680	0				0	
1454	3364	60	85	0	3440	221	0				0	
1557	930	930	31	0	934	965	0				0	
1669	2900	74	20	0	2902	96	0				0	
1856	580	1248	65	0	979	1712	0				0	
2040	2762	0	81	0	3010	329	0				0	
2161	949	429	23	0	1150	653	0			0	0	
2376	30402	0	576	0	29877	51	0			0	0	
2554	155	25	0	0	130	0	0				0	
2732	4539	800	68	0	3878	207	0				0	
2750	861	0	216	0	646	1	0				0	
3252	3691	1800	346	0	2936	1391	0				0	
3458	443	60	21	0	384	22	0				0	
3720	1640	63	21	0	1726	170	0				0	
3971	10362	2657	1163	0	9880	3338	0				0	
4156	2008	0	22	0	2013	27	0				0	
4231	613	70	33	0	663	153	0				0	
4839	4425	1460	13	0	5094	2142	0				0	
5069	12665	-789	0	0	13454	0	0				0	
5135	4410	745	232	0	4144	711	0				0	
5210	13976	0	243	0	14194	461	0			0	0	
5461	6133	0	812	0	5385	64	0				0	
5751	2084	615	106	0	1645	282	0				0	
6039	2770	800	143	0	2934	1107	0			0	0	
6141	276	40	55	0	318	137	0				0	
6329	9650	8200	1416	0	8924	8890	0				0	
7009	0	0	0	0	0	0	0				0	
7045	1033	360	115	0	860	302	0			0	0	
7072	2001	375	109	0	1735	218	0				0	
7456	850	120	20	0	749	39	0				0	
7634	991	120	49	0	923	101	0				0	
8033	1249	369	12	0	1244	376	0				0	
