"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFD3368	RCFD3632	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCON3368	RCON3632	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWP793	RCOWP870	
670878																																																																																																		393930	60110									
671053																																																																																																		47558	2471									
671147																																																																																																		325655	20327									
671334																																																																																																		1394818	90822									
671370																																																																																																		217699	15269									
671464																																																																																																		6536129	397705									
671558																																																																																																		561422	50459									
671576																																																																																																		7917491	-423578									
671857																																																																									0																									34786	59									
672041																																																																																																		20430	1427									
672238																																																																																																		63400	6715									
672247																																																																																																		153088	9289									
672537																																																																																																		248533	22765									
672573																																																																																																		178666	23455									
673132																																																																																																		514918	50379									
673244																																																																																																		107382	6919									
673431																																																																																																		547834	36228									
673440																																																																																																		4375355	461588									
673477																																																																																																		36031	9440									
673851																																																																																																		104599	4822									
673909																																																																																																		1378604	99250									
674344																																																																																																		68572	5303									
674849																																																																																																		634584	34129									
675042																																																																																																		99231	5540									
675051																																																																																																		105847	1163									
675079																																																																																																		93166	4285									
675248																																																																																																		77016	4515									
675332																																												172689855	8640936																																																															
675341																																																																																																		36182	2352									
675659																																																																																																		118872	5232									
675855																																																																																																		36179	-133									
675949																																																																																																		357651	20692									
676049																																																																																																		190238	17367									
676076																																																																																																		88148	24719									
676151																																																																																																		229882	3930									
676160																																												1394044	-35529																																																															
676245																																																																																																		120608	7765									
676478																																																																																																		581686	20566									
676656																																												13466941	161935																																																															
677176																																																																																																		4528646	236406									
677354																																																																																																		87128	5041									
677448																																																																																																		108004	9816									
677644																																																																									0																									649147	53539									
677756																																																																																																		83283	5410									
677970																																																																																																		134544	12581									
678043																																																																																																		252914	20063									
678052																																																																																																		34009	84									
678070																																																																																																		324473	77407									
678258																																																																																																		53780	1573									
678454																																																																																																		138920	9902									
678557																																																																																																		91642	10172									
678575																																																																																																		38592	3144									
678717																																																																																																		1275913	19224									
678744																																																																																																		206845	5885									
679246																																																																																																		60216	2726									
679451																																																																																																		52394	1686									
679648																																																																																																		83540	8334									
679826																																																																																																		1206324	53836									
680055																																																																																																		284391	17505									
680130																																																																									0																									398636	34051									
680354																																																																																																		849540	2445									
680457																																																																																																		481672	52559									
680747																																																																																																		104657	13133									
680813																																																																																																		1123794	69174									
680952																																																																																																		40178	2225									
681043																																																																																																		79022	6023									
681249																																																																																																		29549	2018									
682143																																																																																																		464402	27759									
682479																																																																																																		95728	11210									
682545																																																																																																		74762	4305									
682563																																																																																																		23915016	1330882									
682611																																																																																																		18373037	576840									
682648																																																																																																		146412	13149									
683449																																																																																																		317246	39686									
683814																																																																																																		168378	19229									
684455																																																																																																		204430	8731									
685023																																																																																																		86461	7577									
685368																																																																																																		186161	21578									
685555																																																																									0																									179900	4428									
685649																																																																																																		234300	14014									
685658																																																																																																		346522	9900									
685676																																																																																																		509429	30651									
685733																																																																																																		41985	3048									
685779																																																																																																		304616	-7797									
686459																																																																																																		138650	2818									
686570																																																																																																		46532	4917									
686655																																																																																																		259918	12140									
686758																																																																																																		132230	17646									
686963																																																																																																		98086	5865									
687009																																																																																																		3311014	92915									
687054																																																																																																		53905	2054									
687072																																																																																																		556037	-18423									
687250																																																																																																		29778	1362									
687474																																																																																																		313232	28951									
687830																																																																																																		63212	2443									
687951																																																																																																		850771	49837									
688079																																																						1846000	116000	121000	0.1247	0.2019	0.1886	1725000	9144700	13828000	-33000	271000	1461000	0.1886	0	0	1725000	0	0	0	0	0	0	1725000	0	0	0	0	0	0	1725000	0	0	0	0	0	0	0	0	0	121000	0	0	5000	0	14099000	297000									
688257																																																																																																		267869	10564									
688453																																																																																																		61988	3878									
688556																																																																																																		100500	6728									
689209																																																																																																		1343648	0									
689357																																																																																																		349285	1075									
689759																																																																																																		88305	460									
691042																																																																																																		50529	4101									
691556																																																																																																		200053	8388									
691743																																																																																																		68493	7782									
691958																																																																									0																									276063	2440									
692450																																																																																																		126129	14332									
692478																																																																																																		143516	3916									
692704																																																																																																		86866	17377									
692946																																																																																																		258380	113									
693073																																																																																																		25945	4180									
693224																																																																																																		4172537	235733									
693345																																																																																																		2940847	310500									
693662																																																																																																		1459298	80400									
693952																																																																																																		169437	14535									
694146																																																																																																		27211	2296									
694771																																																																																																		27037	2587									
694847																																																																																																		271401	14486									
694904																																																																																																		43289182	2649766									
695077																																																																																																		195821	-10764									
695134																																																																																																		234725	-4293									
695349																																																																																																		236244	9597									
695648																																																																																																		36897	1017									
695732																																																																																																		59219	-6439									
695947																																																																																																		60794	7582									
696047																																																																																																		96532	10645									
696168																																																																																																		204191	29295									
696430																																																																																																		594375	42117									
696551																																																																																																		55317	510									
696645																																																																																																		104903	7025									
697035																																																																																																		68323	419									
697147																																																																																																		307032	14454									
697156																																																																																																		158256	14329									
697231																																																																																																		362943	42201									
697633																			0																									72727360	-3610148																																																															
697754																																																																																																		1181638	87448									
697763																																																																																																		4848755	24830									
697950																																																																																																		42651	1905									
697978																																																																																																		1003956	55326									
698144																																																																																																		644547	43766									
698546																																																																																																		103257	5618									
698649																																																																																																		220864	14995									
698957																																																																																																		76606	2905									
699105																																																																																																		470631	6027									
699132																																																																																																		859158	11681									
699253																																																																																																		66341	6428									
699534																																																																																																		387307	19354									
699552																																																																																																		299442	7689									
700140																																																																																																		38146	77									
700252																																																																																																		87682	6201									
700430																																																																																																		130662	3921									
700458																																																																																																		105377	3566									
700672																																																																																																		461753	16986									
700739																																																																																																		144381	11312									
701062																																																																																																		4768432	-357617									
701222																																																																																																		610435	37343									
701259																																																																																																		417022	29074									
701736																																																																																																		1716587	-4423									
701839																																																																																																		429629	-3883									
701857																																																																																																		33435	2199									
701950																																																																																																		204603	18401									
702050																																																																																																		11934	894									
702117																																																																																																		7578575	365777									
702359																																																																																																		115849	2981									
702612																																																																																																		699087	16786									
702676																																																																																																		177116	22604									
702836																																																																																																		110551	10314									
702911																																																																																																		412849	35037									
702966																																																																																																		40624	2993									
703039																																																																																																		100938	3624									
703552																																																																																																		465515	15062									
703767																																																																																																		1127906	47333									
704447																																																																																																		67013	5874									
704559																																																																																																		1206389	19608									
704737																																																																																																		535203	-108497									
704755																																																																																																		669746	-12368									
705378																																																																																																		51780	4652									
705444																																																																									0																									176247	9600									
705556																																																																									0																									158540	16615									
705565																																																																																																		76936	3408									
705958																																																																																																		146726	10481									
706030																																																																																																		26652	-364									
706058																																																																																																		74767	9230									
706151																																																																																																		166823	2566									
706236																																																																									0																									103905	12633									
706254																																																																																																		204393	15503									
706450																																																																																																		28863	-837									
706656																																																																																																		138891	13374									
707354																																																																																																		1682663	96884									
707877																																																																																																		297929	44571									
708164																																																																																																		351234	1399									
708333																																																																																																		123254	16568									
708379																																																																																																		181377	8149									
708454																																																																																																		245018	18760									
708753																																																																																																		29623	3651									
709031																																																																									0																									101175	-8546									
709143																																																																																																		431371	7310									
709358																																																																																																		135019	-10429									
709451																																																																																																		136403	11066									
709554																																																																																																		182677	10566									
709602																																																																																																		1416125	92143									
709639																																																																																																		339038	41064									
709648																																																																																																		217783	15038									
709956																																																																																																		86888	5743									
710176																																																																																																		157322	7510									
710859																																																																																																		319857	19863									
711472																																												1356093	82611																																																															
711520																																																																																																		115889	7805									
711548																																																																																																		257327	10727									
711753																																																																																																		71591	1281									
711801																																																																																																		459227	56981									
712031																																																																																																		375946	-25509									
712059																																																																									0																									563172	26890									
712273																																																																																																		347657	48213									
712648																																																																																																		128229	9778									
712956																																																																																																		215272	19745									
713047																																																																																																		38727	1673									
713074																																																																																																		5427	738									
713140																																																																																																		62014	3104									
713252																																																																																																		89178	4539									
713476																																																																																																		426685	39394									
713926																																																																																																		559674	36097									
714165																																																																																																		57586	7171									
714437																																																																									0																									92524	7280									
714839																																																																																																		132633	5768									
714978																																																																																																		296238	30605									
715032																																																																																																		52854	479									
715050																																																																																																		218693	6079									
715144																																																																																																		270262	20914									
715340																																																																																																		203843	-2751									
715470																																																																									0																									39777	6259									
715630																																																																																																		190517	31929									
715751																																																																																																		69023	4366									
715872																																																																																																		258690	12311									
715975																																																																																																		97254	10007									
716374																																																																																																		448304	33005									
716413																																																																																																		5520859	364772									
716655																																																																																																		537971	-14240									
716833																																																																																																		1523786	70191									
716851																																																																																																		181488	9877									
716954																																																																																																		163736	14079									
717232																																																																																																		81951	9984									
717513																																																																																																		201691	5679									
717670																																																																																																		40312	7879									
717737																																																																																																		849986	62593									
717924																																																																																																		2203904	104052									
718079																																																																																																		155432	5326									
718145																																																																																																		507208	45543									
718275																																																																																																		116970	9879									
718538																																																																																																		235163	22857									
718547																																																																																																		152891	14227									
718556																																																																																																		87668	7023									
719030																																																																																																		64480	6335									
719441																																																																																																		242772	11303									
719610																																																																																																		146401	21270									
719656																																																																																																		303891	20702									
719955																																																																																																		331439	4293									
719964																																																																																																		85854	5455									
720157																																																																																																		29948	3478									
720344																																																																																																		117584	5157									
720746																																																																																																		249195	22378									
720858																																																																																																		91822	5315									
720951																																																																																																		207613	10878									
721350																																																																																																		293454	16249									
721574																																																																																																		31351	3574									
721752																																																																																																		57903	4159									
721949																																																																																																		472735	14918									
722227																																																																																																		39364	-935									
722432																																																																																																		250818	27115									
722544																																																																																																		1372249	212099									
722777																			0																									74574223	-238593																																																															
722816																																																																																																		700187	48189									
723112																			0																									125459743	4113210																																																															
723158																																																																																																		101440	6729									
723550																																																																																																		63375	5325									
723653																																																																																																		156343	13435									
723710																																																																																																		758520	62020									
723747																																																																																																		47854	10634									
723756																																																																																																		46086	3224									
723822																																																																																																		171702	12550									
723868																																																																																																		175107	13456									
724230																																																																																																		244130	25354									
724548																																																																																																		87879	10917									
724744																																																																																																		341315	18017									
724904																																																																																																		206213	-20113									
724940																																																																																																		43489	4641									
725077																																																																																																		170088	14251									
725376																																																																																																		37711	7460									
725732																																												1430434	63120																																																															
725741																																																																																																		114997	9410									
725844																																																																																																		56731	-934									
725853																																																																																																		157019	6171									
726234																																																																																																		424369	29006									
726458																																																																																																		64407	5383									
726953																																																																																																		228915	13914									
727156																																																																																																		51006	1224									
727174																																																																																																		826005	80357									
727343																																																																																																		73900	6406									
727455																																																																																																		189746	4015									
727473																																																																																																		2112230	-168503									
728452																																																																									0																									128597	8265									
728742																																																																																																		696137	36228									
728948																																																																																																		349883	24735									
728957																																																																																																		170605	1825									
729011																																																																																																		358910	14545									
729057																																																																																																		103353	3835									
729132																																												764063	16339																																																															
729178																																																																																																		175789	10919									
729310																																																																																																		509664	30486									
729459																																																																																																		76299	2005									
729570																																																																																																		38402	14264									
729842																																																																																																		140370	8783									
729945																																																																																																		137415	2098									
730446																																																																																																		148193	9114									
730745																																																																																																		28027	2942									
731050																																																																																																		143377	1959									
731247																																																																																																		2164074	216922									
731957																																																																																																		22790	2146									
732178																																																																																																		221350	1124									
732253																																																																																																		91544	2311									
732459																																																																																																		76007	3189									
732637																																																																																																		84629	8349									
732758																																																																																																		329880	25188									
732918																																																																																																		880325	67863									
732954																																																																																																		64234	7052									
733054																																																																																																		576379	42300									
733540																																																																																																		23510	361									
733559																																																																																																		35126	1635									
733661																																																																																																		26518	24392									
733755																																																																																																		66426	5308									
733951																																																																																																		112946	4793									
734051																																																																																																		54713	84									
734248																																																																																																		292687	16749									
734350																																																																																																		298167	15924									
734538																																																																																																		809616	27375									
734613																																																																																																		255856	34938									
735049																																																																																																		60065	6214									
735067																																																																																																		110665	766									
735142																																																																																																		43252	2871									
735357																																																																																																		17007	1098									
735414																																																																									0																									55712	4631									
735441																																																																																																		652202	69712									
735656																																																																									0																									87270	6119									
735768																																																																																																		593798	24328									
735973																																																																																																		91843	11476									
736158																																																																																																		36766	567									
736206																																																																																																		1486942	83404									
736448																																																																																																		951335	29028									
736550																																																																																																		244923	10487									
736662																																																																																																		132769	2109									
737548																																																																																																		497870	39436									
737632																																																																																																		309563	-34361									
738013																																																																																																		657637	59344									
738040																																																																																																		1265984	103142									
