"IDRSSD"	RCON9224	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
	ID_LEI	MICR9999REPORT DATE	NM_LGL	ID_FDIC_CERT	CITY	STATE_ABBR_NM	ZIP CODE	
3150205		20190331	Worthington National Bank	57414	Arlington	TX	760107112	
3150447	549300INFJ8TYNZ1G568	20190331	Charles Schwab Bank	57450	Henderson	NV	89074	
3151417		20190331	Maple Bank	57581	Champlin	MN	55316	
3153233		20190331	Metropolitan Capital Bank and Trust	57488	Chicago	IL	60611	
3153297		20190331	FIRST COMMERCE BANK	57465	LEWISBURG	TN	37091	
3153345		20190331	Victory Community Bank	57277	Ft Mitchell	KY	41017	
3154780		20190331	Horizon Community Bank	57411	Lake Havasu City	AZ	86403	
3158546	254900KI7219LQKCI772	20190331	First Western Trust Bank	57607	Denver	CO	80202	
3160978	5493008SW1LBUJBOD283	20190331	Integrity Bank & Trust	57587	Monument	CO	80132	
3165357	549300Z6RK4QCIMZJD44	20190331	Community First Bank of Indiana	57511	Kokomo	IN	46901	
3166699		20190331	Tolleson Private Bank	57522	Dallas	TX	75205	
3174920		20190331	Citizens Bank & Trust	57483	Guntersville	AL	35976	
3177426		20190331	First Capital Bank	57552	Germantown	TN	38138	
3180136		20190331	Independence Bank	57379	East Greenwich	RI	2818	
3184228		20190331	Falcon National Bank	57603	Foley	MN	56329	
3185579		20190331	Clarion County Community Bank	57624	Clarion	PA	162141053	
3185896		20190331	TRINITY BANK N.A.	57543	FORT WORTH	TX	76107	
3187395		20190331	Willamette Community Bank	57513	Albany	OR	97321	
3187612	549300AF1DMBPMDRP146	20190331	Arizona Bank & Trust	57620	Phoenix	AZ	85016	
3187630		20190331	Congressional Bank	57614	Bethesda	MD	20817	
3188712	549300KZG9TK7W7BIM68	20190331	Fox River State Bank	57504	Burlington	WI	53105	
3189063		20190331	COMMERCIAL BANK OF CALIFORNIA	57417	Irvine	CA	92612	
3194638		20190331	Seacoast Commerce Bank	57428	San Diego	CA	92128	
3194692		20190331	Traditions Bank	57554	Cullman	AL	35055	
3199811		20190331	Heritage Bank of the Ozarks	57576	Lebanon	MO	65536	
3202702		20190331	Optum Bank	57408	Salt Lake City	UT	84120	
3202962		20190331	Fidelity Bank	57621	Wichita Falls	TX	76308	
3203996		20190331	1st Equity Bank Northwest	57611	Buffalo Grove	IL	60089	
3211937		20190331	Texstar National Bank	57704	Universal City	TX	78148	
3212149	549300GWD9H4FQ2VR805	20190331	UBS Bank USA	57565	Salt Lake City	UT	84111	
3212402		20190331	Pacific City Bank	57463	Los Angeles	CA	90010	
3213333		20190331	COMMUNITY BANK OF GEORGIA	57579	BAXLEY	GA	31513	
3213735	549300N2NK53OS5UNA66	20190331	First Financial Trust & Asset Management Co NA	57757	Abilene	TX	79601	
3214059	5493001T4HNHMIGHVT77	20190331	Avidbank	57510	San Jose	CA	95112	
3216017	549300FOO7XNZ1564N12	20190331	Beverly Bank and Trust Co NA	57701	Chicago	IL	60643	
3216316		20190331	American Continental Bank	57444	City of Industry	CA	91748	
3217331	549300FJRQ7KMJ2TQQ84	20190331	The Hometown Bank of Alabama	57540	Oneonta	AL	35121	
3217957		20190331	Mainstreet Community Bank of Florida	57598	Deland	FL	32720	
3218280	549300SG27D8H0896J72	20190331	Oculina Bank	57559	Vero Beach	FL	32967	
3219269		20190331	Members Trust Company	57470	Tampa	FL	33637	
3220863		20190331	Continental Bank	57571	Salt Lake City	UT	84101	
3221468		20190331	Veritex Community Bank	57665	Dallas	TX	75225	
3223305		20190331	1st State Bank	57626	Saginaw	MI	48604	
3223408		20190331	Homeland Community Bank	57632	McMinnville	TN	37110	
3223417	549300K25LF5SIJKLD23	20190331	Gateway Bank	57644	Mendota Heights	MN	55118	
3224302		20190331	First Southwest Bank	57741	Alamosa	CO	81101	
3224375		20190331	Golden State Bank	57585	Glendale	CA	91203	
3224478		20190331	HERITAGE COMMUNITY BANK	57656	GREENEVILLE	TN	37745	
3224580	549300N7V1Z1DZSRV556	20190331	Comenity Capital Bank	57570	Salt Lake City	UT	84121	
3228908		20190331	Medallion Bank	57449	Salt Lake City	UT	84121	
3229642	549300HR275MEUDIFB90	20190331	American Investors Bank And Mortgage	57695	Eden Prairie	MN	55344	
3229875		20190331	FIRST NATIONAL TRUST COMPANY	57793	HERMITAGE	PA	16148	
3232204	5493008G1MFZT6ZVIK41	20190331	POPPY BANK	57903	SANTA ROSA	CA	95401	
3232370		20190331	First National Bank of Decatur County	57694	Bainbridge	GA	39819	
3235410		20190331	Santa Cruz County Bank	57591	Santa Cruz	CA	95060	
3243282		20190331	Summit Bank	57706	Eugene	OR	97401	
3247589		20190331	Redwood Capital Bank	57610	Eureka	CA	95501	
3248849		20190331	Mainstreet Bank	57742	Fairfax	VA	22030	
3253834		20190331	Lakeview Bank	57785	Lakeville	MN	55044	
3254297		20190331	Bank Of Walker County	57640	Jasper	AL	35501	
3262788	5493004IEEY3EWUVQH38	20190331	Cedarstone Bank	57684	Lebanon	TN	37087	
3266825		20190331	AMERANT TRUST, NATIONAL ASSOCIATION	57852	Coral Gables	FL	33134	
3267738		20190331	Valliance Bank	57841	Oklahoma City	OK	73118	
3268173		20190331	EMIGRANT MERCANTILE BANK	57834	NEW YORK	NY	10017	
3268249		20190331	Greene County Commercial Bank	57710	Catskill	NY	12414	
3270046		20190331	VISIONBank	57892	Fargo	ND	58103	
3271799		20190331	Meridian Bank	57777	Malvern	PA	19355	
3271986		20190331	Timberline Bank	57857	Grand Junction	CO	81505	
3272956	549300I0X310UO0GSO83	20190331	American Commerce Bank, National Association	57686	Bremen	GA	30110	
3274709	549300EPUJMYHHCZPS30	20190331	Coastalstates Bank	57756	Hilton Head Island	SC	29928	
3275939	5493000V7431YLIMOX56	20190331	National Bank of Commerce	57764	Birmingham	AL	35209	
3276543		20190331	Alliance Bank & Trust Company	57733	Gastonia	NC	28052	
3277241		20190331	Empire State Bank	57672	Newburgh	NY	12550	
3280625		20190331	Providence Bank & Trust	57754	South Holland	IL	60473	
3281510		20190331	United Business Bank	57716	Walnut Creek	CA	94596	
3282012		20190331	PEOPLESTRUST BANK	57569	HAMILTON	AL	35570	
3282021		20190331	First Madison Bank & Trust	57898	Colbert	GA	30628	
3282692		20190331	FIRST SOUND BANK	57799	SEATTLE	WA	98104	
3282852		20190331	Howard Bank	57776	Baltimore	MD	21224	
3284070		20190331	Ally Bank	57803	Sandy	UT	84070	
3284100		20190331	Maryland Financial Bank	57821	Towson	MD	21204	
3284397	254900OZWU5GT0UJGT30	20190331	Beal Bank USA	57833	Las Vegas	NV	89134	
3284445		20190331	T Bank, N.A.	57703	Dallas	TX	75248	
3284490		20190331	Sterling Bank	57813	Poplar Bluff	MO	63901	
3285246		20190331	FIRST STATE BANK	57910	NASHUA	IA	50658	
3285778		20190331	Nantahala Bank & Trust Company	57784	Franklin	NC	28734	
3286999		20190331	Bank Of Grand Lake	57915	Grove	OK	74344	
3287660		20190331	Toyota Financial Savings Bank	57542	Henderson	NV	89074	
3288452	549300TGWKRP2P13MO72	20190331	Paragon Bank	57874	Memphis	TN	38119	
3290240		20190331	Truxton Trust Company	57825	Nashville	TN	37205	
3293540		20190331	Pacific Valley Bank	57740	Salinas	CA	93901	
3296859		20190331	One World Bank	57901	Dallas	TX	75229	
3297490	549300G7KW08JJ121L78	20190331	Texas Brand Bank	57922	Dallas	TX	75204	
3302312		20190331	Bank of Santa Clarita	57816	Santa Clarita	CA	91355	
3303298	DRMSV1Q0EKMEXLAU1P80	20190331	Citizens Bank, National Association	57957	Providence	RI	02903	
3303917		20190331	Rockford Bank And Trust Company	57927	Rockford	IL	61107	
3303944	549300PN2IZ8DZZQQI91	20190331	Pacific West Bank	57872	West Linn	OR	97068	
3303953		20190331	Pioneer Commercial Bank	57849	Albany	NY	12211	
3306280		20190331	Legacy National Bank	57953	Springdale	AR	72762	
3306598		20190331	United Citizens Bank of Southern Kentucky	57867	Columbia	KY	42728	
3308529		20190331	Bank Of Bozeman	57952	Bozeman	MT	59718	
3308574		20190331	Paramount Bank	57884	Hazelwood	MO	63042	
3309393		20190331	1st Trust Bank, Inc.	57869	Hazard	KY	41701	
3309571		20190331	Prime Alliance Bank	57920	Woods Cross	UT	84087	
3310287		20190331	Bessemer Trust Company of Delaware, N.A.	58011	Wilmington	DE	19801	
3312124		20190331	VisionBank	58000	Topeka	KS	66614	
3313943		20190331	ReconTrust Company, National Association	58026	Simi Valley	CA	93063	
3314043	254900G7NNSN8LRSPM89	20190331	First Resource Bank	58039	Lino Lakes	MN	55014	
3314119		20190331	Freedom Bank	58010	Columbia Falls	MT	59912	
3316739		20190331	Southern Trust Bank	57897	Goreville	IL	62939	
3317192		20190331	1St Advantage Bank	57899	Saint Peters	MO	63376	
3317932	549300X03SL4SM0F3U87	20190331	ConnectOne Bank	57919	Englewood Cliffs	NJ	7632	
3320576		20190331	EH NATIONAL BANK	57734	Beverly Hills	CA	90211	
3320781		20190331	Two Rivers Bank & Trust	58013	Burlington	IA	52601	
3322468	549300BDIWM8KEZVJX57	20190331	Verus Bank Of Commerce	58025	Fort Collins	CO	80525	
3325759		20190331	Sonabank	57968	Glen Allen	VA	23060	
3335301		20190331	People's Bank and Trust Company of Clinton County	58172	Albany	KY	42602	
3337097		20190331	Commonwealth Business Bank	57873	Los Angeles	CA	90010	
3340725		20190331	Quontic Bank	57807	Astoria	NY	11106	
3340903		20190331	Legacy State Bank	57882	Loganville	GA	30052	
3341393		20190331	Flint Community Bank	58074	Albany	GA	31721	
3342671		20190331	Anchor Bank	57931	Juno Beach	FL	33408	
3343146		20190331	Sumner Bank & Trust	57954	Gallatin	TN	37066	
3344321	254900J67JRUY8SSE075	20190331	Tradition Capital Bank	58057	Edina	MN	55435	
3345065		20190331	Freedom Bank	57945	St Petersburg	FL	33701	
3346268		20190331	SAVIBANK	57978	Burlington	WA	98233	
3346633		20190331	Eagle Bank	58282	Polson	MT	59860	
3347603		20190331	Eclipse Bank, Inc.	58049	Louisville	KY	40207	
3347911	549300DRKDRXN7POBN12	20190331	Austin Capital Bank Ssb	58082	Austin	TX	78757	
3348468	549300HX04TQZO5URB98	20190331	PEACH STATE BANK & TRUST	57923	GAINESVILLE	GA	30501	
3348888	549300XSS1CPK8G7B851	20190331	SERVISFIRST BANK	57993	BIRMINGHAM	AL	35209	
3349241		20190331	First Resource Bank	57967	Exton	PA	19341	
3350658		20190331	First Vision Bank of Tennessee	58201	Tullahoma	TN	37388	
3350724		20190331	Signature Bank of Arkansas	89	Fayetteville	AR	727030010	
3351440		20190331	Main Street Bank	57878	Bingham Farms	MI	48025	
3353154		20190331	BMO Harris Central National Association	58216	Roselle	IL	60172	
3353266		20190331	Southern Bank & Trust	58143	Clarkesville	GA	30523	
3354599		20190331	St. Louis Bank	58018	Town And Country	MO	63017	
3356191	54930069UB3VEGAQ9661	20190331	BRYANT BANK	57997	TUSCALOOSA	AL	35406	
3357077		20190331	Visionbank	58063	Saint Louis Park	MN	55416	
3357219		20190331	OPEN BANK	57944	LOS ANGELES	CA	90017	
3357385	549300LNRX7MXJSBA163	20190331	Bank Of San Francisco	58069	San Francisco	CA	94105	
3357620	213800YZ9JIXS1NF1M60	20190331	HSBC Trust company (Delaware) NA	58188	Wilmington	DE	19801	
3357910		20190331	HomeTown Bank	58163	Roanoke	VA	24011	
3357947		20190331	Connections Bank	58076	Kirksville	MO	63501	
3358270		20190331	Huron Valley State Bank	57990	Milford	MI	48381	
3363975		20190331	BISCAYNE BANK	57973	Coconut Grove	FL	33133	
3366239	5493001UU04U3T40J822	20190331	Commerce State Bank	58020	West Bend	WI	53095	
3368635		20190331	Paradise Bank	58030	Boca Raton	FL	33431	
3368925		20190331	Spring Bank	58668	Bronx	NY	10452	
3370133	549300EFTJEXF8NJW318	20190331	Sunrise Bank	58029	Cocoa Beach	FL	32931	
3370357		20190331	Valley Bank Of Nevada	57933	North Las Vegas	NV	89031	
3370384		20190331	NorthSide Bank	57994	Adairsville	GA	30103	
3371309		20190331	STC Capital Bank	58127	St. Charles	IL	60174	
3374234		20190331	Riverland Bank	58106	Jordan	MN	55352	
3374382		20190331	Triad Bank	58121	Frontenac	MO	63131	
3374403	549300BY08MY8QNSPU50	20190331	Bank of Belleville	58114	Belleville	IL	62220	
3374412		20190331	Oakstar Bank	58115	Springfield	MO	65807	
3374878	549300FQO5YYLKGJU246	20190331	First Choice Bank	57966	Cerritos	CA	90703	
3376733	549300QLL0WGOPA6R131	20190331	LincolnWay Community Bank	57971	New Lenox	IL	60451	
3377235		20190331	Centrust Bank, National Association	58158	Northbrook	IL	600621230	
3378773		20190331	BRIDGEWATER BANK	58210	BLOOMINGTON	MN	55431	
3382547	5493002X5NZEFTXDQX13	20190331	Department Stores National Bank	58180	Sioux Falls	SD	57104	
3383599		20190331	Pinnacle Bank	58186	Scottsdale	AZ	85260	
3383665		20190331	First Missouri State Bank of Cape County	58230	Cape Girardeau	MO	63703	
3384372	549300WB1KDYDW5IRX09	20190331	FortuneBank	58107	Arnold	MO	63010	
3384952	549300SQ82MLLWN3PD61	20190331	Idaho First Bank	58095	McCall	ID	83638	
3385744		20190331	Noblebank & Trust	58111	Anniston	AL	36201	
3386143		20190331	Liberty First Bank	58274	Monroe	GA	30655	
3386264	549300R7PKVEGTSLIF76	20190331	FIRST GENERAL BANK	58060	ROWLAND HEIGHTS	CA	91748	
3386536		20190331	SouthPoint Bank	58088	Birmingham	AL	35243	
3386983		20190331	Summit Bank of Kansas City	1627	Lee's Summit	MO	64086	
3387140	5493004PS1SV9U72I886	20190331	United Republic Bank	58359	Omaha	NE	68022	
3388165		20190331	Noah Bank	58196	Elkins Park	PA	19027	
3388482		20190331	American Riviera Bank	58281	Santa Barbara	CA	93101	
3390337		20190331	California Business Bank	58037	Irvine	CA	92602	
3390627		20190331	Signature Bank Of Georgia	58103	Sandy Springs	GA	30328	
3391718	254900A96XUDILENXL30	20190331	Belmont Bank & Trust Company	58165	Chicago	IL	60634	
3392975		20190331	Freedom Bank	58292	Overland Park	KS	66223	
3393851		20190331	Putnam 1st Mercantile Bank	58079	Cookeville	TN	38501	
3394278	91HLU2VPP7Q03WTUCB02	20190331	Sallie Mae Bank	58177	Salt Lake City	UT	84101	
3394380		20190331	California International Bank, N.A.	57974	Westminster	CA	92683	
3395293		20190331	Triumph Bank	58227	Memphis	TN	38119	
3397233		20190331	Solera National Bank	58534	Lakewood	CO	80226	
3398100		20190331	Presidio Bank	58325	San Francisco	CA	94104	
3398623	549300TUGV15PJJSFC84	20190331	Fresno First Bank	58090	Fresno	CA	93711	
3401970		20190331	First Bank	58481	Hamilton	NJ	08690	
3402913		20190331	Banesco Usa	57815	Coral Gables	FL	33134	
3404207	54930010ZG6EHTCJ1L21	20190331	Old Plank Trail Community Bank NA	58314	New Lenox	IL	60451	
3404373		20190331	First Commerce Bank	58054	Lakewood	NJ	8701	
3404467		20190331	First National Bank of Michigan	58259	Kalamazoo	MI	49007	
3404506	54930084GJFEXBIOGU45	20190331	Providence Bank	58239	Rocky Mount	NC	27804	
3404999		20190331	Flagship Community Bank	58113	Clearwater	FL	33761	
3407084	549300AOIO8T2YCYTS56	20190331	LCA Bank Corporation	58148	Park City	UT	84098	
3408728	54930045J8O98TUGTW86	20190331	Business First Bank	58228	Baton Rouge	LA	70801	
3410141	549300QLZWERAXKGEP54	20190331	Bank Of Lexington, Inc.	58164	Lexington	KY	40503	
3411773		20190331	First Farmbank	58508	Greeley	CO	80634	
3412417		20190331	Jonah Bank Of Wyoming	58396	Casper	WY	82601	
3415454	549300TGP3T5TV8DU268	20190331	The Bank & Trust of Bryan/College Station	58249	Bryan	TX	77805	
3415463	5493000OSHAMQLBTVW64	20190331	Reliant Bank	58366	Brentwood	TN	37027	
3419416		20190331	John Marshall Bank	58243	Reston	VA	20190	
3424483		20190331	TRINITY BANK	58206	DOTHAN	AL	36301	
3425725		20190331	Beartooth Bank	58199	Billings	MT	59106	
3428258	549300RU4FG8BPMQYM84	20190331	Laurel Road Bank	58257	Darien	CT	06820	
3429219		20190331	Heritage Bank & Trust	58220	Columbia	TN	38401	
3429282		20190331	First Bank of the Palm Beaches	58152	West Palm Beach	FL	33401	
3433047	549300SM6EJ5M7G8GP62	20190331	The Commerce Bank	58279	Evansville	IN	47715	
3435948		20190331	Northern California National Bank	58224	Chico	CA	95926	
3437148	549300HUJ6V0QTROHW53	20190331	First Freedom Bank	58208	Lebanon	TN	370880100	
3437157		20190331	River Bank & Trust	58255	Prattville	AL	36066	
3437166	549300GGCODNBIXJ4705	20190331	Patriot Community Bank	58133	Woburn	MA	01801	
3437456	254900TM81D0YC1B9584	20190331	Metro City Bank	58181	Atlanta	GA	30340	
3437483	5493004KJY6OLD32A603	20190331	Signature Bank	58264	Rosemont	IL	60018	
3438060		20190331	Providence Bank	58189	Alpharetta	GA	30004	
3438958		20190331	RiverBank	58322	Spokane	WA	99202	
3440803		20190331	Golden Valley Bank	58278	Chico	CA	95926	
3440830	54930046358D5EC2R282	20190331	Texas Citizens Bank, National Association	58319	Pasadena	TX	77505	
3441677		20190331	E*TRADE Savings Bank	58119	Arlington	VA	22203	
3443345		20190331	BANK OF NEW JERSEY	58175	FORT LEE	NJ	7024	
3444539		20190331	Legacy Bank Of Florida	58247	Boca Raton	FL	33431	
3445460		20190331	Western States Bank	58395	Laramie	WY	82070	
3445901	549300TQIZ85N2EIS783	20190331	River City Bank	58289	Rome	GA	30165	
3446225		20190331	Table Rock Community Bank	58300	Kimberling City	MO	65686	
3446636	5493006GBLIRNKHYD764	20190331	Aquesta Bank	58296	Cornelius	NC	28031	
3446784		20190331	Community Bank Delaware	58311	Lewes	DE	199580742	
3447576	549300ijb00vm6h8pp97	20190331	American Momentum Bank	58309	College Station	TX	77845	
3447772		20190331	Ohana Pacific Bank	58231	Honolulu	HI	96814	
3447820		20190331	Esquire Bank, National Association	58140	Jericho	NY	11753	
3448162		20190331	LONE STAR BANK	58324	HOUSTON	TX	77063	
3448425		20190331	Community Bank of Pleasant Hill	58423	Pleasant Hill	MO	64080	
3449066	549300CPKDUJKREQRG38	20190331	Investar Bank	58316	Baton Rouge	LA	70808	
3451050		20190331	River Valley Community Bank	58276	Yuba City	CA	95993	
3453737		20190331	AltaPacific Bank	58275	Santa Rosa	CA	95403	
3455227		20190331	Pinnacle Bank	58297	Gilroy	CA	95020	
3455236	549300J8FF3JUS00NE75	20190331	Choice Bank	58244	Oshkosh	WI	54903	
3459207		20190331	Mountain Pacific Bank	58341	Everett	WA	98201	
3459216	54930063QJO8NKZ5QU71	20190331	Town Center Bank	58214	Frankfort	IL	60423	
3461264		20190331	RESOLUTE BANK	58317	MAUMEE	OH	43537	
3462449		20190331	Louisa Community Bank	58112	Louisa	KY	41230	
3462458		20190331	WestSide Bank	58347	Hiram	GA	30141	
3463875		20190331	Austin County State Bank	58484	Bellville	TX	77418	
3465226	549300K2M70MU2D2F940	20190331	Citywide Banks	58458	Denver	CO	80202	
3465392	549300ZWYC0QUOFP0Q79	20190331	Pegasus Bank	58483	Dallas	TX	75209	
3466988		20190331	The First Bank of Greenwich	58307	Cos Cob	CT	6807	
3468450		20190331	Central Bank	58377	Tampa	FL	33647	
3470097		20190331	Bank of Montana	58482	Missoula	MT	59802	
3470154		20190331	US METRO BANK	58310	GARDEN GROVE	CA	92844	
3470239		20190331	Ameriprise National Trust Bank	58303	Minneapolis	MN	55402	
3470864		20190331	First Covenant Bank	58294	Commerce	GA	30529	
3470930		20190331	Friendly Hills Bank	58218	Whittier	CA	90603	
3472046	254900IHP9HX92C8DX39	20190331	Frontier Bank of Texas	58509	Elgin	TX	78621	
3472859		20190331	Newbank	58203	Flushing	NY	11354	
3475083	5493002GQNJKJONGBS18	20190331	TriState Capital Bank	58457	Pittsburgh	PA	15219	
3476192		20190331	Carter Bank & Trust	58596	Martinsville	VA	24112	
3479018		20190331	The Community Bank	58517	Bridgeport	TX	76426	
3480069		20190331	West Valley National Bank	58426	Goodyear	AZ	85395	
3481703	5493001U42IS0UVK9L54	20190331	Sabal Palm Bank	58372	Sarasota	FL	34236	
3482045		20190331	Embassy National Bank	58413	Lawrenceville	GA	30043	
3482111		20190331	MRV Banks	58619	Sainte Genevieve	MO	63670	
3485215		20190331	Texas Advantage Community Bank, National Association	58450	Alvin	TX	77511	
3485420		20190331	Cornerstone Community Bank	58411	Red Bluff	CA	96080	
3486623	549300L6DJ4OOC5S2K66	20190331	Carolina Alliance Bank	58432	Spartanburg	SC	29306	
3487433		20190331	MERCHANTS COMMERCIAL BANK	58184	ST. THOMAS	VI	8021816	
3487518	D8SFNSSIDZMKUS9I1S65	20190331	Seaside National Bank & Trust	58328	Orlando	FL	32801	
3487947		20190331	UniBank	58407	Lynnwood	WA	98036	
3488579	5493008ETVHBTJEF0O91	20190331	Central Bank	1756	Little Rock	AR	72211	
3488869		20190331	Vantage Bank of Alabama	58375	Albertville	AL	35950	
3489035		20190331	The Piedmont Bank	58374	Norcross	GA	30092	
3489071		20190331	Lewis & Clark Bank	58428	Oregon City	OR	97045	
3490871		20190331	Pacific Enterprise Bank	58415	Irvine	CA	92614	
3517590		20190331	Hyperion Bank	58371	Philadelphia	PA	19123	
3525577		20190331	First Florida Bank	58370	Destin	FL	32540	
3529315		20190331	Edward Jones Trust Company	28390	Saint Louis	MO	63131	
3531176		20190331	Southern Independent Bank	58357	Opp	AL	36467	
3532641		20190331	SmartBank	58463	Pigeon Forge	TN	37863	
