"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA243	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONJ472	RCONJ473	RCONJ474	RCONK219	RCONK220	RCONK221	RCONK222	RCONK223	
7456	10942	0	4021	14836	0	23711	0	0	0	0	0	32356	0	1283		15372	0	2704	11077	0	4203	6874	4275	20	2255	2441	1346	0	19690	31073	0	0	124	0	3823	2219	0	0	2770	1926	0	
7634	3636	0	2433	6024	0	11791	0	0	99	99	0	44234	0	295		19135	774	4920	17047	99	3415	13632	1398	690	4049	12457	3099	1084	9358	38080	0	5859	2427	0	18575	2114	0	0	15380	1126	5859	
8033	8935	0	2335	26639	0	44208	0	0	0	0	0	91237	0	9571		41581	163	5388	33315	0	10351	22970	6427	1833	6527	28842	4639	550	41873	81666	0	0	2239	0	26212	14346	0	0	21849	13520	99	
8462	185	0	2883	43773	0	78452	0	0	0	0	0	69045	0	16951		12043	15177	4451	10668	0	5161	5993	889	0	13090	27967	583	0	75319	52094	250	0	1663	0	19002	22638	0	0	18304	22638	0	
8631	11990	0	509	11905	0	18338	0	0	0	200	0	34949	0	1407		10575	3551	3158	6988	0	2143	4845	2451	1136	768	5028	2205	832	17829	33542	0	0	1150	200	7405	1428	200	0	4168	1429	0	
9357	67266	27	0	26893	0	31757	0	0	0	5001	0	249499	9106	0		1190	180184	644	763	0	883	307	0	0	225	635	0	0	31730	240393	0	0	0	0	860	0	0	0	860	0	0	
9553	14825	0	2167	18717	0	31672	0	0	0	0	0	58184	0	2951		18951	11134	6982	16687	0	4464	12223	2262	2	3946	8456	872	0	29505	55233	0	0	0	0	9602	3672	0	0	8730	3672	0	
9807	365959	0	90053	55711	0	110532	0	0	182328	182328	0	1640694	0	267600		350782	750630	68821	282041	175923	42371	239670	57144	11597	105329	58290	8044	1660	20479	1373094	0	0	4769	0	36987	136336	0	0	29250	134369	107918	
9955	10013	13	2915	19457	0	41529	0	0	127	838	0	56305	0	14103		12350	26306	1910	9720	127	3196	6524	2183	447	4121	3293	100	122	38601	42202	0	0	105	711	3082	4554	711	0	2860	4554	0	
10250	79006	0	806	16932	0	32836	0	0	1902	21770	0	315073	0	9193		83991	75002	50759	42084	1339	12780	29304	35720	6187	8750	21793	40139	6392	32030	302410	0	3470	21282	1982	45818	31256	1094	4428	19673	10870	3072	
10849	69814	350	3	10164	0	14745	0	0	0	4484	0	217683	0	27819		70290	28455	8828	63662	0	17873	45789	6504	124	11809	31794	5521	0	14389	189864	3	0	1762	0	40411	8713	0	4183	39855	3748	0	
10858	54768	2	269	4559	0	6504	0	0	528	12883	0	327884	0	37345		47658	174218	6439	35121	528	9990	25131	12057	480	13468	20465	17307	0	6217	290057	16	482	701	12355	38806	12434	12355	0	27852	6081	0	
11145	17161	0	24338	20580	0	71854	0	0	0	0	0	81078	0	9566		24948	18043	8919	17093	0	4426	12667	4824	3031	2528	8643	6655	3100	47382	71512	134	0	4045	0	12522	8404	0	0	6994	4177	0	
11275	40439	0	6010	47579	0	86464	0	0	20411	136970	0	1027971	0	80081		196621	553567	46279	108252	19949	26657	81595	86352	2017	58744	112441	64521	1638	80454	941410	0	6480	15423	116559	193105	44239	114497	0	140548	30637	0	
11640	149002	5	5877	17261	0	28278	0	0	0	0	0	268090	0	43896		46580	18123	17330	27628	0	12775	14966	12178	6662	16752	16968	7991	12675	22318	224194	78	0	9058	0	34035	20351	0	0	18562	15158	0	
11837	4631	0	26346	6026	0	39493	0	0	0	0	0	43204	0	1506		20368	3357	4248	12900	0	4016	8884	5973	1495	4133	6851	3053	812	13147	41698	0	0	1510	0	11891	2958	0	0	8325	2658	644	
12030	22679	0	17338	53831	0	76590	0	0	0	0	0	198159	0	2054		92574	13823	24290	77741	0	21581	56160	11901	2932	16743	40897	8725	2718	59252	194782	0	1323	9240	0	60002	9081	0	0	49969	7671	0	
12142	18105	0	12028	45075	0	91470	0	0	0	0	0	85422	0	7239		24929	9504	8196	18258	0	11697	12263	969	0	8539	23254	1091	0	79247	78183	195	0	2094	0	18200	14684	0	0	16306	13734	0	
12179	4309	0	0	4119	0	7691	0	0	0	0	0	24789	0	1501		11497	3690	2499	6712	0	1396	5316	3802	983	1216	2981	990	106	7691	23288	0	0	231	0	3791	1502	0	0	2696	1501	0	
12245	14630	0	3041	15180	0	25220	0	0	389	6025	0	73546	0	9162		24600	13882	7526	18437	57	4843	13691	5677	389	7052	10421	2500	461	22179	63884	0	500	2723	3011	16378	4056	2326	2625	13417	4056	0	
12311	3656037	149	1008873	2343980	0	2979123	0	0	659758	1275752	0	41862204	0	2969933		7496233	28740464	1264929	4057411	289096	1607340	2450071	2940821	498001	450432	797818	569703	151517	1966215	38892271	3886	0	344990	615994	1479482	489988	573392	0	890060	358189	0	
12647	5984	0	731	11231	0	16317	0	0	0	21639	0	75530	0	3358		15610	19430	5621	8486	0	2588	5899	7123	0	6875	7942	12637	7052	15586	72172	0	0	1846	250	10243	24263	0	5075	7053	7764	0	
12656	1774	0	408	3017	0	5260	0	0	0	0	0	10366	0	1144		3936	751	712	3234	0	720	2514	630	72	405	2615	685	200	4852	9222	0	0	144	0	3905	0	0	0	3020	0	0	
12937	9225	0	0	32865	0	49527	0	0	147	5004	0	129544	0	749		12089	58432	6543	1079	147	3621	7002	1396	70	17247	23531	7297	1723	49527	128795	0	0	3959	2671	23500	26298	2427	0	13034	20630	2700	
12946	34681	20	30772	29809	0	70831	0	0	217	1176	0	582733	0	132300		126409	175073	31871	100387	217	36726	65772	20774	3137	101870	116896	23704	4100	40038	450433	1	0	11858	959	71380	175190	959	0	63672	142089	0	
12955	6497	0	1259	22882	0	35377	0	0	0	0	0	68412	0	8322		19551	29697	5611	11936	0	2747	9190	5352	2263	1592	4535	3420	3118	34118	60090	0	0	1455	0	7610	5055	0	0	3382	2745	0	
13103	263543	0	57925	43489	0	107773	0	0	9980	9980	0	927509	0	106565		160577	361888	61743	111173	0	42996	68177	26990	22414	62952	45522	21437	11590	49817	818861	31	2083	17740	0	63991	77510	0	0	43269	65205	0	
13251	1671	0	4	4646	0	7490	0	0	0	0	0	31940	0	835		11422	17287	2587	9961	0	2604	7357	1461	0	203	1357	0	0	7486	31105	0	0	556	0	1004	556	0	0	1004	556	0	
13457	3090	0	1038	2856	0	5662	0	0	0	0	0	10524	0	1047		3362	1532	1095	3041	0	1102	1939	321	0	830	1381	329	0	4624	9477	0	0	0	0	1613	927	0	0	1284	927	0	
14052	7936	0	1114	10418	0	16813	0	0	0	0	0	34434	0	361		9855	9436	3049	8536	0	2826	5710	1318	0	2093	2983	2132	0	15699	34073	0	0	1263	0	5207	2001	0	0	4029	1047	0	
14155	7630	0	568	13470	0	32567	0	0	376	6645	0	66462	0	13659		19644	19342	5018	13489	322	4465	9034	4847	1298	11986	4494	2611	755	31999	52803	0	0	1058	6269	13808	6038	5823	0	11519	4452	0	
14650	4841	0	4108	6826	0	12922	0	0	0	0	0	11920	0	289		4506	1005	1287	4113	0	1719	2523	229	35	563	1005	0	0	8814	11631	0	0	341	0	1208	360	0	0	1097	360	0	
14753	12513	16	426	12300	0	12300	0	0	0	0	0	27057	0	2401		10065	0	3888	9409	0	3421	5988	491	165	1658	2169	552	100	11858	24656	0	0	1109	0	3979	500	0	0	3327	500	0	
14865	103310	2	10203	19389	0	35906	0	0	1112	11512	0	202796	0	22774		33123	42037	10540	23218	1096	13971	11695	5886	1571	9692	9980	3171	1483	25701	179547	0	475	2785	10040	23006	1320	9319	0	16837	1069	0	
14977	3595	0	0	4004	0	7899	0	0	0	0	0	29168	0	0		11095	1844	2772	9966	0	3089	6877	1023	106	2558	9363	414	300	7899	29168	0	0	104	0	8051	4584	0	0	7337	4584	0	
16458	73733	0	588	15880	0	24903	0	0	0	0	0	232450	0	11298		28422	92484	11068	16916	0	5170	11746	10092	1414	4888	22661	8301	1961	24162	221152	153	0	4953	0	17948	19863	0	0	10293	17256	0	
16551	23405	0	4517	25774	0	54872	0	0	13806	13806	0	140724	50	9882		65630	26568	25948	33013	4586	13942	20630	19282	11776	7738	10880	4235	2268	49725	130792	630	0	10068	0	19210	5911	0	0	13406	3090	0	
16748	10530	0	1442	15714	0	20526	0	0	0	0	0	33471	0	2244		13507	3804	4901	7257	0	2735	4812	3374	2585	468	928	2774	1462	19084	31227	0	0	1948	0	5215	417	0	0	1396	0	0	
16944	10532	0	1178	5933	0	12461	0	0	0	0	0	23682	0	2334		7533	1087	1650	4972	0	1526	3446	1839	722	1072	1942	916	600	11283	21348	0	0	295	0	3745	785	0	0	2508	506	0	
16953	4030	0	4089	7607	0	14648	0	0	0	0	0	18084	0	857		8594	2959	614	6299	0	2250	4049	2295	0	796	855	850	0	10559	17227	0	0	0	0	2501	0	0	0	1651	0	0	
17110	0	0	0	0	0	0	0	0	0	0	0	104018	0	6351		15491	0	3525	15491	0	15491	0	0	0	87527	0	1000	0	0	97667	0	0	2499	0	26216	62311	0	0	25216	62311	0	
17147	1457914	0	88638	222285	0	346924	0	0	168475	169975	0	2952106	0	420623		736908	487483	148528	328031	40772	90123	259828	242659	144297	42963	112599	85737	28502	255093	2531483	3193	0	38132	1500	210722	59079	500	0	110967	35693	22301	
17259	15498	0	0	6991	0	14258	0	0	0	0	0	40134	0	4345		13979	1182	5177	10127	0	3259	6868	3624	228	2515	4084	2330	546	14258	35789	0	0	1574	0	9475	0	0	0	6599	0	0	
17464	35483	0	43142	166169	0	194592	0	0	0	0	0	899476	0	71255		56041	710356	22223	39395	0	13667	25728	13835	2811	16579	44353	30531	6133	151450	828221	0	0	6905	0	60529	37067	0	0	39805	21127	0	
17950	41047	5	30034	46801	0	100033	0	0	0	18867	0	179159	1	18730		26434	69450	9412	21232	0	7908	13324	4546	656	14052	25047	2751	378	69994	141561	0	18867	4166	18867	15536	26692	0	18867	13619	25480	0	
17978	47829	0	0	1409	0	23379	0	0	0	0	0	197304	0	849		89776	3448	46232	65445	0	16425	49020	12778	11553	16085	26182	3668	10316	23379	196355	0	100	16846	0	41756	14495	0	0	28848	13419	0	
18050	47075	0	22464	128832	0	175542	0	0	0	0	0	192041	0	4959		53369	38745	11457	45757	0	17528	30117	5721	3	15044	27080	9832	895	153078	187082	0	0	3208	0	34620	18231	0	0	28925	12647	0	
18135	18230	0	0	55766	0	73401	0	0	327	5502	0	96333	0	1803		26216	14446	4538	18188	257	5831	12545	4744	3096	21580	9582	3866	2413	73401	94530	0	0	1304	5175	19203	18238	4945	0	13538	17521	0	
18377	18712	0	0	0	0	0	0	0	93	93	0	45413	0	628		19474	0	5510	6849	0	1733	5116	9267	3358	426	2105	3104	1594	0	43166	0	1619	1579	0	5668	1561	0	0	1979	552	0	
18827	157170	0	8770	53345	0	109898	0	0	0	0	0	240212	0	23306		51103	7047	14496	19647	0	7106	12649	17603	13745	7535	3516	7407	6434	101128	216906	0	0	0	0	16594	8298	0	0	6257	0	0	
18836	10188	0	1816	20819	0	30372	0	0	118	2901	0	107460	0	3460		51576	11130	14479	31986	37	14453	20300	12214	4609	6924	12141	10312	5189	28556	103760	0	240	4691	2783	29213	5353	978	0	15745	2827	0	
18854	14945	0	6917	52575	0	69183	0	0	586	14129	0	131395	0	10496		32792	9432	1865	23172	586	5073	18099	8373	1247	8325	44051	20037	1813	62266	105851	0	15048	785	13543	56097	18129	13543	0	41622	10754	14759	
18957	3463	0	1755	3214	0	7726	0	0	0	0	0	16457	0	1017		7718	1026	2810	4460	0	999	3461	2305	953	340	1414	1775	721	5971	15440	0	0	378	0	3248	1002	0	0	1754	0	0	
19356	8264	0	2941	11694	0	24754	0	0	99	7669	0	42750	0	3448		18439	2897	2752	14260	99	3892	10402	3741	404	2354	2971	7246	579	21705	35588	108	3714	121	7070	12650	500	1738	0	5325	0	0	
19730	304571	0	88740	255143	0	282540	0	0	139885	141457	0	1618406	0	77332		402275	660920	61797	297413	100078	114451	185137	91979	10708	80846	124392	41003	4399	193800	1540467	0	607	14143	1572	151972	98668	1572	0	114762	90310	0	
19936	10538	0	19671	40037	0	82697	0	0	3096	3096	0	128677	0	11907		32745	41602	11525	28061	3096	9009	19052	3398	1286	9109	30020	2328	2335	63026	116770	0	0	5514	0	34256	9536	0	0	30595	8534	0	
19972	75460	0	0	0	0	0	0	0	0	0	0	75460	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	75460	0	0	0	0	0	0	0	0	0	0	0	
20053	8865	0	986	12193	0	17111	0	0	4697	4697	0	44936	0	3129		25535	5355	8130	13629	1521	7308	10365	7762	100	619	1978	2584	0	16125	41807	0	0	1051	0	4730	451	0	0	2597	0	0	
20512	16091	0	0	17565	0	27038	0	0	295	6504	0	57379	0	0		18172	7248	6014	8660	0	2267	6393	6639	2873	2081	6990	4492	2305	27038	57379	0	0	1929	6209	11898	3970	1690	496	5420	2974	0	
20633	65457	0	20278	32658	0	71479	0	0	0	6627	0	218000	0	1101		57132	46163	17861	28240	0	8168	20096	14679	14189	6079	19497	11599	12073	51165	216899	36	0	5720	6627	41003	8245	0	0	21112	4463	0	
20857	5704	0	5439	92943	0	115570	0	0	0	0	0	54017	0	5782		8050	29756	998	6413	0	1910	4503	1584	53	1008	6432	2467	600	110131	48235	0	0	0	0	6600	3907	0	0	3533	3907	0	
21256	971	0	2425	3188	0	5117	0	0	0	0	0	4629	0	448		2540	714	1971	869	0	268	601	318	1354	100	0	0	304	2692	4181	0	0	0	0	404	0	0	0	100	0	0	
21359	4561	0	432	2613	0	4076	0	0	0	0	0	19692	0	1371		3219	7719	2663	2822	0	613	2209	293	104	880	2548	765	0	3644	18321	0	0	0	0	3893	300	0	0	3128	300	0	
21630	8995	0	944	17204	0	25826	0	0	0	0	0	51934	0	5522		14025	6448	2364	11929	0	3448	8481	1974	122	2453	19135	766	114	24882	46412	0	0	781	0	8627	13841	0	0	7746	13841	0	
21658	16080	2	0	8	0	136	0	0	0	0	0	134138	0	5782		43300	59040	14276	27936	0	9177	18759	12758	2606	3770	5488	4981	1479	134	128356	0	0	3657	0	12966	2752	0	0	7648	1610	0	
22048	16579	1	15331	25184	0	61586	0	0	45	1616	0	96440	0	14898		35855	3701	7756	32454	45	8424	24030	3286	115	9257	25585	5463	0	46254	81179	0	363	3082	1571	25349	14956	1571	0	22697	12145	0	
22356	133773	0	2751	11187	0	23548	0	0	10957	33679	0	269286	0	62107		51058	34099	7117	42499	10957	12610	30099	6611	1738	33174	11618	4464	1100	20797	206682	0	497	1514	22722	30391	19965	22522	0	27729	17063	0	
22543	7643	0	10923	22034	0	41283	0	0	0	0	0	29795	0	1832		11152	4248	3958	7857	0	2940	4918	1819	1475	1869	3337	336	1210	30360	27963	0	0	1216	0	5582	1170	0	0	4036	1170	0	
22552	9368	0	1669	11081	0	22809	0	0	2970	2970	0	51571	0	4053		24437	1512	4328	16839	750	5531	11308	7590	8	3038	6278	6938	0	21138	47146	2	372	1140	0	12143	4111	0	0	6705	2611	3216	
22730	182	0	4472	29201	0	43020	0	0	0	0	0	61191	0	2393		20417	32291	4134	11513	0	5129	7181	6053	2054	3234	1478	2798	791	38548	58798	0	0	579	0	6446	1855	0	0	3281	1182	0	
22936	7372	0	2552	41220	0	59317	0	0	4408	4408	0	139216	0	1615		50559	37989	12431	39781	4408	13133	26648	10773	5	11800	23871	7625	0	56765	137601	0	0	3869	0	39372	3924	0	0	31747	3924	0	
22954	5937	0	855	9804	0	29328	0	0	729	729	0	43737	0	4381		13267	10076	4047	9151	729	3007	6144	4083	33	3842	6525	4090	0	28473	39057	0	299	1392	0	9988	4469	0	0	5169	5198	299	
23045	2566	0	580	1970	0	10856	0	0	0	0	0	22268	0	989		1722	12484	1033	1368	0	928	440	189	165	2668	1832	996	0	10276	21279	0	0	571	0	2611	2885	0	0	1870	2630	0	
