"IDRSSD"	RCONG350	RCONG351	RCONG352	RCONG353	RCONG354	RCONG355	RCONG356	RCONG357	RCONG358	RCONG359	RCONG360	RCONG361	RCONG362	RCONG363	RCONG364	RCONG365	RCONG366	RCONG367	RCONG368	RCONG369	RCONG370	RCONG371	RCONG372	RCONG373	RCONG374	RCONG375	RCONHT50	RCONHT51	RCONHT52	RCONHT53	RCONHT54	RCONHT55	RCONHT56	RCONHT57	RCONHT58	RCONHT59	RCONHT60	RCONHT61	RCONK142	RCONK143	RCONK144	RCONK145	RCONK146	RCONK147	RCONK148	RCONK149	RCONK150	RCONK151	RCONK152	RCONK153	RCONK154	RCONK155	RCONK156	RCONK157	
6329																											0	0	24014	24066					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																											0	0	0	0					0	0	0	0	0	0	828	849	0	0	0	0	0	0	0	0	0	0	0	0	
7072																											0	0	0	0	15260	15353	1961	1986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456																											0	0	502	514	0	0	1974	2036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634																											0	0	322	326	0	0	6261	6396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8033																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																											0	0	33339	33831	0	0	44156	45493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8631																											0	0	2021	2008	0	0	2242	2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9357																											0	0	24782	25477	0	0	6725	6897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6706	6721	0	0	0	0	
9553																											0	0	232	230	0	0	20558	20979	0	0	0	0	0	0	120	121	0	0	0	0	0	0	0	0	0	0	0	0	
9807																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																											0	0	2876	2902	0	0	1042	1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10250																											0	0	8183	8415	0	0	67970	70183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10849																											0	0	6336	6690	0	0	33437	34091	0	0	43	34	0	0	11799	12573	0	0	0	0	0	0	0	0	0	0	0	0	
11145																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																											0	0	11511	11479	0	0	1637	1654	0	0	0	0	0	0	21078	22087	0	0	0	0	0	0	0	0	0	0	0	0	
11837																											0	0	3042	3277	0	0	37788	38609	0	0	0	0	0	0	1832	1752	0	0	0	0	0	0	0	0	0	0	0	0	
12030																											0	0	8765	8814	0	0	0	0	0	0	0	0	357	367	5040	5112	0	0	0	0	0	0	0	0	0	0	0	0	
12142																											0	0	7077	7238	0	0	1317	1368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2062	2048	0	0	0	0	
12311																																																							
12647																											222	225	0	0	599	602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	405	0	0	0	0	0	0	
12656																											445	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12946																											0	0	17378	17477	0	0	45389	47064	0	0	85	68	0	0	1854	2012	0	0	0	0	0	0	0	0	0	0	0	0	
13103																											0	0	26930	26879					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																											0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457																											0	0	1351	1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14155																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14650																											250	250	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14753																											0	0	0	0	241	257	735	754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14865																											0	0	5804	5798	0	0	1628	1641	0	0	0	0	0	0	2647	2641	0	0	0	0	0	0	1437	1428	0	0	0	0	
14977																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16551																											0	0	3710	3980	0	0	1688	1740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16748																											0	0	394	407	0	0	1233	1278	0	0	0	0	0	0	189	198	0	0	0	0	0	0	2900	2986	0	0	0	0	
17110																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21094	21063	0	0					0	0	0	0	25000	25064	119970	127663	0	0	0	0	0	0	0	0	0	0	0	0	
17259																											0	0	499	505	0	0	1339	1522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17950																											0	0	10754	11302	0	0	80879	83642	0	0	0	0	0	0	30553	32189	0	0	0	0	0	0	1342	1421	0	0	0	0	
17978																											78286	79258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18050																											0	0	0	0	1514	1596	126916	130133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18827																											0	0	6500	6505	0	0	15538	15959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18836																											0	0	3022	3072	0	0	2297	2343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18854																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19936																											0	0	21111	21114	1147	1185	28984	29744	0	0	0	0	0	0	0	0	0	0	0	0	555	555	0	0	0	0	0	0	
19972																											0	0	0	0	80	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20053																											0	0	1237	1270	0	0	2986	3089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20633																											0	0	5950	5988	0	0	10563	10792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20857																											0	0	2864	2867	0	0	1682	1798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21256																											0	0	2549	2553	0	0	23	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21359																											0	0	28	30	0	0	5610	5752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21658																											0	0	1300	1340					0	0	0	0	0	0	0	0	0	0	0	0	0	0	2737	2741	0	0	0	0	
22048																											0	0	6739	6681	0	0	9147	9327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22543																											0	0	6878	6890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22552																											0	0	0	0	0	0	38	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22730																											0	0	1095	1123	0	0	23558	24282	0	0	0	0	0	0	9240	9663	0	0	0	0	0	0	3842	3938	0	0	0	0	
23456																											0	0	0	0	0	0	29094	30039	0	0	0	0	0	0	204	207	0	0	0	0	0	0	0	0	0	0	0	0	
23504																											0	0	0	0					0	0	0	0	16742	17437	13179	13368	0	0	0	0	25071	25965	63464	64792	0	0	0	0	
23643																											0	0	2000	2007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23755																											0	0	0	0	0	0	17804	18152	0	0	0	0	0	0	3504	3651	0	0	0	0	0	0	0	0	0	0	0	0	
24006																											40729	41258	6001	6016	86228	89453	15275	15554	0	0	0	0	41799	43473	3307	3447	0	0	0	0	13673	14475	0	0	0	0	0	0	
24378																											0	0	0	0	0	0	5393	5433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24453																											0	0	4026	4117	0	0	4306	4589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2532	2650	0	0	0	0	
24659																											500	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24668																											0	0	7999	7996	0	0	7593	7711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24949																											0	0	0	0	0	0	4946	5190	0	0	0	0	0	0	5447	5756	0	0	0	0	0	0	16431	16933	0	0	0	0	
25357																											0	0	0	0	1272	1329	23258	23838	0	0	0	0	0	0	0	0	0	0	0	0	872	874	1033	1037	0	0	0	0	
25647																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	534	543	0	0	0	0	
26176																											0	0	2850	3058	0	0	6182	6459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26457																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26765																											0	0	2808	2774	0	0	82789	84630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27070																											0	0	4679	4806	0	0	41332	42024	0	0	0	0	0	0	3897	4012	0	0	0	0	0	0	0	0	0	0	2228	2270	
27548																											0	0	13272	13319					0	0	2001	2002	0	0	7266	7458	0	0	0	0	0	0	9175	9555	0	0	19504	19858	
27614																											0	0	22326	23022	0	0	70282	71859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27847																											0	0	0	0	133	143	34174	35628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28013																											0	0	3168	3170					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28152																											0	0	2381	2603					0	0	0	0	0	0	2684	2782	0	0	0	0	0	0	0	0	0	0	0	0	
28675																											0	0	2885	2986					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28732																											0	0	0	0	0	0	3393	3512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29476																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29636																											0	0	6906	7099	0	0	147661	145884	0	0	0	0	0	0	36274	38269	0	0	0	0	0	0	0	0	0	0	0	0	
29878																											0	0	35348	39589					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30052																											2000	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30502																											0	0	990	1003	0	0	117521	119588	0	0	0	0	0	0	7354	7845	0	0	0	0	0	0	1002	1011	0	0	0	0	
30650																											0	0	0	0	0	0	8627	8773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30810																																																							
31134																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31255																											0	0	479	471					0	0	0	0	0	0	20698	21992	0	0	0	0	0	0	0	0	0	0	0	0	
31657																											0	0	0	0	65484	66784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31826																											0	0	0	0					0	0	0	0	0	0	132	131	0	0	0	0	0	0	0	0	0	0	0	0	
31835																											0	0	10579	10626	0	0	2245	2249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32234																											0	0	0	0	0	0	5202	5323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	86	0	0	0	0	
32766																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32971																											0	0	0	0	2	2	557	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	567	602	0	0	0	0	
33147																											0	0	512	520	0	0	3303	3513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33259																											0	0	1029	1064	0	0	0	0	0	0	0	0	0	0	1010	1111	0	0	0	0	0	0	0	0	0	0	0	0	
33268																											0	0	4570	4748	0	0	20610	21213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	613	0	0	0	0	
33370																											0	0	0	0	370	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33839																											0	0	600	598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33857																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1485	1486	0	0	0	0	
34425																											0	0	15766	15923	0	0	18817	19374	0	0	0	0	0	0	219	216	0	0	0	0	0	0	11942	12477	0	0	0	0	
34434																											0	0	4018	4128	0	0	9890	10157	0	0	0	0	0	0	1006	1066	0	0	0	0	0	0	356	366	0	0	0	0	
34537																											0	0	8418	8949					0	0	203835	201378	69436	74818	129405	139244	0	0	0	0	5943	6183	6963	7319	0	0	25017	26357	
34555																											0	0	4534	4595					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34742																											0	0	1998	2000	0	0	13316	13889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1011	1070	0	0	0	0	
35057																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35301																																																							
35570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29991	30038	2283	2387					47788	62997	0	0	48571	52760	144457	144377	0	0	0	0	114357	119891	588276	592405	0	0	0	0	
35646																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35879																											0	0	14921	14882	0	0	3798	4004	0	0	0	0	0	0	1427	1520	0	0	0	0	0	0	510	527	0	0	0	0	
36456																											0	0	5023	5104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36933																											0	0	3315	3517	0	0	7521	7635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37051																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37341																											0	0	2125	2059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37435																											17998	17959	16585	16693	4509	4686	71394	73979	0	0	0	0	0	0	38810	39761	0	0	0	0	0	0	50893	52238	0	0	0	0	
37640																											0	0	5994	5976					0	0	0	0	0	0	16289	17405	0	0	0	0	0	0	0	0	0	0	0	0	
37659																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37949																											0	0	7509	7482	0	0	1965	1961	0	0	7469	7313	0	0	0	0	0	0	0	0	0	0	1681	1746	0	0	0	0	
38740																											0	0	1559	1575	0	0	25626	26218	0	0	0	0	0	0	21809	22510	0	0	0	0	0	0	2069	2080	0	0	0	0	
39327																											0	0	14535	14746	0	0	30299	30841	0	0	0	0	0	0	6679	6887	0	0	0	0	0	0	0	0	0	0	0	0	
39756																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40033																											0	0	4723	4891	4	5	1194	1242	0	0	254	304	0	0	2655	2738	0	0	0	0	0	0	144	146	0	0	0	0	
40499																											0	0	26462	27542					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40855																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41553																											0	0	39096	38696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41629																											0	0	3000	3005	0	0	3913	3989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41825																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41955																											0	0	4164	4165	0	0	3311	3354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	265	0	0	0	0	
42037																											0	0	394	402	0	0	7173	7202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42354																											0	0	6059	6266	0	0	27493	28387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42372																											0	0	8480	8432	0	0	0	0	0	0	0	0	0	0	1409	1399	0	0	0	0	0	0	9392	9395	0	0	0	0	
42420																											0	0	100993	100992					0	0	0	0	0	0	0	0	0	0	0	0	51668	53580	209175	218552	0	0	0	0	
42448																											0	0	24001	24338					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42457																											0	0	2400	2400	0	0	4439	4432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43052																											0	0	2663	2736	0	0	4374	4583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43351																											0	0	0	0	0	0	1453	1492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43856																											0	0	501	523	0	0	2461	2559	0	0	0	0	0	0	1033	1032	0	0	0	0	0	0	0	0	0	0	0	0	
43959																											0	0	11863	12039	0	0	28259	29359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44040																											0	0	5572	5687	0	0	31025	31603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44433																											0	0	2758	2746					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44741																											0	0	37289	40796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44750																											0	0	9751	9783	0	0	1224	1225	0	0	0	0	0	0	251	268	0	0	0	0	0	0	0	0	0	0	0	0	
44929																											0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45038																											0	0	8331	8457					0	0	0	0	0	0	2177	2274	0	0	0	0	0	0	888	939	0	0	0	0	
45047																											0	0	6006	6037	0	0	15113	15271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45056																											0	0	249	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45430																											0	0	0	0	0	0	23405	24448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45458																											0	0	1194	1254	0	0	8899	9110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1114	1138	0	0	0	0	
45551																											0	0	22649	23345	0	0	18391	19270	0	0	0	0	0	0	9507	10210	0	0	0	0	0	0	1631	1724	0	0	0	0	
45560																											0	0	23766	23784					0	0	0	0	0	0	2218	2248	0	0	0	0	0	0	18592	18613	0	0	0	0	
45775																											0	0	11996	12026	0	0	12049	12215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46053																											0	0	3735	3884	0	0	18959	19576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46941																											0	0	1368	1384	0	0	13263	13496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47247																											0	0	1202	1271					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47256																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47452																											0	0	0	0	0	0	320	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47500																											0	0	2434	2687	0	0	16954	17145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48057																											0	0	5001	5014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48150																											0	0	1301	1321	0	0	2179	2223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48374																											0	0	45921	47039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48440																											0	0	1281	1346	0	0	11008	11459	0	0	0	0	0	0	4606	4972	0	0	0	0	0	0	0	0	0	0	0	0	
49054																											0	0	0	0	0	0	1497	1530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49148																											0	0	0	0	0	0	35887	36577	0	0	0	0	0	0	1067	1096	0	0	0	0	0	0	0	0	0	0	0	0	
49241																											11505	11778	17955	18323	1472	1499	1792	1808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49652																											0	0	5954	6118	0	0	7945	8082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49858																											0	0	0	0	0	0	2956	3015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
