"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	
	US TREAS SECS-HLD-TO-MAT-AMRTZ COST	US TREAS SECS-AVL-FOR-SLE-FAIR VALUE	OTHR PASS-THRU SECS-HLD-AMORTZD COST	OTHR PASS-THRU SECS-AVL-FAIR VALUE	MBS-CMOS&REMICS-ALL OTHER-HLD-AMRTZ	MBS-CMOS&REMICS-ALL OTHER-AVL-FAIR	HISTCL COST OF ALL OTH AVL-FOR-SALE	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	US GOVT AGCY&CORP OBLIGS-AMRTZ COST	US GOVT AGCY&CORP OBLIGS-FAIR VALUE	SECS ISSD BY US ST&POL SUBDYS-AMRTZ	SECS ISSD BY US ST&POL SUBDYS-FAIR	FAIR VAL OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	MBS PT SCTY ISS FFG AMRTZ HTM SCTY	MBS PT SCTY ISS FFGNMA FV AFS SCTY	OTHR MBS ISS FFG AMRTZ HTM SCTY	OTHR MBS ISS FFG FV AFS SCTY	OTHR DMSTC DEBT SCTY AMRTZ HTM SCTY	OTHR DMSTC DEBT SCTY FV AFS SCTY	FOREIGN DEBT SCTY AMRTZ HTM SCTY	FOREIGN DEBT SCTY FV AFS SCTY	
37	0	0					130	0	41975					0			0	19593	0	0	0									
242	0	0					242	0	11746					4297			0	7072	3	0	0									
279	0	0					1004	44403	8567					8682			14761	3037	1	0	0									
354	0	0					0	0	6433					0			0	602	0	0	0									
457	0	0					196	167	402					2500			165	402	0	0	0									
505	0	0					4158	0	78856					35500			0	35993	0	0	0									
1155	0	1545					1155	92	27119					0			0	8140	0	0	10189									
1351	0	0					0	82861	5055					0			47823	0	0	0	0									
1454	0	8084					1070	0	294194					0			0	99016	26	0	0									
1557	0	0					147	17509	2820					1674			17509	646	0	0	0									
1669	0	6704					914	46693	74775					0			20283	0	0	0	0									
1829	0	0					1374	0	84623					5965			0	20293	1954	0	3726									
1856	0	0					1525	0	7106					30000			0	0	0	0	2000									
2040	0	0					1546	0	63430					0			0	27170	0	0	6188									
2161	0	0					823	1	42035					0			0	18605	0	0	0									
2376	0	0					44286	43343	358404					905452			0	0	0	0	0									
2554	0	0					48	0	2847					0			0	1958	0	0	0									
2732	0	0					174	0	86155					0			0	67023	0	0	0									
2750	0	0					553	0	17011					6000			0	3740	5000	0	0									
3177	0	37					6390	8520	116558					113622			7883	0	16	0	0									
3252	0	0					323	712	75623					3000			712	17376	0	0	0									
3458	0	0					187	2620	13804					0			2620	0	0	0	7150									
3720	0	0					333	665	37147					0			665	10005	0	0	1294									
3971	0	0					2046	0	83922					5090			0	0	519	0	0									
4156	0	752					2039	0	48420					10000			0	25020	0	0	2493									
4231	0	0					0	0	47589					0			0	12492	0	0	0									
4437	0	0					775	0	93429					2667			0	21508	0	0	2571									
4839	0	0					996	0	76600					19000			0	22643	0	0	7295									
5005	0	0					4167	29053	61606					40761			0	0	0	0	0									
5069	0	1293					0	0	35256					0			0	15345	5564	0	0									
5135	0	3100					1245	0	28145					17781			0	3419	0	0	0									
5210	0	0					4480	61262	151666					51000			0	49814	1088	0	42269									
5461	0	500					1959	0	119181					15000			0	58285	0	0	0									
5751	0	4401					625	0	64249					0			0	20797	0	0	0									
6039	0	0					101	0	8419					0			0	297	6	0	0									
6141	0	0					0	19718	0					0			9722	0	0	0	0									
6329	0	0					643	0	44742					0			0	7064	0	0	0									
7009	0	100949					0	0	546722					0			0	63064	9922	0	0									
7045	0	0					725	0	85087					0			0	35783	0	0	0									
7072	0	0					1090	6047	8842					3000			4787	1964	6613	0	0									
7157	0	1506					23	0	21994					0			0	14364	0	0	0									
7456	0	0					282	7446	14567					0			7446	0	0	0	0									
7634	0	0					71	7	5317					0			0	3571	0	0	0									
