"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC010	RCFDC436	RCFDJ448	RCFDJ449	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC010	RCONC436	RCONJ448	RCONJ449	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
1557																CONF				0	146	0	1229	41	121	29	0	0	0	0	962	0	0	0	CONF	0	0	0	FDIC ASSESSMENT			
1669																CONF				6	913	0	9712	175	678	0	0	0	0	0	1224	0	0	0	CONF	4839	0	2058				
1829																CONF				0	1836	0	5580	0	2630	0	0	0	0	0	1114	0	0	0	CONF	0	0	0				
1856																CONF				1	1525	0	2136	276	277	0	0	0	0	0	334	0	0	0	CONF	0	0	0				
2040																CONF				0	1546	222	8444	521	2268	922	0	0	0	0	786	0	0	0	CONF	3343	0	279	Accrued taxes			
2161																CONF				0	811	0	4490	133	214	0	0	0	0	0	733	0	0	0	CONF	0	0	2732				
2376																CONF				0	42333	27765	142766	597	16316	8842	0	0	0	0	9664	0	0	0	CONF	35435	0	11253	Deferred expense FHLB penalty			
2554																CONF				0	0	0	151	24	57	16	0	0	0	0	94	0	0	0	CONF	0	0	0	software			
2732																CONF				0	174	1540	5091	46	1400	253	0	0	0	0	1977	0	0	0	CONF	0	0	0	Current FIT receivable			
2750																CONF				0	549	0	2501	163	250	0	0	0	0	0	774	0	0	0	CONF	928	0	0				
3177																CONF				0	6390	2832	37819	771	3693	0	0	0	0	0	2549	0	0	0	CONF	11766	0	10589				
3252																CONF				0	323	0	3649	169	623	179	0	0	0	0	2703	0	0	0	CONF	0	0	0	NP DDA Debits			
3458																CONF				0	187	48	506	23	49	0	0	0	0	0	222	0	0	0	CONF	0	0	0				
3720																CONF				0	333	293	5683	109	372	0	0	0	0	0	876	0	0	0	CONF	1491	0	2318				
3971																CONF				0	3101	3464	28807	0	7297	0	0	0	0	0	3435	0	0	0	CONF	11510	0	0				
4156																CONF				0	2531	0	7882	0	604	195	0	0	0	0	1178	0	0	0	CONF	2684	0	885	NOTES RECEIVABLE			
4231																CONF				0	0	87	977	0	266	0	0	0	0	0	624	0	0	0	CONF	0	0	0				
4437																CONF				0	799	298	7255	269	982	0	0	0	0	0	974	0	0	0	CONF	4202	0	0				
4839																CONF				0	996	0	3392	350	683	169	0	0	0	0	1713	0	0	0	CONF	0	0	0	Accounts receivable			
5005																CONF				0	4425	4213	18486	0	70	0	0	0	0	0	1015	0	0	0	CONF	8763	0	0				
5069																CONF				0	0	692	9008	1552	4167	2142	0	0	0	0	4149	0	0	0	CONF	0	0	0	Accounts Receivable			
5135																CONF				118	1258	1119	12128	196	1091	147	0	0	0	0	4965	0	0	0	CONF	3695	0	0	Fifth Third Clearing			
5210																CONF				0	5601	1621	49054	0	7352	4609	0	0	0	0	3604	0	0	0	CONF	25671	0	5205	Prepaid Pension			
5331																CONF				0	3788	700	6918	0	1711	1142	0	0	0	0	396	0	0	0	CONF	323	0	0	accrued interest on securities purchased			
5461																CONF				0	1959	0	10038	648	5587	1904	2000	0	0	0	1775	0	0	0	CONF	717	0	0	QZAB	PFRD STOCK-SR HOUSING CRIME PREV FOUNDATION		
5751																CONF				0	305	0	4012	125	274	37	0	0	0	0	726	0	0	0	CONF	1414	0	1293	Principal Receivable on MBS			
6039																CONF				0	136	247	2543	0	1329	651	492	0	0	0	586	0	0	0	CONF	0	245	0	DUE FROM HOLDING COMPANY	DUE FROM USDA		
6141																CONF				0	0	0	519	69	117	0	0	0	0	0	402	0	0	0	CONF	0	0	0				
6329																CONF				504	643	3551	13885	658	2332	0	0	0	0	0	2558	0	0	0	CONF	2215	0	2586				
7009																CONF				0	0	292	15082	0	11939	7805	0	0	0	0	2851	0	0	0	CONF	0	0	0	Receivables			
7045																CONF				2	585	0	2045	143	528	0	0	0	0	0	932	0	0	0	CONF	0	0	0				
7072																CONF				0	912	3141	7982	193	3320	2248	0	0	0	0	609	0	0	0	CONF	0	0	0	Deferred Compensation			
7157																CONF				0	18	0	663	0	223	157	0	0	0	0	422	0	0	0	CONF	0	0	0	Lease Contracts Receivable			
7456																CONF				0	333	0	1207	0	152	32	0	0	0	0	722	0	0	0	CONF	0	0	0	Prepaid Health Insurance			
7634																CONF				0	93	0	548	108	170	54	0	0	0	0	285	0	0	0	CONF	0	0	0	Late fees receivable			
8033																CONF				16	1324	0	3803	67	263	113	0	0	0	0	1188	0	0	0	CONF	1028	0	0	OTHER ASSETS			
8462																CONF				0	21	0	966	0	215	0	0	0	0	0	730	0	0	0	CONF	0	0	0				
8631																CONF				10	130	131	2683	85	223	0	0	0	0	0	187	0	0	0	CONF	2012	0	0				
9357																CONF				0	5002	0	6931	0	747	0	0	0	0	0	1182	0	0	0	CONF	0	0	0				
9553																CONF				0	1691	0	6747	125	668	435	0	0	0	0	2203	0	0	0	CONF	1420	0	765	Nebraska Fund XV Investments			
9807																CONF				0	18032	0	127239	0	8065	4412	1560	1500	0	0	9875	0	0	0	CONF	0	91267	0	SETTLEMENT CLAIM	PERFORMANCE BOND FOR LITIGATION	PERFORMANCE BOND (MADISION CROSSING)	
9955																CONF				0	1045	0	2237	67	267	0	0	0	0	0	925	0	0	0	CONF	0	0	0				
10250																CONF				55	892	9324	12349	451	799	242	0	0	0	0	1066	0	0	0	CONF	268	0	0	Computer Software			
10849																CONF				0	547	1226	4703	150	1069	0	0	0	0	0	831	627	0	0	CONF	1030	0	0				
10858																CONF				0	1451	0	5643	0	1720	0	0	0	0	0	2472	0	0	0	CONF	0	0	0				
11145																CONF				291	1490	98	6210	145	809	32	0	0	0	0	472	0	0	0	CONF	1133	0	2208	Brownfield			
11275																CONF				0	5594	11559	63302	0	10459	2947	0	0	0	0	3846	0	0	0	CONF	19035	12809	0	Accounts receivable			
11640																CONF				0	3702	0	15863	348	642	0	0	0	0	0	3316	0	0	0	CONF	8203	0	0				
11837																CONF				0	865	430	2135	0	263	167	0	0	0	0	577	0	0	0	CONF	0	0	0	State Income Tax Receivable			
12030																CONF				0	5915	2272	11967	383	1336	492	0	0	0	0	1979	0	0	0	CONF	465	0	0	Reclassified NSFs			
12142																CONF				99	476	0	3559	219	1866	0	0	0	0	0	1217	0	0	0	CONF	0	0	0				
12179																CONF				0	710	82	3414	91	104	0	0	0	0	0	133	0	0	0	CONF	1209	0	1176				
12245																CONF				0	426	0	1261	156	386	0	0	0	0	0	449	0	0	0	CONF	0	0	0				
12311	0	301464	244860	3040169	0	774418	0	0	0	0	0	178966	0	0	0	CONF	285258	482090	773113		301464														CONF							
12647																CONF				0	310	0	1182	0	270	0	0	0	0	0	602	0	0	0	CONF	0	0	0				
12656																CONF				0	29	30	235	51	78	0	0	0	0	0	98	0	0	0	CONF	0	0	0				
12937																CONF				0	808	0	1853	108	356	0	0	0	0	0	689	0	0	0	CONF	0	0	0				
12946																CONF				0	1868	0	18955	0	1866	0	0	0	0	0	3692	0	0	0	CONF	1088	10441	0				
12955																CONF				0	455	0	1134	349	349	0	0	0	0	0	330	0	0	0	CONF	0	0	0				
13103																CONF				0	11380	6784	32694	0	5379	0	0	0	0	0	3594	0	0	0	CONF	5557	0	0				
13251																CONF				5	225	0	876	10	48	0	0	0	0	0	266	0	0	0	CONF	337	0	0				
13457																CONF				0	0	0	1732	0	21	0	0	0	0	0	390	0	0	0	CONF	1321	0	0				
14052																CONF				0	135	182	2156	74	235	0	0	0	0	0	206	0	0	0	CONF	1052	346	0				
14155																CONF				0	688	0	5178	257	499	0	0	0	0	0	1251	0	0	0	CONF	2740	0	0				
14650																CONF				0	68	176	1773	62	111	0	0	0	0	0	125	0	0	0	CONF	1293	0	0				
14753																CONF				0	9	0	538	0	95	0	0	0	0	0	434	0	0	0	CONF	0	0	0				
14865																CONF				0	560	851	10929	340	1666	0	0	0	0	0	3592	0	0	0	CONF	0	0	4260				
14977																CONF				0	234	4	950	76	150	0	0	0	0	0	402	0	0	0	CONF	0	160	0				
16458																CONF				0	773	0	2720	222	610	0	0	0	0	0	1337	0	0	0	CONF	0	0	0				
16551																CONF				0	1872	484	6229	0	599	0	0	0	0	0	1086	0	0	0	CONF	2188	0	0				
16748																CONF				0	277	0	2334	0	184	0	0	0	0	0	378	0	0	0	CONF	1495	0	0				
16944																CONF				0	0	0	459	76	169	0	0	0	0	0	290	0	0	0	CONF	0	0	0				
16953																CONF				0	0	0	414	15	63	0	0	0	0	0	351	0	0	0	CONF	0	0	0				
17110																CONF				0	219	0	2950	0	2636	1253	0	0	0	0	95	0	0	0	CONF	0	0	0	Investment Advisory/Trustee Fees Receivable			
17147																CONF				0	32824	17790	212674	12358	20757	0	0	0	0	0	17518	6412	0	0	CONF	56959	61543	5283				
17259																CONF				7	375	0	2581	127	245	0	0	0	0	0	359	0	0	0	CONF	1602	0	0				
17464																CONF				0	10378	0	55784	3298	6906	0	0	0	0	0	3246	0	0	0	CONF	8121	27133	0				
17950																CONF				17	1031	0	4386	137	474	0	0	0	0	0	2343	0	0	0	CONF	0	0	538				
17978																CONF				0	3955	1901	7398	321	577	98	15	79	0	0	965	0	0	0	CONF	0	0	0	Accrued Late Charges Receivable	Accounts Receivable	Prepaid Federal Income Tax	
18050																CONF				0	474	0	6672	0	827	0	0	0	0	0	1334	0	0	0	CONF	4037	0	0				
18135																CONF				0	1416	0	7787	190	593	0	0	0	0	0	1193	0	0	0	CONF	4585	0	0				
18377																CONF				0	93	0	439	36	229	125	0	0	0	0	117	0	0	0	CONF	0	0	0	Delayed Principal Payments on MBS			
18827																CONF				0	1118	894	9482	602	1042	0	0	0	0	0	1320	0	0	0	CONF	0	0	5108				
18836																CONF				0	632	909	6051	0	826	263	220	0	0	0	585	0	0	0	CONF	3099	0	0	PREPAID EFT RECEIVABLE	DEFERRED DIRECTOR FEES		
18854																CONF				0	701	0	3360	137	616	219	147	0	0	0	2043	0	0	0	CONF	0	0	0	CORE DEPOSIT INTANGIBLES	MORTGAGE SERVICING FEES		
19356																CONF				0	163	0	1158	42	228	0	0	0	0	0	397	0	0	0	CONF	370	0	0				
19730																CONF				0	6862	32078	103566	0	13950	0	0	0	0	0	5448	0	0	0	CONF	41546	0	3682				
19936																CONF				3	361	792	5994	128	336	93	0	0	0	0	1137	0	0	0	CONF	0	3368	0	JHA Prefund Deposit			
19972																CONF				0	135	301	3281	0	40	0	0	0	0	0	220	0	0	0	CONF	2585	0	0				
20053																CONF				0	197	528	1208	77	77	0	0	0	0	0	406	0	0	0	CONF	0	0	0	0	0		
20512																CONF				0	686	993	5108	0	2903	0	0	0	0	0	526	0	0	0	CONF	0	0	0				
20633																CONF				0	1347	86	10469	370	1013	0	0	0	0	0	1300	0	0	0	CONF	6723	0	0				
20857																CONF				0	1124	0	3040	55	169	0	0	0	0	0	1498	0	0	0	CONF	249	0	0				
21256																CONF				0	87	0	638	0	10	0	0	0	0	0	21	0	0	0	CONF	520	0	0				
21359																CONF				0	164	0	600	34	76	0	0	0	0	0	250	0	0	0	CONF	110	0	0				
21630																CONF				0	442	0	993	49	167	0	0	0	0	0	384	0	0	0	CONF	0	0	0				
21658																CONF				43	442	0	3456	76	202	0	0	0	0	0	887	0	0	0	CONF	1925	0	0				
22048																CONF				0	831	0	9197	357	3454	1175	0	0	0	0	1004	0	0	0	CONF	3908	0	0	Note Rec ZM Irrevocable Trust			
22543																CONF				0	195	256	1431	0	745	520	0	0	0	0	235	0	0	0	CONF	0	0	0	Suspense account - uposted items from ACH			
22552																CONF				0	223	0	1768	110	313	0	0	0	0	0	1232	0	0	201	CONF	0	0	0				
22730																CONF				0	263	0	3808	134	375	0	0	0	0	0	480	0	0	0	CONF	2690	0	0				
22936																CONF				179	437	0	1967	194	417	0	0	0	0	0	1048	0	0	0	CONF	0	65	0				
23045																CONF				0	208	0	421	0	20	0	0	0	0	0	193	0	0	0	CONF	0	0	0				
23456																CONF				0	387	0	1268	53	119	0	0	0	0	0	762	0	0	0	CONF	0	0	0				
23504																CONF				0	2978	2768	15397	2040	4239	0	0	0	0	0	5412	0	0	0	CONF	0	0	0				
23540																CONF				0	563	0	2031	150	528	0	0	0	0	0	940	0	0	0	CONF	0	0	0				
23643																CONF				0	65	0	1539	113	631	0	0	0	0	0	843	0	0	0	CONF	0	0	0				
23755																CONF				0	797	0	2269	779	1106	0	0	0	0	0	366	0	0	0	CONF	0	0	0				
24006																CONF				0	1114	4530	11753	1317	3494	614	0	0	0	0	2615	0	0	0	CONF	0	0	0	Accounts Receivable			
24378																CONF				0	433	203	1090	84	245	0	0	0	0	0	209	0	0	0	CONF	0	0	0				
24453																CONF				0	3483	0	4371	178	455	169	0	0	0	0	433	0	0	0	CONF	0	0	0	SOFTWARE			
24659																CONF				0	0	0	409	0	45	0	0	0	0	0	364	0	0	0	CONF	0	0	0				
24668																CONF				159	664	285	2872	388	1025	0	0	0	0	0	898	0	0	0	CONF	0	0	0				
24855																CONF				0	29	0	268	0	38	0	0	0	0	0	76	0	0	0	CONF	125	0	0				
24949																CONF				0	2727	5069	22849	0	4506	1438	0	0	0	0	2209	0	0	0	CONF	8338	0	0	Tax Benefit			
25357																CONF				0	3129	0	4239	567	782	186	26	3	0	0	328	0	0	0	CONF	0	0	0	Int. on Investments	Non Post DDA	Pro Health & Emp. Benefits	
25647																CONF				0	0	0	296	74	90	0	0	0	0	0	206	0	0	0	CONF	0	0	0				
26176																CONF				0	3901	0	13074	1397	5114	2172	0	0	0	0	1390	0	0	0	CONF	0	0	2669	Accrued income tax receivable			
26242																CONF				0	1994	0	16693	605	1360	0	0	0	0	0	1696	0	0	0	CONF	11643	0	0				
26457																CONF				0	0	0	347	0	49	9	0	0	0	0	298	0	0	0	CONF	0	0	0	DDA Unposted			
26765																CONF				0	2343	140	3576	0	413	0	0	0	0	0	680	0	0	0	CONF	0	0	0				
26859																CONF				0	799	5694	10383	0	3179	2040	0	0	0	0	711	0	0	0	CONF	0	0	0	dda rejects			
27070																CONF				0	3713	0	5547	67	869	0	0	0	0	0	965	0	0	0	CONF	0	0	0				
27548																CONF				0	2579	0	17723	942	4185	29	0	0	0	0	2014	0	0	0	CONF	8945	0	0	unposted CD/DDA			
27614																CONF				0	1606	0	10846	329	1014	0	0	0	0	0	1541	0	0	0	CONF	6685	0	0				
27847																CONF				0	1534	0	12330	285	1101	0	0	0	0	0	2309	0	0	0	CONF	3617	0	3769				
28013																CONF				0	14766	218	120182	0	17973	10721	0	0	0	0	7308	0	0	0	CONF	43523	0	36394	due from broker / sale of securities			
28152																CONF				0	390	0	2464	0	71	0	0	0	0	0	270	0	0	0	CONF	1733	0	0				
28255																CONF				0	308	50	2221	0	1052	343	0	0	0	0	811	0	0	0	CONF	0	0	0	Return items in process			
28349																CONF				7	1348	941	4221	205	1376	0	0	0	0	0	556	0	0	0	CONF	0	0	0				
28406																CONF				0	9981	0	88395	0	41427	33862	0	0	0	0	3933	0	0	0	CONF	33054	0	0	Due From Broker			
28572																CONF				0	1122	0	1304	41	63	0	0	0	0	0	119	0	0	0	CONF	0	0	0				
28675																CONF				0	370	0	939	0	230	0	0	0	0	0	339	0	0	0	CONF	0	0	0				
28732																CONF				0	220	531	2966	88	255	0	0	0	0	0	347	0	0	0	CONF	1613	0	0				
29104																CONF				0	8964	4544	52227	708	2612	0	0	0	0	0	6428	0	0	0	CONF	20563	0	9116				
29476																CONF				0	135	404	986	0	61	0	0	0	0	0	386	0	0	0	CONF	0	0	0				
29636																CONF				0	3732	1399	32358	771	1932	0	0	0	0	0	4369	0	0	0	CONF	17878	3048	0				
29878																CONF				0	2969	21273	35228	3048	3597	80	469	0	0	0	7034	0	0	0	CONF	355	0	0	Seat License	Other Charges Due Mtg Lns	Mortgage Loan Escrow	
29953																CONF				0	1816	0	2674	0	203	0	0	0	0	0	624	0	0	0	CONF	31	0	0				
30052																CONF				0	111	0	261	24	80	29	5	0	0	0	70	0	0	0	CONF	0	0	0	Software and Art	Accounts Receivables		
30418																CONF				0	537	0	11360	677	5857	139	1011	178	0	0	4966	2685	0	0	CONF	0	0	0	Federal Tax Receivable	MBS Principle Receivable	Computer Software	
30502																CONF				0	5176	2936	15764	1903	4521	0	0	0	0	0	3131	0	0	0	CONF	0	0	0				
30650																CONF				0	1031	839	2374	103	111	0	0	0	0	0	393	0	0	0	CONF	0	0	0				
30810																CONF				0	0	1029696	1841387	154204	329122	0	0	0	0	0	482569	82403	0	0	CONF	0	0	0				
30874																CONF				0	7546	1292	34861	0	6016	1620	0	0	0	0	3443	0	0	0	CONF	16564	0	0	Real Estate Held for Investment			
31134																CONF				0	632	0	2786	181	414	0	0	0	0	0	753	0	0	0	CONF	987	0	0				
31255																CONF				0	678	132	12757	0	2407	1023	0	0	0	0	1793	0	0	0	CONF	6137	0	1610	deferred tax			
31657																CONF				0	175	0	3194	76	164	0	47	0	0	0	578	0	0	0	CONF	0	0	2277		Late Fees		
31826																CONF				0	695	1658	7562	539	1239	0	0	0	0	0	934	0	0	0	CONF	3036	0	0				
31835																CONF				0	1196	1886	11570	307	479	0	0	0	0	0	1336	0	0	0	CONF	6673	0	0				
32234																CONF				0	82	0	805	45	183	0	0	0	0	0	540	0	0	0	CONF	0	0	0				
32766																CONF				0	24	44	445	79	179	0	0	0	0	0	198	0	0	0	CONF	0	0	0				
32971																CONF				0	1234	0	10721	396	1869	609	0	0	0	0	1029	0	0	0	CONF	6589	0	0	PURCHASED COMPUTER SOFTWARE			
33147																CONF				4	760	1848	6185	350	1016	392	0	0	0	0	2561	0	0	0	CONF	0	0	0	Nonpost Deposit Debits			
33259																CONF				0	666	11735	15009	509	892	0	0	0	0	0	1716	0	0	0	CONF	0	0	0				
33268																CONF				0	0	0	2257	98	290	0	0	0	0	0	906	0	0	192	CONF	1061	0	0				
33370																CONF				0	463	0	684	44	98	42	0	0	0	0	123	0	0	0	CONF	0	0	0	Premium on loan pools purchased 42			
33754																CONF				15	0	0	278	97	171	0	0	0	0	0	107	0	0	0	CONF	0	0	0	Federal Income Tax Refund	Other Assets		
33839																CONF				0	122	0	421	17	70	0	0	0	0	0	229	0	0	0	CONF	0	0	0				
33857																CONF				0	1099	0	2984	430	691	0	0	0	0	0	1194	0	0	0	CONF	0	0	0				
34153																CONF				0	1344	336	7134	562	4099	0	0	0	0	0	1355	0	0	0	CONF	0	0	0				
34359																CONF				0	426	0	1759	26	50	0	0	0	0	0	271	0	0	0	CONF	1012	0	0				
34425																CONF				0	1585	41	4191	0	1564	0	0	0	0	0	1001	0	0	0	CONF	0	0	0				
34434																CONF				0	408	0	3332	1024	1801	0	0	0	0	0	1123	0	0	0	CONF	0	0	0				
34452																CONF				0	57	0	2634	302	814	0	0	0	0	0	522	0	0	0	CONF	325	0	916				
34537																CONF				0	11902	17241	50665	2356	16365	0	0	0	0	0	5157	0	0	0	CONF	0	0	0				
34555																CONF				0	3293	131	10837	230	649	100	0	0	0	0	1951	0	0	0	CONF	4813	0	0	Computer Software			
34742																CONF				0	765	1052	10159	161	1284	0	0	0	0	0	1116	0	0	0	CONF	5774	168	0				
34836																CONF				0	0	0	560	0	95	0	0	0	0	0	161	0	0	0	CONF	304	0	0				
35057																CONF				0	1983	0	5040	126	521	0	0	0	0	0	823	0	0	0	CONF	1127	0	586				
35301	0	332401	0	13359353	0	12631091	8020300	0	0	0	0	395861	0	0	0	CONF	0	0	0		332401														CONF				Collateral deposits, net			
35570																CONF				0	131799	134247	434620	0	16573	3515	0	0	0	0	40323	0	0	0	CONF	107871	0	3807	Other Misc assets			
35646																CONF				0	111	46	1147	0	58	0	0	0	0	0	294	0	0	0	CONF	0	0	638				
35842																CONF				0	928	598	5201	304	491	0	0	0	0	0	2206	0	0	0	CONF	978	0	0				
35879																CONF				0	1677	1164	7731	283	776	0	0	0	0	0	392	0	0	0	CONF	3722	0	0				
36054																CONF				0	3592	3484	38085	2762	5910	0	0	0	0	0	3011	0	0	0	CONF	14748	0	7340				
36456																CONF				0	229	0	3366	169	241	0	0	0	0	0	1299	0	0	0	CONF	1597	0	0				
36933																CONF				0	138	0	1207	274	286	0	0	0	0	0	370	0	0	0	CONF	413	0	0				
37051																CONF				0	280	0	1259	0	153	0	0	0	0	0	421	0	0	0	CONF	405	0	0				
37341																CONF				0	17	0	1164	34	72	0	0	0	0	0	201	0	0	0	CONF	874	0	0				
37378																CONF				0	509	1317	4474	67	760	200	0	0	0	0	1323	0	0	0	CONF	565	0	0	MERCHANT VISA SETTLEMENT			
37435																CONF				17	1571	0	56599	914	51556	72	0	0	0	0	3472	0	0	47540	CONF	0	0	0	State tax credits			
37640																CONF				0	8340	967	52288	0	7442	0	0	0	0	0	7741	0	0	0	CONF	21052	6746	0				
37659																CONF				18	0	0	1316	5	235	0	0	0	0	0	527	0	0	0	CONF	554	0	0				
37743																CONF				0	276	0	765	45	101	0	0	0	0	0	388	0	0	0	CONF	0	0	0				
37949																CONF				0	508	0	8915	85	686	0	0	0	0	0	2006	0	0	0	CONF	3349	0	2366				
38740																CONF				0	1624	0	5217	0	417	0	0	0	0	0	525	0	0	0	CONF	2651	0	0				
39327																CONF				0	0	0	9994	347	1228	0	0	0	0	0	1142	0	0	0	CONF	7624	0	0				
39420																CONF				0	5741	4253	37568	647	5446	0	0	0	0	0	3758	0	0	0	CONF	18370	0	0				
39475																CONF				0	13821	79345	151077	2263	8201	0	0	0	0	0	6057	0	0	0	CONF	39740	3461	452				
39756																CONF				0	2649	0	11674	0	2417	0	0	0	0	0	2858	0	0	0	CONF	547	0	3203				
40033																CONF				0	231	0	4533	160	333	0	0	0	0	0	180	0	0	0	CONF	3789	0	0				
40350																CONF				0	315	0	771	28	121	0	0	0	0	0	335	0	0	0	CONF	0	0	0				
40707																CONF				0	931	334	6117	513	1588	0	0	0	0	0	775	0	0	0	CONF	2489	0	0				
40855																CONF				0	768	0	1660	45	114	0	0	0	0	0	778	0	0	0	CONF	0	0	0				
41245																CONF				0	45	124	1401	0	127	0	0	0	0	0	229	0	0	0	CONF	876	0	0				
41553																CONF				0	99	0	1056	42	59	0	0	0	0	0	898	0	0	0	CONF	0	0	0				
41629																CONF				0	1043	699	5531	0	2632	1475	0	0	0	0	849	0	0	0	CONF	308	0	0	Low Income Housing Investment			
41759																CONF				0	135	0	765	30	116	0	0	0	0	0	514	0	0	0	CONF	0	0	0				
41825																CONF				0	0	280	4670	379	863	86	0	0	0	0	482	0	0	0	CONF	0	0	3045	Pre-paid Taxes			
41937																CONF				0	130	0	920	30	117	27	0	0	0	0	673	0	0	0	CONF	0	0	0	Prepaid Insurance			
41955																CONF				0	334	0	984	0	245	0	0	0	0	0	405	0	0	0	CONF	0	0	0				
42037																CONF				0	0	81	860	48	153	0	0	0	0	0	626	0	0	0	CONF	0	0	0				
42055																CONF				0	415	0	1059	118	158	0	0	0	0	0	486	0	0	0	CONF	0	0	0				
42354																CONF				0	79	0	3943	0	56	0	0	0	0	0	756	0	0	0	CONF	3052	0	0				
42372																CONF				0	481	1208	3819	0	733	0	0	0	0	0	1168	0	0	0	CONF	229	0	0				
42420																CONF				0	33899	44502	331310	0	66574	0	0	0	0	0	16461	18122	0	0	CONF	92697	70415	6762				
42448																CONF				0	3271	2544	15563	386	1439	0	0	0	0	0	8309	0	0	0	CONF	0	0	0				
42457																CONF				0	60	0	624	58	83	0	0	0	0	0	481	0	0	0	CONF	0	0	0				
42671																CONF				0	3405	5627	21715	878	9604	8464	0	0	0	0	3079	0	0	0	CONF	0	0	0	Current Tax Reclass			
43052																CONF				0	539	602	4804	29	140	111	0	0	0	0	528	0	0	0	CONF	2995	0	0	Taxes Receivable			
43351																CONF				0	0	78	302	21	95	48	26	0	0	0	129	0	0	0	CONF	0	0	0	PURCHASE SOFTWARE	FHLB STOCK		
43454																CONF				0	105	0	296	0	63	0	0	0	0	0	128	0	0	0	CONF	0	0	0				
43744																CONF				0	485	2764	5680	0	261	0	0	0	0	0	247	0	0	0	CONF	1447	476	0				
43856																CONF				0	340	43	1389	81	174	0	0	0	0	0	146	0	0	0	CONF	686	0	0				
43959																CONF				0	59	0	901	146	409	0	0	0	0	0	433	0	0	0	CONF	0	0	0				
44040																CONF				0	1312	811	11468	103	133	0	0	0	0	0	2911	0	0	0	CONF	0	6301	0				
