"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	43	68													14	1													true	true	
242	95	91													63	71													true	true	
279	93	89															8	322	2	231	1	354	27	476	1	202	0	0	false	true	
354			2	65	0	0	0	0	31	749	3	503	2	379			3	70	2	203	1	246	42	682	2	290	0	0	false	false	
457			9	285	10	1156	4	2224	52	1132	9	1029	11	3678			10	440	12	1442	4	1030	39	1036	7	1177	6	1942	false	false	
505			10	595	43	5904	59	24827	269	6082	63	5420	43	9384															false	false	
1155			43	1856	46	5735	40	13497	197	4574	48	4282	47	17173			6	185	9	1195	7	2520	46	1199	12	1172	9	2956	false	false	
1351			164	4339	37	5234	30	13244	262	5052	32	4094	23	7219			44	1317	16	1781	6	1460	124	2438	16	1506	3	1129	false	false	
1454			27	1093	55	5667	53	22395	370	6863	42	3637	29	10175			1	7	7	1021	8	2012	47	889	17	1290	6	1316	false	false	
1669			112	3780	43	5728	43	13630	238	4302	25	2285	21	8114			0	0	0	0	0	0	192	3496	6	566	0	0	false	false	
1856			4	61	1	113	1	170	8	187	15	575	4	601			2	85	0	0	1	294	14	191	1	96	1	350	false	false	
2040			19	897	29	3095	33	10857	55	1681	32	3790	47	15370			2	36	2	389	1	73	8	175	3	388	3	653	false	false	
2161			77	2996	27	3160	13	5133	163	3965	23	2668	13	2943			15	704	16	2641	3	426	75	1166	9	1116	5	944	false	false	
2376			3	128	25	3652	113	44121	11	404	1	70	2	854															false	false	
2554			4	140	0	0	2	532	34	948	7	931	0	0			10	426	11	1947	9	2656	28	725	6	284	6	1082	false	false	
2732			4	139	18	2330	82	45346	12	368	10	1085	29	11409															false	false	
2750			16	577	3	519	0	0	20	470	8	731	3	1006			4	170	5	627	8	2803	28	672	15	1813	11	1787	false	false	
3252			10	321	8	965	7	1955	175	3402	16	2110	11	3552			35	1254	29	3511	26	6466	578	14791	96	12480	31	10032	false	false	
3458			17	1494	2	432	1	589	180	1017	23	3587	7	2089			55	4351	7	1244	6	2890	252	4127	20	2681	5	1872	false	false	
3720			64	2572	91	11249	65	24033	277	5710	45	3494	24	5147			49	1506	31	3246	10	2262	24	748	18	1255	12	3631	false	false	
3971			6	242	10	1593	28	11568	26	376	12	862	15	4140			19	862	15	1427	25	5297	27	560	12	947	8	1366	false	false	
4156			31	1366	11	1158	16	6855	124	2768	22	2568	16	5008			95	4020	55	6504	17	4588	218	4192	21	2449	6	1747	false	false	
4231			36	1023	20	2948	17	6694	67	1159	2	371	1	493			58	1703	16	1635	1	264	22	210	0	0	2	45	false	false	
5069			3	128	2	198	25	13838	1	10	0	0	3	534			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
5135			104	4019	58	7473	74	31092	587	11369	54	5360	23	6323			167	6011	80	9603	44	11835	270	7473	87	9033	38	8333	false	false	
5210			118	4967	212	27214	335	133775	386	10183	99	10727	58	16690			48	1888	57	7799	46	14239	57	1910	19	1927	3	1038	false	false	
5461			12	463	31	3752	87	36849	79	2475	79	4625	45	13745			0	0	3	225	1	331	5	412	5	443	10	2738	false	false	
5751			44	1779	38	4887	29	11516	333	8361	51	5841	27	9183			25	1047	34	4623	27	7538	68	1709	43	4618	29	6166	false	false	
6039			117	3924	60	7715	101	41352	359	5780	36	4131	20	6345			84	3115	55	6782	32	7908	106	2408	7	732	1	300	false	false	
6329			173	11534	118	17416	152	61527	1050	25408	107	13749	28	6369			31	1438	17	2169	6	1135	48	1441	5	407	0	0	false	false	
7009			0	0	0	0	0	0	0	0	0	0	13	5410															false	false	
7045			54	1855	24	2638	14	5458	30	639	11	1350	2	575			23	758	10	1262	4	1289	36	750	14	1354	7	2111	false	false	
7072			22	917	60	6800	71	25207	165	3193	30	2507	18	5119			0	0	0	0	2	732	0	0	1	157	0	0	false	false	
7456			7	229	7	857	13	5169	43	853	12	1057	13	3712			11	414	20	1873	24	3567	55	1025	32	2669	23	4881	false	false	
7634			54	2351	20	3011	18	6873	100	1901	11	1330	12	3132			13	592	8	1079	3	961	42	1197	3	331	2	744	false	false	
8033			10	532	26	3535	53	18941	113	2733	22	2532	11	2101			4	191	8	760	1	284	17	380	6	460	3	126	false	false	
8462			5	317	9	1123	4	2142	115	2480	18	2134	17	4819			8	207	11	1416	6	1464	34	978	20	1996	9	2709	false	false	
8631			15	584	12	1463	15	6321	42	856	11	1281	8	2811			0	0	0	0	1	239	4	13	0	0	0	0	false	false	
9357			6	455	13	1933	65	28950	271	7855	125	12215	142	36914	0	1													true	false	
9553			12	463	8	868	4	1696	30	730	13	1493	7	1961			24	1115	25	2651	39	9793	57	1689	37	3998	33	7128	false	false	
9807			7	300	41	5053	97	37215	42	1400	25	2529	9	1596															false	false	
9955			17	608	11	1335	20	12515	43	599	13	1471	16	4471			39	1599	27	2874	18	4905	55	1580	9	810	10	2389	false	false	
10250			19	884	52	5881	95	36354	440	12494	142	13092	84	30184			2	147	5	688	1	126	0	0	0	0	0	0	false	false	
10849			19	816	22	2779	30	14658	62	1185	15	1635	3	1382			20	720	6	782	9	1947	16	304	5	393	3	189	false	false	
11145			92	3237	92	11286	73	27336	88	2344	14	1426	16	3010			1	27	3	461	0	0	2	71	0	0	0	0	false	false	
11640			41	1505	30	3264	31	9661	236	4466	37	3397	27	6916			12	575	16	1862	14	3809	33	898	16	1319	20	4809	false	false	
11837			5	231	10	1131	8	3509	15	337	3	265	1	184			6	282	1	143	1	204	5	144	0	0	0	0	false	false	
12030			279	8464	91	11988	88	35870	767	12197	29	3102	19	4725			98	3316	54	7139	18	4954	94	2026	7	593	2	262	false	false	
12142			48	2024	37	4350	22	7438	165	3684	31	2941	29	10070			5	178	8	1000	4	1068	11	295	5	449	3	531	false	false	
12179			12	377	17	2395	14	5184	23	510	9	707	8	1478			0	0	1	73	0	0	0	0	0	0	0	0	false	false	
12311			1819	80706	2957	350667	4070	1387567	24492	682479	4646	435096	4309	1089060			147	7974	156	17778	35	9242	393	10441	72	7131	50	13806			
12647			51	2352	33	3963	45	15320	94	2350	19	1369	10	2522			30	1174	14	2322	10	2841	35	757	7	789	7	683	false	false	
12656	6	40													18	38													true	true	
12937			3	211	13	1379	40	16554	17	383	8	1250	11	4192			0	0	1	150	0	0	0	0	0	0	0	0	false	false	
12946			152	6364	169	20358	147	50877	1308	27874	257	28102	141	42387			136	5226	61	6844	22	5094	186	4345	20	2274	9	2829	false	false	
13103			44	2920	153	19250	289	108779	292	8285	102	9683	97	28772															false	false	
13251	49	77															9	302	4	466	1	36	28	496	10	1148	2	704	false	true	
13457			2	63	2	115	1	481	8	158	3	370	1	141			6	261	4	425	4	1133	47	1116	10	954	4	1200	false	false	
14155			42	1882	42	6094	27	10186	200	4771	22	2378	11	2967			89	4138	85	11880	27	6928	527	13587	55	7135	24	7182	false	false	
14650			9	255	6	697	2	442	155	1871	88	1656	7	2943	4	60													true	false	
14753	3	76													22	337													true	true	
14865			58	2729	93	10374	67	24055	260	5799	63	5981	49	10347			64	3286	97	13546	68	21383	279	6898	121	11633	75	16350	false	false	
14977			5	109	1	228	0	0	88	2231	6	482	3	1011			15	603	21	2387	11	2476	99	2962	28	3142	13	2932	false	false	
16551			96	4821	45	6701	41	14834	235	6698	39	6191	13	5864			48	2166	15	2335	4	761	76	1837	7	1111	8	2975	false	false	
16748			27	1181	18	2147	12	3656	58	1471	7	670	4	861			12	565	29	4176	19	6196	20	470	2	172	1	261	false	false	
17110			0	0	0	0	0	0	3	205	2	232	6	1399															false	false	
17147			530	20643	750	87158	1032	411476	3278	64044	919	81371	993	250498			268	10189	327	38197	211	58594	387	10352	159	17519	88	20104	false	false	
17259			19	684	9	1396	6	2893	15	400	9	1383	8	3021	85	48													true	false	
17950			127	5917	122	15946	90	34075	336	7419	43	4332	32	10027			67	3108	83	10298	68	18309	395	8763	89	9530	43	11006	false	false	
17978			31	1069	27	3360	12	3862	0	0	0	0	0	0			2	68	4	504	1	314	4	52	0	0	0	0	false	false	
18050			32	1134	69	8688	73	29310	309	5574	30	2725	12	3362			78	3054	56	7561	21	6540	176	3088	14	1206	4	656	false	false	
18135			1	71	5	819	6	3492	40	2271	36	4224	54	20264															false	false	
18827			144	5087	165	19118	203	67619	572	10000	123	9339	122	28393			0	0	1	40	3	1103	0	0	0	0	0	0	false	false	
18836			23	557	24	2309	20	4705	62	1725	18	2226	8	2652			1	2	4	545	3	561	15	216	7	708	8	1687	false	false	
18854			9	504	24	4962	33	16203	159	5783	52	9401	66	38295			34	1932	26	4612	20	6465	230	9304	42	6865	29	11075	false	false	
19356			37	2987	17	3795	7	3589	77	3502	8	779	5	2027	7	15													true	false	
19936			71	2936	65	8105	39	14033	79	2716	18	2505	8	3275			32	1386	28	3424	20	7002	95	3355	12	1357	9	2694	false	false	
19972			0	0	0	0	0	0	0	0	2	222	0	0			0	0	1	68	0	0	0	0	0	0	0	0	false	false	
20053			58	2678	28	3429	22	8880	56	1139	15	1437	12	3508			23	1036	30	3899	14	4054	74	1551	19	1832	4	827	false	false	
20633			25	1443	20	2260	42	15395	54	2049	28	3656	16	5077			0	0	1	139	2	785	0	0	1	140	0	0	false	false	
20857			13	365	6	581	5	1088	108	1765	8	463	8	2343			10	419	16	1287	12	2872	188	843	6	480	12	2491	false	false	
21256			1	42	0	0	1	364	11	226	5	447	2	299	1	8													true	false	
21359			24	2042	2	267	3	1121	105	3469	5	368	1	500	64	172													true	false	
21658			64	2228	51	5147	38	8355	97	1320	28	1326	42	2042			65	2333	53	5555	49	9506	161	2406	61	3006	31	2819	false	false	
22048			61	2014	46	5336	43	14301	405	7602	48	5107	29	8308			1	32	1	47	0	0	8	148	3	324	2	61	false	false	
22543			72	2431	83	8856	78	28164	202	4430	54	5570	15	4089			6	196	4	310	2	349	1	37	0	0	0	0	false	false	
22552	88	238															33	1555	53	5981	23	5463	329	6314	50	5391	29	6678	false	true	
22730			30	1041	6	566	22	9809	88	2953	14	1423	16	6139	1	0													true	false	
22936			16	686	21	3196	37	16163	169	4192	27	2847	24	6507			9	322	12	1589	11	3051	29	716	8	881	10	2727	false	false	
23456			228	8187	90	10741	37	11434	188	4536	31	2973	12	4314			46	2002	47	6254	17	4929	275	5447	29	2163	19	3672	false	false	
23504			11	673	68	9989	427	190907	1209	43575	390	44659	427	162839			0	0	1	22	1	458	0	0	0	0	0	0	false	false	
23643			36	1334	30	3275	23	7716	227	5473	57	6077	26	9450			27	1020	9	961	8	3197	35	853	3	438	1	178	false	false	
23755			18	940	36	5451	63	25817	112	2468	23	2451	18	5042			2	146	0	0	0	0	5	68	0	0	0	0	false	false	
24006			17	596	72	8880	239	95388	218	6927	113	9169	94	22807															false	false	
24378			10	403	8	564	2	1096	17	363	1	72	1	200			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
24453			4	222	12	1788	24	9809	57	1056	14	1026	11	1827			1	86	1	201	0	0	0	0	0	0	0	0	false	false	
24659			23	829	13	1791	18	6116	104	2890	22	2567	10	3321			21	605	14	1852	5	1337	55	1495	17	1875	6	1299	false	false	
24668			19	792	43	5366	96	41911	231	7201	135	13634	204	69392			23	735	11	1188	5	1185	12	298	4	223	0	0	false	false	
24949			23	1052	52	6628	71	29728	40	769	20	1619	18	2994			6	262	2	156	0	0	5	73	0	0	0	0	false	false	
25357			146	4748	61	7553	51	20465	385	6803	31	3382	9	3287			141	5446	104	13187	46	13104	652	14184	164	18464	51	14172	false	false	
25647			6	250	29	4522	60	30245	13	647	3	403	3	1077			0	0	1	119	0	0	0	0	0	0	0	0	false	false	
26176			0	0	11	1552	46	17436	1	64	0	0	1	162															false	false	
26242			112	4403	92	11744	95	30862	505	10192	35	3929	20	5492			37	1030	37	4050	15	3759	11	228	7	485	19	4433	false	false	
26457			17	330	3	483	0	0	17	302	5	528	1	319			49	1415	38	4487	15	3628	45	950	2	202	4	855	false	false	
26765			52	2099	141	17517	291	120429	301	10329	198	21299	204	55438			5	122	4	318	5	1005	6	115	2	305	1	400	false	false	
27070			4	206	3	327	1	288	0	0	0	0	0	0															false	false	
27548			62	2623	105	12820	121	49220	281	6926	150	9483	152	38940			3	188	11	1530	4	1346	0	0	0	0	0	0	false	false	
