"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC010	RCFDC436	RCFDJ448	RCFDJ449	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC010	RCONC436	RCONJ448	RCONJ449	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
21630																CONF				0	353	0	934	50	216	0	0	0	0	0	365	0	0	0	CONF	0	0	0				
21658																CONF				49	442	0	3947	91	327	0	0	0	0	0	779	0	0	0	CONF	2399	0	0				
22048																CONF				6	818	0	8312	386	2556	1175	0	0	0	0	1093	0	0	0	CONF	3845	0	0	Note Rec ZM Irrevocable Trust			
22356																CONF				0	3184	0	9903	142	580	138	204	0	0	0	2556	0	0	0	CONF	3583	0	0	Income Tax Receivable	Computer Ssoftware		
22543																CONF				0	195	295	1162	293	440	0	0	0	0	0	232	0	0	0	CONF	0	0	0				
22552																CONF				0	223	0	1309	112	319	0	0	0	0	0	767	0	0	0	CONF	0	0	0				
22730																CONF				0	295	0	2769	126	390	0	0	0	0	0	432	0	0	0	CONF	1652	0	0				
22936																CONF				0	754	0	2409	356	530	147	0	0	0	0	1060	0	0	0	CONF	0	65	0	Receivable from Parent - Taxes			
22954																CONF				0	1152	254	2652	0	211	0	0	0	0	0	642	0	0	0	CONF	393	0	0				
23045																CONF				0	208	0	401	0	32	0	0	0	0	0	161	0	0	0	CONF	0	0	0				
23456																CONF				6	381	0	1427	69	360	163	0	0	0	0	686	0	0	0	CONF	0	0	0	SBA RECEIVABLES			
23504																CONF				0	2020	1320	14527	2585	5417	0	0	0	0	0	5770	0	0	0	CONF	0	0	0				
23540																CONF				0	549	0	2150	0	748	0	0	0	0	0	853	0	0	0	CONF	0	0	0				
23643																CONF				0	268	0	1923	219	685	0	0	0	0	0	970	0	0	0	CONF	0	0	0				
23755																CONF				0	798	0	2313	831	1147	0	0	0	0	0	368	0	0	0	CONF	0	0	0				
24006																CONF				0	1158	3359	11398	1139	4155	737	0	0	0	0	2726	0	0	0	CONF	0	0	0	Accounts Receivable			
24378																CONF				0	433	209	1085	0	190	0	0	0	0	0	253	0	0	0	CONF	0	0	0				
24453																CONF				325	3508	0	5008	308	1005	0	0	0	0	0	495	0	0	0	CONF	0	0	0				
24659																CONF				0	0	0	290	0	58	0	0	0	0	0	232	0	0	0	CONF	0	0	0				
24668																CONF				135	558	196	2801	368	1055	0	0	0	0	0	992	0	0	0	CONF	0	0	0				
24855																CONF				0	29	0	293	0	45	0	0	0	0	0	94	0	0	0	CONF	125	0	0				
24949																CONF				0	2727	5126	19602	0	6165	0	0	0	0	0	2355	0	0	0	CONF	3229	0	0				
25357																CONF				0	3978	0	5397	651	898	205	23	19	0	0	521	0	0	0	CONF	0	0	0	Interest on Investments	NoN Post DDA	Pro Health and Emp. Benefits	
25647																CONF				0	0	0	284	25	57	0	0	0	0	0	227	0	0	0	CONF	0	0	0				
26176																CONF				0	3901	828	12831	0	3876	2171	0	0	0	0	1597	0	0	0	CONF	0	0	2629	ACCRUED INCOME TAX DEBIT BALANCE			
26242																CONF				0	1994	0	16564	522	1362	0	0	0	0	0	1741	0	0	0	CONF	11467	0	0				
26457																CONF				0	0	0	207	0	43	0	0	0	0	0	164	0	0	0	CONF	0	0	0				
26765																CONF				0	2206	204	3751	0	689	0	0	0	0	0	652	0	0	0	CONF	0	0	0				
26859																CONF				0	798	4939	11010	1212	4609	2934	0	0	0	0	664	0	0	0	CONF	0	0	0	ACCOUNTS RECEIVABLE USDA			
27070																CONF				0	3625	0	5857	384	1449	0	0	0	0	0	783	0	0	0	CONF	0	0	0				
27548																CONF				189	3084	767	18295	661	3686	0	0	0	0	0	1957	0	0	0	CONF	8801	0	0				
27614																CONF				0	1606	0	10846	311	1089	0	0	0	0	0	1577	0	0	0	CONF	6574	0	0				
27847																CONF				1522	1633	0	14065	260	2774	0	0	0	0	0	2384	0	0	0	CONF	3563	0	3711				
28013																CONF				0	12772	2456	110290	0	8793	0	0	0	0	0	7772	0	0	0	CONF	44054	0	34443				
28152																CONF				0	392	0	2096	0	98	0	0	0	0	0	250	0	0	0	CONF	1356	0	0				
28255																CONF				0	562	35	2653	0	1377	475	0	0	0	0	679	0	0	0	CONF	0	0	0	Return items in process			
28349																CONF				105	1317	0	3072	215	1121	0	0	0	0	0	634	0	0	0	CONF	0	0	0				
28406																CONF				0	4834	0	49036	0	8058	0	0	0	0	0	3615	0	0	0	CONF	32529	0	0				
28572																CONF				0	1122	0	1294	0	42	0	0	0	0	0	130	0	0	0	CONF	0	0	0				
28675																CONF				0	370	0	1008	79	290	0	0	0	0	0	348	0	0	0	CONF	0	0	0				
28732																CONF				0	218	582	2965	95	222	0	0	0	0	0	410	0	0	0	CONF	1533	0	0				
29104																CONF				0	9233	9653	62826	603	8782	5825	0	0	0	0	5964	0	0	0	CONF	20222	0	8972	Principle receivable			
29476																CONF				123	263	519	1290	36	219	0	0	0	0	0	289	0	0	0	CONF	0	0	0				
29636																CONF				0	4131	2172	34086	963	2428	0	0	0	0	0	4791	0	0	0	CONF	17552	3012	0				
29878																CONF				0	2933	18078	32121	2022	3375	80	728	0	0	0	7381	0	0	0	CONF	354	0	0	Seat License	Other Charges Due Mtg Lns		
29953																CONF				0	1790	0	2617	0	319	0	0	0	0	0	479	0	0	0	CONF	29	0	0				
30052																CONF				0	111	0	294	37	109	29	13	0	0	0	74	0	0	0	CONF	0	0	0	Software and Art	Accounts Receivables		
30418																CONF				0	508	0	13877	773	5996	1179	0	0	0	0	7373	2521	0	0	CONF	0	0	0	MBS Principal Receivable			
30502																CONF				0	5176	4232	17775	2756	5236	0	0	0	0	0	3131	0	0	0	CONF	0	0	0				
30650																CONF				0	1033	1003	2590	68	113	19	0	0	0	0	441	0	0	0	CONF	0	0	0	accrued taxes payable 201750			
30810																CONF				0	160347	1081703	1967522	108477	278344	0	0	0	0	0	447128	0	0	0	CONF	0	0	0				
30874																CONF				0	7809	1222	32505	0	6080	0	0	0	0	0	3669	0	0	0	CONF	13725	0	0				
31134																CONF				0	631	0	2938	310	532	0	0	0	0	0	793	0	0	0	CONF	982	0	0				
31255																CONF				0	678	339	11848	0	1516	469	0	0	0	0	1706	0	0	0	CONF	6030	0	1579	IENC factored loans deferred			
31657																CONF				0	175	0	3163	0	212	0	47	0	0	0	536	0	0	0	CONF	0	0	2240		Late Fees		
31826																CONF				18	657	1658	8277	0	1978	0	0	0	0	0	984	0	0	0	CONF	3000	0	0				
31835																CONF				0	1083	1958	11503	458	672	0	0	0	0	0	1240	0	0	0	CONF	6550	0	0				
32234																CONF				0	82	0	816	230	377	0	0	0	0	0	357	0	0	0	CONF	0	0	0				
32766																CONF				0	24	44	436	57	184	0	0	0	0	0	184	0	0	0	CONF	0	0	0				
32971																CONF				0	1234	260	10572	332	1603	650	0	0	0	0	975	0	0	0	CONF	6500	0	0	Purchased Computer Software (Net)			
33147																CONF				3	1009	1105	5043	885	1316	0	0	0	0	0	1613	0	0	0	CONF	0	0	0				
33259																CONF				0	720	12312	15497	379	745	306	0	0	0	0	1720	0	0	0	CONF	0	0	0	Miscellaneous Other Assets			
33268																CONF				16	0	0	2055	193	437	0	0	0	0	0	752	0	0	0	CONF	866	0	0				
33370																CONF				0	463	0	695	29	112	0	0	0	0	0	120	0	0	0	CONF	0	0	0	Premium on loan pools purchased 42			
33754																CONF				0	0	0	239	17	102	36	16	0	0	0	137	0	0	0	CONF	0	0	0	Federal Income Tax Refund	Other Assets		
33839																CONF				0	122	0	364	21	82	0	0	0	0	0	160	0	0	0	CONF	0	0	0				
33857																CONF				0	1088	0	2813	558	807	0	0	0	0	0	918	0	5	0	CONF	0	0	0				
34153																CONF				0	1568	336	7436	673	4153	0	0	0	0	0	1379	0	0	0	CONF	0	0	0				
34359																CONF				0	426	9	1749	72	105	0	0	0	0	0	223	0	0	0	CONF	986	0	0				
34425																CONF				0	1991	0	4838	0	1704	0	0	0	0	0	1143	0	0	0	CONF	0	0	0				
34434																CONF				0	635	0	3578	1084	1783	0	0	0	0	0	1160	0	0	0	CONF	0	0	0				
34452																CONF				0	57	0	2518	197	696	0	0	0	0	0	538	0	0	0	CONF	322	0	905				
34537																CONF				0	12144	16641	50038	2604	15671	0	0	0	0	0	5582	0	0	0	CONF	0	0	0				
34555																CONF				0	3175	232	10210	101	501	79	0	0	0	0	1548	0	0	0	CONF	4754	0	0	Computer Software			
34742																CONF				0	764	980	9656	186	612	0	0	0	0	250	1201	0	0	0	CONF	5690	159	0				
34836																CONF				0	0	0	580	51	149	0	0	0	0	0	127	0	0	0	CONF	304	0	0				
35057																CONF				0	2371	0	5336	57	664	0	0	0	0	0	618	0	0	0	CONF	1107	0	576				
35301	0	332274	0	10451723	0	9736919	6237663	0	0	0	0	382530	0	0	0	CONF	0	0	0		332666														CONF				Collateral deposits			
35570																CONF				0	125358	135586	454413	2766	43890	15842	8067	0	0	0	39129	0	0	0	CONF	106695	0	3755	Securities Receivable	Acquisition Settlement BFS		
35646																CONF				0	111	51	1218	0	134	0	0	0	0	0	294	0	0	0	CONF	0	0	628				
35842																CONF				0	675	0	4797	144	482	0	0	0	0	0	2678	0	0	0	CONF	962	0	0				
35879																CONF				0	2143	1088	8230	312	920	0	0	0	0	0	420	0	0	0	CONF	3659	0	0				
36054																CONF				0	3442	4018	32019	1730	5602	0	0	0	0	0	3168	0	0	0	CONF	8579	0	7210				
36456																CONF				0	228	0	2424	254	364	0	0	0	0	0	1291	0	0	0	CONF	541	0	0				
36858																CONF				0	777	0	2519	0	1315	0	0	0	0	0	427	0	0	0	CONF	0	0	0				
36933																CONF				0	168	5	1151	218	222	0	0	0	0	0	343	0	0	0	CONF	413	0	0				
37051																CONF				0	280	0	1216	0	210	0	0	0	0	0	330	0	0	0	CONF	396	0	0				
37341																CONF				0	17	0	1161	26	91	0	0	0	0	0	187	0	0	0	CONF	866	0	0				
37378																CONF				0	513	1342	3990	43	751	200	0	0	0	0	816	0	0	0	CONF	568	0	0	MERCHANT VISA SETTLEMENT			
37435																CONF				349	1898	0	72042	555	66173	141	0	0	0	0	3971	0	0	61677	CONF	0	0	0	State Tax Credits			
37640																CONF				0	8340	1202	52340	0	8357	0	0	0	0	0	7100	0	0	0	CONF	20719	0	6622				
37659																CONF				8	0	0	1178	14	135	0	0	0	0	0	517	0	0	0	CONF	526	0	0				
37743																CONF				0	276	0	852	170	176	0	0	0	0	0	400	0	0	0	CONF	0	0	0				
37949																CONF				0	594	0	8622	107	840	0	0	0	0	0	1570	0	0	0	CONF	3293	0	2325				
38535																CONF				0	1262	0	15994	555	2140	1176	0	0	0	0	1148	0	0	0	CONF	3698	0	7746	Float at Federal Reserve			
38740																CONF				0	1624	0	5328	202	617	0	0	0	0	0	486	0	0	0	CONF	2601	0	0				
39327																CONF				0	0	0	9635	0	1034	0	0	0	0	0	1109	0	0	0	CONF	7492	0	0				
39420																CONF				0	5741	4236	39491	2063	7830	0	0	0	0	0	3651	0	0	0	CONF	18033	0	0				
39475																CONF				0	12908	24574	88668	3172	8587	0	0	0	0	0	4671	0	0	0	CONF	34149	3334	445				
39756																CONF				0	4047	0	12616	0	2187	0	0	0	0	0	2932	0	0	0	CONF	545	0	2905				
40033																CONF				0	436	0	4637	42	235	0	0	0	0	0	196	0	0	0	CONF	3770	0	0				
40350																CONF				0	270	0	708	0	140	0	0	0	0	0	298	0	0	0	CONF	0	0	0				
40707																CONF				0	931	334	5707	283	1281	0	0	0	0	0	712	0	0	0	CONF	2449	0	0				
40855																CONF				0	817	0	1573	44	121	0	0	0	0	0	635	0	0	0	CONF	0	0	0				
41245																CONF				0	45	147	1406	0	153	0	0	0	0	0	200	0	0	0	CONF	861	0	0				
41553																CONF				0	99	0	959	3	52	0	0	0	0	0	808	0	0	0	CONF	0	0	0				
41629																CONF				0	892	699	5054	0	2422	1475	0	0	0	0	741	0	0	0	CONF	300	0	0	Low Income Housing Investment			
41759																CONF				0	135	0	558	17	116	0	0	0	0	0	307	0	0	0	CONF	0	0	0				
41825																CONF				0	0	376	1683	342	835	235	0	0	0	0	472	0	0	0	CONF	0	0	0	Pre-Paid Taxes			
41937																CONF				0	130	0	740	28	113	0	0	0	0	0	497	0	0	0	CONF	0	0	0				
41955																CONF				0	329	0	914	0	329	0	0	0	0	0	256	0	0	0	CONF	0	0	0				
42037																CONF				0	0	183	915	63	209	0	0	0	0	0	523	0	0	0	CONF	0	0	0				
42055																CONF				0	415	0	1186	66	258	74	0	0	0	0	513	0	0	0	CONF	0	0	0	software			
42354																CONF				0	241	0	4116	0	135	0	0	0	0	0	738	0	0	0	CONF	3002	0	0				
42372																CONF				0	796	1755	4808	106	771	46	0	0	0	0	1257	0	0	0	CONF	229	0	0	Prepaid OCC Assessments			
42420																CONF				0	39226	45184	331983	0	61011	0	0	0	0	0	17541	15303	0	0	CONF	91389	70974	6658				
42448																CONF				0	2955	2421	14030	0	1546	0	0	0	0	0	7108	0	0	0	CONF	0	0	0				
42457																CONF				0	17	0	522	88	118	0	0	0	0	0	387	0	0	0	CONF	0	0	0				
42671																CONF				126	4567	8423	26104	1046	10394	7833	0	0	0	0	2720	0	0	0	CONF	0	0	0	Current Tax Reclass			
43052																CONF				0	986	602	5712	44	658	614	0	0	0	0	527	0	0	0	CONF	2939	0	0	Taxes Receivable			
43351																CONF				0	0	79	293	30	109	53	26	0	0	0	105	0	0	0	CONF	0	0	0	PURCHASE SOFTWARE	FHLB STOCK		
43454																CONF				0	100	0	293	30	76	0	0	0	0	0	117	0	0	0	CONF	0	0	0				
