"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	40	73													12	4													true	true	
242	97	85													57	63													true	true	
279			44	1597	30	3574	25	8287	203	4170	17	1674	6	1927			15	641	11	1442	6	1548	25	291	1	177	0	0	false	false	
354			2	55	0	0	0	0	33	681	2	240	3	951			0	0	0	0	1	187	51	941	4	843	0	0	false	false	
457			9	265	12	1349	7	3114	59	1410	5	465	14	6786			8	302	10	1267	5	1237	37	1006	8	1074	6	1288	false	false	
505			8	419	44	6461	61	24550	531	14197	154	18622	79	19832			0	0	1	125	0	0	0	0	0	0	0	0	false	false	
1155			43	1626	49	5751	41	14539	384	9655	60	6350	58	22035			6	300	10	1292	9	3058	42	1085	8	883	10	2833	false	false	
1351			164	4219	33	4569	34	14045	309	6171	39	5067	20	6813			35	1190	12	1612	7	1806	109	2162	15	1478	3	1026	false	false	
1454			26	996	58	6722	66	26864	803	20131	106	14047	64	21971			0	0	11	1353	10	2463	53	1219	11	1190	6	1398	false	false	
1669			130	5114	52	7687	57	10092	367	8236	38	4366	23	8061			0	0	0	0	0	0	203	3455	10	899	2	381	false	false	
1856			5	161	1	148	1	144	23	578	4	485	3	849			5	226	6	945	1	274	32	742	3	225	1	314	false	false	
2161			27	1231	25	3593	26	11388	364	10198	59	8264	42	18023			18	1011	17	2994	5	976	40	506	4	433	2	317	false	false	
2732			2	47	18	2198	75	38692	115	4392	50	7029	54	23273															false	false	
2750			16	687	3	480	1	95	107	1354	9	876	2	520			6	285	8	1141	8	2480	88	1816	32	3090	18	3486	false	false	
3252			14	527	9	961	6	1825	239	4632	19	2467	13	4045			31	1101	30	3858	26	7359	523	13229	115	15972	33	10100	false	false	
3458			9	271	4	562	4	1311	177	4948	24	3032	10	3639			38	3068	12	1895	9	3963	187	4087	23	2848	9	2803	false	false	
3720			60	2143	97	12426	69	26211	317	7000	45	2888	20	4623			47	1626	27	2850	10	2126	13	350	13	1129	8	1370	false	false	
3971			3	117	9	1354	27	10054	262	6481	42	5810	47	17197			16	665	13	1128	22	4320	23	470	8	522	3	784	false	false	
4156			22	851	13	1415	18	8429	181	4495	30	3790	25	8069			80	3462	51	5482	21	5166	214	3764	21	2023	4	518	false	false	
4231			41	1412	16	2393	13	4898	143	3139	3	422	3	982			49	1329	7	409	2	484	18	197	1	83	2	55	false	false	
5069			1	7	2	296	25	13712	1	0	0	0	4	1224			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
5135			100	3935	68	8167	71	29883	666	13354	66	6968	21	7410			137	4933	69	8523	38	10309	305	8413	116	13758	57	11626	false	false	
5210			120	5138	268	34900	490	192435	1682	52988	388	53124	219	84989			45	1768	62	8609	52	15733	81	2831	20	2079	3	797	false	false	
5461			12	499	22	2541	88	37577	315	10964	155	16581	85	35177			0	0	2	106	2	741	5	259	2	178	8	2339	false	false	
5751			45	2035	40	5414	31	11876	556	13663	67	7919	31	12484			21	758	32	4279	26	7392	60	1446	35	3614	31	8138	false	false	
6039			118	4240	74	9684	95	36655	583	13806	55	7495	22	9239			73	2806	45	6095	31	7947	95	1947	9	957	3	558	false	false	
6329			170	12605	129	18666	166	68032	2637	61301	220	34061	90	32974			28	1256	13	1398	6	997	22	576	3	643	0	0	false	false	
7009			0	0	0	0	0	0	0	0	0	0	13	4600															false	false	
