"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37																		
242																		
279																		
354																		
457																		
505								39726	0		0	0	1294		0	201	38231	
1155																		
1351																		
1454								302797	5205		0	0	6311		0	549	290732	
1557																		
1669																		
1829								7791	1584		0	0	1924		0	2310	1973	
1856																		
2040																		
2161																		
2376								11083	0		0	0	2953		0	6499	1631	
2554																		
2732								72764	0		0	0	2592		0	12527	57645	
2750																		
3177								93554	116		0	0	7189		0	950	85299	
3252																		
3458																		
3720																		
3971								59928	840		0	0	4586		0	10565	43937	
4156																		
4231																		
4839								15802	1343		0	0	1920		0	9458	3081	
5069								76544	219		0	0	280		0	1442	74603	
5135								67450	0		0	0	4125		0	476	62849	
5210								16176	6058		0	0	6884		0	3152	82	
5461								38582	6490		0	0	8784		0	4953	18355	
5751																		
6039																		
6141																		
6329								26423	7		0	0	8001		0	12068	6347	
7009								6385	210		2000	0	14		0	4136	25	
7045																		
7072																		
7157																		
7456																		
7634																		
8033																		
8462																		
8631																		
9357								38826	4090		0	0	278		0	1429	33029	
9553																		
9807								31471	6337		0	0	5311		0	9983	9840	
9955																		
10250								22687	3314		0	0	1602		10971	0	6800	
10849								22548	71		0	0	1401		0	7026	14050	
11145																		
11275								88183	11909		0	0	5732		0	2265	68277	
11640								45505	123		0	0	3604		0	6070	35708	
11837																		
12030								46990	0		0	0	5655		0	24745	16590	
12142																		
12179																		
12311	848295	591789	0	5267	0	110865	140374	848295	237802	5267			353987	110865			140374	
12647																		
12656								1191	155		0	0	290		0	741	5	
12937																		
12946								20616	10227		0	0	8608		0	1780	1	
12955																		
13103								74537	0		0	0	3410		0	18100	53027	
13251																		
13457																		
14052																		
14155																		
14650																		
14753																		
14865								26938	2746		0	0	2661		0	8569	12962	
14977																		
16551								10776	0		0	0	2402		0	8374	0	
16748																		
17110																		
17147								157190	0		0	0	50871		0	105535	784	
17259								7441	0		0	0	765		0	6676	0	
17464								343251	20111		0	0	32186		0	2544	288410	
17950								10617	0		0	0	2627		0	5170	2820	
17978								8280	765		0	0	2524		0	4991	0	
18050								26785	2533		0	0	4708		0	2333	17211	
18135																		
18377																		
18827								83187	6273		0	0	10760		0	40894	25260	
18836																		
18854								121635	2627		0	0	2245		0	30243	86520	
19356																		
19730								265134	14501		0	0	16057		0	4767	229809	
19936																		
19972																		
20053																		
20633								6274	947		0	0	3814		0	1495	18	
20857																		
21256																		
21359																		
21630																		
21658																		
22048																		
22543																		
22552																		
22730																		
22936								31363	1		0	0	1910		0	587	28865	
23045																		
23456																		
23504								67208	20841		0	0	19486		0	10908	15973	
23643																		
23755																		
24006								67055	2801		0	0	4379		0	4006	55869	
24378																		
24453								34692	490		0	0	721		0	1769	31712	
24659																		
24668								39724	3106		0	0	4277		0	8770	23571	
24949								64358	0		0	0	3785		0	8792	51781	
25357								9167	1154		0	0	2898		0	2578	2537	
25647																		
26176								7656	509		0	0	772		0	3312	3063	
26242								29746	0		0	0	2778		0	4968	22000	
26457																		
26765								51352	5180		0	0	1980		0	30664	13528	
27070								26647	0		0	0	1247		0	18099	7301	
27548								59819	16		0	0	7995		0	4651	47157	
27614								14346	1303		0	0	3379		0	552	9112	
27847								23889	200		0	0	3756		0	5229	14704	
28013								114632	4286		0	0	12048		0	16200	82098	
28152																		
28255								14422	2095		0	0	2180		0	3634	6513	
28349																		
28406								23787	9211		0	0	3752		0	913	9911	
28675																		
28732																		
29476								902	0		0	0	757		0	145	0	
29636								27467	7591		0	0	7321		0	12555	0	
29878								56411	0		0	0	2618		0	29090	24703	
30052																		
30502								56832	4381		0	50	3360		0	712	48329	
30650																		
30810								12078819	301127		21848	0	379		190361	464612	11100492	
30874								9112	2764		0	0	3824		0	173	2351	
31134																		
31255								12450	2967		0	0	1015		0	552	7916	
31657																		
31826																		
31835																		
32234																		
32766																		
32971																		
33147								34471	671		0	0	4224		0	532	29044	
33259								53127	0		0	0	1836		0	4999	46292	
33268								4602	1154		0	0	1122		0	1825	501	
33370																		
33839								6082	0		0	0	279		0	5803	0	
33857								31166	2640		0	0	2007		0	11460	15059	
34425								13169	0		0	0	2106		0	5720	5343	
34434								15176	2875		0	0	3633		0	7973	695	
34452																		
34537								146102	35615		0	0	37113		0	38024	35350	
34555																		
34742								14187	0		0	0	1954		0	10785	1448	
34836																		
35057								18351	0		0	0	1078		7789	0	9484	
35301	67877350	138421	8637	45356994	0	316043	22057255	22409374	36076	0			0	316043			22057255	
35570								144854	43944		0	454	34369		0	16679	49408	
35646																		
35879																		
36456																		
36933																		
37051																		
37341																		
37435								156845	1		0	0	16042		0	38693	102109	
37640								49362	5		0	0	10900		0	32393	6064	
37659																		
37743																		
37949																		
38740																		
39327								54929	2133		0	0	4850		0	22710	25236	
39756								46600	7655		0	0	2303		0	4137	32505	
40033																		
40350																		
40499								114571	7034		0	0	8666		0	691	98180	
40855																		
41245																		
41553																		
41629																		
41825																		
41937																		
41955																		
42037																		
42354																		
42372								24237	0		0	0	1086		0	4848	18303	
42420								72565	19136		0	0	41666		0	1137	10626	
42448								26369	1348		0	0	7456		0	394	17171	
42457																		
43052																		
43351								3098	0		0	0	402		0	2696	0	
43856																		
43959																		
44040								13810	0		0	0	1700		0	4890	7220	
44433								19596	0		0	0	662		0	2807	16127	
44741								7917	0		0	0	3084		0	1278	3555	
44750																		
44929																		
45038																		
45047																		
45056																		
45430																		
45458																		
45551								9335	1		0	0	3349		0	5985	0	
45560								72419	15309		0	0	4164		0	13143	39803	
45775																		
46053																		
46941																		
47247								46601	3		0	0	1262		0	45336	0	
47256																		
47452																		
47500								8669	1356		0	0	1001		0	1299	5013	
48057																		
48150																		
48374								16754	4753		0	0	5618		0	709	5674	
48440																		
49054																		
49148																		
49241								18616	61		0	0	4947		0	1948	11660	
49344																		
49652																		
49821								62027	6562		0	0	6924		0	1942	46599	
49858																		
49951																		
50144																		
50461																		
50546																		
50854																		
50872																		
50957																		
51253								13570	147		0	0	1967		0	11456	0	
51356																		
51459																		
51842																		
52719								2968905	0		0	49	0		362342	0	2606514	
52951																		
53033								644381	20478		0	0	16480		42349	49321	515753	
53051																		
53752																		
54049																		
54058								13625	559		0	0	1063		0	12003	0	
54375								41218	0		0	0	10642		0	30382	194	
54441																		
54656								18884	0		0	0	3297		0	13258	2329	
54973								230628	38262		0	0	59628		0	8605	124133	
55336								23661	2541		0	0	4220		0	1581	15319	
55635																		
55653																		
55970								41237	965		0	0	2268		0	3351	34653	
56258																		
56351								117047	10679		0	0	26618		0	2477	77273	
56548								10769	2432		0	0	686		0	7145	506	
56557								62212	31335		0	4692	4711		0	5664	15810	
56717								8670	1872		0	0	1590		0	1542	3666	
57040																		
57228																		
57451								13612	0		0	0	2189		245	7853	3325	
58177																		
58207																		
58225																		
58243								169242	25739		0	2582	13922		0	5853	121146	
58355																		
58551																		
58636																		
58757																		
58971								195498	52439		0	0	18499		0	604	123956	
59316								8963	4105		0	0	3954		0	689	215	
59352								27098	958		0	0	2643		0	20448	3049	
59370								28818	526		0	0	1551		0	5214	21527	
59754																		
60143	3099951	1016066	0	188602	0	33342	1861941	2938949	665738	27600			350328	33342			1861941	
60330								52108	0		0	0	7271		0	3974	40863	
60545																		
60554																		
60648																		
61122								53061	5473		0	0	5642		0	6694	35252	
61355								11442	6503		0	0	3309		0	1322	308	
61476																		
61757																		
61832																		
61953																		
62044																		
62110																		
62147																		
62772								6424	4		0	0	2379		0	2482	1559	
63050																		
63069	3739396	379234	1415	3831	195330	85694	3073892	3739396	258907	5246			120327	281024			3073892	
63201																		
63573								5217	923		0	0	537		0	1841	1916	
63733								63857	411		0	0	8247		0	18384	36815	
63742																		
63751																		
64150																		
64543								14928	0		0	0	4187		0	10415	326	
64552																		
64730																		
65205								85849	1042		0	0	1853		0	24975	57979	
65241																		
65513	266790	651	0	15249	713	4001	246176	266790	0	15249			651	4714			246176	
65559								31228	2806		0	0	2675		0	286	25461	
65746								31973	0		0	0	4418		0	12345	15210	
65858								32994	10638		0	0	16512		0	1288	4556	
66154																		
66275																		
66677																		
67142																		
67151								29109	3072		0	0	2106		245	21802	1884	
67209								16562	1769		0	0	2243		496	11554	500	
67254																		
67311								755004	140712		0	1797	136000		1136	46510	428849	
67656								60023	3368		0	0	2734		0	8476	45445	
67870																		
68448																		
68671																		
68756								23970	3408		0	0	3688		0	2325	14549	
68831																		
68840																		
68859								27865	2052		0	0	3425		0	5430	16958	
68943																		
69333								60246	7702		0	0	8569		0	4483	39492	
69678								80092	138		0	0	3391		0	21143	55420	
70058																		
70218																		
70414								12688	0		0	0	2543		0	6570	3575	
70638																		
70955																		
71073																		
71318								40549	3411		0	0	2310		0	11299	23529	
71457								16163	0		0	0	1211		0	3611	11341	
71859																		
72258								23693	0		0	0	1392		0	406	21895	
72351																		
72454																		
72678								6398	141		0	0	1745		0	4512	0	
73116								13321	3516		0	0	1843		0	484	7478	
73152																		
73554																		
73956																		
74056																		
74140								28078	6772		0	0	7141		0	13614	551	
74403								9199	4739		0	0	3282		0	995	183	
74449																		
75053								26648	0		0	0	1853		0	2628	22167	
75259								32092	0		0	0	368		0	30886	838	
75446								12157	49		0	0	2513		0	9595	0	
75455																		
75558								22425	1037		0	0	6221		0	11978	3189	
75633	11057340	938094	0	1792385	0	23087	8303774	11057340	647223	1792385			290871	23087			8303774	
75651																		
76153																		
76443																		
76854																		
77150																		
77253																		
77422																		
77851								66333	9690		0	0	3440		0	11766	41437	
78157																		
78241																		
78559																		
79042																		
79127																		
79145																		
79257																		
79855																		
80020																		
80150								20601	0		0	0	1928		15220	0	3453	
80374																		
80431																		
80552																		
80936																		
81175																		
81429																		
82033																		
82257																		
82350																		
82659																		
83151																		
83236																		
83375								16310	11450		0	0	3526		0	1334	0	
83638	142546	14241	0	601	0	34207	93497	142546	8729	601			5512	34207			93497	
83834																		
83852																		
83955																		
84046																		
84251																		
84541								56175	0		0	0	8925		0	18024	29226	
84804																		
85052																		
85258																		
85454																		
85472								34685	10970		0	0	7844		0	4135	11736	
85931																		
86349																		
86358																		
86554																		
86675								88650	0		0	0	1844		0	8407	78399	
87047																		
87159																		
87177																		
87234								29185	0		0	0	2066		0	3390	23729	
87476																		
87579								21168	0		0	0	2546		0	12675	5947	
88231								32853	8		0	0	2802		0	9708	20335	
88240								2640	0		0	0	455		0	2185	0	
88259																		
88352																		
88455								13282	1854		0	0	2640		0	2769	6019	
88530																		
88772								21669	0		0	0	1678		0	8316	11675	
88950																		
89032																		
89135																		
89751								29408	6168		0	0	3188		0	1192	18860	
89854																		
89957																		
90047																		
90177																		
90328								6985	0		0	0	3480		0	1154	2351	
90337								50296	59		0	0	6710		0	5116	38411	
90579								36976	1379		0	0	2506		0	2120	30971	
90645																		
91101								38465	6331		0	0	5432		0	12106	14596	
91156																		
91615																		
91651																		
91754								19581	0		0	0	1218		0	11156	7207	
91950																		
92144																		
92676								13271	2499		0	0	1585		0	2223	6964	
92706																		
92902																		
93244																		
93543																		
93619																		
93758																		
94139								62157	4811		0	0	11489		0	4709	41148	
94522								46970	7575		0	0	3981		0	9546	25868	
94755																		
94858																		
95051																		
95659																		
95677																		
96553																		
97055																		
97279																		
97457																		
