"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCOAS540	RCOWH312	
139843																																																																																								216603	18034	18034	9.8061%	13.7217%	12.5792%	198569	1578548	2024960	7635	0			5.7217%							124344	2034771								0	0	0		0	84036	12.5792%	1	0	216015	7461	2350	0	12334		-4699	0	0		0	198569	0	0	198569	0	0	0	0	0	0	0	0	0	18034	0	9811		0			
139955																																																																																								11044	835	835	10.2462%	14.5670%	13.4657%	10209	75815	99637	157	0			6.5670%							2420	99848								0	0	0		0	8000	13.4657%	1	0	10577	211	0	0	157		0	0	0		0	10209	0	0	10209	0	0	0	0	0	0	0	0	0	835	0	211		0			
140157																																																																																						288884	0				16.1063%			45126		280176	616	0										28692	281362	0	0.0000%	6756	0	232	6988	2.4190%	0	0	0	0	1	17620		1	0	46928	1186	0	0	616		0	0	0		0	45126	0	0	45126	0	0	0	0	0	0						1186		0	46223		
140362																																																																																						1986697	0				10.2601%			189502		1846975	2806	0										155396	1847052	0	0.0000%	206759	0	6312	213071	10.7249%	0	0	0	0	1	34183		1	0	192385	0	77	0	2806		0	0	0		0	189502	0	0	189502	0	0	0	0	0	0						77		0	0		
140634																																																																																						84347	0				9.2733%			7781		83908	774	0										2081	83908	0	0.0000%	4962	0	826	5788	6.8621%	0	0	0	0	1	5700		1	0	8555	0	0	0	774	0	0	0	0		0	7781	0	0	7781	0	0	0	0	0	0						0		0	0		
141211																																																																																						512922	0				9.8803%			49980		505856	1352	0										47146	505861	0	0.0000%	10664	0	228	10892	2.1235%	0	0	0	0	1	2839		1	0	51337	0	5	0	1352		0	0	0		0	49980	0	0	49980	0	0	0	0	0	0						5		0	50991		
141341																																																																																						259714	0				12.8318%			32249		251321	796	0										30999	251321	0	0.0000%	15348	0	113	15461	5.9531%	0	0	0	0	1	1250		1	0	33045	0	0	0	796		0	0	0		0	32249	0	0	32249	0	0	0	0	0	0						0		0	0		
141350																																																																																						94161	0				9.4870%			8562		90250	-1102	0										7862	90250	0	0.0000%	0	0	586	586	0.6223%	0	0	0	0	1	700		1	0	7460	0	0	0	-1102	0	0	0	0		0	8562	0	0	8562	0	0	0	0	0	0						0		0	0		
141556																																																																																								483736	26707	26707	19.4895%	23.2689%	21.9843%	457029	2078891	2345004	461	84394			15.2689%							450945	2429398								0	0	0		0	6084	21.9843%	1	0	457490	0	0	0	461		0	0	0		0	457029	0	0	457029	0	0	0	0	0	0	0	0	0	26707	0	0		0			
141677																																																																																								12843	204	204	21.9759%	52.8562%	52.0166%	12639	24298	57513	0	0			44.8562%							12639	57513								0	0	0		0	0	52.0166%	1	0	12639	0	0	0	0	0	0	0	0		0	12639	0	0	12639	0	0	0	0	0	0	0	0	0	204	0	0	0	0			
141958																																																																																								27231	593	593	23.0806%	39.8948%	39.0260%	26638	68257	115413	1095	0			31.8948%							25938	115413								0	0	0		0	700	39.0260%	1	0	27733	0	0	0	1095	0	0	0	0		0	26638	0	0	26638	0	0	0	0	0	0	0	0	0	593	0	0	0	0			
142049																																																																																						140677	0				14.3067%			19021		132952	726	0										16691	132952	0	0.0000%	13515	0	813	14328	10.1850%	0	0	0	0	1	2330		1	0	19747	0	0	0	726		0	0	0		0	19021	0	0	19021	0	0	0	0	0	0						0		0	0		
142179																																																																																						165557	0				25.3838%			42278		166555	71	0										42278	166555	0	0.0000%	464	0	0	464	0.2800%	0	0	0	0	1	0		1	0	42349	0	0	0	71	0	0	0	0		0	42278	0	0	42278	0	0	0	0	0	0						0		0	0		
142955																																																																																								71542	6710	6710	9.9987%	13.2834%	12.0375%	64832	538582	648405	716	0			5.2834%							5372	654406								0	0	0		0	65461	12.0375%	1	0	71549	604	0	5397	716		0	0	0		0	64832	0	0	64832	0	0	0	0	0	0	0	0	0	6710	0	6001		0			
143372																																																																																						136882	0				9.6824%			12678		130939	95	0										11212	130939	0	0.0000%	5642	0	20	5662	4.1364%	0	0	0	0	1	1466		1	0	12773	0	0	0	95		0	0	0		0	12678	0	0	12678	0	0	0	0	0	0						0		0	0		
143662																																																																																								2971250	275206	275206	9.2616%	13.4956%	12.2456%	2696044	22016460	29110003	101241	0			5.4956%			2				-1292624	29126953								0	0	0		0	4005618	12.2456%	1	0	2814235	0	15450	1500	101241		0	0	0		0	2696044	0	0	2696044	0	0	0	0	0	0	0	0	0	275206	0	16950		0			
143859																																																																																								26901	2588	2588	8.2672%	12.1302%	10.9632%	24313	221769	294091	205	0			4.1302%							5287	296065								0	0	0		0	21000	10.9632%	1	0	26492	1923	51	0	205	0	0	0	0		0	24313	0	0	24313	0	0	0	0	0	0	0	0	0	2588	0	1974	0	0			
143952																																																																																								20451	1544	1544	9.1996%	16.6531%	15.3958%	18907	122806	205520	3499	0			8.6531%							9252	206925								0	0	0		0	11060	15.3958%	1	0	23811	1405	0	0	3499	0	0	0	0		0	18907	0	0	18907	0	0	0	0	0	0	0	0	0	1544	0	1405	0	0			
144034																																																																																								47217	2530	2530	13.9257%	19.6817%	18.6271%	44687	239903	320897	72	0			11.6817%							41687	320897								0	0	0		0	3000	18.6271%	1	0	44759	0	0	0	72		0	0	0		0	44687	0	0	44687	0	0	0	0	0	0	0	0	0	2530	0	0		0			
144052																																																																																						475418	0				10.3963%			48742		468841	2014	0										33838	468937	0	0.0000%	0	0	405	405	0.0852%	0	0	0	0	1	15000		1	0	50852	96	0	0	2014		0	0	0		0	48742	0	0	48742	0	0	0	0	0	0						96		0	26420		
144155																																																																																								35058	2598	2598	7.7151%	16.9227%	15.6686%	32460	207166	420734	4098	0			8.9227%							11960	420734								0	0	0		0	20500	15.6686%	1	0	36558	0	0	0	4098		0	0	0		0	32460	0	0	32460	0	0	0	0	0	0	0	0	0	2598	0	0		0			
144678																																																																																								68636	1900	1900	14.6276%	30.2660%	29.4282%	66736	226776	456232	-1150	0			22.2660%							66736	456232								0	0	0		0	0	29.4282%	1	0	65586	0	0	0	-1150	0	0	0	0		0	66736	0	0	66736	0	0	0	0	0	0	0	0	0	1900	0	0	0	0			
144856																																																																																								26180	2065	2065	8.5693%	15.4317%	14.2145%	24115	169651	281412	1943	8448			7.4317%							6615	289860								0	0	0		0	17500	14.2145%	1	0	26058	0	0	0	1661	0	0	282	0		0	24115	0	0	24115	0	0	0	0	0	0	0	0	0	2065	0	0	0	0			
144913																																																																																						393560	0				18.4211%			71008		385471	1619	0										70308	385471	0	0.0000%	8875	0	338	9213	2.3409%	0	0	0	0	1	700		1	0	72627	0	0	0	1909		0	0	-290		0	71008	0	0	71008	0	0	0	0	0	0						0		0	0		
145059																																																																																								9426	631	631	9.1490%	15.1446%	14.1308%	8795	62240	96131	1099	0			7.1446%							7495	96131								0	0	0		0	1300	14.1308%	1	0	9894	0	0	0	1099		0	0	0		0	8795	0	0	8795	0	0	0	0	0	0	0	0	0	631	0	0		0			
145545																																																																																								64534	3849	3849	9.3337%	13.5181%	12.7119%	60685	477389	650173	3021	0			5.5181%							42915	653323								0	0	0		0	20920	12.7119%	1	0	66856	2448	702	0	3003	0	0	18	0		0	60685	0	0	60685	0	0	0	0	0	0	0	0	0	3849	0	3150	0	0			
145554																																																																																								23801	1638	1638	10.2155%	18.2719%	17.0144%	22163	130260	216954	70	0			10.2719%							18163	216954								0	0	0		0	4000	17.0144%	1	0	22233	0	0	0	70		0	0	0		0	22163	0	0	22163	0	0	0	0	0	0	0	0	0	1638	0	0		0			
145741																																																																																								20966	1290	1290	10.0111%	14.5081%	13.6155%	19676	144512	196541	739	0			6.5081%							17242	196541								0	0	0		0	2434	13.6155%	1	0	20415	0	0	0	739	0	0	0	0		0	19676	0	0	19676	0	0	0	0	0	0	0	0	0	1290	0	0	0	0			
145844																																																																																								51892	3214	3214	11.2137%	20.2342%	18.9810%	48678	256457	434093	2729	0			12.2342%							49329	438044								0	0	0		0	3300	18.9810%	1	0	55358	3097	451	403	2729	0	0	0	0		0	48678	0	0	48678	0	0	0	0	0	0	0	0	0	3214	0	3951	0	0			
146056																																																																																						46593	0				10.3073%			4750		46084	184	0										-1666	46084	0	0.0000%	3317	0	32	3349	7.1878%	0	0	0	0	1	6416		1	0	4934	0	0	0	184		0	0	0		0	4750	0	0	4750	0	0	0	0	0	0						0		0	0		
146663																																																																																						1232311	0				16.4674%			193571		1175479	5933	0										186080	1175479	0	0.0000%	75182	0	3396	78578	6.3765%	0	0	0	0	1	7491		1	0	199504	0	0	0	5933		0	0	0		0	193571	0	0	193571	0	0	0	0	0	0						0		0	35917		
146672																																																																																								2160980	192312	192230	7.5662%	11.0485%	10.0657%	1968750	19559075	26020286	45543	17288			3.0485%			2				615478	26214276								0	0	0		0	1529739	10.0651%	1	126	2190886	112347	49223	15132	54350		-10310	0	1502		0	1968642	0	0	1968642	108	0	0	108	0	108	0	0	0	192312	82	176702		0			
147651																																																																																						57436	0				10.3714%			5730		55248	129	0										4730	55248	0	0.0000%	1305	0	1138	2443	4.2534%	0	0	0	0	1	1000		1	0	5859	0	0	0	129		0	0	0		0	5730	0	0	5730	0	0	0	0	0	0						0		0	0		
147679																																																																																								34056	1348	1348	12.3719%	22.0437%	21.1712%	32708	154493	264374	-2353	0			14.0437%							33369	265035								0	0	0		0	0	21.1712%	1	0	31016	0	195	466	123		0	-2476	0		0	32708	0	0	32708	0	0	0	0	0	0	0	0	0	1348	0	661		0			
147857																																																																																						268390	0				9.2791%			24446		263453	2580	0										9446	263453	0	0.0000%	1551	0	100	1651	0.6151%	0	0	0	0	1	15000		1	0	27026	0	0	0	2580		0	0	0		0	24446	0	0	24446	0	0	0	0	0	0						0		0	0		
147923																																																																																								44069	2427	2427	10.3771%	15.0581%	14.2288%	41642	292660	401286	0	0			7.0581%							31599	401286								0	0	0		0	10043	14.2288%	1	0	41642	0	0	0	0	0	0	0	0		0	41642	0	0	41642	0	0	0	0	0	0	0	0	0	2427	0	0	0	0			
148171																																																																																						265847	0				11.8849%			29962		252102	798	0										33168	255646	0	0.0000%	6519	0	4090	10609	3.9906%	0	0	0	0	1	338		1	0	34304	2341	280	0	798	0	0	0	0		923	29962	0	0	29962	0	0	0	0	0	0						3544		0	25851		
148238																																																																																						221164	0				9.5967%			20876		217532	163	7025										20300	224557	0	0.0000%	5274	0	68	5342	2.4154%	0	0	0	0	1	576		1	0	21039	0	0	0	163	0	0	0	0		0	20876	0	0	20876	0	0	0	0	0	0						0		0	8846		
148340																																																																																								8883	543	543	7.7685%	15.2642%	14.3311%	8340	58195	107356	418	0			7.2642%							6435	107356								0	0	0		0	1905	14.3311%	1	0	8758	0	0	0	418		0	0	0		0	8340	0	0	8340	0	0	0	0	0	0	0	0	0	543	0	0		0			
148470																																																																																								28711	1263	1263	11.1806%	20.9606%	20.0385%	27448	136976	245497	-89	0			12.9606%							27348	245497								0	0	0		0	100	20.0385%	1	0	27359	0	0	0	-89	0	0	0	0		0	27448	0	0	27448	0	0	0	0	0	0	0	0	0	1263	0	0	0	0			
148715																																																																																						128797	0				12.7836%			16142		126271	275	0										5246	126271	0	0.0000%	0	0	55	55	0.0427%	0	0	0	0	1	10896		1	0	16417	0	0	0	275		0	0	0		0	16142	0	0	16142	0	0	0	0	0	0						0		0	10529		
148809																																																																																						598278	0				15.2109%			88711		583207	-1571	0										88211	583207	0	0.0000%	37665	0	0	37665	6.2956%	0	0	0	0	1	500		1	0	87140	0	0	0	296		0	-1867	0		0	88711	0	0	88711	0	0	0	0	0	0						0		0	0		
148920																																																																																								8598	478	478	15.6283%	22.5634%	21.3090%	8120	38106	51957	53	0			14.5634%							7530	51957								0	0	0		0	590	21.3090%	1	0	8173	0	0	0	53		0	0	0		0	8120	0	0	8120	0	0	0	0	0	0	0	0	0	478	0	0		0			
149150																																																																																								15156	1161	1161	11.1441%	16.3989%	15.1427%	13995	92421	125582	355	0			8.3989%							9395	125582								0	0	0		0	4600	15.1427%	1	0	14350	0	0	0	355		0	0	0		0	13995	0	0	13995	0	0	0	0	0	0	0	0	0	1161	0	0		0			
150035																																																																																								147668	9695	9695	8.8666%	15.5463%	14.5257%	137973	949857	1556098	8049	0			7.5463%							117971	1565116								0	0	0		0	29020	14.5257%	1	0	155040	9018	0	0	7058		0	991	0		0	137973	0	0	137973	0	0	0	0	0	0	0	0	0	9695	0	9018		0			
150044																																																																																						781808	6129				9.5540%			72243		756156	72	0										27243	756156	0	0.0000%	56055	0	186	56241	7.1937%	0	0	0	0	1	45000		1	0	72315	0	0	0	72	0	0	0	0		0	72243	0	0	72243	0	0	0	0	0	0						0		0	11308		
150156																																																																																						22957	0				11.1217%			2450		22029	24	0										944	22029	0	0.0000%	5555	0	0	5555	24.1974%	0	0	0	0	1	1500		1	0	2468	0	0	0	18	0	0	0	0		0	2450	0	0	2450	0	0	0	0	0	0						0		0	0		
150727																																																																																								76888	5038	5038	9.2423%	13.7221%	12.8230%	71850	560322	777406	2522	11230			5.7221%							80127	798363								0	0	0		0	1450	12.8230%	1	0	84099	8448	1279	0	2522		0	0	0		0	71850	0	0	71850	0	0	0	0	0	0	0	0	0	5038	0	9727		0			
151546																																																																																								9271	729	729	9.7308%	15.9142%	14.6629%	8542	58256	87783	118	0			7.9142%							7292	87783								0	0	0		0	1250	14.6629%	1	0	8660	0	0	0	118		0	0	0		0	8542	0	0	8542	0	0	0	0	0	0	0	0	0	729	0	0		0			
151957																																																																																						663933	0				10.7834%			68978		639666	-403	0										27965	646316	166	0.0250%	72947	0	13853	86800	13.0736%	0	0	0	0	1	48000		1	0	75562	6268	382	0	-66		0	0	0		0	68978	0	0	68978	0	0	0	0	0	0						6650		0	0		
152057																																																																																								20750	1183	1183	11.3179%	17.4143%	16.4215%	19567	119155	172886	330	0			9.4143%							14664	172886								0	0	0		0	4903	16.4215%	1	0	19897	0	0	0	330	0	0	0	0		0	19567	0	0	19567	0	0	0	0	0	0	0	0	0	1183	0	0	0	0			
152253																																																																																								33529	1509	1509	14.9814%	27.9933%	26.7335%	32020	119775	213732	85	0			19.9933%							22020	213732								0	0	0		0	10000	26.7335%	1	0	32105	0	0	0	85	0	0	0	0		0	32020	0	0	32020	0	0	0	0	0	0	0	0	0	1509	0	0	0	0			
152431																																																																																								17363	1259	1259	8.2833%	12.0633%	11.1885%	16104	143933	194415	9	0			4.0633%							13078	195702								0	0	0		0	4313	11.1885%	1	0	17400	1287	0	0	9	0	0	0	0		0	16104	0	0	16104	0	0	0	0	0	0	0	0	0	1259	0	1287	0	0			
152440																																																																																						162214	0				14.4664%			22993		158941	217	0										22443	158941	0	0.0000%	0	0	510	510	0.3144%	0	0	0	0	1	550		1	0	23210	0	0	0	217		0	0	0		0	22993	0	0	22993	0	0	0	0	0	0						0		0	486		
153054																																																																																								56585	4975	4975	10.8669%	14.4174%	13.1498%	51610	392477	474930	5091	0			6.4174%							42818	474930								0	0	0		0	8792	13.1498%	1	0	56701	0	0	0	5091		0	0	0		0	51610	0	0	51610	0	0	0	0	0	0	0	0	0	4975	0	0		0			
153353																																																																																								67869	5721	5721	8.8695%	11.0854%	10.1510%	62148	612235	700697	4515	0			3.0854%							45739	706361								0	0	0		0	22072	10.1510%	1	0	72326	5011	653	0	4826		355	-667	0		0	62148	0	0	62148	0	0	0	0	0	0	0	0	0	5721	0	5664		0			
154154																																																																																						768068	0				11.7266%			82235		701270	2442	29857										68790	738625	0	0.0000%	64117	0	1999	66116	8.6081%	0	0	0	0	1	20943		1	0	92175	7498	0	0	4440		-1998	0	0		0	82235	0	0	82235	0	0	0	0	0	0						7498		0	0		
154770																																																																																						977951	0				17.5425%			174409		994211	4408	0										0	994211	0	0.0000%	166802	0	1333	168135	17.1926%	0	0	0	0	1	174409		1	0	178817	0	0	0	4279		0	129	0		0	174409	0	0	174409	0	0	0	0	0	0						0		0	0		
155759																																																																																						91610	0				17.7493%			15963		89936	1187	0										12563	89936	0	0.0000%	5190	0	0	5190	5.6653%	0	0	0	0	1	3400		1	0	17150	0	0	0	1187	0	0	0	0		0	15963	0	0	15963	0	0	0	0	0	0						0		0	0		
156457																																																																																						67339	0				9.7282%			6304		64801	82	0										1174	65450	0	0.0000%	6119	0	0	6119	9.0900%	0	0	0	0	1	5780		1	0	7036	472	177	0	83	0	0	0	0		0	6304	0	0	6304	0	0	0	0	0	0						649		0	0		
156635																																																																																								10984	400	400	13.6642%	34.5116%	33.2548%	10584	31827	77458	1140	0			26.5116%							9734	77458								0	0	0		0	850	33.2548%	1	0	11724	0	0	0	1140		0	0	0		0	10584	0	0	10584	0	0	0	0	0	0	0	0	0	400	0	0		0			
156970																																																																																								13817	860	860	11.5266%	20.0881%	18.8378%	12957	68782	112410	54	0			12.0881%							12957	112410								0	0	0		0	0	18.8378%	1	0	13011	0	0	0	54		0	0	0		0	12957	0	0	12957	0	0	0	0	0	0	0	0	0	860	0	0		0			
157155																																																																																						75477	0				10.6612%			7827		73416	284	0										1427	73416	0	0.0000%	5780	0	750	6530	8.6516%	0	0	0	0	1	6400		1	0	8111	0	0	0	284		0	0	0		0	7827	0	0	7827	0	0	0	0	0	0						0		0	1289		
157379																																																																																						102100	0				10.3509%			10166		98214	0	816										0	99030	0	0.0000%	4155	0	23	4178	4.0921%	0	0	0	0	1	10166		1	0	10166	0	0	0	0		0	0	0		0	10166	0	0	10166	0	0	0	0	0	0						0		0	20		
157650																																																																																						156408	0				8.6903%			10356		119167	268	17519										1985	139304	0	0.0000%	7354	0	50	7404	4.7338%	0	0	0	0	1	10989		1	0	13242	2057	561	0	268	0	0	0	0		0	10356	0	0	10356	0	0	0	0	0	0						2618		0	4326		
157744																																																																																								20926	1817	1817	8.3121%	13.2259%	12.0775%	19109	158220	229895	1941	0			5.2259%							8920	229985								0	0	0		0	10280	12.0775%	1	0	21141	90	0	0	1942	0	0	0	0		0	19109	0	0	19109	0	0	0	0	0	0	0	0	0	1817	0	90	0	0			
157856																																																																																						58449	0				13.0692%			7436		56897	401	0										6536	56897	0	0.0000%	0	0	25	25	0.0428%	0	0	0	0	1	900		1	0	7837	0	0	0	401		0	0	0		0	7436	0	0	7436	0	0	0	0	0	0						0		0	149		
158376																																																																																						135468	0				20.3135%			27534		135545	21	0										27534	135545	0	0.0000%	3099	0	0	3099	2.2876%	0	0	0	0	1	0		1	0	27555	0	0	0	21	0	0	0	0		0	27534	0	0	27534	0	0	0	0	0	0						0		0	0		
158741																																																																																						202797	0				13.4369%			25990		193423	1164	4659										22690	198082	0	0.0000%	24657	0	21	24678	12.1688%	0	0	0	0	1	3300		1	0	27154	0	0	0	1164	0	0	0	0		0	25990	0	0	25990	0	0	0	0	0	0						0		0	0		
159636																																																																																						3150906	0				11.4311%			349089		3053855	7292	0										331502	3058661	0	0.0000%	427045	0	197621	624666	19.8250%	0	0	0	0	1	22393		1	0	361187	4806	0	0	7292		0	0	0		0	349089	0	0	349089	0	0	0	0	0	0						4806		0	285719		
159645																																																																																								11144	477	477	10.0715%	18.6526%	17.8542%	10667	59745	105913	623	0			10.6526%							7667	105913								0	0	0		0	3000	17.8542%	1	0	11290	0	0	0	2403	0	-1780	0	0		0	10667	0	0	10667	0	0	0	0	0	0	0	0	0	477	0	0	0	0			
159953																																																																																								25769	965	965	14.5032%	33.6155%	32.3567%	24804	76658	171024	1650	0			25.6155%							21804	171024								0	0	0		0	3000	32.3567%	1	0	26454	0	0	0	1650	0	0	0	0		0	24804	0	0	24804	0	0	0	0	0	0	0	0	0	965	0	0	0	0			
159971																																																																																								123541	1116	1116	20.3060%	45.7425%	45.3293%	122425	270079	602901	-1413	0			37.7425%							122425	602901								0	0	0		0	0	45.3293%	1	0	121012	0	0	0	1916	0	0	-3329	0		0	122425	0	0	122425	0	0	0	0	0	0	0	0	0	1116	0	0	0	0			
160360																																																																																						513533	0				8.7375%			42222		483226	988	0										18566	483226	0	0.0000%	0	0	283	283	0.0551%	0	0	0	0	1	23656		1	0	43210	0	0	0	988		0	0	0		0	42222	0	0	42222	0	0	0	0	0	0						0		0	54941		
160454																																																																																								20959	1655	1655	9.3193%	15.9074%	14.6513%	19304	131756	207141	850	0			7.9074%							11921	208229								0	0	0		0	8471	14.6513%	1	0	21242	1088	0	0	850		0	0	0		0	19304	0	0	19304	0	0	0	0	0	0	0	0	0	1655	0	1088		0			
160650																																																																																								130425	9573	9573	11.9130%	15.8964%	14.7297%	120852	820467	1014453	4145	0			7.8964%							97042	1014453								0	0	0		0	23810	14.7297%	1	0	124997	0	0	0	4145		0	0	0		0	120852	0	0	120852	0	0	0	0	0	0	0	0	0	9573	0	0		0			
160959																																																																																						2294933	0				9.3530%			213523		2282933	5979	0										207361	2282933	0	0.0000%	99447	0	45077	144524	6.2975%	0	0	0	0	1	6162		1	0	219502	0	0	0	5979	0	0	0	0		0	213523	0	0	213523	0	0	0	0	0	0						0		0	132430		
161273																																																																																								157513	12327	12327	9.9794%	15.3230%	14.1238%	145186	1027953	1454862	833	0			7.3230%							4246	1459396								0	0	0		0	145474	14.1238%	1	0	150553	2273	2193	68	838		0	-5	0		0	145186	0	0	145186	0	0	0	0	0	0	0	0	0	12327	0	4534		0			
161602																																																																																								322948	27544	27544	8.6690%	12.8802%	11.7816%	295404	2507330	3407585	2936	0			4.8802%							249976	3416471								0	0	0		0	54314	11.7816%	1	0	307226	8818	68	0	2936		0	0	0		0	295404	0	0	295404	0	0	0	0	0	0	0	0	0	27544	0	8886		0			
162337																																																																																						1009193	0				9.1519%			90598		989941	5473	0										63577	995798	0	0.0000%	0	0	896	896	0.0888%	0	0	0	0	1	32878		1	0	101928	5004	853	0	5473		0	0	0		0	90598	0	0	90598	0	0	0	0	0	0						5857		0	80855		
163343																																																																																						83166	0				13.4848%			11088		82226	0	0										10088	82226	0	0.0000%	6031	0	25	6056	7.2818%	0	0	0	0	1	1000		1	0	11088	0	0	0	0		0	0	0		0	11088	0	0	11088	0	0	0	0	0	0						0		0	696		
163370																																																																																								61909	4725	4725	10.0741%	16.3897%	15.1388%	57184	377732	567634	1389	0			8.3897%							57184	567634								0	0	0		0	0	15.1388%	1	0	58573	0	0	0	1495	0	0	-106	0		0	57184	0	0	57184	0	0	0	0	0	0	0	0	0	4725	0	0	0	0			
163549																																																																																								123356	9652	9652	7.1235%	10.7141%	9.8758%	113704	1151342	1596187	6212	0			2.7141%							61837	1613865								0	0	0		0	69545	9.8758%	1	0	137594	17035	643	0	6212		0	0	0		0	113704	0	0	113704	0	0	0	0	0	0	0	0	0	9652	0	17678		0			
163857																																																																																						543883	0				9.9002%			53046		535807	3298	0										51744	536255	0	0.0000%	59414	0	1487	60901	11.1974%	0	0	0	0	1	1750		1	0	56792	448	0	0	3298	0	0	0	0		0	53046	0	0	53046	0	0	0	0	0	0						448		0	3658		
164153																																																																																								12565	647	647	9.2817%	18.7227%	17.7586%	11918	67111	128403	1270	0			10.7227%							4418	128403								0	0	0		0	7500	17.7586%	1	0	13188	0	0	0	1270		0	0	0		0	11918	0	0	11918	0	0	0	0	0	0	0	0	0	647	0	0		0			
164331																																																																																						297696	0				9.1847%			26569		289274	2219	0										23893	289298	0	0.0000%	12363	0	249	12612	4.2365%	0	0	0	0	1	2700		1	0	28812	0	24	0	2219		0	0	0		0	26569	0	0	26569	0	0	0	0	0	0						24		0	0		
164377																																																																																						190512	0				9.4904%			18003		189697	-626	0										18003	189697	0	0.0000%	7333	0	0	7333	3.8491%	0	0	0	0	1	0		1	0	17377	0	0	0	-626	0	0	0	0		0	18003	0	0	18003	0	0	0	0	0	0						0		0	4300		
164957																																																																																								8871	427	427	10.3511%	14.3690%	13.6774%	8444	61737	81576	94	0			6.3690%							7376	81667								0	0	0		0	1159	13.6774%	1	0	8629	0	91	0	94	0	0	0	0		0	8444	0	0	8444	0	0	0	0	0	0	0	0	0	427	0	91	0	0			
164975																																																																																						122054	0				8.9405%			10566		118181	270	0										246	118181	0	0.0000%	0	0	7500	7500	6.1448%	0	0	0	0	1	10320		1	0	10836	0	0	0	270	0	0	0	0		0	10566	0	0	10566	0	0	0	0	0	0						0		0	5946		
165039																																																																																						620372	0				8.9927%			55058		612254	6755	0										120	614440	0	0.0000%	36158	0	758	36916	5.9506%	0	0	0	0	1	57124		1	0	63999	0	0	2186	6755		0	0	0		0	55058	0	0	55058	0	0	0	0	0	0						2186		0	38250		
165628																																																																																								1441946	90818	98318	9.2103%	13.0710%	12.1798%	1343628	11031604	14588343	36431	124953			5.0710%			1				663058	15633958								0	0	0		0	1601128	12.1789%	1	0	2300617	861551	59111	0	63691		0	-27260	0		0	1343524	0	0	1343524	0	0	104	104	0	104	7500	0	0	98318	0	920662		0			
165758																																																																																								11253	966	966	7.4099%	13.5942%	12.4272%	10287	82778	138828	443	0			5.5111%							3287	138828								0	0	0		0	5000	10.0111%	1	0	8730	0	0	0	443		0	0	0		0	8287	0	0	8287	2000	0	0	2000	0	2000	0	0	0	966	0	0		0			
165806																																																																																								152853	12856	12913	8.2434%	12.3704%	11.3253%	139940	1235636	1697598	281	0			4.3704%			2				122464	1697768								0	0	0		0	17645	11.3253%	1	0	140390	170	0	0	5905		0	-5625	0		0	139940	0	0	139940	0	0	0	0	0	0	0	0	57	12913	0	170		0			
166111																																																																																								42803	765	765	14.4225%	25.5676%	25.1107%	42038	167411	291476	-6670	0			17.5676%							42038	291476								0	0	0		0	0	25.1107%	1	0	35368	0	0	0	15	0	0	-6685	0		0	42038	0	0	42038	0	0	0	0	0	0	0	0	0	765	0	0	0	0			
166531																																																																																						343177	0				10.9615%			36172		329991	276	0										31172	329991	0	0.0000%	40660	0	1146	41806	12.1821%	0	0	0	0	1	5000		1	0	36448	0	0	0	276		0	0	0		0	36172	0	0	36172	0	0	0	0	0	0						0		0	0		
