"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCOAS540	RCOWH312	
568939																																																																																								32918	1866	1866	13.8763%	22.0599%	20.8094%	31052	149221	223777	1204	0			14.0599%							25354	223777								0	0	0		0	5698	20.8094%	1	0	32256	0	0	0	1204		0	0	0		0	31052	0	0	31052	0	0	0	0	0	0	0	0	0	1866	0	0		0			
570558																																																																																								22025	1056	1056	10.6401%	18.0953%	17.2277%	20969	121717	197076	72	0			10.0953%							12969	197076								0	0	0		0	8000	17.2277%	1	0	21041	0	0	0	72	0	0	0	0		0	20969	0	0	20969	0	0	0	0	0	0	0	0	0	1056	0	0	0	0			
570651																																																																																						59449	0				10.4161%			5847		56134	0	0										2203	56609	0	0.0000%	9117	0	0	9117	15.3358%	0	0	0	0	1	4119		1	0	6322	475	0	0	0	0	0	0	0		0	5847	0	0	5847	0	0	0	0	0	0						475		0	0		
571135																																																																																								14424	568	568	13.4222%	26.1817%	25.1507%	13856	55092	103232	1101	0			18.1817%							13306	103232								0	0	0		0	550	25.1507%	1	0	14957	0	0	0	1101		0	0	0		0	13856	0	0	13856	0	0	0	0	0	0	0	0	0	568	0	0		0			
571265																																																																																								33428	2878	2878	9.0690%	14.5790%	13.3239%	30550	229288	336860	2460	16042			6.5790%							18217	352902								0	0	0		0	12333	13.3239%	1	0	33010	0	0	0	2460		0	0	0		0	30550	0	0	30550	0	0	0	0	0	0	0	0	0	2878	0	0		0			
571920																																																																																								18895	1767	1767	8.3949%	13.0212%	11.8035%	17128	145110	204029	963	0			5.0212%							14293	204029								0	0	0		0	2835	11.8035%	1	0	18091	0	0	0	963		0	0	0		0	17128	0	0	17128	0	0	0	0	0	0	0	0	0	1767	0	0		0			
571957																																																																																						37288	0				12.6319%			4718		37350	606	0										4418	37350	0	0.0000%	2292	0	0	2292	6.1467%	0	0	0	0	1	300		1	0	5324	0	0	0	606		0	0	0		0	4718	0	0	4718	0	0	0	0	0	0						0		0	0		
572347																																																																																						64525	0				9.4625%			5919		62552	0	0										1392	65356	0	0.0000%	8369	0	60	8429	13.0632%	0	0	0	0	1	7331		1	0	8723	2804	0	0	0	0	0	0	0		0	5919	0	0	5919	0	0	0	0	0	0						2804		0	0		
572374																																																																																								671639	49801	49801	11.5003%	14.1615%	13.1114%	621838	4742722	5407163	59011	0			6.1615%							506364	5414684								0	0	0		0	122995	13.1114%	1	0	688370	5397	2124	0	25956		33055	0	0		0	621838	0	0	621838	0	0	0	0	0	0	0	0	0	49801	0	7521		0			
572459																																																																																								39368	3804	3804	9.6718%	12.9350%	11.6852%	35564	304352	367707	1489	0			4.9350%							17124	369516								0	0	0		0	20249	11.6852%	1	0	38862	1809	0	0	1489		0	0	0		0	35564	0	0	35564	0	0	0	0	0	0	0	0	0	3804	0	1809		0			
572655																																																																																						235536	0				11.3263%			26692		235664	0	0										19072	235664	0	0.0000%	19631	0	536	20167	8.5622%	0	0	0	0	1	7620		1	0	26692	0	0	0	0	0	0	0	0		0	26692	0	0	26692	0	0	0	0	0	0						0		0	0		
573036																																																																																								39166	3534	3534	8.2329%	12.8175%	11.6609%	35632	305567	432800	987	20552			4.8175%							8208	453352								0	0	0		0	27424	11.6609%	1	0	36619	0	0	0	987		0	0	0		0	35632	0	0	35632	0	0	0	0	0	0	0	0	0	3534	0	0		0			
573335																																																																																						370387	0				11.0239%			40317		365723	2955	0										30925	365723	0	0.0000%	25950	0	801	26751	7.2224%	0	0	0	0	1	6450		1	0	40330	0	0	0	13		0	0	0		0	40317	0	0	40317	0	0	0	0	0	0						0		0	0		
574079																																																																																								27594	1483	1483	9.4930%	18.0791%	17.1075%	26111	152629	275054	576	0			10.0791%							26111	275054								0	0	0		0	0	17.1075%	1	0	26687	0	0	0	576		0	0	0		0	26111	0	0	26111	0	0	0	0	0	0	0	0	0	1483	0	0		0			
574949																																																																																						345193	0				10.0066%			34345		343224	1030	0										32809	343234	0	0.0000%	18259	0	3208	21467	6.2188%	0	0	0	0	1	1546		1	0	35385	0	0	10	1476		-446	0	0		0	34345	0	0	34345	0	0	0	0	0	0						10		0	3758		
574976																																																																																						1846774	0				11.0103%			190979		1734554	22463	0										206753	1744069	0	0.0000%	142994	0	75	143069	7.7470%	0	0	0	0	1	-6259		1	0	222957	7162	1684	669	22463		0	0	0		0	190979	0	0	190979	0	0	0	0	0	0						9515		0	83013		
575133																																																																																						85205	0				12.8606%			10654		82842	0	0										4154	82842	0	0.0000%	0	0	290	290	0.3404%	0	0	0	0	1	6500		1	0	10654	0	0	0	0	0	0	0	0		0	10654	0	0	10654	0	0	0	0	0	0						0		0	440		
575254																																																																																								383542	34567	34567	10.0386%	13.9011%	12.6483%	348975	2759074	3476336	19544	0			5.9011%							148511	3504246								0	0	0		0	228374	12.6483%	1	0	396429	19968	7942	0	21248		-1704	0	0		0	348975	0	0	348975	0	0	0	0	0	0	0	0	0	34567	0	27910		0			
575348																																																																																								13259	833	710	11.9502%	18.2797%	17.3009%	12549	72534	105011	-202	0			10.2797%							11367	105079								0	0	0		0	1250	17.3009%	1	0	12415	0	0	68	389		0	-591	0		0	12549	0	0	12549	0	0	0	0	0	0	0	0	0	833	123	68		0			
575375																																																																																						72776	0				18.4251%			13286		72108	0	0										13286	72108	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1	0		1	0	13286	0	0	0	0		0	0	0		0	13286	0	0	13286	0	0	0	0	0	0						0		0	1105		
575647																																																																																						37279	0				11.9926%			4396		36656	279	0										4309	36656	0	0.0000%	3436	0	0	3436	9.2170%	0	0	0	0	1	87		1	0	4675	0	0	0	279		0	0	0		0	4396	0	0	4396	0	0	0	0	0	0						0		0	0		
575656																																																																																								24365	136	136	16.8131%	51.7172%	51.4285%	24229	47112	144108	938	0			43.7172%							19042	144108								0	0	0		0	4000	51.4285%	1	0	23980	0	0	0	-249	0	0	0	0		0	24229	0	0	24229	0	0	0	0	0	0	0	0	0	136	0	0	0	0			
575759																																																																																						388624	0				14.7435%			56009		379889	2611	0										41710	380400	0	0.0000%	60316	0	705	61021	15.7018%	0	0	0	0	1	14810		1	0	59131	511	0	0	2611		0	0	0		0	56009	0	0	56009	0	0	0	0	0	0						511		0	0		
575834																																																																																								57326	3759	3759	10.7820%	19.1414%	17.8863%	53567	299487	496820	1087	0			11.1414%							50727	496820								0	0	0		0	2840	17.8863%	1	0	54654	0	0	0	1087		0	0	0		0	53567	0	0	53567	0	0	0	0	0	0	0	0	0	3759	0	0		0			
575955																																																																																								14738	1215	1215	9.9172%	13.1792%	12.0927%	13523	111828	136359	356	0			5.1792%							10161	136537								0	0	0		0	3540	12.0927%	1	0	14057	178	0	0	356		0	0	0		0	13523	0	0	13523	0	0	0	0	0	0	0	0	0	1215	0	178		0			
576354																																																																																								13007	1043	1043	8.3089%	12.5036%	11.5010%	11964	104026	143991	763	0			4.5036%							6252	145085								0	0	0		0	6806	11.5010%	1	0	13821	0	0	0	1688		-925	0	0		0	13058	1094	1094	11964	0	0	0	0	1094	0	0	0	0	1043	0	1094		0			
576541																																																																																								39951	3216	3216	9.5357%	15.6162%	14.3591%	36735	255831	385238	803	0			7.6162%							32635	385238								0	0	0		0	4100	14.3591%	1	0	37538	0	0	0	803		0	0	0		0	36735	0	0	36735	0	0	0	0	0	0	0	0	0	3216	0	0		0			
576578																																																																																						119026	0				10.7177%			12264		114428	314	0										12264	114428	0	0.0000%	8272	0	0	8272	6.9497%	0	0	0	0	1	0		1	0	12578	0	0	0	314		0	0	0		0	12264	0	0	12264	0	0	0	0	0	0						0		0	0		
576608																																																																																								123455	7978	7978	10.8326%	17.2575%	16.1423%	115477	715370	1066009	1040	0			9.2575%							115202	1066009								0	0	0		0	275	16.1423%	1	0	116517	0	0	0	1524		-358	-126	0		0	115477	0	0	115477	0	0	0	0	0	0	0	0	0	7978	0	0		0			
576644																																																																																								32298	3445	3445	8.3061%	11.6966%	10.4490%	28853	276131	347372	457	0			3.6966%							22814	355380								0	0	0		0	14047	10.4490%	1	0	37318	4747	1673	1588	536		-79	0	0		0	28853	0	0	28853	0	0	0	0	0	0	0	0	0	3445	0	8008		0			
576952																																																																																						316446	0				9.8286%			30063		305874	1871	0										17243	306004	0	0.0000%	51251	0	189	51440	16.2555%	0	0	0	0	1	12950		1	0	32064	109	21	0	1871		0	0	0		0	30063	0	0	30063	0	0	0	0	0	0						130		0	0		
577128																																																																																								437452	38444	38444	8.6164%	14.2568%	13.0039%	399008	3068383	4630786	4600	-3908			6.2568%			1				122974	4794526								0	0	0		0	443682	13.0039%	1	0	571256	160685	6963	0	19541		-11033	-3908	0		0	399008	0	0	399008	0	0	0	0	0	0	0	0	0	38444	0	167648		0			
577137																																																																																								74319	4384	4384	9.4915%	16.0162%	15.0714%	69935	464025	736814	-4661	6623			8.0162%							15742	743514								0	0	0		0	54270	15.0714%	1	0	65351	0	77	0	-3962		-699	0	0		0	69935	0	0	69935	0	0	0	0	0	0	0	0	0	4384	0	77		0			
577230																																																																																								6763	279	279	11.7135%	30.5190%	29.2599%	6484	22160	55355	453	0			22.5190%							-865	55355								0	0	0		0	7349	29.2599%	1	0	6937	0	0	0	453		0	0	0		0	6484	0	0	6484	0	0	0	0	0	0	0	0	0	279	0	0		0			
578116																																																																																								42596	2592	2592	10.6219%	20.4450%	19.2009%	40004	208344	376618	2422	0			12.4450%							37321	376935								0	0	0		0	3000	19.2009%	1	0	42743	317	0	0	2422		0	0	0		0	40004	0	0	40004	0	0	0	0	0	0	0	0	0	2592	0	317		0			
578237																																																																																								4890	181	181	9.3986%	34.4027%	33.1293%	4709	14214	50103	172	0			26.4027%							85	50103								0	0	0		0	4624	33.1293%	1	0	4881	0	0	0	172		0	0	0		0	4709	0	0	4709	0	0	0	0	0	0	0	0	0	181	0	0		0			
578255																																																																																								161611	14117	14117	9.7612%	14.3115%	13.0613%	147494	1129242	1511027	6359	0			6.3115%							116303	1519447								0	0	0		0	39611	13.0613%	1	0	162273	8051	369	0	6359	0	0	0	0		0	147494	0	0	147494	0	0	0	0	0	0	0	0	0	14117	0	8420	0	0			
578554																																																																																						114358	0				11.4150%			13009		113964	111	0										10599	114000	0	0.0000%	9639	0	234	9873	8.6334%	0	0	0	0	1	2476		1	0	13186	0	36	0	141		0	0	0		0	13009	0	0	13009	0	0	0	0	0	0						36		0	0		
578741																																																																																								36214	2688	2688	10.9848%	16.8326%	15.5832%	33526	215142	305203	1852	0			8.8326%							24937	305203								0	0	0		0	8589	15.5832%	1	0	35378	0	0	0	1852		0	0	0		0	33526	0	0	33526	0	0	0	0	0	0	0	0	0	2688	0	0		0			
578862																																																																																								6326	347	347	8.0909%	17.8132%	16.8361%	5979	35513	73898	981	0			9.8132%							2979	73898								0	0	0		0	3000	16.8361%	1	0	6960	0	0	0	981	0	0	0	0		0	5979	0	0	5979	0	0	0	0	0	0	0	0	0	347	0	0	0	0			
579140																																																																																						401505	0				11.3703%			44369		390219	991	0										36831	393144	0	0.0000%	55377	0	2054	57431	14.3039%	0	0	0	0	1	10463		1	0	48285	2879	46	0	991		0	0	0		0	44369	0	0	44369	0	0	0	0	0	0						2925		0	0		
579319																																																																																								5499	169	169	9.5095%	20.0503%	19.4341%	5330	27426	56049	56	0			12.0503%							3941	56049								0	0	0		0	1389	19.4341%	1	0	5386	0	0	0	56	0	0	0	0		0	5330	0	0	5330	0	0	0	0	0	0	0	0	0	169	0	0	0	0			
579364																																																																																						411094	0				11.1203%			38399		345304	146	0										19166	347408	0	0.0000%	175	0	32089	32264	7.8483%	0	0	0	0	1	21337		1	0	40649	2002	102	0	146	0	0	0	0		0	38399	0	0	38399	0	0	0	0	0	0						2104		0	175		
579636																																																																																						101658	0				9.8386%			10052		102169	389	0										7151	102688	0	0.0000%	2777	0	54	2831	2.7848%	0	0	0	0	1	3420		1	0	10960	498	0	21	389		0	0	0		0	10052	0	0	10052	0	0	0	0	0	0						519		0	2921		
580155																																																																																						493026	0				10.2896%			50389		489706	-107	0										32397	490797	0	0.0000%	51923	0	8751	60674	12.3065%	0	0	0	0	1	19084		1	0	51374	1027	65	0	56		0	-163	0		0	50389	0	0	50389	0	0	0	0	0	0						1091		0	2821		
580548																																																																																								41893	3666	3666	8.8930%	12.5074%	11.4129%	38227	334947	429857	1506	0			4.5074%							32534	429864								0	0	0		0	5700	11.4129%	1	0	39740	0	7	0	1506		0	0	0		0	38227	0	0	38227	0	0	0	0	0	0	0	0	0	3666	0	7		0			
580847																																																																																						148433	0				9.6803%			14012		144748	910	0										7837	144773	0	0.0000%	11528	0	212	11740	7.9093%	0	0	0	0	1	6200		1	0	14947	0	25	0	910		0	0	0		0	14012	0	0	14012	0	0	0	0	0	0						25		0	0		
580874																																																																																								19483	1816	1816	7.3910%	12.7113%	11.5265%	17667	153273	239035	5	0			4.7113%							19502	240870								0	0	0		0	0	11.5265%	1	0	19507	1821	14	0	5		0	0	0		0	17667	0	0	17667	0	0	0	0	0	0	0	0	0	1816	0	1835		0			
581237																																																																																						100203	0				12.1855%			11706		96065	0	0										10006	96065	0	0.0000%	15344	0	0	15344	15.3129%	0	0	0	0	1	1700		1	0	11706	0	0	0	0	0	0	0	0		0	11706	0	0	11706	0	0	0	0	0	0						0		0	0		
581358																																																																																								23302	1404	1404	12.9524%	20.8187%	19.5644%	21898	111928	169065	517	0			12.8187%							3898	169065								0	0	0		0	18000	19.5644%	1	0	22415	0	0	0	517		0	0	0		0	21898	0	0	21898	0	0	0	0	0	0	0	0	0	1404	0	0		0			
582177																																																																																								33405	1845	1845	8.2367%	14.6803%	13.8695%	31560	227550	383164	141	20839			6.6803%							17885	404003								0	0	0		0	13675	13.8695%	1	0	31701	0	0	0	141		0	0	0		0	31560	0	0	31560	0	0	0	0	0	0	0	0	0	1845	0	0		0			
582654																																																																																								9581	562	562	12.9231%	21.6755%	20.4041%	9019	44202	69790	790	0			13.6755%							8319	69790								0	0	0		0	700	20.4041%	1	0	9809	0	0	0	790	0	0	0	0		0	9019	0	0	9019	0	0	0	0	0	0	0	0	0	562	0	0	0	0			
582878																																																																																						40609	0				13.4481%			5422		40318	0	0										5422	40318	0	0.0000%	1689	0	0	1689	4.1592%	0	0	0	0	1	0		1	0	5422	0	0	0	0	0	0	0	0		0	5422	0	0	5422	0	0	0	0	0	0						0		0	0		
582953																																																																																						331852	0				9.8730%			32234		326488	470	-433										20316	326671	0	0.0000%	3103	0	2001	5104	1.5380%	0	0	0	0	1	12534		1	0	33320	616	0	0	470	0	0	0	0		0	32234	0	0	32234	0	0	0	0	0	0						616		0	38553		
582971																																																																																								93737	5685	5685	10.8242%	13.6839%	12.8540%	88052	685017	813474	251	0			5.6839%							88902	814324								0	0	0		0	0	12.8540%	1	0	89153	0	0	0	251		0	0	0		850	88052	0	0	88052	0	0	0	0	0	0	0	0	0	5685	0	850		0			
583071																																																																																								24829	1027	1027	16.2042%	30.4076%	29.1498%	23802	81654	146888	-664	0			22.4076%							23802	146888								0	0	0		0	0	29.1498%	1	0	23138	0	0	0	50		0	-714	0		0	23802	0	0	23802	0	0	0	0	0	0	0	0	0	1027	0	0		0			
583268																																																																																						506551	0				11.3696%			54272		477341	144	0										40587	477341	0	0.0000%	72871	0	803	73674	14.5442%	0	0	0	0	1	13685		1	0	54416	0	0	0	144		0	0	0		0	54272	0	0	54272	0	0	0	0	0	0						0		0	1140		
583352																																																																																						528482	0				11.4077%			57539		504388	2902	0										53369	509496	0	0.0000%	38555	0	106	38661	7.3155%	0	0	0	0	1	9278		1	0	65549	5108	0	0	2902	0	0	0	0		0	57539	0	0	57539	0	0	0	0	0	0						5108		0	0		
583754																																																																																						243531	0				17.1609%			37885		220764	62	0										-432	221641	0	0.0000%	30874	0	66	30940	12.7047%	0	0	0	0	1	39194		1	0	38824	456	211	210	62		0	0	0		0	37885	0	0	37885	0	0	0	0	0	0						877		0	0		
583905																																																																																						1221216	0				12.8580%			154428		1201030	1256	0										154428	1201030	0	0.0000%	87043	0	1076	88119	7.2157%	0	0	0	0	1	0		1	0	155684	0	0	0	2671		-499	-916	0		0	154428	0	0	154428	0	0	0	0	0	0						0		0	33258		
584377																																																																																								127210	9709	9709	9.2013%	14.3696%	13.2729%	117501	885272	1276999	18401	0			6.3696%							104512	1294463								0	0	0		0	30453	13.2729%	1	0	153366	17105	359	0	18401		0	0	0		0	117501	0	0	117501	0	0	0	0	0	0	0	0	0	9709	0	17464		0			
584724																																																																																								78884	4015	4015	10.5789%	15.4343%	14.6487%	74869	511095	707717	11424	0			7.4343%							44149	709184								0	0	0		0	32187	14.6487%	1	0	87760	682	785	0	11424	0	0	0	0		0	74869	0	0	74869	0	0	0	0	0	0	0	0	0	4015	0	1467	0	0			
584920																																																																																								236390	18615	18615	8.7571%	15.8861%	14.6352%	217775	1488026	2486828	7811	-5032			7.8861%							210333	2501509								0	0	0		0	27155	14.6352%	1	0	245299	19622	91	0	12843		0	-5032	0		0	217775	0	0	217775	0	0	0	0	0	0	0	0	0	18615	0	19713		0			
585235																																																																																						147195	0				10.8340%			15646		144416	628	0										7146	144912	0	0.0000%	18108	0	0	18108	12.3020%	0	0	0	0	1	8996		1	0	16770	496	0	0	628		0	0	0		0	15646	0	0	15646	0	0	0	0	0	0						496		0	49		
585749																																																																																								71245	5823	5823	9.8002%	15.3298%	14.0769%	65422	464747	667555	377	0			7.3298%							48987	673920								0	0	0		0	22800	14.0769%	1	0	72164	6094	271	0	377		0	0	0		0	65422	0	0	65422	0	0	0	0	0	0	0	0	0	5823	0	6365		0			
586027																																																																																						214813	0				34.7252%			73700		212238	221	0										70250	212238	0	0.0000%	87	0	0	87	0.0405%	0	0	0	0	1	3450		1	0	73921	0	0	0	221		0	0	0		0	73700	0	0	73700	0	0	0	0	0	0						0		0	0		
586072																																																																																								85564	5876	5876	10.3687%	18.2408%	16.9881%	79688	469080	768545	0	0			10.2408%							51951	770808								0	0	0		0	30000	16.9881%	1	0	81951	319	377	1562	0	0	0	0	0		5	79688	0	0	79688	0	0	0	0	0	0	0	0	0	5876	0	2263	0	0			
586335																																																																																								9401	259	259	9.7086%	22.6138%	21.9908%	9142	41572	94164	1348	0			14.6138%							8214	94164								0	0	0		0	928	21.9908%	1	0	10490	0	0	0	1348		0	0	0		0	9142	0	0	9142	0	0	0	0	0	0	0	0	0	259	0	0		0			
586960																																																																																								12906	541	541	9.3198%	21.2064%	20.3175%	12365	60859	132674	885	0			13.2064%							8365	132674								0	0	0		0	4000	20.3175%	1	0	13250	0	0	0	885		0	0	0		0	12365	0	0	12365	0	0	0	0	0	0	0	0	0	541	0	0		0			
587677																																																																																								79139	1397	1397	21.7992%	57.4499%	56.4358%	77742	137753	356628	4344	0			49.4499%							77742	356628								0	0	0		0	0	56.4358%	1	0	82086	0	0	0	4344		0	0	0		0	77742	0	0	77742	0	0	0	0	0	0	0	0	0	1397	0	0		0			
587752																																																																																								15223	91	91	20.7359%	209.0497%	207.8001%	15132	7282	72975	0	0			201.0497%							6411	74084								0	0	0		0	9830	207.8001%	1	0	16241	1109	0	0	0		0	0	0		0	15132	0	0	15132	0	0	0	0	0	0	0	0	0	91	0	1109		0			
587800																																																																																								822981	50665	50665	12.0515%	14.6146%	13.7149%	772316	5631222	6408440	-29101	-37121			6.6146%							836473	6442402								0	0	0		0	6926	13.7149%	1	0	814298	59546	7969	3568	8020		-5005	-32116	0		0	772316	0	0	772316	0	0	0	0	0	0	0	0	0	50665	0	71083		0			
588245																																																																																								22039	1832	1832	12.1034%	15.0306%	13.7811%	20207	146628	166953	197	0			7.0306%							15149	166953								0	0	0		0	5058	13.7811%	1	0	20404	0	0	0	197		0	0	0		0	20207	0	0	20207	0	0	0	0	0	0	0	0	0	1832	0	0		0			
588348																																																																																						225865	0				12.5871%			28068		222990	178	0										25932	222990	0	0.0000%	445	0	1254	1699	0.7522%	0	0	0	0	1	2136		1	0	28246	0	0	0	178	0	0	0	0		0	28068	0	0	28068	0	0	0	0	0	0						0		0	0		
588478																																																																																						297809	0				12.9420%			39011		301430	0	0										10894	301430	0	0.0000%	19653	0	20	19673	6.6059%	0	0	0	0	1	28117		1	0	39011	0	0	0	0		0	0	0		0	39011	0	0	39011	0	0	0	0	0	0						0		0	0		
589158																																																																																						124807	0				13.1888%			16210		122907	210	0										9585	122907	0	0.0000%	20956	0	99	21055	16.8700%	0	0	0	0	1	6625		1	0	16420	0	0	0	210		0	0	0		0	16210	0	0	16210	0	0	0	0	0	0						0		0	0		
589523																																																																																								90299	7150	7150	8.9850%	15.8685%	14.6120%	83149	569046	925419	4277	0			7.8685%							60757	925419								0	0	0		0	22392	14.6120%	1	0	87426	0	0	0	4277	0	0	0	0		0	83149	0	0	83149	0	0	0	0	0	0	0	0	0	7150	0	0	0	0			
589943																																																																																								151817	14495	14495	9.9836%	13.0999%	11.8492%	137322	1158914	1375472	2275	0			5.0999%							76680	1394188								0	0	0		0	79357	11.8492%	1	0	158312	12673	6043	0	2589		-315	0	0		0	137322	0	0	137322	0	0	0	0	0	0	0	0	0	14495	0	18716		0			
590220																																																																																								58827	3426	3426	7.7351%	12.7179%	11.9772%	55401	462554	716231	3163	0			4.7179%							38425	716231								0	0	0		0	6321	9.6737%	1	0	47909	0	0	0	3163	0	0	0	0		0	44746	0	0	44746	10655	0	0	10655	0	10655	0	0	0	3426	0	0	0	0			
590248																																																																																								86795	8027	8027	8.9583%	12.9676%	11.7684%	78768	669320	879276	1331	0			4.9676%							51657	886294								0	0	0		0	34129	11.7684%	1	0	87117	6318	700	0	1810		-479	0	0		0	78768	0	0	78768	0	0	0	0	0	0	0	0	0	8027	0	7018		0			
590640																																																																																						427736	0				9.7915%			40448		413093	4737	0										31618	413093	0	0.0000%	25666	0	120	25786	6.0285%	0	0	0	0	1	8830		1	0	45185	0	0	0	5143		-406	0	0		0	40448	0	0	40448	0	0	0	0	0	0						0		0	0		
590976																																																																																						704588	7404				12.2970%			83897		682258	0	0										81493	682258	0	0.0000%	138436	0	3826	142262	20.1908%	0	0	0	0	1	2404		1	0	83897	0	0	0	0		0	0	0		0	83897	0	0	83897	0	0	0	0	0	0						0		0	0		
591209																																																																																						307310	0				15.7930%			47206		298904	-466	466										47206	299370	0	0.0000%	49299	0	19097	68396	22.2564%	0	0	0	0	1	0		1	0	46740	0	0	0	1498		0	-1964	0		0	47206	0	0	47206	0	0	0	0	0	0						0		0	0		
591320																																																																																								53063	3202	3202	8.7915%	13.1934%	12.3973%	49861	402192	567147	2160	0			5.1934%							22261	567147								0	0	0		0	27600	12.3973%	1	0	52021	0	0	0	2160		0	0	0		0	49861	0	0	49861	0	0	0	0	0	0	0	0	0	3202	0	0		0			
591357																																																																																						102267	0				9.0310%			8863		98140	-27	0										8895	98322	0	0.0000%	1797	0	20	1817	1.7767%	0	0	0	0	1	150		1	0	9018	182	0	0	-27		0	0	0		0	8863	0	0	8863	0	0	0	0	0	0						182		0	3219		
591366																																																																																								47888	3939	3939	9.1366%	15.2839%	14.0267%	43949	313323	481021	-231	0			7.2839%							21235	482401								0	0	0		0	24094	14.0267%	1	0	45098	1380	0	0	-231	0	0	0	0		0	43949	0	0	43949	0	0	0	0	0	0	0	0	0	3939	0	1380	0	0			
591740																																																																																						27244	0				12.8188%			3538		27600	101	0										1488	27600	0	0.0000%	446	0	0	446	1.6371%	0	0	0	0	1	2050		1	0	3639	0	0	0	101		0	0	0		0	3538	0	0	3538	0	0	0	0	0	0						0		0	0		
592439																																																																																								30932	1833	1833	9.4578%	18.4272%	17.3352%	29099	167861	307673	617	0			10.4272%							9328	307673								0	0	0		0	19709	17.3352%	1	0	29654	0	0	0	555		0	0	0		0	29099	0	0	29099	0	0	0	0	0	0	0	0	0	1833	0	0		0			
592448																																																																																								49579	4888	4888	8.4683%	12.7337%	11.4783%	44691	389353	527742	494	38787			4.7337%							23172	569316								0	0	0		0	24306	11.4783%	1	0	47972	2504	283	0	494		0	0	0		0	44691	0	0	44691	0	0	0	0	0	0	0	0	0	4888	0	2787		0			
592550																																																																																						186225	0				12.0433%			22193		184277	465	0										14440	184277	0	0.0000%	32390	0	297	32687	17.5524%	0	0	0	0	1	7753		1	0	22658	0	0	0	465		0	0	0		0	22193	0	0	22193	0	0	0	0	0	0						0		0	0		
592644																																																																																						676442	0				10.0626%			66684		662689	-2300	0										48684	662689	0	0.0000%	102873	0	695	103568	15.3107%	0	0	0	0	1	18000		1	0	64384	0	0	0	1309	0	0	-3609	0		0	66684	0	0	66684	0	0	0	0	0	0						0		0	0		
592859																																																																																						21832	0				9.0384%			1783		19727	113	0										1410	19727	0	0.0000%	1586	0	0	1586	7.2646%	0	0	0	0	1	486		1	0	2009	0	0	0	113		0	0	0		0	1783	0	0	1783	0	0	0	0	0	0						0		113	0		
593007																																																																																								446322	35559	35559	8.7096%	13.7479%	12.6526%	410763	3246473	4716202	32438	0			5.7479%							338089	4822646								0	0	0		0	179118	12.6526%	1	0	549645	93937	2500	10007	29310		3128	0	0		0	410763	0	0	410763	0	0	0	0	0	0	0	0	0	35559	0	106444		0			
593052																																																																																						931884	0				12.6285%			97983		775889	1916	36271										60381	819164	0	0.0000%	72201	0	980	73181	7.8530%	0	0	0	0	1	44606		1	0	106903	7004	0	0	1916		0	0	0		0	97983	0	0	97983	0	0	0	0	0	0						7004		0	57343		
593249																																																																																								46561	1334	1334	10.1353%	20.5638%	19.9746%	45227	226422	446232	4261	0			12.5638%							20990	446895								0	0	0		0	24900	19.9746%	1	0	50151	382	281	0	4261		0	0	0		0	45227	0	0	45227	0	0	0	0	0	0	0	0	0	1334	0	663		0			
