"IDRSSD"	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	RCONL183	RCONL184	RCONL185	RCONL186	RCONL187	RCONL188	
	LN RSTR CMRL IND LN NUS ADR PD 30 - 	LN RSTR CMRL IND LN NUS ADR PD 90	LN RSTR CMRL IND LN NUS ADR NACRL	LN RSTR ALL OTHR LN LEASE PD 30 - 89	LN RSTR ALL OTHR LN LEASE PD 90	LN RSTR ALL OTHR LN LEASE NACRL	ITEMIZE LN FARM PD 30 - 89	ITEMIZE LN FARM PD 90	ITEMIZE LN FARM NACRL	ITEMIZE LN FINANCE AGRI FARM PD 30 -	ITEMIZE LN FINANCE AGRI FARM PD 90	ITEMIZE LN FINANCE AGRI FARM NACRL	AUTO LN TO IND HH FAM PD 30 - 89	AUTO LN TO IND HH FAM PD 90	AUTO LN TO IND HH FAM NONACCRUAL	OTHR LN TO IND HH FAM PD 30 - 89	OTHR LN TO IND HH FAM PD 90	OTHR LN TO IND HH FAM NONACCRUAL	LN RSTR CMRL IND LN PD 30 - 89	LN RSTR CMRL IND LN PD 90	LN RSTR CMRL IND LN NACRL	CREDIT CARD LN HOUSE FAMILY PD 30 - 	CREDIT CARD LN HOUSE FAMILY PD 90	CREDIT CARD LN HOUSE FAMILY NACRL	ITEMIZE AUTO LN HOUSE FAMILY PD 30 -	ITEMIZE AUTO LN HOUSE FAMILY PD 90	ITEMIZE AUTO LN HOUSE FAMILY NACRL	OTHR CNSMR LN HOUSE FAMILY PD 30 - 8	OTHR CNSMR LN HOUSE FAMILY PD 90	OTHR CNSMR LN HOUSE FAMILY NACRL	PURCH CREDIT IMPR LN BAL PD 30 - 89	PURCH CREDIT IMPR LN BAL PD 90	PURCH CREDIT IMPR LN BAL NACRL	PURCH CREDIT IMPR LN CARRY PD 30 - 8	PURCH CREDIT IMPR LN CARRY 90	PURCH CREDIT IMPR LN CARRY NACRL	
37				0	0	0	0	0	0				65	2	27	60	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
242				0	4	0	0	0	0	0	0	0	16	7	0	47	5	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
279				0	0	0	0	0	0				5	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
354				0	0	0	0	0	0	0	0	0	32	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
457				0	0	0	0	0	0	0	0	0	0	0	0	9	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
505				0	0	0	0	0	0	0	0	0	12	0	0	75	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1155				0	0	0	0	0	0	0	0	0	15	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1351				0	0	0	0	0	0	0	0	0	87	43	121	203	15	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1454				0	0	0	0	0	0	0	0	0	78	0	0	11	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669				0	0	0	0	0	0				181	4	5	180	31	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2040				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2161				0	0	2259	0	0	1062	0	0	1197	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554				0	0	0	0	0	0	0	0	0	14	18	0	5	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750				0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252				0	0	0	0	0	0	0	0	0	113	0	17	208	3	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458				0	0	0	0	0	0	0	0	0	113	0	0	114	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720				0	0	0	0	0	0	0	0	0	63	0	0	82	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3971				0	0	1221	0	0	1005	0	0	216	0	0	0	268	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231				0	0	0	0	0	0				4	0	3	120	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5069				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135				0	0	916	0	0	823	0	0	81	97	9	0	127	12	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	
5210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461				0	0	20	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	
5751				0	0	0	0	0	0	0	0	0	22	3	3	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6039				0	0	0	0	0	0	0	0	0	19	0	49	23	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329	0	0	0	0	0	0	0	0	0	0	0	0	5620	0	944	771	6	130	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045				0	0	0	0	0	0	0	0	0	136	0	35	61	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634				0	0	0	0	0	0				0	0	0	135	20	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8033				0	0	0	0	0	0				16	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462				0	0	0	0	0	0	0	0	0	131	21	0	16	34	0	0	0	1402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8631				0	0	0	0	0	0				26	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9553				0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10250				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10849				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11145				0	0	0	0	0	0				19	0	0	65	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640				0	0	0	0	0	0	0	0	0	37	0	32	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11837				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12030				0	0	0	0	0	0	0	0	0	287	0	10	453	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12142				134	0	0	134	0	0				22	10	0	40	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12179				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12311	0	0	0	5904	1709	4248	0	0	0	0	0	0	86058	5587	4296	14355	1340	582	6087	0	74339	0	0	0	0	0	0	0	0	0	281	5341	0	159	3013	0	
12647				0	0	0	0	0	0	0	0	0	0	0	0	19	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12656				0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12937				0	0	0	0	0	0				0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12946	0	0	0	0	0	576	0	0	576	0	0	0	194	11	128	151	8	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13103	0	0	0	0	0	0	0	0	0	0	0	0	951	0	161	12	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251				0	0	0	0	0	0	0	0	0	2	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14052				0	0	0	0	0	0				3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14155				1291	0	0	0	0	0	1291	0	0	186	0	6	1	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14650				0	0	0	0	0	0				14	5	0	28	5	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14753				0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14865				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14977				0	0	0	0	0	0	0	0	0	151	9	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16551				0	0	0	0	0	0	0	0	0	5	0	50	21	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16748				0	0	0	0	0	0	0	0	0	0	0	0	6	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17110				0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147	0	0	0	0	0	653	0	0	0	0	0	640	250	0	22	150	16	15	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
