"IDRSSD"	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONF264	RCONG591	RCONG592	RCONG593	RCONG594	RCONG595	RCONG596	RCONG597	RCONG598	RCONG599	RCONG600	RCONG601	RCONG602	RCONL136	RCONL137	RCONL138	
172158	0	0	0	0	0	0	0	0	0	52266	0	0	0	0	0	60568	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	2842	1528	0	0	0	10466	238	0	0	0	0	0	0	0	0	0	0	0	0	1524	4071	16013	38960	0	0	0	0	0	1597	16	62	209	0	-514	0	0	0	0	0	17	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	178	0	0	0	4428	18374	16251	40465	0	3675	8126	40465	52266	0	2100	2100	6997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76939	0	76923	
172251	0	0	0	0	0	0	0	0	149	20292	0	0	0	0	0	20709	0	0	0	10	10	0	0	0	10	0	0	0	0	0	0	0	0	5748	52	0	0	0	0	0	0	100	0	5693	100	0	0	0	0	0	0	0	0	165	5372	15172	0	0	0	0	0	717	0	16	77	1	-305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	289	0	0	0	5764	8050	5473	16094	0	1610	2737	16094	20441	0	2063	2063	4686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35063	0	35063	
172457	0	0	0	0	0	0	0	0	1050	164214	0	0	0	0	0	161227	0	0	0	32	32	2	0	0	30	0	0	0	0	0	0	0	0	6603	3193	0	0	0	0	0	0	-391	56309	20320	0	0	0	0	0	0	0	0	1577	0	43050	116600	0	0	0	0	0	16292	0	558	817	131	-3506	37	32	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8339	0	0	1906	6433	0	0	0	65081	24330	45087	137854	0	4866	22544	137854	165264	0	0	0	28008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265587	0	265587	
172475	0	0	0	0	0	0	350	0	0	249533	0	0	0	0	0	336302	0	0	0	0	0	0	0	0	0	0	0	644	0	0	0	0	0	8033	1282	0	0	2577	13398	0	0	143	0	10307	0	0	0	0	0	0	0	0	0	0	219644	116658	0	0	0	0	0	22599	2187	0	3129	0	-70	69	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	25	10610	28441	219669	134010	0	5688	109835	134010	249533	0	0	0	33577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389412	0	387225	
172859	0	0	0	0	0	0	0	0	0	103210	0	0	0	0	0	95882	0	0	0	0	0	0	0	0	0	0	0	3398	0	0	0	0	0	562	18514	0	0	0	5285	448	0	-188	1026	11997	0	0	0	0	0	0	0	0	0	0	8087	87795	0	0	0	0	0	6532	3398	7	689	277	2357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1551	0	0	0	1551	0	0	0	1595	36485	8812	91507	0	7297	4406	91507	103210	0	0	0	11423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138935	0	135537	
173306	0	0	0	0	0	0	0	0	282	187322	0	0	0	0	0	175354	552	6900	6900	0	0	0	0	0	0	0	0	311	82	0	0	0	0	23395	8314	0	0	0	315	0	0	727	3195	53358	1228	7260	0	0	0	0	0	0	0	2824	84508	88022	0	0	0	0	0	19177	393	42	1354	514	-1362	180	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12010	0	0	0	12010	0	0	0	26632	66165	86250	131246	0	13233	43125	131246	187604	0	0	0	26034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291483	0	291090	
173342	0	0	0	0	0	0	0	0	251	33762	0	0	0	0	0	26151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	737	11638	0	0	0	0	0	0	126	1004	33312	5460	0	0	0	0	0	0	0	0	94	10268	15789	0	0	0	0	0	1125	0	0	223	110	-550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	460	0	0	0	1741	45267	15838	17041	0	9053	7919	17041	34013	0	0	0	7999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83330	0	83330	
173548	0	0	0	0	0	0	0	0	0	51349	0	0	0	0	0	46745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2097	1242	0	0	0	0	0	0	294	10470	12399	11772	750	0	0	0	0	0	0	0	4282	9697	32766	0	0	0	0	0	4132	0	91	656	156	-253	0	0	0	0	0	75	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12658	18579	21625	36820	0	3716	10813	36820	51349	0	0	0	11088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88768	0	88768	
173557	0	0	0	0	0	0	0	0	243	236005	0	0	0	0	0	206864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16791	3256	0	0	0	14005	2436	0	-247	0	49378	0	0	0	0	0	0	0	0	0	0	23665	183199	0	0	0	0	0	20073	2086	0	565	56	-1357	787	0	0	0	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7619	0	0	198	7421	0	0	0	16791	71487	26355	208773	0	14297	13178	208773	236248	0	4283	4283	29098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312620	0	310534	
173575	0	0	0	0	0	0	0	40	338	476355	0	0	0	0	0	536534	0	0	0	355	355	0	0	0	355	0	0	0	0	0	0	0	0	34711	235	0	0	12743	98496	22016	0	0	0	0	0	10285	0	0	0	0	0	0	0	0	290151	246383	0	0	0	0	0	45598	-223	0	5864	0	-6520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2710	2710	0	0	0	2710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47454	104595	312167	299690	0	20919	156084	299690	476693	0	0	0	88571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	749511	-223	749288	
173641	0	0	0	0	0	0	0	0	503	127588	0	0	0	0	0	109160	0	0	0	2041	2041	0	0	0	2041	0	0	0	0	0	0	0	0	7209	4863	0	0	0	0	0	0	79	10887	23924	31368	0	0	0	0	0	0	0	0	0	21654	87506	0	0	0	0	0	6682	0	57	437	0	-2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18153	29224	53022	95735	0	5845	26511	95735	128091	0	0	0	24995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194680	0	194680	
173959	0	0	0	0	0	0	0	0	0	49711	0	0	0	0	0	25997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631	1602	0	0	0	0	0	0	1888	33817	56130	2266	7005	0	0	0	0	0	0	0	0	4086	21911	0	0	0	0	0	6033	0	0	479	0	1536	0	0	0	0	0	18	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	221	0	0	0	34448	59131	6352	34709	0	11826	3176	34709	49711	0	920	920	14645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139842	0	139842	
174321	0	0	0	0	0	0	0	0	387	54361	0	0	0	0	0	62555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2538	0	0	0	0	0	508	14456	8116	0	5339	0	0	0	0	0	0	0	0	45263	17292	0	0	0	0	0	5091	0	0	0	0	-563	28	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14456	9142	45263	30288	0	1828	22632	30288	54748	0	1026	1026	10069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99085	0	99085	
174367	0	0	0	0	0	0	0	0	0	26010	0	0	0	0	0	24665	0	0	0	0	0	0	0	0	0	0	0	2632	0	0	0	0	0	1981	1574	0	0	0	3256	0	0	-257	22	8151	0	0	0	0	0	0	0	0	0	822	5267	18576	0	0	0	0	0	4553	2632	0	114	0	2114	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	195	0	0	0	2003	13917	5267	20593	0	2783	2634	20593	26010	0	0	0	4050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42497	0	39865	
174572	0	0	0	0	0	0	0	0	23749	2903522	0	0	0	0	0	3258179	0	0	0	0	0	0	0	0	0	0	0	5716	65	0	0	0	0	96282	30057	0	0	0	0	0	0	-141673	718055	96107	0	168438	0	0	0	0	0	0	7573	19100	1744073	1487433	0	0	0	0	0	242660	-20533	62	38473	0	-222477	0	0	0	0	0	458	0	0	0	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0	14	0	0	0	0	0	0	137486	0	0	0	137486	0	0	0	821972	183737	1744073	2018487	0	36747	872037	2018487	2927271	0	0	0	442340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4407834	-30194	4371859	
175056	0	0	0	0	0	0	0	0	0	162959	0	0	0	0	0	168854	0	0	0	571	571	0	0	0	571	0	0	2434	0	0	0	0	0	9944	9547	0	0	0	0	0	0	-82	2499	18413	541	0	0	0	0	0	0	0	3915	5392	34965	124582	0	0	0	0	0	16517	2434	397	362	177	983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	74	0	0	0	16755	33714	35683	138374	0	6743	17842	138374	162959	0	0	0	15995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220951	0	218517	
175140	0	0	0	0	0	0	0	0	528	136411	0	0	0	0	0	145330	0	0	0	62	62	0	0	0	62	0	0	0	0	0	0	0	0	4868	3015	0	0	0	0	0	0	-138	10467	38843	575	0	0	0	0	609	0	0	1561	4025	54286	85458	0	0	0	0	0	15663	0	541	1434	313	-2378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	759	0	0	140	619	0	0	0	17437	47317	55923	99514	0	9463	27962	99514	136939	0	0	0	23056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218769	0	218769	
175458	0	0	0	0	0	0	0	0	82	12829	0	0	0	0	0	12460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4040	38	0	0	0	3700	455	0	132	336	5998	0	0	0	0	0	0	0	0	0	71	4329	8060	0	0	0	0	0	654	0	0	189	10	-121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4376	9996	4794	8515	0	1999	2397	8515	12911	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28110	0	28110	
175609	0	0	0	0	0	0	0	0	1184	99711	0	0	0	0	0	99087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8282	3211	0	0	0	0	0	0	119	43	76566	0	0	0	0	0	0	0	0	0	0	52960	46127	0	0	0	0	0	9830	0	88	164	0	-2059	402	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8413	91542	52960	56107	0	18308	26480	56107	100895	0	11601	11601	21560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209901	0	209901	
175672	0	0	0	0	0	0	0	91	0	145299	0	0	0	0	0	144637	0	0	0	78	78	78	0	0	0	0	0	0	0	0	0	0	0	14164	3534	0	0	0	0	0	0	-2102	7747	971	56539	11140	0	0	0	0	0	0	123	0	108390	36124	0	0	0	0	0	15799	0	0	1185	364	-3222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22112	5690	165293	61514	0	1138	82647	61514	145299	0	0	0	19244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247702	0	247702	
176053	0	0	0	0	0	0	0	0	0	34639	0	0	0	0	0	24759	0	0	0	350	350	0	0	0	350	0	0	0	0	0	0	0	0	6922	2542	0	0	0	0	0	0	422	1833	25549	2584	2450	0	0	0	0	0	0	0	807	1891	22061	0	0	0	0	0	1019	0	5	151	25	127	234	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646	0	0	0	646	0	0	0	8760	29049	4500	26579	0	5810	2250	26579	34639	0	0	0	6467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65754	0	65754	
176101	0	0	0	0	0	0	0	0	0	392666	0	0	0	0	0	320048	0	0	0	3316	3316	0	0	0	3316	0	0	0	0	0	0	0	0	4546	5828	0	0	0	0	0	0	3450	73414	223401	0	0	0	0	0	0	0	0	0	0	55732	264316	0	0	0	0	0	52462	0	62	4978	0	-494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2905	0	0	0	2905	0	0	0	78022	234207	55732	317959	0	46841	27866	317959	392666	0	0	0	88185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670205	0	670205	
176325	0	0	0	0	0	0	0	0	264	60680	0	0	0	0	0	67322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6245	2178	0	0	0	0	0	0	175	3245	26277	1634	947	0	0	0	0	0	0	5983	1584	30461	29294	0	0	0	0	0	5390	0	6	355	162	-854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3537	0	0	0	3537	0	0	0	15479	30855	32257	38644	0	6171	16129	38644	60944	0	461	461	9401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108117	0	108117	
176437	0	0	0	0	0	0	0	0	118	29469	0	0	0	0	0	25435	0	0	0	165	165	0	0	0	165	0	0	0	0	0	0	0	0	4889	1768	0	0	0	0	0	0	-719	5532	11296	0	0	0	0	0	0	0	0	0	0	8144	17291	0	0	0	0	0	4951	0	0	65	0	-1207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547	0	0	0	547	0	0	0	10421	13129	8144	22889	0	2626	4072	22889	29587	0	0	0	4527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52834	0	52834	
176464	0	0	0	0	0	0	23	0	2228	313448	0	0	0	0	0	281868	94	1174	1174	505	505	0	0	0	505	0	0	3528	119	0	0	0	0	4334	13594	0	0	0	0	1330	0	-4187	42143	204823	1095	205	0	0	0	373	0	0	0	16341	49752	215775	0	0	0	0	0	37200	3647	0	16445	0	-6713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3681	0	0	0	3681	0	0	23	46477	254703	52573	238448	0	50941	26287	238448	315676	0	3500	3500	52205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580332	0	576685	
176642	0	0	0	0	0	0	0	0	489	62727	0	0	0	0	0	76148	0	0	0	170	170	0	0	0	170	0	0	0	0	0	0	0	0	4705	702	0	0	0	0	0	0	18	0	6658	0	3992	0	0	0	0	0	0	0	0	49425	26723	0	0	0	0	0	6144	0	0	0	0	-1261	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4705	7360	49425	37031	0	1472	24713	37031	63216	0	0	0	10753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99570	0	99570	
177135	0	0	0	0	0	0	0	0	28	11159	0	0	0	0	0	7994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	2117	0	0	0	19401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3208	4786	0	0	0	0	0	371	0	33	125	23	-167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	102	0	0	0	425	22463	3231	5078	0	4493	1616	5078	11187	0	820	820	7908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31061	0	31061	
177443	0	0	0	0	0	0	0	0	0	144394	0	0	0	0	0	78950	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	1802	2628	0	0	0	0	0	0	1644	3704	42210	0	60158	0	0	0	0	0	0	0	0	20357	58593	0	0	0	0	0	5427	159	0	0	0	869	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	623	0	0	0	623	0	0	0	5506	47843	20357	124646	0	9569	10179	124646	144394	0	3005	3005	23461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199094	0	198935	
177500	0	0	0	0	0	0	0	0	92	27101	0	0	0	0	0	37187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5492	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	24100	12661	0	0	0	0	0	2160	0	3	93	0	-428	250	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	78	0	0	0	0	5495	643	24178	14975	0	129	12089	14975	27193	0	0	0	3873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45002	0	45002	
177546	0	0	0	0	0	0	0	0	510	95134	0	0	0	0	0	82601	0	0	0	266	266	0	0	0	266	0	0	0	0	0	0	0	0	731	4609	0	0	0	0	0	0	159	2238	6510	12534	1030	0	0	0	0	0	0	0	0	14238	68363	0	0	0	0	0	10806	1922	0	452	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1833	0	0	0	1833	0	0	0	2969	11671	26772	79924	0	2334	13386	79924	95644	0	100	100	14059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118996	0	117074	
177555	0	0	0	0	0	0	0	0	0	10144	0	0	0	0	0	9677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6355	167	0	0	0	0	0	0	-31	0	9925	0	0	0	0	0	0	0	0	0	1126	3260	5291	0	0	0	0	0	711	0	0	0	0	-126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6355	12558	3260	6002	0	2512	1630	6002	10144	0	1340	1340	1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26883	0	26883	
177751	0	0	0	0	0	0	0	0	1005	546986	0	0	0	0	0	525041	0	0	0	11891	11891	0	0	0	11891	0	0	136	0	0	0	0	0	99117	14138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9098	515943	0	0	0	0	0	10675	136	282	803	20	-7721	0	0	0	0	0	658	0	0	0	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2518	0	0	0	2518	0	0	0	99399	14941	9118	540444	0	2988	4559	540444	547991	0	0	0	72381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631459	0	631323	
177920	0	0	0	0	0	0	0	0	1055	372351	0	0	0	0	0	351457	0	0	0	260	260	0	0	0	260	0	0	2103	0	0	0	0	0	12046	7326	0	0	0	0	0	0	94	29186	126085	8072	7197	0	0	0	0	0	0	0	322	121992	229143	0	0	0	0	0	27043	2103	183	2394	407	-3481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19413	0	0	0	19413	0	0	0	41415	151004	130471	277969	0	30201	65236	277969	373406	0	14877	14877	45703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583819	0	581716	
177957	0	0	0	0	0	0	0	0	1727	268337	0	0	0	0	0	220493	0	0	0	1586	1586	0	0	0	1586	0	0	0	0	0	0	0	0	38949	9329	0	0	0	0	0	0	-177	1074	11699	358	291	0	0	19578	73791	0	0	0	3949	56950	159594	0	0	0	0	0	41604	2660	686	7689	346	-2596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2127	0	0	0	2127	0	0	0	40709	52607	131445	193820	0	10521	65723	193820	270064	0	363	363	40273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412836	0	412767	
178057	0	0	0	0	0	0	0	0	21	12895	0	0	0	0	0	15376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	947	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6769	8607	0	0	0	0	0	373	0	0	0	0	-182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2647	6814	8980	0	529	3407	8980	12916	0	1700	1700	2478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18742	0	18742	
178150	0	0	0	0	0	0	0	0	274	98377	0	0	0	0	0	95274	0	0	0	693	693	0	0	0	693	0	0	1195	0	0	0	0	0	2091	9306	0	0	0	0	0	0	396	0	12904	30757	0	0	0	0	0	0	0	0	1128	47304	46842	0	0	0	0	0	6014	1195	0	64	162	84	777	0	0	0	777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1704	0	0	0	1704	0	0	0	2091	24650	78223	54609	0	4930	39112	54609	98651	0	1248	1248	15549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155741	0	154546	
178244	0	0	0	0	0	0	0	0	0	101560	0	0	0	0	0	63019	3235	40438	40438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536	3987	0	0	0	0	0	0	-5	2822	12942	500	2607	0	0	0	0	0	0	0	6132	13592	43295	0	0	0	0	0	3468	0	0	0	0	-838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3358	23531	14092	89808	0	4706	7046	89808	101560	0	470	470	10205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87806	0	87806	
178271	0	0	0	0	0	0	0	0	0	35048	0	0	0	0	0	52548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	928	0	0	0	0	0	0	482	6899	9818	0	0	0	0	0	0	0	0	0	0	45917	6631	0	0	0	0	0	3111	0	429	862	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1287	0	0	1287	0	0	0	0	7497	14976	47204	8451	0	2995	23602	8451	35048	0	3368	3368	8376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77745	0	77745	
178356	0	0	0	0	0	0	0	0	0	42015	0	0	0	0	0	39621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3132	923	0	0	0	0	0	0	-517	6305	24509	6000	0	0	0	0	0	0	0	0	0	20045	19576	0	0	0	0	0	4300	0	0	0	200	-769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9437	26082	26245	23676	0	5216	13123	23676	42015	0	650	650	8481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84821	0	84821	
178851	0	0	0	0	0	0	0	0	183	140331	0	0	0	0	0	112466	0	0	0	153	153	123	0	0	30	0	0	377	0	0	0	0	0	5822	100	0	0	0	21345	15670	0	1335	68281	57887	7962	2411	0	0	0	317	0	0	3949	4929	17384	86204	0	0	0	0	0	13701	377	271	1385	246	-127	96	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2528	0	0	0	2528	0	0	0	78542	85646	41579	102595	0	17129	20790	102595	140514	0	0	0	26446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309385	0	309008	
179148	0	0	0	0	0	0	0	0	243	111297	0	0	0	0	0	105921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1286	1763	0	0	0	160	0	0	-300	0	6999	1415	0	0	0	0	0	0	0	0	0	9551	96370	0	0	0	0	0	8148	0	0	350	58	-1937	0	0	0	0	0	64	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1286	9272	11024	104174	0	1854	5512	104174	111540	0	0	0	14493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121406	0	121406	
