"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	1030	30	2	0	998	0	0			0	0	
242	185	0	20	0	171	6	0			0	0	
279	936	3	48	0	892	7	0			0	0	
354	160	0	1	0	188	29	0			0	0	
457	529	40	3	0	492	6	0			0	0	
505	3955	60	17	0	4188	310	0			0	0	
1155	2593	307	38	0	2282	34	0			0	0	
1351	1192	155	52	0	1300	315	0	0	0	0	0	
1454	3333	397	27	0	3147	238	0			0	0	
1557	714	66	8	0	675	35	0			0	0	
1669	2908	33	29	0	2933	87	0			0	0	
1829	3715	200	6	0	3579	70	0			0	0	
1856	979	0	2	0	985	8	0			0	0	
2040	3218	0	70	0	3396	248	0			0	0	
2161	762	33	5	0	743	19	0			0	0	
2376	29951	177	8	0	30458	692	0			0	0	
2554	119	13	4	0	102	0	0			0	0	
2732	3802	300	51	0	3451	0	0			0	0	
2750	646	0	1	0	645	0	0			0	0	
3177	3245	313	0	0	3190	258	0			0	0	
3252	3251	600	134	0	3006	489	0			0	0	
3458	360	30	0	0	331	1	0			0	0	
3720	1721	36	3	0	1686	4	0			0	0	
3971	10443	267	419	0	11003	1246	0			0	0	
4156	2032	30	8	0	2006	12	0			0	0	
4231	970	170	15	0	877	92	0			0	0	
4839	4844	750	32	0	4705	643	0			0	0	
5069	12342	542	0	0	11800	0	0			0	0	
5135	4168	145	48	0	4076	101	0			0	0	
5210	14636	0	184	0	14747	295	0			0	0	
5461	5366	0	99	0	5361	94	0			0	0	
5751	1584	104	24	0	1456	0	0			0	0	
6039	815	10	10	0	813	18	0			0	0	
6141	337	30	15	0	423	131	0			0	0	
6329	7231	4120	416	0	5628	2933	0			0	0	
7009	0	0	0	0	0	0	0			0	0	
7045	817	789	15	0	1050	1037	0			0	0	
7072	1789	150	28	0	1703	92	0			0	0	
7157	254	5	1	0	249	1	0			0	0	
7456	702	36	0	0	666	0	0	0	0	0	0	
7634	933	90	58	0	1123	338	0			0	0	
8033	1147	0	6	0	1156	15	0			0	0	
8462	769	95	5	0	680	11	0			0	0	
8631	422	0	2	0	425	5	0			0	0	
9357	3274	50	2	0	3222	0	0			0	0	
9553	1000	0	53	0	1001	54	0			0	0	
9807	28902	0	367	0	28688	153	0			0	0	
9955	1615	95	3	0	1522	5	0			0	0	
10250	3288	-650	287	0	3930	279	0			0	0	
10849	1506	0	15	0	1495	4	0			0	0	
11145	1853	36	18	0	1909	110	0			0	0	
11275	959	600	423	0	15853	64	-15853			0	0	
11640	3801	430	462	0	2939	30	0			0	0	
11837	935	-800	1304	0	433	2	0			0	0	
12030	7856	750	1813	0	8149	2856	0			0	0	
12142	1650	60	53	0	1651	114	0			0	0	
12179	216	-50	1	0	268	3	0			0	0	
12311	619193	49776	77930	-104	594620	103237	0			0	0	
12647	965	0	0	0	967	2	0			0	0	
12656	238	0	24	0	264	50	0			0	0	
12937	1954	60	9	0	1885	0	0			0	0	
12946	15360	655	180	0	16487	1962	0			0	0	
12955	1405	60	5	0	1360	20	0			0	0	
13103	13404	1095	62	0	12676	429	0			0	0	
13251	492	60	7	0	427	2	0			0	0	
13457	204	20	0	0	184	0	0			0	0	
14052	485	30	2	0	504	51	0	0	0	0	0	
14155	2149	150	18	0	2086	105	0			0	0	
14650	540	60	28	0	482	30	0			0	0	
14753	494	0	0	0	496	2	0			0	0	
14865	3251	50	10	0	3209	18	0			0	0	
14977	498	60	0	0	439	1	0			0	0	
16551	2660	300	5	0	2415	60	0			0	0	
16748	689	60	0	0	629	0	0			0	0	
17110	279	0	0	0	279	0	0			0	0	
17147	62186	1340	2973	0	62453	4580	0			0	202	
17259	210	0	6	0	209	5	0			0	0	
17464	24667	0	4264	0	24415	4012	0			0	0	
