"IDRSSD"	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	RCONL183	RCONL184	RCONL185	RCONL186	RCONL187	RCONL188	
4156	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				15	0	0	198	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4839	414	0	2437	180	0	428	2403	0	0							0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5069	0	0	0	2029	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	124	1	22	143	8	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5210	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	21	199	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	
5751	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	84	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6039	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	53	0	34	27	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6141	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	168	79	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	3015	0	797	616	77	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	161	0	33	17	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7157	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	15	2	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	161	25	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8033	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				4	0	0	8	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	324	16	11	14	1	0	0	0	1699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8631	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9553	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9807	0	0	0	1358	0	0	3264	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	3	36	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10250	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10849	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11145	0	0	0	213	60	39	0	0	0							0	0	0	0	0	0				0	0	0	66	0	7	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	13	16	22	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11837	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12030	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	89	0	0	242	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12142	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				29	6	0	79	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12179	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12311	21030	0	1130	87	0	15192	111	0	2002										0	0	0																												
12647	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12656	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12937	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12946	0	0	0	0	0	0	0	0	189	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	225	0	138	167	14	104	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12955	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13103	0	0	0	0	0	198	0	0	1838	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	885	0	126	37	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	21	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14052	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14155	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	9	0	4	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14650	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				24	0	0	82	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14753	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14865	0	0	0	0	0	1906	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	532	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14977	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	100	5	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16551	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	20	1	0	44	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16748	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17110	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147	0	0	0	340	0	1453	0	0	0	0	0	759	0	0	0	0	0	1530	0	0	0	0	0	660	176	0	41	151	22	24	0	0	759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17259	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	19	0	0	45	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17950	0	0	0	0	0	103	0	0	63							0	0	0	0	0	0	0	0	0	18	0	0	32	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17978	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	6	0	0	2	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18050	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	58	5	5	210	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18135	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	10	3	79	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18377	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18827	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	13	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	53	0	0	53	
18836	0	0	0	0	0	369	0	0	0							171	0	0	171	0	0				34	3	0	326	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				40	0	0	35	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19936	0	0	13	0	0	132	0	0	0							0	0	0	0	0	0	0	0	0	40	0	38	35	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19972	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20053	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20633	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20857	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21256	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21359	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	13	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21630	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				20	0	2	83	15	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21658	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	24	0	8	6	0	23	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22048	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	192	0	55	54	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22543	0	0	0	0	0	184	0	0	0							0	0	0	0	0	0				1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22552	0	0	0	0	0	0	178	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22730	0	0	0	0	0	283	0	0	0							0	0	0	0	0	0				0	0	0	504	17	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22936	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23456	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	79	0	0	21	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23504	0	0	0	0	0	0	0	0	0	62	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	1	62	0	13	0	0	0	0	0	0	0	0	0	0	1866	4022	0	962	0	
23643	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				151	3	8	71	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23755	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				20	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24006	0	0	0	0	0	0	0	0	0	0	0	2447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	2447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24378	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24453	0	0	0	0	0	0	121	0	0							0	0	0	0	0	0				0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24659	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24949	0	0	0	0	0	385	0	0	871							0	0	70	0	0	0	0	0	0	14	0	2	9	0	1	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25357	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	78	0	0	32	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25647	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26176	0	0	0	0	0	2429	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26242	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	167	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26457	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26765	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	49	0	0	38	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27070	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27548	0	0	0	0	0	0	0	0	0	0	0	931	0	0	0	0	0	0	0	0	0	0	0	0	6	0	32	7	0	0	0	0	931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27614	0	0	0	0	0	305	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27847	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	30	0	15	119	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28013	0	0	0	1466	0	0	0	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	4441	11978	0	2501	4941	0	
28152	0	0	0	0	0	0	0	0	0							111	0	0	111	0	0	0	0	0	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28255	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	6	0	0	17	0	0	0	0	1277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	155	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28675	0	0	0	0	0	0	0	0	291							0	0	0	0	0	0				4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28732	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29476	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29636	0	0	0	0	0	0	0	0	3272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	43	76	123	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29878	0	0	0	0	0	0	0	0	604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30052	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30502	0	0	0	0	0	455	0	0	455	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	28	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30650	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96544	72183	8164	0	0	0	0	0	0	0	0	0	190987	77456	9910	0	0	0	79216	65549	7494	0	0	0	17328	6634	670	44513	21363	0	44121	20480	0	
31134	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				112	24	65	114	18	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31657	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	38	0	0	13	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31826	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				99	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31835	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	20	7	35	27	9	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32234	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
